X72n1439_001:0592a06	 自序	 自 序 
X72n1439_001:0598c17	惡道中。施大無畏。與大安樂。而眾生不知。由不知故。	惡 道 中 施 大 無 畏 與 大 安 樂 而 眾 生 不 知 由 不 知 故 
X72n1439_001:0598c18	菩薩之悲心愈重。或現蚌蛤中。或現牛膽裏。或作馬	菩 薩 之 悲 心 愈 重 或 現 蚌 蛤 中 或 現 牛 膽 裏 或 作 馬 
X72n1439_001:0598c19	郎婦。或作誌公身。種種方便。處處接引。無奈眾生之	郎 婦 或 作 誌 公 身 種 種 方 便 處 處 接 引 無 奈 眾 生 之 
X72n1439_001:0598c20	痴迷猶甚。乃於自心中。自相吳越。自動干戈。帶累無	痴 迷 猶 甚 乃 於 自 心 中 自 相 吳 越 自 動 干 戈 帶 累 無 
X72n1439_001:0598c21	限平人。墮坑落壍。其苦有不可勝言者。福城池心宇	限 平 人 墮 坑 落 壍 其 苦 有 不 可 勝 言 者 福 城 池 心 宇 
X72n1439_001:0598c22	道友。觸目興感。起同體之悲。發願募眾。修禮大悲懺	道 友 觸 目 興 感 起 同 體 之 悲 發 願 募 眾 修 禮 大 悲 懺 
X72n1439_001:0598c23	法三年。普為大地人懺愆請福。祈致昇平。正打著觀	法 三 年 普 為 大 地 人 懺 愆 請 福 祈 致 昇 平 正 打 著 觀 
X72n1439_001:0598c24	音老人痛處。今當第二期。擇吉告始。特設齋。請山僧	音 老 人 痛 處 今 當 第 二 期 擇 吉 告 始 特 設 齋 請 山 僧 
X72n1439_001:0599a01	陞座。舉揚此一段因緣。也要大家同知此事。同發此	陞 座 舉 揚 此 一 段 因 緣 也 要 大 家 同 知 此 事 同 發 此 
X72n1439_001:0599a02	心。同修此行。同證此法。大眾還知心宇這一念落處	心 同 修 此 行 同 證 此 法 大 眾 還 知 心 宇 這 一 念 落 處 
X72n1439_001:0599a03	麼。天高羣象正。海濶百川朝。	麼 天 高 羣 象 正 海 濶 百 川 朝 
X72n1439_001:0599a04	孝子王岐崗。薦嚴請上堂。本生真父母。刀斧砍不開。	孝 子 王 岐 崗 薦 嚴 請 上 堂 本 生 真 父 母 刀 斧 砍 不 開 
X72n1439_001:0599a05	生死存亡處。了不隔纖埃。要知不隔底事麼。王岐崗	生 死 存 亡 處 了 不 隔 纖 埃 要 知 不 隔 底 事 麼 王 岐 崗 
X72n1439_001:0599a06	善友。關中人。僑居福省有年。至誠惻怛。勇於福田。尊	善 友 關 中 人 僑 居 福 省 有 年 至 誠 惻 怛 勇 於 福 田 尊 
X72n1439_001:0599a07	人遇寶公。年九十二歲卒於家。岐崗聞訃。哀慟欲絕。	人 遇 寶 公 年 九 十 二 歲 卒 於 家 岐 崗 聞 訃 哀 慟 欲 絕 
X72n1439_001:0599a08	又以弗克送終為恨。乃特上鼓山飯僧。請山僧舉唱	又 以 弗 克 送 終 為 恨 乃 特 上 鼓 山 飯 僧 請 山 僧 舉 唱 
X72n1439_001:0599a09	宗乘。用酬罔極。須知岐崗舉念處。遇寶公已覿面相	宗 乘 用 酬 罔 極 須 知 岐 崗 舉 念 處 遇 寶 公 已 覿 面 相 
X72n1439_001:0599a10	見了也。非生死所能隱顯。豈閩陝所能間隔耶。不惟	見 了 也 非 生 死 所 能 隱 顯 豈 閩 陝 所 能 間 隔 耶 不 惟 
X72n1439_001:0599a11	岐崗父子如是。乃至一切諸佛。及諸眾生。山河國土。	岐 崗 父 子 如 是 乃 至 一切諸佛 及 諸 眾 生 山 河 國 土 
X72n1439_001:0599a12	皆與岐崗。同一體性。無二無二分。無別無斷故。正與	皆 與 岐 崗 同一體性 無 二 無 二 分 無 別 無 斷 故 正 與 
X72n1439_001:0599a13	麼時。還委悉麼。將此深心奉塵剎。是則名為報父恩。	麼 時 還 委 悉 麼 將 此 深 心 奉 塵 剎 是 則 名 為 報 父 恩 
X72n1439_001:0599a14	珍重。	珍 重 
X72n1439_001:0599a15	自圓上座。六十初度。請上堂。自圓問。諸佛為一大事	自 圓 上 座 六 十 初 度 請 上 堂 自 圓 問 諸 佛 為 一 大 事 
X72n1439_001:0599a16	因緣。出現于世。欲令眾生開示悟入佛之知見。請問。	因 緣 出 現 于 世 欲 令 眾 生 開 示 悟 入 佛 之 知 見 請 問 
X72n1439_001:0599a17	如何是佛之知見。師云。墨漆桶裏放光明。進云。是法	如 何 是 佛 之 知 見 師 云 墨 漆 桶 裏 放 光 明 進 云 是 法 
X72n1439_001:0599a18	住法位。世間相常住。如何是常住。師云。前是佛殿。後	住 法 位 世 間 相 常 住 如 何 是 常 住 師 云 前 是 佛 殿 後 
X72n1439_001:0599a19	是法堂。進云。此舍唯有一門。而復狹小時如何。師云。	是 法 堂 進 云 此 舍 唯 有 一 門 而 復 狹 小 時 如 何 師 云 
X72n1439_001:0599a20	且從這裏出去。進云。分明一句超然了。頓脫心猿露	且 從 這 裏 出 去 進 云 分 明 一 句 超 然 了 頓 脫 心 猿 露 
X72n1439_001:0599a21	白牛。師云。正好耕田。進云。掀飜剎海光輝面。宛轉須	白 牛 師 云 正 好 耕 田 進 云 掀 飜 剎 海 光 輝 面 宛 轉 須 
X72n1439_001:0599a22	彌暗點頭。師云。用許多閒氣力作麼。進云。雲收夜半	彌 暗 點 頭 師 云 用 許 多 閒 氣 力 作 麼 進 云 雲 收 夜 半 
X72n1439_001:0599a23	金烏現。等閒照見夜行人。師云。看取脚跟下。圓禮拜。	金 烏 現 等 閒 照 見 夜 行 人 師 云 看 取 脚 跟 下 圓 禮 拜 
X72n1439_001:0599a24	師乃云。自圓上座。親從先師得度後。在紫霞洞裏。得	師 乃 云 自 圓 上 座 親 從 先 師 得 度 後 在 紫 霞 洞 裏 得 
X72n1439_001:0599b01	箇飜身處。始知飯是米做。從此二十年來。自歌自笑。	箇 飜 身 處 始 知 飯 是 米 做 從 此 二 十 年 來 自 歌 自 笑 
X72n1439_001:0599b02	不妨做箇灑落道人。為什麼。却被十二時辰轉喚。今	不 妨 做 箇 灑 落 道 人 為 什 麼 却 被 十 二 時 辰 轉 喚 今 
X72n1439_001:0599b03	日作六旬初度耶。須知夜明簾外。別是家風。枯木堂	日 作 六 旬 初 度 耶 須 知 夜 明 簾 外 別 是 家 風 枯 木 堂 
X72n1439_001:0599b04	前。另般春色。兩曜之所不到。四序之所不遷。芥城莫	前 另 般 春 色 兩 曜 之 所 不 到 四 序 之 所 不 遷 芥 城 莫 
X72n1439_001:0599b05	比其數。劫石難並其堅。唯有靈源洞口石將軍。許他	比 其 數 劫 石 難 並 其 堅 唯 有 靈 源 洞 口 石 將 軍 許 他 
X72n1439_001:0599b06	結箇同年。且道。石將軍有什麼長處。獨立空山無箇	結 箇 同 年 且 道 石 將 軍 有 什 麼 長 處 獨 立 空 山 無 箇 
X72n1439_001:0599b07	事。太平歲月自綿綿。	事 太 平 歲 月 自 綿 綿 
X72n1439_001:0599b08	清明。弟子答響利生。送本師洞白關主印之上座。進	清 明 弟 子 答 響 利 生 送 本 師 洞 白 關 主 印 之 上 座 進 
X72n1439_001:0599b09	塔設齋。請上堂。師云。坐斷死關。洞然明白。銷融寶印。	塔 設 齋 請 上 堂 師 云 坐 斷 死 關 洞 然 明 白 銷 融 寶 印 
X72n1439_001:0599b10	廓爾圓彰。分明日午打三更。誰道藏身沒蹤跡。只得	廓 爾 圓 彰 分 明 日 午 打 三 更 誰 道 藏 身 沒 蹤 跡 只 得 
X72n1439_001:0599b11	二邊不住。中道不居。正當恁麼時。且道洞白印之二	二 邊 不 住 中 道 不 居 正 當 恁 麼 時 且 道 洞 白 印 之 二 
X72n1439_001:0599b12	上座。在什麼處。安身立命。年年寒食清明際。杜宇花	上 座 在 什 麼 處 安 身 立 命 年 年 寒 食 清 明 際 杜 宇 花 
X72n1439_001:0599b13	開血滿山。	開 血 滿 山 
X72n1439_001:0599b14	信官陳貢軒。祈福設齋請上堂。當人自心本來清淨。	信 官 陳 貢 軒 祈 福 設 齋 請 上 堂 當 人 自 心 本 來 清 淨 
X72n1439_001:0599b15	只因一念迷倒。遂於身口意三業。起無量過咎。惟智	只 因 一 念 迷 倒 遂 於 身 口 意 三 業 起 無 量 過 咎 惟 智 
X72n1439_001:0599b16	者能用。一念覺悟。飜破迷倒。復還元淨之心。此心即	者 能 用 一 念 覺 悟 飜 破 迷 倒 復 還 元 淨 之 心 此 心 即 
X72n1439_001:0599b17	是佛心。一切煩惱業障。本來空寂。一切善法功德。悉	是 佛 心 一切煩惱 業 障 本 來 空 寂 一 切 善 法 功 德 悉 
X72n1439_001:0599b18	自具足。不假外求。迷悟兩途。實轉凡成聖之要道也。	自 具 足 不 假 外 求 迷 悟 兩 途 實 轉 凡 成 聖 之 要 道 也 
X72n1439_001:0599b19	更須知迷者由迷悟而迷。悟者由悟迷而悟。如人因	更 須 知 迷 者 由 迷 悟 而 迷 悟 者 由 悟 迷 而 悟 如 人 因 
X72n1439_001:0599b20	地而倒。還從地起。離地求起。終無是理。雖然如是。有	地 而 倒 還 從 地 起 離 地 求 起 終 無 是 理 雖 然 如 是 有 
X72n1439_001:0599b21	一人不屬迷不屬悟。不是聖不是凡。一切罪福因果。	一 人 不 屬 迷 不 屬 悟 不 是 聖 不 是 凡 一 切 罪 福 因 果 
X72n1439_001:0599b22	籠罩他不得。且道此人是何面目。良久召大眾云。歸	籠 罩 他 不 得 且 道 此 人 是 何 面 目 良 久 召 大 眾 云 歸 
X72n1439_001:0599b23	堂去。	堂 去 
X72n1439_001:0599b24	弟子心法薦師。請上堂。一切法不生。瑞草本無根。一	弟 子 心 法 薦 師 請 上 堂 一 切 法 不 生 瑞 草 本 無 根 一 
X72n1439_001:0599c01	切法不滅。紅爐滿盛雪。若能如是解。覷破威音外。諸	切 法 不 滅 紅 爐 滿 盛 雪 若 能 如 是 解 覷 破 威 音 外 諸 
X72n1439_001:0599c02	佛常現前。大瑞菴主來也。白雲籠岳頂。明月落前川。	佛 常 現 前 大 瑞 菴 主 來 也 白 雲 籠 岳 頂 明 月 落 前 川 
X72n1439_001:0599c03	下座。	下 座 
X72n1439_001:0599c04	寶善監院。青恒。文之。內瑩。設齋請上堂。時當末運。佛	寶 善 監 院 青 恒 文 之 內 瑩 設 齋 請 上 堂 時 當 末 運 佛 
X72n1439_001:0599c05	法凋零。至人乘願再來。因時救弊。弘法利生。圖報佛	法 凋 零 至 人 乘 願 再 來 因 時 救 弊 弘 法 利 生 圖 報 佛 
X72n1439_001:0599c06	祖。不是為箇閒名字。強求出頭。作一場戲劇。取笑世	祖 不 是 為 箇 閒 名 字 強 求 出 頭 作 一 場 戲 劇 取 笑 世 
X72n1439_001:0599c07	諦也。昔掌石師翁。佩白馬印。唱雲棲道。真寂寶善兩	諦 也 昔 掌 石 師 翁 佩 白 馬 印 唱 雲 棲 道 真 寂 寶 善 兩 
X72n1439_001:0599c08	處開山。三十年來。覔箇知音不可得。至晚歲。始遇先	處 開 山 三 十 年 來 覔 箇 知 音 不 可 得 至 晚 歲 始 遇 先 
X72n1439_001:0599c09	師一人。既徵智證之同。遂有寶戒之授。迄今又三十	師 一 人 既 徵 智 證 之 同 遂 有 寶 戒 之 授 迄 今 又 三 十 
X72n1439_001:0599c10	餘年矣。山僧甞題師翁真贊曰。搖儀峯鼗鼓。賣雲棲	餘 年 矣 山 僧 甞 題 師 翁 真 贊 曰 搖 儀 峯 鼗 鼓 賣 雲 棲 
X72n1439_001:0599c11	骨董。三十餘年入水泥。始遇先師同鼻孔。死生呼吸	骨 董 三 十 餘 年 入 水 泥 始 遇 先 師 同 鼻 孔 死 生 呼 吸 
X72n1439_001:0599c12	共通風。聲光燭破閻浮夢。一滴苕溪水逆流。不知是	共 通 風 聲 光 燭 破 閻 浮 夢 一 滴 苕 溪 水 逆 流 不 知 是 
X72n1439_001:0599c13	濟是洞。葢實錄也。山僧年十八歲。甫離受業。稟戒師	濟 是 洞 葢 實 錄 也 山 僧 年 十 八 歲 甫 離 受 業 稟 戒 師 
X72n1439_001:0599c14	翁座下。親承提挈。復指令見先師于荷山。至今日。為	翁 座 下 親 承 提 挈 復 指 令 見 先 師 于 荷 山 至 今 日 為 
X72n1439_001:0599c15	先師灑掃山門。皆辱師翁所教詔也。茲寶善監院青	先 師 灑 掃 山 門 皆 辱 師 翁 所 教 詔 也 茲 寶 善 監 院 青 
X72n1439_001:0599c16	恒文之內瑩諸上座。以方丈遷化。乃特齎眾護法書	恒 文 之 內 瑩 諸 上 座 以 方 丈 遷 化 乃 特 齎 眾 護 法 書 
X72n1439_001:0599c17	幣遠來。請山僧一振頹綱。勿使先人遺化一旦墜地。	幣 遠 來 請 山 僧 一 振 頹 綱 勿 使 先 人 遺 化 一 旦 墜 地 
X72n1439_001:0599c18	因思木本水源。理難固却。乃舉出先師師翁相見一	因 思 木 本 水 源 理 難 固 却 乃 舉 出 先 師 師 翁 相 見 一 
X72n1439_001:0599c19	段因緣。也要大家知他二老落處。不可只作矮子觀	段 因 緣 也 要 大 家 知 他 二 老 落 處 不 可 只 作 矮 子 觀 
X72n1439_001:0599c20	場。隨人上下也。敢問大眾。二大老節文。畢竟在什麼	場 隨 人 上 下 也 敢 問 大 眾 二 大 老 節 文 畢 竟 在 什 麼 
X72n1439_001:0599c21	處。有二僧競下語。師云。未在。乃云。木人把板雲中拍。	處 有 二 僧 競 下 語 師 云 未 在 乃 云 木 人 把 板 雲 中 拍 
X72n1439_001:0599c22	石女含笙水底吹。或有人問。和尚又作麼生。不免向	石 女 含 笙 水 底 吹 或 有 人 問 和 尚 又 作 麼 生 不 免 向 
X72n1439_001:0599c23	他道爭敢違背。下座。	他 道 爭 敢 違 背 下 座 
X72n1439_001:0599c24	大悲懺圓滿。弟子林太鼎。陳太育。設齋請上堂。聞聲	大 悲 懺 圓 滿 弟 子 林 太 鼎 陳 太 育 設 齋 請 上 堂 聞 聲 
X72n1439_001:0600a01	悟道。見色明心。水不洗水。金不博金。只如雲門云。觀	悟 道 見 色 明 心 水 不 洗 水 金 不 博 金 只 如 雲 門 云 觀 
X72n1439_001:0600a02	世音菩薩將錢買餬餅。放下手。元來却是饅頭。又作	世 音 菩 薩 將 錢 買 餬 餅 放 下 手 元 來 却 是 饅 頭 又 作 
X72n1439_001:0600a03	麼生。喝云。早知飯是米。何須更忍饑。復云。呪圓三七。	麼 生 喝 云 早 知 飯 是 米 何 須 更 忍 饑 復 云 呪 圓 三 七 
X72n1439_001:0600a04	功滿一期。因齋慶讚。無願不隨。四海波澄無一事。普	功 滿 一 期 因 齋 慶 讚 無 願 不 隨 四 海 波 澄 無 一 事 普 
X72n1439_001:0600a05	天共樂太平時。下座。	天 共 樂 太 平 時 下 座 
X72n1439_001:0600a06	佛誕日。福城優婆夷弟子鄭道實。同男林太鼎。設齋	佛 誕 日 福 城 優 婆 夷 弟 子 鄭 道 實 同 男 林 太 鼎 設 齋 
X72n1439_001:0600a07	請上堂。師拈拄杖。卓一卓云。悉達今朝恁麼來。火中	請 上 堂 師 拈 拄 杖 卓 一 卓 云 悉 達 今 朝 恁 麼 來 火 中 
X72n1439_001:0600a08	菡萏又重開。徧空徧界香風起。異種靈苗觸處栽。祇	菡 萏 又 重 開 徧 空 徧 界 香 風 起 異 種 靈 苗 觸 處 栽 祇 
X72n1439_001:0600a09	這箇。九龍吐水。還洗得著麼。雲門行棒。還打得回麼。	這 箇 九 龍 吐 水 還 洗 得 著 麼 雲 門 行 棒 還 打 得 回 麼 
X72n1439_001:0600a10	直饒通身是眼。也鑑不出。通身是口。讚莫及。且道是	直 饒 通 身 是 眼 也 鑑 不 出 通 身 是 口 讚 莫 及 且 道 是 
X72n1439_001:0600a11	箇什麼。得恁麼奇特。還委悉麼。常在闤闠中。要且無	箇 什 麼 得 恁 麼 奇 特 還 委 悉 麼 常 在 闤 闠 中 要 且 無 
X72n1439_001:0600a12	人識。又卓一卓。下座。	人 識 又 卓 一 卓 下 座 
X72n1439_001:0600a13	智楞上座請上堂。師拈拄杖云。山僧不會說禪。終日	智 楞 上 座 請 上 堂 師 拈 拄 杖 云 山 僧 不 會 說 禪 終 日 
X72n1439_001:0600a14	閉門打眠。賴有這箇上座。却能為我敷宣。卓一卓云。	閉 門 打 眠 賴 有 這 箇 上 座 却 能 為 我 敷 宣 卓 一 卓 云 
X72n1439_001:0600a15	下不在地。上不在天。中不在內。傍不在邊。露躶躶。赤	下 不 在 地 上 不 在 天 中 不 在 內 傍 不 在 邊 露 躶 躶 赤 
X72n1439_001:0600a16	洒洒。沒可把。若有人拈得出。一任天下橫行。不見一	洒 洒 沒 可 把 若 有 人 拈 得 出 一 任 天 下 橫 行 不 見 一 
X72n1439_001:0600a17	毛頭許法為障為礙。若拈不出。被他迷却路頭。東撞	毛 頭 許 法 為 障 為 礙 若 拈 不 出 被 他 迷 却 路 頭 東 撞 
X72n1439_001:0600a18	西磕。苦哉佛陀耶。即今還有拈得出者麼。卓一卓云。	西 磕 苦 哉 佛 陀 耶 即 今 還 有 拈 得 出 者 麼 卓 一 卓 云 
X72n1439_001:0600a19	珍重。	珍 重 
X72n1439_001:0600a20	孝男黃知雄等。奉薦考妣。請上堂。先聖道。三界上下	孝 男 黃 知 雄 等 奉 薦 考 妣 請 上 堂 先 聖 道 三 界 上 下 
X72n1439_001:0600a21	法。我說皆是心。離于諸心法。更無有可得。要識心麼。	法 我 說 皆 是 心 離 于 諸 心 法 更 無 有 可 得 要 識 心 麼 
X72n1439_001:0600a22	天堂是。地獄是。成佛作祖亦是。如夜來做夢相似。人	天 堂 是 地 獄 是 成 佛 作 祖 亦 是 如 夜 來 做 夢 相 似 人 
X72n1439_001:0600a23	在床上。夢境千差。及至于醒。了無所得。設使未醒。亦	在 床 上 夢 境 千 差 及 至 于 醒 了 無 所 得 設 使 未 醒 亦 
X72n1439_001:0600a24	非實有。到這裏。只貴當人識得床上本人。則醒與不	非 實 有 到 這 裏 只 貴 當 人 識 得 床 上 本 人 則 醒 與 不 
X72n1439_001:0600b01	醒。得與不得。皆成剩語。敢問大眾。畢竟如何識得這	醒 得 與 不 得 皆 成 剩 語 敢 問 大 眾 畢 竟 如 何 識 得 這 
X72n1439_001:0600b02	箇本人去。良久云。不識不識。復云。上來舉揚大法功	箇 本 人 去 良 久 云 不 識 不 識 復 云 上 來 舉 揚 大 法 功 
X72n1439_001:0600b03	德。奉為孝男黃知雄知權等。資薦嗣考文林郎黃公	德 奉 為 孝 男 黃 知 雄 知 權 等 資 薦 嗣 考 文 林 郎 黃 公 
X72n1439_001:0600b04	晉叔妣孺人郭氏。懺悔愆尤。莊嚴報地。伏願。幽關頓	晉 叔 妣 孺 人 郭 氏 懺 悔 愆 尤 莊 嚴 報 地 伏 願 幽 關 頓 
X72n1439_001:0600b05	破。顯清淨光明之身。極樂高超。證阿鞞跋致之地。	破 顯 清 淨 光 明 之 身 極 樂 高 超 證 阿鞞跋致 之 地 
X72n1439_001:0600b06	信官黃建五入山。建盂蘭盆勝會。請上堂。堂上老親	信 官 黃 建 五 入 山 建 盂 蘭 盆 勝 會 請 上 堂 堂 上 老 親 
X72n1439_001:0600b07	真活佛。慇懃敬養福無邊。更資亡母諸親屬。一切同	真 活 佛 慇 懃 敬 養 福 無 邊 更 資 亡 母 諸 親 屬 一 切 同 
X72n1439_001:0600b08	登極樂天。大眾須知。建老這一念廣大心。起自孝道。	登 極 樂 天 大 眾 須 知 建 老 這 一 念 廣 大 心 起 自 孝 道 
X72n1439_001:0600b09	且道。這孝又從什麼處起。若也識得起處。不唯現世	且 道 這 孝 又 從 什 麼 處 起 若 也 識 得 起 處 不 唯 現 世 
