T51n2072_001:0126b24	往生集序	往 生 集 序 
T51n2072_001:0133a14	大行	大 行 
T51n2072_001:0133a15	唐大行。居泰山修普賢懺法三年。感大士現	唐 大 行 居 泰 山 修 普 賢 懺 法 三 年 感 大 士 現 
T51n2072_001:0133a16	身。晚歲入大藏。陳願隨手取卷。得彌陀經。晝	身 晚 歲 入 大 藏 陳 願 隨 手 取 卷 得 彌 陀 經 晝 
T51n2072_001:0133a17	夜誦咏。至三七日。覩琉璃地上。佛及二大士	夜 誦 咏 至 三 七 日 覩 琉 璃 地 上 佛 及 二 大 士 
T51n2072_001:0133a18	現身。僖宗皇帝聞其事。詔入內賜號常精進	現 身 僖 宗 皇 帝 聞 其 事 詔 入 內 賜 號 常 精 進 
T51n2072_001:0133a19	菩薩。後一年琉璃地復現。即日而終。異香經	菩 薩 後 一 年 琉 璃 地 復 現 即 日 而 終 異 香 經 
T51n2072_001:0133a20	旬。肉身不壞。	旬 肉 身 不 壞 
T51n2072_001:0133a21	贊曰。瑠璃地上下明徹。淨德所感也。而慧永	贊 曰 瑠 璃 地 上 下 明 徹 淨 德 所 感 也 而 慧 永 
T51n2072_001:0133a22	僧衒異香七日。慧通三日。行今浹旬。孰非梵	僧 衒 異 香 七 日 慧 通 三 日 行 今 浹 旬 孰 非 梵 
T51n2072_001:0133a23	行之芬芳也哉。	行 之 芬 芳 也 哉 
T51n2072_001:0133a24	明瞻	明 瞻 
T51n2072_001:0133a25	唐明瞻。晚歲剋志安養。或譏其遲暮。瞻曰。	唐 明 瞻 晚 歲 剋 志 安 養 或 譏 其 遲 暮 瞻 曰 
T51n2072_001:0133a26	十念功成。猶得見佛吾何慮乎。後因疾。於興	十 念 功 成 猶 得 見 佛 吾 何 慮 乎 後 因 疾 於 興 
T51n2072_001:0133a27	教寺具齋。別道俗。時僕射房玄齡杜如晦皆	教 寺 具 齋 別 道 俗 時 僕 射 房 玄 齡 杜 如 晦 皆 
T51n2072_001:0133a28	與焉。日過午。整威儀念佛。遽曰。佛來矣。二	與 焉 日 過 午 整 威 儀 念 佛 遽 曰 佛 來 矣 二 
T51n2072_001:0133a29	大士亦至。竦身合掌而化。	大 士 亦 至 竦 身 合 掌 而 化 
T51n2072_001:0133b01	永明壽禪師	永 明 壽 禪 師 
T51n2072_001:0133b02	錢氏吳越延壽。杭州餘杭人。依四明翠岩禪	錢 氏 吳 越 延 壽 杭 州 餘 杭 人 依 四 明 翠 岩 禪 
T51n2072_001:0133b03	師出家。參天台韶國師。發明心要。甞行法	師 出 家 參 天 台 韶 國 師 發 明 心 要 甞 行 法 
T51n2072_001:0133b04	華懺。中夜見普賢。蓮花忽然在手。因思宿	華 懺 中 夜 見 普 賢 蓮 花 忽 然 在 手 因 思 宿 
T51n2072_001:0133b05	願未決。登智者岩。作二鬮。一曰。一心禪定。	願 未 決 登 智 者 岩 作 二 鬮 一 曰 一 心 禪 定 
T51n2072_001:0133b06	一曰。萬行修淨土。冥心精禱。七拈皆得淨土。	一 曰 萬 行 修 淨 土 冥 心 精 禱 七 拈 皆 得 淨 土 
T51n2072_001:0133b07	於是一意專修。後住永明。日課一百八事。夜	於 是 一 意 專 修 後 住 永 明 日 課 一 百 八 事 夜 
T51n2072_001:0133b08	往別峯行道念佛。旁人時聞螺貝天樂之音。	往 別 峯 行 道 念 佛 旁 人 時 聞 螺 貝 天 樂 之 音 
T51n2072_001:0133b09	忠懿王嘆曰。自古求西方。未有如此之專切	忠 懿 王 嘆 曰 自 古 求 西 方 未 有 如 此 之 專 切 
T51n2072_001:0133b10	者也。乃立西方香嚴殿。以成其志。在永明十	者 也 乃 立 西 方 香 嚴 殿 以 成 其 志 在 永 明 十 
T51n2072_001:0133b11	五年。弟子千七百人。常與眾授菩薩戒。施鬼	五 年 弟 子 千 七 百 人 常 與 眾 授 菩 薩 戒 施 鬼 
T51n2072_001:0133b12	神食。放諸生命。皆悉迴向莊嚴淨土。時號慈	神 食 放 諸 生 命 皆 悉 迴 向 莊 嚴 淨 土 時 號 慈 
T51n2072_001:0133b13	氏下生。開寶八年二月二十六日。晨起焚香	氏 下 生 開 寶 八 年 二 月 二 十 六 日 晨 起 焚 香 
T51n2072_001:0133b14	告眾。趺坐而化。後有僧來自臨川。經年遶其	告 眾 趺 坐 而 化 後 有 僧 來 自 臨 川 經 年 遶 其 
T51n2072_001:0133b15	塔。人問故曰。我病入冥。見殿左供一僧像。王	塔 人 問 故 曰 我 病 入 冥 見 殿 左 供 一 僧 像 王 
T51n2072_001:0133b16	勤致禮敬。密詢其人則曰。此杭州永明壽禪	勤 致 禮 敬 密 詢 其 人 則 曰 此 杭 州 永 明 壽 禪 
T51n2072_001:0133b17	師也。凡死者皆經冥府。此師已徑生西方上	師 也 凡 死 者 皆 經 冥 府 此 師 已 徑 生 西 方 上 
T51n2072_001:0133b18	上品矣。王重其德。故禮敬耳。	上 品 矣 王 重 其 德 故 禮 敬 耳 
T51n2072_001:0133b19	贊曰。永明佩西來直指心印。而刻意淨土。自	贊 曰 永 明 佩 西 來 直 指 心 印 而 刻 意 淨 土 自 
T51n2072_001:0133b20	利利他廣大行願。光昭於萬世。其下生之慈	利 利 他 廣 大 行 願 光 昭 於 萬 世 其 下 生 之 慈 
T51n2072_001:0133b21	氏歟。其再生之善導歟。	氏 歟 其 再 生 之 善 導 歟 
T51n2072_001:0133b22	志通	志 通 
T51n2072_001:0133b23	石晉志通。鳳翔人。因見智者大師淨土儀式。	石 晉 志 通 鳳 翔 人 因 見 智 者 大 師 淨 土 儀 式 
T51n2072_001:0133b24	不勝欣忭。自是不向西唾。不背西坐。專心念	不 勝 欣 忭 自 是 不 向 西 唾 不 背 西 坐 專 心 念 
T51n2072_001:0133b25	佛。後見白鶴孔雀成行西下。又見蓮花開合	佛 後 見 白 鶴 孔 雀 成 行 西 下 又 見 蓮 花 開 合 
T51n2072_001:0133b26	於前。通云曰。白鶴孔雀淨土境也。蓮花光相。	於 前 通 云 曰 白 鶴 孔 雀 淨 土 境 也 蓮 花 光 相 
T51n2072_001:0133b27	受生處也。淨土現矣。乃起禮佛而終。茶毘有	受 生 處 也 淨 土 現 矣 乃 起 禮 佛 而 終 茶 毘 有 
T51n2072_001:0133b28	五色祥雲。環覆火上。舍利鱗砌於身。	五 色 祥 雲 環 覆 火 上 舍 利 鱗 砌 於 身 
T51n2072_001:0133b29	贊曰。唾必西避。坐必西向。繫念如斯。何事不	贊 曰 唾 必 西 避 坐 必 西 向 繫 念 如 斯 何 事 不 
T51n2072_001:0133c01	辦。今以輕心淺心。而欲往生難矣。或曰。不已	辦 今 以 輕 心 淺 心 而 欲 往 生 難 矣 或 曰 不 已 
T51n2072_001:0133c02	着乎。噫諦觀落日。經有明文。智者大師。始生	着 乎 噫 諦 觀 落 日 經 有 明 文 智 者 大 師 始 生 
T51n2072_001:0133c03	而面西趺坐。乃至淨業諸賢。西向坐脫者。不	而 面 西 趺 坐 乃 至 淨 業 諸 賢 西 向 坐 脫 者 不 
T51n2072_001:0133c04	着而能之乎。耽心濁境。終世安然。纔念淨邦。	着 而 能 之 乎 耽 心 濁 境 終 世 安 然 纔 念 淨 邦 
T51n2072_001:0133c05	便憂其着。顛倒乃爾。嗟乎異哉。	便 憂 其 着 顛 倒 乃 爾 嗟 乎 異 哉 
T51n2072_001:0133c06	晤恩	晤 恩 
T51n2072_001:0133c07	宋晤恩。姑蘇常熟人。年十三聞誦彌陀經。遂	宋 晤 恩 姑 蘇 常 熟 人 年 十 三 聞 誦 彌 陀 經 遂 
T51n2072_001:0133c08	求出家。終日一食。不離衣鉢。不畜財寶。臥必	求 出 家 終 日 一 食 不 離 衣 鉢 不 畜 財 寶 臥 必 
T51n2072_001:0133c09	右脅。坐必跏趺。每布薩涕泗不止。遍誨人以	右 脅 坐 必 跏 趺 每 布 薩 涕 泗 不 止 遍 誨 人 以 
T51n2072_001:0133c10	西方淨業。及一乘圓旨。有疑不逗機者。答曰。	西 方 淨 業 及 一 乘 圓 旨 有 疑 不 逗 機 者 答 曰 
T51n2072_001:0133c11	與作毒鼓之緣耳。雍熙二年八月朔日。夜覩	與 作 毒 鼓 之 緣 耳 雍 熙 二 年 八 月 朔 日 夜 覩 
T51n2072_001:0133c12	白光自井而出。謂門人曰。吾將逝矣。絕粒禁	白 光 自 井 而 出 謂 門 人 曰 吾 將 逝 矣 絕 粒 禁 
T51n2072_001:0133c13	言。一心念佛。夢一沙門。執金爐焚香。三遶其	言 一 心 念 佛 夢 一 沙 門 執 金 爐 焚 香 三 遶 其 
T51n2072_001:0133c14	室。自言灌頂。來此相迎。夢覺呼門人至。猶聞	室 自 言 灌 頂 來 此 相 迎 夢 覺 呼 門 人 至 猶 聞 
T51n2072_001:0133c15	異香二十五日。說止觀指歸及觀心義畢端	異 香 二 十 五 日 說 止 觀 指 歸 及 觀 心 義 畢 端 
T51n2072_001:0133c16	坐而化。人聞管絃鈴鐸之音嘹亮空中。漸久	坐 而 化 人 聞 管 絃 鈴 鐸 之 音 嘹 亮 空 中 漸 久 
T51n2072_001:0133c17	漸遠。自西而去。	漸 遠 自 西 而 去 
T51n2072_001:0133c18	贊曰。財食不貪。廉潔心也。坐臥不苟。敬慎心	贊 曰 財 食 不 貪 廉 潔 心 也 坐 臥 不 苟 敬 慎 心 
T51n2072_001:0133c19	也。衣鉢不離。持重心也。布薩垂泣。誠信心	也 衣 鉢 不 離 持 重 心 也 布 薩 垂 泣 誠 信 心 
T51n2072_001:0133c20	也。四心皆淨因。宜其往生矣。至於誨人。則西	也 四 心 皆 淨 因 宜 其 往 生 矣 至 於 誨 人 則 西 
T51n2072_001:0133c21	方淨業。與一乘圓教並施。恩其深入念佛法	方 淨 業 與 一 乘 圓 教 並 施 恩 其 深 入 念 佛 法 
T51n2072_001:0133c22	門者乎。	門 者 乎 
T51n2072_001:0133c23	圓淨常法師	圓 淨 常 法 師 
T51n2072_001:0133c24	宋省常。錢塘人。七歲出家。淳化中住南昭慶。	宋 省 常 錢 塘 人 七 歲 出 家 淳 化 中 住 南 昭 慶 
T51n2072_001:0133c25	慕廬山之風。乃刺血書華嚴經淨行品。易蓮	慕 廬 山 之 風 乃 刺 血 書 華 嚴 經 淨 行 品 易 蓮 
T51n2072_001:0133c26	社以淨行。士大夫預會者。稱淨行弟子。而王	社 以 淨 行 士 大 夫 預 會 者 稱 淨 行 弟 子 而 王 
T51n2072_001:0133c27	文正公且為之首。一時公卿伯牧百二十人。	文 正 公 且 為 之 首 一 時 公 卿 伯 牧 百 二 十 人 
T51n2072_001:0133c28	比丘千人焉。翰林蘇易簡。作淨行品序。至謂	比 丘 千 人 焉 翰 林 蘇 易 簡 作 淨 行 品 序 至 謂 
T51n2072_001:0133c29	予當布髮以承其足。剜身以請其法。猶尚不	予 當 布 髮 以 承 其 足 剜 身 以 請 其 法 猶 尚 不 
T51n2072_001:0134a01	辭。況陋文淺學而有惜哉。天禧四年正月十	辭 況 陋 文 淺 學 而 有 惜 哉 天 禧 四 年 正 月 十 
T51n2072_001:0134a02	二日端坐念佛。有頃厲聲唱云佛來也。泊然	二 日 端 坐 念 佛 有 頃 厲 聲 唱 云 佛 來 也 泊 然 
T51n2072_001:0134a03	而化。	而 化 
T51n2072_001:0134a04	贊曰。始遠公。次善導。既而南嶽五會。永明臺	贊 曰 始 遠 公 次 善 導 既 而 南 嶽 五 會 永 明 臺 
T51n2072_001:0134a05	岩。終於法師。號蓮社七祖。勸化之盛。蓋耀古	岩 終 於 法 師 號 蓮 社 七 祖 勸 化 之 盛 蓋 耀 古 
T51n2072_001:0134a06	彌今矣。雖然覈其自脩。則罔不精勤刻勵。如	彌 今 矣 雖 然 覈 其 自 脩 則 罔 不 精 勤 刻 勵 如 
T51n2072_001:0134a07	所以示人者。今沙門知勸人。而不知勸己。欲	所 以 示 人 者 今 沙 門 知 勸 人 而 不 知 勸 己 欲 
T51n2072_001:0134a08	竊附於前輩。不幾狂乎。	竊 附 於 前 輩 不 幾 狂 乎 
T51n2072_001:0134a09	淨觀	淨 觀 
T51n2072_001:0134a10	宋淨觀。住嘉禾寂光庵。修淨土懺法十餘年。	宋 淨 觀 住 嘉 禾 寂 光 庵 修 淨 土 懺 法 十 餘 年 
T51n2072_001:0134a11	謂弟子曰。我後二十七日行矣。至期二日前。	謂 弟 子 曰 我 後 二 十 七 日 行 矣 至 期 二 日 前 
T51n2072_001:0134a12	見紅蓮花。次日又見黃花滿室。皆有化生孩	見 紅 蓮 花 次 日 又 見 黃 花 滿 室 皆 有 化 生 孩 
T51n2072_001:0134a13	兒。坐於花上。仙帶結束。三日入龕端坐。命眾	兒 坐 於 花 上 仙 帶 結 束 三 日 入 龕 端 坐 命 眾 
T51n2072_001:0134a14	念佛。頃之脫去。	念 佛 頃 之 脫 去 
T51n2072_001:0134a15	贊曰。念佛人預知時至。蓋娑婆緣盡。淨土緣	贊 曰 念 佛 人 預 知 時 至 蓋 娑 婆 緣 盡 淨 土 緣 
T51n2072_001:0134a16	成。自然聖境冥現。如遠公七日。今觀二十七	成 自 然 聖 境 冥 現 如 遠 公 七 日 今 觀 二 十 七 
T51n2072_001:0134a17	日之類是也。世人生無實德。死欲效嚬。扭揑	日 之 類 是 也 世 人 生 無 實 德 死 欲 效 嚬 扭 揑 
T51n2072_001:0134a18	粧點。取笑於識者。甚則生身活焚。搖動遠邇。	粧 點 取 笑 於 識 者 甚 則 生 身 活 焚 搖 動 遠 邇 
T51n2072_001:0134a19	不知附鬼着邪。流入惡趣。尤可憐憫。復使無	不 知 附 鬼 着 邪 流 入 惡 趣 尤 可 憐 憫 復 使 無 
T51n2072_001:0134a20	眼之徒。欣羨而希則之。其為害也大矣。我集	眼 之 徒 欣 羨 而 希 則 之 其 為 害 也 大 矣 我 集 
T51n2072_001:0134a21	往生。何無一人活焚其軀者。願智人觀此。普	往 生 何 無 一 人 活 焚 其 軀 者 願 智 人 觀 此 普 
T51n2072_001:0134a22	以告世。救諸愚民。	以 告 世 救 諸 愚 民 
T51n2072_001:0134a23	慈雲懺主	慈 雲 懺 主 
T51n2072_001:0134a24	宋遵式。台州臨海縣人。學行高古。名冠兩	宋 遵 式 台 州 臨 海 縣 人 學 行 高 古 名 冠 兩 
T51n2072_001:0134a25	浙。專志安養。甞行般舟三昧。九十日苦學嘔	浙 專 志 安 養 甞 行 般舟三昧 九 十 日 苦 學 嘔 
T51n2072_001:0134a26	血。入道場兩足皮裂。以死自誓。忽如夢中。見	血 入 道 場 兩 足 皮 裂 以 死 自 誓 忽 如 夢 中 見 
T51n2072_001:0134a27	觀音垂手指其口。引出數虫。又指端出甘露。	觀 音 垂 手 指 其 口 引 出 數 虫 又 指 端 出 甘 露 
T51n2072_001:0134a28	注其口。覺身心清涼。疾遂愈。著淨土決疑行	注 其 口 覺 身 心 清 涼 疾 遂 愈 著 淨 土 決 疑 行 
T51n2072_001:0134a29	願。及淨土懺法。行於世天聖間。將化之日。炷	願 及 淨 土 懺 法 行 於 世 天 聖 間 將 化 之 日 炷 
T51n2072_001:0134b01	香禮佛。願諸佛證明。往生安養。至晚坐脫。人	香 禮 佛 願 諸 佛 證 明 往 生 安 養 至 晚 坐 脫 人 
T51n2072_001:0134b02	見大星隕於靈鷲峯。時號慈雲懺主云。	見 大 星 隕 於 靈 鷲 峯 時 號 慈 雲 懺 主 云 
T51n2072_001:0134b03	贊曰。克勤懺法。自行而垂憲萬世。古今一人	贊 曰 克 勤 懺 法 自 行 而 垂 憲 萬 世 古 今 一 人 
T51n2072_001:0134b04	而已。至於寶手出虫甘露灌口。非精誠之極	而 已 至 於 寶 手 出 虫 甘 露 灌 口 非 精 誠 之 極 
T51n2072_001:0134b05	疇能然乎。	疇 能 然 乎 
T51n2072_001:0134b06	宗坦疏主	宗 坦 疏 主 
T51n2072_001:0134b07	宋宗坦。潞州黎城人。五十年名播講林。晚於	宋 宗 坦 潞 州 黎 城 人 五 十 年 名 播 講 林 晚 於 
T51n2072_001:0134b08	唐州青臺鎮。專求淨土。三業四儀。曾無暫忘。	唐 州 青 臺 鎮 專 求 淨 土 三 業 四 儀 曾 無 暫 忘 
T51n2072_001:0134b09	政和四年四月二十七日。夢阿彌陀佛。謂曰。	政 和 四 年 四 月 二 十 七 日 夢 阿 彌 陀 佛 謂 曰 
T51n2072_001:0134b10	汝說法止六日。當生淨土。覺而白眾。至五月	汝 說 法 止 六 日 當 生 淨 土 覺 而 白 眾 至 五 月 
T51n2072_001:0134b11	四日。集眾告曰。因緣聚散。固當有時。淨土勝	四 日 集 眾 告 曰 因 緣 聚 散 固 當 有 時 淨 土 勝 
T51n2072_001:0134b12	緣。惟憑時刻。願眾念佛助我往生。言已坐	緣 惟 憑 時 刻 願 眾 念 佛 助 我 往 生 言 已 坐 
T51n2072_001:0134b13	脫。滿空雷鳴。白雲覆地。三日方歇。所持瑪瑙	脫 滿 空 雷 鳴 白 雲 覆 地 三 日 方 歇 所 持 瑪 瑙 
T51n2072_001:0134b14	數珠。盤於指上。眾取之。竟不能得。感應事	數 珠 盤 於 指 上 眾 取 之 竟 不 能 得 感 應 事 
T51n2072_001:0134b15	繁。具如別說。	繁 具 如 別 說 
T51n2072_001:0134b16	贊曰。雷者法音之吼。雲者慈蔭之深。手珠不	贊 曰 雷 者 法 音 之 吼 雲 者 慈 蔭 之 深 手 珠 不 
T51n2072_001:0134b17	脫。念力之牢強見矣。	脫 念 力 之 牢 強 見 矣 
T51n2072_001:0134b18	慈照宗王	慈 照 宗 王 
T51n2072_001:0134b19	宋子元。號萬事休。平江崐山人。少習止觀。定	宋 子 元 號 萬 事 休 平 江 崐 山 人 少 習 止 觀 定 
T51n2072_001:0134b20	中聞鴉聲悟道。頌曰。二十餘年紙上尋。尋來	中 聞 鴉 聲 悟 道 頌 曰 二 十 餘 年 紙 上 尋 尋 來 
T51n2072_001:0134b21	尋去轉沈吟。忽然聽得慈鴉叫始信。從前錯	尋 去 轉 沈 吟 忽 然 聽 得 慈 鴉 叫 始 信 從 前 錯 
T51n2072_001:0134b22	用心。於是利他心切。普勸念佛。代為法界眾	用 心 於 是 利 他 心 切 普 勸 念 佛 代 為 法 界 眾 
T51n2072_001:0134b23	生。禮佛懺悔。祈生安養。剏白蓮懺堂。述四	生 禮 佛 懺 悔 祈 生 安 養 剏 白 蓮 懺 堂 述 四 
T51n2072_001:0134b24	土三觀。選佛圖。開示蓮宗眼目。逆順境中。未	土 三 觀 選 佛 圖 開 示 蓮 宗 眼 目 逆 順 境 中 未 
T51n2072_001:0134b25	甞動念。高宗皇帝召見。賜號慈照。後於鐸城。	甞 動 念 高 宗 皇 帝 召 見 賜 號 慈 照 後 於 鐸 城 
T51n2072_001:0134b26	三月二十三日。告眾曰。吾化緣已畢。時當行	三 月 二 十 三 日 告 眾 曰 吾 化 緣 已 畢 時 當 行 
T51n2072_001:0134b27	矣。言訖合掌示寂。荼毘舍利無數。勅賜最勝	矣 言 訖 合 掌 示 寂 荼 毘 舍 利 無 數 勅 賜 最 勝 
T51n2072_001:0134b28	之塔。	之 塔 
T51n2072_001:0134b29	法持	法 持 
T51n2072_001:0134c01	宋法持。居化度寺。修彌陀懺。願促閻浮之壽。	宋 法 持 居 化 度 寺 修 彌 陀 懺 願 促 閻 浮 之 壽 
T51n2072_001:0134c02	早生安養。後小疾。雨淚悲號。祈垂接引。厲聲	早 生 安 養 後 小 疾 雨 淚 悲 號 祈 垂 接 引 厲 聲 
T51n2072_001:0134c03	念佛不絕。忽見佛身丈六。立於池上。即自言	念 佛 不 絕 忽 見 佛 身 丈 六 立 於 池 上 即 自 言 
T51n2072_001:0134c04	曰。我已得中品生。西向而化。	曰 我 已 得 中 品 生 西 向 而 化 
T51n2072_001:0134c05	贊曰。人情莫不欲壽。促算而求安養。非欣厭	贊 曰 人 情 莫 不 欲 壽 促 算 而 求 安 養 非 欣 厭 
T51n2072_001:0134c06	之極乎。雖然發願可也。赴海投崖。而疊薪自	之 極 乎 雖 然 發 願 可 也 赴 海 投 崖 而 疊 薪 自 
T51n2072_001:0134c07	燼。則魔矣。	燼 則 魔 矣 
T51n2072_001:0134c08	本如	本 如 
T51n2072_001:0134c09	宋本如。號神照。住東山承天寺。與郡守張郇。	宋 本 如 號 神 照 住 東 山 承 天 寺 與 郡 守 張 郇 
T51n2072_001:0134c10	結社一日升座說法。與眾訣別。退而坐逝。時	結 社 一 日 升 座 說 法 與 眾 訣 別 退 而 坐 逝 時 
T51n2072_001:0134c11	江上漁人。見雲端有僧西去。明年啟塔。顏貌	江 上 漁 人 見 雲 端 有 僧 西 去 明 年 啟 塔 顏 貌 
T51n2072_001:0134c12	如生。蓮花產於塔前。	如 生 蓮 花 產 於 塔 前 
T51n2072_001:0134c13	基法師	基 法 師 
T51n2072_001:0134c14	宋基法師。學於寶雲。住太平興國寺。精意念	宋 基 法 師 學 於 寶 雲 住 太 平 興 國 寺 精 意 念 
T51n2072_001:0134c15	佛。一日示疾。為弟子廣談玄旨。眾忽見。西方	佛 一 日 示 疾 為 弟 子 廣 談 玄 旨 眾 忽 見 西 方 
T51n2072_001:0134c16	現光。空中奏樂。師曰。阿彌陀佛與二大士俱	現 光 空 中 奏 樂 師 曰 阿 彌 陀 佛 與 二 大 士 俱 
