T45n1858_001:0150a22	肇論序	肇 論 序 
T45n1858_001:0160c26	知之知。聖旨虛玄，殊文同辯；豈可以有為便	知 之 知 聖 旨 虛 玄 殊 文 同 辯 豈 可 以 有 為 便 
T45n1858_001:0160c27	有為、無為便無為哉？菩薩住盡不盡平等法	有 為 無 為 便 無 為 哉 菩 薩 住 盡 不 盡 平 等 法 
T45n1858_001:0160c28	門，不盡有為、不住無為。即其事也。而以南北	門 不 盡 有 為 不 住 無 為 即 其 事 也 而 以 南 北 
T45n1858_001:0160c29	為喻，殊非領會之唱。	為 喻 殊 非 領 會 之 唱 
T45n1858_001:0161a01	窮源第十六	窮 源 第 十 六 
T45n1858_001:0161a02	有名曰：非眾生無以御三乘，非三乘無以成	有 名 曰 非 眾 生 無 以 御 三 乘 非 三 乘 無 以 成 
T45n1858_001:0161a03	涅槃。然必先有眾生，後有涅槃。是則涅槃有	涅 槃 然 必 先 有 眾 生 後 有 涅 槃 是 則 涅 槃 有 
T45n1858_001:0161a04	始，有始必有終。而經云：「涅槃無始無終，湛若	始 有 始 必 有 終 而 經 云 涅 槃 無 始 無 終 湛 若 
T45n1858_001:0161a05	虛空。」則涅槃先有，非復學而後成者也。	虛 空 則 涅 槃 先 有 非 復 學 而 後 成 者 也 
T45n1858_001:0161a06	通古第十七	通 古 第 十 七 
T45n1858_001:0161a07	無名曰：夫至人空洞無象，而萬物無非我	無 名 曰 夫 至 人 空 洞 無 象 而 萬 物 無 非 我 
T45n1858_001:0161a08	造。會萬物以成已者，其唯聖人乎！何則？非理	造 會 萬 物 以 成 已 者 其 唯 聖 人 乎 何 則 非 理 
T45n1858_001:0161a09	不聖，非聖不理；理而為聖者，聖不異理也。	不 聖 非 聖 不 理 理 而 為 聖 者 聖 不 異 理 也 
T45n1858_001:0161a10	故天帝曰：「般若當於何求？」善吉曰：「般若不可	故 天 帝 曰 般 若 當 於 何 求 善 吉 曰 般 若 不 可 
T45n1858_001:0161a11	於色中求，亦不離色中求。」又曰：「見緣起為見	於 色 中 求 亦 不 離 色 中 求 又 曰 見 緣 起 為 見 
T45n1858_001:0161a12	法，見法為見佛。」斯則物我不異之效也。所	法 見 法 為 見 佛 斯 則 物 我 不 異 之 效 也 所 
T45n1858_001:0161a13	以至人戢玄機於未兆，藏冥運於即化，總六	以 至 人 戢 玄 機 於 未 兆 藏 冥 運 於 即 化 總 六 
T45n1858_001:0161a14	合以鏡心，一去來以成體。古今通，始終同，窮	合 以 鏡 心 一 去 來 以 成 體 古 今 通 始 終 同 窮 
T45n1858_001:0161a15	本極末，莫之與二，浩然大均，乃曰涅槃。經	本 極 末 莫 之 與 二 浩 然 大 均 乃 曰 涅 槃 經 
T45n1858_001:0161a16	曰：「不離諸法而得涅槃。」又曰：「諸法無邊，故菩	曰 不 離 諸 法 而 得 涅 槃 又 曰 諸 法 無 邊 故 菩 
T45n1858_001:0161a17	提無邊。」以知涅槃之道，存乎妙契；妙契之致，	提 無 邊 以 知 涅 槃 之 道 存 乎 妙 契 妙 契 之 致 
T45n1858_001:0161a18	本乎冥一。然則物不異我、我不異物，物我玄	本 乎 冥 一 然 則 物 不 異 我 我 不 異 物 物 我 玄 
T45n1858_001:0161a19	會，歸乎無極。進之弗先，退之弗後，豈容終始	會 歸 乎 無 極 進 之 弗 先 退 之 弗 後 豈 容 終 始 
T45n1858_001:0161a20	於其間哉？天女曰：「耆年解脫亦如何久。」	於 其 間 哉 天 女 曰 耆 年 解 脫 亦 如 何 久 
T45n1858_001:0161a21	考得第十八	考 得 第 十 八 
T45n1858_001:0161a22	有名曰：經云：「眾生之性，極於五陰之內。」又云：	有 名 曰 經 云 眾 生 之 性 極 於 五 陰 之 內 又 云 
T45n1858_001:0161a23	「得涅槃者，五陰都盡，譬猶燈滅。」然則眾生之	 得涅槃者 五 陰 都 盡 譬 猶 燈 滅 然 則 眾 生 之 
T45n1858_001:0161a24	性，頓盡於五陰之內；涅槃之道，獨建於三有	性 頓 盡 於 五 陰 之 內 涅 槃 之 道 獨 建 於 三 有 
T45n1858_001:0161a25	之外。貌然殊域，非復眾生得涅槃也。果若有	之 外 貌 然 殊 域 非 復 眾 生 得 涅 槃 也 果 若 有 
T45n1858_001:0161a26	得，則眾生之性不止於五陰；必若止於五	得 則 眾 生 之 性 不 止 於 五 陰 必 若 止 於 五 
T45n1858_001:0161a27	陰，則五陰不都盡。五陰若都盡，誰復得涅槃	陰 則 五 陰 不 都 盡 五 陰 若 都 盡 誰 復 得 涅 槃 
T45n1858_001:0161a28	耶？	耶 
T45n1858_001:0161a29	玄得第十九	玄 得 第 十 九 
T45n1858_001:0161b01	無名曰：夫真由離起，偽因著生；著故有得，離	無 名 曰 夫 真 由 離 起 偽 因 著 生 著 故 有 得 離 
T45n1858_001:0161b02	故無名。是以則真者同真，法偽者同偽。子	故 無 名 是 以 則 真 者 同 真 法 偽 者 同 偽 子 
T45n1858_001:0161b03	以有得為得，故求於有得耳。吾以無得為得，	以 有 得 為 得 故 求 於 有 得 耳 吾 以 無 得 為 得 
T45n1858_001:0161b04	故得在於無得也。且談論之作，必先定其本。	故 得 在 於 無 得 也 且 談 論 之 作 必 先 定 其 本 
T45n1858_001:0161b05	既論涅槃，不可離涅槃而語涅槃也。若即涅	既 論 涅 槃 不 可 離 涅 槃 而 語 涅 槃 也 若 即 涅 
T45n1858_001:0161b06	槃以興言，誰獨非涅槃而欲得之耶？何者？夫	槃 以 興 言 誰 獨 非 涅 槃 而 欲 得 之 耶 何 者 夫 
T45n1858_001:0161b07	涅槃之道，妙盡常數，融治二儀，蕩滌萬有，均	涅 槃 之 道 妙 盡 常 數 融 治 二 儀 蕩 滌 萬 有 均 
T45n1858_001:0161b08	天人，同一異。內視不已見，返聽不我聞；未	天 人 同 一 異 內 視 不 已 見 返 聽 不 我 聞 未 
T45n1858_001:0161b09	嘗有得，未嘗無得。經曰：「涅槃非眾生，亦不異	嘗 有 得 未 嘗 無 得 經 曰 涅 槃 非 眾 生 亦 不 異 
T45n1858_001:0161b10	眾生。」維摩詰言：「若彌勒得滅度者，一切眾	眾 生 維 摩 詰 言 若 彌 勒 得滅度者 一 切 眾 
T45n1858_001:0161b11	生亦當滅度。所以者何？一切眾生本性常滅，	生 亦 當 滅 度 所以者何 一 切 眾 生 本 性 常 滅 
T45n1858_001:0161b12	不復更滅。」此名滅度，在於無滅者也。然則	不 復 更 滅 此 名 滅 度 在 於 無 滅 者 也 然 則 
T45n1858_001:0161b13	眾生非眾生，誰為得之者？涅槃非涅槃，誰	眾 生 非 眾 生 誰 為 得 之 者 涅 槃 非 涅 槃 誰 
T45n1858_001:0161b14	為可得者？《放光》云：「菩提從有得耶？答曰：不也。	為 可 得 者 放 光 云 菩 提 從 有 得 耶 答 曰 不 也 
T45n1858_001:0161b15	從無得耶？答曰：不也。從有無得耶？答曰：不也。	從 無 得 耶 答 曰 不 也 從 有 無 得 耶 答 曰 不 也 
T45n1858_001:0161b16	離有無得耶？答曰：不也。然則都無得耶？答曰：	離 有 無 得 耶 答 曰 不 也 然 則 都 無 得 耶 答 曰 
T45n1858_001:0161b17	不也。是義云何？答曰：無所得故為得也，是	不 也 是 義 云 何 答 曰 無 所 得 故 為 得 也 是 
T45n1858_001:0161b18	故得無所得也。」無所得謂之得者，誰獨不然	故 得 無 所 得 也 無 所 得 謂 之 得 者 誰 獨 不 然 
T45n1858_001:0161b19	耶？然則玄道在於絕域，故不得以得之；妙	耶 然 則 玄 道 在 於 絕 域 故 不 得 以 得 之 妙 
T45n1858_001:0161b20	智存乎物外，故不知以知之。大象隱於無形；	智 存 乎 物 外 故 不 知 以 知 之 大 象 隱 於 無 形 
T45n1858_001:0161b21	故不見以見之；大音匿於希聲，故不聞以聞	故 不 見 以 見 之 大 音 匿 於 希 聲 故 不 聞 以 聞 
T45n1858_001:0161b22	之。故能囊括終古導達群方，亭毒蒼生疎	之 故 能 囊 括 終 古 導 達 群 方 亭 毒 蒼 生 疎 
T45n1858_001:0161b23	而不漏。汪哉洋哉，何莫由之哉！故梵志曰：「吾	而 不 漏 汪 哉 洋 哉 何 莫 由 之 哉 故 梵 志 曰 吾 
T45n1858_001:0161b24	聞佛道，厥義弘深，汪洋無涯；靡不成就，靡不	聞 佛 道 厥 義 弘 深 汪 洋 無 涯 靡 不 成 就 靡 不 
T45n1858_001:0161b25	度生。」然則三乘之路開，真偽之途辯，賢聖之	度 生 然 則 三 乘 之 路 開 真 偽 之 途 辯 賢 聖 之 
T45n1858_001:0161b26	道存，無名之致顯矣！	道 存 無 名 之 致 顯 矣 
T45n1858_001:0161b27	涅槃無名論(終)	涅 槃 無 名 論 終 
T45n1858_001:0161b28	肇論(終)	肇 論 終 
