X55n0907_001:0642c03	禪門章	禪 門 章 
X55n0907_001:0651a18	釋心法章。問。九想背捨等是事法。何得名無漏法。答。	釋 心 法 章 問 九 想 背 捨 等 是 事 法 何 得 名 無 漏 法 答 
X55n0907_001:0651a19	雖是行。行行事法能發於理。當此觀時。厭背心強。決	雖 是 行 行 行 事 法 能 發 於 理 當 此 觀 時 厭 背 心 強 決 
X55n0907_001:0651a20	捨有漏。能發無漏。故名無漏法。問。自有人脩四禪。四	捨 有 漏 能 發 無 漏 故 名 無 漏 法 問 自 有 人 脩 四 禪 四 
X55n0907_001:0651a21	禪不發。仍修九想不淨等。四禪得發。此是發有漏。應	禪 不 發 仍 修 九 想 不 淨 等 四 禪 得 發 此 是 發 有 漏 應 
X55n0907_001:0651a22	名有漏法。答。當體是二法能發無漏。又兼發有漏。不	名 有 漏 法 答 當 體 是 二 法 能 發 無 漏 又 兼 發 有 漏 不 
X55n0907_001:0651a23	應從發下為名。又問。若爾修欲界定證電光時。發無	應 從 發 下 為 名 又 問 若 爾 修 欲 界 定 證 電 光 時 發 無 
X55n0907_001:0651a24	漏。亦應呼為無漏法。答。此是利根宿習強。能於欲界	漏 亦 應 呼 為 無 漏 法 答 此 是 利 根 宿 習 強 能 於 欲 界 
X55n0907_001:0651b01	定發無漏。欲界定體是有漏也。例如不斷善根人者。	定 發 無 漏 欲 界 定 體 是 有 漏 也 例 如 不斷善根 人 者 
X55n0907_001:0651b02	此欲引例明亦有漏亦無漏義也。如四念處有信等	此 欲 引 例 明 亦 有 漏 亦 無 漏 義 也 如 四 念 處 有 信 等 
X55n0907_001:0651b03	五法。而退為闡提。名斷善根位。頂法亦具信等。而猶	五 法 而 退 為 闡 提 名 斷 善 根 位 頂 法 亦 具 信 等 而 猶 
X55n0907_001:0651b04	退為五逆四重。只不退為闡提。故名不斷善根。至忍	退 為 五 逆 四 重 只 不 退 為 闡 提 故 名 不斷善根 至 忍 
X55n0907_001:0651b05	法位。信等成根。此決不退為逆重。一向昇入無漏。只	法 位 信 等 成 根 此 決 不 退 為 逆 重 一 向 昇 入 無 漏 只 
X55n0907_001:0651b06	頂法中有退義。故名亦有漏。又自善根名亦無漏。故	頂 法 中 有 退 義 故 名 亦 有 漏 又 自 善 根 名 亦 無 漏 故 
X55n0907_001:0651b07	引此為例也。乃至苦忍真明發名無漏。思惑未斷名	引 此 為 例 也 乃 至 苦 忍 真 明 發 名 無 漏 思 惑 未 斷 名 
X55n0907_001:0651b08	為有漏。又斷五下分故名無漏。餘五上分故名有漏。	為 有 漏 又 斷 五 下 分 故 名 無 漏 餘 五 上 分 故 名 有 漏 
X55n0907_001:0651b09	至羅漢得盡智名無漏。未得無生名有漏。得無生方	至 羅 漢 得 盡 智 名 無 漏 未 得 無 生 名 有 漏 得 無 生 方 
X55n0907_001:0651b10	名無漏也。問。經稱中道為無漏。此中呼為非有漏非	名 無 漏 也 問 經 稱 中 道 為 無 漏 此 中 呼 為 非 有 漏 非 
X55n0907_001:0651b11	無漏耶。答。此開張四句。使教語方圓。是故兩非。經中	無 漏 耶 答 此 開 張 四 句 使 教 語 方 圓 是 故 兩 非 經 中 
X55n0907_001:0651b12	句結但稱無漏。如二乘對生死為無漏。實具別惑。勝	句 結 但 稱 無 漏 如 二 乘 對 生 死 為 無 漏 實 具 別 惑 勝 
X55n0907_001:0651b13	鬘云。有為有漏是聲聞僧。大經稱為聲聞是福德莊	鬘 云 有 為 有 漏 是 聲 聞 僧 大 經 稱 為 聲 聞 是 福 德 莊 
X55n0907_001:0651b14	嚴。故知是有漏。若遠離通別。惑盡離有離。無名真無	嚴 故 知 是 有 漏 若 遠 離 通 別 惑 盡 離 有 離 無 名 真 無 
X55n0907_001:0651b15	漏。從束從開各有其意(云云)。乃至非我非無我。世出	漏 從 束 從 開 各 有 其 意 云 云 乃 至 非 我 非 無 我 世 出 
X55n0907_001:0651b16	世非世非出世等。皆例有開束(云云)。世俗漏真諦無	世 非 世 非 出 世 等 皆 例 有 開 束 云 云 世 俗 漏 真 諦 無 
X55n0907_001:0651b17	漏。兩緣是亦漏無漏。中道是兩非。開即三諦。束即二	漏 兩 緣 是 亦 漏 無 漏 中 道 是 兩 非 開 即 三 諦 束 即 二 
X55n0907_001:0651b18	諦也。問。圓教初心名為非有漏非無漏。二乘初心何	諦 也 問 圓 教 初 心 名 為 非 有 漏 非 無 漏 二 乘 初 心 何 
X55n0907_001:0651b19	意不名無漏。答。圓教初心二邊俱斷。二乘初心與思	意 不 名 無 漏 答 圓 教 初 心 二 邊 俱 斷 二 乘 初 心 與 思 
X55n0907_001:0651b20	合。故不為例。四句判戒者。十善是舊戒。但防三途。報	合 故 不 為 例 四 句 判 戒 者 十 善 是 舊 戒 但 防 三 途 報 
X55n0907_001:0651b21	若人天有漏中。三歸五戒亦未有厭背世間。防止出	若 人 天 有 漏 中 三 歸 五 戒 亦 未 有 厭 背 世 間 防 止 出 
X55n0907_001:0651b22	世之過。此皆名有漏戒。八齋戒．沙彌戒。此中防止不	世 之 過 此 皆 名 有 漏 戒 八 齋 戒 沙 彌 戒 此 中 防 止 不 
X55n0907_001:0651b23	執生像嗅香非時食等。已有防止身口。厭背而未決	執 生 像 嗅 香 非 時 食 等 已 有 防 止 身 口 厭 背 而 未 決 
X55n0907_001:0651b24	定。斷奠世間諸惡。即是亦有漏亦無漏。戒二百五十。	定 斷 奠 世 間 諸 惡 即 是 亦 有 漏 亦 無 漏 戒 二百五十 
X55n0907_001:0651c01	為出世故。是無漏戒。十重四十八輕不為化城。亦不	為 出 世 故 是 無 漏 戒 十 重 四 十 八 輕 不 為 化 城 亦 不 
X55n0907_001:0651c02	為人天果報故。兩非之戒也。所以開此四句者。教門	為 人 天 果 報 故 兩 非 之 戒 也 所 以 開 此 四 句 者 教 門 
X55n0907_001:0651c03	化物。多約此四句廣辨諸法。即是今師所明四門入	化 物 多 約 此 四 句 廣 辨 諸 法 即 是 今 師 所 明 四 門 入 
X55n0907_001:0651c04	道之意。一一教中皆約四門。四門即是四悉檀。赴緣	道 之 意 一 一 教 中 皆 約 四 門 四 門 即 是 四 悉 檀 赴 緣 
X55n0907_001:0651c05	不同。會理無異。若三藏中明四悉。但約二諦。別圓約	不 同 會 理 無 異 若 三 藏 中 明 四 悉 但 約 二 諦 別 圓 約 
X55n0907_001:0651c06	三諦(云云)。三藏中約禪為四悉者。十二門禪是樂欲。	三 諦 云 云 三 藏 中 約 禪 為 四 悉 者 十 二 門 禪 是 樂 欲 
X55n0907_001:0651c07	特勝通明是為人。九想八背等是世法。如以屑出屑	特 勝 通 明 是 為 人 九 想 八 背 等 是 世 法 如 以 屑 出 屑 
X55n0907_001:0651c08	屑出成無。即是漏對治。故大經云。假想觀者。亦實亦	屑 出 成 無 即 是 漏 對 治 故 大 經 云 假 想 觀 者 亦 實 亦 
X55n0907_001:0651c09	虗。實即無漏。虗即有漏。此三是俗諦。發真名第一義	虗 實 即 無 漏 虗 即 有 漏 此 三 是 俗 諦 發 真 名 第 一 義 
X55n0907_001:0651c10	悉檀也。六度菩薩四悉義同。但以發心作佛為異耳。	悉 檀 也 六 度 菩 薩 四 悉 義 同 但 以 發 心 作 佛 為 異 耳 
X55n0907_001:0651c11	通教二乘亦不異菩薩。則真諦有含中接別之意。此	通 教 二 乘 亦 不 異 菩 薩 則 真 諦 有 含 中 接 別 之 意 此 
X55n0907_001:0651c12	真義含於中而作真名。還就此辨四悉也。別教以真	真 義 含 於 中 而 作 真 名 還 就 此 辨 四 悉 也 別 教 以 真 
X55n0907_001:0651c13	俗合為俗。即是樂欲樂說。此兩即為人。偏以無治有	俗 合 為 俗 即 是 樂 欲 樂 說 此 兩 即 為 人 偏 以 無 治 有 
X55n0907_001:0651c14	即對治。悟中即第一義。圓教者如論偈說一切實等	即 對 治 悟 中 即 第 一 義 圓 教 者 如 論 偈 說 一 切 實 等 
X55n0907_001:0651c15	四句皆實。佛於此四廣說第一義悉檀。若然者。通論	四 句 皆 實 佛 於 此 四 廣 說 第一義悉檀 若 然 者 通 論 
X55n0907_001:0651c16	凡天四見三通別圓等四門。即是圓教四悉檀也。何	凡 天 四 見 三 通 別 圓 等 四 門 即 是 圓 教 四 悉 檀 也 何 
X55n0907_001:0651c17	以故。生死即是涅槃。即五色是空。空是第一義。尚即	以 故 生 死 即 是 涅 槃 即 五 色 是 空 空 是 第 一 義 尚 即 
X55n0907_001:0651c18	生死是第一義悉檀。何意不即。生死是三悉檀。生死	生 死 是 第一義悉檀 何 意 不 即 生 死 是 三 悉 檀 生 死 
X55n0907_001:0651c19	尚是四悉檀。二乘別教菩薩等四門何意不即是。具	尚 是 四 悉 檀 二 乘 別 教 菩 薩 等 四 門 何 意 不 即 是 具 
X55n0907_001:0651c20	明如此等法即是不思議俗。名世界悉檀。以如是等	明 如 此 等 法 即 是 不 思 議 俗 名 世界悉檀 以 如 是 等 
X55n0907_001:0651c21	逗物便宜是為人。治惡是對治。見真中是第一義也。	逗 物 便 宜 是 為 人 治 惡 是 對 治 見 真 中 是 第 一 義 也 
X55n0907_001:0651c22	問。有漏心生死沈沒。今修無漏法而昇益可得無漏	問 有 漏 心 生 死 沈 沒 今 修 無 漏 法 而 昇 益 可 得 無 漏 
X55n0907_001:0651c23	心。是涅槃升出而修有漏法應損失耶。答。無漏治有	心 是 涅 槃 升 出 而 修 有 漏 法 應 損 失 耶 答 無 漏 治 有 
X55n0907_001:0651c24	漏。是故以有漏心修無漏法能致出離之益。有漏是	漏 是 故 以 有 漏 心 修 無 漏 法 能 致 出 離 之 益 有 漏 是 
X55n0907_001:0652a01	福德。譬如膏薪。無漏是智慧。譬如猛火。以無漏修有	福 德 譬 如 膏 薪 無 漏 是 智 慧 譬 如 猛 火 以 無 漏 修 有 
X55n0907_001:0652a02	漏。轉令無漏明。故不為損。問。無漏修無漏復云何。答。	漏 轉 令 無 漏 明 故 不 為 損 問 無 漏 修 無 漏 復 云 何 答 
X55n0907_001:0652a03	無漏有兩種行行。慧行修行行。亦得稱無漏修無漏。	無 漏 有 兩 種 行 行 慧 行 修 行 行 亦 得 稱 無 漏 修 無 漏 
X55n0907_001:0652a04	又云以復觀前。觀練前觀亦稱修無漏也。非有漏非	又 云 以 復 觀 前 觀 練 前 觀 亦 稱 修 無 漏 也 非 有 漏 非 
X55n0907_001:0652a05	無漏亦例然。問。二乘有出入觀可得無漏相。修復有	無 漏 亦 例 然 問 二 乘 有 出 入 觀 可 得 無 漏 相 修 復 有 
X55n0907_001:0652a06	事理。於義為便。中道不出觀。非事非理。云何為例。答。	事 理 於 義 為 便 中 道 不 出 觀 非 事 非 理 云 何 為 例 答 
X55n0907_001:0652a07	大乘有恒沙佛法。不思議俗諦何無事耶。又經不如	大 乘 有 恒 沙 佛 法 不 思 議 俗 諦 何 無 事 耶 又 經 不 如 
X55n0907_001:0652a08	二乘出入亦有寂而常照照而常寂。善出入住百千	二 乘 出 入 亦 有 寂 而 常 照 照 而 常 寂 善 出 入 住 百 千 
X55n0907_001:0652a09	三昧之出入。緣修用顯理真。修理照用。此皆其義。何	三 昧 之 出 入 緣 修 用 顯 理 真 修 理 照 用 此 皆 其 義 何 
X55n0907_001:0652a10	得不例耶。問。他執生為性。龍樹以四句破之。今復云	得 不 例 耶 問 他 執 生 為 性 龍 樹 以 四 句 破 之 今 復 云 
X55n0907_001:0652a11	有生無生等。當知復為龍樹破耶。答。他明生定名生	有 生 無 生 等 當 知 復 為 龍 樹 破 耶 答 他 明 生 定 名 生 
X55n0907_001:0652a12	性。或可以他生破自生而立他性。故須破之。今龍樹	性 或 可 以 他 生 破 自 生 而 立 他 性 故 須 破 之 今 龍 樹 
X55n0907_001:0652a13	破四有性。立無四句。可有所破。既無四句。復何所破。	破 四 有 性 立 無 四 句 可 有 所 破 既 無 四 句 復 何 所 破 
X55n0907_001:0652a14	問。破他有四句。不立無四句。豈不墮斷。答。雖四性。不	問 破 他 有 四 句 不 立 無 四 句 豈 不 墮 斷 答 雖 四 性 不 
X55n0907_001:0652a15	妨假說。四句文文字字既漸。漸則無性。不墮於常。假	妨 假 說 四 句 文 文 字 字 既 漸 漸 則 無 性 不 墮 於 常 假 
X55n0907_001:0652a16	有四句。不墮於斷。大經云。言無不同兔角。言有不如	有 四 句 不 墮 於 斷 大 經 云 言 無 不 同 兔 角 言 有 不 如 
X55n0907_001:0652a17	塊然。問。何意立假四句。答。為四悉檀因緣故。問。若爾。	塊 然 問 何 意 立 假 四 句 答 為 四 悉 檀 因 緣 故 問 若 爾 
X55n0907_001:0652a18	既為前緣。復墮為他性。答。前已四句撿自他不得。於	既 為 前 緣 復 墮 為 他 性 答 前 已 四 句 撿 自 他 不 得 於 
X55n0907_001:0652a19	他無猗無著。譬如幻師為他幻作色像耳。此約無執	他 無 猗 無 著 譬 如 幻 師 為 他 幻 作 色 像 耳 此 約 無 執 
X55n0907_001:0652a20	為他無咎。只以如幻故不墮斷。幻非實故不墮常(云	為 他 無 咎 只 以 如 幻 故 不 墮 斷 幻 非 實 故 不 墮 常 云 
X55n0907_001:0652a21	云)。	云 
X55n0907_001:0652a22	釋第二卷	釋 第 二 卷 
X55n0907_001:0652a23	上第一卷所辨名之為解目。自此去所明名之為行	上 第 一 卷 所 辨 名 之 為 解 目 自 此 去 所 明 名 之 為 行 
X55n0907_001:0652a24	足。故言方便也。初禪初品定難發。譬如度國大須功	足 故 言 方 便 也 初 禪 初 品 定 難 發 譬 如 度 國 大 須 功 
X55n0907_001:0652b01	力。多用方便乃可得勉。欲色難過亦復如是。是故發	力 多 用 方 便 乃 可 得 勉 欲 色 難 過 亦復如是 是 故 發 
X55n0907_001:0652b02	菩提心。內信堅固。外善覺識。所以名為內外方便悉	菩 提 心 內 信 堅 固 外 善 覺 識 所 以 名 為 內 外 方 便 悉 
X55n0907_001:0652b03	在初禪之前。若得初禪時亦得作方便。厭下攀上。二	在 初 禪 之 前 若 得 初 禪 時 亦 得 作 方 便 厭 下 攀 上 二 
X55n0907_001:0652b04	禪即發。例如五方便停心．總別念處種種方便。乃發	禪 即 發 例 如 五 方 便 停 心 總 別 念 處 種 種 方 便 乃 發 
X55n0907_001:0652b05	苦忍。若得須陀洹。任運七生。尋加功。有三二一生成	苦 忍 若 得 須 陀 洹 任 運 七 生 尋 加 功 有 三 二 一 生 成 
X55n0907_001:0652b06	辨四果。故知前難而後易也。大乘亦爾。於十住．十信	辨 四 果 故 知 前 難 而 後 易 也 大 乘 亦 爾 於 十 住 十 信 
X55n0907_001:0652b07	中種種苦到。無量懃苦。乃得六根清淨發菩提心似	中 種 種 苦 到 無 量 懃 苦 乃 得 六 根 清 淨 發菩提心 似 
X55n0907_001:0652b08	解之位。若入十住真明成就。任運流入薩婆若海。以	解 之 位 若 入 十 住 真 明 成 就 任 運 流 入 薩 婆 若 海 以 
X55n0907_001:0652b09	是義故。須委分別顯示真偽。令用心善巧。使與禪相	是 義 故 須 委 分別顯示 真 偽 令 用 心 善 巧 使 與 禪 相 
X55n0907_001:0652b10	應。故名內外方便也。外方便有五重。四出釋論。唯調	應 故 名 內 外 方 便 也 外 方 便 有 五 重 四 出 釋 論 唯 調 
X55n0907_001:0652b11	五事是法師採經意以為調適定慧法。故立五方便	五 事 是 法 師 採 經 意 以 為 調 適 定 慧 法 故 立 五 方 便 
X55n0907_001:0652b12	也。就初具五緣。此名乃出論。論師不具列之。四緣雖	也 就 初 具 五 緣 此 名 乃 出 論 論 師 不 具 列 之 四 緣 雖 
X55n0907_001:0652b13	具足。開導由良師。此乃總名。今更將禪經分別釋此	具 足 開 導 由 良 師 此 乃 總 名 今 更 將 禪 經 分 別 釋 此 
X55n0907_001:0652b14	五緣名字也。生起外五方便(云云)。	五 緣 名 字 也 生 起 外 五 方 便 云 云 
X55n0907_001:0652b15	釋第一方便。文為三。初明持戒。二辨持犯。三明懺悔。	釋 第 一 方 便 文 為 三 初 明 持 戒 二 辨 持 犯 三 明 懺 悔 
X55n0907_001:0652b16	初釋戒相者。若佛在世深識機緣。知證戒相。金口記	初 釋 戒 相 者 若 佛 在 世 深 識 機 緣 知 證 戒 相 金 口 記 
X55n0907_001:0652b17	莂。有十種不同。佛既去世。故無此緣。設令有者。無人	莂 有 十 種 不 同 佛 既 去 世 故 無 此 緣 設 令 有 者 無 人 
X55n0907_001:0652b18	證莂。不可以此九法定尊卑位次序。唯取現前十眾	證 莂 不 可 以 此 九 法 定 尊 卑 位 次 序 唯 取 現 前 十 眾 
X55n0907_001:0652b19	作法成就以判得戒。餘九不同(云云)。十利者。從攝眾	作 法 成 就 以 判 得 戒 餘 九 不 同 云 云 十 利 者 從 攝 眾 
X55n0907_001:0652b20	生．已信令增長。即是念處暖頂等位。從斷今世漏是	生 已 信 令 增 長 即 是 念 處 暖 頂 等 位 從 斷 今 世 漏 是 
X55n0907_001:0652b21	苦忍發見道位。斷後世惡是思惟道斯陀含．那含位。	苦 忍 發 見 道 位 斷 後 世 惡 是 思 惟 道 斯 陀 含 那 含 位 
X55n0907_001:0652b22	梵行久住是無學道位也。防於外非名護。制於內妄	梵 行 久 住 是 無 學 道 位 也 防 於 外 非 名 護 制 於 內 妄 
