T54n2126_001:0234a10	僧史略序	僧 史 略 序 
T54n2126_002:0241a28	條。約束行止。俾不罹於愆失也。晉道安法	條 約 束 行 止 俾 不 罹 於 愆 失 也 晉 道 安 法 
T54n2126_002:0241a29	師傷戒律之未全。痛威儀之多缺。故彌縫其	師 傷 戒 律 之 未 全 痛 威 儀 之 多 缺 故 彌 縫 其 
T54n2126_002:0241b01	闕。埭堰其流。立三例以命章。使一時而生信。	闕 埭 堰 其 流 立 三 例 以 命 章 使 一 時 而 生 信 
T54n2126_002:0241b02	一行香定座上講。二六時禮懺。三布薩等法。	一 行 香 定 座 上 講 二 六 時 禮 懺 三 布 薩 等 法 
T54n2126_002:0241b03	過踰此法者。則別立遮防。安弟子法遇講化	過 踰 此 法 者 則 別 立 遮 防 安 弟 子 法 遇 講 化 
T54n2126_002:0241b04	於荊州。時有學徒飲酒。遇罰而不遣。安在	於 荊 州 時 有 學 徒 飲 酒 遇 罰 而 不 遣 安 在 
T54n2126_002:0241b05	襄陽聞之。封小箠以寄遇。遇詳師意。集眾諭	襄 陽 聞 之 封 小 箠 以 寄 遇 遇 詳 師 意 集 眾 諭 
T54n2126_002:0241b06	之。令直日打遇二十撲。封箠却還。故習鑿齒	之 令 直 日 打 遇 二 十 撲 封 箠 却 還 故 習 鑿 齒 
T54n2126_002:0241b07	與謝安書云。安能肅眾。上之三例天下翕然	與 謝 安 書 云 安 能 肅 眾 上 之 三 例 天 下 翕 然 
T54n2126_002:0241b08	奉行也。又支遁立眾僧集儀度。慧遠立法社	奉 行 也 又 支 遁 立 眾 僧 集 儀 度 慧 遠 立 法 社 
T54n2126_002:0241b09	節度。至于宣律師。立鳴鐘軌度。分五眾物儀。	節 度 至 于 宣 律 師 立 鳴 鐘 軌 度 分 五 眾 物 儀 
T54n2126_002:0241b10	章服儀歸敬儀。此並附時傍教相次而出。鑿	章 服 儀 歸 敬 儀 此 並 附 時 傍 教 相 次 而 出 鑿 
T54n2126_002:0241b11	空開荒。則道安為僧制之始也。後魏世宗宣	空 開 荒 則 道 安 為 僧 制 之 始 也 後 魏 世 宗 宣 
T54n2126_002:0241b12	武帝即位下詔曰。緇素既分。法律亦異。道教	武 帝 即 位 下 詔 曰 緇 素 既 分 法 律 亦 異 道 教 
T54n2126_002:0241b13	彰於互顯。禁勸各有所宜。其僧犯殺人。以上	彰 於 互 顯 禁 勸 各 有 所 宜 其 僧 犯 殺 人 以 上 
T54n2126_002:0241b14	罪依俗格斷。餘犯悉付昭玄。以內律僧制判	罪 依 俗 格 斷 餘 犯 悉 付 昭 玄 以 內 律 僧 制 判 
T54n2126_002:0241b15	之(景明年中帝新撰之)時魏與梁通和。要貴多遣人。隨使	之 景 明 年 中 帝 新 撰 之 時 魏 與 梁 通 和 要 貴 多 遣 人 隨 使 
T54n2126_002:0241b16	交易。唯崔暹(字季倫)寄求佛經。梁祖繕寫并幡花	交 易 唯 崔 暹 字 季 倫 寄 求 佛 經 梁 祖 繕 寫 并 幡 花 
T54n2126_002:0241b17	讚唄送至舘。暹甞命沙門明藏著佛論而已	讚 唄 送 至 舘 暹 甞 命 沙 門 明 藏 著 佛 論 而 已 
T54n2126_002:0241b18	署名。其好佛法為若此也。先是僧尼猥濫暹	署 名 其 好 佛 法 為 若 此 也 先 是 僧 尼 猥 濫 暹 
T54n2126_002:0241b19	奏設科條篇沙門法上為昭玄都。以撿約之。	奏 設 科 條 篇 沙 門 法 上 為 昭 玄 都 以 撿 約 之 
T54n2126_002:0241b20	又南齊文宣王著僧制一卷。又梁祖造光宅	又 南 齊 文 宣 王 著 僧 制 一 卷 又 梁 祖 造 光 宅 
T54n2126_002:0241b21	寺。詔法雲為寺主。創立僧制用為後範。觀其	寺 詔 法 雲 為 寺 主 創 立 僧 制 用 為 後 範 觀 其 
T54n2126_002:0241b22	北魏南朝。俗施僧制。而皆婉約且不淫傷。由	北 魏 南 朝 俗 施 僧 制 而 皆 婉 約 且 不 淫 傷 由 
T54n2126_002:0241b23	輕法之網羅。有惡人之穿穴。脫漏而墮。不至	輕 法 之 網 羅 有 惡 人 之 穿 穴 脫 漏 而 墮 不 至 
T54n2126_002:0241b24	誅刑之上。其可得乎。為僧者苟未修行。但能	誅 刑 之 上 其 可 得 乎 為 僧 者 苟 未 修 行 但 能 
T54n2126_002:0241b25	避刑憲。亦逍遙之上士也。	避 刑 憲 亦 逍 遙 之 上 士 也 
T54n2126_002:0241b26	行香唱導	行 香 唱 導 
T54n2126_002:0241b27	香也者解穢流芬。令人樂聞也。原其周人尚	香 也 者 解 穢 流 芬 令 人 樂 聞 也 原 其 周 人 尚 
T54n2126_002:0241b28	臭。冥合西域重香。佛出姬朝。遠同符契矣。經	臭 冥 合 西 域 重 香 佛 出 姬 朝 遠 同 符 契 矣 經 
T54n2126_002:0241b29	中長者請佛。宿夜登樓。手秉香罏。以達信心。	中 長 者 請 佛 宿 夜 登 樓 手 秉 香 罏 以 達 信 心 
T54n2126_002:0241c01	明日食時。佛即來至。故知香為信心之使也。	明 日 食 時 佛 即 來 至 故 知 香 為 信 心 之 使 也 
T54n2126_002:0241c02	大遺教經曰。比丘欲食。先燒香唄讚之。又經	大 遺 教 經 曰 比 丘 欲 食 先 燒 香 唄 讚 之 又 經 
T54n2126_002:0241c03	中。蛇呼比丘自說宿緣。令為懺悔。并將仙	中 蛇 呼 比 丘 自 說 宿 緣 令 為 懺 悔 并 將 仙 
T54n2126_002:0241c04	提來取我行香。此方教法既行。經律散漫故。	提 來 取 我 行 香 此 方 教 法 既 行 經 律 散 漫 故 
T54n2126_002:0241c05	安法師三例中。第一是行香定座上講。斯乃	安 法 師 三 例 中 第 一 是 行 香 定 座 上 講 斯 乃 
T54n2126_002:0241c06	中夏行香之始也。後魏及江表皆重散香且	中 夏 行 香 之 始 也 後 魏 及 江 表 皆 重 散 香 且 
T54n2126_002:0241c07	無沿革。至唐高宗朝。薛元起李義府奉勅為	無 沿 革 至 唐 高 宗 朝 薛 元 起 李 義 府 奉 勅 為 
T54n2126_002:0241c08	太子齋行香。因禮奘三藏。又中宗設無遮齋。	太 子 齋 行 香 因 禮 奘 三 藏 又 中 宗 設 無 遮 齋 
T54n2126_002:0241c09	詔五品以上行香。或用然香薰手。或將香粖	詔 五 品 以 上 行 香 或 用 然 香 薰 手 或 將 香 粖 
T54n2126_002:0241c10	遍行。謂之行香。後不空三藏奏為高祖太宗	遍 行 謂 之 行 香 後 不 空 三 藏 奏 為 高 祖 太 宗 
T54n2126_002:0241c11	七聖忌辰設齋行香。勅旨宜依。尋因多故不	七 聖 忌 辰 設 齋 行 香 勅 旨 宜 依 尋 因 多 故 不 
T54n2126_002:0241c12	齋但行香而已。文宗朝中書崔蠡上疏云。國	齋 但 行 香 而 已 文 宗 朝 中 書 崔 蠡 上 疏 云 國 
T54n2126_002:0241c13	忌設齋。百官行香。事無經據。伏請停廢。勅	忌 設 齋 百 官 行 香 事 無 經 據 伏 請 停 廢 勅 
T54n2126_002:0241c14	曰。崔蠡所奏遂遣討尋本末。禮文令式曾不	曰 崔 蠡 所 奏 遂 遣 討 尋 本 末 禮 文 令 式 曾 不 
T54n2126_002:0241c15	該明。其兩京天下州府國忌於寺觀行香。今	該 明 其 兩 京 天 下 州 府 國 忌 於 寺 觀 行 香 今 
T54n2126_002:0241c16	後並宜停罷甞試論之。崔蠡言無經據者。蛇	後 並 宜 停 罷 甞 試 論 之 崔 蠡 言 無 經 據 者 蛇 
T54n2126_002:0241c17	之行香豈無經也。安公引教設儀。豈無據也。	之 行 香 豈 無 經 也 安 公 引 教 設 儀 豈 無 據 也 
T54n2126_002:0241c18	勅云討尋本末禮文令式曾不該明者。三代	勅 云 討 尋 本 末 禮 文 令 式 曾 不 該 明 者 三 代 
T54n2126_002:0241c19	之禮何甞言飯釋子而行香耶。且令式唯是	之 禮 何 甞 言 飯 釋 子 而 行 香 耶 且 令 式 唯 是 
T54n2126_002:0241c20	歷代沿革之法律。如代宗後之條格。豈標在	歷 代 沿 革 之 法 律 如 代 宗 後 之 條 格 豈 標 在 
T54n2126_002:0241c21	隋末唐初之令式乎。矧以禮出儒家。詎可將	隋 末 唐 初 之 令 式 乎 矧 以 禮 出 儒 家 詎 可 將 
T54n2126_002:0241c22	釋書為據。事因釋氏。無宜用儒典為憑。就	釋 書 為 據 事 因 釋 氏 無 宜 用 儒 典 為 憑 就 
T54n2126_002:0241c23	體證之。方云合理。儒流不許。還引儒書。何異	體 證 之 方 云 合 理 儒 流 不 許 還 引 儒 書 何 異 
T54n2126_002:0241c24	獄訟之人召親黨而作證。若欲除廢。其無辭	獄 訟 之 人 召 親 黨 而 作 證 若 欲 除 廢 其 無 辭 
T54n2126_002:0241c25	乎。夫孝子事祖考。唯善是從徇葬不益於生	乎 夫 孝 子 事 祖 考 唯 善 是 從 徇 葬 不 益 於 生 
T54n2126_002:0241c26	生。固宜寢也。行香是薦於冥漠。知無不為	生 固 宜 寢 也 行 香 是 薦 於 冥 漠 知 無 不 為 
T54n2126_002:0241c27	觀。文宗薄於祖宗。宜其寄坐矣。或曰何必行	觀 文 宗 薄 於 祖 宗 宜 其 寄 坐 矣 或 曰 何 必 行 
T54n2126_002:0241c28	香為通。曰如周之尚臭燔柴血膋薌蕭。言天	香 為 通 曰 如 周 之 尚 臭 燔 柴 血 膋 薌 蕭 言 天 
T54n2126_002:0241c29	歆其臭也。天豈食血膋薌蕭之氣邪。由人尚	歆 其 臭 也 天 豈 食 血 膋 薌 蕭 之 氣 邪 由 人 尚 
T54n2126_002:0242a01	其臭故。以臭而事天也。若然者。佛教重香。寧	其 臭 故 以 臭 而 事 天 也 若 然 者 佛 教 重 香 寧 
T54n2126_002:0242a02	可奪乎。況百官行香代君也。百官事祖宗。亦	可 奪 乎 況 百 官 行 香 代 君 也 百 官 事 祖 宗 亦 
T54n2126_002:0242a03	臣子也。苟欲廢之。如忠孝何。宣宗即位再興	臣 子 也 苟 欲 廢 之 如 忠 孝 何 宣 宗 即 位 再 興 
T54n2126_002:0242a04	斯道。大中五年。勅京城及外州府。國忌行香	斯 道 大 中 五 年 勅 京 城 及 外 州 府 國 忌 行 香 
T54n2126_002:0242a05	並須清潔。不得携酒肉入寺烹炮。既失嚴恪	並 須 清 潔 不 得 携 酒 肉 入 寺 烹 炮 既 失 嚴 恪 
T54n2126_002:0242a06	之心。頗乖追薦之道云。自此至于哀帝。行香	之 心 頗 乖 追 薦 之 道 云 自 此 至 于 哀 帝 行 香 
T54n2126_002:0242a07	如舊。朱梁廢唐。七廟方止。開平三年。大明節	如 舊 朱 梁 廢 唐 七 廟 方 止 開 平 三 年 大 明 節 
T54n2126_002:0242a08	百官入寺。行香祝壽。後還薦祖宗。行香于今	百 官 入 寺 行 香 祝 壽 後 還 薦 祖 宗 行 香 于 今 
T54n2126_002:0242a09	不絕。晉天福五年。竇貞固奏國忌宰臣跪爐	不 絕 晉 天 福 五 年 竇 貞 固 奏 國 忌 宰 臣 跪 爐 
T54n2126_002:0242a10	百官列座。今欲宰臣跪爐百官立班。行香後	百 官 列 座 今 欲 宰 臣 跪 爐 百 官 立 班 行 香 後 
T54n2126_002:0242a11	飯僧百人。永為常式。宋大宗淳化三年。虞	飯 僧 百 人 永 為 常 式 宋 大 宗 淳 化 三 年 虞 
T54n2126_002:0242a12	部員外郎李宗訥奏國忌行香請宰臣已下行	部 員 外 郎 李 宗 訥 奏 國 忌 行 香 請 宰 臣 已 下 行 
T54n2126_002:0242a13	香。後禁酒食表其精潔。	香 後 禁 酒 食 表 其 精 潔 
T54n2126_002:0242a14	勅下御史臺依行。	勅 下 御 史 臺 依 行 
T54n2126_002:0242a15	唱導者始則西域上座凡赴請。呪願曰。二足	唱 導 者 始 則 西 域 上 座 凡 赴 請 呪 願 曰 二 足 
T54n2126_002:0242a16	常安。四足亦安。一切時中皆吉祥等。以悅可	常 安 四 足 亦 安 一 切 時 中 皆 吉 祥 等 以 悅 可 
T54n2126_002:0242a17	檀越之心也。舍利弗多辯才。曾作上座。讚導	檀 越 之 心 也 舍 利 弗 多 辯 才 曾 作 上 座 讚 導 
T54n2126_002:0242a18	頗佳。白衣大歡喜。此為表白之椎輪也。梁	頗 佳 白 衣 大 歡 喜 此 為 表 白 之 椎 輪 也 梁 
T54n2126_002:0242a19	高僧傳論云。夫唱導所貴。其事四焉。一聲也。	高 僧 傳 論 云 夫 唱 導 所 貴 其 事 四 焉 一 聲 也 
T54n2126_002:0242a20	二辯也。三才也。四博也。非聲則無以警眾。非	二 辯 也 三 才 也 四 博 也 非 聲 則 無 以 警 眾 非 
T54n2126_002:0242a21	辯則無以適時。非才則言無可采。非博則語	辯 則 無 以 適 時 非 才 則 言 無 可 采 非 博 則 語 
T54n2126_002:0242a22	無依據。此其大體也。據寄歸傳中云。焚香胡	無 依 據 此 其 大 體 也 據 寄 歸 傳 中 云 焚 香 胡 
T54n2126_002:0242a23	跪。歎佛相好。合是導師胡跪爾。或直聲告或	跪 歎 佛 相 好 合 是 導 師 胡 跪 爾 或 直 聲 告 或 
T54n2126_002:0242a24	詰曲聲也。又西域凡覲國王。必有讚德之儀。	詰 曲 聲 也 又 西 域 凡 覲 國 王 必 有 讚 德 之 儀 
T54n2126_002:0242a25	法流東夏。其任尤重。如見大官謁王者。須一	法 流 東 夏 其 任 尤 重 如 見 大 官 謁 王 者 須 一 
T54n2126_002:0242a26	明練者通暄涼序情意讚風化。此亦唱導之	明 練 者 通 暄 涼 序 情 意 讚 風 化 此 亦 唱 導 之 
T54n2126_002:0242a27	事也。齊竟陵王有導文。梁僧祐著齊主讚歎	事 也 齊 竟 陵 王 有 導 文 梁 僧 祐 著 齊 主 讚 歎 
T54n2126_002:0242a28	緣記及諸色呪願文。陳隋世高僧真觀深善	緣 記 及 諸 色 呪 願 文 陳 隋 世 高 僧 真 觀 深 善 
T54n2126_002:0242a29	斯道。有道文集焉。從唐至今。此法盛行于	斯 道 有 道 文 集 焉 從 唐 至 今 此 法 盛 行 于 
T54n2126_002:0242b01	代也。	代 也 
T54n2126_002:0242b02	讚唄之由	讚 唄 之 由 
T54n2126_002:0242b03	讚唄原始。案十誦律中。俱胝耳(即億耳也)作三契聲	讚 唄 原 始 案 十 誦 律 中 俱 胝 耳 即 億 耳 也 作 三 契 聲 
T54n2126_002:0242b04	以讚佛。其人善唄易了解。阿含中。善和羅	以 讚 佛 其 人 善 唄 易 了 解 阿 含 中 善 和 羅 
T54n2126_002:0242b05	作善諷誦。令影勝大王象馬不行。此土則康	作 善 諷 誦 令 影 勝 大 王 象 馬 不 行 此 土 則 康 
T54n2126_002:0242b06	僧會傳泥洹讚唄。支謙製連句梵唄。又開士	僧 會 傳 泥 洹 讚 唄 支 謙 製 連 句 梵 唄 又 開 士 
T54n2126_002:0242b07	法勝善阿毘曇心。別撰二百五偈以為要解。	法 勝 善 阿 毘 曇 心 別 撰 二 百 五 偈 以 為 要 解 
T54n2126_002:0242b08	號曰心。其頌聲也撰象天樂。若靈籥自發儀	號 曰 心 其 頌 聲 也 撰 象 天 樂 若 靈 籥 自 發 儀 
T54n2126_002:0242b09	刑群品。觸物有寄。一吟一詠狀鳥步獸行也。	刑 群 品 觸 物 有 寄 一 吟 一 詠 狀 鳥 步 獸 行 也 
T54n2126_002:0242b10	一弄一引類乎物情也。情與類遷。則聲隨九	一 弄 一 引 類 乎 物 情 也 情 與 類 遷 則 聲 隨 九 
T54n2126_002:0242b11	變而成歌。氣與數合。則五音協律而俱作。附	變 而 成 歌 氣 與 數 合 則 五 音 協 律 而 俱 作 附 
T54n2126_002:0242b12	之金石。則百獸率舞。奏之管絃。則人神同感。	之 金 石 則 百 獸 率 舞 奏 之 管 絃 則 人 神 同 感 
T54n2126_002:0242b13	斯乃窮音聲之妙會也。魏子建嘗游魚山而	斯 乃 窮 音 聲 之 妙 會 也 魏 子 建 嘗 游 魚 山 而 
T54n2126_002:0242b14	感音。翻其曲折同合沙門之唄[口*匿]焉。南齊竟	感 音 翻 其 曲 折 同 合 沙 門 之 唄 [口匿] 焉 南 齊 竟 
T54n2126_002:0242b15	陵王子良將經中偈契消息。調音曲盡其妙。	陵 王 子 良 將 經 中 偈 契 消 息 調 音 曲 盡 其 妙 
T54n2126_002:0242b16	著讚梵唄偈文一卷。又帛法橋者尤善梵唄。	著 讚 梵 唄 偈 文 一 卷 又 帛 法 橋 者 尤 善 梵 唄 
T54n2126_002:0242b17	高僧傳中其人頗多。此不具錄。後趙石勒建	高 僧 傳 中 其 人 頗 多 此 不 具 錄 後 趙 石 勒 建 
T54n2126_002:0242b18	平年中。有神降于安邑廳事。諷詠經音。七日	平 年 中 有 神 降 于 安 邑 廳 事 諷 詠 經 音 七 日 
T54n2126_002:0242b19	方絕。僧有摹寫為梵唄焉。或曰。梵唄之聲此	方 絕 僧 有 摹 寫 為 梵 唄 焉 或 曰 梵 唄 之 聲 此 
T54n2126_002:0242b20	何益也。通曰。一者佛道法樂也。此音韻雖哀	何 益 也 通 曰 一 者 佛 道 法 樂 也 此 音 韻 雖 哀 
T54n2126_002:0242b21	不傷。雖樂不淫。折中中和故為法樂也。二者	不 傷 雖 樂 不 淫 折 中 中 和 故 為 法 樂 也 二 者 
T54n2126_002:0242b22	諸天鬼神聞皆歡喜故。三者諸佛常法。十方	諸 天 鬼 神 聞 皆 歡 喜 故 三 者 諸 佛 常 法 十 方 
T54n2126_002:0242b23	剎土何莫由斯樂也。	剎 土 何 莫 由 斯 樂 也 
T54n2126_002:0242b24	僧寺綱紏	僧 寺 綱 紏 
T54n2126_002:0242b25	夫言寺者嗣也。治事者相嗣續於其內也。既	夫 言 寺 者 嗣 也 治 事 者 相 嗣 續 於 其 內 也 既 
T54n2126_002:0242b26	用官司之名。無虧佛事之業。故子續其父。資	用 官 司 之 名 無 虧 佛 事 之 業 故 子 續 其 父 資 
T54n2126_002:0242b27	踰於師。此相嗣而接蹤。當克勤而成事也。	踰 於 師 此 相 嗣 而 接 蹤 當 克 勤 而 成 事 也 
T54n2126_002:0242b28	案西域知事僧總曰羯磨陀那。譯為知事。亦	案 西 域 知 事 僧 總 曰 羯磨陀那 譯 為 知 事 亦 
T54n2126_002:0242b29	曰悅眾。謂知其事悅其眾也。稽其佛世。飲光	曰 悅 眾 謂 知 其 事 悅 其 眾 也 稽 其 佛 世 飲 光 
T54n2126_002:0242c01	統眾於靈鷲。身子涖事於竹林。及沓婆摩羅	統 眾 於 靈 鷲 身 子 涖 事 於 竹 林 及 沓 婆 摩 羅 
T54n2126_002:0242c02	年甫十六已證應真。其後念身不牢固。請為	年 甫 十 六 已 證 應 真 其 後 念 身 不 牢 固 請 為 
T54n2126_002:0242c03	僧知事。指夜出光分僧臥具。故佛讚言。我	僧 知 事 指 夜 出 光 分 僧 臥 具 故 佛 讚 言 我 
T54n2126_002:0242c04	弟子為僧知房舍差。次請食沓婆摩羅子為	弟 子 為 僧 知 房 舍 差 次 請 食 沓 婆 摩 羅 子 為 
T54n2126_002:0242c05	第一。如其赴請群集。誰合受第一水果飲食	第 一 如 其 赴 請 群 集 誰 合 受 第 一 水 果 飲 食 
T54n2126_002:0242c06	等。佛言。以其年臘最高者為之。謂之上座。及	等 佛 言 以 其 年 臘 最 高 者 為 之 謂 之 上 座 及 
T54n2126_002:0242c07	佛教東漸。漢魏之間。如網未設其綱。如舟未	佛 教 東 漸 漢 魏 之 間 如 網 未 設 其 綱 如 舟 未 
T54n2126_002:0242c08	下其磸。殆姚秦之世。出家者十室而半。羅什	下 其 磸 殆 姚 秦 之 世 出 家 者 十 室 而 半 羅 什 
T54n2126_002:0242c09	入關。贏糧裹足。而至者三千。秦主勅選道[(丰*力)/石]	入 關 贏 糧 裹 足 而 至 者 三 千 秦 主 勅 選 道 [丰力石] 
T54n2126_002:0242c10	法師為僧正。慧遠為悅眾。法欽慧斌掌僧錄。	法 師 為 僧 正 慧 遠 為 悅 眾 法 欽 慧 斌 掌 僧 錄 
T54n2126_002:0242c11	給車輿吏力。僧正秩同侍中。餘則差降。此土	給 車 輿 吏 力 僧 正 秩 同 侍 中 餘 則 差 降 此 土 
T54n2126_002:0242c12	立僧官。秦[(丰*力)/石]為始也。	立 僧 官 秦 [丰力石] 為 始 也 
T54n2126_002:0242c13	立僧正	立 僧 正 
T54n2126_002:0242c14	僧曹創立淨眾曰。齊所樹官方終循佛教。所	僧 曹 創 立 淨 眾 曰 齊 所 樹 官 方 終 循 佛 教 所 
T54n2126_002:0242c15	言僧正者何。正政也。自正正人。克敷政令故	言 僧 正 者 何 正 政 也 自 正 正 人 克 敷 政 令 故 
