T32n1660_001:0517b10	菩提資糧論卷第一	菩提資糧論 卷 第 一 
T32n1660_002:0524c18	聚者。即成火聚。若以火聚為風聚者。即成風	聚 者 即 成 火 聚 若 以 火 聚 為 風 聚 者 即 成 風 
T32n1660_002:0524c19	聚。若以風聚為火聚者。即成火聚。如是若以	聚 若 以 風 聚 為 火 聚 者 即 成 火 聚 如 是 若 以 
T32n1660_002:0524c20	此住持。隨所住持下中上法。既住持已。無有	此 住 持 隨 所 住 持 下 中 上 法 既 住 持 已 無 有 
T32n1660_002:0524c21	人能震動隱沒。所謂若釋若梵若魔及餘世	人 能 震 動 隱 沒 所 謂 若 釋 若 梵 若 魔 及 餘 世 
T32n1660_002:0524c22	間同法者。除佛世尊。於眾生類中。無有眾	間 同 法 者 除 佛 世 尊 於 眾 生 類 中 無 有 眾 
T32n1660_002:0524c23	生於菩薩所住持法震動隱沒。以住持力故。	生 於 菩 薩 所 住 持 法 震 動 隱 沒 以 住 持 力 故 
T32n1660_002:0524c24	為彼種種勝上喜踊尊敬眾生說法。彼神足	為 彼 種 種 勝 上 喜 踊 尊 敬 眾 生 說 法 彼 神 足 
T32n1660_002:0524c25	力高出自在。過魔煩惱入佛境界。覺諸眾生。	力 高 出 自 在 過 魔 煩 惱 入 佛 境 界 覺 諸 眾 生 
T32n1660_002:0524c26	聚集宿世善根資糧。魔及魔身天等不能障	聚 集 宿 世 善 根 資 糧 魔 及 魔 身 天 等 不 能 障 
T32n1660_002:0524c27	礙。此名菩薩神通力。	礙 此 名 菩 薩 神 通 力 
T32n1660_002:0524c28	信力者。於佛法僧及菩薩行中。信解一向不	信 力 者 於 佛 法 僧 及 菩 薩 行 中 信 解 一 向 不 
T32n1660_002:0524c29	可沮壞。若惡魔作佛身來。隨於何法欲壞其	可 沮 壞 若 惡 魔 作 佛 身 來 隨 於 何 法 欲 壞 其 
T32n1660_002:0525a01	信。菩薩以信解力故。彼不能動菩薩信力。此	信 菩 薩 以 信 解 力 故 彼 不 能 動 菩 薩 信 力 此 
T32n1660_002:0525a02	名信力。	名 信 力 
T32n1660_002:0525a03	精進力者。菩薩若發起精進。與彼彼善法相	精 進 力 者 菩 薩 若 發起精進 與 彼 彼 善 法 相 
T32n1660_002:0525a04	應時。於彼彼處得牢固力。隨所受行若天若	應 時 於彼彼處 得 牢 固 力 隨 所 受 行 若 天 若 
T32n1660_002:0525a05	人不能動壞令其中止。此名精進力。	人 不 能 動 壞 令 其 中 止 此 名 精 進 力 
T32n1660_002:0525a06	念力者。住彼彼法處其心安止。諸餘煩惱不	念 力 者 住 彼 彼 法 處 其 心 安 止 諸 餘 煩 惱 不 
T32n1660_002:0525a07	能散亂。以念力持故破諸煩惱。彼諸煩惱不	能 散 亂 以 念 力 持 故 破 諸 煩 惱 彼 諸 煩 惱 不 
T32n1660_002:0525a08	能破壞菩薩所念。此名念力。	能 破 壞 菩 薩 所 念 此 名 念 力 
T32n1660_002:0525a09	三摩提力者。於憒閙中行遠離行。諸有音聲	三 摩 提 力 者 於 憒 閙 中 行 遠 離 行 諸 有 音 聲 
T32n1660_002:0525a10	及語道所出。不為聲刺障礙初禪。行善覺觀	及 語 道 所 出 不 為 聲 刺 障 礙 初 禪 行 善 覺 觀 
T32n1660_002:0525a11	不礙二禪。生於愛喜不礙三禪。成熟眾生攝	不 礙 二 禪 生 於 愛 喜 不 礙 三 禪 成 熟 眾 生 攝 
T32n1660_002:0525a12	受諸法未曾捨廢不礙四禪。如是遊四種禪。	受 諸 法 未 曾 捨 廢 不 礙 四 禪 如 是 遊 四 種 禪 
T32n1660_002:0525a13	諸禪惡對不能破壞。雖遊諸禪。而不隨禪生。	諸 禪 惡 對 不 能 破 壞 雖 遊 諸 禪 而 不 隨 禪 生 
T32n1660_002:0525a14	此名菩薩三摩提力。	此 名 菩 薩 三 摩 提 力 
T32n1660_002:0525a15	般若力者。謂世出世法中不可壞智。於生生	般 若 力 者 謂 世 出 世 法 中 不 可 壞 智 於 生 生 
T32n1660_002:0525a16	中不由師教。諸所作業工巧明處。乃至世間	中 不 由 師 教 諸 所 作 業 工 巧 明 處 乃 至 世 間 
T32n1660_002:0525a17	最勝難作難忍。菩薩皆得現前。若出世法救	最 勝 難 作 難 忍 菩 薩 皆 得 現 前 若 出 世 法 救 
T32n1660_002:0525a18	度於世。菩薩智慧隨順入已。彼天人阿修羅	度 於 世 菩 薩 智 慧 隨 順 入 已 彼 天 人 阿 修 羅 
T32n1660_002:0525a19	眾不能破壞。此名般若力。如是等菩薩七力	眾 不 能 破 壞 此 名 般 若 力 如 是 等 菩 薩 七 力 
T32n1660_002:0525a20	已略解說。若欲具演無有邊際。此名菩薩力	已 略 解 說 若 欲 具 演 無有邊際 此 名 菩 薩 力 
T32n1660_002:0525a21	波羅蜜。已解釋力波羅蜜。我今當說智波羅	波 羅 蜜 已 解 釋 力波羅蜜 我今當說 智 波 羅 
T32n1660_002:0525a22	蜜。此中若世間所行書論印算數等。及界論	蜜 此 中 若 世 間 所 行 書 論 印 算 數 等 及 界 論 
T32n1660_002:0525a23	(謂風黃痰癊等性)方論(謂醫方論)治諸乾痟顛狂鬼持等	 謂 風 黃 痰 癊 等 性 方 論 謂 醫 方 論 治 諸 乾 痟 顛 狂 鬼 持 等 
T32n1660_002:0525a24	病。破諸蠱毒。又作戲笑所攝文章談謔等。令	病 破 諸 蠱 毒 又 作 戲 笑 所 攝 文 章 談 謔 等 令 
T32n1660_002:0525a25	生歡喜。出生村城園苑陂湖池井華果藥物	生 歡 喜 出 生 村 城 園 苑 陂 湖 池 井 華 果 藥 物 
T32n1660_002:0525a26	及林叢等。示現金銀摩尼琉璃貝(石白如貝)玉珊	及 林 叢 等 示 現 金 銀 摩 尼 琉 璃 貝 石 白 如 貝 玉 珊 
T32n1660_002:0525a27	瑚等寶性。入於日月薄蝕星宿地動夢怪等	瑚 等 寶 性 入 於 日 月 薄 蝕 星 宿 地 動 夢 怪 等 
T32n1660_002:0525a28	事。建立相諸身分支節等。知於禁戒行處禪	事 建 立 相 諸 身 分 支 節 等 知 於 禁 戒 行 處 禪 
T32n1660_002:0525a29	那神通無量無色處。及餘正覺相應利樂眾	那 神 通 無 量 無 色 處 及 餘 正 覺 相 應 利 樂 眾 
T32n1660_002:0525b01	生等彼岸。又復知諸世界成壞。隨世界成隨	生 等 彼 岸 又 復 知 諸 世 界 成 壞 隨 世 界 成 隨 
T32n1660_002:0525b02	世界壞皆悉了知。又知業集故世界成。業盡	世 界 壞 皆 悉 了 知 又 知 業 集 故 世 界 成 業 盡 
T32n1660_002:0525b03	故世界壞。知世界若干時成住。知世界若干	故 世 界 壞 知 世 界 若 干 時 成 住 知 世 界 若 干 
T32n1660_002:0525b04	時壞住。知諸地界水界風界火界若大若小	時 壞 住 知 諸 地 界 水 界 風 界 火 界 若 大 若 小 
T32n1660_002:0525b05	若無量等差別。知極細微塵。亦知所有微塵	若 無 量 等 差 別 知 極 細 微 塵 亦 知 所 有 微 塵 
T32n1660_002:0525b06	聚集微塵分散。知世界中所有地微塵數。如	聚 集 微 塵 分 散 知 世 界 中 所 有 地 微 塵 數 如 
T32n1660_002:0525b07	是亦知水火風等微塵數。知所有眾生身微	是 亦 知 水 火 風 等 微 塵 數 知 所 有 眾 生 身 微 
T32n1660_002:0525b08	塵數國土身微塵數。知諸眾生麁身細身差	塵 數 國 土 身 微 塵 數 知 諸 眾 生 麁 身 細 身 差 
T32n1660_002:0525b09	別。乃至亦知微塵合成地獄畜生餓鬼阿修	別 乃 至 亦 知 微 塵 合 成 地 獄 畜 生 餓 鬼 阿 修 
T32n1660_002:0525b10	羅天人等身。知欲色無色界成壞。及知彼小	羅 天 人 等 身 知 欲色無色界 成 壞 及 知 彼 小 
T32n1660_002:0525b11	大無量等差別。知眾生身中業身報身色身。	大 無 量 等 差 別 知 眾 生 身 中 業 身 報 身 色 身 
T32n1660_002:0525b12	知國土身中小大染淨。及撗住倒住平住等	知 國 土 身 中 小 大 染 淨 及 撗 住 倒 住 平 住 等 
T32n1660_002:0525b13	方網差別。	方 網 差 別 
T32n1660_002:0525b14	知業報身中差別名字身。知聲聞獨覺菩薩	知 業 報 身 中 差 別 名 字 身 知 聲聞獨覺 菩 薩 
T32n1660_002:0525b15	身中差別名字身。知如來身中正覺身願身	身 中 差 別 名 字 身 知 如 來 身 中 正 覺 身 願 身 
T32n1660_002:0525b16	化身住持身。形色相好莊嚴身威光身意念	化 身 住 持 身 形 色 相好莊嚴 身 威 光 身 意 念 
T32n1660_002:0525b17	身福身法身。知智身中若善分別若如理思	身 福 身 法 身 知 智 身 中 若 善 分 別 若 如 理 思 
T32n1660_002:0525b18	惟。若果相應攝若世出世。若安立三乘若共	惟 若 果 相 應 攝 若 世 出 世 若 安 立 三 乘 若 共 
T32n1660_002:0525b19	法不共法。若出道非出道若學無學。知法	法 不 共 法 若 出 道 非 出 道 若 學 無 學 知 法 
T32n1660_002:0525b20	身中平等不動。安立世諦處所名字。安立眾	身 中 平 等 不 動 安 立 世 諦 處 所 名 字 安 立 眾 
T32n1660_002:0525b21	生非眾生法。安立佛法聖眾。知虛空身中無	生 非 眾 生 法 安 立 佛 法 聖 眾 知 虛 空 身 中 無 
T32n1660_002:0525b22	量身入。一切處非身真實無邊無色身差別。	量 身 入 一 切 處 非 身 真 實 無 邊 無 色 身 差 別 
T32n1660_002:0525b23	得出生如是等身智。又得命自在心自在眾	得 出 生 如 是 等 身 智 又 得 命 自 在 心 自 在 眾 
T32n1660_002:0525b24	具自在業自在願自在信解自在神通自在智	具 自 在 業 自 在 願 自 在 信 解 自 在 神通自在 智 
T32n1660_002:0525b25	自在生自在法自在。得如是等十自在已。為	自 在 生 自 在 法 自 在 得 如 是 等 十 自 在 已 為 
T32n1660_002:0525b26	不思議智者無量智者不退智者。如是等智	不思議智 者 無 量 智 者 不 退 智 者 如 是 等 智 
T32n1660_002:0525b27	有八萬四千行相。是菩薩所知智波羅蜜。如	有 八萬四千 行 相 是 菩 薩 所 知 智波羅蜜 如 
T32n1660_002:0525b28	是隨分解釋智波羅蜜。若欲具演。唯佛世尊。	是 隨 分 解 釋 智波羅蜜 若 欲 具 演 唯佛世尊 
T32n1660_002:0525b29	乃能解說。	乃 能 解 說 
T32n1660_002:0525c01	　此六波羅蜜　　總菩提資糧	 此 六波羅蜜 總 菩提資糧 
T32n1660_002:0525c02	　猶如虛空中　　盡攝於諸物	 猶如虛空 中 盡 攝 於 諸 物 
T32n1660_002:0525c03	如所解釋六波羅蜜中。總攝一切菩提資糧。	如 所 解 釋 六波羅蜜 中 總攝一切 菩提資糧 
T32n1660_002:0525c04	譬如虛空行住諸物。有識無識悉攝在中。如	譬 如 虛 空 行 住 諸 物 有 識 無 識 悉 攝 在 中 如 
T32n1660_002:0525c05	是其餘聞資糧等諸資糧攝在六波羅蜜中。	是 其 餘 聞 資 糧 等 諸 資 糧 攝 在 六波羅蜜 中 
T32n1660_002:0525c06	同相無異。應知。	同 相 無 異 應 知 
T32n1660_002:0525c07	菩提資糧論卷第二	菩提資糧論 卷 第 二 
T32n1660_003:0525c09	菩提資糧論卷第三	菩提資糧論 卷 第 三 
T32n1660_003:0525c11	聖者龍樹本　比丘自在釋	聖 者 龍 樹 本 比 丘 自 在 釋 
T32n1660_003:0525c12	大隋南印度三藏達磨笈多譯	大 隋 南 印 度 三 藏 達 磨 笈 多 譯 
T32n1660_003:0525c13	　復有餘師意　　諸覺資糧者	 復 有 餘 師 意 諸 覺 資 糧 者 
T32n1660_003:0525c14	　實捨及寂智　　四處之所攝	 實 捨 及 寂 智 四 處 之 所 攝 
T32n1660_003:0525c15	又一論師作是念。一切菩提資糧皆實處捨	又 一 論 師 作 是 念 一 切 菩提資糧 皆 實 處 捨 
T32n1660_003:0525c16	處寂處智處所攝。實者不虛誑相。實即是戒。	處 寂 處 智 處 所 攝 實 者 不 虛 誑 相 實 即 是 戒 
T32n1660_003:0525c17	是故實為尸羅波羅蜜。捨即布施。是故捨處	是 故 實 為 尸 羅 波 羅 蜜 捨 即 布 施 是 故 捨 處 
T32n1660_003:0525c18	為陀那波羅蜜。寂者即心不濁。若心不濁。	為 陀 那 波 羅 蜜 寂 者 即 心 不 濁 若 心 不 濁 
T32n1660_003:0525c19	愛不愛事所不能動是故寂處為羼提波羅蜜	愛 不 愛 事 所 不 能 動 是 故 寂 處 為 羼 提 波 羅 蜜 
T32n1660_003:0525c20	及禪那波羅蜜。智處還為般若波羅蜜毘梨	及 禪 那 波 羅 蜜 智 處 還 為 般 若 波 羅 蜜 毘 梨 
T32n1660_003:0525c21	耶波羅蜜。遍入諸處以無精進。則於諸處無	耶 波 羅 蜜 遍 入 諸 處 以 無 精 進 則 於 諸 處 無 
T32n1660_003:0525c22	所成就。是故毘梨耶波羅蜜成就諸事。是故	所 成 就 是 故 毘梨耶波羅蜜 成 就 諸 事 是 故 
T32n1660_003:0525c23	一切資糧皆入四處。問如經說。以慈資糧得	一 切 資 糧 皆 入 四 處 問 如 經 說 以 慈 資 糧 得 
T32n1660_003:0525c24	無礙心。以捨資糧得斷憎愛。於中慈悲有何	無 礙 心 以 捨 資 糧 得 斷 憎 愛 於 中 慈 悲 有 何 
T32n1660_003:0525c25	差別。答。	差 別 答 
T32n1660_003:0525c26	　大悲徹骨髓　　為諸眾生依	 大 悲 徹 骨 髓 為 諸 眾 生 依 
T32n1660_003:0525c27	　如父於一子　　慈則遍一切	 如 父 於 一 子 慈 則 遍 一 切 
T32n1660_003:0525c28	若入生死嶮道。墮地獄畜生餓鬼諸趣。在惡	若 入 生 死 嶮 道 墮 地 獄 畜 生 餓 鬼 諸 趣 在 惡 
T32n1660_003:0525c29	邪見網。覆愚癡稠林。行邪徑非道。猶如盲	邪 見 網 覆 愚 癡 稠 林 行 邪 徑 非 道 猶 如 盲 
T32n1660_003:0526a01	闇。非出離中見為出離。為老病死憂悲苦惱	闇 非 出 離 中 見 為 出 離 為 老 病 死 憂 悲 苦 惱 
T32n1660_003:0526a02	諸賊執持。入魔意稠林。去佛意遠者。菩薩	諸 賊 執 持 入 魔 意 稠 林 去 佛 意 遠 者 菩 薩 
T32n1660_003:0526a03	大悲。穿於自身皮肉及筋。徹至骨髓。為諸	大 悲 穿 於 自 身 皮 肉 及 筋 徹 至 骨 髓 為 諸 
T32n1660_003:0526a04	眾生而作依處。令此眾生得度如是生死曠	眾 生 而 作 依 處 令 此 眾 生 得 度 如 是 生 死 曠 
T32n1660_003:0526a05	野險難惡路。置於一切智城無畏之宮。譬如	野 險 難 惡 路 置 於 一 切 智 城 無 畏 之 宮 譬 如 
T32n1660_003:0526a06	長者唯一福子而遭病苦。愛徹皮肉入於骨	長 者 唯 一 福 子 而 遭 病 苦 愛 徹 皮 肉 入 於 骨 
T32n1660_003:0526a07	髓。但念何時得其病愈。悲亦如是。唯於苦	髓 但 念 何 時 得 其 病 愈 悲 亦 如 是 唯 於 苦 
T32n1660_003:0526a08	眾生中起。慈者遍於一切眾生中起。又復慈	眾 生 中 起 慈 者 遍 於 一 切 眾 生 中 起 又 復 慈 
T32n1660_003:0526a09	故於諸眾生得無礙心。悲故於生死中無有	故 於 諸 眾 生 得 無 礙 心 悲 故 於 生 死 中 無 有 
T32n1660_003:0526a10	疲厭。又慈於善人中生。悲於不善人中生。又	疲 厭 又 慈 於 善 人 中 生 悲 於 不 善 人 中 生 又 
T32n1660_003:0526a11	菩薩慈增長故不著己樂。則生大慈。悲增長	菩 薩 慈 增 長 故 不 著 己 樂 則 生 大 慈 悲 增 長 
T32n1660_003:0526a12	故捨諸支節及命。則生大悲。	故 捨 諸 支 節 及 命 則 生 大 悲 
T32n1660_003:0526a13	　若念佛功德　　及聞佛神變	 若 念 佛 功 德 及 聞 佛 神 變 
T32n1660_003:0526a14	　愛喜而受淨　　此名為大喜	 愛 喜 而 受 淨 此 名 為 大 喜 
T32n1660_003:0526a15	若念佛功德者。於中何者是佛功德。謂諸佛	若 念 佛 功 德 者 於 中 何 者 是 佛 功 德 謂 諸 佛 
T32n1660_003:0526a16	世尊無量百千俱致劫中。聚集善根故。不護	世 尊 無 量 百 千 俱 致 劫 中 聚 集 善 根 故 不 護 
T32n1660_003:0526a17	身口意業故。五種應知中斷疑故。四種答難	身口意業 故 五 種 應 知 中 斷 疑 故 四 種 答 難 
T32n1660_003:0526a18	中無失故。三十七助菩提法教授故。十二分	中 無 失 故 三 十 七 助 菩 提 法 教 授 故 十 二 分 
T32n1660_003:0526a19	緣生中因緣覺故。教九教故。四種住持具足	緣 生 中 因 緣 覺 故 教 九 教 故 四 種 住 持 具 足 
T32n1660_003:0526a20	故。得四無量故。滿足六波羅蜜故。說菩薩	故 得 四 無 量 故 滿 足 六波羅蜜 故 說 菩 薩 
T32n1660_003:0526a21	十地故。出世五眾成滿故。四無畏十力十八	十 地 故 出 世 五 眾 成 滿 故 四 無 畏 十 力 十 八 
T32n1660_003:0526a22	不共佛法具足故。無邊境界故。自心自在轉	不共佛法 具 足 故 無 邊 境 界 故 自 心自在轉 
T32n1660_003:0526a23	故。無厭足法故。得如金剛三摩地故。不虛說	故 無 厭 足 法 故 得 如 金 剛 三 摩 地 故 不 虛 說 
T32n1660_003:0526a24	法故。無能壞法故。世間導師故。無能見頂故。	法 故 無 能 壞 法 故 世 間 導 師 故 無能見頂 故 
T32n1660_003:0526a25	無與等故。無能勝故。不可思法故。得大慈	無 與 等 故 無 能 勝 故 不 可 思 法 故 得 大 慈 
T32n1660_003:0526a26	大悲大喜大捨故。百福相故。無量善根故。無	大 悲 大 喜 大 捨 故 百 福 相 故 無 量 善 根 故 無 
T32n1660_003:0526a27	邊功德故。無量功德故。無數功德故。不可分	邊 功 德 故 無量功德 故 無 數 功 德 故 不 可 分 
T32n1660_003:0526a28	別功德故。希有功德故。不共功德故。如是等	別 功 德 故 希 有 功 德 故 不共功德 故 如 是 等 
T32n1660_003:0526a29	名。念佛諸功德。	名 念 佛 諸 功 德 
T32n1660_003:0526b01	化諸眾生故。起神通變現。隨所應度眾生。隨	化 諸 眾 生 故 起 神通變現 隨 所 應 度 眾 生 隨 
T32n1660_003:0526b02	眾生身。隨其形量長短寬狹。隨其色類種種	眾 生 身 隨 其 形 量 長 短 寬 狹 隨 其 色 類 種 種 
T32n1660_003:0526b03	差殊。隨其音聲清淨分別。諸佛世尊以種種	差 殊 隨 其 音 聲 清 淨 分 別 諸佛世尊 以 種 種 
T32n1660_003:0526b04	希有神通。如其所行如其信欲。以彼彼方便	希 有 神 通 如 其 所 行 如 其 信 欲 以 彼 彼 方 便 
T32n1660_003:0526b05	差別神變。而教化之。聞此事已愛喜受淨。名	差 別 神 變 而 教 化 之 聞 此 事 已 愛 喜 受 淨 名 
T32n1660_003:0526b06	為大喜。於中心勇名愛。愛心遍身名喜。喜	為 大 喜 於 中 心 勇 名 愛 愛 心 遍 身 名 喜 喜 
T32n1660_003:0526b07	心覺樂名受。於受樂時念正覺者大神通德。	心 覺 樂 名 受 於 受 樂 時 念 正 覺 者 大 神 通 德 
T32n1660_003:0526b08	其心不濁名淨。彼心淨時喜意充滿名為大	其 心 不 濁 名 淨 彼 心 淨 時 喜 意 充 滿 名 為 大 
T32n1660_003:0526b09	喜。彼登少分乘者。雖亦有喜。以不共故得	喜 彼 登 少 分 乘 者 雖 亦 有 喜 以 不 共 故 得 
