T18n0850_001:0065a03	刻密軌序	刻 密 軌 序 
T18n0850_002:0073a22	　因陀羅方中　　先安妙吉祥	 因 陀 羅 方 中 先 安 妙 吉 祥 
T18n0850_002:0073a23	　身相欝金色　　五佛髻冠頂	 身 相 欝 金 色 五 佛 髻 冠 頂 
T18n0850_002:0073a24	　猶如童子形　　左持青蓮華	 猶 如 童 子 形 左 持 青 蓮 華 
T18n0850_002:0073a25	　上表金剛印　　微笑坐白蓮	 上 表 金 剛 印 微 笑 坐 白 蓮 
T18n0850_002:0073a26	　妙相圓滿光　　周匝互暉映	 妙 相 圓 滿 光 周 匝 互 暉 映 
T18n0850_002:0073a27	　右光網童子　　種種妙瓔珞	 右 光 網 童 子 種 種 妙 瓔 珞 
T18n0850_002:0073a28	　執網坐寶蓮　　而觀佛長子	 執 網 坐 寶 蓮 而 觀 佛 長 子 
T18n0850_002:0073a29	　左無垢光尊　　左右五使者	 左 無 垢 光 尊 左 右 五 使 者 
T18n0850_002:0073b01	　所謂髻設尼　　優婆髻設尼	 所 謂 髻 設 尼 優 婆 髻 設 尼 
T18n0850_002:0073b02	　質多羅地慧　　請召五使者	 質 多 羅 地 慧 請 召 五 使 者 
T18n0850_002:0073b03	　五種奉教者　　侍衛無勝智	 五 種 奉 教 者 侍 衛 無 勝 智 
T18n0850_002:0073b04	　文殊智定手　　火合加水上	 文 殊 智 定 手 火 合 加 水 上 
T18n0850_002:0073b05	　風空如嚩字　　蹙合似青蓮	 風 空 如 嚩 字 蹙 合 似 青 蓮 
T18n0850_002:0073b06	　光網定為拳　　屈風如鉤勢	 光 網 定 為 拳 屈 風 如 鉤 勢 
T18n0850_002:0073b07	　無垢同前印　　五輪竝少屈	 無 垢 同 前 印 五 輪 竝 少 屈 
T18n0850_002:0073b08	　繼設尼刀印　　慧拳火風竪	 繼 設 尼 刀 印 慧 拳 火 風 竪 
T18n0850_002:0073b09	　優婆計尼戟　　前拳火申直	 優 婆 計 尼 戟 前 拳 火 申 直 
T18n0850_002:0073b10	　質多如執杖　　地慧幢定手	 質 多 如 執 杖 地 慧 幢 定 手 
T18n0850_002:0073b11	　成拳申地水　　請召童子印	 成 拳 申 地 水 請 召 童 子 印 
T18n0850_002:0073b12	　慧拳風如鉤　　三尊五使者	 慧 拳 風 如 鉤 三 尊 五 使 者 
T18n0850_002:0073b13	　請召等真言	 請 召 等 真 言 
T18n0850_002:0073b14	　文殊	 文 殊 
T18n0850_002:0073b15	（六八）曩莫三滿多沒馱喃(一)係係矩麼囉	 六 八 曩 莫 三 滿 多 沒 馱 喃 一 係 係 矩 麼 囉 
T18n0850_002:0073b16	迦(二)尾目吃底(二合)鉢他悉體(二合)多(三)娑	迦 二 尾 目 吃 底 二 合 鉢 他 悉 體 二 合 多 三 娑 
T18n0850_002:0073b17	麼(二合)囉娑麼(二合)囉(四)鉢囉(二合)底撚(五)娑	麼 二 合 囉 娑 麼 二 合 囉 四 鉢 囉 二 合 底 撚 五 娑 
T18n0850_002:0073b18	嚩(二合)賀	嚩 二 合 賀 
T18n0850_002:0073b19	　光網	 光 網 
T18n0850_002:0073b20	（六九）曩莫三滿多沒馱喃(一)係係矩麼囉	 六 九 曩 莫 三 滿 多 沒 馱 喃 一 係 係 矩 麼 囉 
T18n0850_002:0073b21	(二)忙三蘖多娑嚩(二合)婆嚩悉體(二合)多(三)娑	 二 忙 三 蘖 多 娑 嚩 二 合 婆 嚩 悉 體 二 合 多 三 娑 
T18n0850_002:0073b22	嚩(二合)賀	嚩 二 合 賀 
T18n0850_002:0073b23	　無垢光	 無 垢 光 
T18n0850_002:0073b24	（七〇）曩莫三滿多沒馱喃(一)係矩麼囉(二)	 七 〇 曩 莫 三 滿 多 沒 馱 喃 一 係 矩 麼 囉 二 
T18n0850_002:0073b25	尾唧怛囉(二合)誐底矩麼羅(三)摩弩娑	尾 唧 怛 囉 二 合 誐 底 矩 麼 羅 三 摩 弩 娑 
T18n0850_002:0073b26	麼(二合)羅(四)娑嚩(二合)賀	麼 二 合 羅 四 娑 嚩 二 合 賀 
T18n0850_002:0073b27	　計設尼	 計 設 尼 
T18n0850_002:0073b28	（七一）曩莫三滿多沒馱喃(一)係係矩麼哩	 七 一 曩 莫 三 滿 多 沒 馱 喃 一 係 係 矩 麼 哩 
T18n0850_002:0073b29	計(一)那野枳儞也(二合)難娑麼(二合)囉(三)鉢囉	計 一 那 野 枳 儞 也 二 合 難 娑 麼 二 合 囉 三 鉢 囉 
T18n0850_002:0073c01	(二合)底撚(四)娑嚩(二合)賀	 二 合 底 撚 四 娑 嚩 二 合 賀 
T18n0850_002:0073c02	　優婆計設尼	 優 婆 計 設 尼 
T18n0850_002:0073c03	（七二）曩莫三滿多沒馱喃(一)頻娜野枳儞	 七 二 曩 莫 三 滿 多 沒 馱 喃 一 頻 娜 野 枳 儞 
T18n0850_002:0073c04	也(二合)難(二)係矩忙哩計(三)娑嚩(二合)賀	也 二 合 難 二 係 矩 忙 哩 計 三 娑 嚩 二 合 賀 
T18n0850_002:0073c05	　質多	 質 多 
T18n0850_002:0073c06	曩莫三滿多沒馱喃(一)弭哩(二)娑嚩(二合)賀	曩 莫 三 滿 多 沒 馱 喃 一 弭 哩 二 娑 嚩 二 合 賀 
T18n0850_002:0073c07	　財慧	 財 慧 
T18n0850_002:0073c08	（七三）曩莫三滿多沒馱喃(一)係哩(二)娑嚩	 七 三 曩 莫 三 滿 多 沒 馱 喃 一 係 哩 二 娑 嚩 
T18n0850_002:0073c09	(二合)賀	 二 合 賀 
T18n0850_002:0073c10	　地慧幢	 地 慧 幢 
T18n0850_002:0073c11	（七四）曩莫三滿多沒馱喃(一)係娑麼(二合)囉	 七 四 曩 莫 三 滿 多 沒 馱 喃 一 係 娑 麼 二 合 囉 
T18n0850_002:0073c12	惹曩計覩(二)娑嚩(二合)賀	惹 曩 計 覩 二 娑 嚩 二 合 賀 
T18n0850_002:0073c13	　召請童子	 召請童子 
T18n0850_002:0073c14	（七五）曩莫三滿多沒馱喃(一)阿羯囉曬(二	 七 五 曩 莫 三 滿 多 沒 馱 喃 一 阿 羯 囉 曬 二 
T18n0850_002:0073c15	合)野(二)薩鑁矩嚕阿撚(三)矩麼囉寫(四)娑嚩	合 野 二 薩 鑁 矩 嚕 阿 撚 三 矩 麼 囉 寫 四 娑 嚩 
T18n0850_002:0073c16	(二合)賀	 二 合 賀 
T18n0850_002:0073c17	　行者於右方　　先作大名稱	 行 者 於 右 方 先 作 大 名 稱 
T18n0850_002:0073c18	　除蓋障菩薩　　執持如意寶	 除 蓋 障 菩 薩 執 持 如 意 寶 
T18n0850_002:0073c19	　捨於二分位　　當致八菩薩	 捨 於 二 分 位 當 致 八 菩 薩 
T18n0850_002:0073c20	　所謂除疑怪　　無畏除惡趣	 所 謂 除 疑 怪 無 畏 除 惡 趣 
T18n0850_002:0073c21	　救護大慈生　　悲念除熱惱	 救 護 大 慈 生 悲 念 除 熱 惱 
T18n0850_002:0073c22	　不思議慧等　　除蓋定慧合	 不 思 議 慧 等 除 蓋 定 慧 合 
T18n0850_002:0073c23	　地水空入掌　　風火自相竝	 地 水 空 入 掌 風 火 自 相 竝 
T18n0850_002:0073c24	　除疑定慧拳　　舒火屈三節	 除 疑 定 慧 拳 舒 火 屈 三 節 
T18n0850_002:0073c25	　毘鉢施無畏　　即名無畏印	 毘 鉢 施 無 畏 即 名 無 畏 印 
T18n0850_002:0074a01	　舉慧申五輪　　是除惡趣印	 舉 慧 申 五 輪 是 除 惡 趣 印 
T18n0850_002:0074a02	　前印掩於心　　即名救護慧	 前 印 掩 於 心 即 名 救 護 慧 
T18n0850_002:0074a03	　智手持華狀　　是即大慈生	 智 手 持 華 狀 是 即 大 慈 生 
T18n0850_002:0074a04	　慧屈火掩心　　是名悲念者	 慧 屈 火 掩 心 是 名 悲 念 者 
T18n0850_002:0074a05	　除熱惱慧手　　下作施願印	 除 熱 惱 慧 手 下 作 施 願 印 
T18n0850_002:0074a06	　不思議慧印　　慧空風相持	 不 思 議 慧 印 慧 空 風 相 持 
T18n0850_002:0074a07	　真多摩抳狀　　次習九真言	 真 多 摩 抳 狀 次 習 九 真 言 
T18n0850_002:0074a08	　除蓋	 除 蓋 
T18n0850_002:0074a09	（七六）曩莫三滿多沒馱喃(一)阿(急呼)薩怛嚩	 七 六 曩 莫 三 滿 多 沒 馱 喃 一 阿 急 呼 薩 怛 嚩 
T18n0850_002:0074a10	(二合)係多毘庾(二合)嗢蘖多(二)怛藍(二合)怛	 二 合 係 多 毘 庾 二 合 嗢 蘖 多 二 怛 藍 二 合 怛 
T18n0850_002:0074a11	藍嚂[口*藍](三)娑嚩(二合)賀	藍 嚂 [口藍] 三 娑 嚩 二 合 賀 
T18n0850_002:0074a12	　除疑怪	 除 疑 怪 
T18n0850_002:0074a13	（七七）曩莫三滿多沒馱喃(一)尾麼底掣諾	 七 七 曩 莫 三 滿 多 沒 馱 喃 一 尾 麼 底 掣 諾 
T18n0850_002:0074a14	迦(二)娑嚩(二合)賀	迦 二 娑 嚩 二 合 賀 
T18n0850_002:0074a15	　施無畏	 施 無 畏 
T18n0850_002:0074a16	（七八）曩莫三滿多沒馱喃(一)阿佩延娜娜(二)	 七 八 曩 莫 三 滿 多 沒 馱 喃 一 阿 佩 延 娜 娜 二 
T18n0850_002:0074a17	娑嚩(二合)賀	娑 嚩 二 合 賀 
T18n0850_002:0074a18	　除惡趣	 除 惡 趣 
T18n0850_002:0074a19	（七九）曩莫三滿多沒馱喃(一)阿弊(毘庾反)達囉	 七 九 曩 莫 三 滿 多 沒 馱 喃 一 阿 弊 毘 庾 反 達 囉 
T18n0850_002:0074a20	儜(二)薩怛嚩(二合)馱敦(三)娑嚩(二合)賀	儜 二 薩 怛 嚩 二 合 馱 敦 三 娑 嚩 二 合 賀 
T18n0850_002:0074a21	　救護慧	 救 護 慧 
T18n0850_002:0074a22	（八〇）曩莫三滿多沒馱喃(一)係摩賀摩賀	 八 〇 曩 莫 三 滿 多 沒 馱 喃 一 係 摩 賀 摩 賀 
T18n0850_002:0074a23	(二)娑摩(二合)囉鉢囉(二合)底撚(三)娑嚩(二	 二 娑 摩 二 合 囉 鉢 囉 二 合 底 撚 三 娑 嚩 二 
T18n0850_002:0074a24	合)賀	合 賀 
T18n0850_002:0074a25	　慈生	 慈 生 
T18n0850_002:0074a26	（八一）曩莫三滿多沒馱喃(一)娑嚩(二合)載姤	 八 一 曩 莫 三 滿 多 沒 馱 喃 一 娑 嚩 二 合 載 姤 
T18n0850_002:0074a27	嗢蘖(二合)多(二)娑嚩(二合)賀	嗢 蘖 二 合 多 二 娑 嚩 二 合 賀 
T18n0850_002:0074a28	　悲念	 悲 念 
T18n0850_002:0074a29	（八二）曩莫三滿多沒馱喃(一)迦嚕儜沒囇	 八 二 曩 莫 三 滿 多 沒 馱 喃 一 迦 嚕 儜 沒 囇 
T18n0850_002:0074b01	(二合)呢多(二)娑嚩(二合)賀	 二 合 呢 多 二 娑 嚩 二 合 賀 
T18n0850_002:0074b02	　除熱	 除 熱 
T18n0850_002:0074b03	（八三）曩莫三滿多沒馱喃(一)係嚩囉娜嚩	 八 三 曩 莫 三 滿 多 沒 馱 喃 一 係 嚩 囉 娜 嚩 
T18n0850_002:0074b04	囉(二)鉢囉(二合)波多(二合三)娑嚩(二合)賀	囉 二 鉢 囉 二 合 波 多 二 合 三 娑 嚩 二 合 賀 
T18n0850_002:0074b05	　不思議慧	 不 思 議 慧 
T18n0850_002:0074b06	（八四）曩莫三滿多沒馱喃(一)薩嚩捨跛哩	 八 四 曩 莫 三 滿 多 沒 馱 喃 一 薩 嚩 捨 跛 哩 
T18n0850_002:0074b07	布囉迦(二)娑嚩(二合)賀	布 囉 迦 二 娑 嚩 二 合 賀 
T18n0850_002:0074b08	　行者於勝方　　地藏摩訶薩	 行 者 於 勝 方 地 藏 摩 訶 薩 
T18n0850_002:0074b09	　雜寶地間錯　　四寶為蓮華	 雜 寶 地 間 錯 四 寶 為 蓮 華 
T18n0850_002:0074b10	　焰胎巧嚴麗　　聖者處其中	 焰 胎 巧 嚴 麗 聖 者 處 其 中 
T18n0850_002:0074b11	　無量菩薩俱　　寶掌及寶手	 無 量 菩 薩 俱 寶 掌 及 寶 手 
T18n0850_002:0074b12	　持地寶印手　　及發堅固意	 持 地 寶 印 手 及 發 堅 固 意 
T18n0850_002:0074b13	　初印智定拳　　二火輪開直	 初 印 智 定 拳 二 火 輪 開 直 
T18n0850_002:0074b14	　寶處慧成拳　　三輪而舒散	 寶 處 慧 成 拳 三 輪 而 舒 散 
T18n0850_002:0074b15	　寶手用前拳　　餘收水申直	 寶 手 用 前 拳 餘 收 水 申 直 
T18n0850_002:0074b16	　智定背相合　　空地互伽持	 智 定 背 相 合 空 地 互 伽 持 
T18n0850_002:0074b17	　持地印如是　　用前五股戟	 持 地 印 如 是 用 前 五 股 戟 
T18n0850_002:0074b18	　即名寶印手　　即前金剛戟	 即 名 寶 印 手 即 前 金 剛 戟 
T18n0850_002:0074b19	　是名第六印　　彼彼真言曰	 是 名 第 六 印 彼 彼 真 言 曰 
T18n0850_002:0074b20	　地藏	 地 藏 
T18n0850_002:0074b21	（八五）曩莫三滿多沒馱喃(一)賀賀賀尾娑麼	 八 五 曩 莫 三 滿 多 沒 馱 喃 一 賀 賀 賀 尾 娑 麼 
T18n0850_002:0074b22	(二合)曳(二)娑嚩(二合)賀	 二 合 曳 二 娑 嚩 二 合 賀 
T18n0850_002:0074b23	　寶處	 寶 處 
T18n0850_002:0074b24	（八六）曩莫三滿多沒馱喃(一)係麼賀麼賀	 八 六 曩 莫 三 滿 多 沒 馱 喃 一 係 麼 賀 麼 賀 
T18n0850_002:0074b25	(二)娑嚩(二合)賀	 二 娑 嚩 二 合 賀 
T18n0850_002:0074b26	　寶掌	 寶 掌 
T18n0850_002:0074b27	（八七）曩莫三滿多沒馱喃(一)囉怛怒(二合)嗢	 八 七 曩 莫 三 滿 多 沒 馱 喃 一 囉 怛 怒 二 合 嗢 
T18n0850_002:0074b28	婆嚩(二)娑嚩(二合)賀	婆 嚩 二 娑 嚩 二 合 賀 
T18n0850_002:0074b29	　持地	 持 地 
T18n0850_002:0074c01	（八八）曩莫三滿多沒馱喃(一)馱囉尼(尼仁反)馱	 八 八 曩 莫 三 滿 多 沒 馱 喃 一 馱 囉 尼 尼 仁 反 馱 
T18n0850_002:0074c02	囉(二)娑嚩(二合)賀	囉 二 娑 嚩 二 合 賀 
T18n0850_002:0074c03	　印手	 印 手 
T18n0850_002:0074c04	（八九）曩莫三滿多沒馱喃(一)囉怛娜(二合)儞	 八 九 曩 莫 三 滿 多 沒 馱 喃 一 囉 怛 娜 二 合 儞 
T18n0850_002:0074c05	囉爾(二合)多(二)娑嚩(二合)賀	囉 爾 二 合 多 二 娑 嚩 二 合 賀 
T18n0850_002:0074c06	　堅固	 堅 固 
T18n0850_002:0074c07	（九〇）曩莫三滿多沒馱喃(一)嚩日囉(二合)三	 九 〇 曩 莫 三 滿 多 沒 馱 喃 一 嚩 日 囉 二 合 三 
T18n0850_002:0074c08	婆嚩(二)娑嚩(二合)賀	婆 嚩 二 娑 嚩 二 合 賀 
T18n0850_002:0074c09	　復至於龍方　　諦觀虛空藏	 復 至 於 龍 方 諦 觀 虛 空 藏 
T18n0850_002:0074c10	　勸勇被白衣　　持刀生光焰	 勸 勇 被 白 衣 持 刀 生 光 焰 
T18n0850_002:0074c11	　正覺所生子　　及與諸眷屬	 正 覺 所 生 子 及 與 諸 眷 屬 
T18n0850_002:0074c12	　無垢虛空慧　　清淨慧行慧	 無 垢 虛 空 慧 清 淨 慧 行 慧 
T18n0850_002:0074c13	　安慧出現智　　蓮華印執杵	 安 慧 出 現 智 蓮 華 印 執 杵 
T18n0850_002:0074c14	　後三普通印　　如是諸菩薩	 後 三 普 通 印 如 是 諸 菩 薩 
T18n0850_002:0074c15	　左右而安布　　初印福智合	 左 右 而 安 布 初 印 福 智 合 
T18n0850_002:0074c16	　風加火上節　　雙空入月中	 風 加 火 上 節 雙 空 入 月 中 
T18n0850_002:0074c17	　次印風加空　　定慧平合是	 次 印 風 加 空 定 慧 平 合 是 
T18n0850_002:0074c18	　次三虛空慧　　印用轉法輪	 次 三 虛 空 慧 印 用 轉 法 輪 
T18n0850_002:0074c19	　次四用商佉　　行慧二羽合	 次 四 用 商 佉 行 慧 二 羽 合 
T18n0850_002:0074c20	　餘六仰如華　　安慧同文殊	 餘 六 仰 如 華 安 慧 同 文 殊 
T18n0850_002:0074c21	　八印及真言　　次第而稱誦	 八 印 及 真 言 次 第 而 稱 誦 
T18n0850_002:0074c22	彼彼真言曰	彼 彼 真 言 曰 
T18n0850_002:0074c23	　虛空藏	 虛 空 藏 
T18n0850_002:0075a01	（九一）曩莫三滿多沒馱喃(一)阿迦舍三滿多	 九 一 曩 莫 三 滿 多 沒 馱 喃 一 阿 迦 舍 三 滿 多 
T18n0850_002:0075a02	弩蘖多(二)尾唧怛[口*藍](二合)嚩囉達囉(三)娑	弩 蘖 多 二 尾 唧 怛 [口藍] 二 合 嚩 囉 達 囉 三 娑 
T18n0850_002:0075a03	嚩(二合)賀	嚩 二 合 賀 
T18n0850_002:0075a04	　無垢	 無 垢 
T18n0850_002:0075a05	（九二）曩莫三滿多沒馱喃(一)誐誐曩難多	 九 二 曩 莫 三 滿 多 沒 馱 喃 一 誐 誐 曩 難 多 
T18n0850_002:0075a06	虞左羅(二)娑嚩(二合)賀	虞 左 羅 二 娑 嚩 二 合 賀 
T18n0850_002:0075a07	　空慧	 空 慧 
T18n0850_002:0075a08	（九三）曩莫三滿多沒馱喃(一)作吃囉(二合)	 九 三 曩 莫 三 滿 多 沒 馱 喃 一 作 吃 囉 二 合 
T18n0850_002:0075a09	嚩唎底(二合二)娑嚩(二合)賀	嚩 唎 底 二 合 二 娑 嚩 二 合 賀 
T18n0850_002:0075a10	　清淨	 清 淨 
T18n0850_002:0075a11	（九四）曩莫三滿多沒馱喃(一)達磨三婆嚩	 九 四 曩 莫 三 滿 多 沒 馱 喃 一 達 磨 三 婆 嚩 
T18n0850_002:0075a12	(二)娑嚩(二合)賀	 二 娑 嚩 二 合 賀 
T18n0850_002:0075a13	　行慧	 行 慧 
T18n0850_002:0075a14	（九五）曩莫三滿多沒馱喃(一)鉢曇麼(二合)	 九 五 曩 莫 三 滿 多 沒 馱 喃 一 鉢 曇 麼 二 合 
T18n0850_002:0075a15	囉野(二)娑嚩(二合)賀	囉 野 二 娑 嚩 二 合 賀 
T18n0850_002:0075a16	　安慧	 安 慧 
T18n0850_002:0075a17	（九六）曩莫三滿多沒馱喃(一)惹弩嗢婆(二	 九 六 曩 莫 三 滿 多 沒 馱 喃 一 惹 弩 嗢 婆 二 
T18n0850_002:0075a18	合)嚩(二)娑嚩(二合)賀	合 嚩 二 娑 嚩 二 合 賀 
T18n0850_002:0075a19	　出現	 出 現 
T18n0850_002:0075a20	（九七）曩莫三滿多沒馱喃(一)嚩日羅(二合)	 九 七 曩 莫 三 滿 多 沒 馱 喃 一 嚩 日 羅 二 合 
T18n0850_002:0075a21	悉體(二合)囉沒弟(二)布囉嚩(二合)嚩怛麼(二合)	悉 體 二 合 囉 沒 弟 二 布 囉 嚩 二 合 嚩 怛 麼 二 合 
T18n0850_002:0075a22	滿怛囉(二合)娑嚩(二合)賀	滿 怛 囉 二 合 娑 嚩 二 合 賀 
T18n0850_002:0075a23	　蓮華	 蓮 華 
T18n0850_002:0075a24	（九八）曩莫三滿多沒馱喃(一)俱嚩隸野	 九 八 曩 莫 三 滿 多 沒 馱 喃 一 俱 嚩 隸 野 
T18n0850_002:0075a25	(二)娑嚩(二合)賀	 二 娑 嚩 二 合 賀 
T18n0850_002:0075a26	　執杵	 執 杵 
T18n0850_002:0075a27	（九九）曩莫三滿多沒馱喃(一)嚩日囉迦囉	 九 九 曩 莫 三 滿 多 沒 馱 喃 一 嚩 日 囉 迦 囉 
T18n0850_002:0075a28	(二)娑嚩(二合)賀	 二 娑 嚩 二 合 賀 
T18n0850_002:0075a29	　復次華臺右　　大日之左方	 復 次 華 臺 右 大 日 之 左 方 
T18n0850_002:0075b01	　能滿一切願　　持金剛慧者	 能 滿 一 切 願 持 金 剛 慧 者 
T18n0850_002:0075b02	　鉢孕遇華色　　或如綠寶色	 鉢 孕 遇 華 色 或 如 綠 寶 色 
T18n0850_002:0075b03	　首載眾寶冠　　瓔珞莊嚴身	 首 載 眾 寶 冠 瓔 珞 莊 嚴 身 
T18n0850_002:0075b04	　間錯互嚴飾　　廣多數無量	 間 錯 互 嚴 飾 廣 多 數 無 量 
T18n0850_002:0075b05	　右執嚩日囉　　周環起光焰	 右 執 嚩 日 囉 周 環 起 光 焰 
T18n0850_002:0075b06	　金剛藏之右　　部母忙莽雞	 金 剛 藏 之 右 部 母 忙 莽 雞 
T18n0850_002:0075b07	　亦持堅慧杵　　嚴身以瓔珞	 亦 持 堅 慧 杵 嚴 身 以 瓔 珞 
T18n0850_002:0075b08	　彼左金剛針　　使者眾圍繞	 彼 左 金 剛 針 使 者 眾 圍 繞 
T18n0850_002:0075b09	　微笑同瞻仰　　次右商羯羅	 微 笑 同 瞻 仰 次 右 商 羯 羅 
T18n0850_002:0075b10	　執持金剛鎖　　自部諸使俱	 執 持 金 剛 鎖 自 部 諸 使 俱 
T18n0850_002:0075b11	　身相淺黃色　　智杵為幖幟	 身 相 淺 黃 色 智 杵 為 幖 幟 
T18n0850_002:0075b12	　次於滿願下　　忿怒降三世	 次 於 滿 願 下 忿 怒 降 三 世 
T18n0850_002:0075b13	　號名月黶尊　　三目現利牙	 號 名 月 黶 尊 三 目 現 利 牙 
T18n0850_002:0075b14	　夏時雨雲色　　金剛寶瓔珞	 夏 時 雨 雲 色 金 剛 寶 瓔 珞 
T18n0850_002:0075b15	　阿吒吒笑聲　　攝護眾生故	 阿 吒 吒 笑 聲 攝 護 眾 生 故 
T18n0850_002:0075b16	　無量眾圍繞　　乃至百千手	 無 量 眾 圍 繞 乃 至 百 千 手 
T18n0850_002:0075b17	　操持眾器械　　如是忿怒等	 操 持 眾 器 械 如 是 忿 怒 等 
T18n0850_002:0075b18	　皆住蓮華中　　南方滿願會	 皆 住 蓮 華 中 南 方 滿 願 會 
T18n0850_002:0075b19	　五大持明王	 五 大 持 明 王 
T18n0850_002:0075b20	　初印內叉拳　　火建風如鉤	 初 印 內 叉 拳 火 建 風 如 鉤 
T18n0850_002:0075b21	　地空自相並　　部母地空入	 地 空 自 相 並 部 母 地 空 入 
T18n0850_002:0075b22	　餘相並同初　　外縛竪風輪	 餘 相 並 同 初 外 縛 竪 風 輪 
T18n0850_002:0075b23	　金剛針密契　　鎖契福智手	 金 剛 針 密 契 鎖 契 福 智 手 
T18n0850_002:0075b24	　反鉤向身轉　　舒空智加上	 反 鉤 向 身 轉 舒 空 智 加 上 
T18n0850_002:0075b25	　月黶空附風　　並申不相著	 月 黶 空 附 風 並 申 不 相 著 
T18n0850_002:0075b26	彼彼真言曰	彼 彼 真 言 曰 
T18n0850_002:0075b27	　金剛手菩薩是金剛部上首	 金剛手菩薩 是 金 剛 部 上 首 
T18n0850_002:0075b28	（一〇〇）曩莫三滿多嚩日囉(二合)赧(一)嚩(入)嚩	 一 〇 〇 曩 莫 三 滿 多 嚩 日 囉 二 合 赧 一 嚩 入 嚩 
T18n0850_002:0075b29	日囉(二合)播尼(二)戰拏摩賀路灑拏(三)吽娑	日 囉 二 合 播 尼 二 戰 拏 摩 賀 路 灑 拏 三 吽 娑 
T18n0850_002:0075c01	嚩(二合)賀	嚩 二 合 賀 
T18n0850_002:0075c02	　忙莽雞	 忙 莽 雞 
T18n0850_002:0075c03	（一〇一）曩莫三滿多嚩日囉(二合)赧(一)怛	 一 〇 一 曩 莫 三 滿 多 嚩 日 囉 二 合 赧 一 怛 
T18n0850_002:0075c04	[口*栗](二合)吒怛[口*栗](二合)吒(二)惹衍底(三)娑嚩(二	[口栗]二合吒怛[口栗] 二 合 吒 二 惹 衍 底 三 娑 嚩 二 
T18n0850_002:0075c05	合)賀	合 賀 
T18n0850_002:0075c06	　金剛針	 金 剛 針 
T18n0850_002:0075c07	（一〇二）曩莫三滿多嚩日囉(二合)赧(一)薩嚩	 一 〇 二 曩 莫 三 滿 多 嚩 日 囉 二 合 赧 一 薩 嚩 
T18n0850_002:0075c08	達麼儞[口*栗]吠(二合)達儞(二)嚩日囉(二合)素	達 麼 儞 [口栗] 吠 二 合 達 儞 二 嚩 日 囉 二 合 素 
T18n0850_002:0075c09	爾(入)嚩囉泥(三)婆嚩(二合)賀	爾 入 嚩 囉 泥 三 婆 嚩 二 合 賀 
T18n0850_002:0075c10	　金剛鎖	 金 剛 鎖 
T18n0850_002:0075c11	（一〇三）曩莫三滿多嚩日囉(二合)赧(一)吽滿	 一 〇 三 曩 莫 三 滿 多 嚩 日 囉 二 合 赧 一 吽 滿 
T18n0850_002:0075c12	馱滿馱野(二)暮吒暮吒野(三)嚩日嚕(二合)[口*納]	馱 滿 馱 野 二 暮 吒 暮 吒 野 三 嚩 日 嚕 二 合 [口納] 
T18n0850_002:0075c13	婆(二合)吠(四)薩嚩怛囉(二合)鉢囉(二合)底賀多	婆 二 合 吠 四 薩 嚩 怛 囉 二 合 鉢 囉 二 合 底 賀 多 
