T85n2788_001:0616c14	律戒本疏	律 戒 本 疏 
T85n2788_001:0623b05	上賈之衣。得衣便去。不為減利。居士兩失。極	上 賈 之 衣 得 衣 便 去 不 為 減 利 居 士 兩 失 極 
T85n2788_001:0623b06	大瞋恨。世尊聞已因是結戒。好惡貴賤應任	大 瞋 恨 世 尊 聞 已 因 是 結 戒 好 惡 貴 賤 應 任 
T85n2788_001:0623b07	施主。不得自住強求好作。若賈若色。若量	施 主 不 得 自 住 強 求 好 作 若 賈 若 色 若 量 
T85n2788_001:0623b08	求而不得突。得衣已捨墮。索此得彼突。因制	求 而 不 得 突 得 衣 已 捨 墮 索 此 得 彼 突 因 制 
T85n2788_001:0623b09	出息突。若親理則量其貧富求之。以理求者	出 息 突 若 親 理 則 量 其 貧 富 求 之 以 理 求 者 
T85n2788_001:0623b10	不過。施者不怨。故制非親理也。白衣上下衣	不 過 施 者 不 怨 故 制 非 親 理 也 白 衣 上 下 衣 
T85n2788_001:0623b11	還者以用處多故。又令生上苦。於乞者易故。	還 者 以 用 處 多 故 又 令 生 上 苦 於 乞 者 易 故 
T85n2788_001:0623b12	比丘少不更索者。以不多畜財故。長不還者	比 丘 少 不 更 索 者 以 不 多 畜 財 故 長 不 還 者 
T85n2788_001:0623b13	以是彼長。既無多用而心已捨故。	以 是 彼 長 既 無 多 用 而 心 已 捨 故 
T85n2788_001:0623b14	第九非親理各各辨衣賈　此亦大負跋難陀	第 九 非 親 理 各 各 辨 衣 賈 此 亦 大 負 跋 難 陀 
T85n2788_001:0623b15	出息之物欲為作衣。求咸息利。難陀聞之即	出 息 之 物 欲 為 作 衣 求 咸 息 利 難 陀 聞 之 即 
T85n2788_001:0623b16	念一家求衣。佛所不許。二家合作。不犯所制。	念 一 家 求 衣 佛 所 不 許 二 家 合 作 不 犯 所 制 
T85n2788_001:0623b17	便作因緣。詣二居士。強令合作所樂之衣。彼	便 作 因 緣 詣 二 居 士 強 令 合 作 所 樂 之 衣 彼 
T85n2788_001:0623b18	於難陀不隨所欲。又今所作染色賈量。以有	於 難 陀 不 隨 所 欲 又 今 所 作 染 色 賈 量 以 有 
T85n2788_001:0623b19	所在而難陀釋子強令合作。於三種中悉過	所 在 而 難 陀 釋 子 強 令 合 作 於 三 種 中 悉 過 
T85n2788_001:0623b20	本。言當如是如是。如我所欲又得衣便去。不	本 言 當 如是如是 如 我 所 欲 又 得 衣 便 去 不 
T85n2788_001:0623b21	為減利。二俱兩失。極大瞋恨。因是結戒。亦應	為 減 利 二 俱 兩 失 極 大 瞋 恨 因 是 結 戒 亦 應 
T85n2788_001:0623b22	任彼。	任 彼 
T85n2788_001:0623b23	第十有四種人遣使送衣賈乃至比丘法不應	第 十 有 四 種 人 遣 使 送 衣 賈 乃 至 比 丘 法 不 應 
T85n2788_001:0623b24	受　跋難陀博聞辨說。又多財寶二事因緣	受 跋 難 陀 博 聞 辨 說 又 多 財 寶 二 事 因 緣 
T85n2788_001:0623b25	致供非一。恐物不達四種人。皆稱名遣使	致 供 非 一 恐 物 不 達 四 種 人 皆 稱 名 遣 使 
T85n2788_001:0623b26	也。衣賈金銀等也。非淨物不應受。又無同	也 衣 賈 金 銀 等 也 非 淨 物 不 應 受 又 無 同 
T85n2788_001:0623b27	心淨人故不受也。受而不捉突。受提捨墮。沙	心 淨 人 故 不 受 也 受 而 不 捉 突 受 提 捨 墮 沙 
T85n2788_001:0623b28	彌不得捉不得畜。守僧房人僧守薗人。凡受	彌 不 得 捉 不 得 畜 守 僧 房 人 僧 守 薗 人 凡 受 
T85n2788_001:0623b29	三歸五戒。若人若奴通名優婆塞也。此等僧	三 歸 五 戒 若 人 若 奴 通 名 優 婆 塞 也 此 等 僧 
T85n2788_001:0623c01	同意。能為執事受名淨物。其作淨使者。應先	同 意 能 為 執 事 受 名 淨 物 其 作 淨 使 者 應 先 
T85n2788_001:0623c02	住勸喻。勸喻已還報。若比丘。比丘然後共守	住 勸 喻 勸 喻 已 還 報 若 比 丘 比 丘 然 後 共 守 
T85n2788_001:0623c03	物而語。後須淨物得住從索。索而過三彼則	物 而 語 後 須 淨 物 得 住 從 索 索 而 過 三 彼 則 
T85n2788_001:0623c04	瞋惱故。後三默然。令其知意。亦難陀寄商人	瞋 惱 故 後 三 默 然 令 其 知 意 亦 難 陀 寄 商 人 
T85n2788_001:0623c05	物住。既非時求之過。其令失利。極大瞋惱。默	物 住 既 非 時 求 之 過 其 令 失 利 極 大 瞋 惱 默 
T85n2788_001:0623c06	然之制因斯而起。	然 之 制 因 斯 而 起 
T85n2788_001:0623c07	十一縞絁耶作敷具　縞絁耶綿也。數具房	十 一 縞 絁 耶 作 敷 具 縞 絁 耶 綿 也 數 具 房 
T85n2788_001:0623c08	中敷地縟也。俱舍毘國比丘取綿作縟。一以	中 敷 地 縟 也 俱 舍 毘 國 比 丘 取 綿 作 縟 一 以 
T85n2788_001:0623c09	綿貴。二以多害虫。四輩譏嫌。因是結戒。將以	綿 貴 二 以 多 害 虫 四 輩 譏 嫌 因 是 結 戒 將 以 
T85n2788_001:0623c10	害生無慈故。難治妨業故。奢貴非法故。若人	害 生 無 慈 故 難 治 妨 業 故 奢 貴 非 法 故 若 人 
T85n2788_001:0623c11	為作。若是幣故得受用。	為 作 若 是 幣 故 得 受 用 
T85n2788_001:0623c12	十二純黑羊毛作敷具　因六群比丘制也。	十 二 純 黑 羊 毛 作 敷 具 因 六群比丘 制 也 
T85n2788_001:0623c13	以極好極貴。難得難治故也。	以 極 好 極 貴 難 得 難 治 故 也 
T85n2788_001:0623c14	十三應用二分純黑羚羊毛　既不聽純。開	十 三 應 用 二 分 純 黑 羚 羊 毛 既 不 聽 純 開 
T85n2788_001:0623c15	其雜也。雜既易得。入貪著心薄故聽也。異色	其 雜 也 雜 既 易 得 入 貪 著 心 薄 故 聽 也 異 色 
T85n2788_001:0623c16	二分。白色半之下。下者半之腹脚邊毛為下	二 分 白 色 半 之 下 下 者 半 之 腹 脚 邊 毛 為 下 
T85n2788_001:0623c17	也。上黑色長一兩捨墮。下色少一兩墮。白色	也 上 黑 色 長 一 兩 捨 墮 下 色 少 一 兩 墮 白 色 
T85n2788_001:0623c18	少一兩突吉也。	少 一 兩 突 吉 也 
T85n2788_001:0623c19	十四敷具滿六年　前純雜及此三種。皆房	十 四 敷 具 滿 六 年 前 純 雜 及 此 三 種 皆 房 
T85n2788_001:0623c20	中地敷具及綿縟也。六群貪積未聽便作。或	中 地 敷 具 及 綿 縟 也 六 群 貪 積 未 聽 便 作 或 
T85n2788_001:0623c21	謙薄作厚。或謙厚作薄。輕重大小悉嫌。更	謙 薄 作 厚 或 謙 厚 作 薄 輕 重 大 小 悉 嫌 更 
T85n2788_001:0623c22	作趣作方便欲得多畜。因是結戒。以六年為	作 趣 作 方 便 欲 得 多 畜 因 是 結 戒 以 六 年 為 
T85n2788_001:0623c23	限。限滿而作不須白眾。若示滿欲作。要白眾。	限 限 滿 而 作 不 須 白 眾 若 示 滿 欲 作 要 白 眾 
T85n2788_001:0623c24	眾聽為作白二羯磨然後得作。眾為籌量故。	眾 聽 為 作 白二羯磨 然 後 得 作 眾 為 籌 量 故 
T85n2788_001:0623c25	故壞聽易。截長續短減大益小。又觀老少亦	故 壞 聽 易 截 長 續 短 減 大 益 小 又 觀 老 少 亦 
T85n2788_001:0623c26	業力彊弱。堪自隨身爾乃令作。云不持行亦	業 力 彊 弱 堪 自 隨 身 爾 乃 令 作 云 不 持 行 亦 
T85n2788_001:0623c27	無然持之益善也。	無 然 持 之 益 善 也 
T85n2788_001:0623c28	十五尼師檀　是坐具也。諸比丘多畜地敷	十 五 尼 師 檀 是 坐 具 也 諸 比 丘 多 畜 地 敷 
T85n2788_001:0623c29	及坐具。新故相積盈滿。移枷眾僧受請。世尊	及 坐 具 新 故 相 積 盈 滿 移 枷 眾 僧 受 請 世 尊 
T85n2788_001:0624a01	往後開一房行。視見之人謙曰。受而不用無	往 後 開 一 房 行 視 見 之 人 謙 曰 受 而 不 用 無 
T85n2788_001:0624a02	益於施主。又多欲妨學非沙門法。因是結戒。	益 於 施 主 又 多 欲 妨 學 非 沙 門 法 因 是 結 戒 
T85n2788_001:0624a03	令用故緣之。施者得福。受者無罪。若有故	令 用 故 緣 之 施 者 得 福 受 者 無 罪 若 有 故 
T85n2788_001:0624a04	縟純新作者捨墮。若無故縟純新無罪。	縟 純 新 作 者 捨 墮 若 無 故 縟 純 新 無 罪 
T85n2788_001:0624a05	十六行道得羚羊毛　商人遠行。多戴羊毛。	十 六 行 道 得 羚 羊 毛 商 人 遠 行 多 戴 羊 毛 
T85n2788_001:0624a06	車壞牛病無由。致去道路多賊伴車悉重。欲	車 壞 牛 病 無 由 致 去 道 路 多 賊 伴 車 悉 重 欲 
T85n2788_001:0624a07	以與之復不肯受。會有比丘。從後而來。商人	以 與 之 復 不 肯 受 會 有 比 丘 從 後 而 來 商 人 
T85n2788_001:0624a08	大喜即以施之。於是比丘負重。隨去至前聚	大 喜 即 以 施 之 於 是 比 丘 負 重 隨 去 至 前 聚 
T85n2788_001:0624a09	落。商伴嫌恨。語比丘言。汝為商也。行至於	落 商 伴 嫌 恨 語 比 丘 言 汝 為 商 也 行 至 於 
T85n2788_001:0624a10	此。因是結戒。不復聽取。後諸居士欲施羊毛。	此 因 是 結 戒 不 復 聽 取 後 諸 居 士 欲 施 羊 毛 
T85n2788_001:0624a11	比丘不受。居士甚恨。因是復開。開而限不過。	比 丘 不 受 居 士 甚 恨 因 是 復 開 開 而 限 不 過 
T85n2788_001:0624a12	三由旬自擔捨墮。若與他共彼亦三由旬。若	三 由 旬 自 擔 捨 墮 若 與 他 共 彼 亦 三 由 旬 若 
T85n2788_001:0624a13	不共亦如是。令他擔過三由旬突吉羅。綿同	不 共 亦 如 是 令 他 擔 過 三 由 旬 突 吉 羅 綿 同 
T85n2788_001:0624a14	羊毛。其餘悉異。凡比丘持擔悉不得逕村。逕	羊 毛 其 餘 悉 異 凡 比 丘 持 擔 悉 不 得 逕 村 逕 
T85n2788_001:0624a15	村突吉羅也。	村 突 吉 羅 也 
T85n2788_001:0624a16	十七非親里尼浣染擗羊毛　迦留陀夷眾中	十 七 非 親 里 尼 浣 染 擗 羊 毛 迦 留 陀 夷 眾 中 
T85n2788_001:0624a17	分得羊毛。令尼浣染。既廢道業。又年色變壞。	分 得 羊 毛 令 尼 浣 染 既 廢 道 業 又 年 色 變 壞 
T85n2788_001:0624a18	後諸比丘尼眾共往佛所。佛問。何故。具以實	後 諸比丘尼 眾 共 往 佛 所 佛 問 何 故 具 以 實 
T85n2788_001:0624a19	答。因是結戒。犯者捨墮。將以親必無惡緣。風	答 因 是 結 戒 犯 者 捨 墮 將 以 親 必 無 惡 緣 風 
T85n2788_001:0624a20	塵譏嫌。亦無由而起。故制非親。而許其親理	塵 譏 嫌 亦 無 由 而 起 故 制 非 親 而 許 其 親 理 
T85n2788_001:0624a21	也。	也 
T85n2788_001:0624a22	十八自手取金銀教他取　舉銀則七寶錢等	十 八 自 手 取 金 銀 教 他 取 舉 銀 則 七 寶 錢 等 
T85n2788_001:0624a23	一切寶物皆悉攝也。如是等物物之珍也。有	一 切 寶 物 皆 悉 攝 也 如 是 等 物 物 之 珍 也 有 
T85n2788_001:0624a24	識之類莫不愛重。亡身失道。靡不由之。而六	識 之 類 莫 不 愛 重 亡 身 失 道 靡 不 由 之 而 六 
T85n2788_001:0624a25	群比丘之徒。手取金銀。長者居士減共呵責。	群 比 丘 之 徒 手 取 金 銀 長 者 居 士 減 共 呵 責 
T85n2788_001:0624a26	沙門釋子盍捨。珍翫受持。四衣如何捉金。與	沙 門 釋 子 盍 捨 珍 翫 受 持 四 衣 如 何 捉 金 與 
T85n2788_001:0624a27	貴人無異。因是結戒。不得捉寶。自捉教他比	貴 人 無 異 因 是 結 戒 不 得 捉 寶 自 捉 教 他 比 
T85n2788_001:0624a28	丘捉皆犯捨墮。沙彌得捉不得畜。捉寶之罪	丘 捉 皆 犯 捨 墮 沙 彌 得 捉 不 得 畜 捉 寶 之 罪 
T85n2788_001:0624a29	要眾中悔過也。	要 眾 中 悔 過 也 
T85n2788_001:0624b01	十九銀買種種物　言種種物則是一切所須	十 九 銀 買 種 種 物 言 種 種 物 則 是 一 切 所 須 
T85n2788_001:0624b02	之物也。大比丘用捨墮。金銀隨意所買。若法	之 物 也 大 比 丘 用 捨 墮 金 銀 隨 意 所 買 若 法 
T85n2788_001:0624b03	非法無不備有。因是結戒。悉不聽也。凡捨墮	非 法 無 不 備 有 因 是 結 戒 悉 不 聽 也 凡 捨 墮 
T85n2788_001:0624b04	物之所買。盡是捨墮物也。唯可食物貪欲得	物 之 所 買 盡 是 捨 墮 物 也 唯 可 食 物 貪 欲 得 
T85n2788_001:0624b05	突吉羅。無可捨故。無漸故。其過甚重。要僧中	突 吉 羅 無 可 捨 故 無 漸 故 其 過 甚 重 要 僧 中 
T85n2788_001:0624b06	懺悔然後乃除耳。	懺 悔 然 後 乃 除 耳 
T85n2788_001:0624b07	二十種種販買　有一梵志。著赤色衣來詣	二 十 種 種 販 買 有 一 梵 志 著 赤 色 衣 來 詣 
T85n2788_001:0624b08	跋難陀。跋難陀見之貪心內發。巧說方便以	跋 難 陀 跋 難 陀 見 之 貪 心 內 發 巧 說 方 便 以 
T85n2788_001:0624b09	故衣易之。後懺悔還索。難陀不還。彼大愁惱。	故 衣 易 之 後 懺 悔 還 索 難 陀 不 還 彼 大 愁 惱 
T85n2788_001:0624b10	怨嘆盈路。將以難陀貿易。彼衣本為販買。不	怨 嘆 盈 路 將 以 難 陀 貿 易 彼 衣 本 為 販 買 不 
T85n2788_001:0624b11	為自畜故。因是結戒。不得販販之人。於一切	為 自 畜 故 因 是 結 戒 不 得 販 販 之 人 於 一 切 
T85n2788_001:0624b12	人非人。盡生惡心。所得財物以供三寶。三	人 非 人 盡 生 惡 心 所 得 財 物 以 供 三 寶 三 
T85n2788_001:0624b13	寶不受。令知慚愧。一切販賣所得之物悉皆	寶 不 受 令 知 慚 愧 一 切 販 賣 所 得 之 物 悉 皆 
T85n2788_001:0624b14	捨墮。應眾中悔過。為利故買。買已不賣。賣不	捨 墮 應 眾 中 悔 過 為 利 故 買 買 已 不 賣 賣 不 
T85n2788_001:0624b15	買皆突吉羅。若以同易異。以同易同。展轉求	買 皆 突 吉 羅 若 以 同 易 異 以 同 易 同 展 轉 求 
T85n2788_001:0624b16	一一捨墮。貿易衣七日聽還悔過也。	一 一 捨 墮 貿 易 衣 七 日 聽 還 悔 過 也 
T85n2788_001:0624b17	二十一長鉢　鉢以盛食得一便足。六群比	二 十 一 長 鉢 鉢 以 盛 食 得 一 便 足 六 群 比 
T85n2788_001:0624b18	丘多畜無節。因是結戒。不得長畜。取時突。過	丘 多 畜 無 節 因 是 結 戒 不 得 長 畜 取 時 突 過 
T85n2788_001:0624b19	十日捨墮。有三種上鉢。他飯一鉢他羹菓等	十 日 捨 墮 有 三 種 上 鉢 他 飯 一 鉢 他 羹 菓 等 
T85n2788_001:0624b20	可食物半羹。中者求上。下者下中。大過上小	可 食 物 半 羹 中 者 求 上 下 者 下 中 大 過 上 小 
T85n2788_001:0624b21	過下非鉢。不應受持也。	過 下 非 鉢 不 應 受 持 也 
T85n2788_001:0624b22	二十二未滿五綴更求新鉢　跋難陀與商人	二 十 二 未 滿 五 綴 更 求 新 鉢 跋 難 陀 與 商 人 
T85n2788_001:0624b23	共往至市。市見奸鉢。難陀讚善。商人知意	共 往 至 市 市 見 奸 鉢 難 陀 讚 善 商 人 知 意 
T85n2788_001:0624b24	即買與之。因是結戒。不滿五綴不得更求人	即 買 與 之 因 是 結 戒 不 滿 五 綴 不 得 更 求 人 
T85n2788_001:0624b25	施得受。受已淨施貪著之人。或壞惡求好。故	施 得 受 受 已 淨 施 貪 著 之 人 或 壞 惡 求 好 故 
T85n2788_001:0624b26	令五綴。以妨貪著。為綴處木枝滲豆等用意	令 五 綴 以 妨 貪 著 為 綴 處 木 枝 滲 豆 等 用 意 
T85n2788_001:0624b27	三洗。但令意盡惟不淨無罪。若先無鉢而一	三 洗 但 令 意 盡 惟 不 淨 無 罪 若 先 無 鉢 而 一 
T85n2788_001:0624b28	時得二鉢得受。受一持一淨捨。若先有更求	時 得 二 鉢 得 受 受 一 持 一 淨 捨 若 先 有 更 求 
T85n2788_001:0624b29	時突。受時捨墮。若捨時應捨新施眾中捨。眾	時 突 受 時 捨 墮 若 捨 時 應 捨 新 施 眾 中 捨 眾 
T85n2788_001:0624c01	中捨者令深起慚愧。捨心決定。盛滿中水。次	中 捨 者 令 深 起 慚 愧 捨 心 決 定 盛 滿 中 水 次 
T85n2788_001:0624c02	第行之。惡者易之無還。與之所貿之鉢。又	第 行 之 惡 者 易 之 無 還 與 之 所 貿 之 鉢 又 
T85n2788_001:0624c03	盛水行之。盛水行之者不欲令看好故也。亦	盛 水 行 之 盛 水 行 之 者 不 欲 令 看 好 故 也 亦 
T85n2788_001:0624c04	欲明知滿而人不知名滿。凡與易者其鉢必	欲 明 知 滿 而 人 不 知 名 滿 凡 與 易 者 其 鉢 必 
T85n2788_001:0624c05	下。故言與眾中最下鉢者。彼最下鉢與長鉢。	下 故 言 與 眾 中 最 下 鉢 者 彼 最 下 鉢 與 長 鉢 
T85n2788_001:0624c06	比丘以其無足。故以此恥之。若都無人取還	比 丘 以 其 無 足 故 以 此 恥 之 若 都 無 人 取 還 
T85n2788_001:0624c07	與本主。若重勳增色不更受。已勳故油者更	與 本 主 若 重 勳 增 色 不 更 受 已 勳 故 油 者 更 
T85n2788_001:0624c08	受不持。鉢行不失不犯。異國則失也。	受 不 持 鉢 行 不 失 不 犯 異 國 則 失 也 
T85n2788_001:0624c09	二十三自乞縷使非親理識師識　六群比丘	二 十 三 自 乞 縷 使 非 親 理 識 師 識 六群比丘 
T85n2788_001:0624c10	諸非親理居士令織師織。彼局居士散不從	諸 非 親 理 居 士 令 織 師 織 彼 局 居 士 散 不 從 
T85n2788_001:0624c11	命。虛作廢業。怨聲外出。因是結戒。犯者捨	命 虛 作 廢 業 怨 聲 外 出 因 是 結 戒 犯 者 捨 
T85n2788_001:0624c12	墮。自倩使人儔同犯此戒。若自求倩織師。若	墮 自 倩 使 人 儔 同 犯 此 戒 若 自 求 倩 織 師 若 
T85n2788_001:0624c13	願彼空心為作無罪。	願 彼 空 心 為 作 無 罪 
T85n2788_001:0624c14	二十四非親理居士婦使織師織作衣　居士	二 十 四 非 親 理 居 士 婦 使 織 師 織 作 衣 居 士 
T85n2788_001:0624c15	欲為跋難陀作衣。而先不自恣。隨其所欲。又	欲 為 跋 難 陀 作 衣 而 先 不 自 恣 隨其所欲 又 
T85n2788_001:0624c16	令作衣縷賈以定。而難陀私化織師求作上	令 作 衣 縷 賈 以 定 而 難 陀 私 化 織 師 求 作 上 
T85n2788_001:0624c17	衣。既廣且緻。用縷過部。又得衣已不雇織	衣 既 廣 且 緻 用 縷 過 部 又 得 衣 已 不 雇 織 
T85n2788_001:0624c18	師居士失縷。極大瞋恨。織師空作心亦懷忿。	師 居 士 失 縷 極 大 瞋 恨 織 師 空 作 心 亦 懷 忿 
T85n2788_001:0624c19	雖求一衣二處得罪。居士邊捨墮。織師邊得	雖 求 一 衣 二 處 得 罪 居 士 邊 捨 墮 織 師 邊 得 
T85n2788_001:0624c20	二種。若先決定許與物。而後不與犯重。若先	二 種 若 先 決 定 許 與 物 而 後 不 與 犯 重 若 先 
T85n2788_001:0624c21	心而口言與犯墮。	心 而 口 言 與 犯 墮 
T85n2788_001:0624c22	二十五與他比丘衣後瞋故自奪教人奪　往	二 十 五 與 他 比 丘 衣 後 瞋 故 自 奪 教 人 奪 往 
