T22n1424_001:0214a17	彌沙塞羯磨本	彌 沙 塞 羯 磨 本 
T22n1424_001:0218c16	所守護物，盜五錢，非式叉摩那、非釋種女。是	所 守 護 物 盜 五 錢 非 式叉摩那 非 釋 種 女 是 
T22n1424_001:0218c17	中盡形壽不得犯。能持不？」(答言：「能。」)「一切殺生乃至	中 盡 形 壽 不 得 犯 能 持 不 答 言 能 一 切 殺 生 乃 至 
T22n1424_001:0218c18	蟻子。若式叉摩那，若以人自手斷命、持刀授	蟻 子 若 式叉摩那 若 以 人 自 手 斷 命 持 刀 授 
T22n1424_001:0218c19	與、教人殺、教死讚死，非式叉摩那、非釋種女。	與 教 人 殺 教 死 讚 死 非 式叉摩那 非 釋 種 女 
T22n1424_001:0218c20	是中盡形壽不得犯。能持不？」(答言：「能。」)「一切不得妄	是 中 盡 形 壽 不 得 犯 能 持 不 答 言 能 一 切 不 得 妄 
T22n1424_001:0218c21	語乃至戲笑。若式叉摩那自無過人法，若言	語 乃 至 戲 笑 若 式叉摩那 自 無 過 人 法 若 言 
T22n1424_001:0218c22	有諸禪、解脫、三昧正受、若道若果，非式叉摩	有 諸 禪 解 脫 三 昧 正 受 若 道 若 果 非 式 叉 摩 
T22n1424_001:0218c23	那、非釋種女。是中盡形壽不得犯。能持不？」(答言：「能。」)「不飲酒。若式叉摩那飲酒，非式叉摩那。是	那 非 釋 種 女 是 中 盡 形 壽 不 得 犯 能 持 不 答 言 能 不 飲 酒 若 式叉摩那 飲 酒 非 式叉摩那 是 
T22n1424_001:0218c24	中盡形壽不得犯。能持不？」(答言：「能。」)「不得非時食。若	中 盡 形 壽 不 得 犯 能 持 不 答 言 能 不 得 非 時 食 若 
T22n1424_001:0218c25	式叉摩那非時食，非式叉摩那。是中盡形壽	式叉摩那 非 時 食 非 式叉摩那 是 中 盡 形 壽 
T22n1424_001:0218c26	不得犯。能持不？」(答言：「能。」前四根本、後二喜為，故別令其二歲修學。若犯前四，應當驅擯。若犯	不 得 犯 能 持 不 答 言 能 前 四 根 本 後 二 喜 為 故 別 令 其 二 歲 修 學 若 犯 前 四 應 當 驅 擯 若 犯 
T22n1424_001:0218c27	後二，准《四分律》應更與戒。然《四分》中，後二同此前四，即是四重方便，謂與男子身相觸、盜減五錢、斷畜生命、作小妄	後 二 准 四 分 律 應 更 與 戒 然 四 分 中 後 二 同 此 前 四 即 是 四 重 方 便 謂 與 男 子 身 相 觸 盜 減 五 錢 斷 畜 生 命 作 小 妄 
T22n1424_001:0219a01	語。若犯此四，亦更與戒。一切尼戒法並皆應學，除自手取食授食與他。若依《僧祇》，隨順行十八事。若日月不滿二歲，	語 若 犯 此 四 亦 更 與 戒 一 切 尼 戒 法 並 皆 應 學 除 自 手 取 食 授 食 與 他 若 依 僧 祇 隨 順 行 十 八 事 若 日 月 不 滿 二 歲 
T22n1424_001:0219a02	不應與受具足戒，故《四分》云，一歲者十二月)受比丘尼戒法(依此宗中尼六種受	不 應 與 受具足戒 故 四 分 云 一 歲 者 十 二 月 受 比丘尼戒 法 依 此 宗 中 尼 六 種 受 
T22n1424_001:0219a03	戒之法：一、八敬；二、十一眾；三、二十眾；四、遙受；五、十二曾嫁；六、義立邊地十人。初局波闍一人，二准五百釋女，餘之四	戒 之 法 一 八 敬 二 十 一 眾 三 二 十 眾 四 遙 受 五 十 二 曾 嫁 六 義 立 邊 地 十 人 初 局 波 闍 一 人 二 准 五 百 釋 女 餘 之 四 
T22n1424_001:0219a04	受通於一切也)。	受 通 於 一 切 也 
T22n1424_001:0219a05	先明本法(須具八緣)。一、請和上法(須請之意，比丘中已釋。應偏袒右肩，脫革屣，胡	先 明 本 法 須 具 八 緣 一 請 和 上 法 須 請 之 意 比 丘 中 已 釋 應 偏袒右肩 脫 革 屣 胡 
T22n1424_001:0219a06	跪合掌請云)。	跪 合 掌 請 云 
T22n1424_001:0219a07	「我某甲，今求尊為和上。尊為我作和上，我樂	 我 某 甲 今 求 尊 為 和 上 尊 為 我 作 和 上 我 樂 
T22n1424_001:0219a08	尊為和上。依止尊為和上故，得受具足戒。」(三說。和上	尊 為 和 上 依 止 尊 為 和 上 故 得 受具足戒 三 說 和 上 
T22n1424_001:0219a09	應答言)「可爾。」(或言)「當教誡汝。」(或言)「汝莫放逸。」二、安受	應 答 言 可 爾 或 言 當 教 誡 汝 或 言 汝 莫 放 逸 二 安 受 
T22n1424_001:0219a10	戒人(律云：諸比丘弟子學二歲戒，不合意，便與受具足戒。佛言：「不應爾。犯者突吉羅。從今聽合和上、阿闍	戒 人 律 云 諸 比 丘 弟 子 學 二 歲 戒 不 合 意 便 與 受具足戒 佛 言 不 應 爾 犯 者 突 吉 羅 從 今 聽 合 和 上 阿 闍 
T22n1424_001:0219a11	梨意，乃為集十眾。」至受戒處，將受戒人著眼見耳不聞處)。	梨 意 乃 為 集 十 眾 至 受 戒 處 將 受 戒 人 著 眼 見 耳 不 聞 處 
T22n1424_001:0219a12	三、差教受師法(和上應語羯磨師云)。	三 差 教 受 師 法 和 上 應 語 羯 磨 師 云 
T22n1424_001:0219a13	「長老！今受羯磨。」(如是差已，羯磨師云)「阿姨僧聽！某甲，求某	 長 老 今 受 羯 磨 如 是 差 已 羯 磨 師 云 阿 姨 僧 聽 某 甲 求 某 
T22n1424_001:0219a14	甲受具足戒，某甲作教授師。若僧時到僧	甲 受具足戒 某 甲 作 教 授 師 若僧時到 僧 
T22n1424_001:0219a15	忍聽。白如是。」四、教授師撿問法(一問和上，二問受戒人。先應起	忍 聽 白 如 是 四 教 授 師 撿 問 法 一 問 和 上 二 問 受 戒 人 先 應 起 
T22n1424_001:0219a16	至和上前問云)	至 和 上 前 問 云 
T22n1424_001:0219a17	「已度此人未？」(答言：「未。」應言：「先度之。」若言：「已度。」應語言)	 已 度 此 人 未 答 言 未 應 言 先 度 之 若 言 已 度 應 語 言 
T22n1424_001:0219a18	「為作和上未？」(若言：「未。」應語：「為作和上。」若言已作，應問云)。	 為 作 和 上 未 若 言 未 應 語 為 作 和 上 若 言 已 作 應 問 云 
T22n1424_001:0219a19	「此欲受戒人，學二歲戒日滿不？衣鉢具不？」(答言：	 此 欲 受 戒 人 學 二 歲 戒 日 滿 不 衣 鉢 具 不 答 言 
T22n1424_001:0219a20	「不具。」應語令具。若：「言具。」復應問云)。	 不 具 應 語 令 具 若 言 具 復 應 問 云 
T22n1424_001:0219a21	「為是己有？為從人借？」(答言：「借。」應語主令捨。然後乃往欲受戒人所，語言)	 為 是 己 有 為 從 人 借 答 言 借 應 語 主 令 捨 然 後 乃 往 欲 受 戒 人 所 語 言 
T22n1424_001:0219a22	「汝莫恐怖！須臾當著汝於高勝處。」(答言：「爾。」若先不諳悉，應小披	 汝 莫 恐 怖 須 臾 當 著 汝 於 高 勝 處 答 言 爾 若 先 不 諳 悉 應 小 披 
T22n1424_001:0219a23	衣觀看。無遮受戒法，應問言)	衣 觀 看 無 遮 受 戒 法 應 問 言 
T22n1424_001:0219a24	「何者是汝僧伽梨、優多羅僧、安陀會、覆肩衣、	 何 者 是 汝 僧 伽 梨 優 多 羅 僧 安 陀 會 覆 肩 衣 
T22n1424_001:0219a25	欲衣？」(彼若不識，應語令識。次應與受衣鉢。復應語言)	欲 衣 彼 若 不 識 應 語 令 識 次 應 與 受 衣 鉢 復 應 語 言 
T22n1424_001:0219b01	「汝某甲聽！今是實語時。我今問汝，若有當言	 汝 某 甲 聽 今 是 實 語 時 我 今 問 汝 若 有 當 言 
T22n1424_001:0219b02	有、若無當言無。汝不殺父耶？汝不殺母耶？汝	有 若 無 當 言 無 汝 不 殺 父 耶 汝 不 殺 母 耶 汝 
T22n1424_001:0219b03	不殺阿羅漢耶？汝不惡心出佛身血耶？汝不	不 殺阿羅漢 耶 汝 不 惡心出佛身血 耶 汝 不 
T22n1424_001:0219b04	破和合僧耶？汝不犯淨行比丘耶？汝非非人	破 和 合 僧 耶 汝 不 犯 淨 行 比 丘 耶 汝 非 非 人 
T22n1424_001:0219b05	耶？汝非畜生耶？汝非黃門耶？汝非二形耶？汝	耶 汝 非 畜 生 耶 汝 非 黃 門 耶 汝 非 二 形 耶 汝 
T22n1424_001:0219b06	非自剃頭自稱比丘尼耶？汝非捨內外道耶？	非 自 剃 頭 自 稱 比 丘 尼 耶 汝 非 捨 內 外 道 耶 
T22n1424_001:0219b07	汝不曾出家持戒不完具耶？」(若隨問答皆言無者，又應問言)「女人	汝 不 曾 出 家 持 戒 不 完 具 耶 若 隨 問 答 皆 言 無 者 又 應 問 言 女 人 
T22n1424_001:0219b08	有如是病：癩病、白癩病、乾痟病、癲狂病、癕疽	有 如 是 病 癩 病 白 癩 病 乾 痟 病 癲 狂 病 癕 疽 
T22n1424_001:0219b09	漏病脂出病。如是等重病汝有不？汝非負債	漏 病 脂 出 病 如 是 等 重 病 汝 有 不 汝 非 負 債 
T22n1424_001:0219b10	人不？汝非他婦不？夫主聽不？(隨當時有者問之)汝非屬	人 不 汝 非 他 婦 不 夫 主 聽 不 隨 當 時 有 者 問 之 汝 非 屬 
T22n1424_001:0219b11	官不？汝非婢不？汝是人不？女根具足不？汝非	官 不 汝 非 婢 不 汝 是 人 不 女 根 具 足 不 汝 非 
T22n1424_001:0219b12	黃門不？汝非石女不？汝非二道合不？月病常	黃 門 不 汝 非 石 女 不 汝 非 二 道 合 不 月 病 常 
T22n1424_001:0219b13	出不？汝學二歲戒日滿不？汝已求和上未？父	出 不 汝 學 二 歲 戒 日 滿 不 汝 已 求 和 上 未 父 
T22n1424_001:0219b14	母聽不？欲受具足戒不？」(若隨問皆如法答者，又應教言)「如我今	母 聽 不 欲 受具足戒 不 若 隨 問 皆 如 法 答 者 又 應 教 言 如 我 今 
T22n1424_001:0219b15	問，後僧中亦當如是問汝，汝亦當如是答。」	問 後 僧 中 亦 當 如 是 問 汝 汝 亦 當 如 是 答 
T22n1424_001:0219b16	五、召入眾中法(彼教誡師應還僧中立，白言)「我已問竟。」(羯磨師應白言)「阿	五 召 入 眾 中 法 彼 教 誡 師 應 還 僧 中 立 白 言 我 已 問 竟 羯 磨 師 應 白 言 阿 
T22n1424_001:0219b17	姨僧聽！某甲，求某甲受具足戒。某甲已問竟，	姨 僧 聽 某 甲 求 某 甲 受具足戒 某 甲 已 問 竟 
T22n1424_001:0219b18	今聽將來。若僧時到僧忍聽。白如是。」(教師應往將來，教禮	今 聽 將 來 若僧時到 僧 忍 聽 白 如 是 教 師 應 往 將 來 教 禮 
T22n1424_001:0219b19	僧眾)。	僧 眾 
T22n1424_001:0219b20	六、教乞戒法(禮僧足已，將至羯磨師所，胡跪合掌白羯磨師，從僧乞受具足戒。教言)「我	六 教 乞 戒 法 禮 僧 足 已 將 至 羯 磨 師 所 胡 跪 合 掌 白 羯 磨 師 從 僧 乞 受具足戒 教 言 我 
T22n1424_001:0219b21	某甲，求某甲和上受具足戒。今從僧乞受具	某 甲 求 某 甲 和 上 受具足戒 今 從 僧 乞 受 具 
T22n1424_001:0219b22	足戒，和上某甲。願僧拔濟我，憐愍故。」(三乞已，教誡師然後	足 戒 和 上 某 甲 願 僧 拔 濟 我 憐 愍 故 三 乞 已 教 誡 師 然 後 
T22n1424_001:0219b23	復坐)	復 坐 
T22n1424_001:0219b24	七、戒師白和上(羯磨師應白云)「阿姨僧聽！此某甲，求某	七 戒 師 白 和 上 羯 磨 師 應 白 云 阿 姨 僧 聽 此 某 甲 求 某 
T22n1424_001:0219b25	甲受具足戒。從僧乞受具足戒，和上某甲。我	甲 受具足戒 從 僧 乞 受具足戒 和 上 某 甲 我 
T22n1424_001:0219b26	今於僧中問諸難事，及為作受具足戒羯磨。	今 於 僧 中 問 諸 難 事 及 為 作 受具足戒 羯 磨 
T22n1424_001:0219b27	若僧時到僧忍聽。白如是。」八、羯磨師問法(應語言：「汝	若僧時到 僧 忍 聽 白 如 是 八 羯 磨 師 問 法 應 語 言 汝 
T22n1424_001:0219b28	某甲聽！今是實語時，乃至欲受具足戒不？」一如上教授師問法。彼皆具答已)	某 甲 聽 今 是 實 語 時 乃 至 欲 受具足戒 不 一 如 上 教 授 師 問 法 彼 皆 具 答 已 
T22n1424_001:0219c01	九、正授本法(羯磨師應隨機示導令發上心。使具本法已，應作白言)。	九 正 授 本 法 羯 磨 師 應 隨 機 示 導 令 發 上 心 使 具 本 法 已 應 作 白 言 
T22n1424_001:0219c02	「阿姨僧聽！此某甲，求某甲受具足戒。彼從僧	 阿 姨 僧 聽 此 某 甲 求 某 甲 受具足戒 彼 從 僧 
T22n1424_001:0219c03	乞受具足戒，自說清淨，無諸難事，學二歲戒	乞 受具足戒 自 說 清 淨 無 諸 難 事 學 二 歲 戒 
T22n1424_001:0219c04	滿，五衣鉢具，已求和上，父母已聽，欲受具足	滿 五 衣 鉢 具 已 求 和 上 父 母 已 聽 欲 受 具 足 
T22n1424_001:0219c05	戒。善哉！僧今與某甲受具足戒、和上某甲。若	戒 善 哉 僧 今 與 某 甲 受具足戒 和 上 某 甲 若 
T22n1424_001:0219c06	僧時到僧忍聽。白如是。」「阿姨僧聽！此某甲，求	僧 時 到 僧 忍 聽 白 如 是 阿 姨 僧 聽 此 某 甲 求 
T22n1424_001:0219c07	某甲受具足戒。彼從僧乞受具足戒，自說清	某 甲 受具足戒 彼 從 僧 乞 受具足戒 自 說 清 
T22n1424_001:0219c08	淨，無諸難事，學二歲戒滿，五衣鉢具，已求和	淨 無 諸 難 事 學 二 歲 戒 滿 五 衣 鉢 具 已 求 和 
T22n1424_001:0219c09	上，父母已聽，欲受具足戒。善哉！僧今與某	上 父 母 已 聽 欲 受具足戒 善 哉 僧 今 與 某 
T22n1424_001:0219c10	甲受具足戒，和上某甲。誰諸阿姨忍，默然；不	甲 受具足戒 和 上 某 甲 誰 諸 阿 姨 忍 默 然 不 
T22n1424_001:0219c11	忍者說。」(三說)「僧已與某甲受具足戒，和上某甲	忍 者 說 三 說 僧 已 與 某 甲 受具足戒 和 上 某 甲 
T22n1424_001:0219c12	竟。僧忍，默然故，是事如是持。」◎	竟 僧 忍 默 然 故 是事如是持 
T22n1424_001:0219c13	◎本法尼往大僧中受戒法(律云：彼和上阿闍梨復應集十比丘尼僧，將受	 本 法 尼 往 大 僧 中 受 戒 法 律 云 彼 和 上 阿 闍 梨 復 應 集 十 比 丘 尼 僧 將 受 
T22n1424_001:0219c14	戒人往比丘僧中，義准尼僧，自結大界，護別眾過之)。	戒 人 往 比 丘 僧 中 義 准 尼 僧 自 結 大 界 護 別 眾 過 之 
T22n1424_001:0219c15	請羯磨師法(律無正文，准前比丘受戒，亦令加請。應教言)「我某甲，今請	請 羯 磨 師 法 律 無 正 文 准 前 比 丘 受 戒 亦 令 加 請 應 教 言 我 某 甲 今 請 
T22n1424_001:0219c16	大德為羯磨阿闍梨，願大德為我作羯磨阿	大 德 為 羯磨阿闍梨 願 大 德 為 我 作 羯 磨 阿 
T22n1424_001:0219c17	闍梨。我依大德故得受大戒，慈愍故。」(三請已，彼應答言)	闍 梨 我 依 大 德 故 得 受 大 戒 慈 愍 故 三 請 已 彼 應 答 言 
T22n1424_001:0219c18	「可爾。」乞受大戒法(律云：應在比丘羯磨師前小遠，兩膝著地乞受具足戒。尼羯磨師應教	 可 爾 乞 受 大 戒 法 律 云 應 在 比 丘 羯 磨 師 前 小 遠 兩 膝 著 地 乞 受具足戒 尼 羯 磨 師 應 教 
T22n1424_001:0219c19	言)。	言 
T22n1424_001:0219c20	「我某甲，求某甲和上受具足戒，已於眾中受	 我 某 甲 求 某 甲 和 上 受具足戒 已 於 眾 中 受 
T22n1424_001:0219c21	具足戒竟。清淨無諸難事，已學二歲戒滿，衣	具 足 戒 竟 清 淨 無 諸 難 事 已 學 二 歲 戒 滿 衣 
T22n1424_001:0219c22	鉢具足，已求和上，父母已聽，不犯麁惡罪，欲	鉢 具 足 已 求 和 上 父 母 已 聽 不 犯 麁 惡 罪 欲 
T22n1424_001:0219c23	受具足戒。今從僧乞受具足戒，和上某甲。願	受具足戒 今 從 僧 乞 受具足戒 和 上 某 甲 願 
T22n1424_001:0219c24	僧拔濟我，憐愍故。」(三說)羯磨師問法(律云：問法。又乞戒中已言清淨	僧 拔 濟 我 憐 愍 故 三 說 羯 磨 師 問 法 律 云 問 法 又 乞 戒 中 已 言 清 淨 
T22n1424_001:0219c25	問，然諸部中共行問法，故須撿問。羯磨師索欲問和訖，應作白云)。	問 然 諸 部 中 共 行 問 法 故 須 撿 問 羯 磨 師 索 欲 問 和 訖 應 作 白 云 
T22n1424_001:0219c26	「大德僧聽！此某甲，求某甲受具足戒。彼從僧	 大德僧聽 此 某 甲 求 某 甲 受具足戒 彼 從 僧 
T22n1424_001:0219c27	乞受具足戒。我今當問諸難事，及為作受具	乞 受具足戒 我 今 當 問 諸 難 事 及 為 作 受 具 
T22n1424_001:0219c28	足戒羯磨。若僧時到僧忍聽。白如是。」正問遮	足 戒 羯 磨 若僧時到 僧 忍 聽 白 如 是 正 問 遮 
T22n1424_001:0220a01	難法(先應安慰，如上說已。又應問云：「今是實語時，乃至欲受具足戒不？」一一如上。師問法已)。	難 法 先 應 安 慰 如 上 說 已 又 應 問 云 今 是 實 語 時 乃 至 欲 受具足戒 不 一 一 如 上 師 問 法 已 
T22n1424_001:0220a02	正受戒體法(說法開導，誡令專心承受戒法，如前所說)「大德僧聽！此某	正 受 戒 體 法 說 法 開 導 誡 令 專 心 承 受 戒 法 如前所說 大德僧聽 此 某 
T22n1424_001:0220a03	甲，求某甲受具足戒。已於一眾中受具足戒	甲 求 某 甲 受具足戒 已 於 一 眾 中 受具足戒 
T22n1424_001:0220a04	竟。清淨無諸難事，已學二歲戒滿，先所應	竟 清 淨 無 諸 難 事 已 學 二 歲 戒 滿 先 所 應 
T22n1424_001:0220a05	作已作，衣鉢具足，已求和上，父母已聽，不犯	作 已 作 衣 鉢 具 足 已 求 和 上 父 母 已 聽 不 犯 
T22n1424_001:0220a06	麁惡罪，欲受具足戒。今從僧乞受具足戒，和	麁 惡 罪 欲 受具足戒 今 從 僧 乞 受具足戒 和 
T22n1424_001:0220a07	上某甲。善哉！僧今與某甲受具足戒，和上某	上 某 甲 善 哉 僧 今 與 某 甲 受具足戒 和 上 某 
T22n1424_001:0220a08	甲。若僧時到僧忍聽。白如是。」「大德僧聽！此某	甲 若僧時到 僧 忍 聽 白 如 是 大德僧聽 此 某 
T22n1424_001:0220a09	甲，求某甲受具足戒。已於一眾中受具足戒	甲 求 某 甲 受具足戒 已 於 一 眾 中 受具足戒 
T22n1424_001:0220a10	竟。清淨無諸難事，已學二歲戒滿，先所應作	竟 清 淨 無 諸 難 事 已 學 二 歲 戒 滿 先 所 應 作 
T22n1424_001:0220a11	已作，衣鉢具足，已求和上，父母已聽，不犯	已 作 衣 鉢 具 足 已 求 和 上 父 母 已 聽 不 犯 
