X17n0323_001:0135a03	 楞伽經序	 楞 伽 經 序 
X17n0323_001:0152c20	轉。	轉 
X17n0323_001:0152c21	涅槃生死本無定法故無異不異相而聲聞惑以	涅 槃 生 死 本 無 定 法 故 無 異 不 異 相 而 聲 聞 惑 以 
X17n0323_001:0152c22	為異則曰諸聲聞畏生死等以畏生死故亟欲出	為 異 則 曰 諸 聲 聞 畏 生 死 等 以 畏 生 死 故 亟 欲 出 
X17n0323_001:0152c23	離而求涅槃故趣寂滅樂而不知生死涅槃凡差	離 而 求 涅 槃 故 趣 寂 滅 樂 而 不 知 生死涅槃 凡 差 
X17n0323_001:0152c24	別一切性悉是妄想曾無實性故曰非性抑不知	別 一 切 性 悉 是 妄 想 曾 無 實 性 故 曰 非 性 抑 不 知 
X17n0323_001:0153a01	所謂憎與愛者正是生死根本而以愛求涅槃以	所 謂 憎 與 愛 者 正 是 生 死 根 本 而 以 愛 求 涅 槃 以 
X17n0323_001:0153a02	憎惡生死故終非解脫圓覺所謂伏我愛根為涅	憎 惡 生 死 故 終 非 解 脫 圓 覺 所 謂 伏 我 愛 根 為 涅 
X17n0323_001:0153a03	槃故是也未來諸根等即彼以小乘智眼見未來	槃 故 是 也 未 來 諸 根 等 即 彼 以 小 乘 智 眼 見 未 來 
X17n0323_001:0153a04	根境息滅認為涅槃則妄想而已豈真所謂自覺	根 境 息 滅 認 為 涅 槃 則 妄 想 而 已 豈 真 所 謂 自 覺 
X17n0323_001:0153a05	聖知所趣境界及藏識搆所搆相轉之涅槃哉此	聖 知 所 趣 境 界 及 藏 識 搆 所 搆 相 轉 之 涅 槃 哉 此 
X17n0323_001:0153a06	以後章知之殆不容異釋也是故凡愚說有三乘	以 後 章 知 之 殆 不 容 異 釋 也 是 故 凡 愚 說 有 三 乘 
X17n0323_001:0153a07	者謂一乘涅槃非彼所知故為凡愚施於三乘說	者 謂 一 乘 涅 槃 非 彼 所 知 故 為 凡 愚 施 於 三 乘 說 
X17n0323_001:0153a08	心量趣無所有即小教真空涅槃也然則彼言非	心 量 趣 無 所 有 即 小 教 真 空 涅 槃 也 然 則 彼 言 非 
X17n0323_001:0153a09	邪曰否不可非但為接引小機方便說爾皆由不	邪 曰 否 不 可 非 但 為 接 引 小 機 方 便 說 爾 皆 由 不 
X17n0323_001:0153a10	知唯自心現而見心外有法故非一乘夫惟自心	知 唯 自 心 現 而 見 心 外 有 法 故 非 一 乘 夫 惟 自 心 
X17n0323_001:0153a11	現者則生死涅槃本來平等從勝言之即三世諸	現 者 則 生死涅槃 本 來 平 等 從 勝 言 之 即 三 世 諸 
X17n0323_001:0153a12	佛涅槃妙心也心外有法者見生死涅槃有異以	佛 涅 槃 妙 心 也 心 外 有 法 者 見 生死涅槃 有 異 以 
X17n0323_001:0153a13	偏言之即一切眾生生死塵勞也故於自心現境	偏 言 之 即 一 切 眾 生 生 死 塵 勞 也 故 於 自 心 現 境 
X17n0323_001:0153a14	界則以如來言心外現境界則以生死輪言其實	界 則 以 如 來 言 心 外 現 境 界 則 以 生 死 輪 言 其 實 
X17n0323_001:0153a15	二者不離當處乃知生佛不二迷悟懸殊究竟到	二 者 不 離 當 處 乃 知 生 佛 不 二 迷 悟 懸 殊 究 竟 到 
X17n0323_001:0153a16	頭本來平等。○右第十三章。	頭 本 來 平 等 右 第 十 三 章 
X17n0323_001:0153a17	復次大慧一切法不生是過去未來現在諸如來所	復 次 大 慧 一 切 法 不 生 是 過去未來現在 諸 如 來 所 
X17n0323_001:0153a18	說所以者何謂自心現性非性離有非有生故大慧	說 所以者何 謂 自 心 現 性 非 性 離 有 非 有 生 故 大 慧 
X17n0323_001:0153a19	一切性不生一切法如兔馬等角是愚癡凡夫不覺	一 切 性 不 生 一切法如 兔 馬 等 角 是 愚 癡 凡 夫 不 覺 
X17n0323_001:0153a20	妄想自性妄想故大慧一切法不生自覺聖知趣境	妄 想 自性妄想 故 大 慧 一 切 法 不 生 自 覺 聖 知 趣 境 
X17n0323_001:0153a21	界者一切性自性相不生非彼愚夫妄想二境界自	界 者 一 切 性 自 性 相 不 生 非 彼 愚 夫 妄 想 二 境 界 自 
X17n0323_001:0153a22	性身財建立趣自性相大慧藏識攝所攝相轉愚夫	性 身 財 建 立 趣 自 性 相 大 慧 藏 識 攝 所 攝 相 轉 愚 夫 
X17n0323_001:0153a23	墮生住滅二見希望一切性生有非有妄想生非聖	墮 生 住 滅 二 見 希 望 一 切 性 生 有 非 有 妄 想 生 非 聖 
X17n0323_001:0153a24	賢也大慧於彼應當修學。	賢 也 大 慧 於 彼 應 當 修 學 
X17n0323_001:0153b01	一切法不生三世諸佛為破迷遣相說也諸佛分	一 切 法 不 生 三世諸佛 為 破 迷 遣 相 說 也 諸 佛 分 
X17n0323_001:0153b02	上覓無生尚不可得況言一切法乎然則言一切	上 覓 無 生 尚 不 可 得 況 言 一 切 法 乎 然 則 言 一 切 
X17n0323_001:0153b03	法不生是生即無生無生即生惟其眾生無始但	法 不 生 是 生 即 無 生 無 生 即 生 惟 其 眾 生 無 始 但 
X17n0323_001:0153b04	著諸法破昔計故約對治說故言不生若達一切	著 諸 法 破 昔 計 故 約 對 治 說 故 言 不 生 若 達 一 切 
X17n0323_001:0153b05	法不生復何事哉所以下徵釋其義謂自心現性	法 不 生 復 何 事 哉 所 以 下 徵 釋 其 義 謂 自 心 現 性 
X17n0323_001:0153b06	非性者以一切法唯自心現心性無性則一切法	非 性 者 以 一 切 法 唯 自 心 現 心 性 無 性 則 一 切 法 
X17n0323_001:0153b07	亦非性既非實性其法不生豈直離有生亦離非	亦 非 性 既 非 實 性 其 法 不 生 豈 直 離 有 生 亦 離 非 
X17n0323_001:0153b08	有生性即中道當體離故故曰離有非有生大經	有 生 性 即 中 道 當 體 離 故 故 曰 離 有 非 有 生 大 經 
X17n0323_001:0153b09	所謂不生不生是也於是大慧下約迷悟以示得	所 謂 不 生 不 生 是 也 於 是 大 慧 下 約 迷 悟 以 示 得 
X17n0323_001:0153b10	失謂若直言一切性不生計一切法如兔馬之無	失 謂 若 直 言 一 切 性 不 生 計 一切法如 兔 馬 之 無 
X17n0323_001:0153b11	角非即生以言不生則是愚夫不覺妄想自性之	角 非 即 生 以 言 不 生 則 是 愚 夫 不 覺 妄 想 自 性 之 
X17n0323_001:0153b12	妄想故墮斷滅有無等見非今所謂不生若言一	妄 想 故 墮 斷 滅 有 無 等 見 非 今 所 謂 不 生 若 言 一 
X17n0323_001:0153b13	切法不生是自覺聖智所趣境界了一切法性相	切 法 不 生 是 自覺聖智 所 趣 境 界 了 一切法性 相 
X17n0323_001:0153b14	俱不生不生而生建立諸法以悟例凡未始增減	俱 不 生 不 生 而 生 建 立 諸 法 以 悟 例 凡 未 始 增 減 
X17n0323_001:0153b15	日用不知故說不生以示之非彼愚夫等者則又	日 用 不 知 故 說 不 生 以 示 之 非 彼 愚 夫 等 者 則 又 
X17n0323_001:0153b16	覆揀前妄境本無二惟其以妄想故取著有無故	覆 揀 前 妄 境 本 無 二 惟 其 以 妄 想 故 取 著 有 無 故 
X17n0323_001:0153b17	二於境界亦是於生外別說無生則二境界自性	二 於 境 界 亦 是 於 生 外 別 說 無 生 則 二 境 界 自 性 
X17n0323_001:0153b18	至於身財建立近從我所以隨情故亦趣妄想自	至 於 身 財 建 立 近 從 我 所 以 隨 情 故 亦 趣 妄 想 自 
X17n0323_001:0153b19	性相葢無適而非妄者此迷悟得失所以異也要	性 相 葢 無 適 而 非 妄 者 此 迷 悟 得 失 所 以 異 也 要 
X17n0323_001:0153b20	之生不生異者本於藏識攝所攝相轉言攝所攝	之 生 不 生 異 者 本 於 藏 識 攝 所 攝 相 轉 言 攝 所 攝 
X17n0323_001:0153b21	則六識若轉藏識為六識則不生即生轉攝所攝	則 六 識 若 轉 藏 識 為 六 識 則 不 生 即 生 轉 攝 所 攝 
X17n0323_001:0153b22	相為藏識則生即不生愚夫不了於攝所攝境墮	相 為 藏 識 則 生 即 不 生 愚 夫 不 了 於 攝 所 攝 境 墮 
X17n0323_001:0153b23	生滅二見由是希望取著一切性生要亦不出有	生 滅 二 見 由 是 希 望 取 著 一 切 性 生 要 亦 不 出 有 
X17n0323_001:0153b24	無而已宜非賢聖所得無生故結勸於彼所當修	無 而 已 宜 非 賢 聖 所 得 無 生 故 結 勸 於 彼 所 當 修 
X17n0323_001:0153c01	學也。○右第十四章。	學 也 右 第 十 四 章 
X17n0323_001:0153c03	楞伽阿跋	楞 伽 阿 跋 
X17n0323_002:0153c07	楞伽阿跋多羅寶經通義卷第二	楞 伽 阿 跋 多 羅 寶 經 通 義 卷 第 二 
X17n0323_002:0153c08	一切佛語心品第一之一(餘)	一 切 佛 語 心 品 第 一 之 一 餘 
X17n0323_002:0153c09	復次大慧有五無間種性云何為五謂聲聞乘無間	復 次 大 慧 有 五 無 間 種 性 云 何 為 五 謂 聲 聞 乘 無 間 
X17n0323_002:0153c10	種性緣覺乘無間種性如來乘無間種性不定種性	種 性 緣 覺 乘 無 間 種 性 如 來 乘 無 間 種 性 不定種性 
X17n0323_002:0153c11	各別種性云何知聲聞乘無間種性若聞說得陰界	各 別 種 性 云 何 知 聲 聞 乘 無 間 種 性 若 聞 說 得 陰 界 
X17n0323_002:0153c12	入自共相斷知時舉身毛孔熈怡欣悅及樂脩相智	入 自 共 相 斷 知 時 舉 身 毛 孔 熈 怡 欣 悅 及 樂 脩 相 智 
X17n0323_002:0153c13	不脩緣起發悟之相是名聲聞乘無間種性聲聞無	不 脩 緣 起 發 悟 之 相 是 名 聲 聞 乘 無 間 種 性 聲 聞 無 
X17n0323_002:0153c14	間見第八地起煩惱斷習煩惱不斷不度不思議變	間 見 第 八 地 起 煩 惱 斷 習 煩 惱 不 斷 不 度 不思議變 
X17n0323_002:0153c15	易死度分段死正師子吼我生已盡梵行已立不受	易 死 度 分 段 死 正師子吼 我 生 已 盡 梵 行 已 立 不 受 
X17n0323_002:0153c16	後有如實知脩習人無我乃至得般涅槃覺大慧各	後 有 如 實 知 脩 習 人 無 我 乃 至 得般涅槃 覺 大 慧 各 
X17n0323_002:0153c17	別無間者我人眾生壽命長養士夫彼諸眾生作如	別 無 間 者 我 人 眾 生 壽 命 長 養 士 夫 彼 諸 眾 生 作 如 
X17n0323_002:0153c18	是覺求般涅槃復有異外道說悉由作者見一切性	是 覺 求 般 涅 槃 復 有 異 外 道 說 悉 由 作 者 見 一 切 性 
X17n0323_002:0153c19	已言此是般涅槃作如是覺法無我見非分彼無解	已 言 此 是 般 涅 槃 作 如 是 覺 法 無 我 見 非 分 彼 無 解 
X17n0323_002:0153c20	脫大慧此諸聲聞乘無間外道種性不出出覺為轉	脫 大 慧 此 諸聲聞乘 無 間 外 道 種 性 不 出 出 覺 為 轉 
X17n0323_002:0153c21	彼惡見故應當脩學。	彼 惡 見 故 應 當 脩 學 
X17n0323_002:0153c22	凡言種性差別者其初本一由種習異而有內外	凡 言 種 性 差 別 者 其 初 本 一 由 種 習 異 而 有 內 外 
X17n0323_002:0153c23	大小定及不定此經所以明種性有五通標無間	大 小 定 及 不 定 此 經 所 以 明 種 性 有 五 通 標 無 間 
X17n0323_002:0153c24	而三名之謂其種性純一無間雜故餘則不定也	而 三 名 之 謂 其 種 性 純 一 無 間 雜 故 餘 則 不 定 也 
X17n0323_002:0154a01	云何知聲聞下徵釋也若聞說得陰界入自共相	云 何 知 聲 聞 下 徵 釋 也 若 聞 說 得 陰 界 入 自 共 相 
X17n0323_002:0154a02	斷知時者謂聲聞以厭苦心聞於苦諦推果由因	斷 知 時 者 謂 聲 聞 以 厭 苦 心 聞 於 苦 諦 推 果 由 因 
X17n0323_002:0154a03	斷集知苦正爾之時適彼願故舉身怡悅及樂脩	斷 集 知 苦 正 爾 之 時 適 彼 願 故 舉 身 怡 悅 及 樂 脩 
X17n0323_002:0154a04	相智即樂滅脩道也對彼緣覺觀因緣觀發悟無	相 智 即 樂 滅 脩 道 也 對 彼 緣 覺 觀 因 緣 觀 發 悟 無 
X17n0323_002:0154a05	生則四諦者特相智爾文已通結聲聞而次分二	生 則 四 諦 者 特 相 智 爾 文 已 通 結 聲 聞 而 次 分 二 
X17n0323_002:0154a06	種曰無間種性等見第八地從後言也或可約通	種 曰 無 間 種 性 等 見 第 八 地 從 後 言 也 或 可 約 通 
X17n0323_002:0154a07	三乘說以性地無間三昧入八人地亦曰第八地	三 乘 說 以 性 地 無 間 三 昧 入 八 人 地 亦 曰 第 八 地 
X17n0323_002:0154a08	如般若所指(八人地名相如別釋)乃斷見之始言起煩惱斷	如 般 若 所 指 八 人 地 名 相 如 別 釋 乃 斷 見 之 始 言 起 煩 惱 斷 
X17n0323_002:0154a09	者謂現起見思煩惱斷也習煩惱不斷者約大判	者 謂 現 起 見 思 煩 惱 斷 也 習 煩 惱 不 斷 者 約 大 判 
X17n0323_002:0154a10	也正師子吼者當分說也謂至八地時自見如是	也 正師子吼 者 當 分 說 也 謂 至 八 地 時 自 見 如 是 
X17n0323_002:0154a11	以無畏說言我生已盡義該苦集二諦梵行已立	以 無 畏 說 言 我 生 已 盡 義 該 苦 集 二 諦 梵 行 已 立 
X17n0323_002:0154a12	不受後有即道滅二諦皆實不虗故曰如實知脩	不 受 後 有 即 道 滅 二 諦 皆 實 不 虗 故 曰 如 實 知 脩 
X17n0323_002:0154a13	習人無我乃至得涅槃覺言其始終也各別無間	習 人 無 我 乃 至 得 涅 槃 覺 言 其 始 終 也 各 別 無 間 
X17n0323_002:0154a14	者此以不異外道而言無間故列在其後今擢於	者 此 以 不 異 外 道 而 言 無 間 故 列 在 其 後 今 擢 於 
X17n0323_002:0154a15	此以類同言也我人眾生等具該十六略唯我人	此 以 類 同 言 也 我 人 眾 生 等 具 該 十 六 略 唯 我 人 
X17n0323_002:0154a16	知見實生死根本而彼外道反執是覺以求涅槃	知 見 實 生 死 根 本 而 彼 外 道 反 執 是 覺 以 求 涅 槃 
X17n0323_002:0154a17	復有計一切法悉由作者亦我見之一故見作者	復 有 計 一 切 法 悉 由 作 者 亦 我 見 之 一 故 見 作 者 
X17n0323_002:0154a18	是見一切性以是為涅槃然以求涅槃之心與之	是 見 一 切 性 以 是 為 涅 槃 然 以 求 涅 槃 之 心 與 之 
X17n0323_002:0154a19	亦同聲聞以於法無我解脫非分奪之實則外道	亦 同 聲 聞 以 於 法 無 我 解 脫 非 分 奪 之 實 則 外 道 
X17n0323_002:0154a20	故曰無間外道種性所謂附佛法外道也雖欲出	故 曰 無 間 外 道 種 性 所 謂 附 佛 法 外 道 也 雖 欲 出 
X17n0323_002:0154a21	離實不能動出三界故曰不出出覺與夫度分段	離 實 不 能 動 出 三 界 故 曰 不 出 出 覺 與 夫 度 分 段 
X17n0323_002:0154a22	死者異矣此本聲聞外道而亦勸學者為轉彼惡	死 者 異 矣 此 本 聲 聞 外 道 而 亦 勸 學 者 為 轉 彼 惡 
X17n0323_002:0154a23	見故先同後異化道則然如佛因地亦學二仙是	見 故 先 同 後 異 化 道 則 然 如 佛 因 地 亦 學 二 仙 是 
X17n0323_002:0154a24	也以劣況勝於餘勸學則略之也(一)。	也 以 劣 況 勝 於 餘 勸 學 則 略 之 也 一 
X17n0323_002:0154b01	大慧緣覺乘無間種性者若聞說各別緣無間舉身	大 慧 緣 覺 乘 無 間 種 性 者 若 聞 說 各 別 緣 無 間 舉 身 
X17n0323_002:0154b02	毛豎悲泣流淚不相近緣所有不著種種自身種種	毛 豎 悲 泣 流 淚 不 相 近 緣 所 有 不 著 種 種 自 身 種 種 
X17n0323_002:0154b03	神通若離若合種種變化聞說是時其心隨入若知	神 通 若 離 若 合 種 種 變 化 聞 說 是 時 其 心 隨 入 若 知 
X17n0323_002:0154b04	彼緣覺乘無間種性已隨順為說緣覺之乘是名緣	彼 緣 覺 乘 無 間 種 性 已 隨 順 為 說 緣 覺 之 乘 是 名 緣 
X17n0323_002:0154b05	覺乘無間種性相大慧彼如來乘無間種性有四種	覺 乘 無 間 種 性 相 大 慧 彼 如 來 乘 無 間 種 性 有 四 種 
X17n0323_002:0154b06	謂自性法無間種性離自性法無間種性得自覺聖	謂 自 性 法 無 間 種 性 離 自 性 法 無 間 種 性 得 自 覺 聖 
X17n0323_002:0154b07	無間種性外剎殊勝無間種性大慧若聞此四事一	無 間 種 性 外 剎 殊 勝 無 間 種 性 大 慧 若 聞 此 四 事 一 
X17n0323_002:0154b08	一說時及說自心現身財建立不思議境界時心不	一 說 時 及 說 自 心 現 身 財 建 立 不思議境 界 時 心 不 
X17n0323_002:0154b09	驚怖者是名如來乘無間種性相大慧不定種性者	驚 怖 者 是 名 如 來 乘 無 間 種 性 相 大 慧 不定種性 者 
X17n0323_002:0154b10	謂說彼三種時隨說而入隨彼而成。	謂 說 彼 三 種 時 隨 說 而 入 隨 彼 而 成 
X17n0323_002:0154b11	緣覺種性言各別緣無間者即彼聞觀十二因緣	緣 覺 種 性 言 各 別 緣 無 間 者 即 彼 聞 觀十二因緣 
X17n0323_002:0154b12	三道等別而悟無生亦適願故悲感交集與前悲	三 道 等 別 而 悟 無 生 亦 適 願 故 悲 感 交 集 與 前 悲 
X17n0323_002:0154b13	喜異者凡感之極悲深於喜故於緣覺言之而樂	喜 異 者 凡 感 之 極 悲 深 於 喜 故 於 緣 覺 言 之 而 樂 
X17n0323_002:0154b14	獨善寂脩遠離行故曰不相近緣言其根性則有	獨 善 寂 脩 遠 離 行 故 曰 不 相 近 緣 言 其 根 性 則 有 
X17n0323_002:0154b15	麟喻部行說法神通等別今從得通者說故曰種	麟 喻 部 行 說 法 神 通 等 別 今 從 得 通 者 說 故 曰 種 
X17n0323_002:0154b16	種自身等若離若合即彼身通變現不一故也其	種 自 身 等 若 離 若 合 即 彼 身 通 變 現 不 一 故 也 其 
X17n0323_002:0154b17	心隨入者此以投機為入亦兼於證也知而為說	心 隨 入 者 此 以 投 機 為 入 亦 兼 於 證 也 知 而 為 說 
X17n0323_002:0154b18	則又據說法者言之文見此中實通餘四彼如來	則 又 據 說 法 者 言 之 文 見 此 中 實 通 餘 四 彼 如 來 
X17n0323_002:0154b19	乘無間種性有四種者不出脩性境智依正之別	乘 無 間 種 性 有 四 種 者 不 出 脩 性 境 智 依 正 之 別 
X17n0323_002:0154b20	以此四法能成機緣佛乘種性故也謂自性法則	以 此 四 法 能 成 機 緣 佛 乘 種 性 故 也 謂 自 性 法 則 
