T35n1731_001:0001a03	華嚴遊意	華 嚴 遊 意 
T35n1731_001:0011b28	異那得教同。解云。二師雖異施教並為顯道。	異 那 得 教 同 解 云 二 師 雖 異 施 教 並 為 顯 道 
T35n1731_001:0011b29	顯道不異故施教義同。何以故。道是所顯。	顯 道 不 異 故 施 教 義 同 何 以 故 道 是 所 顯 
T35n1731_001:0011c01	教是能表。所顯之道既無異。能表之教是同	教 是 能 表 所 顯 之 道 既 無 異 能 表 之 教 是 同 
T35n1731_001:0011c02	也。二佛既然。類十方諸佛亦爾。十方諸佛施	也 二 佛 既 然 類 十方諸佛 亦 爾 十方諸佛 施 
T35n1731_001:0011c03	教何所為。並顯道既同。為顯道故教義是同	教 何 所 為 並 顯 道 既 同 為 顯 道 故 教 義 是 同 
T35n1731_001:0011c04	也。	也 
T35n1731_001:0011c05	次明二佛教同者。同明因果法門。二佛教雖	次 明 二 佛 教 同 者 同 明 因 果 法 門 二 佛 教 雖 
T35n1731_001:0011c06	無量不出因果法門。因果法門。十方諸佛教	無 量 不 出 因 果 法 門 因 果 法 門 十方諸佛 教 
T35n1731_001:0011c07	亦爾。不出因果法門。十方諸佛教不出因果	亦 爾 不 出 因 果 法 門 十方諸佛 教 不 出 因 果 
T35n1731_001:0011c08	法門。今因果法門攝十方諸佛教盡。既明因	法 門 今 因 果 法 門 攝 十方諸佛 教 盡 既 明 因 
T35n1731_001:0011c09	果法門是同故二佛教不異也。然此因果非	果 法 門 是 同 故 二 佛 教 不 異 也 然 此 因 果 非 
T35n1731_001:0011c10	是數人六因五果之因果。論師同時因果。異	是 數 人 六 因 五 果 之 因 果 論 師 同 時 因 果 異 
T35n1731_001:0011c11	時因果。四緣三因因果。此等因果並非因果	時 因 果 四 緣 三 因 因 果 此 等 因 果 並 非 因 果 
T35n1731_001:0011c12	義。大師前將中論因果品來彈此因果。明非	義 大 師 前 將 中 論 因 果 品 來 彈 此 因 果 明 非 
T35n1731_001:0011c13	此因非此果。撿此因不得非因。求此果不得	此 因 非 此 果 撿 此 因 不 得 非 因 求 此 果 不 得 
T35n1731_001:0011c14	非果。彈如此因果竟。始得明今時因緣因緣	非 果 彈 如 此 因 果 竟 始 得 明 今 時 因 緣 因 緣 
T35n1731_001:0011c15	因果。因果則無礙亦得同時亦得異時。因緣	因 果 因 果 則 無 礙 亦 得 同 時 亦 得 異 時 因 緣 
T35n1731_001:0011c16	同時因緣異時。因緣同時不同時因緣異時	同 時 因 緣 異 時 因 緣 同 時 不 同 時 因 緣 異 時 
T35n1731_001:0011c17	不異時。雖不同時而同時。雖不異時而異時。	不 異 時 雖 不 同 時 而 同 時 雖 不 異 時 而 異 時 
T35n1731_001:0011c18	如空谷之嚮明鏡之像。恒須此意要須此	如 空 谷 之 嚮 明 鏡 之 像 恒 須 此 意 要 須 此 
T35n1731_001:0011c19	前彈他因果。始得明今時因緣因果。因緣因	前 彈 他 因 果 始 得 明 今 時 因 緣 因 果 因 緣 因 
T35n1731_001:0011c20	果因果義始成。故二佛同明因果也。	果 因 果 義 始 成 故 二 佛 同 明 因 果 也 
T35n1731_001:0011c21	問。若為二佛同明因果耶。解云。二佛同明因	問 若 為 二 佛 同 明 因 果 耶 解 云 二 佛 同 明 因 
T35n1731_001:0011c22	果。各有差別無差別無差別差別義。釋迦差	果 各 有 差 別 無 差 別 無 差 別 差 別 義 釋 迦 差 
T35n1731_001:0011c23	別無差別者。一般若因一薩婆若果。一佛性	別 無 差 別 者 一 般 若 因 一 薩 婆 若 果 一 佛 性 
T35n1731_001:0011c24	因一涅槃果也。釋迦無差別差別者。開一般	因 一 涅 槃 果 也 釋 迦 無 差 別 差 別 者 開 一 般 
T35n1731_001:0011c25	若因為無量因。謂三乘共十地因。開薩婆	若 因 為 無 量 因 謂 三 乘 共 十 地 因 開 薩 婆 
T35n1731_001:0011c26	若果為無量果。謂薩婆若果菩提果涅槃果	若 果 為 無 量 果 謂 薩 婆 若 果 菩 提 果 涅 槃 果 
T35n1731_001:0011c27	也。舍那亦有差別無差別無差別差別義者。	也 舍 那 亦 有 差 別 無 差 別 無 差 別 差 別 義 者 
T35n1731_001:0011c28	行一離世間因得一法界果。即是無差別義	行 一 離 世 間 因 得 一 法 界 果 即 是 無 差 別 義 
T35n1731_001:0011c29	也。十信十住十行十回向十地等因。十世界	也 十 信 十 住 十 行 十 回 向 十 地 等 因 十 世 界 
T35n1731_001:0012a01	海正果。大少相海。及現本迹等身。即是無差	海 正 果 大 少 相 海 及 現 本 迹 等 身 即 是 無 差 
T35n1731_001:0012a02	別差別義。此即二佛各有差別無差別義。故	別 差 別 義 此 即 二 佛 各 有 差 別 無 差 別 義 故 
T35n1731_001:0012a03	二佛明因果是同也。言異者釋迦多明差別	二 佛 明 因 果 是 同 也 言 異 者 釋 迦 多 明 差 別 
T35n1731_001:0012a04	無差別義。束散明義明一般若因一薩婆若	無 差 別 義 束 散 明 義 明 一 般 若 因 一 薩 婆 若 
T35n1731_001:0012a05	果。不作十十明義。若是舍那多明無差別差	果 不 作 十 十 明 義 若 是 舍 那 多 明 無 差 別 差 
T35n1731_001:0012a06	別義。散束明義十十明義。十信十地等。乃至	別 義 散 束 明 義 十 十 明 義 十 信 十 地 等 乃 至 
T35n1731_001:0012a07	普慧菩薩二百句問。普賢菩薩二千句答。一	普 慧 菩 薩 二 百 句 問 普 賢 菩 薩 二 千 句 答 一 
T35n1731_001:0012a08	句作十句答。乃至十佛世界海大小相海等	句 作 十 句 答 乃 至 十 佛 世 界 海 大 小 相 海 等 
T35n1731_001:0012a09	故。是無差別差別義。此則二佛教門同異義。	故 是 無 差 別 差 別 義 此 則 二 佛 教 門 同 異 義 
T35n1731_001:0012a10	如此明二佛教門雖多不出因果。故二佛同	如 此 明 二 佛 教 門 雖 多 不 出 因 果 故 二 佛 同 
T35n1731_001:0012a11	明因果。大師從來云。二佛同明因果。明因果	明 因 果 大 師 從 來 云 二 佛 同 明 因 果 明 因 果 
T35n1731_001:0012a12	不同。言二佛同明因果者。釋迦能化過去行	不 同 言 二 佛 同 明 因 果 者 釋 迦 能 化 過 去 行 
T35n1731_001:0012a13	不生滅因今得不斷常果。釋迦能化既然。舍	不 生 滅 因 今 得 不 斷 常 果 釋 迦 能 化 既 然 舍 
T35n1731_001:0012a14	那能化亦爾。舍那能化過去行不生滅因今	那 能 化 亦 爾 舍 那 能 化 過 去 行 不 生 滅 因 今 
T35n1731_001:0012a15	得不斷常果也。釋迦所化現在行不生滅因	得 不 斷 常 果 也 釋 迦 所 化 現 在 行 不 生 滅 因 
T35n1731_001:0012a16	未來得不斷常果。釋迦所化既然。舍那所化	未 來 得 不 斷 常 果 釋 迦 所 化 既 然 舍 那 所 化 
T35n1731_001:0012a17	亦爾。現在行不生滅因。未來得不斷常果也。	亦 爾 現 在 行 不 生 滅 因 未 來 得 不 斷 常 果 也 
T35n1731_001:0012a18	故二佛明因果。義同而不同者。釋迦能化具	故 二 佛 明 因 果 義 同 而 不 同 者 釋 迦 能 化 具 
T35n1731_001:0012a19	明因果。舍那能化俱明果不明因。舍那所化	明 因 果 舍 那 能 化 俱 明 果 不 明 因 舍 那 所 化 
T35n1731_001:0012a20	具明因果。釋迦所化但明因不明果。言釋迦	具 明 因 果 釋 迦 所 化 但 明 因 不 明 果 言 釋 迦 
T35n1731_001:0012a21	能化具明因果者。釋迦教明現是凡夫。行因	能 化 具 明 因 果 者 釋 迦 教 明 現 是 凡 夫 行 因 
T35n1731_001:0012a22	得果凡明兩世因。明過去行六度等因。現在	得 果 凡 明 兩 世 因 明 過 去 行 六 度 等 因 現 在 
T35n1731_001:0012a23	踰城學道六年苦行。具明兩世因果故。是明	踰 城 學 道 六 年 苦 行 具 明 兩 世 因 果 故 是 明 
T35n1731_001:0012a24	因辨果者。菩提樹下得成正覺即是辨果。故	因 辨 果 者 菩提樹下 得 成 正 覺 即 是 辨 果 故 
T35n1731_001:0012a25	言釋迦能化具明因果也。舍那能化但果不	言 釋 迦 能 化 具 明 因 果 也 舍 那 能 化 但 果 不 
T35n1731_001:0012a26	因者。舍那教不明舍那能化行因。何者不明	因 者 舍 那 教 不 明 舍 那 能 化 行 因 何 者 不 明 
T35n1731_001:0012a27	過去行因。不明現在行因。直舍那始成種覺	過 去 行 因 不 明 現 在 行 因 直 舍 那 始 成 種 覺 
T35n1731_001:0012a28	明依正兩果。依果則十國土正果。十佛名	明 依 正 兩 果 依 果 則 十 國 土 正 果 十 佛 名 
T35n1731_001:0012a29	號海。故舍那能化但明果不明因也。舍那所	號 海 故 舍 那 能 化 但 明 果 不 明 因 也 舍 那 所 
T35n1731_001:0012b01	化具明因果者。舍那所化修行十信十地等	化 具 明 因 果 者 舍 那 所 化 修 行 十 信 十 地 等 
T35n1731_001:0012b02	因。得不思議大小相海果。行離世間因得法	因 得 不 思 議 大 小 相 海 果 行 離 世 間 因 得 法 
T35n1731_001:0012b03	界果。故云舍那所化具明行因得果也。釋迦	界 果 故 云 舍 那 所 化 具 明 行 因 得 果 也 釋 迦 
T35n1731_001:0012b04	所化但明行因不辨得果者。故大品云。菩薩	所 化 但 明 行 因 不 辨 得 果 者 故 大 品 云 菩 薩 
T35n1731_001:0012b05	以不住法住般若中具足萬行。此即但明行	以 不 住 法 住 般 若 中 具 足 萬 行 此 即 但 明 行 
T35n1731_001:0012b06	般若等因不明得薩婆若果。所以釋迦所化	般 若 等 因 不 明 得 薩 婆 若 果 所 以 釋 迦 所 化 
T35n1731_001:0012b07	但因不果也。然此四句從山中師來已有此	但 因 不 果 也 然 此 四 句 從 山 中 師 來 已 有 此 
T35n1731_001:0012b08	語。是一家舊義極自難。後人雖誦得語實不	語 是 一 家 舊 義 極 自 難 後 人 雖 誦 得 語 實 不 
T35n1731_001:0012b09	得其意。今且作數問之。何者既言。舍那所化	得 其 意 今 且 作 數 問 之 何 者 既 言 舍 那 所 化 
T35n1731_001:0012b10	行十信十地等因得不思議大小相海果。行	行 十 信 十 地 等 因 得 不 思 議 大 小 相 海 果 行 
T35n1731_001:0012b11	離世間因得法界果。何以得知。此何以得知。	離 世 間 因 得 法 界 果 何 以 得 知 此 何 以 得 知 
T35n1731_001:0012b12	十住十地等是舍那所化因。大小相海是舍	十 住 十 地 等 是 舍 那 所 化 因 大 小 相 海 是 舍 
T35n1731_001:0012b13	那所化果。後一周因果亦作此責之。此經七	那 所 化 果 後 一 周 因 果 亦 作 此 責 之 此 經 七 
T35n1731_001:0012b14	處八會經文。何處道十信十地是舍那所化	處 八 會 經 文 何 處 道 十 信 十 地 是 舍 那 所 化 
T35n1731_001:0012b15	因。大小相海是舍那所化果。後一周因果亦	因 大 小 相 海 是 舍 那 所 化 果 後 一 周 因 果 亦 
T35n1731_001:0012b16	作此責。此經七處八會經文。何處道離世間	作 此 責 此 經 七 處 八 會 經 文 何 處 道 離 世 間 
T35n1731_001:0012b17	是所化因。法界是所化果。又安知十信十住	是 所 化 因 法 界 是 所 化 果 又 安 知 十 信 十 住 
T35n1731_001:0012b18	非是舍那能化因。大小相海非是舍那能化	非 是 舍 那 能 化 因 大 小 相 海 非 是 舍 那 能 化 
T35n1731_001:0012b19	果。安知離世間非是舍那能化因。法界非是	果 安 知 離 世 間 非 是 舍 那 能 化 因 法 界 非 是 
T35n1731_001:0012b20	能化果耶。又一句責。若言十信十地等是舍	能 化 果 耶 又 一 句 責 若 言 十 信 十 地 等 是 舍 
T35n1731_001:0012b21	那所化因。大小相海是舍那所化果者。舍那	那 所 化 因 大 小 相 海 是 舍 那 所 化 果 者 舍 那 
T35n1731_001:0012b22	所化為當現得大小相海果以不。若使言	所 化 為 當 現 得 大 小 相 海 果 以 不 若 使 言 
T35n1731_001:0012b23	舍那所化不得大小相海果。乃是舍那為諸	舍 那 所 化 不 得 大 小 相 海 果 乃 是 舍 那 為 諸 
T35n1731_001:0012b24	菩薩說今諸菩薩修因取果者。此與釋迦所	菩 薩 說 今 諸 菩 薩 修 因 取 果 者 此 與 釋 迦 所 
T35n1731_001:0012b25	化更復何殊。釋迦亦為諸菩薩說涅槃薩婆	化 更 復 何 殊 釋 迦 亦 為 諸 菩 薩 說 涅 槃 薩 婆 
T35n1731_001:0012b26	若等果。今諸菩薩明因取此果。若爾兩	若 等 果 今 諸 菩 薩 明 因 取 此 果 若 爾 兩 
T35n1731_001:0012b27	佛所化無異。何得判釋迦所化但因不果。舍	佛 所 化 無 異 何 得 判 釋 迦 所 化 但 因 不 果 舍 
T35n1731_001:0012b28	那所化具因果耶。若使言舍那所化已得大	那 所 化 具 因 果 耶 若 使 言 舍 那 所 化 已 得 大 
T35n1731_001:0012b29	小相海果者則諸菩薩皆悉是佛。何以故。大	小 相 海 果 者 則 諸 菩 薩 皆 悉 是 佛 何 以 故 大 
T35n1731_001:0012c01	小相海果是如來大小相海果。諸菩薩既得	小 相 海 果 是 如 來 大 小 相 海 果 諸 菩 薩 既 得 
T35n1731_001:0012c02	此果則諸菩薩即既成佛。那復更行離世間	此 果 則 諸 菩 薩 即 既 成 佛 那 復 更 行 離 世 間 
T35n1731_001:0012c03	因得法界。紛紜作義此兩句責不可解。所以	因 得 法 界 紛 紜 作 義 此 兩 句 責 不 可 解 所 以 
T35n1731_001:0012c04	不可解者。由來師作此語故難解。不具他事。	不 可 解 者 由 來 師 作 此 語 故 難 解 不 具 他 事 
T35n1731_001:0012c05	然二佛因果義相是極自難見。前云。釋迦能	然 二 佛 因 果 義 相 是 極 自 難 見 前 云 釋 迦 能 
T35n1731_001:0012c06	具因果所但因不果。舍那能但果不因所。其	具 因 果 所 但 因 不 果 舍 那 能 但 果 不 因 所 其 
T35n1731_001:0012c07	因果何意明此因果不同耶。明此作義大師	因 果 何 意 明 此 因 果 不 同 耶 明 此 作 義 大 師 
T35n1731_001:0012c08	奮云。所以明此四句因果者。欲辨二佛能所	奮 云 所 以 明 此 四 句 因 果 者 欲 辨 二 佛 能 所 
T35n1731_001:0012c09	相兼義者。釋迦能化具明因果。舍那所化	相 兼 義 者 釋 迦 能 化 具 明 因 果 舍 那 所 化 
T35n1731_001:0012c10	具明因果。此則能所相對。非能無成所非所	具 明 因 果 此 則 能 所 相 對 非 能 無 成 所 非 所 
T35n1731_001:0012c11	無成能。能是所能。所是能所。此之能所皆	無 成 能 能 是 所 能 所 是 能 所 此 之 能 所 皆 
T35n1731_001:0012c12	具因果。雖皆具因果只一因一果義。故釋迦	具 因 果 雖 皆 具 因 果 只 一 因 一 果 義 故 釋 迦 
T35n1731_001:0012c13	能具明因果。舍那所具明因果。第二句相兼	能 具 明 因 果 舍 那 所 具 明 因 果 第 二 句 相 兼 
T35n1731_001:0012c14	者。舍那能化但果不因。釋迦所化但因不	者 舍 那 能 化 但 果 不 因 釋 迦 所 化 但 因 不 
T35n1731_001:0012c15	果者。此亦是能所義。非能無以明所非所無	果 者 此 亦 是 能 所 義 非 能 無 以 明 所 非 所 無 
T35n1731_001:0012c16	以明能。以所能果兼能所因。能所因兼所能	以 明 能 以 所 能 果 兼 能 所 因 能 所 因 兼 所 能 
T35n1731_001:0012c17	因。此之能所亦是一因一果義。故舍那能但	因 此 之 能 所 亦 是 一 因 一 果 義 故 舍 那 能 但 
T35n1731_001:0012c18	果不因。釋迦所但因不果也。第三句相兼者。	果 不 因 釋 迦 所 但 因 不 果 也 第 三 句 相 兼 者 
T35n1731_001:0012c19	釋迦能對舍那能。釋迦能一二義。舍那能二	釋 迦 能 對 舍 那 能 釋 迦 能 一 二 義 舍 那 能 二 
T35n1731_001:0012c20	一義。此二是一二。此一是二一。此本是迹本。	一 義 此 二 是 一 二 此 一 是 二 一 此 本 是 迹 本 
T35n1731_001:0012c21	此迹是本迹。以本迹故一二。以迹本故二一。	此 迹 是 本 迹 以 本 迹 故 一 二 以 迹 本 故 二 一 
T35n1731_001:0012c22	一二兼二一。二一兼一二。以本迹兼迹本。迹	一 二 兼 二 一 二 一 兼 一 二 以 本 迹 兼 迹 本 迹 
T35n1731_001:0012c23	本兼本迹故。釋迦能具明因果。舍那能但因	本 兼 本 迹 故 釋 迦 能 具 明 因 果 舍 那 能 但 因 
T35n1731_001:0012c24	不果也。大師只作此語。	不 果 也 大 師 只 作 此 語 
T35n1731_001:0012c25	今更問。何意明此四句因果相兼耶。解云。有	今 更 問 何 意 明 此 四 句 因 果 相 兼 耶 解 云 有 
T35n1731_001:0012c26	二義。一者明二佛能所互通。釋迦能化既具	二 義 一 者 明 二 佛 能 所 互 通 釋 迦 能 化 既 具 
T35n1731_001:0012c27	明因果顯舍那能化亦爾。舍那能化但果不	明 因 果 顯 舍 那 能 化 亦 爾 舍 那 能 化 但 果 不 
T35n1731_001:0012c28	因顯釋迦能化亦爾。二佛是二句但各顯一	因 顯 釋 迦 能 化 亦 爾 二 佛 是 二 句 但 各 顯 一 
T35n1731_001:0012c29	義。故一二不同也。能化既然所化亦爾。斯義	義 故 一 二 不 同 也 能 化 既 然 所 化 亦 爾 斯 義 
T35n1731_001:0013a01	易知也。二者欲泯能所因果本迹義。釋迦本	易 知 也 二 者 欲 泯 能 所 因 果 本 迹 義 釋 迦 本 
T35n1731_001:0013a02	迹一二。舍那迹本二一。本迹非迹。迹本非	迹 一 二 舍 那 迹 本 二 一 本 迹 非 迹 迹 本 非 
T35n1731_001:0013a03	本。一二非二。二一非一。能所非所。所能非	本 一 二 非 二 二 一 非 一 能 所 非 所 所 能 非 
T35n1731_001:0013a04	能。斯則非一非二非本非迹畢竟清淨。此則	能 斯 則 非 一 非 二 非 本 非 迹 畢 竟 清 淨 此 則 
T35n1731_001:0013a05	名大方廣義也。	名 大 方 廣 義 也 
T35n1731_001:0013a06	更釋前一句義。何者云前舍那能化但果不	更 釋 前 一 句 義 何 者 云 前 舍 那 能 化 但 果 不 
T35n1731_001:0013a07	因。所化具因果者。明此經發初但說舍那依	因 所 化 具 因 果 者 明 此 經 發 初 但 說 舍 那 依 
T35n1731_001:0013a08	正二果。十佛國土即依果。十佛世界海即正	正 二 果 十 佛 國 土 即 依 果 十 佛 世 界 海 即 正 
T35n1731_001:0013a09	果。而不明舍那能化之因。若是舍那所化前	果 而 不 明 舍 那 能 化 之 因 若 是 舍 那 所 化 前 
T35n1731_001:0013a10	明十信十地等五位是所化因。大小相海	明 十 信 十 地 等 五 位 是 所 化 因 大 小 相 海 
T35n1731_001:0013a11	是所化果。此是一周明所化因果義也。次復	是 所 化 果 此 是 一 周 明 所 化 因 果 義 也 次 復 
T35n1731_001:0013a12	一周明所化因果。謂離世間因法界果。此二	一 周 明 所 化 因 果 謂 離 世 間 因 法 界 果 此 二 
T35n1731_001:0013a13	周因果中間。性起品結前生後。結前者前明	周 因 果 中 間 性 起 品 結 前 生 後 結 前 者 前 明 
T35n1731_001:0013a14	五位因。次明大小相海果。性起品即收此因	五 位 因 次 明 大 小 相 海 果 性 起 品 即 收 此 因 
T35n1731_001:0013a15	果。還歸不因不果一正性義。生後者由不因	果 還 歸 不 因 不 果 一 正 性 義 生 後 者 由 不 因 
T35n1731_001:0013a16	不果始得明因果。從體出用義。由非因始得	不 果 始 得 明 因 果 從 體 出 用 義 由 非 因 始 得 
T35n1731_001:0013a17	明離世間因。由非果始得辨法界果。故性起	明 離 世 間 因 由 非 果 始 得 辨 法 界 果 故 性 起 
T35n1731_001:0013a18	品結前生後也。今問。何以得知。此十信十地	品 結 前 生 後 也 今 問 何 以 得 知 此 十 信 十 地 
T35n1731_001:0013a19	等因大小相海是舍那所化因果。安知是所化	等 因 大 小 相 海 是 舍 那 所 化 因 果 安 知 是 所 化 
T35n1731_001:0013a20	因果非能化因果耶。解云。所以得知十信十	因 果 非 能 化 因 果 耶 解 云 所 以 得 知 十 信 十 
T35n1731_001:0013a21	地等是所化因者。明如來以如此等因勸所	地 等 是 所 化 因 者 明 如 來 以 如 此 等 因 勸 所 
T35n1731_001:0013a22	化眾生。令行此因。明汝若能行此因必當得	化 眾 生 令 行 此 因 明 汝 若 能 行 此 因 必 當 得 
T35n1731_001:0013a23	佛。故知此因果是舍那所化因果也。大師	佛 故 知 此 因 果 是 舍 那 所 化 因 果 也 大 師 
T35n1731_001:0013a24	云。此則所化長有兼義。何者以舍那所化兼	云 此 則 所 化 長 有 兼 義 何 者 以 舍 那 所 化 兼 
T35n1731_001:0013a25	能化因。不得能兼所化。言所化因兼能化因	能 化 因 不 得 能 兼 所 化 言 所 化 因 兼 能 化 因 
T35n1731_001:0013a26	者。明所化行此等因得果。當知舍那能化行	者 明 所 化 行 此 等 因 得 果 當 知 舍 那 能 化 行 
T35n1731_001:0013a27	此等因令得果也。難。所化因兼能化因。亦應	此 等 因 令 得 果 也 難 所 化 因 兼 能 化 因 亦 應 
T35n1731_001:0013a28	所化果兼能化果。所化因兼能化因。亦應能	所 化 果 兼 能 化 果 所 化 因 兼 能 化 因 亦 應 能 
T35n1731_001:0013a29	化果兼所化果。解。不得能化果兼所化果。何	化 果 兼 所 化 果 解 不 得 能 化 果 兼 所 化 果 何 
T35n1731_001:0013b01	者欲歎舍那所化現在行因別得果故。所以	者 欲 歎 舍 那 所 化 現 在 行 因 別 得 果 故 所 以 
T35n1731_001:0013b02	不得能化果兼所化果。難。顯所化別得果。不	不 得 能 化 果 兼 所 化 果 難 顯 所 化 別 得 果 不 
T35n1731_001:0013b03	得能化果兼所化果。亦應能化別有因。不得	得 能 化 果 兼 所 化 果 亦 應 能 化 別 有 因 不 得 
T35n1731_001:0013b04	所化因兼能化因。解云。若併兼則成一義。	所 化 因 兼 能 化 因 解 云 若 併 兼 則 成 一 義 
T35n1731_001:0013b05	今各舉一義故不同也。問。何意所因兼能果。	今 各 舉 一 義 故 不 同 也 問 何 意 所 因 兼 能 果 
T35n1731_001:0013b06	不得所果兼所因耶。解云。有兼不兼。不得一	不 得 所 果 兼 所 因 耶 解 云 有 兼 不 兼 不 得 一 
T35n1731_001:0013b07	例所未了處。復更釋。次更問。何故釋迦所化	例 所 未 了 處 復 更 釋 次 更 問 何 故 釋 迦 所 化 
T35n1731_001:0013b08	但因不果。舍那所化具因果耶。解云。淨穢	但 因 不 果 舍 那 所 化 具 因 果 耶 解 云 淨 穢 
T35n1731_001:0013b09	利鈍。所以釋迦所化穢土中。鈍根故行因	利 鈍 所 以 釋 迦 所 化 穢 土 中 鈍 根 故 行 因 
T35n1731_001:0013b10	未即得果。舍那所化淨土中。利根故行因即	未 即 得 果 舍 那 所 化 淨 土 中 利 根 故 行 因 即 
T35n1731_001:0013b11	得果。大判如此耳。細論釋迦所化因不得果。	得 果 大 判 如 此 耳 細 論 釋 迦 所 化 因 不 得 果 
T35n1731_001:0013b12	非無具因果。舍那所化因具因果。非無但因	非 無 具 因 果 舍 那 所 化 因 具 因 果 非 無 但 因 
T35n1731_001:0013b13	不果義。何者大論云。釋迦轉法輪有二種。祕	不 果 義 何 者 大 論 云 釋 迦 轉 法 輪 有 二 種 祕 
T35n1731_001:0013b14	密法輪中。有得無生有現身成佛。仁王經云。	密 法 輪 中 有 得 無 生 有 現 身 成 佛 仁 王 經 云 
T35n1731_001:0013b15	聞說般若現成正覺。釋迦所化因不果。既有	聞 說 般 若 現 成 正 覺 釋 迦 所 化 因 不 果 既 有 
T35n1731_001:0013b16	因果類舍那所化具因果亦有因而不果。問。	因 果 類 舍 那 所 化 具 因 果 亦 有 因 而 不 果 問 
T35n1731_001:0013b17	既爾何故作此釋。解云。大判如此耳。	既 爾 何 故 作 此 釋 解 云 大 判 如 此 耳 
T35n1731_001:0013b18	華嚴遊意	華 嚴 遊 意 
