T38n1769_001:0239a13	涅槃宗要	涅 槃 宗 要 
T38n1769_001:0245b04	剛不壞身。薩遮尼揵子經言。瞿曇法身妙色	剛 不 壞 身 薩 遮 尼 揵 子 經 言 瞿 曇 法 身 妙 色 
T38n1769_001:0245b05	常湛然體。如是法性身眾生等無差別。攝大	常 湛 然 體 如 是 法 性 身 眾 生 等 無 差 別 攝 大 
T38n1769_001:0245b06	乘云。為顯異人功德故立自性身。依止自性	乘 云 為 顯 異 人 功 德 故 立 自 性 身 依 止 自 性 
T38n1769_001:0245b07	身起福德智惠二行。二行所得之果謂淨土	身 起 福 德 智 惠 二 行 二 行 所 得 之 果 謂 淨 土 
T38n1769_001:0245b08	及法樂。能受用二果故名受用身。依此等文	及 法 樂 能 受 用 二 果 故 名 受 用 身 依 此 等 文 
T38n1769_001:0245b09	當知二行所感實報有自受用身及自受用淨	當 知 二 行 所 感 實 報 有 自 受 用 身 及 自 受 用 淨 
T38n1769_001:0245b10	土。而餘處說法身無色者。約自性身說為無	土 而 餘 處 說 法 身 無 色 者 約 自 性 身 說 為 無 
T38n1769_001:0245b11	色。是三身門之法身義令三事門所說法身	色 是 三 身 門 之 法 身 義 令 三 事 門 所 說 法 身 
T38n1769_001:0245b12	總取始有萬德為體。是故說為法身有色。問	總 取 始 有 萬 德 為 體 是 故 說 為 法 身 有 色 問 
T38n1769_001:0245b13	二師所報何失何得。答或有說者。定取一邊	二 師 所 報 何 失 何 得 答 或 有 說 者 定 取 一 邊 
T38n1769_001:0245b14	二說皆失。若非實報二義俱得。是義云何。佛	二 說 皆 失 若 非 實 報 二 義 俱 得 是 義 云 何 佛 
T38n1769_001:0245b15	地萬德略有二門。若就捨相歸一心門。一切	地 萬 德 略 有 二 門 若 就 捨 相 歸 一 心 門 一 切 
T38n1769_001:0245b16	德相同法界故說唯是第一義身無有色相差	德 相 同 法 界 故 說 唯 是 第 一 義 身 無 有 色 相 差 
T38n1769_001:0245b17	別境界。若依從性成萬德門。色心功德無所	別 境 界 若 依 從 性 成 萬 德 門 色 心 功 德 無 所 
T38n1769_001:0245b18	不備故說無量相好莊嚴。雖有二門而無異	不 備 故 說 無 量 相好莊嚴 雖 有 二 門 而 無 異 
T38n1769_001:0245b19	相。是故諸說皆無障礙。為顯如是無礙法門。	相 是 故 諸 說 皆 無 障 礙 為 顯 如 是 無 礙 法 門 
T38n1769_001:0245b20	金剛身品廣說之言。如來之身非身是身無	金 剛 身 品 廣 說 之 言 如來之身 非 身 是 身 無 
T38n1769_001:0245b21	識是識離心亦不離心無處亦處無宅亦宅非	識 是 識 離 心 亦 不 離 心 無 處 亦 處 無 宅 亦 宅 非 
T38n1769_001:0245b22	像非相諸相莊嚴乃至說廣。當知如來祕藏	像 非 相 諸相莊嚴 乃 至 說 廣 當 知 如 來 祕 藏 
T38n1769_001:0245b23	法門說有說無皆有道理。三身門竟。第六	法 門 說 有 說 無 皆 有 道 理 三 身 門 竟 第 六 
T38n1769_001:0245b24	四德分別略有四門。一顯相門。二立意門。三	四 德 分 別 略 有 四 門 一 顯 相 門 二 立 意 門 三 
T38n1769_001:0245b25	差別門。四和諍門。顯相門者。問說法身即備	差 別 門 四 和 諍 門 顯 相 門 者 問 說 法 身 即 備 
T38n1769_001:0245b26	四德。四德之義有通有別。別而言之。常是法	四 德 四 德 之 義 有 通 有 別 別 而 言 之 常 是 法 
T38n1769_001:0245b27	身之義。對彼完身是無常故。樂是涅槃之義。	身 之 義 對 彼 完 身 是 無 常 故 樂 是 涅 槃 之 義 
T38n1769_001:0245b28	對彼生死是苦海故。我是佛義。以對眾生不	對 彼 生 死 是 苦 海 故 我 是 佛 義 以 對 眾 生 不 
T38n1769_001:0245b29	自故。淨是法義。以對非法是染濁故。如哀歎	自 故 淨 是 法 義 以 對 非 法 是 染 濁 故 如 哀 歎 
T38n1769_001:0245c01	品云。我者即是佛義。常者是法身義。樂者是	品 云 我 者 即 是 佛 義 常 者 是 法 身 義 樂 者 是 
T38n1769_001:0245c02	涅槃義。淨者是法身義。樂者是涅槃義。淨者	涅 槃 義 淨 者 是 法 身 義 樂 者 是 涅 槃 義 淨 者 
T38n1769_001:0245c03	是法義。且約一邊如是配當。就實通論無所	是 法 義 且 約 一 邊 如 是 配 當 就 實 通 論 無 所 
T38n1769_001:0245c04	不當。如前三事總別門說是即四德是法身	不 當 如 前 三 事 總 別 門 說 是 即 四 德 是 法 身 
T38n1769_001:0245c05	義。又此四德是涅槃義。望餘諸皆亦如是。如	義 又 此 四 德 是 涅 槃 義 望 餘 諸 皆 亦 如 是 如 
T38n1769_001:0245c06	德王品云。以見佛性而得涅槃。常樂我淨名	德 王 品 云 以 見 佛 性 而 得 涅 槃 常樂我淨 名 
T38n1769_001:0245c07	大涅槃。總說雖然於中分別者。四德之相各	大 涅 槃 總 說 雖 然 於 中 分 別 者 四 德 之 相 各 
T38n1769_001:0245c08	有二義。常德二義者。如來通達無二之性不	有 二 義 常 德 二 義 者 如 來 通 達 無 二 之 性 不 
T38n1769_001:0245c09	捨有為生死。以不見生死異涅槃故。不取無	捨 有 為 生 死 以 不 見 生 死 異 涅 槃 故 不 取 無 
T38n1769_001:0245c10	為涅槃。以不見涅槃異生死故。依是二義離	為 涅 槃 以 不 見 涅 槃 異 生 死 故 依 是 二 義 離 
T38n1769_001:0245c11	斷常。乃法身常德義也。寶性論云。依二種法	斷 常 乃 法 身 常 德 義 也 寶 性 論 云 依 二 種 法 
T38n1769_001:0245c12	如來法身有常波羅蜜。應知何等為二。一者	如來法身 有 常波羅蜜 應 知 何 等 為 二 一 者 
T38n1769_001:0245c13	不滅一切諸有為行。以離斷見邊故。二者不	不 滅 一 切 諸 有 為 行 以 離 斷 見 邊 故 二 者 不 
T38n1769_001:0245c14	取無為涅槃。離常見邊故。以是義故聖者勝	取 無 為 涅 槃 離 常 見 邊 故 以是義故 聖 者 勝 
T38n1769_001:0245c15	鬘經說言。世尊見諸行無常是斷見非正見。	鬘 經 說 言 世 尊 見 諸行無常 是 斷 見 非 正 見 
T38n1769_001:0245c16	見涅槃常住是常見非正見故。樂德二義者。	見 涅 槃 常 住 是 常 見 非 正 見 故 樂 德 二 義 者 
T38n1769_001:0245c17	謂離一切意生身苦及滅一切煩惱習氣。離	謂 離 一 切 意 生 身 苦 及 滅 一切煩惱習氣 離 
T38n1769_001:0245c18	意生身苦顯寂靜樂。滅煩惱習氣顯覺智樂。	意 生 身 苦 顯 寂 靜 樂 滅 煩惱習氣 顯 覺 智 樂 
T38n1769_001:0245c19	如論說云。依二種法如來法身有樂波羅蜜。	如 論 說 云 依 二 種 法 如來法身 有 樂波羅蜜 
T38n1769_001:0245c20	何等為二。一者遠離一切苦。以滅一切意生	何 等 為 二 一 者 遠 離 一 切 苦 以 滅 一 切 意 生 
T38n1769_001:0245c21	身故。二者遠離一切煩惱習氣。證一切法故。	身 故 二 者 遠 離 一切煩惱習氣 證 一 切 法 故 
T38n1769_001:0245c22	我德二義是。謂離我見邊及無我見邊。非我	我 德 二 義 是 謂 離 我 見 邊 及 無 我 見 邊 非 我 
T38n1769_001:0245c23	非無我乃得大我故。如論說云。依二種法身	非 無 我 乃 得 大 我 故 如 論 說 云 依 二種法身 
T38n1769_001:0245c24	有我波羅蜜。何等為二。一者遠離諸外道邊。	有 我波羅蜜 何 等 為 二 一 者 遠 離 諸 外 道 邊 
T38n1769_001:0245c25	離虛妄我戲論故。二者遠離諸聲聞邊。以離	離 虛 妄 我 戲 論 故 二 者 遠 離 諸 聲 聞 邊 以 離 
T38n1769_001:0245c26	無我戲論故。以是義故楞伽經云。離諸外道	無 我 戲 論 故 以是義故 楞 伽 經 云 離 諸 外 道 
T38n1769_001:0245c27	邊禁燒無我見。令我見熾燃如劫盡火燃。淨	邊 禁 燒 無 我 見 令 我 見 熾 燃 如 劫 盡 火 燃 淨 
T38n1769_001:0245c28	德二義者。通達分別性除滅依他性故。通達	德 二 義 者 通 達 分 別 性 除 滅 依 他 性 故 通 達 
T38n1769_001:0245c29	分別顯自性淨。滅依他性顯方便淨。如論言。	分 別 顯 自 性 淨 滅 依 他 性 顯 方 便 淨 如 論 言 
T38n1769_001:0246a01	依二種法如來法身有淨．波羅蜜。何等為二。	依 二 種 法 如來法身 有 淨 波 羅 蜜 何 等 為 二 
T38n1769_001:0246a02	一者本來自性清淨以同相故。二者離垢清淨	一 者 本 來 自 性 清 淨 以 同 相 故 二 者 離 垢 清 淨 
T38n1769_001:0246a03	以勝相故。問何故常與我對二邊顯一。而於	以 勝 相 故 問 何 故 常 與 我 對 二 邊 顯 一 而 於 
T38n1769_001:0246a04	樂淨德遣一邊說二。答是顯略門及影論門。	樂 淨 德 遣 一 邊 說 二 答 是 顯 略 門 及 影 論 門 
T38n1769_001:0246a05	其作論者以巧便術也。第二明其立四意者。	其 作 論 者 以 巧 便 術 也 第 二 明 其 立 四 意 者 
T38n1769_001:0246a06	萬德既圓何獨立四。立四之由略有四義。除	萬 德 既 圓 何 獨 立 四 立 四 之 由 略 有 四 義 除 
T38n1769_001:0246a07	四障故。翻四患故。對四倒故。離四於故。除四	四 障 故 翻 四 患 故 對 四 倒 故 離 四 於 故 除 四 
T38n1769_001:0246a08	障者。凡聖四人各有一障。一者闡提謗法障	障 者 凡 聖 四 人 各 有 一 障 一 者 闡 提 謗 法 障 
T38n1769_001:0246a09	於淨德。貪生死為淨法故。二者外道著我障	於 淨 德 貪 生 死 為 淨 法 故 二 者 外 道 著 我 障 
T38n1769_001:0246a10	於我德。不了真我執虛妄故。三者聲聞畏苦	於 我 德 不 了 真 我 執 虛 妄 故 三 者 聲 聞 畏 苦 
T38n1769_001:0246a11	障於樂德。不知彼苦即是大樂故。四者緣覺	障 於 樂 德 不 知 彼 苦 即 是 大 樂 故 四 者 緣 覺 
T38n1769_001:0246a12	捨心障於常德。捨於常利而取斷滅故。為除	捨 心 障 於 常 德 捨 於 常 利 而 取 斷 滅 故 為 除 
T38n1769_001:0246a13	如是四種障故。菩薩修習四種勝因。所謂信	如 是 四 種 障 故 菩 薩 修 習 四 種 勝 因 所 謂 信 
T38n1769_001:0246a14	心般若三昧大悲。次第得證淨我樂常。如寶	心 般若三昧 大 悲 次 第 得 證 淨我樂常 如 寶 
T38n1769_001:0246a15	性論偈云。有四種障礙。謗法及著我怖畏世	性 論 偈 云 有 四 種 障 礙 謗 法 及 著 我 怖 畏 世 
T38n1769_001:0246a16	間苦捨離諸眾生。闡提及外道聲聞及緣覺。	間 苦 捨 離 諸 眾 生 闡 提 及 外 道 聲 聞 及 緣 覺 
T38n1769_001:0246a17	信等四種法清淨因應知。翻四患者。分段生	信 等 四 種 法 清 淨 因 應 知 翻 四 患 者 分 段 生 
T38n1769_001:0246a18	死有四種患。謂無常苦無我不淨。為翻如是	死 有 四 種 患 謂 無 常 苦 無 我 不 淨 為 翻 如 是 
T38n1769_001:0246a19	四種患法故於涅槃建立四德。此義可見。不	四 種 患 法 故 於 涅 槃 建 立 四 德 此 義 可 見 不 
T38n1769_001:0246a20	勞引文。然何故四門開空無我。此中廢空立	勞 引 文 然 何 故 四 門 開 空 無 我 此 中 廢 空 立 
T38n1769_001:0246a21	不淨者。四諦道理是正觀境以理為勝。所以	不 淨 者 四 諦 道 理 是 正 觀 境 以 理 為 勝 所 以 
T38n1769_001:0246a22	開空。今四患門是念處境為對四倒故立不淨	開 空 今 四 患 門 是 念 處 境 為 對 四 倒 故 立 不 淨 
T38n1769_001:0246a23	也。對四倒者。謂聲聞四無倒行雖對治凡夫	也 對 四 倒 者 謂 聲 聞 四 無 倒 行 雖 對 治 凡 夫 
T38n1769_001:0246a24	有為四倒。而翻法身無為四德。以不了五陰	有 為 四 倒 而 翻 法 身 無 為 四 德 以 不 了 五 陰 
T38n1769_001:0246a25	即是法身故。為對治此無為四倒。是故建立	即 是 法 身 故 為 對 治 此 無 為 四 倒 是 故 建 立 
T38n1769_001:0246a26	法身四德。如寶性論云。如是四種顛倒對治。	法 身 四 德 如 寶 性 論 云 如 是 四 種 顛 倒 對 治 
T38n1769_001:0246a27	若依如來法身復是顛倒應知。偈言。於法身	若 依 如來法身 復 是 顛 倒 應 知 偈 言 於 法 身 
T38n1769_001:0246a28	中倒故對治。此例說有四種法身功德乃至廣	中 倒 故 對 治 此 例 說 有 四 種 法 身 功 德 乃 至 廣 
T38n1769_001:0246a29	說。離四相者。變易生死有四種相。所謂緣相	說 離 四 相 者 變易生死 有 四 種 相 所 謂 緣 相 
T38n1769_001:0246b01	乃至壞相。離此四相故建立四德。何者。以離	乃 至 壞 相 離 此 四 相 故 建 立 四 德 何 者 以 離 
T38n1769_001:0246b02	相無明染故立於淨德。以離因相業所繫故立	相 無 明 染 故 立 於 淨 德 以 離 因 相 業 所 繫 故 立 
T38n1769_001:0246b03	於我德。離於生相微細苦故立其樂德。離於	於 我 德 離 於 生 相 微 細 苦 故 立 其 樂 德 離 於 
T38n1769_001:0246b04	壞相無常滅故立其常德。如論說言。住無漏	壞 相 無 常 滅 故 立 其 常 德 如 論 說 言 住 無 漏 
T38n1769_001:0246b05	界中聲聞辟支佛得大力自在。菩薩為證如	界 中 聲 聞 辟 支 佛 得 大 力 自 在 菩 薩 為 證 如 
T38n1769_001:0246b06	來功德法身有四種障。何等為四。一者緣相。	來 功 德 法 身 有 四 種 障 何 等 為 四 一 者 緣 相 
T38n1769_001:0246b07	二者因相。三者生相。四者壞相。緣相者。謂無	二 者 因 相 三 者 生 相 四 者 壞 相 緣 相 者 謂 無 
T38n1769_001:0246b08	明住地與行作緣。如無明緣行。無明倒地緣	明 住 地 與 行 作 緣 如 無明緣行 無 明 倒 地 緣 
T38n1769_001:0246b09	亦如是故。因相者。謂無明住地緣行此以為	亦 如 是 故 因 相 者 謂 無明住地 緣 行 此 以 為 
T38n1769_001:0246b10	因。如行緣識。無漏業緣亦如是故。生相者。謂	因 如 行 緣 識 無 漏 業 緣 亦 如 是 故 生 相 者 謂 
T38n1769_001:0246b11	無明住地緣無漏業因生。三種意生身亦如	無明住地 緣 無漏業因 生 三種意生身 亦 如 
T38n1769_001:0246b12	是故。壞相者謂三種意生身緣不可思議變	是 故 壞 相 者 謂 三種意生身 緣 不可思議 變 
T38n1769_001:0246b13	易生死。如依生緣故有老死。此亦如是故乃	易 生 死 如 依 生 緣 故 有 老 死 此 亦 如 是 故 乃 
T38n1769_001:0246b14	至廣說。問諸聲聞起四顛倒。為在正觀時為	至 廣 說 問 諸 聲 聞 起 四 顛 倒 為 在 正 觀 時 為 
T38n1769_001:0246b15	在出觀時。答正入觀時正證人空遠離一切	在 出 觀 時 答 正 入 觀 時 正 證 人 空 遠 離 一 切 
T38n1769_001:0246b16	名言分別。故於彼時不起四倒。觀後起此四	名 言 分 別 故 於 彼 時 不 起 四 倒 觀 後 起 此 四 
T38n1769_001:0246b17	倒。四倒之相有總有別。別起相者。彼計樹下	倒 四 倒 之 相 有 總 有 別 別 起 相 者 彼 計 樹 下 
T38n1769_001:0246b18	成道之身實是惑業所感之報故。謂無常苦	成 道 之 身 實 是 惑 業 所 感 之 報 故 謂 無 常 苦 
T38n1769_001:0246b19	無我等不了是化即真。是即倒於法身四德。	無 我 等 不 了 是 化 即 真 是 即 倒 於 法 身 四 德 
T38n1769_001:0246b20	總起相者。總觀五陰苦無常等不達五陰即	總 起 相 者 總 觀 五 陰 苦 無 常 等 不 達 五 陰 即 
T38n1769_001:0246b21	是法身。是即倒於法身四德。建立門竟。次	是 法 身 是 即 倒 於 法 身 四 德 建 立 門 竟 次 
T38n1769_001:0246b22	第三明差別門者。四德差別乃有眾多。且依	第 三 明 差 別 門 者 四 德 差 別 乃 有 眾 多 且 依 
T38n1769_001:0246b23	一略顯二四。謂於常我各說二種。樂淨之中	一 略 顯 二 四 謂 於 常 我 各 說 二 種 樂 淨 之 中 
T38n1769_001:0246b24	各開四別。二種常者法常佛常。法常義者無	各 開 四 別 二 種 常 者 法 常 佛 常 法 常 義 者 無 
T38n1769_001:0246b25	生無滅是常身義。佛常義者不老不死是常	生 無 滅 是 常 身 義 佛 常 義 者 不 老 不 死 是 常 
T38n1769_001:0246b26	壽義。如下文言。如來長壽於諸壽中最上最	壽 義 如 下 文 言 如 來 長 壽 於 諸 壽 中 最 上 最 
T38n1769_001:0246b27	勝。所得常法於諸法中最為第一。此言常法	勝 所 得 常 法 於 諸 法 中 最 為 第 一 此 言 常 法 
T38n1769_001:0246b28	即是法法。言長壽者是報身壽。又言。以法常	即 是 法 法 言 長 壽 者 是 報 身 壽 又 言 以 法 常 
T38n1769_001:0246b29	故諸佛亦常。法即法身。佛是報佛。又諸佛者	故 諸 佛 亦 常 法 即 法 身 佛 是 報 佛 又 諸 佛 者 
T38n1769_001:0246c01	亦是化佛。依是義故攝大乘說。法身為二身	亦 是 化 佛 依 是 義 故 攝 大 乘 說 法 身 為 二 身 
T38n1769_001:0246c02	本。本覺常住。未來依於本相續恒在。如恒受	本 本 覺 常 住 未 來 依 於 本 相 續 恒 在 如 恒 受 
T38n1769_001:0246c03	樂如恒施食。二身常住應如是知。寶性論中	樂 如 恒 施 食 二 身 常 住 應 如 是 知 寶 性 論 中 
T38n1769_001:0246c04	依七種因成常命義。復以三譬顯常身義。七	依 七 種 因 成 常 命 義 復 以 三 譬 顯 常 身 義 七 
T38n1769_001:0246c05	種因者。一因緣無邊故得常命。謂無量劫來	種 因 者 一 因 緣 無 邊 故 得 常 命 謂 無 量 劫 來 
T38n1769_001:0246c06	捨身命財攝取正法無窮無盡。既修無窮之	捨 身 命 財 攝 取 正 法 無 窮 無 盡 既 修 無 窮 之 
T38n1769_001:0246c07	因還得無盡之果。偈云。棄捨身命財攝取諸	因 還 得 無 盡 之 果 偈 云 棄 捨 身 命 財 攝 取 諸 
T38n1769_001:0246c08	佛法故。二眾生無邊故得常住。謂初發心時	佛 法 故 二 眾 生 無 邊 故 得 常 住 謂 初 發 心 時 
