X62n1192_001:0481c06	 清珠集序	 清 珠 集 序 
X62n1192_001:0490b24	蝨萬死萬生。不能一里。若附人身。千里可至。仗佛力	蝨 萬 死 萬 生 不 能 一 里 若 附 人 身 千 里 可 至 仗 佛 力 
X62n1192_001:0490c01	而生淨土者。亦復如是。更何可疑乎。	而 生 淨 土 者 亦復如是 更 何 可 疑 乎 
X62n1192_001:0490c02	拘於所見	拘 於 所 見 
X62n1192_001:0490c03	人驟聞淨土之景象。多不信之。無足恠也。盖拘於目	人 驟 聞 淨 土 之 景 象 多 不 信 之 無 足 恠 也 盖 拘 於 目 
X62n1192_001:0490c04	前所見而已。且如陋巷糞土之居者。安知有廣廈之	前 所 見 而 已 且 如 陋 巷 糞 土 之 居 者 安 知 有 廣 廈 之 
X62n1192_001:0490c05	清淨。小器藜藿之食者。安知有食前之方丈。獘篋錙	清 淨 小 器 藜 藿 之 食 者 安 知 有 食 前 之 方 丈 獘 篋 錙 
X62n1192_001:0490c06	銖之蓄者。安知有天府之充溢。故處此濁世。不信有	銖 之 蓄 者 安 知 有 天 府 之 充 溢 故 處 此 濁 世 不 信 有 
X62n1192_001:0490c07	清淨佛土。所以生長於胞胎。不知彼有蓮華之化生。	清 淨 佛 土 所 以 生 長 於 胞 胎 不 知 彼 有 蓮 華 之 化 生 
X62n1192_001:0490c08	壽不過百年。不知彼有河沙之壽數。衣食必由於營	壽 不 過 百 年 不 知 彼 有 河 沙 之 壽 數 衣 食 必 由 於 營 
X62n1192_001:0490c09	作。不知彼有自然之衣食。快樂常雜於憂惱。不知彼	作 不 知 彼 有 自 然 之 衣 食 快 樂 常 雜 於 憂 惱 不 知 彼 
X62n1192_001:0490c10	有純一之快樂。然則佛之所言。不可以目前所不見	有 純 一 之 快 樂 然 則 佛 之 所 言 不 可 以 目 前 所 不 見 
X62n1192_001:0490c11	而不信也。	而 不 信 也 
X62n1192_001:0490c12	無効	無 効 
X62n1192_001:0490c13	今世之人。或有修而無効者。盖彼信根淺薄。因地不	今 世 之 人 或 有 修 而 無 効 者 盖 彼 信 根 淺 薄 因 地 不 
X62n1192_001:0490c14	真。未曾立行。先欲人知。內則自矜。外欲顯耀。使人恭	真 未 曾 立 行 先 欲 人 知 內 則 自 矜 外 欲 顯 耀 使 人 恭 
X62n1192_001:0490c15	敬供養。冀有所得。甚至妄言。得見淨境。或見些少異	敬 供 養 冀 有 所 得 甚 至 妄 言 得 見 淨 境 或 見 些 少 異 
X62n1192_001:0490c16	[打丁+羕]。及夢中善相。未識是非。先欲明說此等卑下。必為	[打丁羕] 及 夢 中 善 相 未 識 是 非 先 欲 明 說 此 等 卑 下 必 為 
X62n1192_001:0490c17	魔惑。願行退失。還隨生死苦趣。可不慎哉。	魔 惑 願 行 退 失 還 隨 生 死 苦 趣 可 不 慎 哉 
X62n1192_001:0490c18	自欺慢棄	自 欺 慢 棄 
X62n1192_001:0490c19	世有發三種不信心不求生者尤可嗟惜。一曰。吾當	世 有 發 三 種 不 信 心 不 求 生 者 尤 可 嗟 惜 一 曰 吾 當 
X62n1192_001:0490c20	超佛越祖。淨土不足生。二曰。處處皆淨土。西方不必	超 佛 越 祖 淨 土 不 足 生 二 曰 處 處 皆 淨 土 西 方 不 必 
X62n1192_001:0490c21	生。三曰。極樂聖域。我輩凡夫不能生。夫行海無盡。普	生 三 曰 極 樂 聖 域 我 輩 凡 夫 不 能 生 夫 行 海 無 盡 普 
X62n1192_001:0490c22	賢願見。彌陀佛國雖空。維摩常修淨土。十方如來有	賢 願 見 彌 陀 佛 國 雖 空 維 摩 常 修 淨 土 十 方 如 來 有 
X62n1192_001:0490c23	廣舌之讚。十方菩薩有同往之心。試自忖量。孰與諸	廣 舌 之 讚 十 方 菩 薩 有 同 往 之 心 試 自 忖 量 孰 與 諸 
X62n1192_001:0490c24	聖。謂不足生者何其自欺哉。至如龍猛祖師也。楞伽	聖 謂 不 足 生 者 何 其 自 欺 哉 至 如 龍 猛 祖 師 也 楞 伽 
X62n1192_001:0491a01	經有預記之文。天親教宗也。無量論有求生之偈。慈	經 有 預 記 之 文 天 親 教 宗 也 無 量 論 有 求 生 之 偈 慈 
X62n1192_001:0491a02	恩通讚。首稱十勝。智者析理。明辨十疑。彼皆上哲精	恩 通 讚 首 稱 十 勝 智 者 析 理 明 辨 十 疑 彼 皆 上 哲 精 
X62n1192_001:0491a03	進往生。謂不必生者。何其自慢哉。火車可滅。舟石不	進 往 生 謂 不 必 生 者 何 其 自 慢 哉 火 車 可 滅 舟 石 不 
X62n1192_001:0491a04	沉。現華報者莫甚於張馗十念。而超勝處入地獄者。	沉 現 華 報 者 莫 甚 於 張 馗 十 念 而 超 勝 處 入 地 獄 者 
X62n1192_001:0491a05	莫速於雄俊再甦而證妙因。世人愆尤未必若此。謂	莫 速 於 雄 俊 再 甦 而 證 妙 因 世 人 愆 尤 未 必 若 此 謂 
X62n1192_001:0491a06	不能生者。何其自棄哉。自欺自慢。自棄己靈。流入輪	不 能 生 者 何 其 自 棄 哉 自 欺 自 慢 自 棄 己 靈 流 入 輪 
X62n1192_001:0491a07	迴是誰之咎。	迴 是 誰 之 咎 
X62n1192_001:0491a08	功德	功 德 
X62n1192_001:0491a09	彌陀本願。十方眾生。欲生我國。至心信樂。乃至十念。	彌 陀 本 願 十 方 眾 生 欲 生 我 國 至 心 信 樂 乃 至 十 念 
X62n1192_001:0491a10	不果遂者。誓不成佛。十念信樂尚得往生。況復一日	不 果 遂 者 誓 不 成 佛 十 念 信 樂 尚 得 往 生 況 復 一 日 
X62n1192_001:0491a11	信樂者。況復一月一年一生信樂者耶。一念滅八十	信 樂 者 況 復 一 月 一 年 一 生 信 樂 者 耶 一 念 滅 八 十 
X62n1192_001:0491a12	億劫生死重罪。況復十念耶。況復一日一月一年一	億 劫 生 死 重 罪 況 復 十 念 耶 況 復 一 日 一 月 一 年 一 
X62n1192_001:0491a13	生念佛所滅罪耶。重罪尚滅。況輕罪耶。又復校量念	生 念 佛 所 滅 罪 耶 重 罪 尚 滅 況 輕 罪 耶 又 復 校 量 念 
X62n1192_001:0491a14	佛功德。比餘善根優劣之相者。經云。若人以四事極	佛 功 德 比 餘 善 根 優 劣 之 相 者 經 云 若 人 以 四 事 極 
X62n1192_001:0491a15	好之物。供養大千世界滿中阿羅漢辟支佛。所得福	好 之 物 供 養 大千世界 滿 中 阿 羅 漢 辟 支 佛 所 得 福 
X62n1192_001:0491a16	德。不如有人合掌一稱佛名百千萬分。算數譬喻所	德 不 如 有 人 合 掌 一 稱 佛 名 百 千 萬 分 算 數 譬 喻 所 
X62n1192_001:0491a17	不能及。一稱佛名功德尚爾。況復十念一日一月一	不 能 及 一 稱 佛 名 功 德 尚 爾 況 復 十 念 一 日 一 月 一 
X62n1192_001:0491a18	年一生念佛功德耶。現世安隱。眾聖守護。離諸灾厄。	年 一 生 念 佛 功 德 耶 現 世 安 隱 眾 聖 守 護 離 諸 灾 厄 
X62n1192_001:0491a19	功德無量。	功 德 無 量 
X62n1192_001:0491a20	法中王	法 中 王 
X62n1192_001:0491a21	佛以大圓覺。充滿十方界。我以顛倒想。出沒生死中。	佛 以 大 圓 覺 充 滿 十 方 界 我 以 顛 倒 想 出 沒 生 死 中 
X62n1192_001:0491a22	云何以一念。得往生淨土。我造無始業。本從一念生。	云 何 以 一 念 得 往 生 淨 土 我 造 無 始 業 本 從 一 念 生 
X62n1192_001:0491a23	既從一念生。還從一念滅。生滅滅盡處。則我與佛同。	既 從 一 念 生 還 從 一 念 滅 生 滅 滅 盡 處 則 我 與 佛 同 
X62n1192_001:0491a24	人之念頭所係最切。如水之赴海。火之炎上。利刃之	人 之 念 頭 所 係 最 切 如 水 之 赴 海 火 之 炎 上 利 刃 之 
X62n1192_001:0491b01	必傷。毒藥之必中。無空過者。念佛之念亦復如是。當	必 傷 毒 藥 之 必 中 無 空 過 者 念 佛 之 念 亦復如是 當 
X62n1192_001:0491b02	知念力是一切法中之王。	知 念 力 是 一 切 法 中 之 王 
X62n1192_001:0491b03	只此一念	只 此 一 念 
X62n1192_001:0491b04	專意一念。持一句佛。只此一念。是我本師。即是化佛。	專 意 一 念 持 一 句 佛 只 此 一 念 是 我 本 師 即 是 化 佛 
X62n1192_001:0491b05	是破地獄之猛將。是斬羣邪之寶劒。是開黑暗之明	是 破 地 獄 之 猛 將 是 斬 羣 邪 之 寶 劒 是 開 黑 暗 之 明 
X62n1192_001:0491b06	燈。是度苦海之大船。是脫生死之良方。是出三界之	燈 是 度 苦 海 之 大 船 是 脫 生 死 之 良 方 是 出 三 界 之 
X62n1192_001:0491b07	徑路。是本性彌陀。是達唯心淨土。但要記得者。一句	徑 路 是 本 性 彌 陀 是 達 唯 心 淨 土 但 要 記 得 者 一 句 
X62n1192_001:0491b08	佛在念。莫教失落。念念常現前。念念不離心。如是一	佛 在 念 莫 教 失 落 念 念 常 現 前 念 念 不 離 心 如 是 一 
X62n1192_001:0491b09	念。分明不昧。又何必問人覓歸程乎。	念 分 明 不 昧 又 何 必 問 人 覓 歸 程 乎 
X62n1192_001:0491b10	作得主	作 得 主 
X62n1192_001:0491b11	念念煩惱。是生死苦根。今以一念佛。能消滅煩惱。便	念 念 煩 惱 是 生 死 苦 根 今 以 一 念 佛 能 消 滅 煩 惱 便 
X62n1192_001:0491b12	是佛度生死苦處。若念佛消得煩惱。便可了得生死。	是 佛 度 生 死 苦 處 若 念 佛 消 得 煩 惱 便 可 了 得 生 死 
X62n1192_001:0491b13	更無別法。若念佛念到煩惱上作得主。於睡夢中作	更 無 別 法 若 念 佛 念 到 煩 惱 上 作 得 主 於 睡 夢 中 作 
X62n1192_001:0491b14	得主。于病苦中作得主。以至臨命終時。便知去處矣。	得 主 于 病 苦 中 作 得 主 以 至 臨命終時 便 知 去 處 矣 
X62n1192_001:0491b15	此事不難行。只是要生死心切。單單靠定一聲佛。更	此 事 不 難 行 只 是 要 生 死 心 切 單 單 靠 定 一 聲 佛 更 
X62n1192_001:0491b16	不別向尋思。久久純熟。自然得大安樂。得大受用。	不 別 向 尋 思 久 久 純 熟 自 然 得 大 安 樂 得 大 受 用 
X62n1192_001:0491b17	自己命根	自 己 命 根 
X62n1192_001:0491b18	只將一句佛。橫在胸中。作自己命根。咬定牙關。決不	只 將 一 句 佛 橫 在 胸 中 作 自 己 命 根 咬 定 牙 關 決 不 
X62n1192_001:0491b19	放捨。乃至飲食起居。行住坐臥。此一聲佛。時時現前。	放 捨 乃 至 飲 食 起 居 行住坐臥 此 一 聲 佛 時 時 現 前 
X62n1192_001:0491b20	若遇逆順喜怒境界。心不安時。就將者一聲佛。提起	若 遇 逆 順 喜 怒 境 界 心 不 安 時 就 將 者 一 聲 佛 提 起 
X62n1192_001:0491b21	一拶。即見現前境界。當下消滅。	一 拶 即 見 現 前 境 界 當 下 消 滅 
X62n1192_001:0491b22	真境	真 境 
X62n1192_001:0491b23	真切念佛。須具六種念。一勇猛念。太文弱來。不得如	真 切 念 佛 須 具 六 種 念 一 勇 猛 念 太 文 弱 來 不 得 如 
X62n1192_001:0491b24	孝子報父母深讎。縱高崖深澗。燐途虎窟。必往不怯	孝 子 報 父 母 深 讎 縱 高 崖 深 澗 燐 途 虎 窟 必 往 不 怯 
X62n1192_001:0491c01	故。一悲傷念。太灑落來。不得每一想佛。身毛皆竪。五	故 一 悲 傷 念 太 灑 落 來 不 得 每 一 想 佛 身 毛 皆 竪 五 
X62n1192_001:0491c02	內若裂。如憶少背之慈母。及多慧之亡兒故。一感憤	內 若 裂 如 憶 少 背 之 慈 母 及 多 慧 之 亡 兒 故 一 感 憤 
X62n1192_001:0491c03	念。太和平來。不得如落第孤寒。負才寂寞。每一念及。	念 太 和 平 來 不 得 如 落 第 孤 寒 負 才 寂 寞 每 一 念 及 
X62n1192_001:0491c04	殆不欲生故。一戀慕念。太淡泊來。不得如己所深愛	殆 不 欲 生 故 一 戀 慕 念 太 淡 泊 來 不 得 如 己 所 深 愛 
X62n1192_001:0491c05	物。魂夢繾綣。惟恐或失故。一樂事現前踴躍歡喜念。	物 魂 夢 繾 綣 惟 恐 或 失 故 一 樂 事 現 前 踴 躍 歡 喜 念 
X62n1192_001:0491c06	如寒得衣飢得食故。一惡緣照面悔恨激切念。如死	如 寒 得 衣 飢 得 食 故 一 惡 緣 照 面 悔 恨 激 切 念 如 死 
X62n1192_001:0491c07	裏逃生故。總之心口相一。字字從肝髓中流出。方是	裏 逃 生 故 總 之 心 口 相 一 字 字 從 肝 髓 中 流 出 方 是 
X62n1192_001:0491c08	念佛真境。	念 佛 真 境 
X62n1192_001:0491c09	張三李四	張 三 李 四 
X62n1192_001:0491c10	現前能念之心。本自離過絕非。不消作意離絕。現前	現 前 能 念 之 心 本 自 離 過 絕 非 不 消 作 意 離 絕 現 前 
X62n1192_001:0491c11	所念之佛。本自超情離計。何勞說妙談玄。祇貴信得。	所 念 之 佛 本 自 超 情 離 計 何 勞 說 妙 談 玄 祇 貴 信 得 
X62n1192_001:0491c12	及守得穩。直下念去。或晝夜十萬。或五萬三萬。以決	及 守 得 穩 直 下 念 去 或 晝 夜 十 萬 或 五 萬 三 萬 以 決 
X62n1192_001:0491c13	定不缺為準。畢此一生。誓無變改。若今日張三。明日	定 不 缺 為 準 畢 此 一 生 誓 無 變 改 若 今 日 張 三 明 日 
X62n1192_001:0491c14	李四。遇教下人。又思尋章摘句。遇宗門人。又思參究	李 四 遇 教 下 人 又 思 尋 章 摘 句 遇 宗 門 人 又 思 參 究 
X62n1192_001:0491c15	問答。遇持律人。又思搭衣用鉢。此則頭頭不了。帳帳	問 答 遇 持 律 人 又 思 搭 衣 用 鉢 此 則 頭 頭 不 了 帳 帳 
X62n1192_001:0491c16	不清。	不 清 
X62n1192_001:0491c17	放下	放 下 
X62n1192_001:0491c18	先將自己胸中雜亂。念頭一齊放下放到。無可放處。	先 將 自 己 胸 中 雜 亂 念 頭 一 齊 放 下 放 到 無 可 放 處 
X62n1192_001:0491c19	單單提起一句佛。歷歷分明。心中不斷。如線貫珠。又	單 單 提 起 一 句 佛 歷 歷 分 明 心 中 不 斷 如 線 貫 珠 又 
X62n1192_001:0491c20	如箭筈。相拄中間。無一毫空隙。如此著力靠定。于一	如 箭 筈 相 拄 中 間 無 一 毫 空 隙 如 此 著 力 靠 定 于 一 
X62n1192_001:0491c21	切處。不被境緣。牽引打失。日用動靜。不雜不亂。夢寐	切 處 不 被 境 緣 牽 引 打 失 日 用 動 靜 不 雜 不 亂 夢 寐 
X62n1192_001:0491c22	如一。	如 一 
X62n1192_001:0491c23	自成一片	自 成 一 片 
X62n1192_001:0491c24	若果為生死心切。念念若救頭然。只恐一失人身。百	若 果 為 生 死 心 切 念 念 若 救 頭 然 只 恐 一 失 人 身 百 
X62n1192_001:0492a01	[去*九]難復。將此一聲佛咬定。定要敵過。妄想一切處。念	[去九] 難 復 將 此 一 聲 佛 咬 定 定 要 敵 過 妄 想 一 切 處 念 
X62n1192_001:0492a02	念現前。不被妄想遮障。如此下苦切工夫。久久純熟。	念 現 前 不 被 妄 想 遮 障 如 此 下 苦 切 工 夫 久 久 純 熟 
X62n1192_001:0492a03	自然相應。不求成片。而自成一片矣。	自 然 相 應 不 求 成 片 而 自 成 一 片 矣 
X62n1192_001:0492a04	趨向	趨 向 
X62n1192_001:0492a05	妄念是病。念佛是藥。久病非片劑所能療。積妄非暫	妄 念 是 病 念 佛 是 藥 久 病 非 片 劑 所 能 療 積 妄 非 暫 
X62n1192_001:0492a06	念所能除。其理一也。莫管他妄念紛飛。只貴在念佛	念 所 能 除 其 理 一 也 莫 管 他 妄 念 紛 飛 只 貴 在 念 佛 
X62n1192_001:0492a07	精切字字分明。句句接續。極力執持。方有趨向分。	精 切 字 字 分 明 句 句 接 續 極 力 執 持 方 有 趨 向 分 
X62n1192_001:0492a08	綿密	綿 密 
X62n1192_001:0492a09	念茲在茲。心念不空過。日日時時不要放捨。綿綿密	念 茲 在 茲 心 念 不 空 過 日 日 時 時 不 要 放 捨 綿 綿 密 
X62n1192_001:0492a10	密如鷄抱卵。常教暖氣相續。即是淨念相繼。更加智	密 如 鷄 抱 卵 常 教 暖 氣 相 續 即 是 淨 念 相 繼 更 加 智 
X62n1192_001:0492a11	照。則知淨土即是自心。此乃上智人。進修工夫。	照 則 知 淨 土 即 是 自 心 此 乃 上 智 人 進 修 工 夫 
X62n1192_001:0492a12	喚醒	喚 醒 
X62n1192_001:0492a13	高聲覺太。費力默念。又易昏沉。只是綿綿密密。聲在	高 聲 覺 太 費 力 默 念 又 易 昏 沉 只 是 綿 綿 密 密 聲 在 
X62n1192_001:0492a14	唇齒之間。乃為金剛持然。又不可執定。若手打魚子。	唇 齒 之 間 乃 為 金 剛 持 然 又 不 可 執 定 若 手 打 魚 子 
X62n1192_001:0492a15	隨口呌喊。所以不得利益。必須句句出口入耳。聲聲	隨 口 呌 喊 所 以 不 得 利 益 必 須 句 句 出 口 入 耳 聲 聲 
X62n1192_001:0492a16	喚醒自心。譬如一人濃睡一人喚云某人。則彼即醒	喚 醒 自 心 譬 如 一 人 濃 睡 一 人 喚 云 某 人 則 彼 即 醒 
X62n1192_001:0492a17	矣。所以念佛最能攝心。	矣 所 以 念 佛 最 能 攝 心 
X62n1192_001:0492a18	真念	真 念 
X62n1192_001:0492a19	高聲念。低聲念。六字念。四字念。緊念。緩念。朗念。默念。	高 聲 念 低 聲 念 六 字 念 四 字 念 緊 念 緩 念 朗 念 默 念 
X62n1192_001:0492a20	合手念。跪膝念。面佛念。朝西念。打板念。敲魚念。掐珠	合 手 念 跪 膝 念 面 佛 念 朝 西 念 打 板 念 敲 魚 念 掐 珠 
X62n1192_001:0492a21	念。行道念。禮拜念。獨自念。同眾念。在家念。在外念。閒	念 行 道 念 禮 拜 念 獨 自 念 同 眾 念 在 家 念 在 外 念 閒 
X62n1192_001:0492a22	也念。忙也念。行也念。住也念。坐也念。臥也念。連夢中	也 念 忙 也 念 行 也 念 住 也 念 坐 也 念 臥 也 念 連 夢 中 
X62n1192_001:0492a23	也念。纔是真念念得心酸淚下念。得火滅灰寒念。得	也 念 纔 是 真 念 念 得 心 酸 淚 下 念 得 火 滅 灰 寒 念 得 
X62n1192_001:0492a24	神號鬼哭念。得天喜神歡。一聲佛振動了魔王宮殿。	神 號 鬼 哭 念 得 天 喜 神 歡 一 聲 佛 振 動 了 魔 王 宮 殿 
X62n1192_001:0492b01	一聲佛粉碎了劒樹刀山。一聲佛為百劫千生消業	一 聲 佛 粉 碎 了 劒 樹 刀 山 一 聲 佛 為 百 劫 千 生 消 業 
X62n1192_001:0492b02	障。一聲佛為四恩三有啟因緣。	障 一 聲 佛 為 四 恩 三 有 啟 因 緣 
X62n1192_001:0492b03	初心	初 心 
X62n1192_001:0492b04	最初下手。須用念珠。記得分明。刻定課程。決定無缺。	最 初 下 手 須 用 念 珠 記 得 分 明 刻 定 課 程 決 定 無 缺 
X62n1192_001:0492b05	久久純熟。不念自念。然後記數亦得。不記數亦得。若	久 久 純 熟 不 念 自 念 然 後 記 數 亦 得 不 記 數 亦 得 若 
X62n1192_001:0492b06	初心便要說好看話。要不著相要學圓融自在。總是	初 心 便 要 說 好 看 話 要 不 著 相 要 學 圓 融 自 在 總 是 
