X87n1620_001:0179c02	先覺宗乘	先 覺 宗 乘 
X87n1620_002:0190c01	耳。公又問。本嵩律師。以宣律師所講毗尼性體。本嵩	耳 公 又 問 本 嵩 律 師 以 宣 律 師 所 講 毗 尼 性 體 本 嵩 
X87n1620_002:0190c02	以偈答曰。情智何甞異。犬吠虵自行。終南的的意。日	以 偈 答 曰 情 智 何 甞 異 犬 吠 虵 自 行 終 南 的 的 意 日 
X87n1620_002:0190c03	午打三更。公肯之。比提刑日。與果昌覺禪師。同遊山	午 打 三 更 公 肯 之 比 提 刑 日 與 果 昌 覺 禪 師 同 遊 山 
X87n1620_002:0190c04	次。公拈起大士飯石問。既是飯石。為甚麼咬不碎。果	次 公 拈 起 大 士 飯 石 問 既 是 飯 石 為 甚 麼 咬 不 碎 果 
X87n1620_002:0190c05	昌曰。祇為太硬。公曰。猶涉繁詞。果昌曰。未審提刑作	昌 曰 祇 為 太 硬 公 曰 猶 涉 繁 詞 果 昌 曰 未 審 提 刑 作 
X87n1620_002:0190c06	麼生。公曰硬。果昌曰。也是第二月。公為寫七佛殿額。	麼 生 公 曰 硬 果 昌 曰 也 是 第 二 月 公 為 寫 七 佛 殿 額 
X87n1620_002:0190c07	乃問。七佛重出世時如何。果昌曰。一回相見一回新。	乃 問 七 佛 重 出 世 時 如 何 果 昌 曰 一 回 相 見 一 回 新 
X87n1620_002:0190c08	公領之而已。投子聰禪師。甞被人殺監寺。更押聰繫	公 領 之 而 已 投 子 聰 禪 師 甞 被 人 殺 監 寺 更 押 聰 繫 
X87n1620_002:0190c09	獄。時公按行入州界。夢神人云。州有肉身菩薩。枉坐	獄 時 公 按 行 入 州 界 夢 神 人 云 州 有 肉 身 菩 薩 枉 坐 
X87n1620_002:0190c10	縲紲。公即訪吏。以聰事告。公遽立釋之。其贊投子青	縲 紲 公 即 訪 吏 以 聰 事 告 公 遽 立 釋 之 其 贊 投 子 青 
X87n1620_002:0190c11	像曰。一隻履兩牛皮。金烏啼處木鷄飛。半夜賣油翁	像 曰 一 隻 履 兩 牛 皮 金 烏 啼 處 木 鷄 飛 半 夜 賣 油 翁 
X87n1620_002:0190c12	發笑。白頭生得黑頭兒。復贊五祖曰。人孰無父。祖獨	發 笑 白 頭 生 得 黑 頭 兒 復 贊 五 祖 曰 人 孰 無 父 祖 獨 
X87n1620_002:0190c13	有母。其母為誰。周氏季女。濁港滔滔入大江。門前依	有 母 其 母 為 誰 周 氏 季 女 濁 港 滔 滔 入 大 江 門 前 依 
X87n1620_002:0190c14	舊長安路。及會芙蓉楷禪師。公曰。與師相別幾年。芙	舊 長 安 路 及 會 芙 蓉 楷 禪 師 公 曰 與 師 相 別 幾 年 芙 
X87n1620_002:0190c15	蓉曰七年。公曰。學道來。參禪來。芙蓉曰。不打這鼓笛。	蓉 曰 七 年 公 曰 學 道 來 參 禪 來 芙 蓉 曰 不 打 這 鼓 笛 
X87n1620_002:0190c16	公曰。恁麼則空遊山水。百無所能也。芙蓉曰。別來未	公 曰 恁 麼 則 空 遊 山 水 百 無 所 能 也 芙 蓉 曰 別 來 未 
X87n1620_002:0190c17	久。善能高鑒。公大笑。公有辭世偈曰。生無可戀。死無	久 善 能 高 鑒 公 大 笑 公 有 辭 世 偈 曰 生 無 可 戀 死 無 
X87n1620_002:0190c18	可捨。太虗空中。之乎者也。將錯就錯。西方極樂。便奄	可 捨 太 虗 空 中 之 乎 者 也 將 錯 就 錯 西方極樂 便 奄 
X87n1620_002:0190c19	然而終。公有輔道集。蘇軾為序。傳於代。	然 而 終 公 有 輔 道 集 蘇 軾 為 序 傳 於 代 
X87n1620_002:0190c20	宋簽判劉經臣(嗣法智海逸)	宋 簽 判 劉 經 臣 嗣 法 智 海 逸 
X87n1620_002:0190c21	劉經臣。字興朝。為簽判。少以逸才登仕版。於佛法未	劉 經 臣 字 興 朝 為 簽 判 少 以 逸 才 登 仕 版 於 佛 法 未 
X87n1620_002:0190c22	之信。年三十二。會東林照覺總禪師。始醉心祖道。後	之 信 年 三 十 二 會 東 林 照 覺 總 禪 師 始 醉 心 祖 道 後 
X87n1620_002:0190c23	抵京師。謁慧林沖禪師。於僧問雪竇。如何是諸佛本	抵 京 師 謁 慧 林 沖 禪 師 於 僧 問 雪 竇 如 何 是 諸 佛 本 
X87n1620_002:0190c24	源。答曰。千峰寒色。語下有省。歲餘官雒幕。就參韶山	源 答 曰 千 峰 寒 色 語 下 有 省 歲 餘 官 雒 幕 就 參 韶 山 
X87n1620_002:0191a01	杲禪師。將去官辭韶山。韶山囑曰。公如此用心。何愁	杲 禪 師 將 去 官 辭 韶 山 韶 山 囑 曰 公 如 此 用 心 何 愁 
X87n1620_002:0191a02	不悟向。後或有非常境界。無量歡喜。宜急收拾。若收	不 悟 向 後 或 有 非 常 境 界 無 量 歡 喜 宜 急 收 拾 若 收 
X87n1620_002:0191a03	拾得去。便成法器。若收拾不得。則成失心之患。未幾	拾 得 去 便 成 法 器 若 收 拾 不 得 則 成 失 心 之 患 未 幾 
X87n1620_002:0191a04	復至京師。趨智海。依正覺逸禪師。請問因緣。智海曰。	復 至 京 師 趨 智 海 依 正 覺 逸 禪 師 請 問 因 緣 智 海 曰 
X87n1620_002:0191a05	古人道。平常心是道。爾十二時中。放光動地。不自覺	古 人 道 平 常 心 是 道 爾 十 二 時 中 放 光 動 地 不 自 覺 
X87n1620_002:0191a06	知。向外馳求。轉疎轉遠。公益疑不解。一夕入室。智海	知 向 外 馳 求 轉 疎 轉 遠 公 益 疑 不 解 一 夕 入 室 智 海 
X87n1620_002:0191a07	舉傳燈所載香至國王。問波羅提尊者。何者是佛。尊	舉 傳 燈 所 載 香 至 國 王 問 波 羅 提 尊 者 何 者 是 佛 尊 
X87n1620_002:0191a08	者曰。見性是佛。意旨如何。公不能對。疑甚。歸就寢熟	者 曰 見 性 是 佛 意 旨 如 何 公 不 能 對 疑 甚 歸 就 寢 熟 
X87n1620_002:0191a09	睡。至五更覺來。方追念間。見種種異相。表裏洞徹。六	睡 至 五 更 覺 來 方 追 念 間 見 種 種 異 相 表 裏 洞 徹 六 
X87n1620_002:0191a10	根震動。天地回旋。如雲開月現。喜不自勝。忽憶韶山	根 震 動 天 地 回 旋 如 雲 開 月 現 喜 不 自 勝 忽 憶 韶 山 
X87n1620_002:0191a11	臨別所囑之言。姑抑之。逗明。悉以所得告智海。為證	臨 別 所 囑 之 言 姑 抑 之 逗 明 悉 以 所 得 告 智 海 為 證 
X87n1620_002:0191a12	據。智海曰。更須用得始得。公曰。莫要踐履否。智海厲	據 智 海 曰 更 須 用 得 始 得 公 曰 莫 要 踐 履 否 智 海 厲 
X87n1620_002:0191a13	聲曰。這箇是甚麼事。却說踐履。公默契。(幻寄云。簽判不能于千峰	聲 曰 這 箇 是 甚 麼 事 却 說 踐 履 公 默 契 幻 寄 云 簽 判 不 能 于 千 峰 
X87n1620_002:0191a14	寒色瞥地。遂帶累波羅提尊者。入無尾巴猢孫隊中。輪轉流浪悲夫)乃作發明心地頌	寒 色 瞥 地 遂 帶 累 波 羅 提 尊 者 入 無 尾 巴 猢 孫 隊 中 輪 轉 流 浪 悲 夫 乃 作 發 明 心 地 頌 
X87n1620_002:0191a15	八首。及著明道諭儒篇。以警世。(詞曰。明道在乎見性。余之所悟者。見性而	八 首 及 著 明 道 諭 儒 篇 以 警 世 詞 曰 明 道 在 乎 見 性 余 之 所 悟 者 見 性 而 
X87n1620_002:0191a16	已。孟子曰。口之於味也。目之於色也。耳之於聲也。鼻之於臭也。四肢之於安佚也。性也。楊子曰。視聽言貌。思性	已 孟 子 曰 口 之 於 味 也 目 之 於 色 也 耳 之 於 聲 也 鼻 之 於 臭 也 四 肢 之 於 安 佚 也 性 也 楊 子 曰 視 聽 言 貌 思 性 
X87n1620_002:0191a17	所有也。有見於此。則能明乎道矣。當知道不遠人。人之於道。猶魚之於水。未嘗須臾離也。唯其迷己逐物故。終	所 有 也 有 見 於 此 則 能 明 乎 道 矣 當 知 道 不 遠 人 人 之 於 道 猶 魚 之 於 水 未 嘗 須 臾 離 也 唯 其 迷 己 逐 物 故 終 
X87n1620_002:0191a18	身由之而不知。佛曰大覺。儒曰先覺。葢覺此耳。昔人有言曰。今古應無墜。分明在目前。又曰。大道祇在目前。要	身 由 之 而 不 知 佛 曰 大 覺 儒 曰 先 覺 葢 覺 此 耳 昔 人 有 言 曰 今 古 應 無 墜 分 明 在 目 前 又 曰 大 道 祇 在 目 前 要 
X87n1620_002:0191a19	且目前難睹。欲識大道真體。不離聲色言語。又曰。夜夜抱佛眠。朝朝還共起。起坐鎮相隨。語默同居止。欲識佛	且 目 前 難 睹 欲 識 大 道 真 體 不 離 聲 色 言 語 又 曰 夜 夜 抱 佛 眠 朝 朝 還 共 起 起 坐 鎮 相 隨 語 默 同 居 止 欲 識 佛 
X87n1620_002:0191a20	去處。祇這語聲是。此佛者之語道。為最親者。立則見其參於前也。在興則見其倚於衡也。瞻之在前。忽焉在後	去 處 祇 這 語 聲 是 此 佛 者 之 語 道 為 最 親 者 立 則 見 其 參 於 前 也 在 興 則 見 其 倚 於 衡 也 瞻 之 在 前 忽 焉 在 後 
X87n1620_002:0191a21	也。取之左右。逢其源也。此儒者之語道。為最邇者。柰何此道。唯可心傳。不立文字故。世尊拈花。而妙心傳於迦	也 取 之 左 右 逢 其 源 也 此 儒 者 之 語 道 為 最 邇 者 柰 何 此 道 唯 可 心 傳 不 立 文 字 故 世 尊 拈 花 而 妙 心 傳 於 迦 
X87n1620_002:0191a22	葉。達磨面壁。而宗旨付於神光。六葉既敷。千花競秀。分宗列派。各有門庭故或瞬目楊眉。擎拳舉指。或行棒行	葉 達 磨 面 壁 而 宗 旨 付 於 神 光 六 葉 既 敷 千 花 競 秀 分 宗 列 派 各 有 門 庭 故 或 瞬 目 楊 眉 擎 拳 舉 指 或 行 棒 行 
X87n1620_002:0191a23	喝。竪拂拈槌。或持义張弓。輥毬舞笏。或拽石搬土。打鼓吹毛。或一默一言。一吁一笑。乃至種種方便。皆是親切	喝 竪 拂 拈 槌 或 持 义 張 弓 輥 毬 舞 笏 或 拽 石 搬 土 打 鼓 吹 毛 或 一 默 一 言 一 吁 一 笑 乃 至 種 種 方 便 皆 是 親 切 
X87n1620_002:0191a24	為人。然祇為太親故。人多罔措。瞥然見者。不隔絲毫。其或沉吟。迢迢萬里。欲明道者。宜無忽焉。祖祖相傳。至今	為 人 然 祇 為 太 親 故 人 多 罔 措 瞥 然 見 者 不 隔 絲 毫 其 或 沉 吟 迢 迢 萬 里 欲 明 道 者 宜 無 忽 焉 祖 祖 相 傳 至 今 
X87n1620_002:0191b01	不絕。真得吾儒所謂忿而不發。開而弗違者矣。余之有得。實在此門。反思吾儒。自有其道。良哉孔子之言。默而	不 絕 真 得 吾 儒 所 謂 忿 而 不 發 開 而 弗 違 者 矣 余 之 有 得 實 在 此 門 反 思 吾 儒 自 有 其 道 良 哉 孔 子 之 言 默 而 
X87n1620_002:0191b02	識之。一以貫之。故目擊而道存。指掌而意喻。凡若此者皆合宗門之妙旨。得教外之真機。然而孔子之道傳之	識 之 一 以 貫 之 故 目 擊 而 道 存 指 掌 而 意 喻 凡 若 此 者 皆 合 宗 門 之 妙 旨 得 教 外 之 真 機 然 而 孔 子 之 道 傳 之 
X87n1620_002:0191b03	子思。子思傳之孟子。孟子既沒。不得其傳。而所以傳于世者。特文字耳。故余之學。必求自得而後已。幸余一夕	子 思 子 思 傳 之 孟 子 孟 子 既 沒 不 得 其 傳 而 所 以 傳 于 世 者 特 文 字 耳 故 余 之 學 必 求 自 得 而 後 已 幸 余 一 夕 
X87n1620_002:0191b04	開悟。凡目之所見。耳之所聞。心之所思。口之所談。手足之所運動。無非妙者。得之既久。日益見前。每以與人。人	開 悟 凡 目 之 所 見 耳 之 所 聞 心 之 所 思 口 之 所 談 手 足 之 所 運 動 無 非 妙 者 得 之 既 久 日 益 見 前 每 以 與 人 人 
X87n1620_002:0191b05	不能受。然後知妙。道果不可以文字傳也。嗚呼是道也。有其人則傳。無其人則絕。余既得之矣。誰其似之乎。終	不 能 受 然 後 知 妙 道 果 不 可 以 文 字 傳 也 嗚 呼 是 道 也 有 其 人 則 傳 無 其 人 則 絕 余 既 得 之 矣 誰 其 似 之 乎 終 
X87n1620_002:0191b06	余之身。而有其人邪。無其人邪。所不可得而知也。故為記頌歌語。以流播其事。而又著此篇。以諭吾徒云)。	余 之 身 而 有 其 人 邪 無 其 人 邪 所 不 可 得 而 知 也 故 為 記 頌 歌 語 以 流 播 其 事 而 又 著 此 篇 以 諭 吾 徒 云 
X87n1620_002:0191b07	宋清獻公趙抃(嗣法蔣山泉)	宋 清 獻 公 趙 抃 嗣 法 蔣 山 泉 
X87n1620_002:0191b08	趙抃。字悅道。衢州西安人。號知非子。官至參政。年四	趙 抃 字 悅 道 衢 州 西 安 人 號 知 非 子 官 至 參 政 年 四 
X87n1620_002:0191b09	十餘。擯去聲色。系心宗教。初從蔣山法泉禪師游。微	十 餘 擯 去 聲 色 系 心 宗 教 初 從 蔣 山 法 泉 禪 師 游 微 
X87n1620_002:0191b10	有省。又從大名天鉢寺重元禪師問心要。師曰。公立	有 省 又 從 大 名 天 鉢 寺 重 元 禪 師 問 心 要 師 曰 公 立 
X87n1620_002:0191b11	朝論政。崇化明倫。奚暇刻意於此。公曰。聞別傳之旨。	朝 論 政 崇 化 明 倫 奚 暇 刻 意 於 此 公 曰 聞 別 傳 之 旨 
X87n1620_002:0191b12	人人本有之事。豈抃不能。願究明之。師乃令看狗子	人 人 本 有 之 事 豈 抃 不 能 願 究 明 之 師 乃 令 看 狗 子 
X87n1620_002:0191b13	無佛性話。會佛慧居衢之南禪。公日親之。慧未甞容	無 佛 性 話 會 佛 慧 居 衢 之 南 禪 公 日 親 之 慧 未 甞 容 
X87n1620_002:0191b14	措一辭。後典青州。政事之餘。多宴坐。忽大雷震驚。即	措 一 辭 後 典 青 州 政 事 之 餘 多 宴 坐 忽 大 雷 震 驚 即 
X87n1620_002:0191b15	契悟。作偈曰。默坐公堂虗隱几。心澄不動湛如水。一	契 悟 作 偈 曰 默 坐 公 堂 虗 隱 几 心 澄 不 動 湛 如 水 一 
X87n1620_002:0191b16	聲霹靂頂門開。喚起從前自家底。舉頭蒼蒼喜復喜。	聲 霹 靂 頂 門 開 喚 起 從 前 自 家 底 舉 頭 蒼 蒼 喜 復 喜 
X87n1620_002:0191b17	剎剎塵塵無不是。中下之人不得聞。妙用神通而已	剎 剎 塵 塵 無 不 是 中 下 之 人 不 得 聞 妙 用 神 通 而 已 
X87n1620_002:0191b18	矣。佛慧聞笑曰。趙悅道撞彩耳。元豐初年。七十二。以	矣 佛 慧 聞 笑 曰 趙 悅 道 撞 彩 耳 元 豐 初 年 七 十 二 以 
X87n1620_002:0191b19	太子少保告老。退居三衢。與山僧野老。往來無間。名	太 子 少 保 告 老 退 居 三 衢 與 山 僧 野 老 往 來 無 間 名 
X87n1620_002:0191b20	所居為高齋。以詩自見曰。軒外長溪溪外山。捲簾空	所 居 為 高 齋 以 詩 自 見 曰 軒 外 長 溪 溪 外 山 捲 簾 空 
X87n1620_002:0191b21	曠雲水間。高齋有問如何答。清夜安眠白晝閑。又題	曠 雲 水 間 高 齋 有 問 如 何 答 清 夜 安 眠 白 晝 閑 又 題 
X87n1620_002:0191b22	偈見意曰。腰佩黃金已退藏。箇中消息也尋常。世人	偈 見 意 曰 腰 佩 黃 金 已 退 藏 箇 中 消 息 也 尋 常 世 人 
X87n1620_002:0191b23	欲識高齋老。祇是柯村趙四郎。復曰。切忌錯認。公一	欲 識 高 齋 老 祇 是 柯 村 趙 四 郎 復 曰 切 忌 錯 認 公 一 
X87n1620_002:0191b24	日徧辭親友。其子[山*几]問後事。公厲聲叱之。遺佛慧書	日 徧 辭 親 友 其 子 [山几] 問 後 事 公 厲 聲 叱 之 遺 佛 慧 書 
X87n1620_002:0191c01	曰。非師平日警誨至此。必不得力矣。少頃語如平時。	曰 非 師 平 日 警 誨 至 此 必 不 得 力 矣 少 頃 語 如 平 時 
X87n1620_002:0191c02	忽趺坐而化。年七十七。佛慧以偈贊曰。仕也邦為瑞。	忽 趺 坐 而 化 年 七 十 七 佛 慧 以 偈 贊 曰 仕 也 邦 為 瑞 
X87n1620_002:0191c03	歸歟世作程。人間金粟去。天上玉樓成。慧劍無纖缺。	歸 歟 世 作 程 人 間 金 粟 去 天 上 玉 樓 成 慧 劍 無 纖 缺 
X87n1620_002:0191c04	氷壺徹底清。春風瀫水路。孤月照雲明。	氷 壺 徹 底 清 春 風 瀫 水 路 孤 月 照 雲 明 
X87n1620_002:0191c05	宋丞相張商英(嗣法兜率悅)	宋 丞 相 張 商 英 嗣 法 兜 率 悅 
X87n1620_002:0191c06	丞相張商英居士。字天覺。號無盡。蜀人也。年十九。應	丞 相 張 商 英 居 士 字 天 覺 號 無 盡 蜀 人 也 年 十 九 應 
X87n1620_002:0191c07	舉入京。道由向氏家。向預夢。神人報曰。明日接相公。	舉 入 京 道 由 向 氏 家 向 預 夢 神 人 報 曰 明 日 接 相 公 
X87n1620_002:0191c08	凌晨公至。向異之。勞問勤腆。乃曰。秀才未娶。當以女	凌 晨 公 至 向 異 之 勞 問 勤 腆 乃 曰 秀 才 未 娶 當 以 女 
X87n1620_002:0191c09	奉洒掃。後果及第。乃娶之。初任主簿。因入僧寺。覩梵	奉 洒 掃 後 果 及 第 乃 娶 之 初 任 主 簿 因 入 僧 寺 覩 梵 
X87n1620_002:0191c10	夾莊嚴甚。乃怫然曰。吾孔聖書。不及胡人教耶。夜坐	夾 莊 嚴 甚 乃 怫 然 曰 吾 孔 聖 書 不 及 胡 人 教 耶 夜 坐 
X87n1620_002:0191c11	書室。馮紙長吟。中夜不眠。向曰。官人夜深。何不睡去。	書 室 馮 紙 長 吟 中 夜 不 眠 向 曰 官 人 夜 深 何 不 睡 去 
X87n1620_002:0191c12	公以前意白之。正此著無佛論。向應聲曰。既是無佛。	公 以 前 意 白 之 正 此 著 無 佛 論 向 應 聲 曰 既 是 無 佛 
X87n1620_002:0191c13	何論之有。當須著有佛論始得。公疑其言。遂止。後訪	何 論 之 有 當 須 著 有 佛 論 始 得 公 疑 其 言 遂 止 後 訪 
X87n1620_002:0191c14	一同列。見佛龕前經卷。乃問何書。云維摩詰所說經。	一 同 列 見 佛 龕 前 經 卷 乃 問 何 書 云 維 摩 詰 所 說 經 
X87n1620_002:0191c15	公信手開。閱至此病非地大亦不離地大處。歎曰。胡	公 信 手 開 閱 至 此 病 非 地 大 亦 不 離 地 大 處 歎 曰 胡 
X87n1620_002:0191c16	語亦能爾乎。問此經幾卷。曰三卷。乃借歸。閱次向氏	語 亦 能 爾 乎 問 此 經 幾 卷 曰 三 卷 乃 借 歸 閱 次 向 氏 
X87n1620_002:0191c17	問。看何書。公曰。維摩詰所說經。向曰。可熟讀此經。然	問 看 何 書 公 曰 維 摩 詰 所 說 經 向 曰 可 熟 讀 此 經 然 
X87n1620_002:0191c18	後著無佛論。公繇是深信佛乘。留心祖道。因提刑至	後 著 無 佛 論 公 繇 是 深 信 佛 乘 留 心 祖 道 因 提 刑 至 
X87n1620_002:0191c19	汾。謁大達國師塔。及夢國師接引。覺而閱其語。至國	汾 謁 大 達 國 師 塔 及 夢 國 師 接 引 覺 而 閱 其 語 至 國 
X87n1620_002:0191c20	師問馬祖西來心印。祖曰。大德正閙在且去。國師去。	師 問 馬 祖 西 來 心 印 祖 曰 大 德 正 閙 在 且 去 國 師 去 
X87n1620_002:0191c21	祖喚曰大德。國師回首。祖曰。是甚麼。公乃有省。作偈	祖 喚 曰 大 德 國 師 回 首 祖 曰 是 甚 麼 公 乃 有 省 作 偈 
X87n1620_002:0191c22	曰。是甚麼是甚麼。羅睺殿前燈。是火不是阿祖喚。回	曰 是 甚 麼 是 甚 麼 羅 睺 殿 前 燈 是 火 不 是 阿 祖 喚 回 
X87n1620_002:0191c23	洎被善財覷破。毗嵐風急九天高。白鷺眼盲魚走過。	洎 被 善 財 覷 破 毗 嵐 風 急 九 天 高 白 鷺 眼 盲 魚 走 過 
X87n1620_002:0191c24	元祐六年。為江西漕。首謁東林照覺總禪師。覺詰其	元 祐 六 年 為 江 西 漕 首 謁 東 林 照 覺 總 禪 師 覺 詰 其 
X87n1620_002:0192a01	所見。與己合。乃印可曰。吾有得法弟子。住玉谿。乃慈	所 見 與 己 合 乃 印 可 曰 吾 有 得 法 弟 子 住 玉 谿 乃 慈 
X87n1620_002:0192a02	古鏡也。亦可與語。公復因按部。過分寧。諸禪迓之。公	古 鏡 也 亦 可 與 語 公 復 因 按 部 過 分 寧 諸 禪 迓 之 公 
X87n1620_002:0192a03	到先致敬玉谿慈。次及諸山。最後問兜率悅禪師。悅	到 先 致 敬 玉 谿 慈 次 及 諸 山 最 後 問 兜 率 悅 禪 師 悅 
