T30n1569_001:0167c11	百論序	百 論 序 
T30n1569_001:0173b29	一切成。若不成。若顛倒(修妬路)。若有一瓶一者。	一 切 成 若 不 成 若 顛 倒 修 妬 路 若 有 一 瓶 一 者 
T30n1569_001:0173c01	如因陀羅釋迦憍尸迦。其有因陀羅處。則	如 因 陀 羅 釋 迦 憍 尸 迦 其 有 因 陀 羅 處 則 
T30n1569_001:0173c02	有釋迦憍尸迦。如是隨有處則有一瓶。	有 釋 迦 憍 尸 迦 如 是 隨 有 處 則 有 一 瓶 
T30n1569_001:0173c03	隨一處則有有瓶。隨瓶處則有有一。若	隨 一 處 則 有 有 瓶 隨 瓶 處 則 有 有 一 若 
T30n1569_001:0173c04	爾衣等諸物亦應是瓶。有一瓶一故。如是	爾 衣 等 諸 物 亦 應 是 瓶 有 一 瓶 一 故 如 是 
T30n1569_001:0173c05	其有一物皆應是瓶。今瓶衣等物悉應是	其 有 一 物 皆 應 是 瓶 今 瓶 衣 等 物 悉 應 是 
T30n1569_001:0173c06	一。復次有常故一瓶亦應常。復次若說有	一 復 次 有 常 故 一 瓶 亦 應 常 復 次 若 說 有 
T30n1569_001:0173c07	則說一瓶。復次一是數。有瓶。亦應是數。	則 說 一 瓶 復 次 一 是 數 有 瓶 亦 應 是 數 
T30n1569_001:0173c08	復次若瓶五身。有一亦應五身。若瓶有形有	復 次 若 瓶 五 身 有 一 亦 應 五 身 若 瓶 有 形 有 
T30n1569_001:0173c09	對。有一亦應有形有對。若瓶無常。有一亦	對 有 一 亦 應 有 形 有 對 若 瓶 無 常 有 一 亦 
T30n1569_001:0173c10	應無常。是名如一一切成。若處處有。是中	應 無 常 是 名 如 一 一 切 成 若 處 處 有 是 中 
T30n1569_001:0173c11	無瓶。今處處瓶是亦無瓶。有不異故。復次	無 瓶 今 處 處 瓶 是 亦 無 瓶 有 不 異 故 復 次 
T30n1569_001:0173c12	事事有。不是瓶。今瓶則非瓶。有不異故。復	事 事 有 不 是 瓶 今 瓶 則 非 瓶 有 不 異 故 復 
T30n1569_001:0173c13	次若說有。不攝一瓶。今說一瓶。亦不應	次 若 說 有 不 攝 一 瓶 今 說 一 瓶 亦 不 應 
T30n1569_001:0173c14	攝一瓶。有不異故。復次若有非瓶。瓶亦非	攝 一 瓶 有 不 異 故 復 次 若 有 非 瓶 瓶 亦 非 
T30n1569_001:0173c15	瓶。有不異故。是名如一一切不成。若欲	瓶 有 不 異 故 是 名 如 一 一 切 不 成 若 欲 
T30n1569_001:0173c16	說瓶應說有。欲說有應說瓶。復次汝瓶	說 瓶 應 說 有 欲 說 有 應 說 瓶 復 次 汝 瓶 
T30n1569_001:0173c17	成故。有一亦成。若有一成故瓶亦應成。以	成 故 有 一 亦 成 若 有 一 成 故 瓶 亦 應 成 以 
T30n1569_001:0173c18	一故是名如一一切顛倒(此中四紙辯名字無可傳譯)。外曰。	一 故 是 名 如 一 一 切 顛 倒 此 中 四 紙 辯 名 字 無 可 傳 譯 外 曰 
T30n1569_001:0173c19	物有一故無過(修妬路)。物是有。亦是一。是故若	物 有 一 故 無 過 修 妬 路 物 是 有 亦 是 一 是 故 若 
T30n1569_001:0173c20	有瓶處必有有一。非有一處皆是瓶。復次	有 瓶 處 必 有 有 一 非 有 一 處 皆 是 瓶 復 次 
T30n1569_001:0173c21	若說瓶。當知已攝有一。非說有一必攝	若 說 瓶 當 知 已 攝 有 一 非 說 有 一 必 攝 
T30n1569_001:0173c22	瓶。內曰。瓶有二。何故二無瓶(修妬路)。若有一	瓶 內 曰 瓶 有 二 何 故 二 無 瓶 修 妬 路 若 有 一 
T30n1569_001:0173c23	瓶一。何故有一處無瓶。復次云何說有一	瓶 一 何 故 有 一 處 無 瓶 復 次 云 何 說 有 一 
T30n1569_001:0173c24	不攝瓶。外曰。瓶中瓶有定故(修妬路)。瓶中瓶有	不 攝 瓶 外 曰 瓶 中 瓶 有 定 故 修 妬 路 瓶 中 瓶 有 
T30n1569_001:0173c25	與瓶不異。而異於衣物等。是故在在處瓶。	與 瓶 不 異 而 異 於 衣 物 等 是 故 在 在 處 瓶 
T30n1569_001:0173c26	是中有瓶有。亦在在處瓶有。是中有瓶非	是 中 有 瓶 有 亦 在 在 處 瓶 有 是 中 有 瓶 非 
T30n1569_001:0173c27	在在有處有瓶。內曰。不然。瓶有不異故	在 在 有 處 有 瓶 內 曰 不 然 瓶 有 不 異 故 
T30n1569_001:0173c28	(修妬路)。有是總相。何以故。若說有則信瓶等諸	 修 妬 路 有 是 總 相 何 以 故 若 說 有 則 信 瓶 等 諸 
T30n1569_001:0173c29	物。若說瓶不信衣等諸物。是故瓶是別相。	物 若 說 瓶 不 信 衣 等 諸 物 是 故 瓶 是 別 相 
T30n1569_001:0174a01	有是總相。云何為一。外曰。如父子(修妬路)。譬	有 是 總 相 云 何 為 一 外 曰 如 父 子 修 妬 路 譬 
T30n1569_001:0174a02	如一人亦子亦父。如是總相亦是別相。別	如 一 人 亦 子 亦 父 如 是 總 相 亦 是 別 相 別 
T30n1569_001:0174a03	相亦是總相。內曰。不然。子故父(修妬路)。若未生	相 亦 是 總 相 內 曰 不 然 子 故 父 修 妬 路 若 未 生 
T30n1569_001:0174a04	子不名為父。子生然後為父。復次是喻同	子 不 名 為 父 子 生 然 後 為 父 復 次 是 喻 同 
T30n1569_001:0174a05	我。汝則非也。外曰。應有瓶。皆信故(修妬路)。	我 汝 則 非 也 外 曰 應 有 瓶 皆 信 故 修 妬 路 
T30n1569_001:0174a06	世人眼見信有瓶用。是故應有瓶。內曰。有	世 人 眼 見 信 有 瓶 用 是 故 應 有 瓶 內 曰 有 
T30n1569_001:0174a07	不異故一切無(修妬路)。若瓶與有不異者。瓶	不 異 故 一 切 無 修 妬 路 若 瓶 與 有 不 異 者 瓶 
T30n1569_001:0174a08	應是總相非別相。別相無故。總相亦無。因	應 是 總 相 非 別 相 別 相 無 故 總 相 亦 無 因 
T30n1569_001:0174a09	有別相故有總相。若無別相則無總相。	有 別 相 故 有 總 相 若 無 別 相 則 無 總 相 
T30n1569_001:0174a10	是二無故。一切皆無。外曰。如足分等名身	是 二 無 故 一 切 皆 無 外 曰 如 足 分 等 名 身 
T30n1569_001:0174a11	(修妬路)。如頭足分等。雖不異身。非但足為身。	 修 妬 路 如 頭 足 分 等 雖 不 異 身 非 但 足 為 身 
T30n1569_001:0174a12	如是瓶與有雖不異。而瓶非總相。內曰。若	如 是 瓶 與 有 雖 不 異 而 瓶 非 總 相 內 曰 若 
T30n1569_001:0174a13	足與身不異。何故足不為頭(修妬路)。若頭足分	足 與 身 不 異 何 故 足 不 為 頭 修 妬 路 若 頭 足 分 
T30n1569_001:0174a14	等。與身不異者。足應是頭。是二與身	等 與 身 不 異 者 足 應 是 頭 是 二 與 身 
T30n1569_001:0174a15	不異故。如因陀羅釋迦不異故。因陀羅即	不 異 故 如 因 陀 羅 釋 迦 不 異 故 因 陀 羅 即 
T30n1569_001:0174a16	釋迦。外曰。諸分異故無過(修妬路)。分有分不異。	釋 迦 外 曰 諸 分 異 故 無 過 修 妬 路 分 有 分 不 異 
T30n1569_001:0174a17	非分分不異。是故頭足不一。內曰。若爾無	非 分 分 不 異 是 故 頭 足 不 一 內 曰 若 爾 無 
T30n1569_001:0174a18	身(修妬路)。若足與頭異。頭與足分等異。如是。	身 修 妬 路 若 足 與 頭 異 頭 與 足 分 等 異 如 是 
T30n1569_001:0174a19	但有諸分。更無有分。名之為身。外曰。不	但 有 諸 分 更 無 有 分 名 之 為 身 外 曰 不 
T30n1569_001:0174a20	然。多因一果現故。如色等是瓶(修妬路)。如色	然 多 因 一 果 現 故 如 色 等 是 瓶 修 妬 路 如 色 
T30n1569_001:0174a21	分等多因現一瓶果。此中非但色為瓶。亦	分 等 多 因 現 一 瓶 果 此 中 非 但 色 為 瓶 亦 
T30n1569_001:0174a22	不離色為瓶。是故色分等不為一。足分	不 離 色 為 瓶 是 故 色 分 等 不 為 一 足 分 
T30n1569_001:0174a23	等與身亦如是。內曰。如色等瓶亦不一(修妬	等 與 身 亦 如 是 內 曰 如 色 等 瓶 亦 不 一 修 妬 
T30n1569_001:0174a24	路)。若瓶與色聲香味觸五分不異者。不應	路 若 瓶 與 色聲香味觸 五 分 不 異 者 不 應 
T30n1569_001:0174a25	言一瓶。若言一瓶。色分等亦應一。色等與	言 一 瓶 若 言 一 瓶 色 分 等 亦 應 一 色 等 與 
T30n1569_001:0174a26	瓶不異故。外曰。如軍林(修妬路)。若象馬車步。	瓶 不 異 故 外 曰 如 軍 林 修 妬 路 若 象 馬 車 步 
T30n1569_001:0174a27	多眾合故名為軍。又松柏等。多樹合故名為	多 眾 合 故 名 為 軍 又 松 柏 等 多 樹 合 故 名 為 
T30n1569_001:0174a28	林。非獨松為林。亦不離松為林。軍亦爾。	林 非 獨 松 為 林 亦 不 離 松 為 林 軍 亦 爾 
T30n1569_001:0174a29	如是非一色名為瓶。亦不離色為瓶。內	如 是 非 一 色 名 為 瓶 亦 不 離 色 為 瓶 內 
T30n1569_001:0174b01	曰。眾亦如瓶(修妬路)。若松柏等。與林不異者。	曰 眾 亦 如 瓶 修 妬 路 若 松 柏 等 與 林 不 異 者 
T30n1569_001:0174b02	不應言一林。若言一林者。松柏等亦應	不 應 言 一 林 若 言 一 林 者 松 柏 等 亦 應 
T30n1569_001:0174b03	一。與林不異故。如松樹根莖。枝節華葉。亦	一 與 林 不 異 故 如 松 樹 根 莖 枝 節 華 葉 亦 
T30n1569_001:0174b04	應如是破。如軍等一切物。盡應如是破。外	應 如 是 破 如 軍 等 一 切 物 盡 應 如 是 破 外 
T30n1569_001:0174b05	曰。受多瓶故(修妬路)。汝說色分等多(修妬路)。瓶亦	曰 受 多 瓶 故 修 妬 路 汝 說 色 分 等 多 修 妬 路 瓶 亦 
T30n1569_001:0174b06	應多。是故欲破一瓶而受多瓶。內曰。非色	應 多 是 故 欲 破 一 瓶 而 受 多 瓶 內 曰 非 色 
T30n1569_001:0174b07	等多故瓶多(修妬路)。我說汝過非受多瓶。汝自	等 多 故 瓶 多 修 妬 路 我 說 汝 過 非 受 多 瓶 汝 自 
T30n1569_001:0174b08	言色分等多。無別瓶法為色等果。外曰。有	言 色 分 等 多 無 別 瓶 法 為 色 等 果 外 曰 有 
T30n1569_001:0174b09	果。以不破因。有因故果成(修妬路)。汝破瓶	果 以 不 破 因 有 因 故 果 成 修 妬 路 汝 破 瓶 
T30n1569_001:0174b10	果。不破色等瓶因。若有因必有果。無無果	果 不 破 色 等 瓶 因 若 有 因 必 有 果 無 無 果 
T30n1569_001:0174b11	因。復次色等瓶因。是微塵果。汝受色等故。	因 復 次 色 等 瓶 因 是 微 塵 果 汝 受 色 等 故 
T30n1569_001:0174b12	因果俱成。內曰。如果無因亦無(修妬路)。如瓶與	因 果 俱 成 內 曰 如 果 無 因 亦 無 修 妬 路 如 瓶 與 
T30n1569_001:0174b13	色等多分不異故。瓶不應一。今色等多分	色 等 多 分 不 異 故 瓶 不 應 一 今 色 等 多 分 
T30n1569_001:0174b14	與瓶不異故。色等不應多。又如汝言。無	與 瓶 不 異 故 色 等 不 應 多 又 如 汝 言 無 
T30n1569_001:0174b15	無果因。今果破故。因亦自破。汝法因果一	無 果 因 今 果 破 故 因 亦 自 破 汝 法 因 果 一 
T30n1569_001:0174b16	故。復次三世為一(修妬路)。泥團時現在。瓶時未	故 復 次 三 世 為 一 修 妬 路 泥 團 時 現 在 瓶 時 未 
T30n1569_001:0174b17	來。土時過去。若因果一。泥團中應有瓶土。	來 土 時 過 去 若 因 果 一 泥 團 中 應 有 瓶 土 
T30n1569_001:0174b18	是故三世時為一。已作今作當作者。如是語	是 故 三 世 時 為 一 已 作 今 作 當 作 者 如 是 語 
T30n1569_001:0174b19	壞。外曰。不然。因果相待成故。如長短(修妬路)。	壞 外 曰 不 然 因 果 相 待 成 故 如 長 短 修 妬 路 
T30n1569_001:0174b20	如因長見短。因短見長。如是泥團觀瓶	如 因 長 見 短 因 短 見 長 如 是 泥 團 觀 瓶 
T30n1569_001:0174b21	則是因。觀土則是果。內曰。因他相違共過	則 是 因 觀 土 則 是 果 內 曰 因 他 相 違 共 過 
T30n1569_001:0174b22	故。非長中長相。亦非短中及共中(修妬路)。若	故 非 長 中 長 相 亦 非 短 中 及 共 中 修 妬 路 若 
T30n1569_001:0174b23	實有長相。若長中有。若短中有。若共中有。	實 有 長 相 若 長 中 有 若 短 中 有 若 共 中 有 
T30n1569_001:0174b24	是不可得。何以故。長中無長相。以因他	是 不 可 得 何 以 故 長 中 無 長 相 以 因 他 
T30n1569_001:0174b25	故。因短故為長短中亦無長性。相違故。若	故 因 短 故 為 長 短 中 亦 無 長 性 相 違 故 若 
T30n1569_001:0174b26	短中有長。不名為短。長短共中亦無長。二	短 中 有 長 不 名 為 短 長 短 共 中 亦 無 長 二 
T30n1569_001:0174b27	俱過故。若長中有。若短中有。先說有過。短	俱 過 故 若 長 中 有 若 短 中 有 先 說 有 過 短 
T30n1569_001:0174b28	相亦如是。若無長短。云何相待。◎	相 亦 如 是 若 無 長 短 云 何 相 待 
T30n1569_001:0174b29	百論卷上	百 論 卷 上 
T30n1569_002:0174c02	百論卷下	百 論 卷 下 
T30n1569_002:0174c04	提婆菩薩造　婆藪開士釋	提 婆 菩 薩 造 婆 藪 開 士 釋 
T30n1569_002:0174c05	姚秦三藏鳩摩羅什譯	姚 秦 三 藏 鳩 摩 羅 什 譯 
T30n1569_002:0174c06	◎破異品第四	 破 異 品 第 四 
T30n1569_002:0174c07	外曰。汝先言。有一瓶異。是亦有過。有何	外 曰 汝 先 言 有 一 瓶 異 是 亦 有 過 有 何 
T30n1569_002:0174c08	等過。內曰。若有等異一一無(修妬路)。若有一	等 過 內 曰 若 有 等 異 一 一 無 修 妬 路 若 有 一 
T30n1569_002:0174c09	瓶異各各無。瓶與有一異者。此瓶非有非	瓶 異 各 各 無 瓶 與 有 一 異 者 此 瓶 非 有 非 
T30n1569_002:0174c10	一。有與一瓶異者。非瓶非一。一與有瓶	一 有 與 一 瓶 異 者 非 瓶 非 一 一 與 有 瓶 
T30n1569_002:0174c11	異者。非瓶非有。如是各各失。復次若瓶失	異 者 非 瓶 非 有 如 是 各 各 失 復 次 若 瓶 失 
T30n1569_002:0174c12	有一不應失。有失一瓶不應失。一失有瓶	有 一 不 應 失 有 失 一 瓶 不 應 失 一 失 有 瓶 
T30n1569_002:0174c13	不應失。以異故。譬如此人滅。彼人不應	不 應 失 以 異 故 譬 如 此 人 滅 彼 人 不 應 
T30n1569_002:0174c14	滅。外曰。不然。有一合故。有一瓶成(修妬路)。有一	滅 外 曰 不 然 有 一 合 故 有 一 瓶 成 修 妬 路 有 一 
T30n1569_002:0174c15	瓶雖異瓶與有合故瓶名有。瓶與一合故	瓶 雖 異 瓶 與 有 合 故 瓶 名 有 瓶 與 一 合 故 
T30n1569_002:0174c16	瓶名一。汝言瓶失有一不應失者。是語非	瓶 名 一 汝 言 瓶 失 有 一 不 應 失 者 是 語 非 
T30n1569_002:0174c17	也。何以故。異合故。異有三種。一合異。二別	也 何 以 故 異 合 故 異 有 三 種 一 合 異 二 別 
T30n1569_002:0174c18	異。三變異。合異者。如陀羅驃求那。別異者。	異 三 變 異 合 異 者 如 陀 羅 驃 求 那 別 異 者 
T30n1569_002:0174c19	如此人彼人。變異者。如牛糞團變為灰團。	如 此 人 彼 人 變 異 者 如 牛 糞 團 變 為 灰 團 
T30n1569_002:0174c20	以異合故。瓶失一亦失。一失瓶亦失。有常	以 異 合 故 瓶 失 一 亦 失 一 失 瓶 亦 失 有 常 
T30n1569_002:0174c21	故不失。內曰。若爾多瓶(修妬路)。瓶與有合故	故 不 失 內 曰 若 爾 多 瓶 修 妬 路 瓶 與 有 合 故 
T30n1569_002:0174c22	有瓶。瓶與一合故一瓶。又瓶亦瓶。是故多	有 瓶 瓶 與 一 合 故 一 瓶 又 瓶 亦 瓶 是 故 多 
T30n1569_002:0174c23	瓶。汝言陀羅驃求那合異故瓶失一亦失一	瓶 汝 言 陀 羅 驃 求 那 合 異 故 瓶 失 一 亦 失 一 
T30n1569_002:0174c24	失瓶亦失者。我欲破汝異。云何以異證異。	失 瓶 亦 失 者 我 欲 破 汝 異 云 何 以 異 證 異 
T30n1569_002:0174c25	應更說因。外曰。總相故。求那故。有一非	應 更 說 因 外 曰 總 相 故 求 那 故 有 一 非 
T30n1569_002:0174c26	瓶(修妬路)。有是總相故非瓶。一是求那故非瓶。	瓶 修 妬 路 有 是 總 相 故 非 瓶 一 是 求 那 故 非 瓶 
T30n1569_002:0174c27	瓶是陀羅驃。內曰。若爾無瓶(修妬路)。若有是總	瓶 是 陀 羅 驃 內 曰 若 爾 無 瓶 修 妬 路 若 有 是 總 
T30n1569_002:0174c28	相故非瓶。一是求那故非瓶。瓶是陀羅驃	相 故 非 瓶 一 是 求 那 故 非 瓶 瓶 是 陀 羅 驃 
T30n1569_002:0174c29	故。非有非一。是則無瓶。外曰。受多瓶(修妬路)。	故 非 有 非 一 是 則 無 瓶 外 曰 受 多 瓶 修 妬 路 
T30n1569_002:0175a01	汝先說多瓶。欲破一瓶。更受多瓶。內曰。一	汝 先 說 多 瓶 欲 破 一 瓶 更 受 多 瓶 內 曰 一 
T30n1569_002:0175a02	無故多亦無(修妬路)。汝言瓶與有合故有瓶。瓶	無 故 多 亦 無 修 妬 路 汝 言 瓶 與 有 合 故 有 瓶 瓶 
T30n1569_002:0175a03	與一合故一瓶。又瓶亦瓶。若爾世界言一	與 一 合 故 一 瓶 又 瓶 亦 瓶 若 爾 世 界 言 一 
T30n1569_002:0175a04	瓶。而汝以為多瓶。是故一瓶為多瓶。一為	瓶 而 汝 以 為 多 瓶 是 故 一 瓶 為 多 瓶 一 為 
T30n1569_002:0175a05	多故。則無一瓶。一瓶無故多亦無。先一後多	多 故 則 無 一 瓶 一 瓶 無 故 多 亦 無 先 一 後 多 
T30n1569_002:0175a06	故。復次初數無故(修妬路)。數法初一。若一與	故 復 次 初 數 無 故 修 妬 路 數 法 初 一 若 一 與 
