X62n1197_001:0577c05	蓮宗必讀	蓮 宗 必 讀 
X62n1197_001:0587b23	彼不肖人。孰聞不信受。(終)	彼 不 肖 人 孰 聞 不 信 受 終 
X62n1197_001:0587b24	幽溪大師暮年。奉行願為日課。臨終趺坐。以指書	幽 溪 大 師 暮 年 奉 行 願 為 日 課 臨 終 趺 坐 以 指 書 
X62n1197_001:0587c01	空。作妙法蓮華經五字而化。法門之妙。於斯驗矣。	空 作 妙法蓮華 經 五 字 而 化 法 門 之 妙 於 斯 驗 矣 
X62n1197_001:0587c02	淨土十疑論	淨 土 十 疑 論 
X62n1197_001:0587c03	隋天台智者大師說	隋 天 台 智 者 大 師 說 
X62n1197_001:0587c04	第一疑問。諸佛菩薩。以大悲為業。祇應願生三界。於	第 一 疑 問 諸佛菩薩 以 大 悲 為 業 祇 應 願 生 三 界 於 
X62n1197_001:0587c05	五濁三塗中救苦。因何求生淨土。自安其生。捨離眾	五 濁 三 塗 中 救 苦 因 何 求 生 淨 土 自 安 其 生 捨 離 眾 
X62n1197_001:0587c06	生。無大慈悲。專為自利。障菩提道。答。菩薩有二種。久	生 無 大 慈 悲 專 為 自 利 障 菩 提 道 答 菩 薩 有 二 種 久 
X62n1197_001:0587c07	行菩薩道得無生忍者。實當所責。未得忍已還。及初	行菩薩道 得無生忍 者 實 當 所 責 未 得 忍 已 還 及 初 
X62n1197_001:0587c08	發心凡夫。要須常不離佛。忍力成就。方堪處三界。於	發 心 凡 夫 要 須 常 不 離 佛 忍 力 成 就 方 堪 處 三 界 於 
X62n1197_001:0587c09	惡世中。救苦眾生。智度論。具縛凡夫。有大悲心願生	惡 世 中 救 苦 眾 生 智 度 論 具 縛 凡 夫 有 大 悲 心 願 生 
X62n1197_001:0587c10	惡世。救苦眾生。無有是處。何以故。惡世界。煩惱強無	惡 世 救 苦 眾 生 無 有 是 處 何 以 故 惡 世 界 煩 惱 強 無 
X62n1197_001:0587c11	忍力。隨境轉。聲色所縛。自墮三塗。焉能救眾生。假令	忍 力 隨 境 轉 聲 色 所 縛 自 墮 三 塗 焉 能 救 眾 生 假 令 
X62n1197_001:0587c12	得生人中。聖道難得。或因施戒修福。得作國王大臣。	得 生 人 中 聖 道 難 得 或 因 施 戒 修 福 得 作 國 王 大 臣 
X62n1197_001:0587c13	富貴自在。縱遇善知識。不肯信用。貪迷放逸。廣造眾	富貴自在 縱 遇 善 知 識 不 肯 信 用 貪 迷 放 逸 廣 造 眾 
X62n1197_001:0587c14	罪。乘此惡業。一入三塗。經無量劫。從地獄出。受貧賤	罪 乘 此 惡 業 一 入 三 塗 經 無 量 劫 從 地 獄 出 受 貧 賤 
X62n1197_001:0587c15	身。若不逢善知識。還墮地獄。如此輪迴。至於今日。人	身 若 不 逢 善 知 識 還 墮 地 獄 如 此 輪 迴 至 於 今 日 人 
X62n1197_001:0587c16	皆如是。此名難行道也。故維摩經。自疾不能救。而能	皆 如 是 此 名 難 行 道 也 故 維 摩 經 自 疾 不 能 救 而 能 
X62n1197_001:0587c17	救疾人。智度論。如二人各有親眷。為水所溺。一人情	救 疾 人 智 度 論 如 二 人 各 有 親 眷 為 水 所 溺 一 人 情 
X62n1197_001:0587c18	急。直入水救。無方便力。彼此俱沒。一人有方便。取筏	急 直 入 水 救 無 方 便 力 彼 此 俱 沒 一 人 有 方 便 取 筏 
X62n1197_001:0587c19	乘之。悉皆得脫。新發意菩薩。亦復如是。未得忍力。不	乘 之 悉 皆 得 脫 新發意菩薩 亦復如是 未 得 忍 力 不 
X62n1197_001:0587c20	能救生。為此當須近佛。得無生忍已。方能救生。如得	能 救 生 為 此 當 須 近 佛 得無生忍 已 方 能 救 生 如 得 
X62n1197_001:0587c21	船者。又論云。嬰兒不得離母。離母或墮阬井。渴乳而	船 者 又 論 云 嬰 兒 不 得 離 母 離 母 或 墮 阬 井 渴 乳 而 
X62n1197_001:0587c22	死。鳥子翅羽未成。依樹傅枝。不能遠去。翅翮成就。方	死 鳥 子 翅羽未成 依 樹 傅 枝 不 能 遠 去 翅 翮 成 就 方 
X62n1197_001:0587c23	能飛空。自在無礙。凡夫無力。唯得專念阿彌陀佛。使	能 飛 空 自在無礙 凡 夫 無 力 唯 得 專 念 阿 彌 陀 佛 使 
X62n1197_001:0587c24	成三昧。以業成故。臨終斂念得生。決定不疑。見彌陀	成 三 昧 以 業 成 故 臨 終 斂 念 得 生 決 定 不 疑 見 彌 陀 
X62n1197_001:0588a01	佛。證無生忍已。還來三界。乘無生忍船。救苦眾生。廣	佛 證 無 生 忍 已 還 來 三 界 乘 無 生 忍 船 救 苦 眾 生 廣 
X62n1197_001:0588a02	施佛事。任意自在。故論云。遊戲地獄行者。生彼國得	施 佛 事 任 意 自 在 故 論 云 遊 戲 地 獄 行 者 生 彼 國 得 
X62n1197_001:0588a03	無生忍已。還入生死。教化地獄受苦眾生。以是因緣。	無 生 忍 已 還 入 生 死 教 化 地 獄 受 苦 眾 生 以是因緣 
X62n1197_001:0588a04	求生淨土。願識其教。十住婆沙論名易行道也。	求 生 淨 土 願 識 其 教 十 住 婆 沙 論 名 易 行 道 也 
X62n1197_001:0588a05	第二疑問。諸法體空。本來無生。平等寂滅。今乃捨此	第 二 疑 問 諸 法 體 空 本來無生 平 等 寂 滅 今 乃 捨 此 
X62n1197_001:0588a06	求彼。豈不乖理。經云。淨土先淨其心。心淨即佛土淨。	求 彼 豈 不 乖 理 經 云 淨 土 先 淨 其 心 心 淨 即 佛 土 淨 
X62n1197_001:0588a07	此云何通。答。釋有二義。一總答。二別答。總答者。若言	此 云 何 通 答 釋 有 二 義 一 總 答 二 別 答 總 答 者 若 言 
X62n1197_001:0588a08	求生西方彌陀淨土。是捨此求彼。不中理者。汝執住	求 生 西 方 彌 陀 淨 土 是 捨 此 求 彼 不 中 理 者 汝 執 住 
X62n1197_001:0588a09	此不求西方。是捨彼著此。此還成病。不中理也。又轉	此 不 求 西 方 是 捨 彼 著 此 此 還 成 病 不 中 理 也 又 轉 
X62n1197_001:0588a10	計亦不求生彼。亦不求生此者。則斷滅見。金剛般若	計 亦 不 求 生 彼 亦 不 求 生 此 者 則 斷 滅 見 金 剛 般 若 
X62n1197_001:0588a11	云。汝若作是念。發阿耨菩提者說諸法斷滅。莫作是	云 汝 若 作 是 念 發 阿耨菩提 者 說 諸 法 斷 滅 莫 作 是 
X62n1197_001:0588a12	念。發菩提心者。於法不說斷滅相。二別答者。夫不生	念 發菩提心 者 於 法 不 說 斷 滅 相 二 別 答 者 夫 不 生 
X62n1197_001:0588a13	不滅者。於生緣中。諸法和合。不守自性。求於生體。亦	不 滅 者 於 生 緣 中 諸 法 和 合 不 守 自 性 求 於 生 體 亦 
X62n1197_001:0588a14	不可得。此生生時。無所從來。故名不生。諸法散時。不	不 可 得 此 生 生 時 無所從來 故 名 不 生 諸 法 散 時 不 
X62n1197_001:0588a15	守自性。言我散滅。此散滅時。去無所至。故言不滅。非	守 自 性 言 我 散 滅 此 散 滅 時 去 無 所 至 故 言 不 滅 非 
X62n1197_001:0588a16	謂因緣生外。別有不生不滅。亦非不求生淨土。喚作	謂 因 緣 生 外 別 有 不生不滅 亦 非 不 求 生 淨 土 喚 作 
X62n1197_001:0588a17	無生。中論。因緣所生法。我說即是空。亦名為假名。亦	無 生 中 論 因緣所生 法 我 說 即 是 空 亦 名 為 假 名 亦 
X62n1197_001:0588a18	名中道義。又諸法不自生。亦不從他生。不共不無因。	名 中 道 義 又 諸 法 不 自 生 亦 不 從 他 生 不 共 不 無 因 
X62n1197_001:0588a19	是故知無生。維摩經。雖知諸佛國。及與眾生空。而常	是 故 知 無 生 維 摩 經 雖 知 諸 佛 國 及 與 眾 生 空 而 常 
X62n1197_001:0588a20	修淨土。教化諸羣生。又云。造立宮室。若依空地。隨意	修 淨 土 教 化 諸 羣 生 又 云 造 立 宮 室 若 依 空 地 隨 意 
X62n1197_001:0588a21	無礙。若依虗空。終不能成。諸佛說法。常依二諦。不壞	無 礙 若 依 虗 空 終 不 能 成 諸 佛 說 法 常 依 二 諦 不 壞 
X62n1197_001:0588a22	假名。而說諸法實相。智者熾然求生淨土。達生體不	假 名 而 說 諸法實相 智 者 熾 然 求 生 淨 土 達 生 體 不 
X62n1197_001:0588a23	可得。即真無生。此謂心淨即佛土淨。愚者為生所縛。	可 得 即 真 無 生 此 謂 心 淨 即 佛 土 淨 愚 者 為 生 所 縛 
X62n1197_001:0588a24	聞生即作生解。聞無生即作無生解。不知生即無生。	聞 生 即 作 生 解 聞 無 生 即 作 無 生 解 不 知 生 即 無 生 
X62n1197_001:0588b01	無生即生不達此理橫相是非瞋他求生淨土幾許	無 生 即 生 不 達 此 理 橫 相 是 非 瞋 他 求 生 淨 土 幾 許 
X62n1197_001:0588b02	誣哉。此是謗法罪人。邪見外道也。	誣 哉 此 是 謗 法 罪 人 邪 見 外 道 也 
X62n1197_001:0588b03	第三疑問。十方一切淨土。法性平等。功德亦等。行者	第 三 疑 問 十 方 一 切 淨 土 法 性 平 等 功 德 亦 等 行 者 
X62n1197_001:0588b04	普念一切功德。生一切淨土。今偏求一佛淨土。與平	普 念 一切功德 生 一 切 淨 土 今 偏 求 一 佛 淨 土 與 平 
X62n1197_001:0588b05	等性乖。答。一切諸佛。土皆平等。但眾生根鈍。濁亂者	等 性 乖 答 一切諸佛 土 皆 平 等 但 眾 生 根 鈍 濁 亂 者 
X62n1197_001:0588b06	多。若不繫一境。三昧難成。專念阿彌陀佛。即是一相	多 若 不 繫 一 境 三 昧 難 成 專 念 阿 彌 陀 佛 即 是 一 相 
X62n1197_001:0588b07	三昧。以心專至。得生彼國。隨願往生經。普廣菩薩問。	三 昧 以 心 專 至 得 生 彼 國 隨 願 往 生 經 普 廣 菩 薩 問 
X62n1197_001:0588b08	十方悉有淨土。何故偏讚西方。佛告普廣。閻浮提眾	十 方 悉 有 淨 土 何 故 偏 讚 西 方 佛 告 普 廣 閻 浮 提 眾 
X62n1197_001:0588b09	生。心多濁亂。偏讚一佛淨土。使專心一境。即得往生。	生 心 多 濁 亂 偏 讚 一 佛 淨 土 使 專 心 一 境 即 得 往 生 
X62n1197_001:0588b10	若總念一切佛。境寬則心散漫。三昧難成。故不得生。	若 總 念 一 切 佛 境 寬 則 心 散 漫 三 昧 難 成 故 不 得 生 
X62n1197_001:0588b11	又求一佛功德。與一切佛功德無異。以同一佛法性	又 求 一 佛 功 德 與 一 切 佛 功 德 無 異 以 同 一 佛 法 性 
X62n1197_001:0588b12	故。為此念阿彌陀佛。即念一切佛。生一淨土。即生一	故 為 此 念 阿 彌 陀 佛 即 念 一 切 佛 生 一 淨 土 即 生 一 
X62n1197_001:0588b13	切淨土。華嚴經。一切諸佛身。即是一佛身。一心一智	切 淨 土 華 嚴 經 一切諸佛 身 即 是 一 佛 身 一 心 一 智 
X62n1197_001:0588b14	慧。力無畏亦然。又云。譬如淨滿月。普應一切水。影像	慧 力 無 畏 亦 然 又 云 譬 如 淨 滿 月 普 應 一 切 水 影 像 
X62n1197_001:0588b15	雖無量。本月未曾二。如是無礙智。成就等正覺。應現	雖 無 量 本 月 未 曾 二 如 是 無 礙 智 成 就 等 正 覺 應 現 
X62n1197_001:0588b16	一切剎。佛身無有二。智者以譬喻得解。能達一切月	一 切 剎 佛 身 無 有 二 智 者 以 譬 喻 得 解 能 達 一 切 月 
X62n1197_001:0588b17	影即一月影。一月影即一切月影。月體無二故。一佛	影 即 一 月 影 一 月 影 即 一 切 月 影 月 體 無 二 故 一 佛 
X62n1197_001:0588b18	即一切佛。一切佛即一佛。法身無二故。熾然念一佛	即 一 切 佛 一 切 佛 即 一 佛 法 身 無 二 故 熾 然 念 一 佛 
X62n1197_001:0588b19	時。即是念一切佛也。	時 即 是 念 一 切 佛 也 
X62n1197_001:0588b20	第四疑問。十方佛土隨念一土隨得往生。何偏念彌	第 四 疑 問 十 方 佛 土 隨 念 一 土 隨 得 往 生 何 偏 念 彌 
X62n1197_001:0588b21	陀佛答凡夫無智不敢自專專用佛語釋迦一代說	陀 佛 答 凡 夫 無 智 不 敢 自 專 專 用 佛 語 釋 迦 一 代 說 
X62n1197_001:0588b22	法處處聖教唯勸眾生念阿彌陀佛求生西方極樂	法 處 處 聖 教 唯 勸 眾 生 念 阿 彌 陀 佛 求 生 西方極樂 
X62n1197_001:0588b23	世界如無量壽經觀經往生論數十餘部殷勤指授	世 界 如 無 量 壽 經 觀 經 往 生 論 數 十 餘 部 殷 勤 指 授 
X62n1197_001:0588b24	故偏念也。又彌陀別有大悲四十八願。接引眾生。又	故 偏 念 也 又 彌 陀 別 有 大 悲 四 十 八 願 接 引 眾 生 又 
X62n1197_001:0588c01	觀經阿彌陀佛有八萬四千相。一一相有八萬四千	觀 經 阿 彌 陀 佛 有 八萬四千 相 一 一 相 有 八萬四千 
X62n1197_001:0588c02	好。一一好放八萬四千光明。徧照法界念佛眾生。攝	好 一 一 好 放 八萬四千 光 明 徧 照 法 界 念 佛 眾 生 攝 
X62n1197_001:0588c03	取不捨。若有念者。機感相應決定得生。又阿彌陀經。	取 不 捨 若 有 念 者 機 感 相 應 決 定 得 生 又 阿 彌 陀 經 
X62n1197_001:0588c04	大無量壽經。鼓音王陀羅尼經等云。釋迦佛說經時。	大 無 量 壽 經 鼓 音 王 陀 羅 尼 經 等 云 釋 迦 佛 說 經 時 
X62n1197_001:0588c05	皆有十方恒沙諸佛。舒舌相覆大千世界。證成一切	皆 有 十 方 恒 沙 諸 佛 舒 舌 相 覆 大千世界 證 成 一 切 
X62n1197_001:0588c06	眾生念阿彌陀佛乘佛大悲本願力故決定得生極	眾 生 念 阿 彌 陀 佛 乘 佛 大 悲 本 願 力 故 決 定 得 生 極 
X62n1197_001:0588c07	樂世界。當知阿彌陀佛。與此世界偏有因緣。無量壽	樂 世 界 當 知 阿 彌 陀 佛 與 此 世 界 偏 有 因 緣 無 量 壽 
X62n1197_001:0588c08	經法滅之時特駐此經百年在世接引眾生往生彼	經 法 滅 之 時 特 駐 此 經 百 年 在 世 接 引 眾 生 往 生 彼 
X62n1197_001:0588c09	國故知阿彌陀佛與此世界極惡眾生偏有因緣其	國 故 知 阿 彌 陀 佛 與 此 世 界 極 惡 眾 生 偏 有 因 緣 其 
X62n1197_001:0588c10	餘淨土雖一兩經略勸不如彌陀佛國處處經論殷	餘 淨 土 雖 一 兩 經 略 勸 不 如 彌 陀 佛 國 處 處 經 論 殷 
X62n1197_001:0588c11	勤勸往也。	勤 勸 往 也 
X62n1197_001:0588c12	第五疑問。具縛凡夫。惡業厚重。一切煩惱。一毫未斷。	第 五 疑 問 具 縛 凡 夫 惡 業 厚 重 一切煩惱 一 毫 未 斷 
X62n1197_001:0588c13	西方淨土出過三界。具縛云何得生。答。有二種緣。一	西方淨土 出 過 三 界 具 縛 云 何 得 生 答 有 二 種 緣 一 
X62n1197_001:0588c14	自力。二他力。自力者。此世界修道。實未得生淨土。瓔	自 力 二 他 力 自 力 者 此 世 界 修 道 實 未 得 生 淨 土 瓔 
X62n1197_001:0588c15	珞經。凡夫未識三寶。不知善惡因之與果。初發菩提	珞 經 凡 夫 未 識 三 寶 不 知 善 惡 因 之 與 果 初 發 菩 提 
X62n1197_001:0588c16	心。以信為本。住在佛家。以戒為本。受菩薩戒。身身相	心 以 信 為 本 住 在 佛 家 以 戒 為 本 受 菩 薩 戒 身 身 相 
X62n1197_001:0588c17	續。戒行不闕。經一二三劫。至初發心住。如是修行十	續 戒 行 不 闕 經 一 二 三 劫 至 初 發 心 住 如 是 修 行 十 
X62n1197_001:0588c18	信一波羅密等。無量行願。相續無間。滿一萬劫。至第	信 一 波 羅 密 等 無 量 行 願 相 續 無 間 滿 一 萬 劫 至 第 
X62n1197_001:0588c19	六正心住。若更增進至第七不退住。即種性位。此約	六 正 心 住 若 更 增 進 至 第 七 不 退 住 即 種 性 位 此 約 
X62n1197_001:0588c20	自力卒未得生淨土他力者若信阿彌陀佛大悲願	自 力 卒 未 得 生 淨 土 他 力 者 若 信 阿 彌 陀 佛 大 悲 願 
X62n1197_001:0588c21	力攝取念佛眾生即能發菩提心行念佛三昧厭離	力 攝 取 念 佛 眾 生 即 能 發菩提心 行 念佛三昧 厭 離 
X62n1197_001:0588c22	三界身。起行施戒修福。於一一行中。迴願生彼彌陀	三 界 身 起 行 施 戒 修 福 於 一 一 行 中 迴 願 生 彼 彌 陀 
X62n1197_001:0588c23	淨土。乘佛願力。機感相應。即得往生。故十住婆沙論	淨 土 乘 佛 願 力 機 感 相 應 即 得 往 生 故 十 住 婆 沙 論 
X62n1197_001:0588c24	云。此世界有難行道。易行道。難行者。五濁惡世。於無	云 此 世 界 有 難 行 道 易 行 道 難 行 者 五濁惡世 於 無 
X62n1197_001:0589a01	量佛時求阿鞞跋致甚難可得此難無數塵沙說不	量 佛 時 求 阿鞞跋致 甚 難 可 得 此 難 無 數 塵 沙 說 不 
X62n1197_001:0589a02	可盡略陳有五一外道相眩亂菩薩法二無賴惡人	可 盡 略 陳 有 五 一 外 道 相 眩 亂 菩 薩 法 二 無 賴 惡 人 
X62n1197_001:0589a03	破他勝德三顛倒善果能壞梵行四聲聞自利障於	破 他 勝 德 三 顛 倒 善 果 能 壞 梵 行 四 聲 聞 自 利 障 於 
X62n1197_001:0589a04	大慈。五唯有自力無他力持。如跛人步行。一日數里。	大 慈 五 唯 有 自 力 無 他 力 持 如 跛 人 步 行 一 日 數 里 
X62n1197_001:0589a05	極大辛苦。謂自力也。易行者。謂信佛語。教念佛三昧。	極 大 辛 苦 謂 自 力 也 易 行 者 謂 信 佛 語 教 念佛三昧 
X62n1197_001:0589a06	願生淨土。乘彌陀願力攝持。決定往生不疑。如水行	願 生 淨 土 乘 彌 陀 願 力 攝 持 決 定 往 生 不 疑 如 水 行 
X62n1197_001:0589a07	藉船。須臾千里。謂他力也。劣夫從轉輪王。一日夜行	藉 船 須 臾 千 里 謂 他 力 也 劣 夫 從 轉 輪 王 一 日 夜 行 
X62n1197_001:0589a08	四天下非自力輪王力也若言有漏凡夫不得生淨	四 天 下 非 自 力 輪 王 力 也 若 言 有 漏 凡 夫 不 得 生 淨 
X62n1197_001:0589a09	土。亦可有漏凡夫不得見佛身。然念佛三昧。並無漏	土 亦 可 有 漏 凡 夫 不 得 見 佛 身 然 念佛三昧 並 無 漏 
X62n1197_001:0589a10	善根所起有漏凡夫隨分得見佛麤相菩薩見微細	善 根 所 起 有 漏 凡 夫 隨 分 得 見 佛 麤 相 菩 薩 見 微 細 
X62n1197_001:0589a11	相淨土亦爾雖是無漏善根所起有漏凡夫發無上	相 淨 土 亦 爾 雖 是 無漏善根 所 起 有 漏 凡 夫 發 無 上 
X62n1197_001:0589a12	菩提心求生淨土常念佛故伏滅煩惱得生淨土隨	菩 提 心 求 生 淨 土 常 念 佛 故 伏 滅 煩 惱 得 生 淨 土 隨 
X62n1197_001:0589a13	分得見粗相。菩薩見微妙相。此何所疑。華嚴經。一切	分 得 見 粗 相 菩 薩 見 微 妙 相 此 何 所 疑 華 嚴 經 一 切 
