X33n0629_001:0433a03	 製疏始末	 製 疏 始 末 
X33n0629_001:0458a49	一頌行處理行(又復)	一 頌 行 處 理 行 又 復 
X33n0629_001:0458a50	二頌近處理行(一切)	二 頌 近 處 理 行 一 切 
X33n0629_001:0458a51	二顯益結答(若有)	二 顯 益 結 答 若 有 
X33n0629_001:0458a52	二應物(三)	二 應 物 三 
X33n0629_001:0458a53	一總標應住(又文)	一 總 標 應 住 又 文 
X33n0629_001:0458a54	二別明止作(二)	二 別 明 止 作 二 
X33n0629_001:0458a55	一長行(二)	一 長 行 二 
X33n0629_001:0458a56	一明止行(若口)	一 明 止 行 若 口 
X33n0629_001:0458a57	二明作行(善修)	二 明 作 行 善 修 
X33n0629_001:0458a58	二偈頌(二)	二 偈 頌 二 
X33n0629_001:0458a59	一頌作行(菩薩)	一 頌 作 行 菩 薩 
X33n0629_001:0458a60	二頌止行(除懶)	二 頌 止 行 除 懶 
X33n0629_001:0458a61	三結益顯德(我滅)	三 結 益 顯 德 我 滅 
X33n0629_001:0458a62	三攝心(二)	三 攝 心 二 
X33n0629_001:0458a63	一長行(二)	一 長 行 二 
X33n0629_001:0458a64	一別示止作(二)	一 別 示 止 作 二 
X33n0629_001:0458a65	一示止行(又文)	一 示 止 行 又 文 
X33n0629_001:0459a01	二示作行(當於)	二 示 作 行 當 於 
X33n0629_001:0459a02	二總結利益(文殊)	二 總 結 利 益 文 殊 
X33n0629_001:0459a03	二偈頌(二)	二 偈 頌 二 
X33n0629_001:0459a04	一頌別示止作(二)	一 頌 別 示 止 作 二 
X33n0629_001:0459a05	一頌止行(若欲)	一 頌 止 行 若 欲 
X33n0629_001:0459a06	二頌作行(是佛)	二 頌 作 行 是 佛 
X33n0629_001:0459a07	二頌總結利益(文殊)	二 頌 總 結 利 益 文 殊 
X33n0629_001:0459a08	四立願(二)	四 立 願 二 
X33n0629_001:0459a09	一長行(二)	一 長 行 二 
X33n0629_001:0459a10	一正示行法(二)	一 正 示 行 法 二 
X33n0629_001:0459a11	一別示心願(二)	一 別 示 心 願 二 
X33n0629_001:0459a12	一先發二心(又文)	一 先 發 二 心 又 文 
X33n0629_001:0459a13	二次立深願(應作)	二 次 立 深 願 應 作 
X33n0629_001:0459a14	二總結利益(文殊)	二 總 結 利 益 文 殊 
X33n0629_001:0459a15	二顯輕難遇(三)	二 顯 輕 難 遇 三 
X33n0629_001:0459a16	一標顯難遇(文殊)	一 標 顯 難 遇 文 殊 
X33n0629_001:0459a17	二法喻合明(二)	二 法 喻 合 明 二 
X33n0629_001:0459a18	一從實施權(二)	一 從 實 施 權 二 
X33n0629_001:0459a19	一喻說(文殊)	一 喻 說 文 殊 
X33n0629_001:0459a20	二法合(文殊)	二 法 合 文 殊 
X33n0629_001:0459a21	二會權歸實(二)	二 會 權 歸 實 二 
X33n0629_001:0459a22	一喻說(文殊)	一 喻 說 文 殊 
X33n0629_001:0459a23	二法合(如來)	二 法 合 如 來 
X33n0629_001:0459a24	三結顯難遇(二)	三 結 顯 難 遇 二 
X33n0629_001:0459a25	一重牒法喻(文殊)	一 重 牒 法 喻 文 殊 
X33n0629_001:0459a26	二正結難遇(文殊)	二 正 結 難 遇 文 殊 
X33n0629_001:0459a27	二偈頌(二)	二 偈 頌 二 
X33n0629_001:0459a28	一頌正示行法(當行)	一 頌 正 示 行 法 當 行 
X33n0629_001:0459a29	二頌顯經難遇(二)	二 頌 顯 經 難 遇 二 
X33n0629_001:0459a30	一頌法喻合明(二)	一 頌 法 喻 合 明 二 
X33n0629_001:0459a31	一合頌二喻(譬如)	一 合 頌 二 喻 譬 如 
X33n0629_001:0459a32	二合頌二法(如來)	二 合 頌 二 法 如 來 
X33n0629_001:0459a33	二頌結顯難遇(此經)	二 頌 結 顯 難 遇 此 經 
X33n0629_001:0459a34	三結勸(二)	三 結 勸 二 
X33n0629_001:0459a35	一正勸四法應修(我減)	一 正 勸 四 法 應 修 我 減 
X33n0629_001:0459a36	二因示持經利益(三)	二 因 示 持 經 利 益 三 
X33n0629_001:0459a37	一報感華果(讀是)	一 報 感 華 果 讀 是 
X33n0629_001:0459a38	二夢驗佳祥(二)	二 夢 驗 佳 祥 二 
X33n0629_001:0459a39	一夢修因(四)	一 夢 修 因 四 
X33n0629_001:0459a40	一夢見佛說法(若於)	一 夢 見 佛 說 法 若 於 
X33n0629_001:0459a41	二夢自身說法(又見)	二 夢 自 身 說 法 又 見 
X33n0629_001:0459a42	三夢聞法得記(又見)	三 夢 聞 法 得 記 又 見 
X33n0629_001:0459a43	四夢入定見佛(又見)	四 夢 入 定 見 佛 又 見 
X33n0629_001:0459a44	二夢得果(又夢)	二 夢 得 果 又 夢 
X33n0629_001:0459a45	三總結利益(若後)　約今時門頭以彰出世本懷已竟	三 總 結 利 益 若 後 約 今 時 門 頭 以 彰 出 世 本 懷 已 竟 
X33n0629_001:0459a47	從地涌出品	從地涌出 品 
X33n0629_001:0459a49	○二約實際理地以顯應化玅用(三)	 二 約 實 際 理 地 以 顯 應 化 玅 用 三 
X33n0629_001:0459a50	一略明本迹以動執生疑(四)	一 略 明 本 迹 以 動 執 生 疑 四 
X33n0629_001:0459a51	一佛音遠召(二)	一 佛 音 遠 召 二 
X33n0629_001:0459a52	一他方開士請命弘經(爾時)	一 他 方 開 士 請 命 弘 經 爾 時 
X33n0629_001:0459a53	二如來不許徵起遠召(爾時)	二 如 來 不 許 徵 起 遠 召 爾 時 
X33n0629_001:0460a01	二地涌多千(三)	二 地 涌 多 千 三 
X33n0629_001:0460a02	一多千涌出(二)	一 多 千 涌 出 二 
X33n0629_001:0460a03	一略舉同時涌出眾(佛說)	一 略 舉 同 時 涌 出 眾 佛 說 
X33n0629_001:0460a04	二况顯依次徐來眾(況將)	二 况 顯 依 次 徐 來 眾 況 將 
X33n0629_001:0460a05	二詳敘來儀(二)	二 詳 敘 來 儀 二 
X33n0629_001:0460a06	一作禮稱讚(是諸)	一 作 禮 稱 讚 是 諸 
X33n0629_001:0460a07	二佛力促時(是諸)	二 佛 力 促 時 是 諸 
X33n0629_001:0460a08	三上首問訊(二)	三 上 首 問 訊 二 
X33n0629_001:0460a09	一問訊酧答(二)	一 問 訊 酧 答 二 
X33n0629_001:0460a10	一出班問訊(是菩)	一 出 班 問 訊 是 菩 
X33n0629_001:0460a11	二依問酧答(爾時)	二 依 問 酧 答 爾 時 
X33n0629_001:0460a12	二師資交讚(爾時)	二 師 資 交 讚 爾 時 
X33n0629_001:0460a13	三推因略答(三)	三 推 因 略 答 三 
X33n0629_001:0460a14	一菩薩作念(爾時)	一 菩 薩 作 念 爾 時 
X33n0629_001:0460a15	二彌勒推因(三)	二 彌 勒 推 因 三 
X33n0629_001:0460a16	一敘意標偈(時彌)	一 敘 意 標 偈 時 彌 
X33n0629_001:0460a17	二別問三處(三)	二 別 問 三 處 三 
X33n0629_001:0460a18	一問行來處(無量)	一 問 行 來 處 無 量 
X33n0629_001:0460a19	二問證果處(巨身)	二 問 證 果 處 巨 身 
X33n0629_001:0460a20	三問修因處(二)	三 問 修 因 處 二 
X33n0629_001:0460a21	一舉數顯廣(一一)	一 舉 數 顯 廣 一 一 
X33n0629_001:0460a22	二正問其處(是諸)	二 正 問 其 處 是 諸 
X33n0629_001:0460a23	三總以求決(如是)	三 總 以 求 決 如 是 
X33n0629_001:0460a24	二如來略答(二)	二 如 來 略 答 二 
X33n0629_001:0460a25	一分身侍者待聞(二)	一 分 身 侍 者 待 聞 二 
X33n0629_001:0460a26	一侍者各問本師(爾時)	一 侍 者 各 問 本 師 爾 時 
X33n0629_001:0460a27	二本師教以待聞(爾時)	二 本 師 教 以 待 聞 爾 時 
X33n0629_001:0460a28	二如來正答彌勒(二)	二 如 來 正 答 彌 勒 二 
X33n0629_001:0460a29	一誡聽(二)	一 誡 聽 二 
X33n0629_001:0460a30	一長行(爾時)	一 長 行 爾 時 
X33n0629_001:0460a31	二偈頌(爾時)	二 偈 頌 爾 時 
X33n0629_001:0460a32	二正答(二)	二 正 答 二 
X33n0629_001:0460a33	一長行(三)	一 長 行 三 
X33n0629_001:0460a34	一答修因處(爾時)	一 答 修 因 處 爾 時 
X33n0629_001:0460a35	二答從來處(此諸)	二 答 從 來 處 此 諸 
X33n0629_001:0460a36	三答證果處(阿逸)	三 答 證 果 處 阿 逸 
X33n0629_001:0460a37	二偈頌(二)	二 偈 頌 二 
X33n0629_001:0460a38	一正頌長行(三)	一 正 頌 長 行 三 
X33n0629_001:0460a39	一頌答修因處(阿逸)	一 頌 答 修 因 處 阿 逸 
X33n0629_001:0460a40	二頌答證果處(此等)	二 頌 答 證 果 處 此 等 
X33n0629_001:0460a41	三頌答從來甚(在娑)	三 頌 答 從 來 甚 在 娑 
X33n0629_001:0460a42	二略為顯破(我於)	二 略 為 顯 破 我 於 
X33n0629_001:0460a43	四騰疑致辯(二)	四 騰 疑 致 辯 二 
X33n0629_001:0460a44	一菩薩騰疑(爾時)	一 菩 薩 騰 疑 爾 時 
X33n0629_001:0460a45	二彌勒致辯(二)	二 彌 勒 致 辯 二 
X33n0629_001:0460a46	一長行(三)	一 長 行 三 
X33n0629_001:0460a47	一執迹辯難(二)	一 執 迹 辯 難 二 
X33n0629_001:0460a48	一執佛迹反難(即白)	一 執 佛 迹 反 難 即 白 
X33n0629_001:0460a49	二執眾迹致辯(世尊)	二 執 眾 迹 致 辯 世 尊 
X33n0629_001:0460a50	二舉喻發明(譬如)	二 舉 喻 發 明 譬 如 
X33n0629_001:0460a51	三以法貼合(二)	三 以 法 貼 合 二 
X33n0629_001:0460a52	一合父少子老喻(佛亦)	一 合 父 少 子 老 喻 佛 亦 
X33n0629_001:0460a53	二合舉世不信喻(今日)	二 合 舉 世 不 信 喻 今 日 
X33n0629_001:0460a54	二偈頌(三)	二 偈 頌 三 
X33n0629_001:0460a55	一頌執迹辯難(佛昔)	一 頌 執 迹 辯 難 佛 昔 
X33n0629_001:0460a56	二頌舉喻發明(譬如)	二 頌 舉 喻 發 明 譬 如 
X33n0629_001:0460a57	三頌以法貼合(二)	三 頌 以 法 貼 合 二 
X33n0629_001:0460a58	一頌合父少子老喻(世尊)	一 頌 合 父 少 子 老 喻 世 尊 
X33n0629_001:0460a59	二頌合舉世不信喻(我等)　略明本迹以動執生疑竟	二 頌 合 舉 世 不 信 喻 我 等 略 明 本 迹 以 動 執 生 疑 竟 
X33n0629_001:0460a60	二廣明本迹以斷疑生信○	二 廣 明 本 迹 以 斷 疑 生 信 
X33n0629_001:0460a61	三極顯經功以借人弘法○	三 極 顯 經 功 以 借 人 弘 法 
X33n0629_001:0460a63	如來壽量品	如 來 壽 量 品 
X33n0629_001:0460a65	○二廣明本迹以斷疑生信(二)	 二 廣 明 本 迹 以 斷 疑 生 信 二 
X33n0629_001:0461a01	一廣明本迹(二)	一 廣 明 本 迹 二 
X33n0629_001:0461a02	一誡囑請說(爾時)	一 誡 囑 請 說 爾 時 
X33n0629_001:0461a03	二正與廣明(二)	二 正 與 廣 明 二 
X33n0629_001:0461a04	一長行(二)	一 長 行 二 
X33n0629_001:0461a05	一明壽量長遠(三)	一 明 壽 量 長 遠 三 
X33n0629_001:0461a06	一正明長遠(爾時)	一 正 明 長 遠 爾 時 
X33n0629_001:0461a07	二舉喻較量(三)	二 舉 喻 較 量 三 
X33n0629_001:0461a08	一舉喻問數(譬如)	一 舉 喻 問 數 譬 如 
X33n0629_001:0461a09	二答以不知(彌勒)	二 答 以 不 知 彌 勒 
X33n0629_001:0461a10	三疊數較量(爾時)	三 疊 數 較 量 爾 時 
X33n0629_001:0461a11	三預防伏難(四)	三 預 防 伏 難 四 
X33n0629_001:0461a12	一防此界中有餘佛難(諸善)	一 防 此 界 中 有 餘 佛 難 諸 善 
X33n0629_001:0461a13	二防餘處不聞釋迦難(諸善)	二 防 餘 處 不 聞 釋 迦 難 諸 善 
X33n0629_001:0461a14	三防自說成道不久難(諸善)	三 防 自 說 成 道 不 久 難 諸 善 
X33n0629_001:0461a15	四防今昔總成妄語難(諸善)	四 防 今 昔 總 成 妄 語 難 諸 善 
X33n0629_001:0461a16	二明現滅無虛(二)	二 明 現 滅 無 虛 二 
X33n0629_001:0461a17	一承前起後(如是)	一 承 前 起 後 如 是 
X33n0629_001:0461a18	二法喻合明(三)	二 法 喻 合 明 三 
X33n0629_001:0461a19	一法說(三)	一 法 說 三 
X33n0629_001:0461a20	一因住有損(所以)	一 因 住 有 損 所 以 
X33n0629_001:0461a21	二唱滅生益(是故)	二 唱 滅 生 益 是 故 
X33n0629_001:0461a22	三佛語無虛(又善)	三 佛 語 無 虛 又 善 
X33n0629_001:0461a23	二喻明(三)	二 喻 明 三 
X33n0629_001:0461a24	一喻因住有損(四)	一 喻 因 住 有 損 四 
X33n0629_001:0461a25	一喻捨應致苦(譬如)	一 喻 捨 應 致 苦 譬 如 
X33n0629_001:0461a26	二喻赴應求救(是時)	二 喻 赴 應 求 救 是 時 
X33n0629_001:0461a27	三喻久住垂教(父見)	三 喻 久 住 垂 教 父 見 
X33n0629_001:0461a28	四喻厭怠有損(其諸)	四 喻 厭 怠 有 損 其 諸 
X33n0629_001:0461a29	二喻唱滅生益(父作)	二 喻 唱 滅 生 益 父 作 
X33n0629_001:0461a30	三喻佛語無虛(諸善)	三 喻 佛 語 無 虛 諸 善 
X33n0629_001:0461a31	三結合(佛言)	三 結 合 佛 言 
X33n0629_001:0461a32	二偈頌(二)	二 偈 頌 二 
X33n0629_001:0461a33	一頌壽量長遠(二)	一 頌 壽 量 長 遠 二 
X33n0629_001:0461a34	一頌正明長遠(自我)	一 頌 正 明 長 遠 自 我 
X33n0629_001:0461a35	二頌預防伏難(二)	二 頌 預 防 伏 難 二 
X33n0629_001:0461a36	一防常住何必現滅難(我常)	一 防 常 住 何 必 現 滅 難 我 常 
X33n0629_001:0461a37	二防現滅何必說常難(眾生)	二 防 現 滅 何 必 說 常 難 眾 生 
X33n0629_001:0461a38	二頌現滅無虛(三)	二 頌 現 滅 無 虛 三 
X33n0629_001:0461a39	一頌法說(二)	一 頌 法 說 二 
X33n0629_001:0461a40	一合頌住損滅益(二)	一 合 頌 住 損 滅 益 二 
X33n0629_001:0461a41	一正頌二義(我見)	一 正 頌 二 義 我 見 
X33n0629_001:0461a42	二補頌防難(六)	二 補 頌 防 難 六 
X33n0629_001:0461a43	一防有違常住彼此難(神通)	一 防 有 違 常 住 彼 此 難 神 通 
X33n0629_001:0461a44	二防劫燒佛身有壞難(眾生)	二 防 劫 燒 佛 身 有 壞 難 眾 生 
X33n0629_001:0461a45	三防不壞何云劫燒難(我淨)	三 防 不 壞 何 云 劫 燒 難 我 淨 
X33n0629_001:0461a46	四防俱在眾應俱見難(是諸)	四 防 俱 在 眾 應 俱 見 難 是 諸 
X33n0629_001:0461a47	五防不見誰信不滅難(諸有)	五 防 不 見 誰 信 不 滅 難 諸 有 
X33n0629_001:0461a48	六防如來自語相違難(我時)	六 防 如 來 自語相違 難 我 時 
X33n0629_001:0461a49	二別頌佛語無虛(我智)	二 別 頌 佛 語 無 虛 我 智 
X33n0629_001:0461a50	二頌喻明(如醫)	二 頌 喻 明 如 醫 
X33n0629_001:0461a51	三頌結合(我亦)	三 頌 結 合 我 亦 
X33n0629_001:0461a52	二斷疑生信(三)　分別功德品	二 斷 疑 生 信 三 分 別 功 德 品 
X33n0629_001:0461a53	一經家總敘(爾時)	一 經 家 總 敘 爾 時 
X33n0629_001:0461a54	二如來分別(二)	二 如 來 分 別 二 
X33n0629_001:0461a55	一分別功德(二)	一 分 別 功 德 二 
X33n0629_001:0461a56	一分別圓悟功德(於時)	一 分 別 圓 悟 功 德 於 時 
X33n0629_001:0461a57	二分別頓證功德(復有)	二 分 別 頓 證 功 德 復 有 
X33n0629_001:0461a58	二凡聖交慶(佛說)	二 凡 聖 交 慶 佛 說 
X33n0629_001:0461a59	三彌勒慶讚(三)	三 彌 勒 慶 讚 三 
X33n0629_001:0461a60	一慶讚歡喜(爾時)	一 慶 讚 歡 喜 爾 時 
X33n0629_001:0461a61	二備述法益(二)	二 備 述 法 益 二 
X33n0629_001:0461a62	一述悟證功德(或在)	一 述 悟 證 功 德 或 在 
X33n0629_001:0461a63	二述凡聖交慶(雨天)	二 述 凡 聖 交 慶 雨 天 
X33n0629_001:0462a01	三結歎功德(如是)　廣明本迹以斷疑生信竟	三 結 歎 功 德 如 是 廣 明 本 迹 以 斷 疑 生 信 竟 
X33n0629_001:0462a03	○三極顯經功以借人弘法(三)	 三 極 顯 經 功 以 借 人 弘 法 三 
X33n0629_001:0462a04	一讚持論德(二)	一 讚 持 論 德 二 
X33n0629_001:0462a05	一約一門讚論(二)	一 約 一 門 讚 論 二 
X33n0629_001:0462a06	二念信解功德(三)	二 念 信 解 功 德 三 
X33n0629_001:0462a07	一長行(爾時)	一 長 行 爾 時 
X33n0629_001:0462a08	二偈頌(二)	二 偈 頌 二 
X33n0629_001:0462a09	一頌設事較量(若人)	一 頌 設 事 較 量 若 人 
X33n0629_001:0462a10	二頌結其不退(二)	二 頌 結 其 不 退 二 
X33n0629_001:0462a11	一重牒前福(若人)	一 重 牒 前 福 若 人 
X33n0629_001:0462a12	二驗知不退(其有)	二 驗 知 不 退 其 有 
X33n0629_001:0462a13	三防問(又阿)	三 防 問 又 阿 
X33n0629_001:0462a14	二深心信解功德(二)	二 深 心 信 解 功 德 二 
X33n0629_001:0462a15	一正明(阿逸)	一 正 明 阿 逸 
X33n0629_001:0462a16	二防問(又復)	二 防 問 又 復 
X33n0629_001:0462a17	二約全經讚論(三)	二 約 全 經 讚 論 三 
X33n0629_001:0462a18	一別明三種功德(二)	一 別 明 三 種 功 德 二 
X33n0629_001:0462a19	一長行(三)	一 長 行 三 
X33n0629_001:0462a20	一讀誦功德(阿逸)	一 讀 誦 功 德 阿 逸 
X33n0629_001:0462a21	二兼書功德(阿逸)	二 兼 書 功 德 阿 逸 
X33n0629_001:0462a22	三兼度功德(三)	三 兼 度 功 德 三 
X33n0629_001:0462a23	一舉劣况勝(是故)	一 舉 劣 况 勝 是 故 
X33n0629_001:0462a24	二法喻合顯(其德)	二 法 喻 合 顯 其 德 
X33n0629_001:0462a25	三重以詳明(二)	三 重 以 詳 明 二 
X33n0629_001:0462a26	一詳明其行(若人)	一 詳 明 其 行 若 人 
X33n0629_001:0462a27	二詳明其德(阿逸)	二 詳 明 其 德 阿 逸 
X33n0629_001:0462a28	二偈頌(三)	二 偈 頌 三 
X33n0629_001:0462a29	一頌讀誦天德(若我)	一 頌 讀 誦 天 德 若 我 
X33n0629_001:0462a30	二頌兼書功德(若能)	二 頌 兼 書 功 德 若 能 
X33n0629_001:0462a31	三頌兼度功德(二)	三 頌 兼 度 功 德 二 
X33n0629_001:0462a32	一頌舉劣况勝(若有)	一 頌 舉 劣 况 勝 若 有 
X33n0629_001:0462a33	二頌重以詳明(二)	二 頌 重 以 詳 明 二 
X33n0629_001:0462a34	一頌詳明其行(不瞋)	一 頌 詳 明 其 行 不 瞋 
X33n0629_001:0462a35	二頌詳明其德(若見)	二 頌 詳 明 其 德 若 見 
X33n0629_001:0462a36	二別明五種功德(二)　妙法蓮華經卷第六科　隨喜功德品	二 別 明 五種功德 二 妙法蓮華 經 卷 第 六 科 隨 喜 功 德 品 
X33n0629_001:0462a37	一彌勒獨問隨喜(爾時)	一 彌 勒 獨 問 隨 喜 爾 時 
X33n0629_001:0462a38	二如來具明五德(二)	二 如 來 具 明 五 德 二 
X33n0629_001:0462a39	一長行(五)	一 長 行 五 
X33n0629_001:0462a40	一隨喜功德(四)	一 隨 喜 功 德 四 
X33n0629_001:0462a41	一一人隨喜轉教(爾時)	一 一 人 隨 喜 轉 教 爾 時 
X33n0629_001:0462a42	二展轉以至五十(是諸)	二 展 轉 以 至 五 十 是 諸 
X33n0629_001:0462a43	三較量最後功德(三)	三 較 量 最 後 功 德 三 
X33n0629_001:0462a44	一設事為例(二)	一 設 事 為 例 二 
X33n0629_001:0463a01	一財施徧給(阿逸)	一 財 施 徧 給 阿 逸 
X33n0629_001:0463a02	二法施普利(是大)	二 法 施 普 利 是 大 
X33n0629_001:0463a03	二問答功德(於汝)	二 問 答 功 德 於 汝 
X33n0629_001:0463a04	三正與較量(佛告)	三 正 與 較 量 佛 告 
X33n0629_001:0463a05	四况顯最初隨喜(阿逸)	四 况 顯 最 初 隨 喜 阿 逸 
X33n0629_001:0463a06	二暫聽功德(又阿)	二 暫 聽 功 德 又 阿 
X33n0629_001:0463a07	三暫勸功德(若復)	三 暫 勸 功 德 若 復 
X33n0629_001:0463a08	四誠勸功德(阿逸)	四 誠 勸 功 德 阿 逸 
X33n0629_001:0463a09	五誠聽功德(阿逸)	五 誠 聽 功 德 阿 逸 
X33n0629_001:0463a10	二偈頌(五)	二 偈 頌 五 
X33n0629_001:0463a11	一頌隨喜功德(四)	一 頌 隨 喜 功 德 四 
X33n0629_001:0463a12	一頌一人隨喜轉教(若人)	一 頌 一 人 隨 喜 轉 教 若 人 
X33n0629_001:0463a13	二頌展轉以至五十(如是)	二 頌 展 轉 以 至 五 十 如 是 
X33n0629_001:0463a14	三頌較量最後功德(最後)	三 頌 較 量 最 後 功 德 最 後 
X33n0629_001:0463a15	四頌况顯最初隨喜(如是)	四 頌 况 顯 最 初 隨 喜 如 是 
X33n0629_001:0463a16	二頌誠勸功德(若有)	二 頌 誠 勸 功 德 若 有 
X33n0629_001:0463a17	三頌暫聽功德(若故)	三 頌 暫 聽 功 德 若 故 
X33n0629_001:0463a18	四頌暫勸功德(若於)	四 頌 暫 勸 功 德 若 於 
X33n0629_001:0463a19	五頌誠聽功德(何況)　別明五種功德已竟	五 頌 誠 聽 功 德 何 況 別 明 五種功德 已 竟 
X33n0629_001:0463a20	三總顯六根清淨○	三 總 顯 六 根 清 淨 
X33n0629_001:0463a21	二引事證益○	二 引 事 證 益 
X33n0629_001:0463a22	三發願勸持○	三 發 願 勸 持 
X33n0629_001:0463a24	法師功德品	法 師 功 德 品 
X33n0629_001:0463a26	○三總顯六根清淨(二)	 三 總 顯 六 根 清 淨 二 
X33n0629_001:0463a27	一指人總標(爾時)	一 指 人 總 標 爾 時 
X33n0629_001:0463a28	二分德別列(六)	二 分 德 別 列 六 
X33n0629_001:0463a29	一眼根功德(二)	一 眼 根 功 德 二 
X33n0629_001:0463a30	一長行(是善)	一 長 行 是 善 
X33n0629_001:0463a31	二偈頌(爾時)	二 偈 頌 爾 時 
X33n0629_001:0463a32	二耳根功德(二)	二 耳 根 功 德 二 
X33n0629_001:0463a33	一長行(三)	一 長 行 三 
X33n0629_001:0463a34	一總標根量(復次)	一 總 標 根 量 復 次 
X33n0629_001:0463a35	二別列眾聲(二)	二 別 列 眾 聲 二 
X33n0629_001:0463a36	一雜然近陳聲(象聲)	一 雜 然 近 陳 聲 象 聲 
X33n0629_001:0463a37	二異類遠住聲(天聲)	二 異 類 遠 住 聲 天 聲 
X33n0629_001:0463a38	三結要該廣(以要)	三 結 要 該 廣 以 要 
X33n0629_001:0463a39	二偈頌(三)	二 偈 頌 三 
X33n0629_001:0463a40	一頌總標根量(父母)	一 頌 總 標 根 量 父 母 
X33n0629_001:0463a41	二頌別列眾聲(二)	二 頌 別 列 眾 聲 二 
X33n0629_001:0463a42	一頌雜然近陳聲(象馬)	一 頌 雜 然 近 陳 聲 象 馬 
X33n0629_001:0463a43	二頌異類遠住聲(二)	二 頌 異 類 遠 住 聲 二 
X33n0629_001:0463a44	一善道惡道聲(又聞)	一 善 道 惡 道 聲 又 聞 
X33n0629_001:0463a45	二因人果人聲(一切)	二 因 人 果 人 聲 一 切 
X33n0629_001:0463a46	三頌結要該廣(三千)	三 頌 結 要 該 廣 三 千 
X33n0629_001:0463a47	三鼻根功德(二)	三 鼻 根 功 德 二 
X33n0629_001:0463a48	一長行(三)	一 長 行 三 
X33n0629_001:0463a49	一總標根量(復次)	一 總 標 根 量 復 次 
X33n0629_001:0463a50	二別列眾香(三)	二 別 列 眾 香 三 
X33n0629_001:0463a51	一人間香(須曼)	一 人 間 香 須 曼 
X33n0629_001:0463a52	二天上香(持是)	二 天 上 香 持 是 
X33n0629_001:0463a53	三聖人香(及聲)	三 聖 人 香 及 聲 
X33n0629_001:0463a54	三結其功德(雖聞)	三 結 其 功 德 雖 聞 
X33n0629_001:0463a55	二偈頌(三)	二 偈 頌 三 
X33n0629_001:0463a56	一頌總標根量(是人)	一 頌 總 標 根 量 是 人 
X33n0629_001:0463a57	二頌別列眾香(四)	二 頌 別 列 眾 香 四 
X33n0629_001:0463a58	一頌人間香(須曼)	一 頌 人 間 香 須 曼 
X33n0629_001:0463a59	二補雜類香(諸天)	二 補 雜 類 香 諸 天 
X33n0629_001:0463a60	三頌天上香(天上)	三 頌 天 上 香 天 上 
X33n0629_001:0463a61	四頌聖人香(諸比)	四 頌 聖 人 香 諸 比 
X33n0629_001:0463a62	三頌結其功德(雖未)	三 頌 結 其 功 德 雖 未 
X33n0629_001:0463a63	四舌根功德(二)	四 舌 根 功 德 二 
X33n0629_001:0463a64	一總標德數(復次)	一 總 標 德 數 復 次 
X33n0629_001:0463a65	二別列眾德(二)	二 別 列 眾 德 二 
X33n0629_001:0463a66	一長行(四)	一 長 行 四 
X33n0629_001:0463a67	一變味成美(若好)	一 變 味 成 美 若 好 
X33n0629_001:0464a01	二說法投機(若以)	二 說 法 投 機 若 以 
X33n0629_001:0464a02	三感眾聽法(又諸)	三 感 眾 聽 法 又 諸 
X33n0629_001:0464a03	四得聖護念(又諸)	四 得 聖 護 念 又 諸 
X33n0629_001:0464a04	二偈頌(四)	二 偈 頌 四 
X33n0629_001:0464a05	一頌變味成美(是人)	一 頌 變 味 成 美 是 人 
X33n0629_001:0464a06	二頌說法投機(以深)	二 頌 說 法 投 機 以 深 
X33n0629_001:0464a07	三頌感眾聽法(諸天)	三 頌 感 眾 聽 法 諸 天 
X33n0629_001:0464a08	四頌得聖護念(諸佛)	四 頌 得 聖 護 念 諸 佛 
X33n0629_001:0464a09	五身根功德(二)	五 身 根 功 德 二 
X33n0629_001:0464a10	一總標德數(復次)	一 總 標 德 數 復 次 
X33n0629_001:0464a11	二別列眾德(二)	二 別 列 眾 德 二 
X33n0629_001:0464a12	一長行(二)	一 長 行 二 
X33n0629_001:0464a13	一體絕垢染(得清)	一 體 絕 垢 染 得 清 
X33n0629_001:0464a14	二用能現相(其身)	二 用 能 現 相 其 身 
X33n0629_001:0464a15	二偈頌(二)	二 偈 頌 二 
X33n0629_001:0464a16	一頌體絕垢染(若持)	一 頌 體 絕 垢 染 若 持 
X33n0629_001:0464a17	二頌用能現相(又如)	二 頌 用 能 現 相 又 如 
X33n0629_001:0464a18	六意根功德(二)	六 意 根 功 德 二 
X33n0629_001:0464a19	一總標德數(復次)	一 總 標 德 數 復 次 
X33n0629_001:0464a20	二別列眾德(二)	二 別 列 眾 德 二 
X33n0629_001:0464a21	一長行(三)	一 長 行 三 
X33n0629_001:0464a22	一能達法義(以是)	一 能 達 法 義 以 是 
X33n0629_001:0464a23	二能知眾心(三千)	二 能 知 眾 心 三 千 
X33n0629_001:0464a24	三能合成典(是人)	三 能 合 成 典 是 人 
X33n0629_001:0464a25	二偈頌(四)	二 偈 頌 四 
X33n0629_001:0464a26	一頌能逵法義(是人)	一 頌 能 逵 法 義 是 人 
X33n0629_001:0464a27	二頌能知眾心(是世)	二 頌 能 知 眾 心 是 世 
X33n0629_001:0464a28	三頌能合成典(十方)	三 頌 能 合 成 典 十 方 
X33n0629_001:0464a29	四補能得無畏(以演)　讚持論德已竟	四 補 能 得 無 畏 以 演 讚 持 論 德 已 竟 
X33n0629_001:0464a31	常不輕菩薩品	常 不 輕 菩 薩 品 
X33n0629_001:0464a33	○二引事證益(二)	 二 引 事 證 益 二 
