X60n1129_001:0678a03	 歸戒序	 歸 戒 序 
X60n1129_002:0684a20	大施。故佛言。一切施中。施無畏。最為第一。是故我說	大 施 故 佛 言 一 切 施 中 施 無 畏 最 為 第 一 是 故 我 說 
X60n1129_002:0684a21	五大施者。即是五戒。如是五戒。能令眾生離五怖畏。	五 大 施 者 即 是 五 戒 如 是 五 戒 能 令 眾 生 離 五 怖 畏 
X60n1129_002:0684a22	是五種施。易可修行。自在無礙。不失財物。能得無量	是 五 種 施 易 可 修 行 自在無礙 不 失 財 物 能 得 無 量 
X60n1129_002:0684a23	無邊福德。離是五施。不能獲得須陀洹果。乃至阿耨	無 邊 福 德 離 是 五 施 不 能 獲 得 須陀洹果 乃 至 阿 耨 
X60n1129_002:0684a24	多羅三藐三菩提。此五通名戒者。以防止為義。能防	多 羅 三藐三菩提 此 五 通 名 戒 者 以 防 止 為 義 能 防 
X60n1129_002:0684b01	惡律儀無作之非。止三業所起之惡。故名防止。經云。	惡 律 儀 無 作 之 非 止 三 業 所 起 之 惡 故 名 防 止 經 云 
X60n1129_002:0684b02	何因緣故。得名為戒。戒者名制。能制一切不善法故。	何 因 緣 故 得 名 為 戒 戒 者 名 制 能 制 一 切 不 善 法 故 
X60n1129_002:0684b03	又名曰迮隘。雖有惡法。性不容故。又名曰清涼。遮煩	又 名 曰 迮 隘 雖 有 惡 法 性 不 容 故 又 名 曰 清 涼 遮 煩 
X60n1129_002:0684b04	惱熱。不能得入故。又名曰上。能上天上。至無上道故。	惱 熱 不 能 得 入 故 又 名 曰 上 能 上 天 上 至 無 上 道 故 
X60n1129_002:0684b05	又名曰學。調伏心智慧諸根故。故論云。此五戒。應名	又 名 曰 學 調 伏 心 智 慧 諸 根 故 故 論 云 此 五 戒 應 名 
X60n1129_002:0684b06	學迹。若有遊此。便昇無上智慧殿故。如尊者阿那律。	學 迹 若 有 遊 此 便 昇 無 上 智 慧 殿 故 如 尊 者 阿 那 律 
X60n1129_002:0684b07	告諸比丘。我依戒住戒。戒為梯隥已能昇陟無上慧	告 諸 比 丘 我 依 戒 住 戒 戒 為 梯 隥 已 能 昇 陟 無 上 慧 
X60n1129_002:0684b08	殿。汝眾等應學。勿生放逸。又此五。應名學基。於涅槃	殿 汝 眾 等 應 學 勿 生 放 逸 又 此 五 應 名 學 基 於 涅 槃 
X60n1129_002:0684b09	城。而作基址故。今此五戒。前四是性。後一是遮。性戒	城 而 作 基 址 故 今 此 五 戒 前 四 是 性 後 一 是 遮 性 戒 
X60n1129_002:0684b10	者。持之性自是善。犯之性自是惡。不由佛遮制。方有	者 持 之 性 自 是 善 犯 之 性 自 是 惡 不 由 佛 遮 制 方 有 
X60n1129_002:0684b11	善惡。故性戒受與不受。作之俱是罪。不同其餘遮制	善 惡 故 性 戒 受 與 不 受 作 之 俱 是 罪 不 同 其 餘 遮 制 
X60n1129_002:0684b12	等戒。如比丘受草木戒已。犯之得罪。俗眾不受。犯不	等 戒 如 比 丘 受 草 木 戒 已 犯 之 得 罪 俗 眾 不 受 犯 不 
X60n1129_002:0684b13	得罪。故輪王出世。以此性法化人。若受佛戒之後。犯	得 罪 故 輪 王 出 世 以 此 性 法 化 人 若 受 佛 戒 之 後 犯 
X60n1129_002:0684b14	於殺等。則更加違制之罪。若受不殺戒者。乃至一切	於 殺 等 則 更 加 違 制 之 罪 若 受 不 殺 戒 者 乃 至 一 切 
X60n1129_002:0684b15	有形。蠢動含靈。皆不得加害。及襍肉葷辛。並不得犯。	有 形 蠢 動 含 靈 皆 不 得 加 害 及 襍 肉 葷 辛 並 不 得 犯 
X60n1129_002:0684b16	若俗家井水。多有微細諸蟲。須絹濾已。將蟲還置本	若 俗 家 井 水 多 有 微 細 諸 蟲 須 絹 濾 已 將 蟲 還 置 本 
X60n1129_002:0684b17	處。欲出行時。應帶濾囊自隨。或以眼觀。無蟲方可飲	處 欲 出 行 時 應 帶 濾 囊 自 隨 或 以 眼 觀 無 蟲 方 可 飲 
X60n1129_002:0684b18	用。若受不盜戒者。下至一鍼一草。一米一穀等不與。	用 若 受 不 盜 戒 者 下 至 一 鍼 一 草 一 米 一 穀 等 不 與 
X60n1129_002:0684b19	不得自取。若受不邪婬戒者。如智論云。除己妻外。餘	不 得 自 取 若 受 不 邪 婬 戒 者 如 智 論 云 除 己 妻 外 餘 
X60n1129_002:0684b20	諸男女。鬼神。畜生。可得婬者。悉是邪婬。雖是自妻不	諸 男 女 鬼 神 畜 生 可 得 婬 者 悉 是 邪 婬 雖 是 自 妻 不 
X60n1129_002:0684b21	犯。然須避於非處。謂非道。及得妊已。亦禁之。恐傷胎	犯 然 須 避 於 非 處 謂 非 道 及 得 妊 已 亦 禁 之 恐 傷 胎 
X60n1129_002:0684b22	故(非道。謂口。及大便。餘身分也)。若受不妄語戒者。但使心虗。無問	故 非 道 謂 口 及 大 便 餘 身 分 也 若 受 不 妄 語 戒 者 但 使 心 虗 無 問 
X60n1129_002:0684b23	境之虗實。並犯。此有大小。自言證聖。得上人法。得禪。	境 之 虗 實 並 犯 此 有 大 小 自 言 證 聖 得 上 人 法 得 禪 
X60n1129_002:0684b24	得定。得三昧。解脫等。名大妄語。犯不可悔。其餘見言	得 定 得 三 昧 解 脫 等 名 大 妄 語 犯 不 可 悔 其 餘 見 言 
X60n1129_002:0684c01	不見。不見言見。及兩舌。惡口。綺語。犯可悔。若受不飲	不 見 不 見 言 見 及 兩 舌 惡 口 綺 語 犯 可 悔 若 受 不 飲 
X60n1129_002:0684c02	酒戒者。一切能醉人之酒。乃至不得以草頭滴著口	酒 戒 者 一 切 能 醉 人 之 酒 乃 至 不 得 以 草 頭 滴 著 口 
X60n1129_002:0684c03	中。酒是放逸根本。能犯四戒。如大方便經云昔迦葉	中 酒 是 放 逸 根 本 能 犯 四 戒 如 大 方 便 經 云 昔 迦 葉 
X60n1129_002:0684c04	佛時。有優婆塞。由飲酒故。盜他雞殺。婬他妻。他人來	佛 時 有 優 婆 塞 由 飲 酒 故 盜 他 雞 殺 婬 他 妻 他 人 來 
X60n1129_002:0684c05	問時。答言不作。便犯妄語。亦能造四逆。唯不能破僧。	問 時 答 言 不 作 便 犯 妄 語 亦 能 造 四 逆 唯 不 能 破 僧 
X60n1129_002:0684c06	毗婆沙論云。有一鄔波索迦。稟性仁賢。受持五戒。專	毗 婆 沙 論 云 有 一 鄔 波 索 迦 稟 性 仁 賢 受 持 五 戒 專 
X60n1129_002:0684c07	精不犯。後於一時。為渴所逼。見一器中。有酒如水。遂	精 不 犯 後 於 一 時 為 渴 所 逼 見 一 器 中 有 酒 如 水 遂 
X60n1129_002:0684c08	取飲之。爾時便犯酒戒。時有鄰雞來入其舍。盜殺而	取 飲 之 爾 時 便 犯 酒 戒 時 有 鄰 雞 來 入 其 舍 盜 殺 而 
X60n1129_002:0684c09	噉。復犯殺盜二戒。鄰女尋雞來入其室。強逼交通。復	噉 復 犯 殺 盜 二 戒 鄰 女 尋 雞 來 入 其 室 強 逼 交 通 復 
X60n1129_002:0684c10	犯邪行戒。鄰家告官。訊問拒諱。復犯誑語戒。如是五	犯 邪 行 戒 鄰 家 告 官 訊 問 拒 諱 復 犯 誑 語 戒 如 是 五 
X60n1129_002:0684c11	戒。皆由酒犯。沙彌尼戒經云。不得飲酒。不得嗜酒。不	戒 皆 由 酒 犯 沙彌尼戒 經 云 不 得 飲 酒 不 得 嗜 酒 不 
X60n1129_002:0684c12	得甞酒。酒有三十六失。失道破家。危身喪命。皆悉由	得 甞 酒 酒 有 三 十 六 失 失 道 破 家 危 身 喪 命 皆 悉 由 
X60n1129_002:0684c13	之。牽東引西。持南著北。不能諷經。不敬三寶。輕易師	之 牽 東 引 西 持 南 著 北 不 能 諷 經 不 敬 三 寶 輕 易 師 
X60n1129_002:0684c14	友。不孝父母。心閉意塞。世世愚癡。不值大道。其心無	友 不 孝 父 母 心 閉 意 塞 世 世 愚 癡 不 值 大 道 其 心 無 
X60n1129_002:0684c15	識。故不飲酒。欲離五陰。五欲。五葢。得五神通。得度五	識 故 不 飲 酒 欲 離 五 陰 五 欲 五 葢 得 五 神 通 得 度 五 
X60n1129_002:0684c16	道。故不飲酒。薩遮尼乾子經偈云。	道 故 不 飲 酒 薩 遮 尼 乾 子 經 偈 云 
X60n1129_002:0684c17	　飲酒多放逸　　現世常愚癡　　忘失一切事	 飲 酒 多 放 逸 現 世 常 愚 癡 忘 失 一 切 事 
X60n1129_002:0684c18	　常被智者呵　　來世常闇鈍　　多失諸功德	 常 被 智 者 呵 來 世 常 闇 鈍 多 失 諸 功 德 
X60n1129_002:0684c19	　是故黠慧人　　離諸飲酒失(一切食中不得著酒)	 是 故 黠 慧 人 離 諸 飲 酒 失 一 切 食 中 不 得 著 酒 
X60n1129_002:0684c20	正法念經。閻羅王數責罪人。說偈云。	正 法 念 經 閻 羅 王 數 責 罪 人 說 偈 云 
X60n1129_002:0684c21	　酒能亂人心　　令人如羊等　　不知作不作	 酒 能 亂 人 心 令 人 如 羊 等 不 知 作 不 作 
X60n1129_002:0684c22	　如是應捨酒　　若酒醉之人　　如死人無異	 如 是 應 捨 酒 若 酒 醉 之 人 如 死 人 無 異 
X60n1129_002:0684c23	　若欲常不死　　彼人應捨酒　　酒是諸過處	 若 欲 常 不 死 彼 人 應 捨 酒 酒 是 諸 過 處 
X60n1129_002:0684c24	　恒常不饒益　　一切惡道階　　黑闇所在處	 恒 常 不 饒 益 一 切 惡 道 階 黑 闇 所 在 處 
X60n1129_002:0685a01	　飲酒到地獄　　亦到餓鬼界　　行於畜生業	 飲 酒 到 地 獄 亦 到 餓 鬼 界 行 於 畜 生 業 
X60n1129_002:0685a02	　是酒過所誑　　酒為毒中毒　　地獄中地獄	 是 酒 過 所 誑 酒 為 毒 中 毒 地 獄 中 地 獄 
X60n1129_002:0685a03	　病中之大病　　是智者所說　　若人飲酒者	 病 中 之 大 病 是 智 者 所 說 若 人 飲 酒 者 
X60n1129_002:0685a04	　無因緣歡喜　　無因緣而瞋　　無因緣作惡	 無 因 緣 歡 喜 無 因 緣 而 瞋 無 因 緣 作 惡 
X60n1129_002:0685a05	　於佛所生癡　　壞世出世事　　燒解脫如火	 於 佛 所 生 癡 壞 世 出 世 事 燒 解 脫 如 火 
X60n1129_002:0685a06	　所謂酒一法　　若人能捨酒　　正行於法戒	 所 謂 酒 一 法 若 人 能 捨 酒 正 行 於 法 戒 
X60n1129_002:0685a07	　彼到第一處　　無死無生處	 彼 到 第 一 處 無 死 無 生 處 
X60n1129_002:0685a08	優婆塞戒經云。或言更有無量極重之法。過去諸佛。	優婆塞戒 經 云 或 言 更 有 無 量 極 重 之 法 過去諸佛 
X60n1129_002:0685a09	何緣不制。而制於酒。善男子。因於飲酒。慚愧心壞。於	何 緣 不 制 而 制 於 酒 善 男 子 因 於 飲 酒 慚 愧 心 壞 於 
X60n1129_002:0685a10	三惡道不生怖畏。以是因緣。則不能受餘四戒。是故	三 惡 道 不 生 怖 畏 以是因緣 則 不 能 受 餘 四 戒 是 故 
X60n1129_002:0685a11	過去諸佛。制不聽飲。或言如來已說。酒多過失。何故	過去諸佛 制 不 聽 飲 或 言 如 來 已 說 酒 多 過 失 何 故 
X60n1129_002:0685a12	不在五戒初說。是義不然。何以故。如是酒戒。名為遮	不 在 五 戒 初 說 是 義 不 然 何 以 故 如 是 酒 戒 名 為 遮 
X60n1129_002:0685a13	重。不名性重。如來先制性重之戒。後制遮重。又如來	重 不 名 性 重 如 來 先 制 性 重 之 戒 後 制 遮 重 又 如 來 
X60n1129_002:0685a14	了了知諸法性。是故制之。優婆塞五戒相經云。佛告	了 了 知 諸 法 性 是 故 制 之 優 婆 塞 五 戒 相 經 云 佛 告 
X60n1129_002:0685a15	諸比丘。犯殺有三種奪人命。一自作。二教人。三遣使。	諸 比 丘 犯 殺 有 三 種 奪 人 命 一 自 作 二 教 人 三 遣 使 
X60n1129_002:0685a16	自作者。自身作奪他命。教人者。語他人言。捉是人。繫	自 作 者 自 身 作 奪 他 命 教 人 者 語 他 人 言 捉 是 人 繫 
X60n1129_002:0685a17	縛奪命。遣使者。語他言。汝識某甲不。汝捉是人。繫縛	縛 奪 命 遣 使 者 語 他 言 汝 識 某 甲 不 汝 捉 是 人 繫 縛 
X60n1129_002:0685a18	奪命。是使隨語奪彼命。時優婆塞犯不可悔罪。復有	奪 命 是 使 隨 語 奪 彼 命 時 優 婆 塞 犯 不 可 悔 罪 復 有 
X60n1129_002:0685a19	三種。一用內色。二用非內色。三用內非內色。第一用	三 種 一 用 內 色 二 用 非 內 色 三 用 內 非 內 色 第 一 用 
X60n1129_002:0685a20	內色殺者。謂用手打。若用足。及餘身。分令彼死。是犯	內 色 殺 者 謂 用 手 打 若 用 足 及 餘 身 分 令 彼 死 是 犯 
X60n1129_002:0685a21	不可悔罪。若不即死。後因是死。亦犯不可悔。若後不	不 可 悔 罪 若 不 即 死 後 因 是 死 亦 犯 不 可 悔 若 後 不 
X60n1129_002:0685a22	因死。是中罪可悔。第二用非內色殺者。若人以木石	因 死 是 中 罪 可 悔 第 二 用 非 內 色 殺 者 若 人 以 木 石 
X60n1129_002:0685a23	刀矟弓箭等。令彼死者。同前得罪。第三用內非內色	刀 矟 弓 箭 等 令 彼 死 者 同 前 得 罪 第 三 用 內 非 內 色 
X60n1129_002:0685a24	殺者。以手捉木石等。打令死者。得罪同前。復有不以	殺 者 以 手 捉 木 石 等 打 令 死 者 得 罪 同 前 復 有 不 以 
X60n1129_002:0685b01	此三殺。但合諸毒藥。著眼耳鼻舌身上。食中被褥等	此 三 殺 但 合 諸 毒 藥 著 眼 耳 鼻 舌 身 上 食 中 被 褥 等 
X60n1129_002:0685b02	中。令彼死者。亦同前罪。若優婆塞。或作火坑。漫心造	中 令 彼 死 者 亦 同 前 罪 若 優 婆 塞 或 作 火 坑 漫 心 造 
X60n1129_002:0685b03	者。若人墮死。犯不可悔。非人。鬼神。墮中死者。犯中罪	者 若 人 墮 死 犯 不 可 悔 非 人 鬼 神 墮 中 死 者 犯 中 罪 
X60n1129_002:0685b04	可悔。畜生死者。犯下罪可悔。若都無死者。犯三方便	可 悔 畜 生 死 者 犯 下 罪 可 悔 若 都 無 死 者 犯 三 方 便 
X60n1129_002:0685b05	可悔輕罪。若尅心唯。為人造火坑。不通餘者。若人墮	可 悔 輕 罪 若 尅 心 唯 為 人 造 火 坑 不 通 餘 者 若 人 墮 
X60n1129_002:0685b06	死。犯不可悔。不死。犯方便。非人畜生死者。不犯。若優	死 犯 不 可 悔 不 死 犯 方 便 非 人 畜 生 死 者 不 犯 若 優 
X60n1129_002:0685b07	婆塞或用口業。呪術令死。或有歎死。讚死。或有氣力	婆 塞 或 用 口 業 呪 術 令 死 或 有 歎 死 讚 死 或 有 氣 力 
X60n1129_002:0685b08	人。心起惡念令死。或墮胎令死。得罪輕重。並同前准。	人 心 起 惡 念 令 死 或 墮 胎 令 死 得 罪 輕 重 並 同 前 准 
X60n1129_002:0685b09	不犯者。或有行來出入。悞墮木石等死者。並不犯。餘	不 犯 者 或 有 行 來 出 入 悞 墮 木 石 等 死 者 並 不 犯 餘 
X60n1129_002:0685b10	如經說　第二盜戒者。以三種取他重物。犯不可悔。	如 經 說 第 二 盜 戒 者 以 三 種 取 他 重 物 犯 不 可 悔 
X60n1129_002:0685b11	一用心。二用身。三離本處。第一用心者。謂發心思惟。	一 用 心 二 用 身 三 離 本 處 第 一 用 心 者 謂 發心思惟 
X60n1129_002:0685b12	欲為偷盜。第二用身者。謂用身分等取他物。第三離	欲 為 偷 盜 第 二 用 身 者 謂 用 身 分 等 取 他 物 第 三 離 
X60n1129_002:0685b13	本處者。隨物在處。舉著餘處。並得重罪。復有三種取	本 處 者 隨 物 在 處 舉 著 餘 處 並 得 重 罪 復 有 三 種 取 
X60n1129_002:0685b14	人重物。犯不可悔罪。一自取。二教他取。三遣使取。復	人 重 物 犯 不 可 悔 罪 一 自 取 二 教 他 取 三 遣 使 取 復 
X60n1129_002:0685b15	有五種取他重物。犯不可悔。一苦切取。二輕慢取。三	有 五 種 取 他 重 物 犯 不 可 悔 一 苦 切 取 二 輕 慢 取 三 
X60n1129_002:0685b16	詐稱他名字取。四強奪取。五受寄取。重物者。若盜五	詐 稱 他 名 字 取 四 強 奪 取 五 受 寄 取 重 物 者 若 盜 五 
X60n1129_002:0685b17	錢。若五錢直。得者。犯不可悔罪。復有七種取他物。犯	錢 若 五 錢 直 得 者 犯 不 可 悔 罪 復 有 七 種 取 他 物 犯 
X60n1129_002:0685b18	不可悔。一非己想。二不同意。三不暫用。四知有主。五	不 可 悔 一 非 己 想 二 不 同 意 三 不 暫 用 四 知 有 主 五 
X60n1129_002:0685b19	不狂。六不心亂。七不病壞心。具此七者。取他重物。犯	不 狂 六 不 心 亂 七 不 病 壞 心 具 此 七 者 取 他 重 物 犯 
X60n1129_002:0685b20	不可悔。取他不滿五錢輕物。犯中可悔。翻前七種取	不 可 悔 取 他 不 滿 五 錢 輕 物 犯 中 可 悔 翻 前 七 種 取 
X60n1129_002:0685b21	他物者。重輕皆不犯　第三邪婬戒者。邪婬有四處。	他 物 者 重 輕 皆 不 犯 第 三 邪 婬 戒 者 邪 婬 有 四 處 
X60n1129_002:0685b22	一男。二女。三黃門。四二根。女者。人女。非人女。畜生女。	一 男 二 女 三 黃 門 四 二 根 女 者 人 女 非 人 女 畜 生 女 
X60n1129_002:0685b23	男者。人男非人男。畜生男。黃門。二根。各有三種同前。	男 者 人 男 非 人 男 畜 生 男 黃 門 二 根 各 有 三 種 同 前 
X60n1129_002:0685b24	若優婆塞。與人女。非人女。畜生女。三處行婬。謂口大	若 優 婆 塞 與 人 女 非 人 女 畜 生 女 三 處 行 婬 謂 口 大 
X60n1129_002:0685c01	小便處。犯不可悔。若人男。非人男。畜生男。黃門。二根。	小 便 處 犯 不 可 悔 若 人 男 非 人 男 畜 生 男 黃 門 二 根 
X60n1129_002:0685c02	二處行婬。謂口及大便處。犯不可悔。若發心未行婬。	二 處 行 婬 謂 口 及 大 便 處 犯 不 可 悔 若 發 心 未 行 婬 
X60n1129_002:0685c03	未和合者。犯小可悔罪。若二身和合。止而不婬。犯中	未 和 合 者 犯 小 可 悔 罪 若 二 身 和 合 止 而 不 婬 犯 中 
X60n1129_002:0685c04	可悔。除此三處。餘處行婬。皆可悔。若人死。及畜生死	可 悔 除 此 三 處 餘 處 行 婬 皆 可 悔 若 人 死 及 畜 生 死 
X60n1129_002:0685c05	者。身根未壞。於彼三處行婬。犯不可悔。輕處同上。若	者 身 根 未 壞 於 彼 三 處 行 婬 犯 不 可 悔 輕 處 同 上 若 
X60n1129_002:0685c06	人雖不受戒。犯佛弟子淨戒人者。雖無犯戒之罪。後	人 雖 不 受 戒 犯 佛 弟 子 淨 戒 人 者 雖 無 犯 戒 之 罪 後 
X60n1129_002:0685c07	永不得受五戒。八戒。乃至出家具足戒。若顛狂心亂	永 不 得 受 五 戒 八 戒 乃 至 出 家 具 足 戒 若 顛 狂 心 亂 
X60n1129_002:0685c08	痛惱所纏。不自覺者。不犯。佛告諸比丘。吾有二身。一	痛 惱 所 纏 不 自 覺 者 不 犯 佛 告 諸 比 丘 吾 有 二 身 一 
