X60n1120_001:0334a03	 序言	 序 言 
X60n1120_001:0350a22	也。故叢林有平生孚鐵脚。道價暄宇宙句。◎達磨	也 故 叢 林 有 平 生 孚 鐵 脚 道 價 暄 宇 宙 句 達 磨 
X60n1120_001:0350a23	達。聰辯頴慧。憾師不授祖位。憤然而去。臨津見女	達 聰 辯 頴 慧 憾 師 不 授 祖 位 憤 然 而 去 臨 津 見 女 
X60n1120_001:0350a24	子濯浣。默念此脛如是白晢耶。祖忽現前曰。是心	子 濯 浣 默 念 此 脛 如 是 白 晢 耶 祖 忽 現 前 曰 是 心 
X60n1120_001:0350b01	可入祖牒耶。達悚然密自切責。宗鏡。三不婬者。男	可 入 祖 牒 耶 達 悚 然 密 自 切 責 宗 鏡 三 不 婬 者 男 
X60n1120_001:0350b02	女身會。名事婬。法門解者。若心染法是婬。若關禁	女 身 會 名 事 婬 法 門 解 者 若 心 染 法 是 婬 若 關 禁 
X60n1120_001:0350b03	七支。如猿著鎖。擎一油鉢。過諸大眾。割捨樂觸。樂	七 支 如 猿 著 鎖 擎 一 油 鉢 過 諸 大 眾 割 捨 樂 觸 樂 
X60n1120_001:0350b04	求於未來潔淨五欲。如市易法。如銅錢博金錢。此	求 於 未 來 潔 淨 五 欲 如 市 易 法 如 銅 錢 博 金 錢 此 
X60n1120_001:0350b05	乃增長欲事。非不欲也。若斷欲界麤弊之欲。染著	乃 增 長 欲 事 非 不 欲 也 若 斷 欲 界 麤 弊 之 欲 染 著 
X60n1120_001:0350b06	色無色界禪定之樂。如冰魚蟄蟲。墮長壽天。是為	色無色界 禪 定 之 樂 如 冰 魚 蟄 蟲 墮 長 壽 天 是 為 
X60n1120_001:0350b07	一難。貪著禪味。名大縛。是染欲法。非不欲也。若憎	一 難 貪 著 禪 味 名 大 縛 是 染 欲 法 非 不 欲 也 若 憎 
X60n1120_001:0350b08	生死。愛涅槃。棄之直去。涉路不迴。諸有色聲。不能	生 死 愛 涅 槃 棄 之 直 去 涉 路 不 迴 諸 有 色 聲 不 能 
X60n1120_001:0350b09	染屈。如八風不動須彌。若聞菩薩勝妙功德。甄迦	染 屈 如 八 風 不 動 須 彌 若 聞 菩 薩 勝 妙 功 德 甄 迦 
X60n1120_001:0350b10	羅琴聲。迦葉起舞。不能自持。毗嵐風至。破如腐草。	羅 琴 聲 迦 葉 起 舞 不 能 自 持 毗 嵐 風 至 破 如 腐 草 
X60n1120_001:0350b11	是染欲。非不染欲也。若菩薩惡生死如糞穢。惡涅	是 染 欲 非 不 染 欲 也 若 菩 薩 惡 生 死 如 糞 穢 惡 涅 
X60n1120_001:0350b12	槃如怨鳥。捨於二邊。志存中道。起順道法愛。生名	槃 如 怨 鳥 捨 於 二 邊 志 存 中 道 起 順 道 法 愛 生 名 
X60n1120_001:0350b13	頂墮。是菩薩旃陀羅。既無方便。此慧被縛。不能勝	頂 墮 是 菩 薩 旃 陀 羅 既 無 方 便 此 慧 被 縛 不 能 勝 
X60n1120_001:0350b14	怨。己所修治。為無慧利。是染欲法。非不欲也。圓人	怨 己 所 修 治 為 無 慧 利 是 染 欲 法 非 不 欲 也 圓 人 
X60n1120_001:0350b15	觀一心三諦。即空。何所染。即假何所淨。即中何所	觀 一 心 三 諦 即 空 何 所 染 即 假 何 所 淨 即 中 何 所 
X60n1120_001:0350b16	邊。即空即假何所中。即空故。無我人。十六知見。依	邊 即 空 即 假 何 所 中 即 空 故 無 我 人 十 六 知 見 依 
X60n1120_001:0350b17	正等愛。即假故。無空。無相。無願等愛。即中故。無佛。	正 等 愛 即 假 故 無 空 無 相 無 願 等 愛 即 中 故 無 佛 
X60n1120_001:0350b18	菩提。轉法輪。度眾生等愛。三諦清淨。名畢竟淨。唯	菩 提 轉 法 輪 度 眾 生 等 愛 三 諦 清 淨 名 畢 竟 淨 唯 
X60n1120_001:0350b19	佛一人具淨戒。餘人皆名汙戒者。圓人又有染愛	佛 一 人 具 淨 戒 餘 人 皆 名 汙 戒 者 圓 人 又 有 染 愛 
X60n1120_001:0350b20	法門。如和須蜜多女。人見人女。天見天女。見者。即	法 門 如 和 須 蜜 多 女 人 見 人 女 天 見 天 女 見 者 即 
X60n1120_001:0350b21	得見佛三昧。執手者。得到佛三昧。嗚者。得極愛三	得 見 佛 三 昧 執 手 者 得 到 佛 三 昧 嗚 者 得 極 愛 三 
X60n1120_001:0350b22	昧抱者。得冥如三昧。亦如魔界行不汙。菩薩變為	昧 抱 者 得 冥 如 三 昧 亦 如 魔 界 行 不 汙 菩 薩 變 為 
X60n1120_001:0350b23	無量身。共無量天女從事。皆令發菩提心。又先以	無 量 身 共 無 量 天 女 從 事 皆 令發菩提心 又 先 以 
X60n1120_001:0350b24	欲鉤牽。後令入佛智。斯乃非欲之欲。以欲止欲。如	欲 鉤 牽 後 令 入 佛 智 斯 乃 非 欲 之 欲 以 欲 止 欲 如 
X60n1120_001:0350c01	以楔出楔。將聲止聲。	以 楔 出 楔 將 聲 止 聲 
X60n1120_001:0350c02	解曰。在家五戒。	解 曰 在 家 五 戒 
X60n1120_001:0350c03	【箋】天台金光明疏。五戒者。天地之大忌。上對五星。	 箋 天 台 金 光 明 疏 五 戒 者 天 地 之 大 忌 上 對 五 星 
X60n1120_001:0350c04	下配五嶽。中成五藏。犯之者。陵天觸地。自伐其身	下 配 五 嶽 中 成 五 藏 犯 之 者 陵 天 觸 地 自 伐 其 身 
X60n1120_001:0350c05	也。	也 
X60n1120_001:0350c06	惟制邪婬。	惟 制 邪 婬 
X60n1120_001:0350c07	【箋】在家二眾。食色為性。未能全斷。故惟制邪婬。如	 箋 在 家 二 眾 食 色 為 性 未 能 全 斷 故 惟 制 邪 婬 如 
X60n1120_001:0350c08	關睢之詩。樂而不淫。所以正人倫之綱紀也。禮記。	關 睢 之 詩 樂 而 不 淫 所 以 正 人 倫 之 綱 紀 也 禮 記 
X60n1120_001:0350c09	諸侯不下漁色。君子遠色。以為民紀。今士大夫妻	諸 侯 不 下 漁 色 君 子 遠 色 以 為 民 紀 今 士 大 夫 妻 
X60n1120_001:0350c10	妾琴瑟之外。而又漁色。皆為邪婬。毛詩正義。人有	妾 琴 瑟 之 外 而 又 漁 色 皆 為 邪 婬 毛 詩 正 義 人 有 
X60n1120_001:0350c11	皮。鼠亦有皮。鼠。恥也。人無禮儀。何異於鼠乎。漢武	皮 鼠 亦 有 皮 鼠 恥 也 人 無 禮 儀 何 異 於 鼠 乎 漢 武 
X60n1120_001:0350c12	內傳。婬為破家之斧。太乙經。彼世人不修無上至	內 傳 婬 為 破 家 之 斧 太 乙 經 彼 世 人 不 修 無 上 至 
X60n1120_001:0350c13	道。但能薄欲。不行邪道。不殺不淫。孝悌慈和。惜福	道 但 能 薄 欲 不 行 邪 道 不 殺 不 淫 孝 悌 慈 和 惜 福 
X60n1120_001:0350c14	減食。薄於味染。命終之後。生於持鬘四天。感應注。	減 食 薄 於 味 染 命終之後 生 於 持 鬘 四 天 感 應 注 
X60n1120_001:0350c15	楊誠齋善謔。常謂好色者曰。閻羅未曾相喚。子乃	楊 誠 齋 善 謔 常 謂 好 色 者 曰 閻 羅 未 曾 相 喚 子 乃 
X60n1120_001:0350c16	自求押到。何也。	自 求 押 到 何 也 
X60n1120_001:0350c17	出家十戒。全斷婬欲。但干犯世間一切男女。悉名	出 家 十 戒 全 斷 婬 欲 但 干 犯 世 間 一 切 男 女 悉 名 
X60n1120_001:0350c18	破戒。	破 戒 
X60n1120_001:0350c19	【箋】華嚴為在家者說。故曰自妻知足。楞嚴為出家	 箋 華 嚴 為 在 家 者 說 故 曰 自 妻 知 足 楞 嚴 為 出 家 
X60n1120_001:0350c20	者說。故曰全斷。出世法中無正婬。亦無邪婬。謂婬	者 說 故 曰 全 斷 出 世 法 中 無 正 婬 亦 無 邪 婬 謂 婬 
X60n1120_001:0350c21	非梵行。鄙惡不堪。為輪迴生死之根本。故痛戒之。	非 梵 行 鄙 惡 不 堪 為 輪迴生死 之 根 本 故 痛 戒 之 
X60n1120_001:0350c22	言今受此戒時。盡其形壽永不再犯。如以智慧之	言 今 受 此 戒 時 盡 其 形 壽 永 不 再 犯 如 以 智 慧 之 
X60n1120_001:0350c23	劒。一斬一切斷也。一切者。醜行非止一端。乃至畜	劒 一 斬 一 切 斷 也 一 切 者 醜 行 非 止 一 端 乃 至 畜 
X60n1120_001:0350c24	生鬼神等。皆名犯戒。若人男人女。若天龍鬼神。變	生 鬼 神 等 皆 名 犯 戒 若 人 男 人 女 若 天 龍 鬼 神 變 
X60n1120_001:0351a01	化為人。若畜生。或婬彼。或為彼所婬。和合者。犯重	化 為 人 若 畜 生 或 婬 彼 或 為 彼 所 婬 和 合 者 犯 重 
X60n1120_001:0351a02	罪。失沙彌戒。滅擯不通懺悔若欲婬未和合。即止	罪 失 沙 彌 戒 滅 擯 不 通 懺 悔 若 欲 婬 未 和 合 即 止 
X60n1120_001:0351a03	犯中罪。許懺悔。若起婬心痛自呵責。或持呪。作不	犯 中 罪 許 懺 悔 若 起 婬 心 痛 自 呵 責 或 持 呪 作 不 
X60n1120_001:0351a04	淨等觀。或晝夜禮佛。令形困神疲。則邪念自息。以	淨 等 觀 或 晝 夜 禮 佛 令 形 困 神 疲 則 邪 念 自 息 以 
X60n1120_001:0351a05	欲心與女人身相觸。與女人屏處坐。與女人屏處	欲 心 與 女 人 身 相 觸 與 女 人 屏 處 坐 與 女 人 屏 處 
X60n1120_001:0351a06	語。及媒嫁和合欲事。竝犯中罪。	語 及 媒 嫁 和 合 欲 事 竝 犯 中 罪 
X60n1120_001:0351a07	楞嚴經載(六交報文也)寶蓮香比丘尼。私行婬欲。自言	楞 嚴 經 載 六 交 報 文 也 寶 蓮 香 比 丘 尼 私 行 婬 欲 自 言 
X60n1120_001:0351a08	婬欲。非殺。非偷。無有罪報。遂感身出猛火。生陷地	婬 欲 非 殺 非 偷 無 有 罪 報 遂 感 身 出 猛 火 生 陷 地 
X60n1120_001:0351a09	獄。	獄 
X60n1120_001:0351a10	【箋】寶蓮香邪解。婬非偷殺。殊不知私婬非偷乎。婬	 箋 寶 蓮 香 邪 解 婬 非 偷 殺 殊 不 知 私 婬 非 偷 乎 婬 
X60n1120_001:0351a11	事辦。而慧命斬。非殺乎。猛火。即欲火也。生陷。即生	事 辦 而 慧 命 斬 非 殺 乎 猛 火 即 欲 火 也 生 陷 即 生 
X60n1120_001:0351a12	身陷地獄也。因婬欲故。火燒其身。因邪見故。生陷	身 陷 地 獄 也 因 婬 欲 故 火 燒 其 身 因 邪 見 故 生 陷 
X60n1120_001:0351a13	地獄。	地 獄 
X60n1120_001:0351a14	世人因欲。殺身亡家。	世 人 因 欲 殺 身 亡 家 
X60n1120_001:0351a15	【箋】此言踰禮越禁。荒婬無度者。生不免殺身亡家	 箋 此 言 踰 禮 越 禁 荒 婬 無 度 者 生 不 免 殺 身 亡 家 
X60n1120_001:0351a16	之禍。死難逃拘神陷獄之苦。果報地獄經。復有一	之 禍 死 難 逃 拘 神 陷 獄 之 苦 果 報 地 獄 經 復 有 一 
X60n1120_001:0351a17	鬼。白目連言。我常以物蒙籠其頭。畏人來殺。心生	鬼 白 目 連 言 我 常 以 物 蒙 籠 其 頭 畏 人 來 殺 心 生 
X60n1120_001:0351a18	怖懼。何罪所致。目連答曰。以前世時。婬犯外色常	怖 懼 何 罪 所 致 目 連 答 曰 以 前 世 時 婬 犯 外 色 常 
X60n1120_001:0351a19	畏人見。或畏夫主捉。縛打殺。心常恐怖。故獲斯罪。	畏 人 見 或 畏 夫 主 捉 縛 打 殺 心 常 恐 怖 故 獲 斯 罪 
X60n1120_001:0351a20	此是華報。果在地獄。舊雜譬喻經。有一國王。五穀	此 是 華 報 果 在 地 獄 舊 雜 譬 喻 經 有 一 國 王 五 穀 
X60n1120_001:0351a21	熟成人民安寧。無有疾病。晝夜伎樂。人無憂惱。王	熟 成 人 民 安 寧 無 有 疾 病 晝 夜 伎 樂 人 無 憂 惱 王 
X60n1120_001:0351a22	問羣臣。我聞天下有禍。何類。答曰。臣亦不見。王使	問 羣 臣 我 聞 天 下 有 禍 何 類 答 曰 臣 亦 不 見 王 使 
X60n1120_001:0351a23	臣隣國買之。時天人化作一人。於市賣之。狀如猪。	臣 隣 國 買 之 時 天 人 化 作 一 人 於 市 賣 之 狀 如 猪 
X60n1120_001:0351a24	持鐵鎖繫賣之。臣問此名何等。答曰。禍母。臣曰。賣	持 鐵 鎖 繫 賣 之 臣 問 此 名 何 等 答 曰 禍 母 臣 曰 賣 
X60n1120_001:0351b01	不。答曰賣。曰幾錢。曰千萬。曰此何等。曰。食針一升。	不 答 曰 賣 曰 幾 錢 曰 千 萬 曰 此 何 等 曰 食 針 一 升 
X60n1120_001:0351b02	臣既買之。使合國覓針。擾亂百姓。臣白王曰。雖得	臣 既 買 之 使 合 國 覓 針 擾 亂 百 姓 臣 白 王 曰 雖 得 
X60n1120_001:0351b03	禍母。擾亂百姓。男女失業。殺之可否。王曰。善。將殺	禍 母 擾 亂 百 姓 男 女 失 業 殺 之 可 否 王 曰 善 將 殺 
X60n1120_001:0351b04	之。刺不入。斫不傷。割不死。積薪燒之。身赤如火。便	之 刺 不 入 斫 不 傷 割 不 死 積 薪 燒 之 身 赤 如 火 便 
X60n1120_001:0351b05	走出。過里燒里。過市燒市。入城燒城。入國燒國。由	走 出 過 里 燒 里 過 市 燒 市 入 城 燒 城 入 國 燒 國 由 
X60n1120_001:0351b06	厭樂。買禍所致苦也。此喻女色欲火所燒。男女貪	厭 樂 買 禍 所 致 苦 也 此 喻 女 色 欲 火 所 燒 男 女 貪 
X60n1120_001:0351b07	毒。至死不知苦也。	毒 至 死 不 知 苦 也 
X60n1120_001:0351b08	出俗為僧。豈得更犯。生死根本欲為第一。	出 俗 為 僧 豈 得 更 犯 生 死 根 本 欲 為 第 一 
X60n1120_001:0351b09	【箋】經云。生死為因。貪欲為本。故云第一。有云。萬惡	 箋 經 云 生 死 為 因 貪 欲 為 本 故 云 第 一 有 云 萬 惡 
X60n1120_001:0351b10	淫為首。百行孝為先。故婬即不孝。孝即不婬也。夫	淫 為 首 百 行 孝 為 先 故 婬 即 不 孝 孝 即 不 婬 也 夫 
X60n1120_001:0351b11	出世為僧。當不為生死流轉。豈可復為生死不淨	出 世 為 僧 當 不 為 生死流轉 豈 可 復 為 生 死 不 淨 
X60n1120_001:0351b12	之行。但沙彌執身不婬。惟除麤跡。而其意地欲根。	之 行 但 沙 彌 執 身 不 婬 惟 除 麤 跡 而 其 意 地 欲 根 
X60n1120_001:0351b13	最難除拔。極易漸染。若此中微塵許不盡。便是生	最 難 除 拔 極 易 漸 染 若 此 中 微 塵 許 不 盡 便 是 生 
X60n1120_001:0351b14	死禍胎。當知婬泆。非刀劒。能斬智慧命。愛欲是毒	死 禍 胎 當 知 婬 泆 非 刀 劒 能 斬 智 慧 命 愛 欲 是 毒 
X60n1120_001:0351b15	火。自焚功德林。直饒道得不怕念起。秖怕覺遲。究	火 自 焚 功 德 林 直 饒 道 得 不 怕 念 起 秖 怕 覺 遲 究 
X60n1120_001:0351b16	竟念起。用覺已遲八刻。不若尋常以病死二字對	竟 念 起 用 覺 已 遲 八 刻 不 若 尋 常 以 病 死 二 字 對 
X60n1120_001:0351b17	治。庶幾可耳。娑羅清語。人常想病時。則塵心漸減。	治 庶 幾 可 耳 娑 羅 清 語 人 常 想 病 時 則 塵 心 漸 減 
X60n1120_001:0351b18	人常想死時。則道念自生。◎風流得意之事。一過	人 常 想 死 時 則 道 念 自 生 風 流 得 意 之 事 一 過 
X60n1120_001:0351b19	輒生悲涼。清真寂寞之境。愈久轉有趣味。此雖俗	輒 生 悲 涼 清 真 寂 寞 之 境 愈 久 轉 有 趣 味 此 雖 俗 
X60n1120_001:0351b20	語。其意可思。	語 其 意 可 思 
X60n1120_001:0351b21	故經云。婬泆而生。不如貞潔而死。噫。可不戒歟。	故 經 云 婬 泆 而 生 不 如 貞 潔 而 死 噫 可 不 戒 歟 
X60n1120_001:0351b22	【箋】婬泆。污穢行也。貞潔。清淨行也。以其污穢而生。	 箋 婬 泆 污 穢 行 也 貞 潔 清 淨 行 也 以 其 污 穢 而 生 
X60n1120_001:0351b23	其如清淨而死。譬如世間貞夫節婦。玉潔冰清。即	其 如 清 淨 而 死 譬 如 世 間 貞 夫 節 婦 玉 潔 冰 清 即 
X60n1120_001:0351b24	現世肉身菩薩。千載之下。雖死猶生。彼婬泆男女。	現 世 肉 身 菩 薩 千 載 之 下 雖 死 猶 生 彼 婬 泆 男 女 
X60n1120_001:0351c01	名節俱損。德行全虧。無言他報地獄之苦。即現世	名 節 俱 損 德 行 全 虧 無 言 他 報 地 獄 之 苦 即 現 世 
X60n1120_001:0351c02	四肢枯竭。而五臟先壞。以致求生不得。求死不得。	四 肢 枯 竭 而 五 臟 先 壞 以 致 求 生 不 得 求 死 不 得 
X60n1120_001:0351c03	即生陷地獄之苦也。若夫律身嚴潔之士。其住世	即 生 陷 地 獄 之 苦 也 若 夫 律 身 嚴 潔 之 士 其 住 世 
X60n1120_001:0351c04	也。四大堅固。不畏寒暑所逼。兼無病苦煩惱。及其	也 四 大 堅 固 不 畏 寒 暑 所 逼 兼 無 病 苦 煩 惱 及 其 
X60n1120_001:0351c05	遷化。則脫灑自如。推門落臼。闍維舍利。入塔。光明。	遷 化 則 脫 灑 自 如 推 門 落 臼 闍 維 舍 利 入 塔 光 明 
X60n1120_001:0351c06	乃見持戒之驗也。賢愚經。一比丘少欲知足。一長	乃 見 持 戒 之 驗 也 賢 愚 經 一 比 丘 少欲知足 一 長 
X60n1120_001:0351c07	者終身供養。日日送飯。又一長者。將一子來求出	者 終 身 供 養 日 日 送 飯 又 一 長 者 將 一 子 來 求 出 
X60n1120_001:0351c08	家。比丘觀是子。能持淨戒。度為沙彌。其前長者舉	家 比 丘 觀 是 子 能 持 淨 戒 度 為 沙 彌 其 前 長 者 舉 
X60n1120_001:0351c09	家赴會親。唯留一女守舍。忘却送食。比丘念日已	家 赴 會 親 唯 留 一 女 守 舍 忘 却 送 食 比 丘 念 日 已 
X60n1120_001:0351c10	過午。尚未送食。乃遣沙彌取食。唯見少女應門。作	過 午 尚 未 送 食 乃 遣 沙 彌 取 食 唯 見 少 女 應 門 作 
X60n1120_001:0351c11	諸媚態。沙彌自念。此女將無毀我淨行。乃堅攝威	諸 媚 態 沙 彌 自 念 此 女 將 無 毀 我 淨 行 乃 堅 攝 威 
X60n1120_001:0351c12	儀。女即五體投地。曰。此舍珍寶充滿。卿可為主。我	儀 女 即 五體投地 曰 此 舍 珍 寶 充 滿 卿 可 為 主 我 
X60n1120_001:0351c13	願充婢給使。沙彌心念。寧捨身命。不毀淨戒。遂以	願 充 婢 給 使 沙 彌 心 念 寧 捨 身 命 不 毀 淨 戒 遂 以 
X60n1120_001:0351c14	刀刎死。其女欲心尋息。悲惱悶絕。其父適還。女方	刀 刎 死 其 女 欲 心 尋 息 悲 惱 悶 絕 其 父 適 還 女 方 
X60n1120_001:0351c15	甦醒。具述所以。時國王聞之贊嘆。地積眾香。闍維	甦 醒 具 述 所 以 時 國 王 聞 之 贊 嘆 地 積 眾 香 闍 維 
X60n1120_001:0351c16	供養。	供 養 
X60n1120_001:0351c17	論。夫畵瓶貯穢。本無可欣。	論 夫 畵 瓶 貯 穢 本 無 可 欣 
X60n1120_001:0351c18	【箋】比丘分衛經。佛言。若覩女人。當內觀身。念皆惡	 箋 比 丘 分 衛 經 佛 言 若 覩 女 人 當 內 觀 身 念 皆 惡 
X60n1120_001:0351c19	露。無可愛者。外如畵瓶。中滿不淨。	露 無 可 愛 者 外 如 畵 瓶 中 滿 不 淨 
X60n1120_001:0351c20	而老象溺泥。尠能自拔。	而 老 象 溺 泥 尠 能 自 拔 
X60n1120_001:0351c21	【箋】大莊嚴經。此處難越。不能自出。猶如老象溺彼	 箋 大 莊 嚴 經 此 處 難 越 不 能 自 出 猶 如 老 象 溺 彼 
X60n1120_001:0351c22	深泥。	深 泥 
X60n1120_001:0351c23	向刀舐蜜。無辭截舌之傷。	向 刀 舐 蜜 無 辭 截 舌 之 傷 
X60n1120_001:0351c24	【箋】四十二章經。佛言。財色之於人。譬如小兒。貪刀	 箋 四 十 二 章 經 佛 言 財 色 之 於 人 譬 如 小 兒 貪 刀 
X60n1120_001:0352a01	刃之蜜。甜不足一飡之美。然有截舌之患。	刃 之 蜜 甜 不 足 一 飡 之 美 然 有 截 舌 之 患 
X60n1120_001:0352a02	把炬當風。罔慮焚身之慘。	把 炬 當 風 罔 慮 焚 身 之 慘 
X60n1120_001:0352a03	【箋】雜寶藏經。婬欲之事。樂少苦多。猶如逆風而爇	 箋 雜 寶 藏 經 婬 欲 之 事 樂 少 苦 多 猶 如 逆 風 而 爇 
X60n1120_001:0352a04	熾炬。愚見不放。必見燒害之苦。	熾 炬 愚 見 不 放 必 見 燒 害 之 苦 
