T15n0625_001:0367b17	大樹緊那羅王所問經卷第一	大樹緊那羅王所問經 卷 第 一 
T15n0625_002:0375a29	　各各善調諸音樂，　　當以供養丈夫仙。	 各 各 善 調 諸 音 樂 當 以 供 養 丈 夫 仙 
T15n0625_002:0375b01	　幢幡寶蓋及妙衣，　　柔軟善染適天意；	 幢 幡 寶 蓋 及 妙 衣 柔 軟 善 染 適 天 意 
T15n0625_002:0375b02	　張設以侍供如來！　　難值難得無有比。	 張 設 以 侍 供 如 來 難 值 難 得 無 有 比 
T15n0625_002:0375b03	　供養佛已至善處，　　或為帝釋、四天王，	 供 養 佛 已 至 善 處 或 為 帝 釋 四 天 王 
T15n0625_002:0375b04	　或作梵王、自在王，　　常作人天中尊王！	 或 作 梵 王 自 在 王 常 作 人 天 中 尊 王 
T15n0625_002:0375b05	　形色威德及名稱，　　眷屬侍從及珍寶；	 形 色 威 德 及 名 稱 眷 屬 侍 從 及 珍 寶 
T15n0625_002:0375b06	　所有言教悉受用，　　供養佛已得是利。	 所 有 言 教 悉 受 用 供 養 佛 已 得 是 利 
T15n0625_002:0375b07	　諸天歡樂及人樂，　　欲於生死常歡樂；	 諸 天 歡 樂 及 人 樂 欲 於 生 死 常 歡 樂 
T15n0625_002:0375b08	　欲得常樂及樂具，　　當供養是勝眾生。	 欲 得 常 樂 及 樂 具 當 供 養 是 勝 眾 生 
T15n0625_002:0375b09	　欲得緣覺、聲聞乘，　　及得最上勝妙乘；	 欲 得 緣 覺 聲 聞 乘 及 得 最 上 勝 妙 乘 
T15n0625_002:0375b10	　又欲降伏於魔怨，　　當作供養供法王！」	 又 欲 降 伏 於 魔 怨 當 作 供 養 供 法 王 
T15n0625_002:0375b11	爾時大樹緊那羅王如是教令諸眷屬已，即	爾 時 大 樹 緊 那 羅 王 如 是 教 令 諸 眷 屬 已 即 
T15n0625_002:0375b12	時集聚諸花香鬘、塗香、末香，辦百味食已，	時 集 聚 諸 花 香 鬘 塗 香 末 香 辦 百 味 食 已 
T15n0625_002:0375b13	在香山王前，作眾音樂，歌諸偈頌，白言：「時	在 香 山 王 前 作 眾 音 樂 歌 諸 偈 頌 白 言 時 
T15n0625_002:0375b14	到。」	到 
T15n0625_002:0375b15	「佛能利益施安樂，　　和顏喜笑柔軟語；	 佛 能 利 益 施 安 樂 和 顏 喜 笑 柔 軟 語 
T15n0625_002:0375b16	　妙華善聽人天供，　　時到善逝今可來。	 妙 華 善 聽 人 天 供 時 到 善 逝 今 可 來 
T15n0625_002:0375b17	　十力降伏諸魔力，　　降伏他眾利益世；	 十 力 降 伏 諸 魔 力 降 伏 他 眾 利 益 世 
T15n0625_002:0375b18	　斷除諸垢無垢濁，　　時到利益世尊來。	 斷 除 諸 垢 無 垢 濁 時 到 利 益 世 尊 來 
T15n0625_002:0375b19	　樂頭陀行無染著，　　勝集念慧堅固者；	 樂 頭 陀 行 無 染 著 勝 集 念 慧 堅 固 者 
T15n0625_002:0375b20	　勝人常出過世間，　　歡喜心來作利益。	 勝 人 常 出 過 世 間 歡 喜 心 來 作 利 益 
T15n0625_002:0375b21	　隱蔽日月珠光明，　　釋梵天有諸光明；	 隱 蔽 日 月 珠 光 明 釋 梵 天 有 諸 光 明 
T15n0625_002:0375b22	　牟尼光明皆喜樂，　　光明自在蔽諸光。	 牟 尼 光 明 皆 喜 樂 光 明 自 在 蔽 諸 光 
T15n0625_002:0375b23	　天龍、緊那羅歌聲，　　是聲增結不滅欲；	 天 龍 緊 那 羅 歌 聲 是 聲 增 結 不 滅 欲 
T15n0625_002:0375b24	　佛音柔軟梵音聲，　　能滅諸結與安樂。	 佛 音 柔 軟 梵 音 聲 能 滅 諸 結 與 安 樂 
T15n0625_002:0375b25	　世醫遊行於十方，　　不能治世煩惱病；	 世 醫 遊 行 於 十 方 不 能 治 世 煩 惱 病 
T15n0625_002:0375b26	　十力醫王演妙音，　　滅諸結使與安樂。	 十 力 醫 王 演 妙 音 滅 諸 結 使 與 安 樂 
T15n0625_002:0375b27	　大名大威力無等，　　無比無錯無濁語；	 大 名 大 威 力 無 等 無 比 無 錯 無 濁 語 
T15n0625_002:0375b28	　伏怨寂怨離諸怨，　　世尊利益願時來。	 伏 怨 寂 怨 離 諸 怨 世 尊 利 益 願 時 來 
T15n0625_002:0375b29	　施調施主慧甘露，　　持戒行戒尊最勝；	 施 調 施 主 慧 甘 露 持 戒 行 戒 尊 最 勝 
T15n0625_002:0375c01	　善巧調忍熏修心，　　念我故來可愛者。	 善 巧 調 忍 熏 修 心 念 我 故 來 可 愛 者 
T15n0625_002:0375c02	　善具進力相應法，　　住於禪定具神通；	 善 具 進 力 相 應 法 住 於 禪 定 具 神 通 
T15n0625_002:0375c03	　慧調伏意慚德備，　　持百福相願時來。	 慧 調 伏 意 慚 德 備 持 百 福 相 願 時 來 
T15n0625_002:0375c04	　大慈悲心意平等，　　離愛欲過無使患；	 大慈悲心 意 平 等 離 愛 欲 過 無 使 患 
T15n0625_002:0375c05	　善知梵道住佛道，　　世尊施樂願時來。」	 善 知 梵 道 住 佛 道 世 尊 施 樂 願 時 來 
T15n0625_002:0375c06	爾時世尊知大樹緊那羅王白言時到，告諸	爾 時 世 尊 知 大 樹 緊 那 羅 王 白 言 時 到 告 諸 
T15n0625_002:0375c07	比丘：「各持衣鉢受七夜請，差守房人。大樹緊	比 丘 各 持 衣 鉢 受 七 夜 請 差 守 房 人 大 樹 緊 
T15n0625_002:0375c08	那羅王白言時到。」是時天冠菩薩作是念言：	那 羅 王 白 言 時 到 是 時 天 冠 菩 薩 作是念言 
T15n0625_002:0375c09	「我今當化作大寶臺，令佛世尊及諸菩薩眾、	 我 今 當 化 作 大 寶 臺 令 佛 世 尊 及 諸 菩 薩 眾 
T15n0625_002:0375c10	大聲聞僧安處寶臺，坐於蓮花莊嚴座上，置之	大 聲 聞 僧 安 處 寶 臺 坐 於 蓮 花 莊 嚴 座 上 置 之 
T15n0625_002:0375c11	右掌，乘空而往至香山中。」天冠菩薩作是念	右 掌 乘 空 而 往 至 香 山 中 天 冠 菩 薩 作 是 念 
T15n0625_002:0375c12	已即入三昧，以三昧力作大寶臺，縱廣高下	已 即 入 三 昧 以 三 昧 力 作 大 寶 臺 縱 廣 高 下 
T15n0625_002:0375c13	各十由旬，雜色好妙四方四柱莊嚴差別。時	各 十 由 旬 雜 色 好 妙 四 方 四 柱 莊 嚴 差 別 時 
T15n0625_002:0375c14	寶臺中出於百千寶蓮花座，復為世尊敷寶	寶 臺 中 出 於 百 千 寶 蓮 花 座 復 為 世 尊 敷 寶 
T15n0625_002:0375c15	蓮花師子之座，上高七仞。爾時天冠菩薩，化	蓮 花 師 子 之 座 上 高 七 仞 爾 時 天 冠 菩 薩 化 
T15n0625_002:0375c16	作寶臺及花座已，白言：「世尊！願就寶臺坐師	作 寶 臺 及 花 座 已 白 言 世 尊 願 就 寶 臺 坐 師 
T15n0625_002:0375c17	子座，及諸菩薩、聲聞大眾憐愍我故，世尊我	子 座 及 諸 菩 薩 聲 聞 大 眾 憐 愍 我 故 世 尊 我 
T15n0625_002:0375c18	今當以如是寶臺置於右掌著香山中。」爾時	今 當 以 如 是 寶 臺 置 於 右 掌 著 香 山 中 爾 時 
T15n0625_002:0375c19	世尊愍天冠菩薩即昇寶臺就師子座，諸菩	世 尊 愍 天 冠 菩 薩 即 昇 寶 臺 就 師 子 座 諸 菩 
T15n0625_002:0375c20	薩眾及聲聞僧次第而坐。時天冠菩薩即擎	薩 眾 及 聲 聞 僧 次 第 而 坐 時 天 冠 菩 薩 即 擎 
T15n0625_002:0375c21	寶臺置右掌中，上昇虛空往赴香山。爾時欲	寶 臺 置 右 掌 中 上 昇 虛 空 往 赴 香 山 爾 時 欲 
T15n0625_002:0375c22	界諸天、色界諸天，見天冠菩薩作是神變，歡	界 諸 天 色界諸天 見 天 冠 菩 薩 作 是 神 變 歡 
T15n0625_002:0375c23	喜踊躍生希有心，為供養佛及天冠菩薩故，	喜 踊 躍 生希有心 為 供 養 佛 及 天 冠 菩 薩 故 
T15n0625_002:0375c24	持花香鬘、塗香、末香，作眾伎樂來詣寶臺，在	持 花 香 鬘 塗 香 末 香 作 眾 伎 樂 來 詣 寶 臺 在 
T15n0625_002:0375c25	虛空中供養於佛，乃至香山。爾時大樹緊那	虛 空 中 供 養 於 佛 乃 至 香 山 爾 時 大 樹 緊 那 
T15n0625_002:0375c26	羅王遙見如來坐寶臺中從空而來，見已與	羅 王 遙 見 如 來 坐 寶 臺 中 從 空 而 來 見 已 與 
T15n0625_002:0375c27	己眷屬八萬四千諸緊那羅等，持香花鬘、末	己 眷 屬 八萬四千 諸 緊 那 羅 等 持 香 花 鬘 末 
T15n0625_002:0375c28	香、塗香，作於八萬四千伎樂，以清妙歌善和	香 塗 香 作 於 八萬四千 伎 樂 以 清 妙 歌 善 和 
T15n0625_002:0375c29	眾樂往迎如來。到已，及諸眷屬頂禮佛足，以	眾 樂 往 迎 如 來 到 已 及 諸 眷 屬 頂禮佛足 以 
T15n0625_002:0376a01	所齎持諸花香鬘、塗香、末香供養佛已，引前	所 齎 持 諸 花 香 鬘 塗 香 末 香 供 養 佛 已 引 前 
T15n0625_002:0376a02	而去。爾時世尊知已至彼，與諸菩薩、大聲聞	而 去 爾 時 世 尊 知 已 至 彼 與 諸 菩 薩 大 聲 聞 
T15n0625_002:0376a03	僧、釋、梵、護世及諸大眾，詣大樹緊那羅王所，	僧 釋 梵 護 世 及 諸 大 眾 詣 大 樹 緊 那 羅 王 所 
T15n0625_002:0376a04	莊嚴道場坐所敷座。爾時大樹緊那羅王語	莊 嚴 道 場 坐 所 敷 座 爾 時 大 樹 緊 那 羅 王 語 
T15n0625_002:0376a05	釋、梵、護世及諸天子、諸大德等：「可前就坐，所	釋 梵 護 世 及 諸 天 子 諸 大 德 等 可 前 就 坐 所 
T15n0625_002:0376a06	為如來施設飲食當共同甘。」爾時緊那羅王	為 如 來 施 設 飲 食 當 共 同 甘 爾 時 緊 那 羅 王 
T15n0625_002:0376a07	與諸妻子、男女眷屬，手自斟酌敬意奉食，種	與 諸 妻 子 男 女 眷 屬 手 自 斟 酌 敬 意 奉 食 種 
T15n0625_002:0376a08	種甘美雜味具足，從於菩薩善根所生，供養	種 甘 美 雜 味 具 足 從 於 菩 薩 善 根 所 生 供 養 
T15n0625_002:0376a09	如來、菩薩、聲聞、一切大眾悉皆充足。既充足	如 來 菩 薩 聲 聞 一 切 大 眾 悉 皆 充 足 既 充 足 
T15n0625_002:0376a10	已，緊那羅王知各洗鉢澡手已畢，與己眷屬	已 緊 那 羅 王 知 各 洗 鉢 澡 手 已 畢 與 己 眷 屬 
T15n0625_002:0376a11	於如來前，次第而坐欲得聞法。爾時世尊為	於 如 來 前 次 第 而 坐 欲 得 聞 法 爾 時 世 尊 為 
T15n0625_002:0376a12	緊那羅王及諸大眾，演說妙法示教利喜。爾	緊 那 羅 王 及 諸 大 眾 演 說 妙 法 示 教 利 喜 爾 
T15n0625_002:0376a13	時世尊即為演說如是妙法：「緊那羅王！菩薩	時 世 尊 即 為 演 說 如 是 妙 法 緊 那 羅 王 菩 薩 
T15n0625_002:0376a14	有三十二法淨檀波羅蜜。何等三十二？緊那	有 三 十 二 法 淨 檀 波 羅 蜜 何 等 三 十 二 緊 那 
T15n0625_002:0376a15	羅王！菩薩不忘菩提之心，而為先導而行布	羅 王 菩 薩 不 忘 菩提之心 而 為 先 導 而 行 布 
T15n0625_002:0376a16	施。不讚下乘而行布施。諸所為者無傷毀心	施 不 讚 下 乘 而 行 布 施 諸 所 為 者 無 傷 毀 心 
T15n0625_002:0376a17	而行布施。有來求者無侵害心而行布施。又	而 行 布 施 有 來 求 者 無 侵 害 心 而 行 布 施 又 
T15n0625_002:0376a18	所請者起福田想而行布施。諸所詣者起於	所 請 者 起 福 田 想 而 行 布 施 諸 所 詣 者 起 於 
T15n0625_002:0376a19	師想、起善知識想而行布施。捨內慳結而行	師 想 起 善 知 識 想 而 行 布 施 捨 內 慳 結 而 行 
T15n0625_002:0376a20	布施。無所貪惜歡喜踊躍而行布施。申手正	布 施 無 所 貪 惜 歡喜踊躍 而 行 布 施 申 手 正 
T15n0625_002:0376a21	直善好放捨無所期為而行布施。生增上心	直 善 好 放 捨 無 所 期 為 而 行 布 施 生 增 上 心 
T15n0625_002:0376a22	不生下心而行布施。不生惡處而行布施。不	不 生 下 心 而 行 布 施 不 生 惡 處 而 行 布 施 不 
T15n0625_002:0376a23	望果報無所悕望而行布施。欲於佛法而行	望 果 報 無 所 悕 望 而 行 布 施 欲 於 佛 法 而 行 
T15n0625_002:0376a24	布施。心無惱熱而行布施。以攝為首而行布	布 施 心 無 惱 熱 而 行 布 施 以 攝 為 首 而 行 布 
T15n0625_002:0376a25	施。我當教導化諸眾生而行布施。我當護法	施 我 當 教 導 化 諸 眾 生 而 行 布 施 我 當 護 法 
T15n0625_002:0376a26	而行布施。我當順用如來言教而行布施。我	而 行 布 施 我 當 順 用 如 來 言 教 而 行 布 施 我 
T15n0625_002:0376a27	應當作降魔伴黨而行布施。我宜應當正覺	應 當 作 降 魔 伴 黨 而 行 布 施 我 宜 應 當 正 覺 
T15n0625_002:0376a28	菩提而行布施。我應當作善丈夫業而行布	菩 提 而 行 布 施 我 應 當 作 善 丈 夫 業 而 行 布 
T15n0625_002:0376a29	施。我應當離餓鬼、惡道而行布施。我應當集	施 我 應 當 離 餓 鬼 惡 道 而 行 布 施 我 應 當 集 
T15n0625_002:0376b01	修捨心因而行布施。我當獲得大財封邑攝	修 捨 心 因 而 行 布 施 我 當 獲 得 大 財 封 邑 攝 
T15n0625_002:0376b02	取他人而行布施。我應當行和敬之法而行	取 他 人 而 行 布 施 我 應 當 行 和 敬 之 法 而 行 
T15n0625_002:0376b03	布施。我當不離得善知識而行布施。我應當	布 施 我 當 不 離 得 善 知 識 而 行 布 施 我 應 當 
T15n0625_002:0376b04	於一切眾生無瞋害眼而行布施。我應當以	於 一 切 眾 生 無 瞋 害 眼 而 行 布 施 我 應 當 以 
T15n0625_002:0376b05	布施善根向無上道而行布施。我應當學餘	布 施 善 根 向 無 上 道 而 行 布 施 我 應 當 學 餘 
T15n0625_002:0376b06	菩薩捨而行布施。我宜應當莊嚴相好而行	菩 薩 捨 而 行 布 施 我 宜 應 當 莊 嚴 相 好 而 行 
T15n0625_002:0376b07	布施。我宜應當淨佛國土而行布施。緊那羅	布 施 我 宜 應 當 淨佛國土 而 行 布 施 緊 那 羅 
T15n0625_002:0376b08	王！是為菩薩三十二法淨檀波羅蜜。「緊那羅	王 是 為 菩 薩 三 十 二 法 淨 檀 波 羅 蜜 緊 那 羅 
T15n0625_002:0376b09	王！菩薩復有三十二法淨尸波羅蜜。善自淨	王 菩 薩 復 有 三 十 二 法 淨 尸 波 羅 蜜 善 自 淨 
T15n0625_002:0376b10	身是名為戒，淨貪瞋癡故；善自淨口是名為	身 是 名 為 戒 淨 貪 瞋 癡 故 善 自 淨 口 是 名 為 
T15n0625_002:0376b11	戒，不自欺誑佛及諸天是無虛相故；善自淨	戒 不 自 欺 誑 佛 及 諸 天 是 無 虛 相 故 善 自 淨 
T15n0625_002:0376b12	心是名為戒，離無明貪瞋邪見故。淨十善業	心 是 名 為 戒 離 無 明 貪 瞋 邪 見 故 淨 十 善 業 
T15n0625_002:0376b13	是名為戒，生人天故。不忘菩提心是名為戒，	是 名 為 戒 生 人 天 故 不 忘 菩 提 心 是 名 為 戒 
T15n0625_002:0376b14	不貪餘乘故。志意清淨是名為戒，捨幻偽故。	不 貪 餘 乘 故 志 意 清 淨 是 名 為 戒 捨 幻 偽 故 
T15n0625_002:0376b15	稱讚賢聖是名為戒，勤攝非聖故。以慈為首	稱 讚 賢 聖 是 名 為 戒 勤 攝 非 聖 故 以 慈 為 首 
T15n0625_002:0376b16	是名為戒，於諸眾生心平等故。修大悲心是	是 名 為 戒 於 諸 眾 生 心 平 等 故 修 大 悲 心 是 
T15n0625_002:0376b17	名為戒，趣向教化諸眾生故。善好等學是名	名 為 戒 趣 向 教 化 諸 眾 生 故 善 好 等 學 是 名 
T15n0625_002:0376b18	為戒，畢竟無缺故。慚愧所攝是名為戒，怖畏	為 戒 畢 竟 無 缺 故 慚 愧 所 攝 是 名 為 戒 怖 畏 
T15n0625_002:0376b19	惡道故。無有穿漏是名為戒，不中捨故。無有	惡 道 故 無 有 穿 漏 是 名 為 戒 不 中 捨 故 無 有 
T15n0625_002:0376b20	瑕疵是名為戒，究竟白法故。自己自在是名	瑕 疵 是 名 為 戒 究 竟 白 法 故 自 己 自 在 是 名 
T15n0625_002:0376b21	為戒，至餘佛土故。尊重豪貴是名為戒，智者	為 戒 至 餘 佛 土 故 尊 重 豪 貴 是 名 為 戒 智 者 
T15n0625_002:0376b22	所讚故。能超出過是名為戒，離惡道故。善安	所 讚 故 能 超 出 過 是 名 為 戒 離 惡 道 故 善 安 
T15n0625_002:0376b23	止住是名為戒，一切安樂悉具足故。諸佛所	止 住 是 名 為 戒 一 切 安 樂 悉 具 足 故 諸 佛 所 
T15n0625_002:0376b24	讚是名為戒，是佛戒故。不自慢緩是名為戒，	讚 是 名 為 戒 是 佛 戒 故 不 自 慢 緩 是 名 為 戒 
T15n0625_002:0376b25	堅實救拔世間人故。不自高毀他是名為戒，	堅 實 救 拔 世 間 人 故 不 自 高 毀 他 是 名 為 戒 
T15n0625_002:0376b26	善棄捨故。修行棄捨是名為戒，離諸煩惱故。	善 棄 捨 故 修 行 棄 捨 是 名 為 戒 離諸煩惱 故 
T15n0625_002:0376b27	自己修行是名為戒，一切助道菩提法故。作	自 己 修 行 是 名 為 戒 一 切 助 道 菩 提 法 故 作 
T15n0625_002:0376b28	於歡喜是名為戒，離愛貪故。善攝取他是名	於 歡 喜 是 名 為 戒 離 愛 貪 故 善 攝 取 他 是 名 
T15n0625_002:0376b29	為戒，隨如說故。調伏出家是名為戒，捨離一	為 戒 隨 如 說 故 調 伏 出 家 是 名 為 戒 捨 離 一 
T15n0625_002:0376c01	切家繫縛故。堅欲修行是名為戒，欲樂法故。	切 家 繫 縛 故 堅 欲 修 行 是 名 為 戒 欲 樂 法 故 
T15n0625_002:0376c02	決定少欲及與知足是名為戒，依聖種故。樂	決 定 少 欲 及 與 知 足 是 名 為 戒 依 聖 種 故 樂 
T15n0625_002:0376c03	修頭陀是名為戒，欲捨一切諸惡法故。無著	修 頭 陀 是 名 為 戒 欲 捨 一 切 諸 惡 法 故 無 著 
T15n0625_002:0376c04	相應是名為戒，觀無眾生故。隨順不違是名	相 應 是 名 為 戒 觀 無 眾 生 故 隨 順 不 違 是 名 
T15n0625_002:0376c05	為戒，順緣法故。離一切見是名為戒，離斷常	為 戒 順 緣 法 故 離 一 切 見 是 名 為 戒 離 斷 常 
T15n0625_002:0376c06	故。緊那羅王！是為菩薩三十二法淨尸波羅	故 緊 那 羅 王 是 為 菩 薩 三 十 二 法 淨 尸 波 羅 
T15n0625_002:0376c07	蜜。「緊那羅王！菩薩復有三十二法淨忍波羅	蜜 緊 那 羅 王 菩 薩 復 有 三 十 二 法 淨 忍 波 羅 
T15n0625_002:0376c08	蜜。何等三十二？不堅著身是名知忍。不住	蜜 何 等 三 十 二 不 堅 著 身 是 名 知 忍 不 住 
T15n0625_002:0376c09	壽命是名知忍。無侵害心是名知忍。堪耐惡	壽 命 是 名 知 忍 無 侵 害 心 是 名 知 忍 堪 耐 惡 
T15n0625_002:0376c10	言是名知忍。悲於下劣是名知忍。不輕未學	言 是 名 知 忍 悲 於 下 劣 是 名 知 忍 不 輕 未 學 
T15n0625_002:0376c11	是名知忍。有大勢力能苦切他而不為之是	是 名 知 忍 有大勢力 能 苦 切 他 而 不 為 之 是 
T15n0625_002:0376c12	名知忍。節節支解不起瞋恚是名知忍。無有	名 知 忍 節 節 支 解 不 起 瞋 恚 是 名 知 忍 無 有 
T15n0625_002:0376c13	麁澁是名知忍。不生瞋害是名知忍。無不與	麁 澁 是 名 知 忍 不 生 瞋 害 是 名 知 忍 無 不 與 
T15n0625_002:0376c14	語是名知忍。有於志意是名知忍。其心無濁	語 是 名 知 忍 有 於 志 意 是 名 知 忍 其 心 無 濁 
