X86n1605_001:0495a07	 繼燈錄序	 繼 燈 錄 序 
X86n1605_002:0516b01	師晝夜體究。一日如廁提前話有省。謁育王佛炤。炤	師 晝 夜 體 究 一 日 如 廁 提 前 話 有 省 謁 育 王 佛 炤 炤 
X86n1605_002:0516b02	問何處人。師曰劒州。炤曰帶得劒來麼。師隨聲便喝。	問 何 處 人 師 曰 劒 州 炤 曰 帶 得 劒 來 麼 師 隨 聲 便 喝 
X86n1605_002:0516b03	炤笑曰者烏頭子也亂做。至靈隱時破菴為第一座。	炤 笑 曰 者 烏 頭 子 也 亂 做 至 靈 隱 時 破 菴 為 第 一 座 
X86n1605_002:0516b04	同遊石筍菴。有道者請益胡孫子話。師於侍傍大悟。	同 遊 石 筍 菴 有 道 者 請 益 胡 孫 子 話 師 於 侍 傍 大 悟 
X86n1605_002:0516b05	初住明州清凉。遷焦山雪竇育王。後受詔主徑山。上	初 住 明 州 清 凉 遷 焦 山 雪 竇 育 王 後 受 詔 主 徑 山 上 
X86n1605_002:0516b06	堂。靈山指月。曹溪話月。遞代相傳。證龜成鼈。範上座	堂 靈 山 指 月 曹 溪 話 月 遞 代 相 傳 證 龜 成 鼈 範 上 座 
X86n1605_002:0516b07	尋常有一張口。挂在壁上未曾動著。今日無端入者	尋 常 有 一 張 口 挂 在 壁 上 未 曾 動 著 今 日 無 端 入 者 
X86n1605_002:0516b08	行戶。事到如今只得東簸西簸。未免拈起多年曆日。	行 戶 事 到 如 今 只 得 東 簸 西 簸 未 免 拈 起 多 年 曆 日 
X86n1605_002:0516b09	於中點出些子悞賺處說似諸人。且要郭大李二鄧	於 中 點 出 些 子 悞 賺 處 說 似 諸 人 且 要 郭 大 李 二 鄧 
X86n1605_002:0516b10	四張三知得江南兩浙春寒秋熱。雖然如是。黃河三	四 張 三 知 得 江 南 兩 浙 春 寒 秋 熱 雖 然 如 是 黃 河 三 
X86n1605_002:0516b11	千年一度清。上堂。若是個事直是省要易會。多是諸	千 年 一 度 清 上 堂 若 是 個 事 直 是 省 要 易 會 多 是 諸 
X86n1605_002:0516b12	人自作艱難自作障碍。所以有時東廊西廊見諸人	人 自 作 艱 難 自 作 障 碍 所 以 有 時 東 廊 西 廊 見 諸 人 
X86n1605_002:0516b13	問訊和南。山僧便乃低頭相接。其實無他。只要諸人	問 訊 和 南 山 僧 便 乃 低 頭 相 接 其 實 無 他 只 要 諸 人 
X86n1605_002:0516b14	識得長老是西川隆慶府人氏。若識得去便與諸人	識 得 長 老 是 西 川 隆 慶 府 人 氏 若 識 得 去 便 與 諸 人 
X86n1605_002:0516b15	打些鄉談說些鄉話。如今且未說你識得長老。且各	打 些 鄉 談 說 些 鄉 話 如 今 且 未 說 你 識 得 長 老 且 各 
X86n1605_002:0516b16	自知得自家鄉貫也得。還知麼。明州六縣。奉化八鄉。	自 知 得 自 家 鄉 貫 也 得 還 知 麼 明 州 六 縣 奉 化 八 鄉 
X86n1605_002:0516b17	上堂。名不得。狀不得。取不得。捨不得。只恁麼得。且道	上 堂 名 不 得 狀 不 得 取 不 得 捨 不 得 只 恁 麼 得 且 道 
X86n1605_002:0516b18	得個什麼。三人證龜成鼈。理宗召入修政殿。奏對詳	得 個 什 麼 三 人 證 龜 成 鼈 理 宗 召 入 修 政 殿 奏 對 詳 
X86n1605_002:0516b19	明。賜金襴僧伽衣。又宣詔慈明陞座說法。帝垂簾而	明 賜 金 襴 僧 伽 衣 又 宣 詔 慈 明 陞 座 說 法 帝 垂 簾 而 
X86n1605_002:0516b20	聽。賜號佛鑑。淳祐己酉三月旦日疾作。遂陞座謂眾	聽 賜 號 佛 鑑 淳 祐 己 酉 三 月 旦 日 疾 作 遂 陞 座 謂 眾 
X86n1605_002:0516b21	曰。山僧既老且病。無力與諸人東語西話。今勉強出	曰 山 僧 既 老 且 病 無 力 與 諸 人 東 語 西 話 今 勉 強 出 
X86n1605_002:0516b22	來將從前說不到底盡情向諸人抖搜去也。遂起身	來 將 從 前 說 不 到 底 盡 情 向 諸 人 抖 搜 去 也 遂 起 身 
X86n1605_002:0516b23	抖衣曰。是多少。便歸方丈。十五日集眾遺囑。至十八	抖 衣 曰 是 多 少 便 歸 方 丈 十 五 日 集 眾 遺 囑 至 十 八 
X86n1605_002:0516b24	日黎明書偈曰。來時空索索。去也赤條條。更要問端	日 黎 明 書 偈 曰 來 時 空 索 索 去 也 赤 條 條 更 要 問 端 
X86n1605_002:0516c01	的。天台有石橋。移頃而逝。塔全身於圓照菴。	的 天 台 有 石 橋 移 頃 而 逝 塔 全 身 於 圓 照 菴 
X86n1605_002:0516c02	臨安府靈隱石田法薰禪師眉山彭氏子。初遊石霜	臨 安 府 靈 隱 石 田 法 薰 禪 師 眉 山 彭 氏 子 初 遊 石 霜 
X86n1605_002:0516c03	禮雷遷塗。述偈曰。一念慈容元不隔。何須特地肆乖	禮 雷 遷 塗 述 偈 曰 一 念 慈 容 元 不 隔 何 須 特 地 肆 乖 
X86n1605_002:0516c04	張。平高就下婆心切。惱得雷公一夜忙。師名因是大	張 平 高 就 下 婆 心 切 惱 得 雷 公 一 夜 忙 師 名 因 是 大 
X86n1605_002:0516c05	著。聞穹窿破菴道望。遂往依焉。菴室中舉世尊拈花	著 聞 穹 窿 破 菴 道 望 遂 往 依 焉 菴 室 中 舉 世 尊 拈 花 
X86n1605_002:0516c06	迦葉微笑。師曰焦磚打著連底凍。赤眼撞著火柴頭。	迦 葉 微 笑 師 曰 焦 磚 打 著 連 底 凍 赤 眼 撞 著 火 柴 頭 
X86n1605_002:0516c07	菴陰奇之。初住蘇之高峰。遷楓橋鍾山淨慈靈隱。示	菴 陰 奇 之 初 住 蘇 之 高 峰 遷 楓 橋 鍾 山 淨 慈 靈 隱 示 
X86n1605_002:0516c08	眾。但得本。莫愁末。喚什麼作本。喚什麼作末。松栢千	眾 但 得 本 莫 愁 末 喚 什 麼 作 本 喚 什 麼 作 末 松 栢 千 
X86n1605_002:0516c09	年青。不入時人意。牡丹一日紅。滿城公子醉。山僧恁	年 青 不 入 時 人 意 牡 丹 一 日 紅 滿 城 公 子 醉 山 僧 恁 
X86n1605_002:0516c10	麼道。若有不肯的是我同參。弟子師俊繪師像求讚。	麼 道 若 有 不 肯 的 是 我 同 參 弟 子 師 俊 繪 師 像 求 讚 
X86n1605_002:0516c11	有曰末後一句分付厨山。眾頗訝之。明日忽示疾。退	有 曰 末 後 一 句 分 付 厨 山 眾 頗 訝 之 明 日 忽 示 疾 退 
X86n1605_002:0516c12	歸寶壽趣辦終焉。計辦畢即趨寂。窆全身於院之後	歸 寶 壽 趣 辦 終 焉 計 辦 畢 即 趨 寂 窆 全 身 於 院 之 後 
X86n1605_002:0516c13	山。	山 
X86n1605_002:0516c14	南康府雲居即菴慈覺禪師蜀人。舉僧問葉縣如何	南 康 府 雲 居 即 菴 慈 覺 禪 師 蜀 人 舉 僧 問 葉 縣 如 何 
X86n1605_002:0516c15	是學人密用心處。縣曰閙市輥毬子。曰意旨如何。縣	是 學 人 密 用 心 處 縣 曰 閙 市 輥 毬 子 曰 意 旨 如 何 縣 
X86n1605_002:0516c16	曰普請眾人看。師頌曰。輥毬閙市眾人看。一陣清風	曰 普 請 眾 人 看 師 頌 曰 輥 毬 閙 市 眾 人 看 一 陣 清 風 
X86n1605_002:0516c17	吹面寒。定亂不須雙刃劒。活人何必九還丹。師始登	吹 面 寒 定 亂 不 須 雙 刃 劒 活 人 何 必 九 還 丹 師 始 登 
X86n1605_002:0516c18	雲居時。先一夕宿瑤田庄。夢伽藍安樂公謂曰。汝與	雲 居 時 先 一 夕 宿 瑤 田 庄 夢 伽 藍 安 樂 公 謂 曰 汝 與 
X86n1605_002:0516c19	此山祇有一粥緣。明日午後至寺。晚參罷。會同袍二	此 山 祇 有 一 粥 緣 明 日 午 後 至 寺 晚 參 罷 會 同 袍 二 
X86n1605_002:0516c20	僧鬬狠聞於寺司。凡新到例遭斥逐。師深切疑訝。後	僧 鬬 狠 聞 於 寺 司 凡 新 到 例 遭 斥 逐 師 深 切 疑 訝 後 
X86n1605_002:0516c21	數年。蜀士有宦達於朝者。與師親故。以雲居虗席請	數 年 蜀 士 有 宦 達 於 朝 者 與 師 親 故 以 雲 居 虗 席 請 
X86n1605_002:0516c22	師補其處。師欣然承命將復。徵往夢竟。至瑤田庄而	師 補 其 處 師 欣 然 承 命 將 復 徵 往 夢 竟 至 瑤 田 庄 而 
X86n1605_002:0516c23	寂。	寂 
X86n1605_002:0516c24	靈隱嶽禪師法嗣	靈 隱 嶽 禪 師 法 嗣 
X86n1605_002:0517a01	慶元府天童滅翁文禮禪師杭之臨安阮氏子。家天	慶 元 府 天 童 滅 翁 文 禮 禪 師 杭 之 臨 安 阮 氏 子 家 天 
X86n1605_002:0517a02	目山之麓。師生六歲携籃隨母採桑。俄而寤念携籃	目 山 之 麓 師 生 六 歲 携 籃 隨 母 採 桑 俄 而 寤 念 携 籃 
X86n1605_002:0517a03	者誰耶。遂懷出家志。十六得度。參混源。源舉現成公	者 誰 耶 遂 懷 出 家 志 十 六 得 度 參 混 源 源 舉 現 成 公 
X86n1605_002:0517a04	案放汝三十棒話不契。謁佛炤。炤問恁麼來者那個	案 放 汝 三 十 棒 話 不 契 謁 佛 炤 炤 問 恁 麼 來 者 那 個 
X86n1605_002:0517a05	是你主人翁。師豁然領旨。他日炤問是風動是幡動	是 你 主 人 翁 師 豁 然 領 旨 他 日 炤 問 是 風 動 是 幡 動 
X86n1605_002:0517a06	者僧如何。師曰。物見主。眼卓竪。又問不是風動不是	者 僧 如 何 師 曰 物 見 主 眼 卓 竪 又 問 不 是 風 動 不 是 
X86n1605_002:0517a07	幡動甚處見祖師。師曰揭却腦葢。炤喜其俊邁俾掌	幡 動 甚 處 見 祖 師 師 曰 揭 却 腦 葢 炤 喜 其 俊 邁 俾 掌 
X86n1605_002:0517a08	書記。久之聞松源唱道饒之薦福。室中問僧不是風	書 記 久 之 聞 松 源 唱 道 饒 之 薦 福 室 中 問 僧 不 是 風 
X86n1605_002:0517a09	動不是幡動。僧擬議即棒出。師聞之頓忘知解。往參	動 不 是 幡 動 僧 擬 議 即 棒 出 師 聞 之 頓 忘 知 解 往 參 
X86n1605_002:0517a10	蒙印可。嘉定五年開法臨安之慧雲。遷能仁淨慈。室	蒙 印 可 嘉 定 五 年 開 法 臨 安 之 慧 雲 遷 能 仁 淨 慈 室 
X86n1605_002:0517a11	中每舉南山筀笋東海烏鰂話。學者擬議。師輙督牙	中 每 舉 南 山 筀 笋 東 海 烏 鰂 話 學 者 擬 議 師 輙 督 牙 
X86n1605_002:0517a12	三下。莫有湊泊之者。厥後遷居福泉。升住天童。開堂	三 下 莫 有 湊 泊 之 者 厥 後 遷 居 福 泉 升 住 天 童 開 堂 
X86n1605_002:0517a13	日僧問和尚見佛炤時如何。師曰石中有玉。曰見松	日 僧 問 和 尚 見 佛 炤 時 如 何 師 曰 石 中 有 玉 曰 見 松 
X86n1605_002:0517a14	源後如何。師曰沙裏無油。問觀方知彼去去者不至	源 後 如 何 師 曰 沙 裏 無 油 問 觀 方 知 彼 去 去 者 不 至 
X86n1605_002:0517a15	方意旨如何。師曰前不遘村後不迭店。有來上座者	方 意 旨 如 何 師 曰 前 不 遘 村 後 不 迭 店 有 來 上 座 者 
X86n1605_002:0517a16	直入方丈曰某甲有狀告投和尚。師曰對頭在那裏。	直 入 方 丈 曰 某 甲 有 狀 告 投 和 尚 師 曰 對 頭 在 那 裏 
X86n1605_002:0517a17	曰和尚便是。師曰老僧與你有什冤讐。來無語。師捉	曰 和 尚 便 是 師 曰 老 僧 與 你 有 什 冤 讐 來 無 語 師 捉 
X86n1605_002:0517a18	住曰冤家冤家。虎維那參。師問汝名什麼。曰智虎。師	住 曰 冤 家 冤 家 虎 維 那 參 師 問 汝 名 什 麼 曰 智 虎 師 
X86n1605_002:0517a19	退身作怕勢。虎擬議。師便歸方丈。上堂。眾生本不曾	退 身 作 怕 勢 虎 擬 議 師 便 歸 方 丈 上 堂 眾 生 本 不 曾 
X86n1605_002:0517a20	迷。夜闌雞向五更啼。諸佛本不曾悟。清秋鴈度長空	迷 夜 闌 雞 向 五 更 啼 諸 佛 本 不 曾 悟 清 秋 鴈 度 長 空 
X86n1605_002:0517a21	去。拍膝一下曰。西窻昨夜月華明。凉飈已到梧桐樹。	去 拍 膝 一 下 曰 西 窻 昨 夜 月 華 明 凉 飈 已 到 梧 桐 樹 
X86n1605_002:0517a22	上堂。法不孤起仗境方生。境既不存法從何立。龍湫	上 堂 法 不 孤 起 仗 境 方 生 境 既 不 存 法 從 何 立 龍 湫 
X86n1605_002:0517a23	瀉千尺瀑且不是境。雁峰聳萬丈高寒且不是法。明	瀉 千 尺 瀑 且 不 是 境 雁 峰 聳 萬 丈 高 寒 且 不 是 法 明 
X86n1605_002:0517a24	眼衲僧到者裏合作麼生。直饒倜儻分明。山僧棒折	眼 衲 僧 到 者 裏 合 作 麼 生 直 饒 倜 儻 分 明 山 僧 棒 折 
X86n1605_002:0517b01	也未放在。何故。殺人刀。活人劒。上堂。事事無碍。青山	也 未 放 在 何 故 殺 人 刀 活 人 劒 上 堂 事 事 無 碍 青 山 
X86n1605_002:0517b02	掩映斜陽外。法法無差。櫩前古木閙羣鴉。君不見太	掩 映 斜 陽 外 法 法 無 差 櫩 前 古 木 閙 羣 鴉 君 不 見 太 
X86n1605_002:0517b03	原孚上座走天涯。楊州五更聞畵角。吹斷落梅花。直	原 孚 上 座 走 天 涯 楊 州 五 更 聞 畵 角 吹 斷 落 梅 花 直 
X86n1605_002:0517b04	至如今未到家。聖節上堂。坐琉璃殿。垂夜明簾。混然	至 如 今 未 到 家 聖 節 上 堂 坐 琉 璃 殿 垂 夜 明 簾 混 然 
X86n1605_002:0517b05	一體以難該。冥應眾緣而無忒。從上以來推尊此位。	一 體 以 難 該 冥 應 眾 緣 而 無 忒 從 上 以 來 推 尊 此 位 
X86n1605_002:0517b06	且全身奉重一句如何舉唱。妙叶羣機齊入貢。從教	且 全 身 奉 重 一 句 如 何 舉 唱 妙 叶 羣 機 齊 入 貢 從 教 
X86n1605_002:0517b07	諸道自分權。宏智禪師忌日上堂。夜明簾外。寶鑑臺	諸 道 自 分 權 宏 智 禪 師 忌 日 上 堂 夜 明 簾 外 寶 鑑 臺 
X86n1605_002:0517b08	前。元無兼帶。豈有偏圓。正恁麼時。畢竟誰居正位。古	前 元 無 兼 帶 豈 有 偏 圓 正 恁 麼 時 畢 竟 誰 居 正 位 古 
X86n1605_002:0517b09	渡無人霜月冷。蘆花風靜鷺鷥眠。上堂。萬松關逈九	渡 無 人 霜 月 冷 蘆 花 風 靜 鷺 鷥 眠 上 堂 萬 松 關 逈 九 
X86n1605_002:0517b10	隴煙。橫谷風傳響。澗水流聲。若以眼觀耳聽。拔舌犁	隴 煙 橫 谷 風 傳 響 澗 水 流 聲 若 以 眼 觀 耳 聽 拔 舌 犁 
X86n1605_002:0517b11	耕。不以眼觀耳聽。拔舌犁耕。且利害在什麼處。若不	耕 不 以 眼 觀 耳 聽 拔 舌 犁 耕 且 利 害 在 什 麼 處 若 不 
X86n1605_002:0517b12	同牀睡。焉知被底穿。師退院。逍遙於梁渚之上。羣衲	同 牀 睡 焉 知 被 底 穿 師 退 院 逍 遙 於 梁 渚 之 上 羣 衲 
X86n1605_002:0517b13	聚叩。與住院無異。將入寂謂侍者曰。誰與我造無縫	聚 叩 與 住 院 無 異 將 入 寂 謂 侍 者 曰 誰 與 我 造 無 縫 
X86n1605_002:0517b14	塔。侍者曰請師塔樣。師曰盡力畵不出。怡然脫去。	塔 侍 者 曰 請 師 塔 樣 師 曰 盡 力 畵 不 出 怡 然 脫 去 
X86n1605_002:0517b15	常州華藏無得覺通禪師青苗會上堂。破一微塵出	常 州 華 藏 無 得 覺 通 禪 師 青 苗 會 上 堂 破 一 微 塵 出 
X86n1605_002:0517b16	大經。鳶飛魚躍更分明。不將眼看將心看。已是重敲	大 經 鳶 飛 魚 躍 更 分 明 不 將 眼 看 將 心 看 已 是 重 敲 
X86n1605_002:0517b17	火裏冰。淹黑豆。昧平生。直到却外話豐登。繰成白雪	火 裏 冰 淹 黑 豆 昧 平 生 直 到 却 外 話 豐 登 繰 成 白 雪 
X86n1605_002:0517b18	桑重綠。割盡黃雲稻正青。	桑 重 綠 割 盡 黃 雲 稻 正 青 
X86n1605_002:0517b19	慶元府雪竇大歇仲謙禪師金華義烏應氏子。幼見	慶 元 府 雪 竇 大 歇 仲 謙 禪 師 金 華 義 烏 應 氏 子 幼 見 
X86n1605_002:0517b20	傅大士心王銘乃誓出家。始見息菴。菴器之。而抑其	傅 大 士 心 王 銘 乃 誓 出 家 始 見 息 菴 菴 器 之 而 抑 其 
X86n1605_002:0517b21	銳曰。汝儒家習氣不除。何能到大休大歇田地。宜如	銳 曰 汝 儒 家 習 氣 不 除 何 能 到 大 休 大 歇 田 地 宜 如 
X86n1605_002:0517b22	土木人去。師朝暮研究有省。因以大歇自名。既見松	土 木 人 去 師 朝 暮 研 究 有 省 因 以 大 歇 自 名 既 見 松 
X86n1605_002:0517b23	源。一日聞舉秘魔擎杈話。俄失聲曰。爭奈有人不甘。	源 一 日 聞 舉 秘 魔 擎 杈 話 俄 失 聲 曰 爭 奈 有 人 不 甘 
X86n1605_002:0517b24	源提竹篦曰打你不甘。師擬進語。而篦輙至。茫未有	源 提 竹 篦 曰 打 你 不 甘 師 擬 進 語 而 篦 輙 至 茫 未 有 
X86n1605_002:0517c01	措。源震聲喝。師即豁然。	措 源 震 聲 喝 師 即 豁 然 
X86n1605_002:0517c02	安吉州道場山運菴普巖禪師讚趙州曰。無端提起	安 吉 州 道 場 山 運 菴 普 巖 禪 師 讚 趙 州 曰 無 端 提 起 
X86n1605_002:0517c03	七斤衫。多少禪人著意參。盡向青州做窠窟。不知春	七 斤 衫 多 少 禪 人 著 意 參 盡 向 青 州 做 窠 窟 不 知 春 
X86n1605_002:0517c04	色在江南。	色 在 江 南 
X86n1605_002:0517c05	鎮江府金山掩室善開禪師頌僧問雲門法身曰。六	鎮 江 府 金 山 掩 室 善 開 禪 師 頌 僧 問 雲 門 法 身 曰 六 
X86n1605_002:0517c06	不收。一不立。清淨法身何處覓。夜來一陣吹葉風。掃	不 收 一 不 立 清 淨 法 身 何 處 覓 夜 來 一 陣 吹 葉 風 掃 
X86n1605_002:0517c07	盡浮雲月照壁。又頌淨慈肯堂示眾觀方知彼去曰。	盡 浮 雲 月 照 壁 又 頌 淨 慈 肯 堂 示 眾 觀 方 知 彼 去 曰 
X86n1605_002:0517c08	孰謂觀方不在方。纔開臭口便乖張。行人要覓長安	孰 謂 觀 方 不 在 方 纔 開 臭 口 便 乖 張 行 人 要 覓 長 安 
X86n1605_002:0517c09	路。不覺全身在帝鄉。	路 不 覺 全 身 在 帝 鄉 
X86n1605_002:0517c10	溫州鳳翔石巖希璉禪師潮陽馬氏子。僧問。昔日佛	溫 州 鳳 翔 石 巖 希 璉 禪 師 潮 陽 馬 氏 子 僧 問 昔 日 佛 
X86n1605_002:0517c11	炤光禪師因孝宗皇帝宣問釋迦入山六年所成何	炤 光 禪 師 因 孝 宗 皇 帝 宣 問 釋 迦 入 山 六 年 所 成 何 
X86n1605_002:0517c12	事。炤曰將謂陛下忘却。意旨如何。師答以頌曰。大根	事 炤 曰 將 謂 陛 下 忘 却 意 旨 如 何 師 答 以 頌 曰 大 根 
X86n1605_002:0517c13	大器大熏修。瞥轉機輪向上頭。萬億斯年惟一佛。雪	大 器 大 熏 修 瞥 轉 機 輪 向 上 頭 萬 億 斯 年 惟 一 佛 雪 
X86n1605_002:0517c14	山元不隔龍樓。	山 元 不 隔 龍 樓 
X86n1605_002:0517c15	台州瑞巖少室光睦禪師贊四祖曰。破頭峰頂紫雲	台 州 瑞 巖 少 室 光 睦 禪 師 贊 四 祖 曰 破 頭 峰 頂 紫 雲 
X86n1605_002:0517c16	飛。三却天書老翠微。滯貨雖然無用處。不應分付小	飛 三 却 天 書 老 翠 微 滯 貨 雖 然 無 用 處 不 應 分 付 小 
X86n1605_002:0517c17	孩兒。頌靈雲見桃花曰。一見桃花便垛跟。鐵圍生陷	孩 兒 頌 靈 雲 見 桃 花 曰 一 見 桃 花 便 垛 跟 鐵 圍 生 陷 
X86n1605_002:0517c18	出無門。倚墻傍壁知多少。一度春風一斷魂。	出 無 門 倚 墻 傍 壁 知 多 少 一 度 春 風 一 斷 魂 
X86n1605_002:0517c19	北海心禪師甞頌唐太宗蛤蜊因緣曰。合水和泥底	北 海 心 禪 師 甞 頌 唐 太 宗 蛤 蜊 因 緣 曰 合 水 和 泥 底 
X86n1605_002:0517c20	事忙。被渠點破太乖張。雖然默契君王意。已是全身	事 忙 被 渠 點 破 太 乖 張 雖 然 默 契 君 王 意 已 是 全 身 
X86n1605_002:0517c21	入鑊湯。頌雪峰拓開門放身是什麼曰。同條生兮不	入 鑊 湯 頌 雪 峰 拓 開 門 放 身 是 什 麼 曰 同 條 生 兮 不 
X86n1605_002:0517c22	同死。弟既耳聾兄目瞽。家門蕩盡徹骨窮。却把黃金	同 死 弟 既 耳 聾 兄 目 瞽 家 門 蕩 盡 徹 骨 窮 却 把 黃 金 
X86n1605_002:0517c23	如糞士。末後句。休莾鹵。甜者甜兮苦者苦。	如 糞 士 末 後 句 休 莾 鹵 甜 者 甜 兮 苦 者 苦 
X86n1605_002:0517c24	諾菴肇禪師甞頌南泉鐫佛因緣曰。兩手持來難葢	諾 菴 肇 禪 師 甞 頌 南 泉 鐫 佛 因 緣 曰 兩 手 持 來 難 葢 
X86n1605_002:0518a01	覆。依前兩手還分付。一枕清風眠正濃。鳥衘花落巖	覆 依 前 兩 手 還 分 付 一 枕 清 風 眠 正 濃 鳥 衘 花 落 巖 
