X69n1352_001:0303c06	 白雲禪錄	 白 雲 禪 錄 
X69n1352_001:0310b01	未夢見在。且作麼生道得去。良久云。曉日爍開巖畔	未 夢 見 在 且 作 麼 生 道 得 去 良 久 云 曉 日 爍 開 巖 畔 
X69n1352_001:0310b02	雪。夜濤舂斷海邊藤。	雪 夜 濤 舂 斷 海 邊 藤 
X69n1352_001:0310b03	因雪上堂云。乾坤不教少闕。冬後依時下雪。舊歲障	因 雪 上 堂 云 乾 坤 不 教 少 闕 冬 後 依 時 下 雪 舊 歲 障 
X69n1352_001:0310b04	氣永消。向遠殊祥逈別。節令雅合如斯。莫殢天公漏	氣 永 消 向 遠 殊 祥 逈 別 節 令 雅 合 如 斯 莫 殢 天 公 漏 
X69n1352_001:0310b05	泄。為甚莫殢天公漏泄。君子施恩不望報。	泄 為 甚 莫 殢 天 公 漏 泄 君 子 施 恩 不 望 報 
X69n1352_001:0310b06	元日上堂云。相逢[牙(必心)+?]相賀。一時俱勘破。幞頭脚指天。	元 日 上 堂 云 相 逢 [牙必心] 相 賀 一 時 俱 勘 破 幞 頭 脚 指 天 
X69n1352_001:0310b07	爆竹穿門過。今年好驅儺。向後無災禍。拍禪床下座。	爆 竹 穿 門 過 今 年 好 驅 儺 向 後 無 災 禍 拍 禪 床 下 座 
X69n1352_001:0310b08	上堂。舉趙州道。泥佛不度水。金佛不度鑪。木佛不度	上 堂 舉 趙 州 道 泥 佛 不 度 水 金 佛 不 度 鑪 木 佛 不 度 
X69n1352_001:0310b09	火。大眾且道。古佛度箇什麼。古佛不度衲僧秤子。為	火 大 眾 且 道 古 佛 度 箇 什 麼 古 佛 不 度 衲 僧 秤 子 為 
X69n1352_001:0310b10	什麼如此。左眼半斤。右眼八兩。	什 麼 如 此 左 眼 半 斤 右 眼 八 兩 
X69n1352_001:0310b11	聖節日上堂。舉太宗帝擎起鉢。問王隨相。既是大庾	聖 節 日 上 堂 舉 太 宗 帝 擎 起 鉢 問 王 隨 相 既 是 大 庾 
X69n1352_001:0310b12	嶺頭提不起。為什麼却在寡人手裏。後慈明師翁云。	嶺 頭 提 不 起 為 什 麼 却 在 寡 人 手 裏 後 慈 明 師 翁 云 
X69n1352_001:0310b13	陛下有力。大眾且道。腕頭有力。主天下有力。試斷看。	陛 下 有 力 大 眾 且 道 腕 頭 有 力 主 天 下 有 力 試 斷 看 
X69n1352_001:0310b14	上堂云。趙州和尚道。夫為宗師。須是以本分事接人。	上 堂 云 趙 州 和 尚 道 夫 為 宗 師 須 是 以 本 分 事 接 人 
X69n1352_001:0310b15	法華可謂浪得其名。何故。有禪客到此。不免且與他	法 華 可 謂 浪 得 其 名 何 故 有 禪 客 到 此 不 免 且 與 他 
X69n1352_001:0310b16	打葛藤。又只是麤粥淡飯而已。並無一點是本分事。	打 葛 藤 又 只 是 麤 粥 淡 飯 而 已 並 無 一 點 是 本 分 事 
X69n1352_001:0310b17	他時後日。見閻老子。作麼生分雪得去。今日眾中。具	他 時 後 日 見 閻 老 子 作 麼 生 分 雪 得 去 今 日 眾 中 具 
X69n1352_001:0310b18	大慈悲者。可能為法華分雪得。有麼有麼。良久云。相	大 慈 悲 者 可 能 為 法 華 分 雪 得 有 麼 有 麼 良 久 云 相 
X69n1352_001:0310b19	識滿天下。知心能幾人。	識 滿 天 下 知 心 能 幾 人 
X69n1352_001:0310b20	上堂云。一喝分賓主。照用一時行。要會箇中意。日午	上 堂 云 一 喝 分 賓 主 照 用 一 時 行 要 會 箇 中 意 日 午 
X69n1352_001:0310b21	打三更。乃喝一喝云。賓在什麼處。主在什麼處。喚什	打 三 更 乃 喝 一 喝 云 賓 在 什 麼 處 主 在 什 麼 處 喚 什 
X69n1352_001:0310b22	麼作照。喚什麼作用。連喝三喝。	麼 作 照 喚 什 麼 作 用 連 喝 三 喝 
X69n1352_001:0310b23	上堂。拈起拄杖云。若有一毫頭。便喚作一毫頭。古人	上 堂 拈 起 拄 杖 云 若 有 一 毫 頭 便 喚 作 一 毫 頭 古 人 
X69n1352_001:0310b24	與你諸人拍却了也。且道成得箇什麼邊事。以拄杖	與 你 諸 人 拍 却 了 也 且 道 成 得 箇 什 麼 邊 事 以 拄 杖 
X69n1352_001:0310c01	卓禪床一下。	卓 禪 床 一 下 
X69n1352_001:0310c02	上堂。眾立定。拈拄杖劃一劃云。文彩已彰也。且道作	上 堂 眾 立 定 拈 拄 杖 劃 一 劃 云 文 彩 已 彰 也 且 道 作 
X69n1352_001:0310c03	麼生免得過。不見道。以楔出楔。擊禪床下座。	麼 生 免 得 過 不 見 道 以 楔 出 楔 擊 禪 床 下 座 
X69n1352_001:0310c04	上堂云。法華愛逞驢觜。只要步步到底。衲僧雖然不	上 堂 云 法 華 愛 逞 驢 觜 只 要 步 步 到 底 衲 僧 雖 然 不 
X69n1352_001:0310c05	會。也似鹽落醋裏。	會 也 似 鹽 落 醋 裏 
X69n1352_001:0310c06	上堂。舉玄沙因悞喫藥。徧身紅爛。僧問。如何是堅固	上 堂 舉 玄 沙 因 悞 喫 藥 徧 身 紅 爛 僧 問 如 何 是 堅 固 
X69n1352_001:0310c07	法身。玄沙云。膿滴滴地。後來懷和尚頌云。滴滴通身	法 身 玄 沙 云 膿 滴 滴 地 後 來 懷 和 尚 頌 云 滴 滴 通 身 
X69n1352_001:0310c08	是爛膿。釣魚船上顯家風。時人只見絲綸上。不見蘆	是 爛 膿 釣 魚 船 上 顯 家 風 時 人 只 見 絲 綸 上 不 見 蘆 
X69n1352_001:0310c09	花對蓼紅。亦曾有人問法華。如何是清淨法身。只答	花 對 蓼 紅 亦 曾 有 人 問 法 華 如 何 是 清 淨 法 身 只 答 
X69n1352_001:0310c10	他道。屎臰熏天。又云。蓮花葉上化生兒。且道。與古人	他 道 屎 臰 熏 天 又 云 蓮 花 葉 上 化 生 兒 且 道 與 古 人 
X69n1352_001:0310c11	是同是別。法華亦有頌。屎臰熏天亦偶然。法華爭似	是 同 是 別 法 華 亦 有 頌 屎 臰 熏 天 亦 偶 然 法 華 爭 似 
X69n1352_001:0310c12	為君宣。鼻中若有通天竅。一任橫行不著穿。	為 君 宣 鼻 中 若 有 通 天 竅 一 任 橫 行 不 著 穿 
X69n1352_001:0310c13	上堂云。去去實不去。途中好善為。來來實不來。路上	上 堂 云 去 去 實 不 去 途 中 好 善 為 來 來 實 不 來 路 上 
X69n1352_001:0310c14	莫虧危。古人恁麼道。法華即不然。去時乘興去。迴時	莫 虧 危 古 人 恁 麼 道 法 華 即 不 然 去 時 乘 興 去 迴 時 
X69n1352_001:0310c15	乘興迴。與君重敘話。鼻孔大頭垂。	乘 興 迴 與 君 重 敘 話 鼻 孔 大 頭 垂 
X69n1352_001:0310c16	上堂云。聞聲悟道。見色明心。遂展手云。有麼有麼。又	上 堂 云 聞 聲 悟 道 見 色 明 心 遂 展 手 云 有 麼 有 麼 又 
X69n1352_001:0310c17	搖手云。無也無也。乃云。曾經大海休誇浪。除却巫山	搖 手 云 無 也 無 也 乃 云 曾 經 大 海 休 誇 浪 除 却 巫 山 
X69n1352_001:0310c18	總是煙拍禪床一下。	總 是 煙 拍 禪 床 一 下 
X69n1352_001:0310c19	上堂云。此事如在萬丈崖頭相似。總知道。放著手脚。	上 堂 云 此 事 如 在 萬 丈 崖 頭 相 似 總 知 道 放 著 手 脚 
X69n1352_001:0310c20	便撲到底。只是捨命不得。法華今日。不動著一毫頭。	便 撲 到 底 只 是 捨 命 不 得 法 華 今 日 不 動 著 一 毫 頭 
X69n1352_001:0310c21	教諸人到底去。遂擲下拄杖。下座。	教 諸 人 到 底 去 遂 擲 下 拄 杖 下 座 
X69n1352_001:0310c22	上堂云。古人道。言多去道轉遠。法華即不然。言滿天	上 堂 云 古 人 道 言 多 去 道 轉 遠 法 華 即 不 然 言 滿 天 
X69n1352_001:0310c23	下。何謂如此。行船自有把梢人。	下 何 謂 如 此 行 船 自 有 把 梢 人 
X69n1352_001:0310c24	上堂。舉教中道。不以色生心。不以聲香味觸法生心。	上 堂 舉 教 中 道 不 以 色 生 心 不 以 聲香味觸 法 生 心 
X69n1352_001:0311a01	大眾。釋迦老子向者裏。全身放倒了也。又道。應無所	大 眾 釋 迦 老 子 向 者 裏 全 身 放 倒 了 也 又 道 應 無 所 
X69n1352_001:0311a02	住而生其心。有甚救處。若救他不得。更為不孝之子。	住 而 生 其 心 有 甚 救 處 若 救 他 不 得 更 為 不 孝 之 子 
X69n1352_001:0311a03	空喫他飯。向者裏須著近前。且道作麼生近前。以手	空 喫 他 飯 向 者 裏 須 著 近 前 且 道 作 麼 生 近 前 以 手 
X69n1352_001:0311a04	拍禪床一下。	拍 禪 床 一 下 
X69n1352_001:0311a05	上堂。舉雲門大師。一日開門。見一僧來。雲門乃問。大	上 堂 舉 雲 門 大 師 一 日 開 門 見 一 僧 來 雲 門 乃 問 大 
X69n1352_001:0311a06	用現前。不存軌則時如何。僧無對。雲門云。你問我。僧	用 現 前 不 存 軌 則 時 如 何 僧 無 對 雲 門 云 你 問 我 僧 
X69n1352_001:0311a07	遂問。大用現前。不存軌則時如何。雲門掉兩手。高聲	遂 問 大 用 現 前 不 存 軌 則 時 如 何 雲 門 掉 兩 手 高 聲 
X69n1352_001:0311a08	云。釋迦老子來也。大眾。雲門老兒。不妨解因行掉臂。	云 釋 迦 老 子 來 也 大 眾 雲 門 老 兒 不 妨 解 因 行 掉 臂 
X69n1352_001:0311a09	耀古騰今。爭奈傍人眼何。且道傍人具什麼眼。乃云。	耀 古 騰 今 爭 奈 傍 人 眼 何 且 道 傍 人 具 什 麼 眼 乃 云 
X69n1352_001:0311a10	欲窮千里目。更上一重樓。	欲 窮 千 里 目 更 上 一 重 樓 
X69n1352_001:0311a11	到四祖訥和尚。請陞座。乃云。廬山把手閑行。盡是無	到 四 祖 訥 和 尚 請 陞 座 乃 云 廬 山 把 手 閑 行 盡 是 無 
X69n1352_001:0311a12	人知處。淮甸重陪高步。却欲出在人前。大眾。在廬山	人 知 處 淮 甸 重 陪 高 步 却 欲 出 在 人 前 大 眾 在 廬 山 
X69n1352_001:0311a13	時。為甚要恁麼深密。及乎今日。為甚要恁麼顯露。不	時 為 甚 要 恁 麼 深 密 及 乎 今 日 為 甚 要 恁 麼 顯 露 不 
X69n1352_001:0311a14	見道。賣金須遇買金人。	見 道 賣 金 須 遇 買 金 人 
X69n1352_001:0311a15	到五祖。陞座云。昔年暫憩。今日重過。日月如流。將經	到 五 祖 陞 座 云 昔 年 暫 憩 今 日 重 過 日 月 如 流 將 經 
X69n1352_001:0311a16	二載。且道。有不隔閡底道理麼。諸仁者。高宴白蓮峯	二 載 且 道 有 不 隔 閡 底 道 理 麼 諸 仁 者 高 宴 白 蓮 峯 
X69n1352_001:0311a17	下。病叟深隱法華山中。相去一日之程。作麼生說箇	下 病 叟 深 隱 法 華 山 中 相 去 一 日 之 程 作 麼 生 說 箇 
X69n1352_001:0311a18	不隔閡底道理。莫是夜夜抱佛眠。朝朝還共起。起坐	不 隔 閡 底 道 理 莫 是 夜 夜 抱 佛 眠 朝 朝 還 共 起 起 坐 
X69n1352_001:0311a19	鎮相隨。如身影相似。若恁麼。正道著第二頭底。未道	鎮 相 隨 如 身 影 相 似 若 恁 麼 正 道 著 第 二 頭 底 未 道 
X69n1352_001:0311a20	著正定頭底。且道作麼生道。乃云。宇宙茫茫人不識。	著 正 定 頭 底 且 道 作 麼 生 道 乃 云 宇 宙 茫 茫 人 不 識 
X69n1352_001:0311a21	依前鼻孔大頭垂。	依 前 鼻 孔 大 頭 垂 
X69n1352_001:0311a22	上堂云。學道先須且學貧。學貧貧後道方親。一朝體	上 堂 云 學 道 先 須 且 學 貧 學 貧 貧 後 道 方 親 一 朝 體 
X69n1352_001:0311a23	得成貧道。道用還同貧底人。法華雖與古人同路行。	得 成 貧 道 道 用 還 同 貧 底 人 法 華 雖 與 古 人 同 路 行 
X69n1352_001:0311a24	且不與古人同路歸。何謂如此。自住箇小院子。客來	且 不 與 古 人 同 路 歸 何 謂 如 此 自 住 箇 小 院 子 客 來 
X69n1352_001:0311b01	並無可施設。無可咬嚼。賴得下面有人撐拄。逐日且	並 無 可 施 設 無 可 咬 嚼 賴 得 下 面 有 人 撐 拄 逐 日 且 
X69n1352_001:0311b02	蓋覆得過。可謂山花不廢栽培力。自有春風管帶伊。	蓋 覆 得 過 可 謂 山 花 不 廢 栽 培 力 自 有 春 風 管 帶 伊 
X69n1352_001:0311b03	上堂云。始從鹿野苑。終至跋提河。四十九年間。未曾	上 堂 云 始 從 鹿 野 苑 終 至 跋 提 河 四 十 九 年 間 未 曾 
X69n1352_001:0311b04	說一字。且道說什麼。乃云。芍藥花開菩薩面。椶櫚葉	說 一 字 且 道 說 什 麼 乃 云 芍 藥 花 開 菩 薩 面 椶 櫚 葉 
X69n1352_001:0311b05	散夜叉頭。	散 夜 叉 頭 
X69n1352_001:0311b06	上堂云。一陽生日冬至。自古自今如是。應時納祜皆	上 堂 云 一 陽 生 日 冬 至 自 古 自 今 如 是 應 時 納 祜 皆 
X69n1352_001:0311b07	知。他後不得瞌睡。	知 他 後 不 得 瞌 睡 
X69n1352_001:0311b08	施主捨法衣。上堂云。龍披一縷。金翅不吞。當時若一	施 主 捨 法 衣 上 堂 云 龍 披 一 縷 金 翅 不 吞 當 時 若 一 
X69n1352_001:0311b09	口吞盡。豈不天下太平。且道那箇是吞不盡底。遂拈	口 吞 盡 豈 不 天 下 太 平 且 道 那 箇 是 吞 不 盡 底 遂 拈 
X69n1352_001:0311b10	起法衣角。示眾云。者箇豈不是吞不盡底。還見麼。良	起 法 衣 角 示 眾 云 者 箇 豈 不 是 吞 不 盡 底 還 見 麼 良 
X69n1352_001:0311b11	久云。等閑掛在肩頭上。也勝時人著錦衣。	久 云 等 閑 掛 在 肩 頭 上 也 勝 時 人 著 錦 衣 
X69n1352_001:0311b12	上堂。舉僧問南泉。摩尼珠人不識。如來藏裏親収得。	上 堂 舉 僧 問 南 泉 摩 尼 珠 人 不 識 如 來 藏 裏 親 収 得 
X69n1352_001:0311b13	如何是藏。南泉云。與汝往來者是藏。僧云直得不往	如 何 是 藏 南 泉 云 與 汝 往 來 者 是 藏 僧 云 直 得 不 往 
X69n1352_001:0311b14	來時如何。南泉云亦是藏。僧却問。如何是珠。南泉召	來 時 如 何 南 泉 云 亦 是 藏 僧 却 問 如 何 是 珠 南 泉 召 
X69n1352_001:0311b15	僧名。僧應喏。南泉云你不會我語。大眾。者僧一顆摩	僧 名 僧 應 喏 南 泉 云 你 不 會 我 語 大 眾 者 僧 一 顆 摩 
X69n1352_001:0311b16	尼珠。可謂稀世之寶。大可怜生。幾乎落在萬丈坑裏。	尼 珠 可 謂 稀 世 之 寶 大 可 怜 生 幾 乎 落 在 萬 丈 坑 裏 
X69n1352_001:0311b17	猶賴得南泉老兒。手親為他托得起。且道此珠見今	猶 賴 得 南 泉 老 兒 手 親 為 他 托 得 起 且 道 此 珠 見 今 
X69n1352_001:0311b18	在什麼處。乃云。海神知貴不知價。留與人間光照夜。	在 什 麼 處 乃 云 海 神 知 貴 不 知 價 留 與 人 間 光 照 夜 
X69n1352_001:0311b19	舒州龍門山乾明禪院語錄	舒 州 龍 門 山 乾 明 禪 院 語 錄 
X69n1352_001:0311b20	參學小師　智華　編	參 學 小 師 智 華 編 
X69n1352_001:0311b21	師受請日。上堂。僧問。龍門有請師親赴。法華今日事	師 受 請 日 上 堂 僧 問 龍 門 有 請 師 親 赴 法 華 今 日 事 
X69n1352_001:0311b22	如何。師云。符到奉行。僧云。恁麼則象王行處絕孤蹤。	如 何 師 云 符 到 奉 行 僧 云 恁 麼 則 象 王 行 處 絕 孤 蹤 
X69n1352_001:0311b23	師云。你且寬心。僧云齋後相送。師云三十年後。僧禮	師 云 你 且 寬 心 僧 云 齋 後 相 送 師 云 三 十 年 後 僧 禮 
X69n1352_001:0311b24	拜　師乃云。拈花付囑。靈山謾說。親承。就座多身。龍	拜 師 乃 云 拈 花 付 囑 靈 山 謾 說 親 承 就 座 多 身 龍 
X69n1352_001:0311c01	門別有一竅。到者裏。師承不立。代代相承。普應高低。	門 別 有 一 竅 到 者 裏 師 承 不 立 代 代 相 承 普 應 高 低 
X69n1352_001:0311c02	宗風不墜。大眾。既是師承不立。為什麼却代代相承。	宗 風 不 墜 大 眾 既 是 師 承 不 立 為 什 麼 却 代 代 相 承 
X69n1352_001:0311c03	良久云。葉零零兮秋暮半凋。花片片兮春暖齊發。	良 久 云 葉 零 零 兮 秋 暮 半 凋 花 片 片 兮 春 暖 齊 發 
X69n1352_001:0311c04	次日上堂。僧問。如何是龍門境。師云到者方知。如何	次 日 上 堂 僧 問 如 何 是 龍 門 境 師 云 到 者 方 知 如 何 
X69n1352_001:0311c05	是境中人。師云兩脚蹈地。僧云人境已蒙師指示。向	是 境 中 人 師 云 兩 脚 蹈 地 僧 云 人 境 已 蒙 師 指 示 向 
X69n1352_001:0311c06	上宗乘事若何。師云誰知遠煙浪。別有好思量。僧云	上 宗 乘 事 若 何 師 云 誰 知 遠 煙 浪 別 有 好 思 量 僧 云 
X69n1352_001:0311c07	恁麼則朝看雲冉冉。暮聽水潺潺。師云禮拜著　乃	恁 麼 則 朝 看 雲 冉 冉 暮 聽 水 潺 潺 師 云 禮 拜 著 乃 
X69n1352_001:0311c08	云。見聞不脫。如水中月。每日山色水聲。名花異鳥。滿	云 見 聞 不 脫 如水中月 每 日 山 色 水 聲 名 花 異 鳥 滿 
X69n1352_001:0311c09	眼滿耳。作麼生說得箇脫底道理。要會麼。暢暢。釋迦	眼 滿 耳 作 麼 生 說 得 箇 脫 底 道 理 要 會 麼 暢 暢 釋 迦 
X69n1352_001:0311c10	老子無伎倆。休休。龍門山水天下幽。夜來一覺到天	老 子 無 伎 倆 休 休 龍 門 山 水 天 下 幽 夜 來 一 覺 到 天 
X69n1352_001:0311c11	明。得風流處且風流。	明 得 風 流 處 且 風 流 
X69n1352_001:0311c12	上堂云。法無異法。妄自愛著。盡大地是愛。八萬四千	上 堂 云 法 無 異 法 妄 自 愛 著 盡 大 地 是 愛 八萬四千 
X69n1352_001:0311c13	毛孔。悉皆是愛。且道著甚處。良久云。雲在嶺頭閒不	毛 孔 悉 皆 是 愛 且 道 著 甚 處 良 久 云 雲 在 嶺 頭 閒 不 
X69n1352_001:0311c14	徹。水流澗下太茫生。	徹 水 流 澗 下 太 茫 生 
X69n1352_001:0311c15	上堂。僧問。龍門未透時如何。師云不是者箇調。僧云	上 堂 僧 問 龍 門 未 透 時 如 何 師 云 不 是 者 箇 調 僧 云 
X69n1352_001:0311c16	透後如何。師云不是者箇調。僧擬議。師云買賣不著。	透 後 如 何 師 云 不 是 者 箇 調 僧 擬 議 師 云 買 賣 不 著 
X69n1352_001:0311c17	乃云。尋牛須訪跡。學道訪無心。跡在牛還在。無心道	乃 云 尋 牛 須 訪 跡 學 道 訪 無 心 跡 在 牛 還 在 無 心 道 
X69n1352_001:0311c18	易尋。拈起拄杖云。跡在者裏。牛在什麼處。乃卓拄杖	易 尋 拈 起 拄 杖 云 跡 在 者 裏 牛 在 什 麼 處 乃 卓 拄 杖 
X69n1352_001:0311c19	一下。	一 下 
X69n1352_001:0311c20	上堂云。一切聲是佛聲。一切色是佛色。釋迦老子。誑	上 堂 云 一 切 聲 是 佛 聲 一 切 色 是 佛 色 釋 迦 老 子 誑 
X69n1352_001:0311c21	惑人家男女。陷在阿鼻大地獄中。至今分雪不出。拈	惑 人 家 男 女 陷 在 阿 鼻 大 地 獄 中 至 今 分 雪 不 出 拈 
X69n1352_001:0311c22	起拄杖云。太湖縣裏屠兒項大伯。今日向龍門拄杖	起 拄 杖 云 太 湖 縣 裏 屠 兒 項 大 伯 今 日 向 龍 門 拄 杖 
X69n1352_001:0311c23	頭上。成等正覺。轉大法輪。度一切含生。諸人還見麼。	頭 上 成等正覺 轉 大 法 輪 度 一 切 含 生 諸 人 還 見 麼 
