X25n0475_001:0071a03	 金剛鎞序	 金 剛 鎞 序 
X25n0475_001:0081a19	實無所入。不入色聲香味觸法。是名須陀洹。意謂	實 無 所 入 不 入 色聲香味觸 法 是 名 須 陀 洹 意 謂 
X25n0475_001:0081a20	入流者。入聖流也。不入者。逆凡流也。逆凡者。以博	入 流 者 入 聖 流 也 不 入 者 逆 凡 流 也 逆 凡 者 以 博 
X25n0475_001:0081a21	地凡夫。從無始來。綢繆我見。於六塵境。無任膠粘。	地 凡 夫 從無始來 綢 繆 我 見 於 六 塵 境 無 任 膠 粘 
X25n0475_001:0081a22	今須陀洹。以諸忍智。十六種心。斷三界中。四諦之	今 須 陀 洹 以 諸 忍 智 十 六 種 心 斷 三 界 中 四 諦 之 
X25n0475_001:0081a23	下。八十八使。則分別我見既已盡除。雖對色等攀	下 八 十 八 使 則 分 別 我 見 既 已 盡 除 雖 對 色 等 攀 
X25n0475_001:0081a24	緣不起。故云不入。是則不入。即是逆凡。逆凡即名	緣 不 起 故 云 不 入 是 則 不 入 即 是 逆 凡 逆 凡 即 名 
X25n0475_001:0081b01	入聖。非別有所入也。無所入。則無能入。既無能入。	入 聖 非 別 有 所 入 也 無 所 入 則 無 能 入 既 無 能 入 
X25n0475_001:0081b02	誰作是念而曰我得須陀洹耶。於二果則曰斯陀	誰 作 是 念 而 曰 我 得 須 陀 洹 耶 於 二 果 則 曰 斯 陀 
X25n0475_001:0081b03	含。名一往來。而實無往來。故名斯陀含。一往來者。	含 名 一 往 來 而 實 無 往 來 故 名 斯 陀 含 一 往 來 者 
X25n0475_001:0081b04	一往天上。一來人間也。實無往來者。以初果須陀洹。	一 往 天 上 一 來 人 間 也 實 無 往 來 者 以 初 果 須 陀 洹 
X25n0475_001:0081b05	於斷見之外。六番往來。進斷欲界思惑。貪瞋癡慢	於 斷 見 之 外 六 番 往 來 進 斷 欲 界 思 惑 貪 瞋 癡 慢 
X25n0475_001:0081b06	九品之中。前六品盡。雖餘後三。須一往來。而後能	九 品 之 中 前 六 品 盡 雖 餘 後 三 須 一 往 來 而 後 能 
X25n0475_001:0081b07	斷。然三界分別之我。既已全盡。初地俱生之我。又	斷 然 三 界 分 別 之 我 既 已 全 盡 初 地 俱 生 之 我 又 
X25n0475_001:0081b08	且分除。雖見往來。以無我故。實無往來之者。如刻	且 分 除 雖 見 往 來 以 無 我 故 實 無 往 來 之 者 如 刻 
X25n0475_001:0081b09	木為人。雖見運動。以無心念。實無運動之者。既無	木 為 人 雖 見 運 動 以 無 心 念 實 無 運 動 之 者 既 無 
X25n0475_001:0081b10	往來。誰為作念而曰我得斯陀含耶。於三果則曰	往 來 誰 為 作 念 而 曰 我 得 斯 陀 含 耶 於 三 果 則 曰 
X25n0475_001:0081b11	阿那含。名為不來。而實無不來。名阿那含。不來者。	阿 那 含 名 為 不 來 而 實 無 不 來 名 阿 那 含 不 來 者 
X25n0475_001:0081b12	不來欲界及人間也。實無不來者。以初果七番往	不 來 欲 界 及 人 間 也 實 無 不 來 者 以 初 果 七 番 往 
X25n0475_001:0081b13	來。欲界九品思惑斷盡。雖住四禪。進斷上二界中。	來 欲 界 九 品 思 惑 斷 盡 雖 住 四 禪 進 斷 上 二 界 中 
X25n0475_001:0081b14	七十二品思惑。而以三界之見既寂。下地之思且	七 十 二 品 思 惑 而 以 三 界 之 見 既 寂 下 地 之 思 且 
X25n0475_001:0081b15	空。雖住不來。以無我故實無不來之者。既無不來。	空 雖 住 不 來 以 無 我 故 實 無 不 來 之 者 既 無 不 來 
X25n0475_001:0081b16	誰能作念。而曰我得阿那含耶。是則非不證果。但	誰 能 作 念 而 曰 我 得 阿 那 含 耶 是 則 非 不 證 果 但 
X25n0475_001:0081b17	於證時無取心耳。唯其不取。方成證義。則亦何取	於 證 時 無 取 心 耳 唯 其 不 取 方 成 證 義 則 亦 何 取 
X25n0475_001:0081b18	之有耶。△二斷四果疑。	之 有 耶 二 斷 四 果 疑 
X25n0475_001:0081b19	須菩提。於意云何。阿羅漢能作是念。我得阿羅漢道	須 菩 提 於意云何 阿 羅 漢 能 作 是 念 我 得阿羅漢 道 
X25n0475_001:0081b20	不。須菩提言。不也。世尊。何以故。實無有法名阿羅漢。	不 須 菩 提 言 不 也 世 尊 何 以 故 實 無 有 法 名 阿 羅 漢 
X25n0475_001:0081b21	世尊。若阿羅漢作是念。我得阿羅漢道。即為著我人	世 尊 若 阿 羅 漢 作 是 念 我 得阿羅漢 道 即 為 著 我 人 
X25n0475_001:0081b22	眾生壽者。世尊。佛說我得無諍三昧。人中最為第一。	眾 生 壽 者 世 尊 佛 說 我 得 無諍三昧 人 中 最 為 第 一 
X25n0475_001:0081b23	是第一離欲阿羅漢。我不作是念。我是離欲阿羅漢。	是 第 一 離 欲 阿 羅 漢 我 不 作 是 念 我 是 離 欲 阿 羅 漢 
X25n0475_001:0081b24	世尊。我若作是念。我得阿羅漢道。世尊則不說須菩	世 尊 我 若 作 是 念 我 得阿羅漢 道 世 尊 則 不 說 須 菩 
X25n0475_001:0081c01	提是樂阿蘭那行者。以須菩提實無所行。而名須菩	提 是 樂 阿 蘭 那 行 者 以 須 菩 提 實 無 所 行 而 名 須 菩 
X25n0475_001:0081c02	提是樂阿蘭那行。	提 是 樂 阿 蘭 那 行 
X25n0475_001:0081c03	阿羅漢。此云殺賊。見思煩惱已斷盡故。亦云無生。	阿 羅 漢 此 云 殺 賊 見 思 煩 惱 已 斷 盡 故 亦 云 無 生 
X25n0475_001:0081c04	超出三界。不受後有故。亦云應供。堪為人天良福	超出三界 不 受 後 有 故 亦 云 應 供 堪 為 人 天 良 福 
X25n0475_001:0081c05	田故。若順前須陀洹名為入流。而無所入。是名須	田 故 若 順 前 須 陀 洹 名 為 入 流 而 無 所 入 是 名 須 
X25n0475_001:0081c06	陀洹。乃至阿那含名為不來。而實無不來。是名阿	陀 洹 乃 至 阿 那 含 名 為 不 來 而 實 無 不 來 是 名 阿 
X25n0475_001:0081c07	那含。則此應云阿羅漢。名為殺賊等。而實無殺賊	那 含 則 此 應 云 阿 羅 漢 名 為 殺 賊 等 而 實 無 殺 賊 
X25n0475_001:0081c08	等。是名阿羅漢。今云實無有法者。意欲以法字總	等 是 名 阿 羅 漢 今 云 實 無 有 法 者 意 欲 以 法 字 總 
X25n0475_001:0081c09	該三種。取文省故。文雖省而義無殊也。良以四果	該 三 種 取 文 省 故 文 雖 省 而 義 無 殊 也 良 以 四 果 
X25n0475_001:0081c10	斷七十二品思惑既盡。不受後有。正證盡智無生	斷 七 十 二 品 思 惑 既 盡 不 受 後 有 正 證 盡 智 無 生 
X25n0475_001:0081c11	智時。而實無盡可盡。無生可生。了無所得。是謂證	智 時 而 實 無 盡 可 盡 無 生 可 生 了 無 所 得 是 謂 證 
X25n0475_001:0081c12	耳。若纔作是念。我能得果。則著我人。與凡夫何異。	耳 若 纔 作 是 念 我 能 得 果 則 著 我 人 與 凡 夫 何 異 
X25n0475_001:0081c13	用此騐之。的知無念。此正答斷疑已竟。下復引己	用 此 騐 之 的 知 無 念 此 正 答 斷 疑 已 竟 下 復 引 己 
X25n0475_001:0081c14	所證。令人生信。三昧之言定也。曰無諍者。以內無	所 證 令 人 生 信 三 昧 之 言 定 也 曰 無 諍 者 以 內 無 
X25n0475_001:0081c15	能所。外忘角立。不與物競。故人中最為第一。復曰	能 所 外 忘 角 立 不 與 物 競 故 人 中 最 為 第 一 復 曰 
X25n0475_001:0081c16	第一離欲阿羅漢者。以離三昧障盡。名無諍三昧。	第 一 離 欲 阿 羅 漢 者 以 離 三 昧 障 盡 名 無諍三昧 
X25n0475_001:0081c17	離貪欲障盡。名離欲阿羅漢。離欲則羅漢所同。無	離 貪 欲 障 盡 名 離 欲 阿 羅 漢 離 欲 則 羅 漢 所 同 無 
X25n0475_001:0081c18	諍乃空生所獨。故又曰第一離欲阿羅漢也。我不	諍 乃 空 生 所 獨 故 又 曰 第 一 離 欲 阿 羅 漢 也 我 不 
X25n0475_001:0081c19	作是念我是離欲阿羅漢者。言佛雖嘆我第一。而	作 是 念 我 是 離 欲 阿 羅 漢 者 言 佛 雖 嘆 我 第 一 而 
X25n0475_001:0081c20	我於此時輒無是第一之念也。若作是念者。反言	我 於 此 時 輒 無 是 第 一 之 念 也 若 作 是 念 者 反 言 
X25n0475_001:0081c21	之也。實無所行者。順言之也。阿蘭那。此云寂靜。即	之 也 實 無 所 行 者 順 言 之 也 阿 蘭 那 此 云 寂 靜 即 
X25n0475_001:0081c22	無諍也。大意謂我雖親證第一。佛雖印我第一。而	無 諍 也 大 意 謂 我 雖 親 證 第 一 佛 雖 印 我 第 一 而 
X25n0475_001:0081c23	我於此時。了無是第一之念。即可以知其不作是	我 於 此 時 了 無 是 第 一 之 念 即 可 以 知 其 不 作 是 
X25n0475_001:0081c24	念矣。故有念佛則不印。無念乃得佛印。無念則無	念 矣 故 有 念 佛 則 不 印 無 念 乃 得 佛 印 無 念 則 無 
X25n0475_001:0082a01	取。唯其不取。方成證義。夫何疑取之有。如彌勒云。	取 唯 其 不 取 方 成 證 義 夫 何 疑 取 之 有 如 彌 勒 云 
X25n0475_001:0082a02	不可取及說。自果不取故。依彼善吉者。說離二種	不 可 取 及 說 自 果 不 取 故 依 彼 善 吉 者 說 離 二 種 
X25n0475_001:0082a03	障。然則四果不同。同歸無取。無取則無得。無得則	障 然 則 四 果 不 同 同 歸 無 取 無 取 則 無 得 無 得 則 
X25n0475_001:0082a04	無說矣。無得而得。無說而說。又何以得說為疑耶。	無 說 矣 無 得 而 得 無 說 而 說 又 何 以 得 說 為 疑 耶 
X25n0475_001:0082a05	△五斷釋迦然燈取說疑。	 五 斷 釋 迦 然 燈 取 說 疑 
X25n0475_001:0082a06	佛告須菩提。於意云何。如來昔在然燈佛所。於法有	佛 告 須 菩 提 於意云何 如 來 昔 在 然 燈 佛 所 於 法 有 
X25n0475_001:0082a07	所得不。不也。世尊。如來在然燈佛所。於法實無所得。	所 得 不 不 也 世 尊 如 來 在 然 燈 佛 所 於 法 實 無 所 得 
X25n0475_001:0082a08	佛意謂汝前聞。如來所說法。皆不可取不可說。將	佛 意 謂 汝 前 聞 如 來 所 說 法 皆 不 可 取 不 可 說 將 
X25n0475_001:0082a09	無疑我於然燈佛所。授記言說之中。有法為所得。	無 疑 我 於 然 燈 佛 所 授 記 言 說 之 中 有 法 為 所 得 
X25n0475_001:0082a10	然燈有法為所說耶。得與不得。於汝意中。作何見	然 燈 有 法 為 所 說 耶 得 與 不 得 於 汝 意 中 作 何 見 
X25n0475_001:0082a11	解。其自審之。明以告我。乃空生斷其疑云。不也。世	解 其 自 審 之 明 以 告 我 乃 空 生 斷 其 疑 云 不 也 世 
X25n0475_001:0082a12	尊。如來在然燈佛所。於授記言說之中。實無法為	尊 如 來 在 然 燈 佛 所 於 授 記 言 說 之 中 實 無 法 為 
X25n0475_001:0082a13	所得。以語從緣生。無有自性。舉體全空。空故無得。	所 得 以 語 從 緣 生 無 有 自 性 舉 體 全 空 空 故 無 得 
X25n0475_001:0082a14	斯則聞而無聞。說而無說。意謂佛得記者。但以自	斯 則 聞 而 無 聞 說 而 無 說 意 謂 佛 得 記 者 但 以 自 
X25n0475_001:0082a15	無分別智。證自無分別理。智與理冥。境與神會。離	無分別智 證 自 無 分 別 理 智 與 理 冥 境 與 神 會 離 
X25n0475_001:0082a16	言說相是不可說。離心緣相是不可取。如彌勒云。	言 說 相 是 不 可 說 離 心 緣 相 是 不 可 取 如 彌 勒 云 
X25n0475_001:0082a17	佛於然燈語。不取理實智。以是真實義。成彼無取	佛 於 然 燈 語 不 取 理 實 智 以 是 真 實 義 成 彼 無 取 
X25n0475_001:0082a18	說。按坡僊謂如來得阿耨多羅三藐三菩提。以無	說 按 坡 僊 謂 如 來 得阿耨多羅三藐三菩提 以 無 
X25n0475_001:0082a19	所得故而得。舍利弗得羅漢道亦以無所得故而	所 得 故 而 得 舍 利 弗 得 羅 漢 道 亦 以 無 所 得 故 而 
X25n0475_001:0082a20	得。如來與舍利弗若是均乎。曰何獨舍利弗。至于	得 如 來 與 舍 利 弗 若 是 均 乎 曰 何 獨 舍 利 弗 至 于 
X25n0475_001:0082a21	百工賤技。承蜩意鉤履狶畫墁。未有不同者也。夫	百 工 賤 技 承 蜩 意 鉤 履 狶 畫 墁 未 有 不 同 者 也 夫 
X25n0475_001:0082a22	道之大小。雖至于菩薩。其視如來。猶若天淵。及其	道 之 大 小 雖 至 于 菩 薩 其 視 如 來 猶 若 天 淵 及 其 
X25n0475_001:0082a23	以無所得故而得。則承蜩意鉤履狶畫墁。未有不	以 無 所 得 故 而 得 則 承 蜩 意 鉤 履 狶 畫 墁 未 有 不 
X25n0475_001:0082a24	與如來同者也。斯言其近之。	與 如 來 同 者 也 斯 言 其 近 之 
X25n0475_001:0082b01	△六斷嚴土違於不取疑三。初問。二答。三結。初	 六 斷 嚴 土 違 於 不 取 疑 三 初 問 二 答 三 結 初 
X25n0475_001:0082b02	問。	問 
X25n0475_001:0082b03	須菩提。於意云何。菩薩莊嚴佛土不。	須 菩 提 於意云何 菩 薩 莊 嚴 佛 土 不 
X25n0475_001:0082b04	如來意謂。汝聞法不可取。又將無疑菩薩莊嚴淨	如 來 意 謂 汝 聞 法 不 可 取 又 將 無 疑 菩 薩 莊 嚴 淨 
X25n0475_001:0082b05	土是違於不取之言乎。於意中云何。是莊嚴耶。是	土 是 違 於 不 取 之 言 乎 於 意 中 云 何 是 莊 嚴 耶 是 
X25n0475_001:0082b06	不莊嚴耶。莊嚴佛土是取相莊嚴問。但詞雖舉相。	不 莊 嚴 耶 莊 嚴 佛 土 是 取 相 莊 嚴 問 但 詞 雖 舉 相 
X25n0475_001:0082b07	意欲明性。相。謂寶池金地。性。謂真如實理。理雖不	意 欲 明 性 相 謂 寶 池 金 地 性 謂 真 如 實 理 理 雖 不 
X25n0475_001:0082b08	外於事。而住著於事為之行。成就形相之土。是住	外 於 事 而 住 著 於 事 為 之 行 成 就 形 相 之 土 是 住 
X25n0475_001:0082b09	色生心。名為有取。若以無為之智。而契真如之理。	色 生 心 名 為 有 取 若 以 無 為 之 智 而 契 真 如 之 理 
X25n0475_001:0082b10	事即全是于理。而以無嚴之嚴。是無住生心。名為	事 即 全 是 于 理 而 以 無 嚴 之 嚴 是 無 住 生 心 名 為 
X25n0475_001:0082b11	無取。言中帶嚮。句內含機。故曰云何及不。探其解	無 取 言 中 帶 嚮 句 內 含 機 故 曰 云 何 及 不 探 其 解 
X25n0475_001:0082b12	也。△二答。	也 二 答 
X25n0475_001:0082b13	不也。世尊。何以故。莊嚴佛土者。即非莊嚴。是名莊嚴。	不 也 世 尊 何 以 故 莊 嚴 佛 土 者 即 非 莊 嚴 是 名 莊 嚴 
X25n0475_001:0082b14	空生遂斷云。不也。世尊。不莊嚴佛土。復徵云。何故	空 生 遂 斷 云 不 也 世 尊 不 莊 嚴 佛 土 復 徵 云 何 故 
X25n0475_001:0082b15	不嚴而墮斷滅之見耶。即釋云。莊嚴佛土者。即非	不 嚴 而 墮 斷 滅 之 見 耶 即 釋 云 莊 嚴 佛 土 者 即 非 
X25n0475_001:0082b16	形相莊嚴。乃無相莊嚴。是名莊嚴也。謂修習無分	形 相 莊 嚴 乃 無 相 莊 嚴 是 名 莊 嚴 也 謂 修 習 無 分 
X25n0475_001:0082b17	別智。通達真唯識性。心外無土。以智契理。無嚴而	別 智 通 達 真 唯 識 性 心 外 無 土 以 智 契 理 無 嚴 而 
X25n0475_001:0082b18	嚴。空有一味。如是以取淨土耳。豈離體性而著形	嚴 空 有 一 味 如 是 以 取 淨 土 耳 豈 離 體 性 而 著 形 
X25n0475_001:0082b19	相以論莊嚴耶。故彌勒云。智習唯識通。如是取淨	相 以 論 莊 嚴 耶 故 彌 勒 云 智 習 唯 識 通 如 是 取 淨 
X25n0475_001:0082b20	土。非形第一體。非嚴莊嚴意。問。諸佛身土。性相具	土 非 形 第 一 體 非 嚴 莊 嚴 意 問 諸 佛 身 土 性 相 具 
X25n0475_001:0082b21	足。方為了義。今既唯嚴於性。豈不闕於相耶。答。身	足 方 為 了 義 今 既 唯 嚴 於 性 豈 不 闕 於 相 耶 答 身 
X25n0475_001:0082b22	土之相。唯心之影。心淨方能現之。苟能清淨其心。	土 之 相 唯 心 之 影 心 淨 方 能 現 之 苟 能 清 淨 其 心 
X25n0475_001:0082b23	身土自然顯現。其猶磨鏡。塵盡像生。法爾如然。良	身 土 自 然 顯 現 其 猶 磨 鏡 塵 盡 像 生 法 爾 如 然 良 
X25n0475_001:0082b24	非造作。故唯識云。大圓鏡智能現身土智影。況是	非 造 作 故 唯 識 云 大圓鏡智 能 現 身 土 智 影 況 是 
X25n0475_001:0082c01	即相亡相。非謂棄相取性。但無執情。何礙於相。△	即 相 亡 相 非 謂 棄 相 取 性 但 無 執 情 何 礙 於 相 
X25n0475_001:0082c02	三結。	三 結 
X25n0475_001:0082c03	是故須菩提。諸菩薩摩訶薩應如是生清淨心。不應	是 故 須 菩 提 諸 菩薩摩訶薩 應 如 是 生 清 淨 心 不 應 
X25n0475_001:0082c04	住色生心。不應住聲香味觸法生心。應無所住而生	住 色 生 心 不 應 住 聲香味觸 法 生 心 應 無 所 住 而 生 
