T42n1827_001:0232a03	百論序疏	百 論 序 疏 
T42n1827_001:0238b09	設教凡有三門。一但有長行無有偈頌。如大	設 教 凡 有 三 門 一 但 有 長 行 無 有 偈 頌 如 大 
T42n1827_001:0238b10	品之類。二但有偈頌無有長行。如法句之流。	品 之 類 二 但 有 偈 頌 無 有 長 行 如 法 句 之 流 
T42n1827_001:0238b11	三具存二說。如法華經等。在經既爾。論亦例	三 具 存 二 說 如 法 華 經 等 在 經 既 爾 論 亦 例 
T42n1827_001:0238b12	之。一但有偈無有長行。如中論也。二但長行	之 一 但 有 偈 無 有 長 行 如 中 論 也 二 但 長 行 
T42n1827_001:0238b13	無有偈頌。即是斯文。三具二種。如十二門論。	無 有 偈 頌 即 是 斯 文 三 具 二 種 如 十 二 門 論 
T42n1827_001:0238b14	問何故經論辨此三耶。答蓋是適化不同應	問 何 故 經 論 辨 此 三 耶 答 蓋 是 適 化 不 同 應 
T42n1827_001:0238b15	機而作。故龍樹十住毘婆沙云。或有樂長行。	機 而 作 故 龍 樹 十 住 毘 婆 沙 云 或 有 樂 長 行 
T42n1827_001:0238b16	或有樂偈頌。或有樂雜說莊嚴章句者。所	或 有 樂 偈 頌 或 有 樂 雜 說 莊 嚴 章 句 者 所 
T42n1827_001:0238b17	好各不同。我隨而不捨。問斯論既是長行。	好 各 不 同 我 隨 而 不 捨 問 斯 論 既 是 長 行 
T42n1827_001:0238b18	何故云論有百偈從偈立名。答偈有二種。一	何 故 云 論 有 百 偈 從 偈 立 名 答 偈 有 二 種 一 
T42n1827_001:0238b19	者通偈二者別偈。言別偈者。謂四言五言	者 通 偈 二 者 別 偈 言 別 偈 者 謂 四 言 五 言 
T42n1827_001:0238b20	六言七言皆以四句而成。目之為偈。謂別偈	六 言 七 言 皆 以 四 句 而 成 目 之 為 偈 謂 別 偈 
T42n1827_001:0238b21	也。二者通偈謂首盧偈。釋道安云。蓋是胡	也 二 者 通 偈 謂 首 盧 偈 釋 道 安 云 蓋 是 胡 
T42n1827_001:0238b22	人數經法也。莫問長行與偈但令三十二字	人 數 經 法 也 莫 問 長 行 與 偈 但 令 三 十 二 字 
T42n1827_001:0238b23	滿即便名偈。謂通偈也。中論十二門即是別	滿 即 便 名 偈 謂 通 偈 也 中 論 十 二 門 即 是 別 
T42n1827_001:0238b24	偈。斯論謂通偈也。婆沙列四種偈。一者以	偈 斯 論 謂 通 偈 也 婆 沙 列 四 種 偈 一 者 以 
T42n1827_001:0238b25	八字為一句。三十二字為一偈。此是結偈法。	八 字 為 一 句 三 十 二 字 為 一 偈 此 是 結 偈 法 
T42n1827_001:0238b26	名阿莬吒闡提。是經論數法。亦是計書寫數	名 阿 莬 吒 闡 提 是 經 論 數 法 亦 是 計 書 寫 數 
T42n1827_001:0238b27	法。二者或六字為句名初偈。三者二十六字	法 二 者 或 六 字 為 句 名 初 偈 三 者 二 十 六 字 
T42n1827_001:0238b28	為句者是後偈。此偈名摩羅。四者減六字為	為 句 者 是 後 偈 此 偈 名 摩 羅 四 者 減 六 字 為 
T42n1827_001:0238b29	句。此偈名周利荼。今謂四種中百論偈是最	句 此 偈 名 周 利 荼 今 謂 四 種 中 百 論 偈 是 最 
T42n1827_001:0238c01	初偈也。所言偈者。外國稱為祇夜亦云竭夜。	初 偈 也 所 言 偈 者 外 國 稱 為 祇 夜 亦 云 竭 夜 
T42n1827_001:0238c02	今略其煩故但云偈。此土翻之句也頌也。有	今 略 其 煩 故 但 云 偈 此 土 翻 之 句 也 頌 也 有 
T42n1827_001:0238c03	人言。偈是此門之名。訓之為竭。以其明義竭	人 言 偈 是 此 門 之 名 訓 之 為 竭 以 其 明 義 竭 
T42n1827_001:0238c04	盡故稱為偈。辨多小第三。什師云。論凡二十	盡 故 稱 為 偈 辨 多 小 第 三 什 師 云 論 凡 二 十 
T42n1827_001:0238c05	品。品各五偈。故合有百偈。問觀此論文長短	品 品 各 五 偈 故 合 有 百 偈 問 觀 此 論 文 長 短 
T42n1827_001:0238c06	不定。初捨罪福將及半卷。一異等章唯有數	不 定 初 捨 罪 福 將 及 半 卷 一 異 等 章 唯 有 數 
T42n1827_001:0238c07	紙。若品各五偈則並應百六十字。云何少多	紙 若 品 各 五 偈 則 並 應 百 六 十 字 云 何 少 多 
T42n1827_001:0238c08	不同。答據彼梵文。提婆本論則品各四偈字	不 同 答 據 彼 梵 文 提 婆 本 論 則 品 各 四 偈 字 
T42n1827_001:0238c09	無少多。而今有長短者凡有三義。一者天親	無 少 多 而 今 有 長 短 者 凡 有 三 義 一 者 天 親 
T42n1827_001:0238c10	注論有其少多。難解者則廣釋。易見者則略	注 論 有 其 少 多 難 解 者 則 廣 釋 易 見 者 則 略 
T42n1827_001:0238c11	明。故文成豐約也。二者注論之人觀品形勢。	明 故 文 成 豐 約 也 二 者 注 論 之 人 觀 品 形 勢 
T42n1827_001:0238c12	若起盡難明則義生問答鉤瑣蟬聯。故品則	若 起 盡 難 明 則 義 生 問 答 鉤 瑣 蟬 聯 故 品 則 
T42n1827_001:0238c13	長。若始末易明直釋而已。在文則短。三者羅	長 若 始 末 易 明 直 釋 而 已 在 文 則 短 三 者 羅 
T42n1827_001:0238c14	什翻論詳察機宜。有益者則廣翻。無利者則	什 翻 論 詳 察 機 宜 有 益 者 則 廣 翻 無 利 者 則 
T42n1827_001:0238c15	略譯。是以品文有其長短。諸講匠不體斯意	略 譯 是 以 品 文 有 其 長 短 諸 講 匠 不 體 斯 意 
T42n1827_001:0238c16	故謬釋紛綸。相生第四。言十品者。一捨罪福。	故 謬 釋 紛 綸 相 生 第 四 言 十 品 者 一 捨 罪 福 
T42n1827_001:0238c17	二破神。三破一。四破異。五破情。六破塵。七	二 破 神 三 破 一 四 破 異 五 破 情 六 破 塵 七 
T42n1827_001:0238c18	破因。中有果。八破因中無果。九破常。十破	破 因 中 有 果 八 破 因中無果 九 破 常 十 破 
T42n1827_001:0238c19	空。問斯論十品何因緣故初捨罪福。答九十	空 問 斯 論 十 品 何 因 緣 故 初 捨 罪 福 答 九 十 
T42n1827_001:0238c20	六術但知起罪感彼三塗。未悟著福迴流六	六 術 但 知 起 罪 感 彼 三 塗 未 悟 著 福 迴 流 六 
T42n1827_001:0238c21	趣。今欲示其出要之津。是故建篇明捨罪福。	趣 今 欲 示 其 出 要 之 津 是 故 建 篇 明 捨 罪 福 
T42n1827_001:0238c22	捨罪福則義無不員。但外道不受三空而立有	捨 罪 福 則 義 無 不 員 但 外 道 不 受 三 空 而 立 有 
T42n1827_001:0238c23	神我。故第二破神。神義不立舉法來救。但一異	神 我 故 第 二 破 神 神 義 不 立 舉 法 來 救 但 一 異 
T42n1827_001:0238c24	為萬化大宗。宜前破洗。故有破一異二品。一異	為 萬 化 大 宗 宜 前 破 洗 故 有 破 一 異 二 品 一 異 
T42n1827_001:0238c25	理隱容可應無。情塵顯現必當是有。仍復破	理 隱 容 可 應 無 情 塵 顯 現 必 當 是 有 仍 復 破 
T42n1827_001:0238c26	之。故有情塵二品。外云。若無情塵則壞因果。	之 故 有 情 塵 二 品 外 云 若 無 情 塵 則 壞 因 果 
T42n1827_001:0238c27	因果不壞則情塵不無。故次因中有果無果	因 果 不 壞 則 情 塵 不 無 故 次 因 中 有 果 無 果 
T42n1827_001:0238c28	二品。自上已來並破無常。五種常法獨未除	二 品 自 上 已 來 並 破 無 常 五 種 常 法 獨 未 除 
T42n1827_001:0238c29	之。故須破常。常與無常皆是有法。有法被破	之 故 須 破 常 常 與 無 常 皆 是 有 法 有 法 被 破 
T42n1827_001:0239a01	則墮於空。故次破空也。釋品名第五。罪以摧	則 墮 於 空 故 次 破 空 也 釋 品 名 第 五 罪 以 摧 
T42n1827_001:0239a02	拆為義。造不善業感彼三塗。得於苦報摧拆	拆 為 義 造 不 善 業 感 彼 三 塗 得 於 苦 報 摧 拆 
T42n1827_001:0239a03	行人。目之為罪。福是富饒為義。起於善業招	行 人 目 之 為 罪 福 是 富 饒 為 義 起 於 善 業 招 
T42n1827_001:0239a04	人天樂果。故稱為福。捨者入實相觀心無所	人 天 樂 果 故 稱 為 福 捨 者 入 實 相 觀 心 無 所 
T42n1827_001:0239a05	依。故稱為捨。問罪招苦報可得云捨。福感樂	依 故 稱 為 捨 問 罪 招 苦 報 可 得 云 捨 福 感 樂 
T42n1827_001:0239a06	果云何亦棄。答罪住時苦。福滅時苦。以二	果 云 何 亦 棄 答 罪 住 時 苦 福 滅 時 苦 以 二 
T42n1827_001:0239a07	時並苦故宜須雙棄。問罪福為是因名為是	時 並 苦 故 宜 須 雙 棄 問 罪 福 為 是 因 名 為 是 
T42n1827_001:0239a08	果稱。答罪福是因而受果稱。所以然者。就果	果 稱 答 罪 福 是 因 而 受 果 稱 所 以 然 者 就 果 
T42n1827_001:0239a09	彰罪福其義則顯。故捨義方成。如罪報是苦	彰 罪 福 其 義 則 顯 故 捨 義 方 成 如 罪 報 是 苦 
T42n1827_001:0239a10	故不應起罪。福報滅苦不應著福。以果既有	故 不 應 起 罪 福 報 滅 苦 不 應 著 福 以 果 既 有 
T42n1827_001:0239a11	過患故宜應捨因。因受果名意在於此。問福	過 患 故 宜 應 捨 因 因 受 果 名 意 在 於 此 問 福 
T42n1827_001:0239a12	滅時苦。云何得依福捨罪。答福有二時成兩	滅 時 苦 云 何 得 依 福 捨 罪 答 福 有 二 時 成 兩 
T42n1827_001:0239a13	捨義。福報生時樂故依之捨罪。福報滅時苦	捨 義 福 報 生 時 樂 故 依 之 捨 罪 福 報 滅 時 苦 
T42n1827_001:0239a14	故依空以捨福也。問罪若可捨故不造罪者。	故 依 空 以 捨 福 也 問 罪 若 可 捨 故 不 造 罪 者 
T42n1827_001:0239a15	福既可捨亦應不修福耶。答有所得心而起	福 既 可 捨 亦 應 不 修 福 耶 答 有所得心 而 起 
T42n1827_001:0239a16	罪福者。菩薩從初發心皆不起也。今為始行	罪 福 者 菩 薩 從 初 發 心 皆 不 起 也 今 為 始 行 
T42n1827_001:0239a17	之人入道次第。三義論之。罪但捨不取。空無	之 人 入 道 次 第 三 義 論 之 罪 但 捨 不 取 空 無 
T42n1827_001:0239a18	相但取不捨。福則亦取亦捨。為欲依福捨罪	相 但 取 不 捨 福 則 亦 取 亦 捨 為 欲 依 福 捨 罪 
T42n1827_001:0239a19	故須修福。為欲入空是以捨之。問經云取捨	故 須 修 福 為 欲 入 空 是 以 捨 之 問 經 云 取 捨 
T42n1827_001:0239a20	是斷常戲論。今云何明取捨義耶。答今明捨	是 斷 常 戲 論 今 云 何 明 取 捨 義 耶 答 今 明 捨 
T42n1827_001:0239a21	者非取捨之捨。下云捨名心不著。以無得無	者 非 取 捨 之 捨 下 云 捨 名 心 不 著 以 無 得 無 
T42n1827_001:0239a22	依故名為捨。即是捨除取捨故名為捨。又為	依 故 名 為 捨 即 是 捨 除 取 捨 故 名 為 捨 又 為 
T42n1827_001:0239a23	對眾生兩取故明二捨。兩取病若除則無所	對 眾 生 兩 取 故 明 二 捨 兩 取 病 若 除 則 無 所 
T42n1827_001:0239a24	捨。問既罪福二捨亦應邪正兩除。云何破邪	捨 問 既 罪 福 二 捨 亦 應 邪 正 兩 除 云 何 破 邪 
T42n1827_001:0239a25	而申於正。答若以罪為邪以福為正。即是邪	而 申 於 正 答 若 以 罪 為 邪 以 福 為 正 即 是 邪 
T42n1827_001:0239a26	正兩捨。但今明二取墮二邊故名之為邪。兩	正 兩 捨 但 今 明 二 取 墮 二 邊 故 名 之 為 邪 兩 
T42n1827_001:0239a27	捨是中道名之為正。故非類也。問捨罪福為	捨 是 中 道 名 之 為 正 故 非 類 也 問 捨 罪 福 為 
T42n1827_001:0239a28	何等人。答為始行人則依福捨罪。為久行人	何 等 人 答 為 始 行 人 則 依 福 捨 罪 為 久 行 人 
T42n1827_001:0239a29	則依空捨福。此二人攝一切人盡。故為二人	則 依 空 捨 福 此 二 人 攝 一 切 人 盡 故 為 二 人 
T42n1827_001:0239b01	明二教也。又外道有二。一者起有見。二起無	明 二 教 也 又 外 道 有 二 一 者 起 有 見 二 起 無 
T42n1827_001:0239b02	見。修善捨惡破於無見。罪福俱棄破於有見。	見 修 善 捨 惡 破 於 無 見 罪 福 俱 棄 破 於 有 見 
T42n1827_001:0239b03	即是非有非無中道之義。故明兩捨。又為凡	即 是 非有非無 中 道 之 義 故 明 兩 捨 又 為 凡 
T42n1827_001:0239b04	夫明兩捨。為二乘辨罪福。以凡夫著有故有	夫 明 兩 捨 為 二 乘 辨 罪 福 以 凡 夫 著 有 故 有 
T42n1827_001:0239b05	六道罪福。今明罪福性空不應著有。二乘滯	六 道 罪 福 今 明 罪 福 性 空 不 應 著 有 二 乘 滯 
T42n1827_001:0239b06	空。證空之時不能即知罪福宛然。故明雖畢	空 證 空 之 時 不 能 即 知 罪 福 宛 然 故 明 雖 畢 
T42n1827_001:0239b07	竟空而罪福宛然。兩捨即是波若。罪福即為	竟 空 而 罪 福 宛 然 兩 捨 即 是 波 若 罪 福 即 為 
T42n1827_001:0239b08	方便。欲令一切凡夫二乘具波若方便故明兩	方 便 欲 令 一 切 凡 夫 二 乘 具 波 若 方 便 故 明 兩 
T42n1827_001:0239b09	捨。即是法華度五百由旬義也。又佛法有二。	捨 即 是 法 華 度 五 百 由 旬 義 也 又 佛 法 有 二 
T42n1827_001:0239b10	一世間教二出世法。若明五戒招人十善感天	一 世 間 教 二 出 世 法 若 明 五 戒 招 人 十 善 感 天 
T42n1827_001:0239b11	故誡惡勸善此世間教也。若明法尚應捨何	故 誡 惡 勸 善 此 世 間 教 也 若 明 法 尚 應 捨 何 
T42n1827_001:0239b12	況非法故依彼三空捨於二善得三乘聖道謂	況 非 法 故 依 彼 三 空 捨 於 二 善 得 三 乘 聖 道 謂 
T42n1827_001:0239b13	出世教也。今明捨罪謂世間教。次明捨福辨	出 世 教 也 今 明 捨 罪 謂 世 間 教 次 明 捨 福 辨 
T42n1827_001:0239b14	出世教。故建篇。兩捨則總攝五乘。良以外道	出 世 教 故 建 篇 兩 捨 則 總 攝 五 乘 良 以 外 道 
T42n1827_001:0239b15	邪言障五乘教。故偏破邪言遍申佛教。又佛	邪 言 障 五 乘 教 故 偏 破 邪 言 遍 申 佛 教 又 佛 
T42n1827_001:0239b16	法有二。一小乘教二大乘法。捨惡修善棄生死	法 有 二 一 小 乘 教 二 大 乘 法 捨 惡 修 善 棄 生 死 
T42n1827_001:0239b17	而取涅槃謂小乘教也。無惡可捨無善可取。	而 取 涅 槃 謂 小 乘 教 也 無 惡 可 捨 無 善 可 取 
T42n1827_001:0239b18	涅槃非寂靜生死不雜亂謂大乘教也。故明此	涅 槃 非 寂 靜 生 死 不 雜 亂 謂 大 乘 教 也 故 明 此 
T42n1827_001:0239b19	兩捨則攝大小乘。以外道雙障世出世教故	兩 捨 則 攝 大 小 乘 以 外 道 雙 障 世 出 世 教 故 
T42n1827_001:0239b20	論主雙破雙申。又智度論云。無生法忍有二	論 主 雙 破 雙 申 又 智 度 論 云 無生法忍 有 二 
T42n1827_001:0239b21	種障。一殺盜等名為麁障。二取捨心行於施	種 障 一 殺 盜 等 名 為 麁 障 二 取 捨 心 行 於 施 
T42n1827_001:0239b22	戒稱為細障。今明捨罪則除其麁。次明捨福	戒 稱 為 細 障 今 明 捨 罪 則 除 其 麁 次 明 捨 福 
T42n1827_001:0239b23	以息其細。麁細既泯則無生觀現前。三世佛	以 息 其 細 麁 細 既 泯 則 無 生 觀 現 前 三 世 佛 
T42n1827_001:0239b24	菩薩出世大意令離二障得無生也。又佛法	菩 薩 出 世 大 意 令 離 二 障 得 無 生 也 又 佛 法 
T42n1827_001:0239b25	有二諦。為世諦故明依福捨罪。為第一義則依	有 二 諦 為 世 諦 故 明 依 福 捨 罪 為 第 一 義 則 依 
T42n1827_001:0239b26	空捨福。以諸佛說法常依二諦。今欲破邪迷	空 捨 福 以 諸 佛 說 法 常 依 二 諦 今 欲 破 邪 迷 
T42n1827_001:0239b27	申乎二諦。故建言兩捨。亦總破眾迷總申眾	申 乎 二 諦 故 建 言 兩 捨 亦 總 破 眾 迷 總 申 眾 
T42n1827_001:0239b28	教。提婆一期出世如佛不異也。又言捨者蓋	教 提 婆 一 期 出 世 如 佛 不 異 也 又 言 捨 者 蓋 
T42n1827_001:0239b29	是中道之異名佛性之別目。如涅槃云。明與	是 中 道 之 異 名 佛 性 之 別 目 如 涅 槃 云 明 與 
T42n1827_001:0239c01	無明愚者謂二。智者了建知其無二。無二之	無 明 愚 者 謂 二 智 者 了 建 知 其 無 二 無 二 之 
T42n1827_001:0239c02	性即是實性。實性者諸中道佛性也。又云。十	性 即 是 實 性 實 性 者 諸 中 道 佛 性 也 又 云 十 
T42n1827_001:0239c03	善十惡亦復如是。故知明於兩捨即辨中道	善 十 惡 亦復如是 故 知 明 於 兩 捨 即 辨 中 道 
T42n1827_001:0239c04	佛性。淨名不二法門品明罪福無二為入不	佛 性 淨 名 不二法門 品 明 罪 福 無 二 為 入 不 
T42n1827_001:0239c05	二法門。故知兩捨猶是正觀之異名不二之	二 法 門 故 知 兩 捨 猶 是 正 觀 之 異 名 不 二 之 
T42n1827_001:0239c06	殊稱也。又欲對小乘取捨之論今建章明兩	殊 稱 也 又 欲 對 小 乘 取 捨 之 論 今 建 章 明 兩 
T42n1827_001:0239c07	捨之論。小乘明取捨則是生滅教。故法華云。	捨 之 論 小 乘 明 取 捨 則 是 生 滅 教 故 法 華 云 
T42n1827_001:0239c08	分別說諸法五眾之生滅。申小乘生滅經即	分 別 說 諸 法 五 眾 之 生 滅 申 小 乘 生 滅 經 即 
T42n1827_001:0239c09	小乘生滅論。大乘是無生滅經。故云為諸菩	小 乘 生 滅 論 大 乘 是 無 生 滅 經 故 云 為 諸 菩 
T42n1827_001:0239c10	薩說十二因緣不生滅。申無生滅經即是無	薩 說 十二因緣 不 生 滅 申 無 生 滅 經 即 是 無 
T42n1827_001:0239c11	生滅論。故中論發旨唱不生不滅。此論命初	生 滅 論 故 中 論 發 旨 唱 不生不滅 此 論 命 初 
T42n1827_001:0239c12	標於兩捨。故知為簡異小乘取捨論明大乘	標 於 兩 捨 故 知 為 簡 異 小 乘 取 捨 論 明 大 乘 
