T47n1963_001:0083b03	淨土論序	淨 土 論 序 
T47n1963_002:0090b03	跨以據神。世界瑩以千珍。聖主題之萬相。此	跨 以 據 神 世 界 瑩 以 千 珍 聖 主 題 之 萬 相 此 
T47n1963_002:0090b04	人及土。俱非下地窺遊。經論雖說得往生。恐	人 及 土 俱 非 下 地 窺 遊 經 論 雖 說 得 往 生 恐 
T47n1963_002:0090b05	是別時意語。今依何道理。判得往生。此則道	是 別 時 意 語 今 依 何 道 理 判 得 往 生 此 則 道 
T47n1963_002:0090b06	俗僉疑。願聞厥旨也。	俗 僉 疑 願 聞 厥 旨 也 
T47n1963_002:0090b07	答曰。但聖教綸披。實難究覽。業行縈結。誰可	答 曰 但 聖 教 綸 披 實 難 究 覽 業 行 縈 結 誰 可 
T47n1963_002:0090b08	窺尋。今還撿之聖教。究以道理。使往生之路	窺 尋 今 還 撿 之 聖 教 究 以 道 理 使 往 生 之 路 
T47n1963_002:0090b09	決如掌中(聖教者後說。道理者今論)如攝大乘論云。夫為證	決 如 掌 中 聖 教 者 後 說 道 理 者 今 論 如 攝 大 乘 論 云 夫 為 證 
T47n1963_002:0090b10	者。必須經論二教。阿毘達磨。以理為勝。修多	者 必 須 經 論 二 教 阿 毘 達 磨 以 理 為 勝 修 多 
T47n1963_002:0090b11	羅。以教為勝。教必有理。理必順教。今且究	羅 以 教 為 勝 教 必 有 理 理 必 順 教 今 且 究 
T47n1963_002:0090b12	理。後引其教。究理者撿諸經藏。有隱顯二說。	理 後 引 其 教 究 理 者 撿 諸 經 藏 有 隱 顯 二 說 
T47n1963_002:0090b13	謂了義經不了義經。了義經者。畢竟不破。不	謂 了 義 經 不了義經 了 義 經 者 畢 竟 不 破 不 
T47n1963_002:0090b14	了義經。至涅槃會上。並引未決破。唯淨土一	了 義 經 至 涅 槃 會 上 並 引 未 決 破 唯 淨 土 一 
T47n1963_002:0090b15	教。不入破限。當知。即是了義經也。又菩薩造	教 不 入 破 限 當 知 即 是 了 義 經 也 又 菩 薩 造 
T47n1963_002:0090b16	論。解釋佛經。其不了義經即破。了義經之	論 解 釋 佛 經 其 不了義經 即 破 了 義 經 之 
T47n1963_002:0090b17	即讚。此土一教。於論中讚。無有破處。故知。	即 讚 此 土 一 教 於 論 中 讚 無 有 破 處 故 知 
T47n1963_002:0090b18	是了義經也。	是 了 義 經 也 
T47n1963_002:0090b19	問曰。如攝大乘論釋。作別時意。豈不是破	問 曰 如 攝 大 乘 論 釋 作 別 時 意 豈 不 是 破 
T47n1963_002:0090b20	耶。	耶 
T47n1963_002:0090b21	答曰。彼論所明。有別時有不別時。若唯空發	答 曰 彼 論 所 明 有 別 時 有 不 別 時 若 唯 空 發 
T47n1963_002:0090b22	願。即是別時。若行願兼修。非是別時。若天親	願 即 是 別 時 若 行 願 兼 修 非 是 別 時 若 天 親 
T47n1963_002:0090b23	菩薩判。作別時意者何故。攝論後文。將造論	菩 薩 判 作 別 時 意 者 何 故 攝 論 後 文 將 造 論 
T47n1963_002:0090b24	功德。迴向眾生。願往生淨土也。又何故更造	功 德 迴 向 眾 生 願 往 生 淨 土 也 又 何 故 更 造 
T47n1963_002:0090b25	往生論。勸人往生也。復次如觀經教興意者。	往 生 論 勸 人 往 生 也 復 次 如 觀 經 教 興 意 者 
T47n1963_002:0090b26	緣韋提希生阿闍世五逆之子。因厭五濁。願	緣 韋 提 希 生 阿 闍 世 五 逆 之 子 因 厭 五 濁 願 
T47n1963_002:0090b27	生極樂。佛遂為說三福淨業十六觀門。勸眾	生 極 樂 佛 遂 為 說 三 福 淨 業 十 六 觀 門 勸 眾 
T47n1963_002:0090b28	生往生。乃至十惡五逆。悉勸往生。即既淨	生 往 生 乃 至 十 惡 五 逆 悉 勸 往 生 即 既 淨 
T47n1963_002:0090b29	土請主。身居五濁。復生逆子。佛說皆得往生。	土 請 主 身 居 五 濁 復 生 逆 子 佛 說 皆 得 往 生 
T47n1963_002:0090c01	即知。現居五濁。凡夫悉得往生。此理明矣。	即 知 現 居 五 濁 凡 夫 悉 得 往 生 此 理 明 矣 
T47n1963_002:0090c02	問曰。韋提希是大菩薩。為化眾生。現受女身。	問 曰 韋 提 希 是 大 菩 薩 為 化 眾 生 現 受 女 身 
T47n1963_002:0090c03	生於逆子。豈實是凡夫耶。	生 於 逆 子 豈 實 是 凡 夫 耶 
T47n1963_002:0090c04	答曰。縱令實是菩薩。現受女身化眾生者。必	答 曰 縱 令 實 是 菩 薩 現 受 女 身 化 眾 生 者 必 
T47n1963_002:0090c05	須隱其實德。現同凡夫攝化同類。如五百侍	須 隱 其 實 德 現 同 凡 夫 攝 化 同 類 如 五 百 侍 
T47n1963_002:0090c06	女佛記得往生。並未來一切女人。及諸男子。	女 佛 記 得 往 生 並 未 來 一 切 女 人 及 諸 男 子 
T47n1963_002:0090c07	悉是凡夫。並是所攝。亦得往生。如諸菩薩。或	悉 是 凡 夫 並 是 所 攝 亦 得 往 生 如 諸 菩 薩 或 
T47n1963_002:0090c08	現地獄身。即引地獄眾生也。如方等經中	現 地 獄 身 即 引 地 獄 眾 生 也 如 方 等 經 中 
T47n1963_002:0090c09	婆藪仙人等。或現畜生身。即引畜生眾生。如	婆 藪 仙 人 等 或 現 畜 生 身 即 引 畜 生 眾 生 如 
T47n1963_002:0090c10	涅槃經中蜂王鵝王蟻王等。或現作五逆。即	涅 槃 經 中 蜂 王 鵝 王 蟻 王 等 或 現 作 五 逆 即 
T47n1963_002:0090c11	引五逆眾生。如阿闍世王提婆達多等。此並	引 五 逆 眾 生 如 阿 闍 世 王 提 婆 達 多 等 此 並 
T47n1963_002:0090c12	能化者是假。所化者實也。韋提希既現在凡	能 化 者 是 假 所 化 者 實 也 韋 提 希 既 現 在 凡 
T47n1963_002:0090c13	夫身。居五濁。當知。即引五濁凡夫。往生極樂	夫 身 居 五 濁 當 知 即 引 五 濁 凡 夫 往 生 極 樂 
T47n1963_002:0090c14	也。故觀經云。佛告韋提希。汝是凡夫。未得天	也 故 觀 經 云 佛 告 韋 提 希 汝 是 凡 夫 未 得 天 
T47n1963_002:0090c15	眼。不能遠觀。如來有異方便。令汝得見也。復	眼 不 能 遠 觀 如 來 有 異 方 便 令 汝 得 見 也 復 
T47n1963_002:0090c16	次法藏比丘四十八大願。初先為一切凡夫。	次 法 藏 比 丘 四 十 八 大 願 初 先 為 一 切 凡 夫 
T47n1963_002:0090c17	後始兼為三乘聖人。故知。淨土宗意。本為凡	後 始 兼 為 三 乘 聖 人 故 知 淨 土 宗 意 本 為 凡 
T47n1963_002:0090c18	夫。兼為聖人也。復次如十解已上菩薩。留惑	夫 兼 為 聖 人 也 復 次 如 十 解 已 上 菩 薩 留 惑 
T47n1963_002:0090c19	受生惡道。願救苦眾生。不生淨土。以任自業	受 生 惡 道 願 救 苦 眾 生 不 生 淨 土 以 任 自 業 
T47n1963_002:0090c20	力更不墮惡道中故。即知凡夫由未勉惡道	力 更 不墮惡道 中 故 即 知 凡 夫 由 未 勉 惡 道 
T47n1963_002:0090c21	故。須生淨土中。十解已去。不畏生惡道故。不	故 須 生 淨 土 中 十 解 已 去 不 畏 生 惡 道 故 不 
T47n1963_002:0090c22	願生淨土也。故知。淨土興意。本為凡夫。非為	願 生 淨 土 也 故 知 淨 土 興 意 本 為 凡 夫 非 為 
T47n1963_002:0090c23	菩薩也。又此淨土一門。經經中說。論論中明。	菩 薩 也 又 此 淨 土 一 門 經 經 中 說 論 論 中 明 
T47n1963_002:0090c24	若是不了說者。何故佛及菩薩。作此慇懃也。	若 是 不 了 說 者 何 故 佛 及 菩 薩 作 此 慇 懃 也 
T47n1963_002:0090c25	乃至十方諸佛。各出廣長舌相。證釋迦所說。	乃 至 十方諸佛 各 出 廣長舌相 證 釋 迦 所 說 
T47n1963_002:0090c26	及勸眾生。此豈是不了說也。復次如上古已	及 勸 眾 生 此 豈 是 不 了 說 也 復 次 如 上 古 已 
T47n1963_002:0090c27	來大德名僧及俗中聰明儒士。並修淨土行。	來 大 德 名 僧 及 俗 中 聰 明 儒 士 並 修 淨 土 行 
T47n1963_002:0090c28	謂廬山遠法師。叡法師。劉遺民。謝靈運乃至	謂 廬 山 遠 法 師 叡 法 師 劉 遺 民 謝 靈 運 乃 至 
T47n1963_002:0090c29	近世。綽禪師。此等臨終並感得光臺異相。聖	近 世 綽 禪 師 此 等 臨 終 並 感 得 光 臺 異 相 聖 
T47n1963_002:0091a01	眾來迎。錄在別傳。此等大德智人。既欣淨土。	眾 來 迎 錄 在 別 傳 此 等 大 德 智 人 既 欣 淨 土 
T47n1963_002:0091a02	後之學者。但可逐他先匠不須疑也。又前問	後 之 學 者 但 可 逐 他 先 匠 不 須 疑 也 又 前 問 
T47n1963_002:0091a03	云。土榮千珍。佛題萬相。此之人土。俱非下	云 土 榮 千 珍 佛 題 萬 相 此 之 人 土 俱 非 下 
T47n1963_002:0091a04	地窺遊者。今答此義。若論實報人土。誠如所	地 窺 遊 者 今 答 此 義 若 論 實 報 人 土 誠 如 所 
T47n1963_002:0091a05	說。若是事淨土及化淨土。理則不然。若事土	說 若 是 事 淨 土 及 化 淨 土 理 則 不 然 若 事 土 
T47n1963_002:0091a06	報身。則為上地所見。若迹身化土。則為地前	報 身 則 為 上 地 所 見 若 迹 身 化 土 則 為 地 前 
T47n1963_002:0091a07	窺遊。若俱非下地境界者。則聖無化生之能。	窺 遊 若 俱 非 下 地 境 界 者 則 聖 無 化 生 之 能 
T47n1963_002:0091a08	生無入聖之分。俱具二義。即得往生。一一切	生 無 入 聖 之 分 俱 具 二 義 即 得 往 生 一 一 切 
T47n1963_002:0091a09	眾生修行。以為因緣。二彌陀本願為增上緣。	眾 生 修 行 以 為 因 緣 二 彌 陀 本 願 為 增 上 緣 
T47n1963_002:0091a10	二義若具。即得往生。故起信論云。有諸佛法。	二 義 若 具 即 得 往 生 故 起 信 論 云 有 諸 佛 法 
T47n1963_002:0091a11	有因有緣。因緣具足。乃得成辦也。有已如	有 因 有 緣 因緣具足 乃 得 成 辦 也 有 已 如 
T47n1963_002:0091a12	是等道理故。眾生修行。並得往生也。二問答	是 等 道 理 故 眾 生 修 行 並 得 往 生 也 二 問 答 
T47n1963_002:0091a13	分別釋妨難者。	分 別 釋 妨 難 者 
T47n1963_002:0091a14	問曰。諸佛隨宜說法。意趣難解。自非論釋。幽	問 曰 諸 佛 隨宜說法 意 趣 難 解 自 非 論 釋 幽 
T47n1963_002:0091a15	旨難通。如成實論云。由經論故。義則易解。故	旨 難 通 如 成 實 論 云 由 經 論 故 義 則 易 解 故 
T47n1963_002:0091a16	無著菩薩玄覽聖心。揣諸經旨。略開四意四	無 著 菩 薩 玄 覽 聖 心 揣 諸 經 旨 略 開 四 意 四 
T47n1963_002:0091a17	依。如淨土一門。判作別時意。乃今云。眾生修	依 如 淨 土 一 門 判 作 別 時 意 乃 今 云 眾 生 修 
T47n1963_002:0091a18	行。即得往生。是義云何。	行 即 得 往 生 是 義 云 何 
T47n1963_002:0091a19	答曰。如彼論說。自是別時。餘經中說。非是別	答 曰 如 彼 論 說 自 是 別 時 餘 經 中 說 非 是 別 
T47n1963_002:0091a20	時。豈得將別時難不別時也。	時 豈 得 將 別 時 難 不 別 時 也 
T47n1963_002:0091a21	問曰。云何論說則是別時。餘經中說則非別	問 曰 云 何 論 說 則 是 別 時 餘 經 中 說 則 非 別 
T47n1963_002:0091a22	時也。	時 也 
T47n1963_002:0091a23	答曰。彼論但據空發願。不論修行者。餘經中	答 曰 彼 論 但 據 空 發 願 不 論 修 行 者 餘 經 中 
T47n1963_002:0091a24	說。兼論修行。若佛經中。說眾生發願則得往	說 兼 論 修 行 若 佛 經 中 說 眾 生 發 願 則 得 往 
T47n1963_002:0091a25	生者。並是別時意說。不得往生也。如小彌陀	生 者 並 是 別 時 意 說 不 得 往 生 也 如 小 彌 陀 
T47n1963_002:0091a26	經云。若有人。已發願。今發願。當發願。於彼	經 云 若 有 人 已 發 願 今 發 願 當 發 願 於 彼 
T47n1963_002:0091a27	國土。若已生。若今生。若當生也。如此等經。	國 土 若 已 生 若 今 生 若 當 生 也 如 此 等 經 
T47n1963_002:0091a28	總是別時意說。不得即生也。若如諸淨土經。	總 是 別 時 意 說 不 得 即 生 也 若 如 諸 淨 土 經 
T47n1963_002:0091a29	或明三福業十六觀門。或令發菩提心。七日	或 明 三 福 業 十 六 觀 門 或 令發菩提心 七 日 
T47n1963_002:0091b01	念佛。或教發願迴向。十念往生。如此等經。並	念 佛 或 教 發 願 迴 向 十 念 往 生 如 此 等 經 並 
T47n1963_002:0091b02	是往生。即非別時也。故彼論云。由唯發願。是	是 往 生 即 非 別 時 也 故 彼 論 云 由 唯 發 願 是 
T47n1963_002:0091b03	別時意也。既空發願。理是別時也。	別 時 意 也 既 空 發 願 理 是 別 時 也 
T47n1963_002:0091b04	問曰。如往生論說。女人及根缺二乘種不生。	問 曰 如 往 生 論 說 女 人 及 根 缺 二 乘 種 不 生 
T47n1963_002:0091b05	云何女人等三亦得往生。	云 何 女 人 等 三 亦 得 往 生 
T47n1963_002:0091b06	答曰。實然。此等三種理不得生。若無三種。定	答 曰 實 然 此 等 三 種 理 不 得 生 若 無 三 種 定 
T47n1963_002:0091b07	得往生。何三種者。一於此土中。或有男子。或	得 往 生 何 三 種 者 一 於 此 土 中 或 有 男 子 或 
T47n1963_002:0091b08	有女人。種於女因。決定招女報者。此人縱修	有 女 人 種 於 女 因 決 定 招 女 報 者 此 人 縱 修 
T47n1963_002:0091b09	淨土行。亦不得往生。以淨土中無女人故。此	淨 土 行 亦 不 得 往 生 以 淨 土 中 無 女 人 故 此 
T47n1963_002:0091b10	是定業。不可改動。即是業障也。根缺者。若人	是 定 業 不 可 改 動 即 是 業 障 也 根 缺 者 若 人 
T47n1963_002:0091b11	於此土中。定種盲聾等因。亦不得往生。以淨	於 此 土 中 定 種 盲 聾 等 因 亦 不 得 往 生 以 淨 
T47n1963_002:0091b12	土中人。並有三十二大丈夫相故。此亦是業	土 中 人 並 有 三十二大丈夫相 故 此 亦 是 業 
T47n1963_002:0091b13	障也。二乘者。若是二乘學人。及二乘方便道	障 也 二 乘 者 若 是 二 乘 學 人 及 二 乘 方 便 道 
T47n1963_002:0091b14	中人。種二乘定因。不信有大乘及十方淨土	中 人 種 二 乘 定 因 不 信 有 大 乘 及 十 方 淨 土 
T47n1963_002:0091b15	者。亦不得往生。以此人是愚法二乘。不信有	者 亦 不 得 往 生 以 此 人 是 愚 法 二 乘 不 信 有 
T47n1963_002:0091b16	十方佛及淨土故。不肯發願迴向也。此即是	十 方 佛 及 淨 土 故 不 肯 發 願 迴 向 也 此 即 是 
T47n1963_002:0091b17	決定小乘障大乘也。彼論所明種者。定業種	決 定 小 乘 障 大 乘 也 彼 論 所 明 種 者 定 業 種 
T47n1963_002:0091b18	也。但無此三定種者。即得往生也。	也 但 無 此 三 定 種 者 即 得 往 生 也 
T47n1963_002:0091b19	問曰。若此土中。有三種定業。即不得往生者。	問 曰 若 此 土 中 有 三 種 定 業 即 不 得 往 生 者 
T47n1963_002:0091b20	何故觀經中云。受持五戒等即得往生。至彼	何 故 觀 經 中 云 受 持 五 戒 等 即 得 往 生 至 彼 
T47n1963_002:0091b21	聞說四諦悟羅漢果等也。此豈不小乘定種。	聞 說 四 諦 悟 羅 漢 果 等 也 此 豈 不 小 乘 定 種 
T47n1963_002:0091b22	答曰。此是不愚法人。信有十方諸佛及以淨	答 曰 此 是 不 愚 法 人 信 有 十方諸佛 及 以 淨 
T47n1963_002:0091b23	土。發願迴向。始得往生。若悟果竟。佛為說法	土 發 願 迴 向 始 得 往 生 若 悟 果 竟 佛 為 說 法 
T47n1963_002:0091b24	華經。並迴心向大也。此是智度論文也。若論	華 經 並 迴心向大 也 此 是 智 度 論 文 也 若 論 
T47n1963_002:0091b25	二乘無學人。不問愚法不愚法。悉生淨土中。	二 乘 無 學 人 不 問 愚 法 不 愚 法 悉 生 淨 土 中 
T47n1963_002:0091b26	以受變易生死三界中無受生處故也。	以 受 變易生死 三 界 中 無 受 生 處 故 也 
T47n1963_002:0091b27	問曰。眾生惡業其猶積山。此諸惡業障乎淨	問 曰 眾 生 惡 業 其 猶 積 山 此 諸 惡 業 障 乎 淨 
T47n1963_002:0091b28	土。非小善能除。何故觀經云。臨命終十念即	土 非 小 善 能 除 何 故 觀 經 云 臨 命 終 十 念 即 
T47n1963_002:0091b29	得往生。	得 往 生 
T47n1963_002:0091c01	答曰。心是業主。牽生之本。臨終之心。猶如眼	答 曰 心 是 業 主 牽 生 之 本 臨 終 之 心 猶 如 眼 
T47n1963_002:0091c02	目。能遵一切諸業。若臨終心惡。能引一切	目 能 遵 一 切 諸 業 若 臨 終 心 惡 能 引 一 切 
T47n1963_002:0091c03	惡業。生惡道中。若臨終心善。能引一切善業。	惡 業 生 惡 道 中 若 臨 終 心 善 能 引 一 切 善 業 
T47n1963_002:0091c04	生善道中。譬如龍行。雲則隨之。心若西逝業。	生 善 道 中 譬 如 龍 行 雲 則 隨 之 心 若 西 逝 業 
T47n1963_002:0091c05	亦隨之也。此是經論文也。	亦 隨 之 也 此 是 經 論 文 也 
T47n1963_002:0091c06	問曰。如彌勒所問經說十念中云。非凡夫念。	問 曰 如 彌 勒 所 問 經 說 十 念 中 云 非 凡 夫 念 
T47n1963_002:0091c07	不雜結使念。今此土眾生。體是凡夫。結使未	不 雜 結 使 念 今 此 土 眾 生 體 是 凡 夫 結 使 未 
T47n1963_002:0091c08	斷。云何念佛而得往生。	斷 云 何 念 佛 而 得 往 生 
T47n1963_002:0091c09	答曰。若如彼經。無結使人。始得往生者。唯佛	答 曰 若 如 彼 經 無 結 使 人 始 得 往 生 者 唯 佛 
T47n1963_002:0091c10	一人得生。餘皆不得。以十地後心菩薩。猶有	一 人 得 生 餘 皆 不 得 以 十 地 後 心 菩 薩 猶 有 
T47n1963_002:0091c11	二種無明故。今解。彼經言凡夫念者。若不發	二種無明 故 今 解 彼 經 言 凡 夫 念 者 若 不 發 
