T85n2755_001:0217b16	華嚴經疏	華 嚴 經 疏 
T85n2755_001:0223c20	察有二。一內心照察故。二舉自眄視故。二明	察 有 二 一 內 心 照 察 故 二 舉 自 眄 視 故 二 明 
T85n2755_001:0223c21	說意中。增益信敬者。前金剛薩酬解脫月初	說 意 中 增 益 信 敬 者 前 金 剛 薩 酬 解 脫 月 初 
T85n2755_001:0223c22	請之時已令眾悅。今更使明故云益增也。信	請 之 時 已 令 眾 悅 今 更 使 明 故 云 益 增 也 信 
T85n2755_001:0223c23	敬者有四義故。一金剛藏示已能說去眾何	敬 者 有 四 義 故 一 金 剛 藏 示 已 能 說 去 眾 何 
T85n2755_001:0223c24	因之疑故令信敬。二明此剛藏不畏大眾不	因 之 疑 故 令 信 敬 二 明 此 剛 藏 不 畏 大 眾 不 
T85n2755_001:0223c25	堪聞拂眾何緣之疑故亦令信。三顯義大之	堪 聞 拂 眾 何 緣 之 疑 故 亦 令 信 三 顯 義 大 之 
T85n2755_001:0223c26	法深妙出言令眾知深故生信敬。四許宣說	法 深 妙 出 言 令 眾 知 深 故 生 信 敬 四 許 宣 說 
T85n2755_001:0223c27	大令彼眾人得聞在今故云敬信也。	大 令 彼 眾 人 得 聞 在 今 故 云 敬 信 也 
T85n2755_001:0223c28	頌中有十三頌半分二。初七頌半明義大。後	頌 中 有 十 三 頌 半 分 二 初 七 頌 半 明 義 大 後 
T85n2755_001:0223c29	六頌明說大。此二大義略作四門。一定名。二	六 頌 明 說 大 此 二 大 義 略 作 四 門 一 定 名 二 
T85n2755_001:0224a01	辨相。三明可說不可說。四釋文。初中所詮故	辨 相 三 明 可 說 不 可 說 四 釋 文 初 中 所 詮 故 
T85n2755_001:0224a02	所以故名之為義。深故廣故名之為大。謂義	所 以 故 名 之 為 義 深 故 廣 故 名 之 為 大 謂 義 
T85n2755_001:0224a03	即大故名為義大。表義故顯境故名之為說。	即 大 故 名 為 義 大 表 義 故 顯 境 故 名 之 為 說 
T85n2755_001:0224a04	因於此說得彼義故。教從所詮亦名為大。此	因 於 此 說 得 彼 義 故 教 從 所 詮 亦 名 為 大 此 
T85n2755_001:0224a05	則大之說故名為說大　二辨相者。此十地	則 大 之 說 故 名 為 說 大 二 辨 相 者 此 十 地 
T85n2755_001:0224a06	中宗要有六。一所依果海如太虛空。二地智	中 宗 要 有 六 一 所 依 果 海 如 太 虛 空 二 地 智 
T85n2755_001:0224a07	所詮十重法界如空中所盡之處。三根本地	所 詮 十 重 法 界 如 空 中 所 盡 之 處 三 根 本 地 
T85n2755_001:0224a08	智能證法界如能依盡相。四諸地後得隨事	智 能 證 法 界 如 能 依 盡 相 四 諸 地 後 得 隨 事 
T85n2755_001:0224a09	起行悲智不住等。五諸地加行所起行解為	起 行 悲 智 不 住 等 五 諸 地 加 行 所 起 行 解 為 
T85n2755_001:0224a10	趣地方便。六寄法顯成諸地差別。如第二地	趣 地 方 便 六 寄 法 顯 成 諸 地 差 別 如 第 二 地 
T85n2755_001:0224a11	中。唯明十善為其正地。三地禪支餘地所寄	中 唯 明 十 善 為 其 正 地 三 地 禪 支 餘 地 所 寄 
T85n2755_001:0224a12	如是知可。於此六中。前之三門合為義大。後	如 是 知 可 於 此 六 中 前 之 三 門 合 為 義 大 後 
T85n2755_001:0224a13	之三門合為說大　三明可說不可說者。先	之 三 門 合 為 說 大 三 明 可 說 不 可 說 者 先 
T85n2755_001:0224a14	就義大次約說大後辨雙融。義中有三義。一	就 義 大 次 約 說 大 後 辨 雙 融 義 中 有 三 義 一 
T85n2755_001:0224a15	約果海。可以總標令人知有名為可說。不可	約 果 海 可 以 總 標 令 人 知 有 名 為 可 說 不 可 
T85n2755_001:0224a16	指斥示人名不可說。二約證處。既此所證離	指 斥 示 人 名 不 可 說 二 約 證 處 既 此 所 證 離 
T85n2755_001:0224a17	相離名。還云此法不可說聞。以此遣言之言。	相 離 名 還 云 此 法 不 可 說 聞 以 此 遣 言 之 言 
T85n2755_001:0224a18	當彼法故名為可說。有言斯遣故不名可說。	當 彼 法 故 名 為 可 說 有 言 斯 遣 故 不 名 可 說 
T85n2755_001:0224a19	三約本智。謂以遮詮令解故名可說。直詮不	三 約 本 智 謂 以 遮 詮 令 解 故 名 可 說 直 詮 不 
T85n2755_001:0224a20	逮故不可說。攝論云。無分別智離五相。謂熟	逮 故 不 可 說 攝 論 云 無分別智 離 五 相 謂 熟 
T85n2755_001:0224a21	睡昏醉等。以直詮不到故。約遮詮以示彼法。	睡 昏 醉 等 以 直 詮 不 到 故 約 遮 詮 以 示 彼 法 
T85n2755_001:0224a22	二就法二說大中亦三。約後得智隨事行相	二 就 法 二 說 大 中 亦 三 約 後 得 智 隨 事 行 相 
T85n2755_001:0224a23	可以言分。是則可說。是出世間故不可說。二	可 以 言 分 是 則 可 說 是 出 世 間 故 不 可 說 二 
T85n2755_001:0224a24	約加行智。謂是意言觀故。是則可說。觀中	約 加 行 智 謂 是 意 言 觀 故 是 則 可 說 觀 中 
T85n2755_001:0224a25	行相言不至故名不可說。又諸法自相皆不	行 相 言 不 至 故 名 不 可 說 又 諸 法 自 相 皆 不 
T85n2755_001:0224a26	可說法。諸共相皆是可說。此一門通一切法	可 說 法 諸 共 相 皆 是 可 說 此 一 門 通 一 切 法 
T85n2755_001:0224a27	准之。三約所寄法可以寄。此表示令人解十	准 之 三 約 所 寄 法 可 以 寄 此 表 示 令 人 解 十 
T85n2755_001:0224a28	地故名為可說。不可以此即為十地名不可	地 故 名 為 可 說 不 可 以 此 即 為 十 地 名 不 可 
T85n2755_001:0224a29	說。三就雙融中。此上六中各說即無說無說	說 三 就 雙 融 中 此 上 六 中 各 說 即 無 說 無 說 
T85n2755_001:0224b01	即說無二俱融准思可見。又果海離緣故不	即 說 無 二 俱 融 准 思 可 見 又 果 海 離 緣 故 不 
T85n2755_001:0224b02	可說。所證就緣是則可說。二所證非修故不	可 說 所 證 就 緣 是 則 可 說 二 所 證 非 修 故 不 
T85n2755_001:0224b03	可說。能證修起是則可說。三正證離相故不	可 說 能 證 修 起 是 則 可 說 三 正 證 離 相 故 不 
T85n2755_001:0224b04	可說。後得帶相是則可說。四後得無分別故	可 說 後 得 帶 相 是 則 可 說 四 後 得 無 分 別 故 
T85n2755_001:0224b05	不可說。加行有意言故是則可說。五加行觀	不 可 說 加 行 有 意 言 故 是 則 可 說 五 加 行 觀 
T85n2755_001:0224b06	無分別故不可說。寄法表地是則可說。此上	無 分 別 故 不 可 說 寄 法 表 地 是 則 可 說 此 上 
T85n2755_001:0224b07	不可說皆各不異於可說。以真理普遍故。可	不 可 說 皆 各 不 異 於 可 說 以 真 理 普 遍 故 可 
T85n2755_001:0224b08	說不異不可說。以緣修無性故。是故下文雖	說 不 異 不 可 說 以 緣 修 無 性 故 是 故 下 文 雖 
T85n2755_001:0224b09	說一分義亦不少。故論云。如實滿足攝取故	說 一 分 義 亦 不 少 故 論 云 如 實 滿 足 攝 取 故 
T85n2755_001:0224b10	意在於此。思之可見　四釋文中。就義大七	意 在 於 此 思 之 可 見 四 釋 文 中 就 義 大 七 
T85n2755_001:0224b11	頌半中分五。初一頌半總顯地微。二有二頌	頌 半 中 分 五 初 一 頌 半 總 顯 地 微 二 有 二 頌 
T85n2755_001:0224b12	別顯微相。三有一頌半舉例顯微。四有一頌	別 顯 微 相 三 有 一 頌 半 舉 例 顯 微 四 有 一 頌 
T85n2755_001:0224b13	半寄對彰微。五有一頌引喻辨微。就初中言	半 寄 對 彰 微 五 有 一 頌 引 喻 辨 微 就 初 中 言 
T85n2755_001:0224b14	諸佛聖主道。道者正出十地智。謂道是因義。	諸 佛 聖 主 道 道 者 正 出 十 地 智 謂 道 是 因 義 
T85n2755_001:0224b15	修行此十地。能到諸佛聖主之處故云道也。	修 行 此 十 地 能 到 諸 佛 聖 主 之 處 故 云 道 也 
T85n2755_001:0224b16	論云。此偈依何義說。依智地故。解云。論主	論 云 此 偈 依 何 義 說 依 智 地 故 解 云 論 主 
T85n2755_001:0224b17	何故起此問答。以此頌中所明義理深玄微	何 故 起 此 問 答 以 此 頌 中 所 明 義 理 深 玄 微 
T85n2755_001:0224b18	妙。似是佛果。恐人謬解。謂是佛果非關十地	妙 似 是 佛 果 恐 人 謬 解 謂 是 佛 果 非 關 十 地 
T85n2755_001:0224b19	故起此問答。猶恐未悟。更重引彼前後經文。	故 起 此 問 答 猶 恐 未 悟 更 重 引 彼 前 後 經 文 
T85n2755_001:0224b20	證成地智故。云上來所說等。微妙已下顯地	證 成 地 智 故 云 上 來 所 說 等 微 妙 已 下 顯 地 
T85n2755_001:0224b21	智微妙言。微妙甚難解者。此中微妙是總句。	智 微 妙 言 微 妙 甚 難 解 者 此 中 微 妙 是 總 句 
T85n2755_001:0224b22	難解者難知故。別中微有六種。一證微。如經	難 解 者 難 知 故 別 中 微 有 六 種 一 證 微 如 經 
T85n2755_001:0224b23	聖主道故。二說時微。如經甚難解故。三離念	聖 主 道 故 二 說 時 微 如 經 甚 難 解 故 三 離 念 
T85n2755_001:0224b24	微。如經非思量所得故。此顯自體無念非是	微 如 經 非 思 量 所 得 故 此 顯 自 體 無 念 非 是 
T85n2755_001:0224b25	意言比觀所得。四依止微。止如如經唯智行	意 言 比 觀 所 得 四 依 止 微 止 如 如 經 唯 智 行 
T85n2755_001:0224b26	處故。此顯既非比智境。是誰能知證智行。故	處 故 此 顯 既 非 比 智 境 是 誰 能 知 證 智 行 故 
T85n2755_001:0224b27	論釋中自證知者。釋智行義。謂內自證故名	論 釋 中 自 證 知 者 釋 智 行 義 謂 內 自 證 故 名 
T85n2755_001:0224b28	行。非謂遊故名行。依彼生者。釋行處義。謂	行 非 謂 遊 故 名 行 依 彼 生 者 釋 行 處 義 謂 
T85n2755_001:0224b29	此真如是一切依處。復是此智依生之處。是	此 真 如是一切 依 處 復 是 此 智 依 生 之 處 是 
T85n2755_001:0224c01	實諦義故名智者。此釋智義。謂內照實義故	實 諦 義 故 名 智 者 此 釋 智 義 謂 內 照 實 義 故 
T85n2755_001:0224c02	也。智中開出三智。一善解法者。是加行勝解	也 智 中 開 出 三 智 一 善 解 法 者 是 加 行 勝 解 
T85n2755_001:0224c03	故。二善寂滅者。是正體智令惑永滅證寂理	故 二 善 寂 滅 者 是 正 體 智 令 惑 永 滅 證 寂 理 
T85n2755_001:0224c04	故。三世間智隨聞明了知者。是後得智。隨	故 三 世 間 智 隨 聞 明 了 知 者 是 後 得 智 隨 
T85n2755_001:0224c05	聞上地勝進明了無錯謬故。以此三智俱堪	聞 上 地 勝 進 明 了 無 錯 謬 故 以 此 三 智 俱 堪 
T85n2755_001:0224c06	趣地得為智者也。五清淨微。如經其性從本	趣 地 得 為 智 者 也 五 清 淨 微 如 經 其 性 從 本 
T85n2755_001:0224c07	來寂然故。言自性離煩惱者。解寂滅義也。非	來 寂 然 故 言 自 性 離 煩 惱 者 解 寂 滅 義 也 非 
T85n2755_001:0224c08	先有深後時離者。解其性從本來義。六功德	先 有 深 後 時 離 者 解 其 性 從 本 來 義 六 功 德 
T85n2755_001:0224c09	微。如經無滅故。謂寂用之功無住之德。言無	微 如 經 無 滅 故 謂 寂 用 之 功 無 住 之 德 言 無 
T85n2755_001:0224c10	滅者非一往滅。為不捨利弗益眾生故。言無	滅 者 非 一 往 滅 為 不 捨 利 弗 益 眾 生 故 言 無 
T85n2755_001:0224c11	生者。出世間故。如是此智不住涅槃世間中	生 者 出 世 間 故 如 是 此 智 不住涅槃 世 間 中 
T85n2755_001:0224c12	故。又釋於此六中准論。前三是二種微。謂	故 又 釋 於 此 六 中 准 論 前 三 是 二 種 微 謂 
T85n2755_001:0224c13	說時證時。非思量等釋成。後三是四種甚微。	說 時 證 時 非 思 量 等 釋 成 後 三 是 四 種 甚 微 
T85n2755_001:0224c14	經中略無第一觀行甚微故唯三耳。	經 中 略 無 第 一 觀 行 甚 微 故 唯 三 耳 
T85n2755_001:0224c15	自下第二別顯微相中二。初二句明同相。後	自 下 第 二 別 顯 微 相 中 二 初 二 句 明 同 相 後 
T85n2755_001:0224c16	六句不同相。此二相中略作三門。一定其文。	六 句 不 同 相 此 二 相 中 略 作 三 門 一 定 其 文 
T85n2755_001:0224c17	二辯相。三釋文。一定其文者。有人釋云。此既	二 辯 相 三 釋 文 一 定 其 文 者 有 人 釋 云 此 既 
T85n2755_001:0224c18	即是性淨方便淨二種涅槃。故知前微。此相	即 是 性 淨 方 便 淨 二 種 涅 槃 故 知 前 微 此 相 
T85n2755_001:0224c19	總明果法欲說地法。何故明果以辨甚深。果	總 明 果 法 欲 說 地 法 何 故 明 果 以 辨 甚 深 果 
T85n2755_001:0224c20	位顯故。舉顯十地甚深之義。因之與果高下	位 顯 故 舉 顯 十 地 甚 深 之 義 因 之 與 果 高 下 
T85n2755_001:0224c21	無殊。云何相顯然。此雖復隨人高下法體不	無 殊 云 何 相 顯 然 此 雖 復 隨 人 高 下 法 體 不 
T85n2755_001:0224c22	別。其猶虛空。約尺分異。異即是空地法像。	別 其 猶 虛 空 約 尺 分 異 異 即 是 空 地 法 像 
T85n2755_001:0224c23	此今明此相。總是地智。論釋云。智相有二種	此 今 明 此 相 總 是 地 智 論 釋 云 智 相 有 二 種 
T85n2755_001:0224c24	等智。即是地智故不通餘釋。若是智即是因	等 智 即 是 地 智 故 不 通 餘 釋 若 是 智 即 是 因 
T85n2755_001:0224c25	位。如何得有二涅槃邪。釋此是地中所依果	位 如 何 得 有 二 涅 槃 邪 釋 此 是 地 中 所 依 果 
T85n2755_001:0224c26	分如下文云。如因大海有十寶山。因於佛智	分 如 下 文 云 如 因 大 海 有 十 寶 山 因 於 佛 智 
T85n2755_001:0224c27	有十地等。如一一山下悉有大海。一一地內	有 十 地 等 如 一 一 山 下 悉 有 大 海 一 一 地 內 
T85n2755_001:0224c28	佛果。若約三乘佛果唯在十地後。若就圓教	佛 果 若 約 三 乘 佛 果 唯 在 十 地 後 若 就 圓 教 
T85n2755_001:0224c29	佛果通在一一地中。是故一地攝一切地。問。	佛 果 通 在 一 一 地 中 是 故 一 地 攝 一 切 地 問 
T85n2755_001:0225a01	若爾證得一地已得佛果。何須說十。答。引漸	若 爾 證 得 一 地 已 得 佛 果 何 須 說 十 答 引 漸 
T85n2755_001:0225a02	機故。是故十地多就三乘差別位說。問。若就	機 故 是 故 十 地 多 就 三 乘 差 別 位 說 問 若 就 
T85n2755_001:0225a03	三乘則無果法。答。以三乘十地。就一乘十地	三 乘 則 無 果 法 答 以 三 乘 十 地 就 一 乘 十 地 
T85n2755_001:0225a04	說故有斯趣　釋文中同相內言從本已來空	說 故 有 斯 趣 釋 文 中 同 相 內 言 從 本 已 來 空 
T85n2755_001:0225a05	者。此總明同相。論中先釋相後釋同。前中云	者 此 總 明 同 相 論 中 先 釋 相 後 釋 同 前 中 云 
T85n2755_001:0225a06	何相者。問。意云色等法空皆名同相。今言相	何 相 者 問 意 云 色 等 法 空 皆 名 同 相 今 言 相 
T85n2755_001:0225a07	者是何等相。答。彼智相故者。今此所說是地	者 是 何 等 相 答 彼 智 相 故 者 今 此 所 說 是 地 
T85n2755_001:0225a08	智相。引頌中自體空。是智自空故。非餘色	智 相 引 頌 中 自 體 空 是 智 自 空 故 非 餘 色 
T85n2755_001:0225a09	等諸法空相。又此是體相非是標相。下釋同	等 諸 法 空 相 又 此 是 體 相 非 是 標 相 下 釋 同 
T85n2755_001:0225a10	中云何同相者。問。意既唯局在智相。云何名	中 云 何 同 相 者 問 意 既 唯 局 在 智 相 云 何 名 
T85n2755_001:0225a11	同。答。中一切諸法如說自體空者。以此真空	同 答 中 一切諸法 如 說 自 體 空 者 以 此 真 空 
T85n2755_001:0225a12	通一切法故名同也。言滅除諸苦惱者。此別	通 一 切 法 故 名 同 也 言 滅 除 諸 苦 惱 者 此 別 
T85n2755_001:0225a13	顯同相。苦惱者惡取空故。惡取空者。空亂意	顯 同 相 苦 惱 者 惡 取 空 故 惡取空者 空 亂 意 
T85n2755_001:0225a14	故。依寶性論。空亂意有三種過。彼論云。起	故 依 寶 性 論 空 亂 意 有 三 種 過 彼 論 云 起 
T85n2755_001:0225a15	如是心實有法斷滅後時得涅槃。又復有人	如 是 心 實 有 法 斷 滅 後 時 得 涅 槃 又 復 有 人 
T85n2755_001:0225a16	以空為有物我應得空。又生如是心離色等	以 空 為 有 物 我 應 得 空 又 生如是心 離 色 等 
T85n2755_001:0225a17	法。別更有空我應修行令得彼空。解云。今此	法 別 更 有 空 我 應 修 行 令 得 彼 空 解 云 今 此 
T85n2755_001:0225a18	經中本來空者。離此三種亂意苦惱故云滅	經 中 本 來 空 者 離 此 三 種 亂 意 苦 惱 故 云 滅 
T85n2755_001:0225a19	除也。論經名有不二不盡者。言別意同。言不	除 也 論 經 名 有 不 二 不 盡 者 言 別 意 同 言 不 
T85n2755_001:0225a20	盡者離滅色故。不二者離色外故。有者離以	盡 者 離 滅 色 故 不 二 者 離 色 外 故 有 者 離 以 
T85n2755_001:0225a21	空為有故。此義云何。以若妄謂空為有物則	空 為 有 故 此義云何 以 若 妄 謂 空 為 有 物 則 
T85n2755_001:0225a22	令真空於此不有。若真空有情有則無。是故	令 真 空 於 此 不 有 若 真 空 有 情 有 則 無 是 故 
