X15n0301_001:0218a04	 釋教總論	 釋 教 總 論 
X15n0301_002:0243c24	由也。愛憐欲貪由也。惟殺下結顯也。	由 也 愛 憐 欲 貪 由 也 惟 殺 下 結 顯 也 
X15n0301_002:0243c25	富樓那如是三種(至)因此虗妄終而復始。	富 樓 那 如 是 三 種 至 因 此 虗 妄 終 而 復 始 
X15n0301_002:0243c26	(携李曰。欲存諸境。愛屬乎心。由有諸欲。助愛發性。故	 携 李 曰 欲 存 諸 境 愛 屬 乎 心 由 有 諸 欲 助 愛 發 性 故 
X15n0301_002:0244a01	能令死生相續)。	能 令 死 生 相 續 
X15n0301_002:0244a02	溫陵曰。總牒前文。結答世界眾生業果。皆覺明為	溫 陵 曰 總 牒 前 文 結 答 世 界 眾 生 業 果 皆 覺 明 為 
X15n0301_002:0244a03	咎也。覺明。明了知性。即妄為明覺者也。了發相。即	咎 也 覺 明 明 了 知 性 即 妄 為 明 覺 者 也 了 發 相 即 
X15n0301_002:0244a04	因明立所者也。妄見。即生汝妄能者也。此虗妄指	因 明 立 所 者 也 妄 見 即 生 汝 妄 能 者 也 此 虗 妄 指 
X15n0301_002:0244a05	覺明也。前問云何忽生大地至終而復始。此全牒	覺 明 也 前 問 云 何 忽 生 大 地 至 終 而 復 始 此 全 牒 
X15n0301_002:0244a06	其辭。而指覺明以答也。	其 辭 而 指 覺 明 以 答 也 
X15n0301_002:0244a07	富樓那言若此妙覺(至)有為習漏何當復生。	富 樓 那 言 若 此 妙 覺 至 有 為 習 漏 何 當 復 生 
X15n0301_002:0244a08	(溫陵曰。眾生覺體。與佛無別。無端忽生。諸有為相。則	 溫 陵 曰 眾 生 覺 體 與 佛 無 別 無 端 忽 生 諸 有 為 相 則 
X15n0301_002:0244a09	如來既證空覺。何時復生諸有耶此固。常情所惑。故	如 來 既 證 空 覺 何 時 復 生 諸 有 耶 此 固 常 情 所 惑 故 
X15n0301_002:0244a10	富樓那特反難也)。(孤山曰。無狀猶言無故也)。	富 樓 那 特 反 難 也 孤 山 曰 無 狀 猶 言 無 故 也 
X15n0301_002:0244a11	資中曰。妙覺指無真妄之體也。本妙覺明。依真起	資 中 曰 妙 覺 指 無 真 妄 之 體 也 本 妙 覺 明 依 真 起 
X15n0301_002:0244a12	妄者也。	妄 者 也 
X15n0301_002:0244a13	佛告富樓那譬如迷人(至)覺迷迷滅覺不生迷。	佛 告 富 樓 那 譬 如 迷 人 至 覺 迷 迷 滅 覺 不 生 迷 
X15n0301_002:0244a14	(携李曰。眾生如來之迷悟。習漏前后之有無。世界始	 携 李 曰 眾 生 如 來 之 迷 悟 習 漏 前 后 之 有 無 世 界 始 
X15n0301_002:0244a15	終之生滅。清淨忽生之相反。良由邪疑為絆。繆起惑	終 之 生 滅 清 淨 忽 生 之 相 反 良 由 邪 疑 為 絆 繆 起 惑 
X15n0301_002:0244a16	因。故邊見斷常之見。突然而興。此覺體中。細惑不可	因 故 邊 見 斷 常 之 見 突 然 而 興 此 覺 體 中 細 惑 不 可 
X15n0301_002:0244a17	不問)。	不 問 
X15n0301_002:0244a18	吳興曰。聚落村市也。聚落喻性分。南北喻迷倒。然	吳 興 曰 聚 落 村 市 也 聚 落 喻 性 分 南 北 喻 迷 倒 然 
X15n0301_002:0244a19	南北初不易。則性分本無倒。故曰迷本無根。悟非	南 北 初 不 易 則 性 分 本 無 倒 故 曰 迷 本 無 根 悟 非 
X15n0301_002:0244a20	生迷。補註曰。昔本無迷。似有迷覺。謂本無有迷。亦	生 迷 補 註 曰 昔 本 無 迷 似 有 迷 覺 謂 本 無 有 迷 亦 
X15n0301_002:0244a21	無有覺。覺即悟也。然今既因迷而得悟。則似有覺	無 有 覺 覺 即 悟 也 然 今 既 因 迷 而 得 悟 則 似 有 覺 
X15n0301_002:0244a22	迷之覺矣。覺乃始覺也。覺至。始本不異。惟一妙覺。	迷 之 覺 矣 覺 乃 始 覺 也 覺 至 始 本 不 異 惟 一 妙 覺 
X15n0301_002:0244a23	則不復生迷。此顯既覺不迷。	則 不 復 生 迷 此 顯 既 覺 不 迷 
X15n0301_002:0244a24	亦如翳人見空中華(至)何當更出山河大地。	亦 如 翳 人 見 空 中 華 至 何 當 更 出 山 河 大 地 
X15n0301_002:0244a25	(泐潭曰。迷人既悟。悟不生迷。凡等譬喻。舉究竟證。覺	 泐 潭 曰 迷 人 既 悟 悟 不 生 迷 凡 等 譬 喻 舉 究 竟 證 覺 
X15n0301_002:0244a26	無妄山河也)。	無 妄 山 河 也 
X15n0301_002:0244b01	溫陵曰。翳喻妄見。華喻山河。空華滅地喻妙空明	溫 陵 曰 翳 喻 妄 見 華 喻 山 河 空 華 滅 地 喻 妙 空 明 
X15n0301_002:0244b02	覺。佛言下。謂既了所喻。何復前疑。	覺 佛 言 下 謂 既 了 所 喻 何 復 前 疑 
X15n0301_002:0244b03	又如金鑛雜於精金(至)菩提涅槃亦復如是。	又 如 金 鑛 雜 於 精 金 至 菩 提 涅 槃 亦復如是 
X15n0301_002:0244b04	(資中曰。既已成金不復為鑛。如來圓覺亦復如是)。	 資 中 曰 既 已 成 金 不 復 為 鑛 如 來 圓 覺 亦復如是 
X15n0301_002:0244b05	溫陵曰。金喻菩提果覺無變。灰喻涅槃果德無生。	溫 陵 曰 金 喻 菩 提 果 覺 無 變 灰 喻 涅 槃 果 德 無 生 
X15n0301_002:0244b06	果至無變無生。則習漏不生。可知矣。前以聚落。喻	果 至 無 變 無 生 則 習 漏 不 生 可 知 矣 前 以 聚 落 喻 
X15n0301_002:0244b07	既不迷。復以空華。喻妙空無習。然四喻之意。前二	既 不 迷 復 以 空 華 喻 妙 空 無 習 然 四 喻 之 意 前 二 
X15n0301_002:0244b08	明習本無迷。迷由妄起。後金灰二喻明習漏妄緣	明 習 本 無 迷 迷 由 妄 起 後 金 灰 二 喻 明 習 漏 妄 緣 
X15n0301_002:0244b09	證乃永斷。若但。舉前二。恐謂妄不妨真。惑能自滅。	證 乃 永 斷 若 但 舉 前 二 恐 謂 妄 不 妨 真 惑 能 自 滅 
X15n0301_002:0244b10	成撥無執。但舉後二。恐謂覺本非淨。性本有生成	成 撥 無 執 但 舉 後 二 恐 謂 覺 本 非 淨 性 本 有 生 成 
X15n0301_002:0244b11	雜染見。所以四喻兼舉。使知迷悟雖妄。而不廢脩	雜 染 見 所 以 四 喻 兼 舉 使 知 迷 悟 雖 妄 而 不 廢 脩 
X15n0301_002:0244b12	證也。	證 也 
X15n0301_002:0244b13	(補註曰。此卷之初。富那有二問。一問清淨本然。何生	 補 註 曰 此 卷 之 初 富 那 有 二 問 一 問 清 淨 本 然 何 生 
X15n0301_002:0244b14	諸相。二問四大各徧。云何相容。此下答第二問也)。	諸 相 二 問 四 大 各 徧 云 何 相 容 此 下 答 第 二 問 也 
X15n0301_002:0244b15	富樓那又汝問言(至)而不拒彼諸相發揮。	富 樓 那 又 汝 問 言 至 而 不 拒 彼 諸 相 發 揮 
X15n0301_002:0244b16	(吳興曰。譬前如來藏性本非七大。而不拒彼七大發	 吳 興 曰 譬 前 如 來 藏 性 本 非 七 大 而 不 拒 彼 七 大 發 
X15n0301_002:0244b17	生)。(携李曰。一切種種幻化。皆生如來圓覺妙心。是體	生 携 李 曰 一 切 種 種 幻 化 皆 生 如 來 圓 覺 妙 心 是 體 
X15n0301_002:0244b18	相雖空。無妨幻相)。	相 雖 空 無 妨 幻 相 
X15n0301_002:0244b19	真際曰。虗空非諸相。而諸相依空而發。真體非四	真 際 曰 虗 空 非 諸 相 而 諸 相 依 空 而 發 真 體 非 四 
X15n0301_002:0244b20	大。而四大由真而成。先非水火。故不相拒。	大 而 四 大 由 真 而 成 先 非 水 火 故 不 相 拒 
X15n0301_002:0244b21	所以者何富樓那(至)云何復問不相容者。	所以者何 富 樓 那 至 云 何 復 問 不 相 容 者 
X15n0301_002:0244b22	(真際曰。謂明若生日。則與目同色。不應於空。更見圓	 真 際 曰 謂 明 若 生 日 則 與 目 同 色 不 應 於 空 更 見 圓 
X15n0301_002:0244b23	日。明若生空。則中霄無日。其空應明)。(補註曰。諸相之	日 明 若 生 空 則 中 霄 無 日 其 空 應 明 補 註 曰 諸 相 之 
X15n0301_002:0244b24	妄。既無可指。何況更詰相陵滅義。是猶邀空華而結	妄 既 無 可 指 何 況 更 詰 相 陵 滅 義 是 猶 邀 空 華 而 結 
X15n0301_002:0244b25	空果也)。	空 果 也 
X15n0301_002:0244b26	溫陵曰。所以下。示諸相。於意下。明相容也。觀相元	溫 陵 曰 所 以 下 示 諸 相 於 意 下 明 相 容 也 觀 相 元 
X15n0301_002:0244b27	妄。陵滅亦妄。觀性一真。無不容者。隨處而發。故曰	妄 陵 滅 亦 妄 觀 性 一 真 無 不 容 者 隨 處 而 發 故 曰 
X15n0301_002:0244c01	殊方。彼指日雲等也。	殊 方 彼 指 日 雲 等 也 
X15n0301_002:0244c02	真妙覺明亦如是(至)若俱發明則有俱現。	真 妙 覺 明 亦 如 是 至 若 俱 發 明 則 有 俱 現 
X15n0301_002:0244c03	(資中曰。以真如不守自性。隨緣所現。有種種相)。(溫陵	 資 中 曰 以 真 如 不 守 自 性 隨 緣 所 現 有 種 種 相 溫 陵 
X15n0301_002:0244c04	曰。此如虛空非相。而不拒發揮也)。	曰 此 如 虛 空 非 相 而 不 拒 發 揮 也 
X15n0301_002:0244c05	泐潭曰。汝以空明等者。以事言之。如鑿井出。空照	泐 潭 曰 汝 以 空 明 等 者 以 事 言 之 如 鑿 井 出 空 照 
X15n0301_002:0244c06	燧生火是也。以業言之。如起為世界。靜成虗空。風	燧 生 火 是 也 以 業 言 之 如 起 為 世 界 靜 成 虗 空 風 
X15n0301_002:0244c07	金相摩。故有火光是也。以心言之。妄起空見。則有	金 相 摩 故 有 火 光 是 也 以 心 言 之 妄 起 空 見 則 有 
X15n0301_002:0244c08	空現。地水火風。亦復如是。故曰各各發明。則各各	空 現 地水火風 亦復如是 故 曰 各 各 發 明 則 各 各 
X15n0301_002:0244c09	現。各各謂前後也。俱謂同時也。	現 各 各 謂 前 後 也 俱 謂 同 時 也 
X15n0301_002:0244c10	云何俱現富樓那(至)宛轉虗妄無可憑據。	云 何 俱 現 富 樓 那 至 宛 轉 虗 妄 無 可 憑 據 
X15n0301_002:0244c11	(孤山曰。日喻真性。水喻妄心。水中之日喻妄境。兩人	 孤 山 曰 日 喻 真 性 水 喻 妄 心 水 中 之 日 喻 妄 境 兩 人 
X15n0301_002:0244c12	喻妄業。各行則循業俱發。隨去則妄境俱現。同觀是	喻 妄 業 各 行 則 循 業 俱 發 隨 去 則 妄 境 俱 現 同 觀 是 
X15n0301_002:0244c13	一。知二是虛。各行既二。驗一是妄。故云宛轉虛妄)。	一 知 二 是 虛 各 行 既 二 驗 一 是 妄 故 云 宛 轉 虛 妄 
X15n0301_002:0244c14	溫陵曰。釋俱現之相也。日影隨人不一。如七大隨	溫 陵 曰 釋 俱 現 之 相 也 日 影 隨 人 不 一 如 七 大 隨 
X15n0301_002:0244c15	緣成。異先無準的。不應詰難。	緣 成 異 先 無 準 的 不 應 詰 難 
X15n0301_002:0244c16	富樓那汝以色空(至)故發勞有世間相。	富 樓 那 汝 以 色 空 至 故 發 勞 有 世 間 相 
X15n0301_002:0244c17	(吳興曰。色攝四。大對空成五。前滿慈問。地水火風本	 吳 興 曰 色 攝 四 大 對 空 成 五 前 滿 慈 問 地水火風 本 
X15n0301_002:0244c18	性圓融。疑水火性不相陵滅。即相傾也。虛空大地不	性 圓 融 疑 水 火 性 不 相 陵 滅 即 相 傾 也 虛 空 大 地 不 
X15n0301_002:0244c19	合相。容即相奪也)。	合 相 容 即 相 奪 也 
X15n0301_002:0244c20	溫陵曰。迷失真體。分別緣影。名背覺合塵。了相元	溫 陵 曰 迷 失 真 體 分 別 緣 影 名 背 覺 合 塵 了 相 元 
X15n0301_002:0244c21	妄。觀性元真。名滅塵合覺。	妄 觀 性 元 真 名 滅 塵 合 覺 
X15n0301_002:0244c22	我以妙明不滅不生(至)故發真如妙覺明性。	我 以 妙 明 不滅不生 至 故 發 真 如 妙 覺 明 性 
X15n0301_002:0244c23	(資中曰。色空世間妄相也。妙明真加妙性也。皆如來	 資 中 曰 色 空 世 間 妄 相 也 妙 明 真 加 妙 性 也 皆 如 來 
X15n0301_002:0244c24	藏所現。元一圓融。特由眾生。背真合妄。故局促世相	藏 所 現 元 一 圓 融 特 由 眾 生 背 真 合 妄 故 局 促 世 相 
X15n0301_002:0244c25	之中。諸佛滅妄合真。故妙得真如之用。所以一多互	之 中 諸 佛 滅 妄 合 真 故 妙 得 真 如 之 用 所 以 一 多 互 
X15n0301_002:0244c26	應。小大相容。現寶剎於毛端。轉法輪於塵裏。事事無	應 小 大 相 容 現 寶 剎 於 毛 端 轉 法 輪 於 塵 裏 事 事 無 
X15n0301_002:0244c27	礙。法法如如。盖由觀相見妄。無可指陳。觀性元真。故	礙 法 法 如 如 盖 由 觀 相 見 妄 無 可 指 陳 觀 性 元 真 故 
X15n0301_002:0244c28	無不容者)。	無 不 容 者 
X15n0301_002:0245a01	吳興曰。妙明謂寂照之智。不滅不生。謂智體真常。	吳 興 曰 妙 明 謂 寂 照 之 智 不滅不生 謂 智 體 真 常 
X15n0301_002:0245a02	此皆能合如來藏。即所合也。而如來藏。牒所合之	此 皆 能 合 如 來 藏 即 所 合 也 而 如 來 藏 牒 所 合 之 
X15n0301_002:0245a03	理惟妙覺明。牒能合之智。圓照法界。示鑑物之用。	理 惟 妙 覺 明 牒 能 合 之 智 圓 照 法 界 示 鑑 物 之 用 
X15n0301_002:0245a04	以譬言之。如來藏如鏡之體。妙覺明如鏡之光。圓	以 譬 言 之 如 來 藏 如 鏡 之 體 妙 覺 明 如 鏡 之 光 圓 
X15n0301_002:0245a05	照法界。如鑑現像。雖三而一。雖一而三。一為量等。	照 法 界 如 鑑 現 像 雖 三 而 一 雖 一 而 三 一 為 量 等 
X15n0301_002:0245a06	皆顯此義也。一為無量。無量為一。小中現大。大中	皆 顯 此 義 也 一 為 無 量 無 量 為 一 小 中 現 大 大 中 
X15n0301_002:0245a07	現小者。總別四義。不動下。別示其相。不動道場。徧	現 小 者 總 別 四 義 不 動 下 別 示 其 相 不 動 道 場 徧 
X15n0301_002:0245a08	十方界者。一為無量也。身含十方。無盡虗空者。無	十 方 界 者 一 為 無 量 也 身 含 十 方 無 盡 虗 空 者 無 
X15n0301_002:0245a09	量為一也。於一毛端。現寶王剎。坐微塵裏。轉大法	量 為 一 也 於 一 毛 端 現 寶 王 剎 坐 微 塵 裏 轉 大 法 
X15n0301_002:0245a10	輪者。小中現大也。毛端現剎。即正中現。依塵裏轉	輪 者 小 中 現 大 也 毛 端 現 剎 即 正 中 現 依 塵 裏 轉 
X15n0301_002:0245a11	輪。即依中現正也。滅塵合覺等者。總結前義也。	輪 即 依 中 現 正 也 滅 塵 合 覺 等 者 總 結 前 義 也 
X15n0301_002:0245a12	而如來藏本妙圓心(至)非常非樂非我非淨。	而 如 來 藏 本 妙 圓 心 至 非 常 非 樂 非 我 非 淨 
X15n0301_002:0245a13	(孤山曰。非心至非意識界。總非六凡界也。非明無明	 孤 山 曰 非 心 至 非 意 識 界 總 非 六 凡 界 也 非 明 無 明 
X15n0301_002:0245a14	等。非緣覺界也。非苦非集等。非聲聞界也。非知非得	等 非 緣 覺 界 也 非 苦 非 集 等 非 聲 聞 界 也 非 知 非 得 
X15n0301_002:0245a15	者。非二乘理智得即理也。非檀那等。非菩薩界。先非	者 非 二 乘 理 智 得 即 理 也 非 檀 那 等 非 菩 薩 界 先 非 
X15n0301_002:0245a16	能趣行。非波羅蜜多者。總非所趣理也。非怛闥阿竭	能 趣 行 非波羅蜜 多 者 總 非 所 趣 理 也 非 怛 闥 阿 竭 
X15n0301_002:0245a17	下非佛界。先非能證人。三號是也。次非所證法。涅槃	下 非 佛 界 先 非 能 證 人 三 號 是 也 次 非 所 證 法 涅 槃 
X15n0301_002:0245a18	四德是也。怛闥阿竭云。如來。阿羅訶云應供。三耶三	四 德 是 也 怛 闥 阿 竭 云 如 來 阿 羅 訶 云 應 供 三 耶 三 
X15n0301_002:0245a19	菩云正徧知。即十號之三也。涅槃是總。四德是別)。	菩 云 正 徧 知 即 十 號 之 三 也 涅 槃 是 總 四 德 是 別 
X15n0301_002:0245a20	溫陵曰。雖滅塵發真。於一多小大。能一切如。而本	溫 陵 曰 雖 滅 塵 發 真 於 一 多 小 大 能 一 切 如 而 本 
X15n0301_002:0245a21	妙圓體。初無變異。故非心非空。乃至非世出世法	妙 圓 體 初 無 變 異 故 非 心 非 空 乃 至 非 世 出 世 法 
X15n0301_002:0245a22	也。非心至非火。謂非七大五陰也。心即識大。而攝	也 非 心 至 非 火 謂 非 七 大 五 陰 也 心 即 識 大 而 攝 
X15n0301_002:0245a23	五陰也。非眼非耳至非意識界。謂非十八界。亦攝	五 陰 也 非 眼 非 耳 至 非 意 識 界 謂 非 十 八 界 亦 攝 
X15n0301_002:0245a24	十二處。此上為世間法也。非明無明至非老死盡。	十 二 處 此 上 為 世 間 法 也 非 明 無 明 至 非 老 死 盡 
X15n0301_002:0245a25	謂非緣覺法也。緣覺觀十二緣。有生起相。有脩斷	謂 非 緣 覺 法 也 緣 覺 觀 十 二 緣 有 生 起 相 有 脩 斷 
X15n0301_002:0245a26	相。此兼舉之。自緣覺至涅槃。皆為出世法也。	相 此 兼 舉 之 自 緣 覺 至 涅 槃 皆 為 出 世 法 也 
X15n0301_002:0245b01	以是俱非世出世故。	以 是 俱 非 世 出 世 故 
X15n0301_002:0245b02	(溫陵曰。結上起下也)。	 溫 陵 曰 結 上 起 下 也 
X15n0301_002:0245b03	孤山曰。世結六凡也。出世結四聖也。藏理即空無	孤 山 曰 世 結 六 凡 也 出 世 結 四 聖 也 藏 理 即 空 無 
X15n0301_002:0245b04	有十界。故並非之。	有 十 界 故 並 非 之 
X15n0301_002:0245b05	即如來藏元明心妙(至)即常即樂即我即淨。	即 如 來 藏 元 明 心 妙 至 即 常 即 樂 即 我 即 淨 
X15n0301_002:0245b06	(孤山曰。上文俱非。約真諦。示如來藏。此文俱即約俗	 孤 山 曰 上 文 俱 非 約 真 諦 示 如 來 藏 此 文 俱 即 約 俗 
