T45n1852_001:0001a03	三論玄義	三 論 玄 義 
T45n1852_001:0011c29	故用二智為宗耶。答提婆與外道對面擊	故 用 二 智 為 宗 耶 答 提 婆 與 外 道 對 面 擊 
T45n1852_001:0012a01	揚鬪。一時權巧智慧。但提婆權智巧能破邪	揚 鬪 一 時 權 巧 智 慧 但 提 婆 權 智 巧 能 破 邪 
T45n1852_001:0012a02	巧能顯正。而實無所破亦無所顯。故名實	巧 能 顯 正 而 實 無 所 破 亦 無 所 顯 故 名 實 
T45n1852_001:0012a03	智。一論始終明此二智。故以二智為宗。中	智 一 論 始 終 明 此 二 智 故 以 二 智 為 宗 中 
T45n1852_001:0012a04	論不與內諍一時權巧。但共同學二諦之人	論 不 與 內 諍 一 時 權 巧 但 共 同 學 二 諦 之 人 
T45n1852_001:0012a05	諍二諦得失。故以二諦為宗。則中論用所	諍 二 諦 得 失 故 以 二 諦 為 宗 則 中 論 用 所 
T45n1852_001:0012a06	申為宗。百論用能申為宗。欲明佛與菩	申 為 宗 百 論 用 能 申 為 宗 欲 明 佛 與 菩 
T45n1852_001:0012a07	薩能所共相成也。次明十二門論宗者。此	薩 能 所 共 相 成 也 次 明 十 二 門 論 宗 者 此 
T45n1852_001:0012a08	論亦破內迷申明二諦。亦以二諦為宗。但	論 亦 破 內 迷 申 明 二 諦 亦 以 二 諦 為 宗 但 
T45n1852_001:0012a09	今欲示三論不同。宜以境智為宗。所言	今 欲 示 三 論 不 同 宜 以 境 智 為 宗 所 言 
T45n1852_001:0012a10	境智者。論云。大分深義所謂空也。若通達	境 智 者 論 云 大 分 深 義 所 謂 空 也 若 通 達 
T45n1852_001:0012a11	是義即通達大乘。具足六波羅蜜無所障	是 義 即 通 達 大 乘 具 足 六波羅蜜 無 所 障 
T45n1852_001:0012a12	礙。大分深義謂實相之境。由實相境發生	礙 大 分 深 義 謂 實 相 之 境 由 實 相 境 發 生 
T45n1852_001:0012a13	般若。由般若故萬行得成。即是境智之義。	般 若 由 般 若 故 萬 行 得 成 即 是 境 智 之 義 
T45n1852_001:0012a14	故用境智為宗也。	故 用 境 智 為 宗 也 
T45n1852_001:0012a15	次明四論破申不同門。所言破申者。凡有	次 明 四 論 破 申 不 同 門 所 言 破 申 者 凡 有 
T45n1852_001:0012a16	三義。一者破外人迷教之病故名為破。申	三 義 一 者 破 外 人 迷 教 之 病 故 名 為 破 申 
T45n1852_001:0012a17	佛二諦教門故名為申。二者申佛正教而	佛 二 諦 教 門 故 名 為 申 二 者 申 佛 正 教 而 
T45n1852_001:0012a18	邪迷自破。故名為申破耳。三者論主申明	邪 迷 自 破 故 名 為 申 破 耳 三 者 論 主 申 明 
T45n1852_001:0012a19	佛破故名申破。諸大乘經破眾生虛妄以	佛 破 故 名 申 破 諸 大 乘 經 破 眾 生 虛 妄 以 
T45n1852_001:0012a20	顯一道。但末代鈍根不了如來破病顯道之	顯 一 道 但 末 代 鈍 根 不 了 如 來 破 病 顯 道 之 
T45n1852_001:0012a21	意。四依菩薩還申明佛破故名申破。非是	意 四 依 菩 薩 還 申 明 佛 破 故 名 申 破 非 是 
T45n1852_001:0012a22	經中自立義。論中自明破也。問何以知龍	經 中 自 立 義 論 中 自 明 破 也 問 何 以 知 龍 
T45n1852_001:0012a23	樹申佛破耶。答最後邪見品云。瞿曇大聖	樹 申 佛 破 耶 答 最 後 邪 見 品 云 瞿 曇 大 聖 
T45n1852_001:0012a24	主。憐愍說是法。悉斷一切見。我今稽首禮。	主 憐 愍 說 是 法 悉 斷 一 切 見 我 今 稽 首 禮 
T45n1852_001:0012a25	故知論主申明佛破。非自有破也。問經中	故 知 論 主 申 明 佛 破 非 自 有 破 也 問 經 中 
T45n1852_001:0012a26	有立有破。論主何故一向破耶。答末世鈍	有 立 有 破 論 主 何 故 一 向 破 耶 答 末 世 鈍 
T45n1852_001:0012a27	根迷佛立破。並皆成病。是以論主須並破	根 迷 佛 立 破 並 皆 成 病 是 以 論 主 須 並 破 
T45n1852_001:0012a28	之。然後具得申如來立破。問論主申佛破	之 然 後 具 得 申 如 來 立 破 問 論 主 申 佛 破 
T45n1852_001:0012a29	得稱論主破。論主申佛立應名論主立	得 稱 論 主 破 論 主 申 佛 立 應 名 論 主 立 
T45n1852_001:0012b01	耶。答亦得爾也。問四論破申云何同異。答	耶 答 亦 得 爾 也 問 四 論 破 申 云 何 同 異 答 
T45n1852_001:0012b02	三論通破眾迷。通申眾教。智度論別破般	三 論 通 破 眾 迷 通 申 眾 教 智 度 論 別 破 般 
T45n1852_001:0012b03	若之迷。別申般若之教。就三論中自開二	若 之 迷 別 申 般 若 之 教 就 三 論 中 自 開 二 
T45n1852_001:0012b04	類。百論正破外傍破內。餘二論正破內傍	類 百 論 正 破 外 傍 破 內 餘 二 論 正 破 內 傍 
T45n1852_001:0012b05	破外。所以三論破內外者。一切眾病不出	破 外 所 以 三 論 破 內 外 者 一 切 眾 病 不 出 
T45n1852_001:0012b06	二種。一外道邪畫起迷。二內人稟教失旨。	二 種 一 外 道 邪 畫 起 迷 二 內 人 稟 教 失 旨 
T45n1852_001:0012b07	若破斯二則眾病皆除。問百論破外可有	若 破 斯 二 則 眾 病 皆 除 問 百 論 破 外 可 有 
T45n1852_001:0012b08	明文。何處有破內文耶。答破塵品中。外人	明 文 何 處 有 破 內 文 耶 答 破 塵 品 中 外 人 
T45n1852_001:0012b09	以內義為證。論主即破其所引。具如彼	以 內 義 為 證 論 主 即 破 其 所 引 具 如 彼 
T45n1852_001:0012b10	明。問何故得破內耶。答有三種義。一者	明 問 何 故 得 破 內 耶 答 有 三 種 義 一 者 
T45n1852_001:0012b11	如向釋之。外人立義不成。引內為證。故	如 向 釋 之 外 人 立 義 不 成 引 內 為 證 故 
T45n1852_001:0012b12	須破內。二者內人立義與外道同。如立	須 破 內 二 者 內 人 立 義 與 外 道 同 如 立 
T45n1852_001:0012b13	虛空常遍。乃至立涅槃身智俱無。並與外	虛 空 常 遍 乃 至 立 涅 槃 身 智 俱 無 並 與 外 
T45n1852_001:0012b14	道同。故須破內。三者外道立義與內人	道 同 故 須 破 內 三 者 外 道 立 義 與 內 人 
T45n1852_001:0012b15	同。故須破之。如破因中無果品說。外道	同 故 須 破 之 如 破 因中無果 品 說 外 道 
T45n1852_001:0012b16	立於三相前後相生。與譬喻部同。立三相	立 於 三 相 前 後 相 生 與 譬 喻 部 同 立 三 相 
T45n1852_001:0012b17	展轉一時生。與薩婆多部同。故須破內。故	展 轉 一 時 生 與 薩 婆 多 部 同 故 須 破 內 故 
T45n1852_001:0012b18	肇法師云。邪辨逼真殆亂正道。問中論何故	肇 法 師 云 邪 辨 逼 真 殆 亂 正 道 問 中 論 何 故 
T45n1852_001:0012b19	傍破外耶。答凡有四義。一者欲顯中觀無	傍 破 外 耶 答 凡 有 四 義 一 者 欲 顯 中 觀 無 
T45n1852_001:0012b20	法不窮。無言不說。若一法不窮。一言不	法 不 窮 無 言 不 說 若 一 法 不 窮 一 言 不 
T45n1852_001:0012b21	盡。則戲論不滅。中觀不生。是故內外並皆	盡 則 戲 論 不 滅 中 觀 不 生 是 故 內 外 並 皆 
T45n1852_001:0012b22	破之。二者內人立義與外道同。故須破	破 之 二 者 內 人 立 義 與 外 道 同 故 須 破 
T45n1852_001:0012b23	外。三者外道立義與內人同。故須破外。	外 三 者 外 道 立 義 與 內 人 同 故 須 破 外 
T45n1852_001:0012b24	四者欲顯中實非內非外不正不邪。故須	四 者 欲 顯 中 實 非 內 非 外 不 正 不 邪 故 須 
T45n1852_001:0012b25	破外。問百論破外亦有收取義不。答亦有	破 外 問 百 論 破 外 亦 有 收 取 義 不 答 亦 有 
T45n1852_001:0012b26	四句。一者破而不取。即是外道邪言。障中	四 句 一 者 破 而 不 取 即 是 外 道 邪 言 障 中 
T45n1852_001:0012b27	迷觀。於緣無益有損。二者取而不破。外道	迷 觀 於 緣 無 益 有 損 二 者 取 而 不 破 外 道 
T45n1852_001:0012b28	偷竊如來遺餘善法。今並收之。如賊盜牛。	偷 竊 如 來 遺 餘 善 法 今 並 收 之 如 賊 盜 牛 
T45n1852_001:0012b29	即其證也。又外道各邪心推盡。冥智與內	即 其 證 也 又 外 道 各 邪 心 推 盡 冥 智 與 內 
T45n1852_001:0012c01	同。如蟲食木偶得成字。亦取而不破。三者	同 如 蟲 食 木 偶 得 成 字 亦 取 而 不 破 三 者 
T45n1852_001:0012c02	亦破亦取。外道偷竊佛教不識旨歸。今破	亦 破 亦 取 外 道 偷 竊 佛 教 不 識 旨 歸 今 破 
T45n1852_001:0012c03	其迷教之情。收取所迷之教。四者不破不	其 迷 教 之 情 收 取 所 迷 之 教 四 者 不 破 不 
T45n1852_001:0012c04	取。即顯道門未曾內外也。	取 即 顯 道 門 未 曾 內 外 也 
T45n1852_001:0012c05	次明別釋三論。問既有四論。何故常稱三	次 明 別 釋 三 論 問 既 有 四 論 何 故 常 稱 三 
T45n1852_001:0012c06	論耶。答略有八義。一者一一論各具三義。	論 耶 答 略 有 八 義 一 者 一 一 論 各 具 三 義 
T45n1852_001:0012c07	一破邪。二顯正。三言教。以同具此三義故。	一 破 邪 二 顯 正 三 言 教 以 同 具 此 三 義 故 
T45n1852_001:0012c08	合名三論。二者三論具合方備三義。中論	合 名 三 論 二 者 三 論 具 合 方 備 三 義 中 論 
T45n1852_001:0012c09	明所顯之理。百論破於邪執。十二門名為	明 所 顯 之 理 百 論 破 於 邪 執 十 二 門 名 為 
T45n1852_001:0012c10	言教。以三義相成故名為三論。三者中論	言 教 以 三 義 相 成 故 名 為 三 論 三 者 中 論 
T45n1852_001:0012c11	為廣論。百論為次論。十二門為略論。三部	為 廣 論 百 論 為 次 論 十 二 門 為 略 論 三 部 
T45n1852_001:0012c12	具上中下三品故名三論。四者一切經論凡	具 上 中 下 三 品 故 名 三 論 四 者 一 切 經 論 凡 
T45n1852_001:0012c13	有三種。一但偈論。即是中論。二但長行論。	有 三 種 一 但 偈 論 即 是 中 論 二 但 長 行 論 
T45n1852_001:0012c14	所謂百論。三亦長行亦偈論。即十二門論。以	所 謂 百 論 三 亦 長 行 亦 偈 論 即 十 二 門 論 以 
T45n1852_001:0012c15	三部互相開避而共相成。五者此之三部同	三 部 互 相 開 避 而 共 相 成 五 者 此 之 三 部 同 
T45n1852_001:0012c16	是大乘通論。故名三論。六者此三部同顯不	是 大 乘 通 論 故 名 三 論 六 者 此 三 部 同 顯 不 
T45n1852_001:0012c17	二實相。故名三論。七者同是四依菩薩所造。	二 實 相 故 名 三 論 七 者 同 是 四 依 菩 薩 所 造 
T45n1852_001:0012c18	八者同是像末所作。但欲綱維大法也。	八 者 同 是 像 末 所 作 但 欲 綱 維 大 法 也 
T45n1852_001:0012c19	次論三論通別門。以智度論對三論。則智	次 論 三 論 通 別 門 以 智 度 論 對 三 論 則 智 
T45n1852_001:0012c20	度論為別論。三論為通論。就三論中自有	度 論 為 別 論 三 論 為 通 論 就 三 論 中 自 有 
T45n1852_001:0012c21	三別即為三例。百論為通論之廣。中論為	三 別 即 為 三 例 百 論 為 通 論 之 廣 中 論 為 
T45n1852_001:0012c22	通論之次。十二門為通論之略。所以然者。	通 論 之 次 十 二 門 為 通 論 之 略 所 以 然 者 
T45n1852_001:0012c23	百論通破障世出世一切邪。通申世出世	百 論 通 破 障 世 出 世 一 切 邪 通 申 世 出 世 
T45n1852_001:0012c24	一切正。故名通論之廣。中論但破大小二	一 切 正 故 名 通 論 之 廣 中 論 但 破 大 小 二 
T45n1852_001:0012c25	迷。通申大小兩教。不破世間迷申世間教。	迷 通 申 大 小 兩 教 不 破 世 間 迷 申 世 間 教 
T45n1852_001:0012c26	故為通論之次。十二門但破執大之迷。申	故 為 通 論 之 次 十 二 門 但 破 執 大 之 迷 申 
T45n1852_001:0012c27	大乘之教。為通論之略。問何故爾耶。答外道	大 乘 之 教 為 通 論 之 略 問 何 故 爾 耶 答 外 道 
T45n1852_001:0012c28	邪興。遍障世出世大小一切教。故提婆遍	邪 興 遍 障 世 出 世 大 小 一 切 教 故 提 婆 遍 
T45n1852_001:0012c29	破眾邪備申眾教。是以論明。始自三歸終	破 眾 邪 備 申 眾 教 是 以 論 明 始 自 三 歸 終 
T45n1852_001:0013a01	竟二諦。無教不申。無邪不破。中論為對	竟 二 諦 無 教 不 申 無 邪 不 破 中 論 為 對 
T45n1852_001:0013a02	大小學人封執二教故。但破二迷但申二	大 小 學 人 封 執 二 教 故 但 破 二 迷 但 申 二 
T45n1852_001:0013a03	教。是以論文有大小二章之說。十二門論辨	教 是 以 論 文 有 大 小 二 章 之 說 十 二 門 論 辨 
T45n1852_001:0013a04	觀行之精要。明方等之宗本。故正破大迷	觀 行 之 精 要 明 方 等 之 宗 本 故 正 破 大 迷 
T45n1852_001:0013a05	獨申大教。是以論文命宗。但說略解摩訶	獨 申 大 教 是 以 論 文 命 宗 但 說 略 解 摩 訶 
T45n1852_001:0013a06	衍義。問十二門亦備破小乘外道。云何言但	衍 義 問 十 二 門 亦 備 破 小 乘 外 道 云 何 言 但 
T45n1852_001:0013a07	破大迷但申大教也。答雖備破眾病。而正	破 大 迷 但 申 大 教 也 答 雖 備 破 眾 病 而 正 
T45n1852_001:0013a08	意為申大乘。故論文前明略解大乘。而後	意 為 申 大 乘 故 論 文 前 明 略 解 大 乘 而 後 
T45n1852_001:0013a09	則言末世眾生薄福鈍根。雖尋經文不能	則 言 末 世 眾 生 薄 福 鈍 根 雖 尋 經 文 不 能 
T45n1852_001:0013a10	通了。即知尋大乘失旨。但小乘外道障彼大	通 了 即 知 尋 大 乘 失 旨 但 小 乘 外 道 障 彼 大 
T45n1852_001:0013a11	乘。故須破之耳。又欲令小乘外道同入大	乘 故 須 破 之 耳 又 欲 令 小 乘 外 道 同 入 大 
T45n1852_001:0013a12	乘故須破之。問百論申大小兩教。與中論	乘 故 須 破 之 問 百 論 申 大 小 兩 教 與 中 論 
T45n1852_001:0013a13	何異。答百論總申大小。然中論別申二教。	何 異 答 百 論 總 申 大 小 然 中 論 別 申 二 教 
T45n1852_001:0013a14	又百論從淺至深。中論從深至淺。問何故	又 百 論 從 淺 至 深 中 論 從 深 至 淺 問 何 故 
T45n1852_001:0013a15	爾耶。答百論為迴邪入正。始行之人故。始	爾 耶 答 百 論 為 迴 邪 入 正 始 行 之 人 故 始 
T45n1852_001:0013a16	自三歸終入方等。故從淺至深。中論示諸	自 三 歸 終 入 方 等 故 從 淺 至 深 中 論 示 諸 
T45n1852_001:0013a17	佛本末之義。大乘為本小乘為末。故從深	佛 本 末 之 義 大 乘 為 本 小 乘 為 末 故 從 深 
T45n1852_001:0013a18	至淺也。	至 淺 也 
T45n1852_001:0013a19	次明四論用假不同門。一切諸法雖並是假。	次 明 四 論 用 假 不 同 門 一切諸法 雖 並 是 假 
T45n1852_001:0013a20	領其要用凡有四門。一因緣假。二隨緣假。	領 其 要 用 凡 有 四 門 一 因 緣 假 二 隨 緣 假 
T45n1852_001:0013a21	三對緣假。四就緣假也。一因緣假者。如空有	三 對 緣 假 四 就 緣 假 也 一 因 緣 假 者 如 空 有 
T45n1852_001:0013a22	二諦。有不自有。因空故有。空不自空。因有	二 諦 有 不 自 有 因 空 故 有 空 不 自 空 因 有 
T45n1852_001:0013a23	故空。故空有是因緣假義也。二隨緣假者。如	故 空 故 空 有 是 因 緣 假 義 也 二 隨 緣 假 者 如 
T45n1852_001:0013a24	隨三乘根性說三乘教門也。三對緣假者。	隨 三 乘 根 性 說 三 乘 教 門 也 三 對 緣 假 者 
T45n1852_001:0013a25	如對治常說於無常。對治無常是故說常。	如 對 治 常 說 於 無 常 對 治 無 常 是 故 說 常 
T45n1852_001:0013a26	四就緣假者。外人執有諸法。諸佛菩薩就	四 就 緣 假 者 外 人 執 有 諸 法 諸佛菩薩 就 
T45n1852_001:0013a27	彼推求檢竟不得。名就緣假。此四假總收	彼 推 求 檢 竟 不 得 名 就 緣 假 此 四 假 總 收 
T45n1852_001:0013a28	十二部經八萬法藏。然四論具用四假。但智	十二部經 八 萬 法 藏 然 四 論 具 用 四 假 但 智 
T45n1852_001:0013a29	度論多用因緣假。以釋經立義門故。中論	度 論 多 用 因 緣 假 以 釋 經 立 義 門 故 中 論 
T45n1852_001:0013b01	十二門多用就緣假。百論多用對緣假。	十 二 門 多 用 就 緣 假 百 論 多 用 對 緣 假 
T45n1852_001:0013b02	次明四論對緣不同門。著於四論略明二	次 明 四 論 對 緣 不 同 門 著 於 四 論 略 明 二 
T45n1852_001:0013b03	種。提婆菩薩震論鼓於王庭。九十六師一時	種 提 婆 菩 薩 震 論 鼓 於 王 庭 九 十 六 師 一 時 
T45n1852_001:0013b04	雲集。各建名理立無方論。提婆面拆邪師。	雲 集 各 建 名 理 立 無 方 論 提 婆 面 拆 邪 師 
T45n1852_001:0013b05	後還閑林。撰集當時之言。以為百論。龍樹	後 還 閑 林 撰 集 當 時 之 言 以 為 百 論 龍 樹 
T45n1852_001:0013b06	菩薩潛帷著筆。探取外情破病申經。故造	菩 薩 潛 帷 著 筆 探 取 外 情 破 病 申 經 故 造 
T45n1852_001:0013b07	中論。問何故爾耶。答龍樹聲聞天下。外道小	中 論 問 何 故 爾 耶 答 龍 樹 聲 聞 天 下 外 道 小 
T45n1852_001:0013b08	乘不敢與交言。故潛帷著筆以造論也。提	乘 不 敢 與 交 言 故 潛 帷 著 筆 以 造 論 也 提 
T45n1852_001:0013b09	婆既為弟子。物情所不畏憚。故與之交言。	婆 既 為 弟 子 物 情 所 不 畏 憚 故 與 之 交 言 
T45n1852_001:0013b10	故後集以為論。次明三論所破之緣有利鈍	故 後 集 以 為 論 次 明 三 論 所 破 之 緣 有 利 鈍 
T45n1852_001:0013b11	不同門。今略舉中百二論明眾生得悟不	不 同 門 今 略 舉 中 百 二 論 明 眾 生 得 悟 不 
T45n1852_001:0013b12	同。凡有四種。一自有一種根緣。聞百論始	同 凡 有 四 種 一 自 有 一 種 根 緣 聞 百 論 始 
T45n1852_001:0013b13	捨罪福終破空有。當此言下得悟無生。	捨 罪 福 終 破 空 有 當 此 言 下 得 悟 無 生 
T45n1852_001:0013b14	二有諸外道。雖聞提婆當時所破言理俱	二 有 諸 外 道 雖 聞 提 婆 當 時 所 破 言 理 俱 
T45n1852_001:0013b15	屈。猶未得悟。後出家竟稟受佛經方乃得	屈 猶 未 得 悟 後 出 家 竟 稟 受 佛 經 方 乃 得 
T45n1852_001:0013b16	悟。此中根人也。三有諸外道。聞提婆之言。	悟 此 中 根 人 也 三 有 諸 外 道 聞 提 婆 之 言 
T45n1852_001:0013b17	不了尋經。翻更起迷。為中論所破方得	不 了 尋 經 翻 更 起 迷 為 中 論 所 破 方 得 
T45n1852_001:0013b18	悟。此下根人也。四有諸外道。初稟提婆之	悟 此 下 根 人 也 四 有 諸 外 道 初 稟 提 婆 之 
T45n1852_001:0013b19	言。乃至尋中論亦未得解。後因十二門觀	言 乃 至 尋 中 論 亦 未 得 解 後 因 十 二 門 觀 
T45n1852_001:0013b20	玄略方乃得悟也。	玄 略 方 乃 得 悟 也 
T45n1852_001:0013b21	次別釋中論名題門。此論立名有廣有略。	次 別 釋 中 論 名 題 門 此 論 立 名 有 廣 有 略 
T45n1852_001:0013b22	所言略者。但稱中論。故叡法師序云。中論	所 言 略 者 但 稱 中 論 故 叡 法 師 序 云 中 論 
T45n1852_001:0013b23	有五百偈。龍樹菩薩之所造。而後但釋中論	有 五 百 偈 龍 樹 菩 薩 之 所 造 而 後 但 釋 中 論 
T45n1852_001:0013b24	兩字。故名為略。問何故但稱中論不題觀	兩 字 故 名 為 略 問 何 故 但 稱 中 論 不 題 觀 
T45n1852_001:0013b25	耶。答中是所論之理實。論是能論之教門。若	耶 答 中 是 所 論 之 理 實 論 是 能 論 之 教 門 若 
T45n1852_001:0013b26	明理教故義無不周也。所言廣者。加之以	明 理 教 故 義 無 不 周 也 所 言 廣 者 加 之 以 
T45n1852_001:0013b27	觀。故影法師中論序云。寂此諸邊名之為	觀 故 影 法 師 中 論 序 云 寂 此 諸 邊 名 之 為 
T45n1852_001:0013b28	中。問答拆徵稱之為論。又云。觀者直。以	中 問 答 拆 徵 稱 之 為 論 又 云 觀 者 直 以 
T45n1852_001:0013b29	觀辨於心論宣於口耳。問何故具題三字	觀 辨 於 心 論 宣 於 口 耳 問 何 故 具 題 三 字 
T45n1852_001:0013c01	耶。答因中發觀。由觀宣論。要備三法義	耶 答 因 中 發 觀 由 觀 宣 論 要 備 三 法 義 
T45n1852_001:0013c02	乃圓足也。次第門。問此三字有何次第耶。答	乃 圓 足 也 次 第 門 問 此 三 字 有 何 次 第 耶 答 
T45n1852_001:0013c03	有二種次第。一者能化次第。二者所化次第。	有 二 種 次 第 一 者 能 化 次 第 二 者 所 化 次 第 
T45n1852_001:0013c04	能化次第者。中謂三世十方諸佛菩薩所行	能 化 次 第 者 中 謂 三 世 十方諸佛 菩薩所行 
T45n1852_001:0013c05	之道。故前明中。由此道故發生諸佛菩薩	之 道 故 前 明 中 由 此 道 故 發 生 諸佛菩薩 
T45n1852_001:0013c06	正觀。故次明觀。由內有正觀故。佛宣之於	正 觀 故 次 明 觀 由 內 有 正 觀 故 佛 宣 之 於 
T45n1852_001:0013c07	口。名之為經。四依菩薩宣之於口。目之為	口 名 之 為 經 四 依 菩 薩 宣 之 於 口 目 之 為 
T45n1852_001:0013c08	論也。約所化悟入次第者。稟教之徒因論	論 也 約 所 化 悟 入 次 第 者 稟 教 之 徒 因 論 
T45n1852_001:0013c09	識中。因中發觀。若望於佛。因教識理。因	識 中 因 中 發 觀 若 望 於 佛 因 教 識 理 因 
T45n1852_001:0013c10	理發觀也。次制立門。所以但明三字不多	理 發 觀 也 次 制 立 門 所 以 但 明 三 字 不 多 
T45n1852_001:0013c11	不少者。略有三義。一者諸佛菩薩凡有二德。	不 少 者 略 有 三 義 一 者 諸佛菩薩 凡 有 二 德 
T45n1852_001:0013c12	一者自行。二者化他。中之與觀謂自行也。論	一 者 自 行 二 者 化 他 中 之 與 觀 謂 自 行 也 論 
T45n1852_001:0013c13	之一字即是化他。自行化他義無不攝。故但	之 一 字 即 是 化 他 自 行 化 他 義 無 不 攝 故 但 
T45n1852_001:0013c14	標三字。二者化於眾生要必具三。一者有	標 三 字 二 者 化 於 眾 生 要 必 具 三 一 者 有 
T45n1852_001:0013c15	所悟之理。二者因理發觀。三者由觀宣論。	所 悟 之 理 二 者 因 理 發 觀 三 者 由 觀 宣 論 
T45n1852_001:0013c16	故但明三也。三者以中對觀。是境智之名。以	故 但 明 三 也 三 者 以 中 對 觀 是 境 智 之 名 以 
T45n1852_001:0013c17	觀對論。為行說之稱。因中發觀故。以中	觀 對 論 為 行 說 之 稱 因 中 發 觀 故 以 中 
T45n1852_001:0013c18	為境。以觀為智。如說而行為觀。如行而	為 境 以 觀 為 智 如 說 而 行 為 觀 如 行 而 
T45n1852_001:0013c19	說為論。以義唯此四故。名字但有三名也。	說 為 論 以 義 唯 此 四 故 名 字 但 有 三 名 也 
T45n1852_001:0013c20	次論通別門。通而為言。三字皆中皆觀皆	次 論 通 別 門 通 而 為 言 三 字 皆 中 皆 觀 皆 
T45n1852_001:0013c21	論。所言皆中者。理實不偏故理名為中。因	論 所 言 皆 中 者 理 實 不 偏 故 理 名 為 中 因 
T45n1852_001:0013c22	中理發觀。觀非偏觀。觀亦名中。因中觀	中 理 發 觀 觀 非 偏 觀 觀 亦 名 中 因 中 觀 
T45n1852_001:0013c23	宣論。論非偏論。論亦名中。三字皆觀者。中	宣 論 論 非 偏 論 論 亦 名 中 三 字 皆 觀 者 中 
T45n1852_001:0013c24	是義相觀。觀是心行觀。論是名字觀。亦如三	是 義 相 觀 觀 是 心 行 觀 論 是 名 字 觀 亦 如 三 
T45n1852_001:0013c25	種般若。中是實相般若。觀是觀照般若。論是	種 般 若 中 是 實 相 般 若 觀 是 觀 照 般 若 論 是 
T45n1852_001:0013c26	文字般若。三種皆論者。論是能論故名為論。	文 字 般 若 三 種 皆 論 者 論 是 能 論 故 名 為 論 
T45n1852_001:0013c27	餘二所論亦名為論也。就別而言。理實不	餘 二 所 論 亦 名 為 論 也 就 別 而 言 理 實 不 
T45n1852_001:0013c28	偏。與其中名。智是達照。當其觀稱。論是言	偏 與 其 中 名 智 是 達 照 當 其 觀 稱 論 是 言 
T45n1852_001:0013c29	教。故目之為論。次明互發盡門。就中有	教 故 目 之 為 論 次 明 互 發 盡 門 就 中 有 
T45n1852_001:0014a01	中發觀。觀發中。緣盡觀。觀盡緣。所言中	中 發 觀 觀 發 中 緣 盡 觀 觀 盡 緣 所 言 中 
T45n1852_001:0014a02	發觀者。如涅槃經云。十二因緣不生不滅能	發 觀 者 如 涅 槃 經 云 十二因緣 不生不滅 能 
T45n1852_001:0014a03	生觀智。譬如胡瓜能發熱病也。觀發中者。	生 觀 智 譬 如 胡 瓜 能 發 熱 病 也 觀 發 中 者 
T45n1852_001:0014a04	眾生本謂因緣是生是滅。不知是中。以正	眾 生 本 謂 因 緣 是 生 是 滅 不 知 是 中 以 正 
T45n1852_001:0014a05	觀檢生滅不得。方悟因緣是中。此則因觀	觀 檢 生 滅 不 得 方 悟 因 緣 是 中 此 則 因 觀 
T45n1852_001:0014a06	發中。緣盡於觀觀盡於緣者。凡夫二乘及	發 中 緣 盡 於 觀 觀 盡 於 緣 者 凡 夫 二 乘 及 
T45n1852_001:0014a07	有所得偏邪之緣。盡菩薩正觀之內。故名緣	有 所 得 偏 邪 之 緣 盡 菩 薩 正 觀 之 內 故 名 緣 
T45n1852_001:0014a08	盡於觀。觀盡於緣者。邪緣既盡正觀亦息。	盡 於 觀 觀 盡 於 緣 者 邪 緣 既 盡 正 觀 亦 息 
T45n1852_001:0014a09	故名觀盡於緣。緣盡於觀故非緣。觀盡於	故 名 觀 盡 於 緣 緣 盡 於 觀 故 非 緣 觀 盡 於 
T45n1852_001:0014a10	緣故非觀。非緣非觀。不知何以美之。強	緣 故 非 觀 非 緣 非 觀 不 知 何 以 美 之 強 
T45n1852_001:0014a11	名正觀也。問既得緣盡觀觀盡緣。亦得中	名 正 觀 也 問 既 得 緣 盡 觀 觀 盡 緣 亦 得 中 
T45n1852_001:0014a12	盡觀親盡中不。答亦得爾也。中是智境。觀	盡 觀 親 盡 中 不 答 亦 得 爾 也 中 是 智 境 觀 
T45n1852_001:0014a13	是境智。境不自境。因智故境。智不自智。由	是 境 智 境 不 自 境 因 智 故 境 智 不 自 智 由 
T45n1852_001:0014a14	境故智。由智故境。境不自境。由境故智。智	境 故 智 由 智 故 境 境 不 自 境 由 境 故 智 智 
T45n1852_001:0014a15	不自智。不自智則非智。不自境則非境。	不 自 智 不 自 智 則 非 智 不 自 境 則 非 境 
T45n1852_001:0014a16	故是境盡於智。智盡於境。問亦得緣發於	故 是 境 盡 於 智 智 盡 於 境 問 亦 得 緣 發 於 
T45n1852_001:0014a17	觀。觀發於緣不。答由邪緣故得顯正觀。	觀 觀 發 於 緣 不 答 由 邪 緣 故 得 顯 正 觀 
T45n1852_001:0014a18	即是緣發於觀。由正觀故顯緣是邪。謂觀	即 是 緣 發 於 觀 由 正 觀 故 顯 緣 是 邪 謂 觀 
T45n1852_001:0014a19	發於緣耳。次明別釋三字門。總論釋義	發 於 緣 耳 次 明 別 釋 三 字 門 總 論 釋 義 
T45n1852_001:0014a20	凡有四種。一依名釋義。二就理教釋義。	凡 有 四 種 一 依 名 釋 義 二 就 理 教 釋 義 
T45n1852_001:0014a21	三就互相釋義。四無方釋義也。依名釋義	三 就 互 相 釋 義 四 無 方 釋 義 也 依 名 釋 義 
T45n1852_001:0014a22	者。中以實為義。中以正為義。中以實為	者 中 以 實 為 義 中 以 正 為 義 中 以 實 為 
