X60n1112_001:0080a03	蓬折箴	蓬 折 箴 
X60n1112_001:0091b04	理觀總一切經發所詮三品發心攝三乘行果分齊	理 觀 總 一 切 經 發 所 詮 三 品 發 心 攝 三 乘 行 果 分 齊 
X60n1112_001:0091b05	三宗戒體決兩部受隨持犯此等皆是祖乘旨趣折	三 宗 戒 體 決 兩 部 受 隨 持 犯 此 等 皆 是 祖 乘 旨 趣 折 
X60n1112_001:0091b06	蓬雖不知大途宗旨亦能云提起小法以圓決顯之	蓬 雖 不 知 大 途 宗 旨 亦 能 云 提 起 小 法 以 圓 決 顯 之 
X60n1112_001:0091b07	處興乎常引用天別所謂關節者亦不離於旨趣以	處 興 乎 常 引 用 天 別 所 謂 關 節 者 亦 不 離 於 旨 趣 以 
X60n1112_001:0091b08	三體三品三觀文義主對解行相當決判大小化制	三 體 三 品 三 觀 文 義 主 對 解 行 相 當 決 判 大 小 化 制 
X60n1112_001:0091b09	受因果戒觀解行持犯重輕等相各無差互非不昭	受 因 果 戒 觀 解 行 持 犯 重 輕 等 相 各 無 差 互 非 不 昭 
X60n1112_001:0091b10	然故濟緣云清觀前明實宗無一心字次述假宗無	然 故 濟 緣 云 清 觀 前 明 實 宗 無 一 心 字 次 述 假 宗 無 
X60n1112_001:0091b11	一種字始見聖師深體推實自餘凡愚未足擬議此明	一 種 字 始 見 聖 師 深 體 推 實 自 餘 凡 愚 未 足 擬 議 此 明 
X60n1112_001:0091b12	三宗戒體不濫資持云學者至此宜須明辨三心所	三 宗 戒 體 不 濫 資 持 云 學 者 至 此 宜 須 明 辨 三 心 所 
X60n1112_001:0091b13	期行果分齊但由鉄翁乃以旨趣混於關節故有白	期 行 果 分 齊 但 由 鉄 翁 乃 以 旨 趣 混 於 關 節 故 有 白 
X60n1112_001:0091b14	四納大不曉教門觀以律本不分化制善種即三種	四 納 大 不 曉 教 門 觀 以 律 本 不 分 化 制 善 種 即 三 種 
X60n1112_001:0091b15	聚不明受隨義具為究竟不識因果上品非圓受分	聚 不 明 受 隨 義 具 為 究 竟 不 識 因 果 上 品 非 圓 受 分 
X60n1112_001:0091b16	通即大乘立緣非作法止業非返妄圓宗決教妙觀	通 即 大 乘 立 緣 非 作 法 止 業 非 返 妄 圓 宗 決 教 妙 觀 
X60n1112_001:0091b17	無別蓬折箴中一一隨破更有於微縱討重緣吉羅	無 別 蓬 折 箴 中 一 一 隨 破 更 有 於 微 縱 討 重 緣 吉 羅 
X60n1112_001:0091b18	制業皆大乘所犯盡屬此失宜自細思。	制 業 皆 大 乘 所 犯 盡 屬 此 失 宜 自 細 思 
X60n1112_001:0091b19	余晚景唯恨師友凋喪及見後昆為學易盈實自	余 晚 景 唯 恨 師 友 凋 喪 及 見 後 昆 為 學 易 盈 實 自 
X60n1112_001:0091b20	灰心豈期涉世但以造物顛倒不容自閑鐵翁弘	灰 心 豈 期 涉 世 但 以 造 物 顛 倒 不 容 自 閑 鐵 翁 弘 
X60n1112_001:0091b21	闡誰解抑揚但見大義有妨不容緘默雖欲紏正	闡 誰 解 抑 揚 但 見 大 義 有 妨 不 容 緘 默 雖 欲 紏 正 
X60n1112_001:0091b22	非本所懷念息復興經乎數載今以二三仝志頻	非 本 所 懷 念 息 復 興 經 乎 數 載 今 以 二 三 仝 志 頻 
X60n1112_001:0091b23	欲催成聊述所知以塞其責今寶祐甲寅元宵後	欲 催 成 聊 述 所 知 以 塞 其 責 今 寶 祐 甲 寅 元 宵 後 
X60n1112_001:0091b24	十日於靈芝絕筆云耳。	十 日 於 靈 芝 絕 筆 云 耳 
X60n1112_001:0091c01	所謂中國失法求之於四垂者斯言有以本是五	所 謂 中 國 失 法 求 之 於 四 垂 者 斯 言 有 以 本 是 五 
X60n1112_001:0091c02	天竺國為中東漸至白木條外皆邊方也或此土	天 竺 國 為 中 東 漸 至 白 木 條 外 皆 邊 方 也 或 此 土 
X60n1112_001:0091c03	言中者乃軒轅局談耳　佛法漢朝明帝時來九	言 中 者 乃 軒 轅 局 談 耳 佛 法 漢 朝 明 帝 時 來 九 
X60n1112_001:0091c04	代傳持獨吾祖南山聖師返光前烈蓋能用大弘	代 傳 持 獨 吾 祖 南 山 聖 師 返 光 前 烈 蓋 能 用 大 弘 
X60n1112_001:0091c05	小得法正之源本如來權實之用所以土一圓宗	小 得 法 正 之 源 本 如 來 權 實 之 用 所 以 土 一 圓 宗 
X60n1112_001:0091c06	圓於四分稱達化妙盡於此後得記主大智律師	圓 於 四 分 稱 達 化 妙 盡 於 此 後 得 記 主 大 智 律 師 
X60n1112_001:0091c07	發揚斯旨人到于今成受其賜近或有逞我能強	發 揚 斯 旨 人 到 于 今 成 受 其 賜 近 或 有 逞 我 能 強 
X60n1112_001:0091c08	生穿鑿僭濫無歸全失其本雖謂深究誰能曲從	生 穿 鑿 僭 濫 無 歸 全 失 其 本 雖 謂 深 究 誰 能 曲 從 
X60n1112_001:0091c09	噫一百二十州之大訓兩浙僅在其名可謂中間	噫 一 百 二 十 州 之 大 訓 兩 浙 僅 在 其 名 可 謂 中 間 
X60n1112_001:0091c10	笑法笑法矣妙蓮下壇時日本芿法師來略得識	笑 法 笑 法 矣 妙 蓮 下 壇 時 日 本 芿 法 師 來 略 得 識 
X60n1112_001:0091c11	面惜乎不曾與言後見其所出問答知彼解行可	面 惜 乎 不 曾 與 言 後 見 其 所 出 問 答 知 彼 解 行 可 
X60n1112_001:0091c12	歸嘉定至於淳祐果有學律者來唯忍敬二法師	歸 嘉 定 至 於 淳 祐 果 有 學 律 者 來 唯 忍 敬 二 法 師 
X60n1112_001:0091c13	相聚連年與之義論頗得稠密一別再化各處天	相 聚 連 年 與 之 義 論 頗 得 稠 密 一 別 再 化 各 處 天 
X60n1112_001:0091c14	一涯不知其回國之道況何如今有範法師到來	一 涯 不 知 其 回 國 之 道 況 何 如 今 有 範 法 師 到 來 
X60n1112_001:0091c15	疊衣過我曾出疑難有可答者忽問南山宗旨將	疊 衣 過 我 曾 出 疑 難 有 可 答 者 忽 問 南 山 宗 旨 將 
X60n1112_001:0091c16	蓬折箴與看不數日能述一本將來對證已自詳	蓬 折 箴 與 看 不 數 日 能 述 一 本 將 來 對 證 已 自 詳 
X60n1112_001:0091c17	其略有悞處即與改之嘉其明敏略敘所由書之	其 略 有 悞 處 即 與 改 之 嘉 其 明 敏 略 敘 所 由 書 之 
X60n1112_001:0091c18	於後也乙卯十月旦滄洲祖關上翁妙蓮云爾。	於 後 也 乙 卯 十 月 旦 滄 洲 祖 關 上 翁 妙 蓮 云 爾 
X60n1112_001:0091c20	蓬折箴(終)	蓬 折 箴 終 
