T52n2113_001:0573a04	北山錄序	北 山 錄 序 
T52n2113_001:0579b17	其依然則長想之懷有在矣。周之二月今十	其 依 然 則 長 想 之 懷 有 在 矣 周 之 二 月 今 十 
T52n2113_001:0579b18	二月也(周朝十一月建子之月為歲首。則今十二月乃是周之二月也)十五日西土	二 月 也 周 朝 十 一 月 建 子 之 月 為 歲 首 則 今 十 二 月 乃 是 周 之 二 月 也 十 五 日 西 土 
T52n2113_001:0579b19	之晦也(西國於一月三十日內。分前十五日為白月。後十五日為黑月。自月一日為白月朔十五日為白	之 晦 也 西 國 於 一 月 三 十 日 內 分 前 十 五 日 為 白 月 後 十 五 日 為 黑 月 自 月 一 日 為 白 月 朔 十 五 日 為 白 
T52n2113_001:0579b20	月晦。自十六日為黑月朔盡日為黑月晦也)彼十二月各以星名呼之(正月	月 晦 自 十 六 日 為 黑 月 朔 盡 日 為 黑 月 晦 也 彼 十 二 月 各 以 星 名 呼 之 正 月 
T52n2113_001:0579b21	利咀囉。二月吠舍佉。三月逝瑟吒。四月頞沙茶。五月室囉伐拏。六月波囉鉢陀。七月頞濕縛庾闍。八月迦剌底	利 咀 囉 二 月 吠 舍 佉 三 月 逝 瑟 吒 四 月 頞 沙 茶 五 月 室 囉 伐 拏 六 月 波 囉 鉢 陀 七 月 頞濕縛庾闍 八 月 迦 剌 底 
T52n2113_001:0579b22	迦。九月伽始囉。十月報沙。十一月磨佉。十二月頗勒窶拏也)星始為朔。星盡為	迦 九 月 伽 始 囉 十 月 報 沙 十 一 月 磨 佉 十 二 月 頗勒窶拏 也 星 始 為 朔 星 盡 為 
T52n2113_001:0579b23	晦。故此十六日當彼之朔也。合三十日成	晦 故 此 十 六 日 當 彼 之 朔 也 合 三 十 日 成 
T52n2113_001:0579b24	(前十五日白月。後十五日為黑月也)半月前號黑魄死(謂月初黑景漸消也)後	 前 十 五 日 白 月 後 十 五 日 為 黑 月 也 半 月 前 號 黑 魄 死 謂 月 初 黑 景 漸 消 也 後 
T52n2113_001:0579b25	半月號白明生也(謂十六日時月光正盛)分十二月為三時。	半 月 號 白 明 生 也 謂 十 六 日 時 月 光 正 盛 分 十 二 月 為 三 時 
T52n2113_001:0579b26	肇正月十六日至五月十五日為熱際(謂夏正也)自	肇 正 月 十 六 日 至 五 月十五日 為 熱 際 謂 夏 正 也 自 
T52n2113_001:0579b27	是十六日至九月十五日為雨際。自是十六	是 十 六 日 至 九 月十五日 為 雨 際 自 是 十 六 
T52n2113_001:0579b28	日至正月十五日為寒際。涼暑之風稍與此	日 至 正 月十五日 為 寒 際 涼 暑 之 風 稍 與 此 
T52n2113_001:0579c01	曆象會耳。古者三代之正有所取捨。夏后氏	曆 象 會 耳 古 者 三 代 之 正 有 所 取 捨 夏 后 氏 
T52n2113_001:0579c02	尚黑建寅為正(夏禹姒姓。名文命。以天錫玄珪之瑞。以建寅之月為武首。號人正。祭祀旌	尚 黑 建 寅 為 正 夏 禹 姒 姓 名 文 命 以 天 錫 玄 珪 之 瑞 以 建 寅 之 月 為 武 首 號 人 正 祭 祀 旌 
T52n2113_001:0579c03	旗衣服皆尚黑。以平旦為朔也)殷人尚白建丑為正(殷湯子姓。名履。字天乙有	旗 衣 服 皆 尚 黑 以 平 旦 為 朔 也 殷 人 尚 白 建 丑 為 正 殷 湯 子 姓 名 履 字 天 乙 有 
T52n2113_001:0579c04	白狼銜鉤之瑞。以建丑之月為歲首。號地正。祭祀旌旗衣服皆尚白。以五更時為朔也)周人尚赤	白 狼 銜 鉤 之 瑞 以 建 丑 之 月 為 歲 首 號 地 正 祭 祀 旌 旗 衣 服 皆 尚 白 以 五 更 時 為 朔 也 周 人 尚 赤 
T52n2113_001:0579c05	建子為正(周姬姓。名發。有火流王屋之瑞。以建子之月為歲首號天正。祭祀旌旗衣服皆尚赤。以夜	建 子 為 正 周 姬 姓 名 發 有 火 流 王 屋 之 瑞 以 建 子 之 月 為 歲 首 號 天 正 祭 祀 旌 旗 衣 服 皆 尚 赤 以 夜 
T52n2113_001:0579c06	半為朔也)而大聖在乎周年。故得以十一月言正。	半 為 朔 也 而 大 聖 在 乎 周 年 故 得 以 十 一 月 言 正 
T52n2113_001:0579c07	異乎今之世也(佛既生周代。凡經中所有年月。皆取周朝正朔。與今建寅夏正別也)是	異 乎 今 之 世 也 佛 既 生 周 代 凡 經 中 所 有 年 月 皆 取 周 朝 正 朔 與 今 建 寅 夏 正 別 也 是 
T52n2113_001:0579c08	月也天地否閉。龍蛇斯蟄。微陽潛布於下泉。	月 也 天 地 否 閉 龍 蛇 斯 蟄 微 陽 潛 布 於 下 泉 
T52n2113_001:0579c09	匃萌未達於上土。以茲生者應氣運而來。以	匃 萌 未 達 於 上 土 以 茲 生 者 應 氣 運 而 來 以 
T52n2113_001:0579c10	茲滅者應代謝而去也(北山和尚以佛滅乃用周正涅槃。與今之二月十五日	茲 滅 者 應 代 謝 而 去 也 北 山 和 尚 以 佛 滅 乃 用 周 正 涅 槃 與 今 之 二 月十五日 
T52n2113_001:0579c11	涅槃別也。句萌則物初生如鉤也。萌生也)夫居終而不能死者非聖人	涅 槃 別 也 句 萌 則 物 初 生 如 鉤 也 萌 生 也 夫 居 終 而 不 能 死 者 非 聖 人 
T52n2113_001:0579c12	也(聖人與物無滯。其生也示相同凡。其滅也示化歸真。雖現生而無生。雖示滅而非滅也)既死而	也 聖 人 與 物 無 滯 其 生 也 示 相 同 凡 其 滅 也 示 化 歸 真 雖 現 生 而 無 生 雖 示 滅 而 非 滅 也 既 死 而 
T52n2113_001:0579c13	不能生者非聖人也(此方緣盡見化他方非同小聖灰身而已故云常在靈鷲山而實不	不 能 生 者 非 聖 人 也 此 方 緣 盡 見 化 他 方 非 同 小 聖 灰 身 而 已 故 云 常 在 靈 鷲 山 而 實 不 
T52n2113_001:0579c14	滅度也)非死非生而能死生者。是謂大聖人也	滅 度 也 非 死 非 生 而 能 死 生 者 是 謂 大 聖 人 也 
T52n2113_001:0579c15	(本不屬於生死而示同生死。真大聖也)而六合之間。萬類職之。未捐	 本 不 屬 於 生 死 而 示 同 生 死 真 大 聖 也 而 六 合 之 間 萬 類 職 之 未 捐 
T52n2113_001:0579c16	於有為。未窳於無為。生而復生。未始有極。	於 有 為 未 窳 於 無 為 生 而 復 生 未 始 有 極 
T52n2113_001:0579c17	而聖人應生者。亦何有極焉(職主也。捐捨也。窳憜也。佛是萬類之主。而	而 聖 人 應 生 者 亦 何 有 極 焉 職 主 也 捐 捨 也 窳 憜 也 佛 是 萬 類 之 主 而 
T52n2113_001:0579c18	未捨於有為故示相。未怠憜於無為故化終而歸寂。此方緣盡他方化故未有極盡者也)是以大聖	未 捨 於 有 為 故 示 相 未 怠 憜 於 無 為 故 化 終 而 歸 寂 此 方 緣 盡 他 方 化 故 未 有 極 盡 者 也 是 以 大 聖 
T52n2113_001:0579c19	生可生之世。滅可滅之世。生滅在物。固不	生 可 生 之 世 滅 可 滅 之 世 生 滅 在 物 固 不 
T52n2113_001:0579c20	在己也(示相生滅。真本元無。故云而眾見劫盡大火所燒時我此土安隱)八日而生。	在 己 也 示 相 生 滅 真 本 元 無 故 云 而 眾 見 劫 盡 大 火 所 燒 時 我 此 土 安 隱 八 日 而 生 
T52n2113_001:0579c21	表始華而就滿也(周四月佛生是今二月也。物正榮華。八日者月漸圓滿也)十五	表 始 華 而 就 滿 也 周 四 月 佛 生 是 今 二 月 也 物 正 榮 華 八 日 者 月 漸 圓 滿 也 十 五 
T52n2113_001:0579c22	日而滅者。顯自盈而之虧也(以十五日月圓之極。慮眾生起常見。故現	日 而 滅 者 顯 自 盈 而 之 虧 也 以 十 五 日 月 圓 之 極 慮 眾 生 起 常 見 故 現 
T52n2113_001:0579c23	無常十六之後。月漸虧也)滿則滋華。虧則害盈(以八日漸滿故滋於榮也。以十五	無 常 十 六 之 後 月 漸 虧 也 滿 則 滋 華 虧 則 害 盈 以 八 日 漸 滿 故 滋 於 榮 也 以 十 五 
T52n2113_001:0579c24	日後漸虧故害盈也)揆其日。是以見生滅之有為耳。又方	日 後 漸 虧 故 害 盈 也 揆 其 日 是 以 見 生 滅 之 有 為 耳 又 方 
T52n2113_001:0579c25	晝而誕。反晝而逝者。蓋生顯死晦。旦勤夕逸	晝 而 誕 反 晝 而 逝 者 蓋 生 顯 死 晦 旦 勤 夕 逸 
T52n2113_001:0579c26	之徵也(佛生以晝入滅以夜者。蓋生則顯明也。死則晦暗也。又生居旦必有勤勞之用。死居夕乃是	之 徵 也 佛 生 以 晝 入 滅 以 夜 者 蓋 生 則 顯 明 也 死 則 晦 暗 也 又 生 居 旦 必 有 勤 勞 之 用 死 居 夕 乃 是 
T52n2113_001:0579c27	閑逸之義也)嗟乎群生紛紛若乎在夢。或有見佛生	閑 逸 之 義 也 嗟 乎 群 生 紛 紛 若 乎 在 夢 或 有 見 佛 生 
T52n2113_001:0580a01	者滅者近者久者體常存者本不生者(隨心所悟不同。化	者 滅 者 近 者 久 者 體 常 存 者 本 不 生 者 隨 心 所 悟 不 同 化 
T52n2113_001:0580a02	相雖有多般。法身本無生滅也)譬同室而異夢。彼夢者不知彼	相 雖 有 多 般 法 身 本 無 生 滅 也 譬 同 室 而 異 夢 彼 夢 者 不 知 彼 
T52n2113_001:0580a03	所夢也。且有大覺而後知彼所夢者也(有聖教說。佛	所 夢 也 且 有 大 覺 而 後 知 彼 所 夢 者 也 有 聖 教 說 佛 
T52n2113_001:0580a04	以四月八日生。七月十五日降生。二月八日逾城。十二月八日成道。二月十五日入滅。又有聖教。以二月八日生。	以 四 月 八 日 生 七 月十五日 降 生 二 月 八 日 逾 城 十 二 月 八 日 成 道 二 月十五日 入 滅 又 有 聖 教 以 二 月 八 日 生 
T52n2113_001:0580a05	二月八日逾城。二日八日入滅。又有以二月八日生。十二月八日逾城。十月八日成道。十二月十五日入滅。諸部	二 月 八 日 逾 城 二 日 八 日 入 滅 又 有 以 二 月 八 日 生 十 二 月 八 日 逾 城 十 月 八 日 成 道 十 二 月十五日 入 滅 諸 部 
T52n2113_001:0580a06	所記不同。如一室而異夢也)果有其分而異者不能合其同而	所 記 不 同 如 一 室 而 異 夢 也 果 有 其 分 而 異 者 不 能 合 其 同 而 
T52n2113_001:0580a07	同者不能離其異也(以今四月八日生者。據夏正說以二月八日生。據周正說即今	同 者 不 能 離 其 異 也 以 今 四 月 八 日 生 者 據 夏 正 說 以 二 月 八 日 生 據 周 正 說 即 今 
T52n2113_001:0580a08	北山和尚是也。俱以二月八日。乃天竺小乘別部所計也)有以莊王十年為佛生	北 山 和 尚 是 也 俱 以 二 月 八 日 乃 天 竺 小 乘 別 部 所 計 也 有 以 莊 王 十 年 為 佛 生 
T52n2113_001:0580a09	時。按據魯史。曲裁經意。但多穿鑿之美(此乃費長房。	時 按 據 魯 史 曲 裁 經 意 但 多 穿 鑿 之 美 此 乃 費 長 房 
T52n2113_001:0580a10	以周莊王十年是魯莊公四年。恒星不見。星殞如雨。便為佛生。此乃據春秋妄為穿鑿也。佛生是周第四主昭王二	以 周 莊 王 十 年 是 魯 莊 公 四 年 恒 星 不 見 星 殞 如 雨 便 為 佛 生 此 乃 據 春 秋 妄 為 穿 鑿 也 佛 生 是 周 第 四 主 昭 王 二 
T52n2113_001:0580a11	十四年四月八日生。莊王是第十五主也。又恒星不見。是四月五日。乃是佛滅度後。文殊菩薩於雪山化五百仙人	十 四 年 四 月 八 日 生 莊 王 是 第 十 五 主 也 又 恒 星 不 見 是 四 月 五 日 乃 是 佛 滅 度 後 文 殊 菩 薩 於 雪 山 化 五 百 仙 人 
T52n2113_001:0580a12	而歸本國。光明掩於恒星不見也)有以三月十五日為佛滅時。蓋	而 歸 本 國 光 明 掩 於 恒 星 不 見 也 有 以 三 月十五日 為 佛 滅 時 蓋 
T52n2113_001:0580a13	西域他俾羅部之言。餘則不然也。老聖為秦	西 域 他 俾 羅 部 之 言 餘 則 不 然 也 老 聖 為 秦 
T52n2113_001:0580a14	佚之吊。若復歸周也(莊子云秦佚入吊。老子三號而出也)仲尼夢奠	佚 之 吊 若 復 歸 周 也 莊 子 云 秦 佚 入 吊 老 子 三 號 而 出 也 仲 尼 夢 奠 
T52n2113_001:0580a15	於兩楹(仲尼云。夏后氏葬於東楹。周人葬於西楹。殷人於兩楹之間。吾殷人之後。其亡乎遂卒也)俯	於 兩 楹 仲 尼 云 夏 后 氏 葬 於 東 楹 周 人 葬 於 西 楹 殷 人 於 兩 楹 之 間 吾 殷 人 之 後 其 亡 乎 遂 卒 也 俯 
T52n2113_001:0580a16	萬化而同盡也。天智出宇宙。死齊宇宙。其真	萬 化 而 同 盡 也 天 智 出 宇 宙 死 齊 宇 宙 其 真 
T52n2113_001:0580a17	耶其權耶。真則象聖。權則乃聖。匪真匪權。則	耶 其 權 耶 真 則 象 聖 權 則 乃 聖 匪 真 匪 權 則 
T52n2113_001:0580a18	以見起滅之心矣(宇宙者天地也。若人智出天地。而生死與天地萬物同者。問其是真耶	以 見 起 滅 之 心 矣 宇 宙 者 天 地 也 若 人 智 出 天 地 而 生 死 與 天 地 萬 物 同 者 問 其 是 真 耶 
T52n2113_001:0580a19	是權耶。若是真則象稱於聖矣。若是權化亦乃得為聖焉。除斯之外若不屬。真之與權則無由達生死之心矣)。	是 權 耶 若 是 真 則 象 稱 於 聖 矣 若 是 權 化 亦 乃 得 為 聖 焉 除 斯 之 外 若 不 屬 真 之 與 權 則 無 由 達 生 死 之 心 矣 
T52n2113_001:0580a20	北山錄卷第一	北 山 錄 卷 第 一 
T52n2113_002:0580a25	北山錄卷第二	北 山 錄 卷 第 二 
T52n2113_002:0580a27	法籍興第三(此篇明如來一代時教經律論興建之由也)	法 籍 興 第 三 此 篇 明 如 來 一 代 時 教 經 律 論 興 建 之 由 也 
T52n2113_002:0580a28	道樹降魔穆清天下(佛初成道於伽耶城菩提樹下金剛座上。以智慧力降魔之	道 樹 降 魔 穆 清 天 下 佛 初 成 道 於 伽 耶 城 菩提樹下 金 剛 座 上 以 智 慧 力 降 魔 之 
T52n2113_002:0580a29	後法界肅靜也)。垂世立教四十九年(以三十成道。四十九年說法度人。七十九歲入	後 法 界 肅 靜 也 垂 世 立 教 四 十 九 年 以 三 十 成 道 四 十 九 年 說 法 度 人 七 十 九 歲 入 
T52n2113_002:0580b01	滅也)以經律論為三藏也(經為修多羅藏。律為毘奈耶藏。論為摩得勒迦藏也)。	滅 也 以 經 律 論 為 三 藏 也 經 為 修 多 羅 藏 律 為 毘 奈 耶 藏 論 為 摩 得 勒 迦 藏 也 
T52n2113_002:0580b02	以五戒十善四諦十二緣六度為五乘也(五戒為人	以 五 戒 十 善 四 諦 十 二 緣 六 度 為 五 乘 也 五 戒 為 人 
T52n2113_002:0580b03	乘。十善為天乘。四諦為聲聞乘。十二緣生為緣覺乘。六波羅蜜為菩薩乘)統之以十二分	乘 十 善 為 天 乘 四 諦 為 聲 聞 乘 十 二 緣 生 為 緣 覺 乘 六波羅蜜 為 菩 薩 乘 統 之 以 十 二 分 
T52n2113_002:0580b04	(一契經。二應頌。三記別。四重說。五自說。六緣起。七譬喻。八本事。九本生。十方廣。十一希有法。十二論義。亦	 一 契 經 二 應 頌 三 記 別 四 重 說 五 自 說 六 緣 起 七 譬 喻 八 本 事 九 本 生 十 方 廣 十 一 希 有 法 十 二 論 義 亦 
T52n2113_002:0580b05	呼十二部教也)開之為四宗(經律論呪)教始興乎一音。而大	呼 十 二 部 教 也 開 之 為 四 宗 經 律 論 呪 教 始 興 乎 一 音 而 大 
T52n2113_002:0580b06	協于群心。目之曰甘露。亦謂之毒鼓(應其病者除其熱惱	協 于 群 心 目 之 曰 甘 露 亦 謂 之 毒 鼓 應 其 病 者 除 其 熱 惱 
T52n2113_002:0580b07	故曰甘露。不應其病起煩惱故謂之毒鼓)至聖既沒而微言殆絕(至聖即如	故 曰 甘 露 不 應 其 病 起 煩 惱 故 謂 之 毒 鼓 至 聖 既 沒 而 微 言 殆 絕 至 聖 即 如 
T52n2113_002:0580b08	來也)大迦葉遽命應真之侶千人。撰定詮序俾	來 也 大 迦 葉 遽 命 應 真 之 侶 千 人 撰 定 詮 序 俾 
T52n2113_002:0580b09	罔墜厥旨。王城始會造于石室(撰音選。自佛滅度荼毘之	罔 墜 厥 旨 王 城 始 會 造 于 石 室 撰 音 選 自 佛 滅 度 荼 毘 之 
T52n2113_002:0580b10	後。大迦葉命羅漢千人。往畢鉢羅窟結集法藏。請無憂王為檀護主也)龜氏尸其位(尸主也龜	後 大 迦 葉 命 羅 漢 千 人 往 畢 鉢 羅 窟 結 集 法 藏 請 無 憂 王 為 檀 護 主 也 龜 氏 尸 其 位 尸 主 也 龜 
T52n2113_002:0580b11	氏迦葉也)首唱優波離令誦律部(優波離者是諸釋子剃髮師。諸釋子出家。遂	氏 迦 葉 也 首 唱 優 波 離 令 誦 律 部 優 波 離 者 是 諸 釋 子 剃 髮 師 諸 釋 子 出 家 遂 
T52n2113_002:0580b12	以瓔珞環釧奉之。波離得已內自思惟。此人性高體貴尚能捨去。況我貧賤守寶受苦。乃懸樹上。誰有須者任意。	以 瓔 珞 環 釧 奉 之 波 離 得 已 內 自 思 惟 此 人 性 高 體 貴 尚 能 捨 去 況 我 貧 賤 守 寶 受 苦 乃 懸 樹 上 誰 有 須 者 任 意 
T52n2113_002:0580b13	因求出家。常弘律部)波離避席將就座(大迦葉初於畢鉢羅置三法座。一令集律藏。	因 求 出 家 常 弘 律 部 波 離 避 席 將 就 座 大 迦 葉 初 於 畢 鉢 羅 置 三 法 座 一 令 集 律 藏 
T52n2113_002:0580b14	一令集經藏。一令集論藏。故優波離起就座也)禮僧足而昇。執象牙扇。	一 令 集 經 藏 一 令 集 論 藏 故 優 波 離 起 就 座 也 禮 僧 足 而 昇 執 象 牙 扇 
T52n2113_002:0580b15	如先佛所說不愆于文字(一依佛在而說。並不愆少一文一字也)一千	如 先 佛 所 說 不 愆 于 文 字 一 依 佛 在 而 說 並 不 愆 少 一 文 一 字 也 一 千 
T52n2113_002:0580b16	漏盡迭察迭書。再覆其言然後乃定。滿八十	漏 盡 迭 察 迭 書 再 覆 其 言 然 後 乃 定 滿 八 十 
T52n2113_002:0580b17	反號八十誦(波離旋記而說。大眾旋書而集之也)次命阿難(阿難本以身居	反 號 八 十 誦 波 離 旋 記 而 說 大 眾 旋 書 而 集 之 也 次 命 阿 難 阿 難 本 以 身 居 
T52n2113_002:0580b18	有學不得預眾。被逐在堀外。乃以三界九地惑束為九類。起九無間道斷九解脫道證。然後獲得三明六通。以神境	有 學 不 得 預 眾 被 逐 在 堀 外 乃 以 三界九地 惑 束 為 九 類 起 九無間道 斷 九 解 脫 道 證 然 後 獲 得 三 明 六 通 以 神 境 
T52n2113_002:0580b19	通從戶鑰孔入。故得在會。迦葉乃令集經藏。迦旃延集論藏)阿難曰諾。如波離。	通 從 戶 鑰 孔 入 故 得 在 會 迦 葉 乃 令 集 經 藏 迦 旃 延 集 論 藏 阿 難 曰 諾 如 波 離 
T52n2113_002:0580b20	過三月飲光虞逸亡。以願智力觀之無褊慢	過 三 月 飲 光 虞 逸 亡 以 願 智 力 觀 之 無 褊 慢 
T52n2113_002:0580b21	矣(飲光即迦葉也。虞慮也。逸亡散失也。恐經日久散失。遂常以智願觀之無於怠慢也)凡百年	矣 飲 光 即 迦 葉 也 虞 慮 也 逸 亡 散 失 也 恐 經 日 久 散 失 遂 常 以 智 願 觀 之 無 於 怠 慢 也 凡 百 年 
T52n2113_002:0580b22	夷路既廣人用知訓(自佛滅後。迦葉弘持法藏二十年付阿難。亦二十年又付與末	夷 路 既 廣 人 用 知 訓 自 佛 滅 後 迦 葉 弘 持 法 藏 二 十 年 付 阿 難 亦 二 十 年 又 付 與 末 
