X24n0459_001:0517a07	 金剛般若波羅蜜經序	 金 剛 般若波羅蜜經 序 
X24n0459_002:0530a11	於菩提實無希求心。亦無所得心。以如是故。得名	於 菩 提 實 無 希 求 心 亦 無 所 得 心 以 如 是 故 得 名 
X24n0459_002:0530a12	阿耨多羅三藐三菩提。	阿耨多羅三藐三菩提 
X24n0459_002:0530a13	○淨心行善分第二十三	 淨 心 行 善 分 第 二 十 三 
X24n0459_002:0530a14	復次。須菩提。是法平等。無有高下。是名阿耨多羅三	復 次 須 菩 提 是 法 平 等 無有高下 是 名 阿 耨 多 羅 三 
X24n0459_002:0530a15	藐三菩提。以無我無人無眾生無壽者。修一切善法。	藐 三 菩 提 以 無 我 無 人 無 眾 生 無 壽 者 修 一 切 善 法 
X24n0459_002:0530a16	則得阿耨多羅三藐三菩提。	則 得阿耨多羅三藐三菩提 
X24n0459_002:0530a17	此菩提法者。上至諸佛。下至昆虫。盡含種智。與佛	此 菩 提 法 者 上 至 諸 佛 下 至 昆 虫 盡 含 種 智 與 佛 
X24n0459_002:0530a18	無異。故言平等。無有高下。以菩提無二故。但離四	無 異 故 言 平 等 無有高下 以 菩 提 無 二 故 但 離 四 
X24n0459_002:0530a19	相。修一切善法。則得菩提。若不離四相。修一切善	相 修 一 切 善 法 則 得 菩 提 若 不 離 四 相 修 一 切 善 
X24n0459_002:0530a20	法。轉增我人欲證解脫之心。無由可得。若離四相。	法 轉 增 我 人 欲 證 解 脫 之 心 無 由 可 得 若 離 四 相 
X24n0459_002:0530a21	而修一切善法。解脫可期。修一切善法者。於一切	而 修 一 切 善 法 解 脫 可 期 修 一 切 善 法 者 於 一 切 
X24n0459_002:0530a22	法。無有染著。對一切境。不動不搖。於出世法。不貪	法 無 有 染 著 對 一 切 境 不 動 不 搖 於 出 世 法 不 貪 
X24n0459_002:0530a23	不著不愛。於一切處常行方便。隨順眾生。使之歡	不 著 不 愛 於 一 切 處 常 行 方 便 隨 順 眾 生 使 之 歡 
X24n0459_002:0530a24	喜信服。為說正法。令悟菩提。如是始名修行。故言	喜 信 服 為 說 正 法 令 悟 菩 提 如 是 始 名 修 行 故 言 
X24n0459_002:0530b01	修一切善法。	修 一 切 善 法 
X24n0459_002:0530b02	須菩提。所言善法者。如來說非善法。是名善法。	須 菩 提 所 言 善 法 者 如 來 說 非 善 法 是 名 善 法 
X24n0459_002:0530b03	修一切善法。希望果報。即非善法。六度萬行熾然	修 一 切 善 法 希 望 果 報 即 非 善 法 六 度 萬 行 熾 然 
X24n0459_002:0530b04	俱作。心不望報。是名善法。	俱 作 心 不 望 報 是 名 善 法 
X24n0459_002:0530b05	○福智無比分第二十四	 福 智 無 比 分 第 二 十 四 
X24n0459_002:0530b06	須菩提。若三千大千世界中。所有諸須彌山王。如是	須 菩 提 若 三千大千世界 中 所 有 諸 須 彌 山 王 如 是 
X24n0459_002:0530b07	等七寶聚。有人持用布施。若人以此般若波羅蜜經。	等 七 寶 聚 有 人 持用布施 若 人 以 此 般若波羅蜜經 
X24n0459_002:0530b08	乃至四句偈等。受持讀誦。為他人說。於前福德。百分	乃 至 四 句 偈 等 受持讀誦 為 他 人 說 於 前 福 德 百 分 
X24n0459_002:0530b09	不及一。百千萬億分。乃至算數譬喻所不能及。	不 及 一 百 千萬億分 乃 至 算 數 譬 喻 所 不 能 及 
X24n0459_002:0530b10	大鐵圍山。高廣二百二十四萬里。小鐵圍山。高廣	大鐵圍山 高 廣 二 百 二 十 四 萬 里 小 鐵 圍 山 高 廣 
X24n0459_002:0530b11	一百一十二萬里。須彌山高廣三百三十六萬里。	一 百 一 十 二 萬 里 須 彌 山 高 廣 三 百 三 十 六 萬 里 
X24n0459_002:0530b12	以此名為三千大千世界。就理而言。即貪嗔癡妄	以 此 名 為 三千大千世界 就 理 而 言 即 貪 嗔 癡 妄 
X24n0459_002:0530b13	念各具一千也。如爾許山盡如須彌。以況七寶數	念 各 具 一 千 也 如 爾 許 山 盡 如 須 彌 以 況 七 寶 數 
X24n0459_002:0530b14	持用布施。所得福德。無量無邊。終是有漏之因。而	持用布施 所 得 福 德 無量無邊 終 是 有 漏 之 因 而 
X24n0459_002:0530b15	無解脫之理。摩訶般若波羅蜜多四句經文雖少。	無 解 脫 之 理 摩訶般若波羅蜜 多 四 句 經 文 雖 少 
X24n0459_002:0530b16	依之修行。即得成佛。是知持經之福。能令眾生證	依 之 修 行 即 得 成 佛 是 知 持 經 之 福 能 令 眾 生 證 
X24n0459_002:0530b17	得菩提。故不可比。	得 菩 提 故 不 可 比 
X24n0459_002:0530b18	○化無所化分第二十五	 化 無 所 化 分 第 二 十 五 
X24n0459_002:0530b19	須菩提。於意云何。汝等勿謂如來作是念。我當度眾	須 菩 提 於意云何 汝 等 勿 謂 如 來 作 是 念 我 當 度 眾 
X24n0459_002:0530b20	生。須菩提。莫作是念。何以故。實無有眾生如來度者。	生 須 菩 提 莫 作 是 念 何 以 故 實 無 有 眾 生 如 來 度 者 
X24n0459_002:0530b21	若有眾生如來度者。如來則有我人眾生壽者。	若 有 眾 生 如 來 度 者 如 來 則 有 我 人 眾 生 壽 者 
X24n0459_002:0530b22	須菩提意謂如來有度眾生心。佛為遣須菩提如	須 菩 提 意 謂 如 來 有 度 眾 生 心 佛 為 遣 須 菩 提 如 
X24n0459_002:0530b23	是疑心。故言莫作是念。一切眾生。本自是佛。若言	是 疑 心 故 言 莫 作 是 念 一 切 眾 生 本 自 是 佛 若 言 
X24n0459_002:0530b24	如來度得眾生成佛。即為妄語。以妄語故。即是我	如 來 度 得 眾 生 成 佛 即 為 妄 語 以 妄 語 故 即 是 我 
X24n0459_002:0530c01	人眾生壽者。此為遣我所心也。夫一切眾生。雖有	人 眾 生 壽 者 此 為 遣 我 所 心 也 夫 一 切 眾 生 雖 有 
X24n0459_002:0530c02	佛性。若不因諸佛說法。無由自悟。憑何修行。得成	佛 性 若 不 因 諸 佛 說 法 無 由 自 悟 憑 何 修 行 得 成 
X24n0459_002:0530c03	佛道。	佛 道 
X24n0459_002:0530c04	須菩提。如來說有我者。則非有我。而凡夫之人。以為	須 菩 提 如 來 說 有 我 者 則 非 有 我 而 凡 夫 之 人 以 為 
X24n0459_002:0530c05	有我。須菩提。凡夫者。如來說即非凡夫。是名凡夫。	有 我 須 菩 提 凡 夫 者 如 來 說 即 非 凡 夫 是 名 凡 夫 
X24n0459_002:0530c06	如來說有我者是自性清淨。常樂我淨之我。不同	如 來 說 有 我 者 是 自 性 清 淨 常樂我淨 之 我 不 同 
X24n0459_002:0530c07	凡夫貪嗔無明虗妄不實之我。故言凡夫之人。以	凡 夫 貪 嗔 無 明 虗 妄 不 實 之 我 故 言 凡 夫 之 人 以 
X24n0459_002:0530c08	為有我。有我人者。即是凡夫。我人不生。即非凡夫。	為 有 我 有 我 人 者 即 是 凡 夫 我 人 不 生 即 非 凡 夫 
X24n0459_002:0530c09	心有生滅。即是凡夫。心無生滅。即非凡夫。不悟般	心 有 生 滅 即 是 凡 夫 心 無 生 滅 即 非 凡 夫 不 悟 般 
X24n0459_002:0530c10	若波羅蜜多。即是凡夫。若悟般若波羅蜜多。即非	若 波羅蜜多 即 是 凡 夫 若 悟 般 若 波羅蜜多 即 非 
X24n0459_002:0530c11	凡夫。心有能所。即是凡夫。心無能所。即非凡夫。	凡 夫 心 有 能 所 即 是 凡 夫 心 無 能 所 即 非 凡 夫 
X24n0459_002:0530c12	○法身非相分第二十六	 法 身 非 相 分 第 二 十 六 
X24n0459_002:0530c13	須菩提。於意云何。可以三十二相觀如來不。須菩提	須 菩 提 於意云何 可 以 三十二相 觀 如 來 不 須 菩 提 
X24n0459_002:0530c14	言。如是如是。以三十二相觀如來。佛言。須菩提。若以	言 如是如是 以 三十二相 觀 如 來 佛 言 須 菩 提 若 以 
X24n0459_002:0530c15	三十二相觀如來者。轉輪聖王。則是如來。須菩提白	三十二相 觀 如 來 者 轉輪聖王 則 是 如 來 須 菩 提 白 
X24n0459_002:0530c16	佛言。世尊。如我解佛所說義。不應以三十二相觀如	佛 言 世 尊 如 我 解 佛 所 說 義 不 應 以 三十二相 觀 如 
X24n0459_002:0530c17	來。	來 
X24n0459_002:0530c18	世尊大慈。恐須菩提執相之病未除。故作此問。須	世 尊 大 慈 恐 須 菩 提 執 相 之 病 未 除 故 作 此 問 須 
X24n0459_002:0530c19	菩提未知佛意。乃言如是。如是之言。早是迷心。更	菩 提 未 知 佛 意 乃 言 如 是 如 是 之 言 早 是 迷 心 更 
X24n0459_002:0530c20	言以三十二相觀如來。又是一重迷心。離真轉遠。	言 以 三十二相 觀 如 來 又 是 一 重 迷 心 離 真 轉 遠 
X24n0459_002:0530c21	故如來為說。除彼迷心。若以三十二相觀如來者。	故 如 來 為 說 除 彼 迷 心 若 以 三十二相 觀 如 來 者 
X24n0459_002:0530c22	轉輪聖王。即是如來。轉輪聖王。雖有三十二相。豈	轉輪聖王 即 是 如 來 轉輪聖王 雖 有 三十二相 豈 
X24n0459_002:0530c23	得同如來。世尊引此言者。以遣須菩提執相之病。	得 同 如 來 世 尊 引 此 言 者 以 遣 須 菩 提 執 相 之 病 
X24n0459_002:0530c24	令其所悟深徹。須菩提被問。迷心頓釋。故云如我	令 其 所 悟 深 徹 須 菩 提 被 問 迷 心 頓 釋 故 云 如 我 
X24n0459_002:0531a01	解佛所說義。不應以三十二相觀如來。須菩提是	解 佛 所 說 義 不 應 以 三十二相 觀 如 來 須 菩 提 是 
X24n0459_002:0531a02	大阿羅漢。所悟甚深得方便。不生迷路。以冀世尊	大阿羅漢 所 悟 甚 深 得 方 便 不 生 迷 路 以 冀 世 尊 
X24n0459_002:0531a03	除遣細惑。令後世眾生所見不謬也。	除 遣 細 惑 令 後 世 眾 生 所 見 不 謬 也 
X24n0459_002:0531a04	爾時世尊而說偈言。	爾 時 世 尊 而 說 偈 言 
X24n0459_002:0531a05	若以色見我。以音聲求我。是人行邪道。不能見如來。	若 以 色 見 我 以 音 聲 求 我 是 人 行 邪 道 不 能 見 如 來 
X24n0459_002:0531a06	若以兩字。是發語之端。色者相也。見者識也。我者。	若 以 兩 字 是 發 語 之 端 色 者 相 也 見 者 識 也 我 者 
X24n0459_002:0531a07	是一切眾生身中自性清淨。無為無相真常之體。	是 一 切 眾 生 身 中 自 性 清 淨 無 為 無 相 真 常 之 體 
X24n0459_002:0531a08	不可高聲念佛。而得成就。念須正念分明。方得悟	不 可 高 聲 念 佛 而 得 成 就 念 須 正 念 分 明 方 得 悟 
X24n0459_002:0531a09	解。若以色聲求之。不可見也。是知於相中觀佛。聲	解 若 以 色 聲 求 之 不 可 見 也 是 知 於 相 中 觀 佛 聲 
X24n0459_002:0531a10	中求法。心有生滅。不悟如來矣。	中 求 法 心 有 生 滅 不 悟 如 來 矣 
X24n0459_002:0531a11	○無斷無滅分第二十七	 無 斷 無 滅 分 第 二 十 七 
X24n0459_002:0531a12	須菩提。汝若作是念。如來不以具足相故。得阿耨多	須 菩 提 汝 若 作 是 念 如 來 不 以 具 足 相 故 得 阿 耨 多 
X24n0459_002:0531a13	羅三藐三菩提。須菩提。莫作是念。如來不以具足相	羅 三藐三菩提 須 菩 提 莫 作 是 念 如 來 不 以 具 足 相 
X24n0459_002:0531a14	故。得阿耨多羅三藐三菩提。須菩提。汝若作是念。發	故 得阿耨多羅三藐三菩提 須 菩 提 汝 若 作 是 念 發 
X24n0459_002:0531a15	阿耨多羅三藐三菩提心者。說諸法斷滅相。莫作是	阿耨多羅三藐三菩提 心 者 說 諸 法 斷 滅 相 莫 作 是 
X24n0459_002:0531a16	念。何以故。發阿耨多羅三藐三菩提心者。於法不說	念 何 以 故 發 阿耨多羅三藐三菩提 心 者 於 法 不 說 
X24n0459_002:0531a17	斷滅相。	斷 滅 相 
X24n0459_002:0531a18	須菩提聞說真身離相。便謂不修三十二淨行。而	須 菩 提 聞 說 真 身 離 相 便 謂 不 修 三 十 二 淨 行 而 
X24n0459_002:0531a19	得菩提。佛語須菩提。莫言如來不修三十二淨行。	得 菩 提 佛 語 須 菩 提 莫 言 如 來 不 修 三 十 二 淨 行 
X24n0459_002:0531a20	而得菩提。汝若言不修三十二淨行。得阿耨菩提	而 得 菩 提 汝 若 言 不 修 三 十 二 淨 行 得 阿耨菩提 
X24n0459_002:0531a21	者。即是斷佛種性。無有是處。	者 即 是 斷 佛 種 性 無 有 是 處 
X24n0459_002:0531a22	○不受不貪分第二十八	 不 受 不 貪 分 第 二 十 八 
X24n0459_002:0531a23	須菩提。若菩薩以滿恒河沙等世界七寶持用布施。	須 菩 提 若 菩 薩 以 滿 恒 河 沙 等 世 界 七 寶 持用布施 
X24n0459_002:0531a24	若復有人。知一切法無我。得成於忍。此菩薩勝前菩	若 復 有 人 知一切法 無 我 得 成 於 忍 此 菩 薩 勝 前 菩 
X24n0459_002:0531b01	薩所得功德。何以故。須菩提。以諸菩薩不受福德故。	薩 所得功德 何 以 故 須 菩 提 以 諸 菩 薩 不 受 福 德 故 
X24n0459_002:0531b02	須菩提白佛言。世尊。云何菩薩不受福德。須菩提。菩	須 菩 提 白 佛 言 世 尊 云 何 菩 薩 不 受 福 德 須 菩 提 菩 
X24n0459_002:0531b03	薩所作福德。不應貪著。是故說不受福德。	薩 所 作 福 德 不應貪著 是 故 說 不 受 福 德 
X24n0459_002:0531b04	通達一切法。無能所心。是名為忍。此人所得福德。	通達一切法 無 能 所 心 是 名 為 忍 此 人 所 得 福 德 
X24n0459_002:0531b05	勝前七寶之福。菩薩所作福德。不為自己。意在利	勝 前 七 寶 之 福 菩薩所作 福 德 不 為 自 己 意 在 利 
X24n0459_002:0531b06	益一切眾生。故言不受福德。	益 一 切 眾 生 故 言 不 受 福 德 
X24n0459_002:0531b07	○威儀寂靜分第二十九	 威儀寂靜 分 第 二 十 九 
X24n0459_002:0531b08	須菩提。若有人言。如來若來若去。若坐若臥。是人不	須 菩 提 若 有 人 言 如 來 若 來 若 去 若 坐 若 臥 是 人 不 
X24n0459_002:0531b09	解我所說義。何以故。如來者。無所從來。亦無所去。故	解 我 所 說 義 何 以 故 如 來 者 無所從來 亦 無 所 去 故 
X24n0459_002:0531b10	名如來。	名 如 來 
X24n0459_002:0531b11	如來者非來非不來。非去非不去。非坐非不坐。非	如 來 者 非 來 非 不 來 非 去 非 不 去 非 坐 非 不 坐 非 
X24n0459_002:0531b12	臥非不臥。行住坐臥四威儀中。常在空寂。即是如	臥 非 不 臥 行住坐臥 四 威 儀 中 常 在 空 寂 即 是 如 
X24n0459_002:0531b13	來也。	來 也 
X24n0459_002:0531b14	○一合相理分第三十	 一 合 相 理 分 第 三 十 
X24n0459_002:0531b15	須菩提。若善男子．善女人。以三千大千世界。碎為微	須 菩 提 若 善 男 子 善 女 人 以 三千大千世界 碎 為 微 
X24n0459_002:0531b16	塵。於意云何。是微塵眾。寧為多不。甚多。世尊。何以故。	塵 於意云何 是 微 塵 眾 寧 為 多 不 甚 多 世 尊 何 以 故 
X24n0459_002:0531b17	若是微塵眾實有者。佛即不說是微塵眾。所以者何。	若 是 微 塵 眾 實 有 者 佛 即 不 說 是 微 塵 眾 所以者何 
X24n0459_002:0531b18	佛說微塵眾。則非微塵眾。是名微塵眾。	佛 說 微 塵 眾 則 非 微 塵 眾 是 名 微 塵 眾 
X24n0459_002:0531b19	佛說三千大千世界。以喻一切眾生性上微塵之	佛 說 三千大千世界 以 喻 一 切 眾 生 性 上 微 塵 之 
X24n0459_002:0531b20	數。如三千大千世界中所有微塵。一切眾生性上	數 如 三千大千世界 中 所 有 微 塵 一 切 眾 生 性 上 
X24n0459_002:0531b21	妄念微塵。即非微塵。聞經悟道。覺慧常照。趣向菩	妄 念 微 塵 即 非 微 塵 聞 經 悟 道 覺 慧 常 照 趣 向 菩 
X24n0459_002:0531b22	提。念念不住。常在清淨。如是清淨微塵。是名微塵	提 念 念 不 住 常 在 清 淨 如 是 清 淨 微 塵 是 名 微 塵 
X24n0459_002:0531b23	眾。	眾 
X24n0459_002:0531b24	世尊。如來所說三千大千世界。則非世界。是名世界。	世 尊 如 來 所 說 三千大千世界 則 非 世 界 是 名 世 界 
X24n0459_002:0531c01	三千者約理而言。即貪嗔癡妄念各具一千數也。	三 千 者 約 理 而 言 即 貪 嗔 癡 妄 念 各 具 一 千 數 也 
X24n0459_002:0531c02	心為善惡之樞。能作凡作聖。其動靜不可測度。廣	心 為 善 惡 之 樞 能 作 凡 作 聖 其 動 靜 不 可 測 度 廣 
X24n0459_002:0531c03	大無邊。故名大千世界。	大 無 邊 故 名 大千世界 
X24n0459_002:0531c04	何以故。若世界實有者。則是一合相。如來說一合相。	何 以 故 若 世 界 實 有 者 則 是 一 合 相 如 來 說 一 合 相 
X24n0459_002:0531c05	則非一合相。是名一合相。	則 非 一 合 相 是 名 一 合 相 
X24n0459_002:0531c06	心中明了。莫過悲智二法。由此二法。而得菩提。說	心 中 明 了 莫 過 悲 智 二 法 由 此 二 法 而 得 菩 提 說 
X24n0459_002:0531c07	一合相者。心存所得故。即非一合相。心無所得。是	一 合 相 者 心 存 所 得 故 即 非 一 合 相 心 無 所 得 是 
X24n0459_002:0531c08	名一合相。一合相者。不得假名。而談實相。	名 一 合 相 一 合 相 者 不 得 假 名 而 談 實 相 
X24n0459_002:0531c09	須菩提。一合相者。即是不可說。但凡夫之人。貪著其	須 菩 提 一 合 相 者 即 是 不 可 說 但 凡 夫 之 人 貪 著 其 
X24n0459_002:0531c10	事。	事 
X24n0459_002:0531c11	由悲智二法。成就佛果菩提。說不可盡。妙不可言。	由 悲 智 二 法 成 就 佛 果 菩 提 說 不 可 盡 妙 不 可 言 
X24n0459_002:0531c12	凡夫之人。貪著文字事業。不行悲智二法。若不行	凡 夫 之 人 貪 著 文 字 事 業 不 行 悲 智 二 法 若 不 行 
X24n0459_002:0531c13	悲智二法。而求無上菩提。何由可得。	悲 智 二 法 而 求 無上菩提 何 由 可 得 
X24n0459_002:0531c14	○知見不生分第三十一	 知 見 不 生 分 第 三 十 一 
X24n0459_002:0531c15	須菩提。若人言。佛說我見人見眾生見壽者見。須菩	須 菩 提 若 人 言 佛 說 我 見 人 見 眾 生 見 壽 者 見 須 菩 
X24n0459_002:0531c16	提。於意云何。是人解我所說義不。不也。世尊。是人不	提 於意云何 是 人 解 我 所 說 義 不 不 也 世 尊 是 人 不 
X24n0459_002:0531c17	解如來所說義。何以故。世尊說我見人見眾生見壽	解 如 來 所 說 義 何 以 故 世 尊 說 我 見 人 見 眾 生 見 壽 
X24n0459_002:0531c18	者見。即非我見人見眾生見壽者見。是名我見人見	者 見 即 非 我 見 人 見 眾 生 見 壽 者 見 是 名 我 見 人 見 
X24n0459_002:0531c19	眾生見壽者見。	眾 生 見 壽 者 見 
X24n0459_002:0531c20	如來說此經者。令一切眾生。自悟般若智慧。自修	如 來 說 此 經 者 令 一 切 眾 生 自 悟 般 若 智 慧 自 修 
X24n0459_002:0531c21	行菩提之果。凡夫之人不解佛意。便謂如來說我	行 菩 提 之 果 凡 夫 之 人 不 解 佛 意 便 謂 如 來 說 我 
X24n0459_002:0531c22	人等見。不知如來說甚深無相無為般若波羅蜜	人 等 見 不 知 如 來 說 甚 深 無 相 無 為 般 若 波 羅 蜜 
X24n0459_002:0531c23	法。如來所說我人等見。不同凡夫我人等見。如來	法 如 來 所 說 我 人 等 見 不 同 凡 夫 我 人 等 見 如 來 
X24n0459_002:0531c24	說一切眾生。皆有佛性。是真我見。說一切眾生有	說 一 切 眾 生 皆 有 佛 性 是 真 我 見 說 一 切 眾 生 有 
X24n0459_002:0532a01	無漏智。性本自具足。是人見。說一切眾生本自無	無 漏 智 性 本 自 具 足 是 人 見 說 一 切 眾 生 本 自 無 
X24n0459_002:0532a02	煩惱。是眾生見。說一切眾生。性本不生不滅。是壽	煩 惱 是 眾 生 見 說 一 切 眾 生 性 本 不生不滅 是 壽 
X24n0459_002:0532a03	者見。	者 見 
X24n0459_002:0532a04	須菩提。發阿耨多羅三藐三菩提心者。於一切法。應	須 菩 提 發 阿耨多羅三藐三菩提 心 者 於一切法 應 
X24n0459_002:0532a05	如是知．如是見．如是信解。不生法相。須菩提。所言法	如 是 知 如 是 見 如 是 信 解 不 生 法 相 須 菩 提 所 言 法 
X24n0459_002:0532a06	相者。如來說即非法相。是名法相。	相 者 如 來 說 即 非 法 相 是 名 法 相 
X24n0459_002:0532a07	發菩提心者。應見一切眾生皆有佛性。應見一切	發菩提心 者 應 見 一 切 眾 生 皆 有 佛 性 應 見 一 切 
X24n0459_002:0532a08	眾生無漏種智。本自具足。應信一切眾生。自性本	眾 生 無 漏 種 智 本 自 具 足 應 信 一 切 眾 生 自 性 本 
X24n0459_002:0532a09	無生滅。雖行一切智慧。方便接物利生。不作能所	無 生 滅 雖 行 一 切 智 慧 方 便 接 物 利 生 不 作 能 所 
X24n0459_002:0532a10	之心。口說無相法。而心有能所。即非法相。口說無	之 心 口 說 無 相 法 而 心 有 能 所 即 非 法 相 口 說 無 
X24n0459_002:0532a11	相法。心行無相行。而能所心滅。是名法相也。	相 法 心 行 無 相 行 而 能 所 心 滅 是 名 法 相 也 
X24n0459_002:0532a12	○應化非真分第三十二	 應 化 非 真 分 第 三 十 二 
X24n0459_002:0532a13	須菩提。若有人以滿無量阿僧祇世界七寶。持用布	須 菩 提 若 有 人 以 滿 無量阿僧祇 世 界 七 寶 持 用 布 
X24n0459_002:0532a14	施。若有善男子．善女人。發菩薩心者。持於此經。乃至	施 若 有 善 男 子 善 女 人 發 菩 薩 心 者 持 於 此 經 乃 至 
X24n0459_002:0532a15	四句偈等。受持讀誦。為人演說。其福勝彼。云何為人	四 句 偈 等 受持讀誦 為 人 演 說 其 福 勝 彼 云 何 為 人 
X24n0459_002:0532a16	演說。不取於相。如如不動。	演 說 不 取 於 相 如 如 不 動 
X24n0459_002:0532a17	七寶之福雖多。不如有人發菩提心。受持此經四	七 寶 之 福 雖 多 不 如 有 人 發菩提心 受 持 此 經 四 
X24n0459_002:0532a18	句。為人演說。其福勝彼百千萬億。不可譬喻。說法	句 為 人 演 說 其 福 勝 彼 百 千 萬 億 不 可 譬 喻 說 法 
X24n0459_002:0532a19	善巧方便。觀根應量。種種隨宜。是名為人演說。所	善巧方便 觀 根 應 量 種 種 隨 宜 是 名 為 人 演 說 所 
X24n0459_002:0532a20	聽法人。有種種相貌不等。不得作分別之心。但了	聽 法 人 有 種 種 相 貌 不 等 不 得 作 分 別 之 心 但 了 
X24n0459_002:0532a21	空寂如如之心。無所得心。無勝負心。無希望心。無	空 寂 如 如 之 心 無 所 得 心 無 勝 負 心 無 希 望 心 無 
X24n0459_002:0532a22	生滅心。是名如如不動也。	生 滅 心 是 名 如 如 不 動 也 
X24n0459_002:0532a23	何以故。一切有為法。如夢幻泡影。如露亦如電。應作	何 以 故 一 切 有 為 法 如 夢 幻 泡 影 如 露 亦 如 電 應 作 
X24n0459_002:0532a24	如是觀。	如 是 觀 
X24n0459_002:0532b01	夢者是妄身。幻者是妄念。泡者是煩惱。影者是業	夢 者 是 妄 身 幻 者 是 妄 念 泡 者 是 煩 惱 影 者 是 業 
X24n0459_002:0532b02	障。夢幻泡影業。是名有為法。真實離名相。悟者無	障 夢 幻 泡 影 業 是 名 有 為 法 真 實 離 名 相 悟 者 無 
X24n0459_002:0532b03	諸業。	諸 業 
X24n0459_002:0532b04	佛說是經已。長老須菩提。及諸比丘．比丘尼。優婆塞．	佛 說 是 經 已 長 老 須 菩 提 及 諸 比 丘 比 丘 尼 優 婆 塞 
X24n0459_002:0532b05	優婆夷。一切世間天．人．阿修羅。聞佛所說。皆大歡喜。	優 婆 夷 一切世間 天 人 阿 修 羅 聞 佛 所 說 皆大歡喜 
X24n0459_002:0532b06	信受奉行。	信受奉行 
X24n0459_002:0532b07	金剛般若波羅蜜經卷下(終)	金 剛 般若波羅蜜經 卷 下 終 
