X56n0949_001:0865a03	 閑居編序	 閑 居 編 序 
X56n0949_008:0877c13	注刪定戒本序	注 刪 定 戒 本 序 
X56n0949_008:0877c14	佛氏之立言訓世者三曰經曰律曰論原夫誘初學	佛 氏 之 立 言 訓 世 者 三 曰 經 曰 律 曰 論 原 夫 誘 初 學 
X56n0949_008:0877c15	明製度其律藏為要乎洎乎部執叢起而四分之宗	明 製 度 其 律 藏 為 要 乎 洎 乎 部 執 叢 起 而 四 分 之 宗 
X56n0949_008:0877c16	復為律藏之要矣若乃直舉綱條發號施令者則戒	復 為 律 藏 之 要 矣 若 乃 直 舉 綱 條 發 號 施 令 者 則 戒 
X56n0949_008:0877c17	經之文又要於四分矣故制半月一誦之俾無犯者	經 之 文 又 要 於 四 分 矣 故 制 半 月 一 誦 之 俾 無 犯 者 
X56n0949_008:0877c18	所以知競慎有犯者所以勿憚改噫戒經之要如是	所 以 知 競 慎 有 犯 者 所 以 勿 憚 改 噫 戒 經 之 要 如 是 
X56n0949_008:0877c19	乎初耶舍誦梵本羅什譯為秦言至南山為之注解	乎 初 耶 舍 誦 梵 本 羅 什 譯 為 秦 言 至 南 山 為 之 注 解 
X56n0949_008:0877c20	復嫌本文之過質又刪定焉自時誦習者咸舍舊而	復 嫌 本 文 之 過 質 又 刪 定 焉 自 時 誦 習 者 咸 舍 舊 而 
X56n0949_008:0877c21	從新矣若然刪定又為戒經之要也沙門覺猷苦心	從 新 矣 若 然 刪 定 又 為 戒 經 之 要 也 沙 門 覺 猷 苦 心 
X56n0949_008:0877c22	律學遂遷澄照舊注以釋刪定新文披辭見意不俟	律 學 遂 遷 澄 照 舊 注 以 釋 刪 定 新 文 披 辭 見 意 不 俟 
X56n0949_008:0877c23	終日俾至要之說利於來世猷有力焉以序為請者	終 日 俾 至 要 之 說 利 於 來 世 猷 有 力 焉 以 序 為 請 者 
X56n0949_008:0877c24	三載矣一日興來遂操觚直書以冠其文。	三 載 矣 一 日 興 來 遂 操 觚 直 書 以 冠 其 文 
X56n0949_008:0878a01	注觀心論後序	注 觀 心 論 後 序 
X56n0949_008:0878a02	昔草堂禪師甞注賢首疏於起信文下此既古賢用	昔 草 堂 禪 師 甞 注 賢 首 疏 於 起 信 文 下 此 既 古 賢 用 
X56n0949_008:0878a03	意予竊斆焉抑又斯疏多歷年所遺編蠧簡不無同	意 予 竊 斆 焉 抑 又 斯 疏 多 歷 年 所 遺 編 蠧 簡 不 無 同 
X56n0949_008:0878a04	異其或釋文前却三寫訛舛者必修定之改易之庶	異 其 或 釋 文 前 却 三 寫 訛 舛 者 必 修 定 之 改 易 之 庶 
X56n0949_008:0878a05	幾來裔尋文曉義不竢終日遵乎慈訓澄神內照無	幾 來 裔 尋 文 曉 義 不 竢 終 日 遵 乎 慈 訓 澄 神 內 照 無 
X56n0949_008:0878a06	患力不足也知我者且不以斆嚬專輒之為誚乎時	患 力 不 足 也 知 我 者 且 不 以 斆 嚬 專 輒 之 為 誚 乎 時 
X56n0949_008:0878a07	聖宋三葉天王有事於汾陰之歲歲在辛亥正月既	聖 宋 三 葉 天 王 有 事 於 汾 陰 之 歲 歲 在 辛 亥 正 月 既 
X56n0949_008:0878a08	望注畢序。	望 注 畢 序 
X56n0949_008:0878a09	智者十德禮贊序	智 者 十 德 禮 贊 序 
X56n0949_008:0878a10	禮記曰其先祖無美而稱之者是誣也有善而弗知	禮 記 曰 其 先 祖 無 美 而 稱 之 者 是 誣 也 有 善 而 弗 知 
X56n0949_008:0878a11	不明也知而不傳不仁也此三者君子之所恥也噫	不 明 也 知 而 不 傳 不 仁 也 此 三 者 君 子 之 所 恥 也 噫 
X56n0949_008:0878a12	在釋子豈不然耶吾祖智者行位昭明功德廣大愚	在 釋 子 豈 不 然 耶 吾 祖 智 者 行 位 昭 明 功 德 廣 大 愚 
X56n0949_008:0878a13	忝傳其道為一十六世之法孫也每至諱日雖薦以	忝 傳 其 道 為 一 十 六 世 之 法 孫 也 每 至 諱 日 雖 薦 以 
X56n0949_008:0878a14	蘋藻曾無頌詠不亦恥乎法華玄義之初章安稱師	蘋 藻 曾 無 頌 詠 不 亦 恥 乎 法 華 玄 義 之 初 章 安 稱 師 
X56n0949_008:0878a15	十事而云唯我智者具諸功德故智盛美盡在茲矣	十 事 而 云 唯 我 智 者 具諸功德 故 智 盛 美 盡 在 茲 矣 
X56n0949_008:0878a16	因列而為讚雖辭理無取幸逃知而弗傳之責爾時	因 列 而 為 讚 雖 辭 理 無 取 幸 逃 知 而 弗 傳 之 責 爾 時 
X56n0949_008:0878a17	大宋大中祥符八年龍集乙卯閏六月吉日於西湖	大 宋 大 中 祥 符 八 年 龍 集 乙 卯 閏 六 月 吉 日 於 西 湖 
X56n0949_008:0878a18	崇福寺講堂序。	崇 福 寺 講 堂 序 
X56n0949_008:0878a19	淨土贊(并序)	淨 土 贊 并 序 
X56n0949_008:0878a20	曰天理湛寂詎可以淨乎穢乎延乎促乎彼乎此乎	曰 天 理 湛 寂 詎 可 以 淨 乎 穢 乎 延 乎 促 乎 彼 乎 此 乎 
X56n0949_008:0878a21	而思量擬議者哉然而悟之則為聖為真為修德為	而 思 量 擬 議 者 哉 然 而 悟 之 則 為 聖 為 真 為 修 德 為 
X56n0949_008:0878a22	合覺為還源為涅槃迷之則為凡為妄為性德為合	合 覺 為 還 源 為 涅 槃 迷 之 則 為 凡 為 妄 為 性 德 為 合 
X56n0949_008:0878a23	塵為隨流為生死大矣哉聖人之先覺也憫其未覺	塵 為 隨 流 為 生 死 大 矣 哉 聖 人 之 先 覺 也 憫 其 未 覺 
X56n0949_008:0878a24	焉於是乎土現清淨壽延無量端拱東向而慈眼無	焉 於 是 乎 土 現 清 淨 壽 延 無 量 端 拱 東 向 而 慈 眼 無 
X56n0949_008:0878b01	偏視俾我羣迷厭穢而忻淨惡此娑婆而取彼安養	偏 視 俾 我 羣 迷 厭 穢 而 忻 淨 惡 此 娑 婆 而 取 彼 安 養 
X56n0949_008:0878b02	矣既而升寶剎覲法王目神變耳妙訓則湛寂之性	矣 既 而 升 寶 剎 覲 法 王 目 神 變 耳 妙 訓 則 湛 寂 之 性 
X56n0949_008:0878b03	不遠復矣達十方太虗悉我心現矧依空之土復何	不 遠 復 矣 達 十 方 太 虗 悉 我 心 現 矧 依 空 之 土 復 何 
X56n0949_008:0878b04	有哉噫如是證悟者孰不由其厭穢忻淨惡促好延	有 哉 噫 如 是 證 悟 者 孰 不 由 其 厭 穢 忻 淨 惡 促 好 延 
X56n0949_008:0878b05	捨此取彼之心而致乎而況達忻厭而無忻厭了好	捨 此 取 彼 之 心 而 致 乎 而 況 達 忻 厭 而 無 忻 厭 了 好 
X56n0949_008:0878b06	惡而無好惡知取捨而無取捨者耶是故釋迦現穢	惡 而 無 好 惡 知 取 捨 而 無 取 捨 者 耶 是 故 釋 迦 現 穢 
X56n0949_008:0878b07	土而俾厭彌陀現淨土而俾忻其有旨哉吾慈母馬	土 而 俾 厭 彌 陀 現 淨 土 而 俾 忻 其 有 旨 哉 吾 慈 母 馬 
X56n0949_008:0878b08	氏生厭穢境死忻淨剎壽七十有一而終寢疾之際	氏 生 厭 穢 境 死 忻 淨 剎 壽 七 十 有 一 而 終 寢 疾 之 際 
X56n0949_008:0878b09	以所造淨土無量壽像囑吾以供養承事焉十載于	以 所 造 淨 土 無 量 壽 像 囑 吾 以 供 養 承 事 焉 十 載 于 
X56n0949_008:0878b10	茲矣嗚呼母人之德其在免子於溺墜水火而已而	茲 矣 嗚 呼 母 人 之 德 其 在 免 子 於 溺 墜 水 火 而 已 而 
X56n0949_008:0878b11	吾母也始能捨吾為佛徒次能資吾以學法末又約	吾 母 也 始 能 捨 吾 為 佛 徒 次 能 資 吾 以 學 法 末 又 約 
X56n0949_008:0878b12	吾以往生是能誨我於道也蓼莪之歎風樹之悲歲	吾 以 往 生 是 能 誨 我 於 道 也 蓼 莪 之 歎 風 樹 之 悲 歲 
X56n0949_008:0878b13	月其邁而吾心不衰遂齋莊馨爐染毫作淨土贊庶	月 其 邁 而 吾 心 不 衰 遂 齋 莊 馨 爐 染 毫 作 淨 土 贊 庶 
X56n0949_008:0878b14	祐我母陟乎聖階。	祐 我 母 陟 乎 聖 階 
X56n0949_008:0878b15	　覺海澄圓　　廣大無邊　　無促無延(其一)	 覺 海 澄 圓 廣 大 無 邊 無 促 無 延 其 一 
X56n0949_008:0878b16	　群蒙失道　　自劫家寶　　生死浩浩(其二)	 群 蒙 失 道 自 劫 家 寶 生 死 浩 浩 其 二 
X56n0949_008:0878b17	　大覺軫慈　　淨國爰居　　俾我來思(其三)	 大 覺 軫 慈 淨 國 爰 居 俾 我 來 思 其 三 
X56n0949_008:0878b18	　金臺既升　　覩佛儀形　　悟我妙明(其四)	 金 臺 既 升 覩 佛 儀 形 悟 我 妙 明 其 四 
X56n0949_008:0878b19	　像以相覩　　贊以道取　　福我慈母(其五)	 像 以 相 覩 贊 以 道 取 福 我 慈 母 其 五 
X56n0949_008:0878b20	南山大師贊後序	南 山 大 師 贊 後 序 
X56n0949_008:0878b21	友人擇梧律主嘗以南山事迹見託為讚凡三數載	友 人 擇 梧 律 主 嘗 以 南 山 事 迹 見 託 為 讚 凡 三 數 載 
X56n0949_008:0878b22	矣既而多故莫遑染筆大中祥符七年青龍在甲寅	矣 既 而 多 故 莫 遑 染 筆 大 中 祥 符 七 年 青 龍 在 甲 寅 
X56n0949_008:0878b23	仲秋五日於西湖崇福寺講涅槃經至純陀品偶有	仲 秋 五 日 於 西 湖 崇 福 寺 講 涅 槃 經 至 純 陀 品 偶 有 
X56n0949_008:0878b24	好事者持南山傳至余所居因覽之得其事類者八	好 事 者 持 南 山 傳 至 余 所 居 因 覽 之 得 其 事 類 者 八 
X56n0949_008:0878c01	乃次而讚之號曰南山大師禮讚文但詞句野質而	乃 次 而 讚 之 號 曰 南 山 大 師 禮 讚 文 但 詞 句 野 質 而 
X56n0949_008:0878c02	不足以歌詠盛德聊塞友人之請爾。	不 足 以 歌 詠 盛 德 聊 塞 友 人 之 請 爾 
X56n0949_008:0878c03	新印還源觀後序	新 印 還 源 觀 後 序 
X56n0949_008:0878c04	新印還源觀者蓋信士某率財所置也昔在有唐杜	新 印 還 源 觀 者 蓋 信 士 某 率 財 所 置 也 昔 在 有 唐 杜 
X56n0949_008:0878c05	順大師內證法界之理外病眾生之迷於是扶華嚴	順 大 師 內 證 法 界 之 理 外 病 眾 生 之 迷 於 是 扶 華 嚴 
X56n0949_008:0878c06	深旨而撰斯文以為後昆入道之行門焉是故其辭	深 旨 而 撰 斯 文 以 為 後 昆 入 道 之 行 門 焉 是 故 其 辭 
X56n0949_008:0878c07	簡而華其義玄而顯但多歷年所頗有舛誤世雖盛	簡 而 華 其 義 玄 而 顯 但 多 歷 年 所 頗 有 舛 誤 世 雖 盛 
X56n0949_008:0878c08	行罔或條理今所印者迺博求眾本精詳得失而播	行 罔 或 條 理 今 所 印 者 迺 博 求 眾 本 精 詳 得 失 而 播 
X56n0949_008:0878c09	遷訛偽開濟正真亦已備矣俾黑白之眾無繕寫之	遷 訛 偽 開 濟 正 真 亦 已 備 矣 俾 黑 白 之 眾 無 繕 寫 之 
X56n0949_008:0878c10	勞手披真文心存至理達依正不二悟凡聖一如無	勞 手 披 真 文 心 存 至 理 達 依 正 不 二 悟 凡 聖 一 如 無 
X56n0949_008:0878c11	修而修無證而證諸佛境界不遠而復其流通之益	修 而 修 無 證 而 證 諸佛境界 不 遠 而 復 其 流 通 之 益 
X56n0949_008:0878c12	也如此與夫書山壁說田里者相去何若愚好聞善	也 如 此 與 夫 書 山 壁 說 田 里 者 相 去 何 若 愚 好 聞 善 
X56n0949_008:0878c13	道能無述哉時大宋祥符三年二月十一日錢唐釋	道 能 無 述 哉 時 大 宋 祥 符 三 年 二 月 十 一 日 錢 唐 釋 
X56n0949_008:0878c14	智圓序。	智 圓 序 
X56n0949_008:0878c16	閑居編第八	閑 居 編 第 八 
X56n0949_009:0878c19	閑居編第九	閑 居 編 第 九 
X56n0949_009:0878c21	宋孤山沙門　智圓　著	宋 孤 山 沙 門 智 圓 著 
X56n0949_009:0878c22	書文殊般若經疏後序	書 文 殊 般 若 經 疏 後 序 
X56n0949_009:0878c23	吾養疾於錢唐孤山之明年秋八月七日同郡大中	吾 養 疾 於 錢 唐 孤 山 之 明 年 秋 八 月 七 日 同 郡 大 中 
X56n0949_009:0878c24	祥符寺沙門曰可孜者走法孫清月詣吾以此經為	祥 符 寺 沙 門 曰 可 孜 者 走 法 孫 清 月 詣 吾 以 此 經 為 
X56n0949_009:0879a01	贊且言孜疇昔甞埽灑于經藏見一函獨開遂進而	贊 且 言 孜 疇 昔 甞 埽 灑 于 經 藏 見 一 函 獨 開 遂 進 而 
X56n0949_009:0879a02	闔之偶闚其題而有文殊說般若之號孜駭其生平	闔 之 偶 闚 其 題 而 有 文 殊 說 般 若 之 號 孜 駭 其 生 平 
X56n0949_009:0879a03	之未聞見遂盥掌發而讀之且領其旨因以其文示	之 未 聞 見 遂 盥 掌 發 而 讀 之 且 領 其 旨 因 以 其 文 示 
X56n0949_009:0879a04	同道智海公海如孜之領共嗟世之不傳人之罕聞	同 道 智 海 公 海 如 孜 之 領 共 嗟 世 之 不 傳 人 之 罕 聞 
X56n0949_009:0879a05	孜乃圖剞劂以廣其流通今所以遺吾者亦冀吾覽	孜 乃 圖 剞 劂 以 廣 其 流 通 今 所 以 遺 吾 者 亦 冀 吾 覽 
X56n0949_009:0879a06	之或有述焉吾是時故疾發者旬浹矣乃憑几整服	之 或 有 述 焉 吾 是 時 故 疾 發 者 旬 浹 矣 乃 憑 几 整 服 
X56n0949_009:0879a07	而俯讀之既微識其旨因分文以為章節四日而成	而 俯 讀 之 既 微 識 其 旨 因 分 文 以 為 章 節 四 日 而 成 
X56n0949_009:0879a08	又筆其義以為疏旬有二日而成用紙一百幅分為	又 筆 其 義 以 為 疏 旬 有 二 日 而 成 用 紙 一 百 幅 分 為 
X56n0949_009:0879a09	二卷因自顧曰爾本生死下劣之人而遇般若尊妙	二 卷 因 自 顧 曰 爾 本 生 死 下 劣 之 人 而 遇 般 若 尊 妙 
X56n0949_009:0879a10	之法以淺識而酌深趣以鄙語而釋格言而不詒幽	之 法 以 淺 識 而 酌 深 趣 以 鄙 語 而 釋 格 言 而 不 詒 幽 
X56n0949_009:0879a11	責逮乎速成者非聖有冥加之力耶非孜啟發之心	責 逮 乎 速 成 者 非 聖 有 冥 加 之 力 耶 非 孜 啟 發 之 心 
X56n0949_009:0879a12	之至耶乃馨鑪齊莊以矢之曰吾之述苟少裨於化	之 至 耶 乃 馨 鑪 齊 莊 以 矢 之 曰 吾 之 述 苟 少 裨 於 化 
X56n0949_009:0879a13	源者亦冀傳之於後厥或後之人有聖如智者者疏	源 者 亦 冀 傳 之 於 後 厥 或 後 之 人 有 聖 如 智 者 者 疏 
X56n0949_009:0879a14	之則吾之言期灰滅無惑於眾聽也如其不爾幸少	之 則 吾 之 言 期 灰 滅 無 惑 於 眾 聽 也 如 其 不 爾 幸 少 
X56n0949_009:0879a15	留之以彌縫其闕知我者其佛乎噫百世之下如斯	留 之 以 彌 縫 其 闕 知 我 者 其 佛 乎 噫 百 世 之 下 如 斯 
X56n0949_009:0879a16	文之不墜後之人受江漢之浸膏澤之潤者庶知其	文 之 不 墜 後 之 人 受 江 漢 之 浸 膏 澤 之 潤 者 庶 知 其 
X56n0949_009:0879a17	濫觴觸石其在於孜公乎時聖宋天禧改元之歲也。	濫 觴 觸 石 其 在 於 孜 公 乎 時 聖 宋 天 禧 改 元 之 歲 也 
X56n0949_009:0879a18	律鈔義苑後序	律 鈔 義 苑 後 序 
X56n0949_009:0879a19	錢唐大律師擇梧者字元羽德高而名著辯博而識	錢 唐 大 律 師 擇 梧 者 字 元 羽 德 高 而 名 著 辯 博 而 識 
X56n0949_009:0879a20	達甞撰義苑七軸蓋解事鈔而作也文約而理備詞	達 甞 撰 義 苑 七 軸 蓋 解 事 鈔 而 作 也 文 約 而 理 備 詞 
X56n0949_009:0879a21	明而義顯俾來學得其門而入見刪補之富止作之	明 而 義 顯 俾 來 學 得 其 門 而 入 見 刪 補 之 富 止 作 之 
X56n0949_009:0879a22	美者繄斯文是賴至若比之舊章較之眾說鉤深之	美 者 繄 斯 文 是 賴 至 若 比 之 舊 章 較 之 眾 說 鉤 深 之 
X56n0949_009:0879a23	是非解紛之去就覽者別矣不在談悉於戲郢歌既	是 非 解 紛 之 去 就 覽 者 別 矣 不 在 談 悉 於 戲 郢 歌 既 
X56n0949_009:0879a24	發擊節而和者往往有之台崖開士紫其服者曰某	發 擊 節 而 和 者 往 往 有 之 台 崖 開 士 紫 其 服 者 曰 某 
X56n0949_009:0879b01	公業精三學名擅二科尊賢謀道有古人之風繇是	公 業 精 三 學 名 擅 二 科 尊 賢 謀 道 有 古 人 之 風 繇 是 
X56n0949_009:0879b02	踐朝聞之言致前席之禮登律師之堂請益而求異	踐 朝 聞 之 言 致 前 席 之 禮 登 律 師 之 堂 請 益 而 求 異 
X56n0949_009:0879b03	焉後學輩聞其風則怠者勤畫者進不言之化豈家	焉 後 學 輩 聞 其 風 則 怠 者 勤 畫 者 進 不 言 之 化 豈 家 
X56n0949_009:0879b04	至而日見與甞謂斯文也指南羣惑垂裕來裔為不	至 而 日 見 與 甞 謂 斯 文 也 指 南 羣 惑 垂 裕 來 裔 為 不 
X56n0949_009:0879b05	俟矣且患夫後學勞於繕寫而損於學功損學功則	俟 矣 且 患 夫 後 學 勞 於 繕 寫 而 損 於 學 功 損 學 功 則 
X56n0949_009:0879b06	壅於流通矣豈若刻板摸印以廣其道哉乃矢厥謀	壅 於 流 通 矣 豈 若 刻 板 摸 印 以 廣 其 道 哉 乃 矢 厥 謀 
X56n0949_009:0879b07	於律師稽首以請律師三讓而後從禮也爰有智海	於 律 師 稽 首 以 請 律 師 三 讓 而 後 從 禮 也 爰 有 智 海 
X56n0949_009:0879b08	可孜二上人禪門之先覺也以隨喜之心專掌其事	可 孜 二 上 人 禪 門 之 先 覺 也 以 隨 喜 之 心 專 掌 其 事 
X56n0949_009:0879b09	於是筆札得其妙者雕鏤得其良者不期月而成厥	於 是 筆 札 得 其 妙 者 雕 鏤 得 其 良 者 不 期 月 而 成 厥 
X56n0949_009:0879b10	功美矣哉同聲相應也如此噫道患乎不行既行則	功 美 矣 哉 同 聲 相 應 也 如 此 噫 道 患 乎 不 行 既 行 則 
X56n0949_009:0879b11	速若置郵事患乎不立既立則勢同破竹夫如是則	速 若 置 郵 事 患 乎 不 立 既 立 則 勢 同 破 竹 夫 如 是 則 
X56n0949_009:0879b12	千世之下無窮之機彼文受賜而復於聖道矣何止	千 世 之 下 無 窮 之 機 彼 文 受 賜 而 復 於 聖 道 矣 何 止 
X56n0949_009:0879b13	夫名垂不朽而已哉愚講科之務文學無功庶覩律	夫 名 垂 不 朽 而 已 哉 愚 講 科 之 務 文 學 無 功 庶 覩 律 
X56n0949_009:0879b14	師之行道某公之立事仰止之極輒為後序繫于篇	師 之 行 道 某 公 之 立 事 仰 止 之 極 輒 為 後 序 繫 于 篇 
X56n0949_009:0879b15	之末云時聖宋三乘天王有事于汾睢之歲歲在辛	之 末 云 時 聖 宋 三 乘 天 王 有 事 于 汾 睢 之 歲 歲 在 辛 
X56n0949_009:0879b16	亥六月既望錢唐沙門釋智圓序。	亥 六 月 既 望 錢 唐 沙 門 釋 智 圓 序 
X56n0949_009:0879b17	詳勘金剛般若經印板後序	詳 勘 金 剛 般 若 經 印 板 後 序 
X56n0949_009:0879b18	金剛般若經譯梵成華者眾矣盛行乎中夏者唯後	金 剛 般 若 經 譯 梵 成 華 者 眾 矣 盛 行 乎 中 夏 者 唯 後 
X56n0949_009:0879b19	秦羅什所翻之本耳但年祀浸遠舛誤實多好異之	秦 羅 什 所 翻 之 本 耳 但 年 祀 浸 遠 舛 誤 實 多 好 異 之 
X56n0949_009:0879b20	徒不無添糅或節為章分或間以頌文或前陳啟請	徒 不 無 添 糅 或 節 為 章 分 或 間 以 頌 文 或 前 陳 啟 請 
X56n0949_009:0879b21	或中加別譯或增其字句古今識者雖患煩辭而莫	或 中 加 別 譯 或 增 其 字 句 古 今 識 者 雖 患 煩 辭 而 莫 
X56n0949_009:0879b22	肯芟夷乃曰貴流俗之生善也遂使淳正之法日就	肯 芟 夷 乃 曰 貴 流 俗 之 生 善 也 遂 使 淳 正 之 法 日 就 
X56n0949_009:0879b23	澆漓失真道味生善之說其未至也涅槃所謂加水	澆 漓 失 真 道 味 生 善 之 說 其 未 至 也 涅 槃 所 謂 加 水 
X56n0949_009:0879b24	之乳可不是乎吾嗟歎久之會信士某將圖開勒再	之 乳 可 不 是 乎 吾 嗟 歎 久 之 會 信 士 某 將 圖 開 勒 再 
X56n0949_009:0879c01	拜稽首欲吾詳定者至于再三吾復思之黜訛從正	拜 稽 首 欲 吾 詳 定 者 至 于 再 三 吾 復 思 之 黜 訛 從 正 
X56n0949_009:0879c02	去濫傳真吾之職也豈得辭其勞而固讓之耶遂然	去 濫 傳 真 吾 之 職 也 豈 得 辭 其 勞 而 固 讓 之 耶 遂 然 
