X65n1282_001:0255a03	 自序	 自 序 
X65n1282_002:0266a04	三山來禪師五家宗旨纂要卷中	三 山 來 禪 師 五 家 宗 旨 纂 要 卷 中 
X65n1282_002:0266a06	普陀嗣法門人　性統　編	普 陀 嗣 法 門 人 性 統 編 
X65n1282_002:0266a07	曹洞宗	曹 洞 宗 
X65n1282_002:0266a08	洞山悟本良价禪師。會稽俞氏子。幼歲從師念般若	洞 山 悟 本 良 价 禪 師 會 稽 俞 氏 子 幼 歲 從 師 念 般 若 
X65n1282_002:0266a09	心經。至無眼耳鼻舌身意處。忽以手捫面。問師曰。某	心 經 至 無 眼 耳 鼻 舌 身 意 處 忽 以 手 捫 面 問 師 曰 某 
X65n1282_002:0266a10	甲有眼耳鼻舌。何故言無。師驚異曰。吾非汝師。指往	甲 有 眼 耳 鼻 舌 何 故 言 無 師 驚 異 曰 吾 非 汝 師 指 往 
X65n1282_002:0266a11	五洩山禮勝默禪師披剃。二十一。詣嵩山受具足戒。	五 洩 山 禮 勝 默 禪 師 披 剃 二 十 一 詣 嵩 山 受具足戒 
X65n1282_002:0266a12	遊方。首謁南泉。值馬祖諱辰修齋。泉問眾云。來日設	遊 方 首 謁 南 泉 值 馬 祖 諱 辰 修 齋 泉 問 眾 云 來 日 設 
X65n1282_002:0266a13	齋。未審馬祖還來否。眾無對。山出對曰。待有伴即來。	齋 未 審 馬 祖 還 來 否 眾 無 對 山 出 對 曰 待 有 伴 即 來 
X65n1282_002:0266a14	泉云。此子雖是後生。甚堪雕琢。山云。和尚莫壓良為	泉 云 此 子 雖 是 後 生 甚 堪 雕 琢 山 云 和 尚 莫 壓 良 為 
X65n1282_002:0266a15	賤。次參溈山。屢蒙賞鑑。後參雲巖晟禪師。因問。無情	賤 次 參 溈 山 屢 蒙 賞 鑑 後 參 雲 巖 晟 禪 師 因 問 無 情 
X65n1282_002:0266a16	說法。甚麼人得聞。巖云。無情得聞。山云。和尚還聞麼。	說 法 甚 麼 人 得 聞 巖 云 無 情 得 聞 山 云 和 尚 還 聞 麼 
X65n1282_002:0266a17	巖云。我若聞。汝即不聞吾說法也。山云。某甲為甚麼	巖 云 我 若 聞 汝 即 不 聞 吾 說 法 也 山 云 某 甲 為 甚 麼 
X65n1282_002:0266a18	不聞。巖遂豎起拂子云。還聞麼。山云。不聞。巖云。我說	不 聞 巖 遂 豎 起 拂 子 云 還 聞 麼 山 云 不 聞 巖 云 我 說 
X65n1282_002:0266a19	法汝尚不聞。況無情說法乎。山云。無情說法。該何教	法 汝 尚 不 聞 況 無 情 說 法 乎 山 云 無 情 說 法 該 何 教 
X65n1282_002:0266a20	典。巖云。豈不聞彌陀經云。水鳥樹林皆悉念佛念法。	典 巖 云 豈 不 聞 彌 陀 經 云 水 鳥 樹 林 皆 悉 念 佛 念 法 
X65n1282_002:0266a21	山於此有省。乃呈偈曰。也大奇。也大奇。無情說法不	山 於 此 有 省 乃 呈 偈 曰 也 大 奇 也 大 奇 無 情 說 法 不 
X65n1282_002:0266a22	思議。若將耳聽終難會。眼底聞聲始得知。巖深肯之。	思 議 若 將 耳 聽 終 難 會 眼 底 聞 聲 始 得 知 巖 深 肯 之 
X65n1282_002:0266a23	山一日辭行。問巖曰。和尚百年後。若有人問。還邈得	山 一 日 辭 行 問 巖 曰 和 尚 百 年 後 若 有 人 問 還 邈 得 
X65n1282_002:0266a24	師真否。如何祗對。巖良久云。只者是。山沉吟。巖云。价	師 真 否 如 何 祗 對 巖 良 久 云 只 者 是 山 沉 吟 巖 云 价 
X65n1282_002:0266b01	闍黎。若欲承當此事。切須仔細。山猶涉疑。及行。後因	闍 黎 若 欲 承 當 此 事 切 須 仔 細 山 猶 涉 疑 及 行 後 因 
X65n1282_002:0266b02	過水覩影。方始悟徹。乃作偈曰。切忌從他覓。迢迢與	過 水 覩 影 方 始 悟 徹 乃 作 偈 曰 切 忌 從 他 覓 迢 迢 與 
X65n1282_002:0266b03	我疎。我今獨自往。處處得逢渠。渠今正是我。我今不	我 疎 我 今 獨 自 往 處 處 得 逢 渠 渠 今 正 是 我 我 今 不 
X65n1282_002:0266b04	是渠。應須恁麼會。方始契如如。於唐大中末。屆新豐	是 渠 應 須 恁 麼 會 方 始 契 如 如 於 唐 大 中 末 屆 新 豐 
X65n1282_002:0266b05	山接引學徒。厥後盛化豫章。住筠州洞山。權開五位。	山 接 引 學 徒 厥 後 盛 化 豫 章 住 筠 州 洞 山 權 開 五 位 
X65n1282_002:0266b06	善接三根。大闡一音。廣弘萬品。橫抽寶劍。剪諸見之	善 接 三 根 大 闡 一 音 廣 弘 萬 品 橫 抽 寶 劍 剪 諸 見 之 
X65n1282_002:0266b07	稠林。妙叶弘通。截萬端之穿鑿。晚得曹山本寂深明	稠 林 妙 叶 弘 通 截 萬 端 之 穿 鑿 晚 得 曹 山 本 寂 深 明 
X65n1282_002:0266b08	的旨。妙唱嘉猷。道合君臣。正偏回互。由是洞上宗風	的 旨 妙 唱 嘉 猷 道 合 君 臣 正 偏 回 互 由 是 洞 上 宗 風 
X65n1282_002:0266b09	播於天下。諸方宗匠咸推尊之。葢洞山之宗。因曹山	播 於 天 下 諸 方 宗 匠 咸 推 尊 之 葢 洞 山 之 宗 因 曹 山 
X65n1282_002:0266b10	而顯。故名曹洞宗。立此一宗。自洞山為之始也。	而 顯 故 名 曹 洞 宗 立 此 一 宗 自 洞 山 為 之 始 也 
X65n1282_002:0266b11	曹山躭章禪師。諱本寂。咸通初。訪洞山悟本。洞山問。	曹 山 躭 章 禪 師 諱 本 寂 咸 通 初 訪 洞 山 悟 本 洞 山 問 
X65n1282_002:0266b12	闍黎名甚麼。章對云。本寂。山云。向上更道。章云。不道。	闍 黎 名 甚 麼 章 對 云 本 寂 山 云 向 上 更 道 章 云 不 道 
X65n1282_002:0266b13	山云。為甚麼不道。章云。不名本寂。山深器之。密印所	山 云 為 甚 麼 不 道 章 云 不 名 本 寂 山 深 器 之 密 印 所 
X65n1282_002:0266b14	證。遂乃依栖十有餘年。洞以類己。堪任大事。寂將辭	證 遂 乃 依 栖 十 有 餘 年 洞 以 類 己 堪 任 大 事 寂 將 辭 
X65n1282_002:0266b15	去。洞云。三更來。當授汝曲折。果中夜至方丈。洞授以	去 洞 云 三 更 來 當 授 汝 曲 折 果 中 夜 至 方 丈 洞 授 以 
X65n1282_002:0266b16	先雲巖寶鏡三昧．五位顯訣．三種滲漏畢。再拜趨出。	先 雲 巖 寶 鏡 三 昧 五 位 顯 訣 三 種 滲 漏 畢 再 拜 趨 出 
X65n1282_002:0266b17	曹洞家風。君臣道合。正偏相資。鳥道玄途。金針玉線。	曹 洞 家 風 君 臣 道 合 正 偏 相 資 鳥 道 玄 途 金 針 玉 線 
X65n1282_002:0266b18	內外回互。理事混融。不立一法。空劫以前自己為宗。	內 外 回 互 理 事 混 融 不 立 一 法 空 劫 以 前 自 己 為 宗 
X65n1282_002:0266b19	良久處明之。	良 久 處 明 之 
X65n1282_002:0266b20	洞宗偏正五位	洞 宗 偏 正 五 位 
X65n1282_002:0266b21	正中偏　正位即空界。本來無物。偏位即色界。有萬	正 中 偏 正 位 即 空 界 本 來 無 物 偏 位 即 色 界 有 萬 
X65n1282_002:0266b22	象形。正中偏者。為學人不知轉動。滯在劫外。則孤	象 形 正 中 偏 者 為 學 人 不 知 轉 動 滯 在 劫 外 則 孤 
X65n1282_002:0266b23	理而缺事。故立正中偏。背理就事。從體起用。無語	理 而 缺 事 故 立 正 中 偏 背 理 就 事 從 體 起 用 無 語 
X65n1282_002:0266b24	中有語也。	中 有 語 也 
X65n1282_002:0266c01	如何是正中偏。	如 何 是 正 中 偏 
X65n1282_002:0266c02	三山來云。夜半星河斗柄懸。頌曰。正中偏。沉沉	三 山 來 云 夜 半 星 河 斗 柄 懸 頌 曰 正 中 偏 沉 沉 
X65n1282_002:0266c03	古殿鎖蒼烟。漏聲欲盡更初罷。澹澹蟾光映碧天。	古 殿 鎖 蒼 烟 漏 聲 欲 盡 更 初 罷 澹 澹 蟾 光 映 碧 天 
X65n1282_002:0266c04	偏中正　偏中正者。為學人著於物象。滯在今時。則	偏 中 正 偏 中 正 者 為 學 人 著 於 物 象 滯 在 今 時 則 
X65n1282_002:0266c05	孤事而缺理。故立偏中正。舍事入理。攝用歸體。有	孤 事 而 缺 理 故 立 偏 中 正 舍 事 入 理 攝 用 歸 體 有 
X65n1282_002:0266c06	語中無語也。	語 中 無 語 也 
X65n1282_002:0266c07	如何是偏中正。	如 何 是 偏 中 正 
X65n1282_002:0266c08	三山來云。天曉不見行人徑。頌曰。偏中正。滿天	三 山 來 云 天 曉 不 見 行 人 徑 頌 曰 偏 中 正 滿 天 
X65n1282_002:0266c09	星斗雲攢鏡。隨他萬象自森羅。無窮光中含混沌。	星 斗 雲 攢 鏡 隨 他 萬 象 自 森 羅 無 窮 光 中 含 混 沌 
X65n1282_002:0266c10	正中來　正中來者。乃是不居尊貴位中。無化而無	正 中 來 正 中 來 者 乃 是 不 居 尊 貴 位 中 無 化 而 無 
X65n1282_002:0266c11	所不化。凡有言句。皆從無中唱出。不借而借。迴途	所 不 化 凡 有 言 句 皆 從 無 中 唱 出 不 借 而 借 迴 途 
X65n1282_002:0266c12	轉位。戴角披毛。向異類中來。處處無間。雖居今時	轉 位 戴 角 披 毛 向 異 類 中 來 處 處 無 間 雖 居 今 時 
X65n1282_002:0266c13	而不落今時。此轉身一路也。	而 不 落 今 時 此 轉 身 一 路 也 
X65n1282_002:0266c14	如何是正中來。	如 何 是 正 中 來 
X65n1282_002:0266c15	三山來云。紅塵堆裏百花開。頌曰。正中來。木人	三 山 來 云 紅 塵 堆 裏 百 花 開 頌 曰 正 中 來 木 人 
X65n1282_002:0266c16	踏破古蒼苔。縱橫不礙平原濶。朵朵蓮花信步開。	踏 破 古 蒼 苔 縱 橫 不 礙 平 原 濶 朵 朵 蓮 花 信 步 開 
X65n1282_002:0266c17	兼中至　兼中至者。兼前偏正兩位。盡在機前。拈出	兼 中 至 兼 中 至 者 兼 前 偏 正 兩 位 盡 在 機 前 拈 出 
X65n1282_002:0266c18	往來鈎鎖。血脈連環。卷舒自在。妙用隨機。更不疑	往 來 鈎 鎖 血 脈 連 環 卷 舒 自 在 妙 用 隨 機 更 不 疑 
X65n1282_002:0266c19	滯。如人歸家。未到而至別業。乃在途中。為人邊事。	滯 如 人 歸 家 未 到 而 至 別 業 乃 在 途 中 為 人 邊 事 
X65n1282_002:0266c20	明暗雙放。作家弄險處也。	明 暗 雙 放 作 家 弄 險 處 也 
X65n1282_002:0266c21	如何是兼中至。	如 何 是 兼 中 至 
X65n1282_002:0266c22	三山來云。柳綠桃紅增佳致。頌曰。兼中至。妙用	三 山 來 云 柳 綠 桃 紅 增 佳 致 頌 曰 兼 中 至 妙 用 
X65n1282_002:0266c23	無方全理事。戞玉敲金韻冷然。希音透徹雲天際。	無 方 全 理 事 戞 玉 敲 金 韻 冷 然 希 音 透 徹 雲 天 際 
X65n1282_002:0266c24	兼中到　兼中到者。兼前四位。挾妙而歸正位。亦任	兼 中 到 兼 中 到 者 兼 前 四 位 挾 妙 而 歸 正 位 亦 任 
X65n1282_002:0267a01	冥應眾緣。依然不墮諸有。動靜施為。平常自在。全	冥 應 眾 緣 依 然 不 墮 諸 有 動 靜 施 為 平 常 自 在 全 
X65n1282_002:0267a02	體該收。更無遺漏。功勛不犯。明暗雙收是也。	體 該 收 更 無 遺 漏 功 勛 不 犯 明 暗 雙 收 是 也 
X65n1282_002:0267a03	如何是兼中到。	如 何 是 兼 中 到 
X65n1282_002:0267a04	三山來云。兩頭截斷通玄妙。頌曰。兼中到。及盡	三 山 來 云 兩 頭 截 斷 通 玄 妙 頌 曰 兼 中 到 及 盡 
X65n1282_002:0267a05	有無還大道。撒手迴途不露踪。歸家拍掌呵呵笑	有 無 還 大 道 撒 手 迴 途 不 露 踪 歸 家 拍 掌 呵 呵 笑 
X65n1282_002:0267a06	三山來總頌云。五位正偏絕妙奇。旁通回互露先	三 山 來 總 頌 云 五 位 正 偏 絕 妙 奇 旁 通 回 互 露 先 
X65n1282_002:0267a07	機。當頭不犯寰中禁。內外和融總不知。	機 當 頭 不 犯 寰 中 禁 內 外 和 融 總 不 知 
X65n1282_002:0267a08	洞宗君臣五位	洞 宗 君 臣 五 位 
X65n1282_002:0267a09	君　君者。正位也。常住真空。了無一物。凝然獨立。至	君 君 者 正 位 也 常 住 真 空 了 無 一 物 凝 然 獨 立 至 
X65n1282_002:0267a10	貴至尊。故名君。	貴 至 尊 故 名 君 
X65n1282_002:0267a11	如何是君。	如 何 是 君 
X65n1282_002:0267a12	三山來云。鳳閣龍樓儼至尊。頌曰。獨鎮寰區凜	三 山 來 云 鳳 閣 龍 樓 儼 至 尊 頌 曰 獨 鎮 寰 區 凜 
X65n1282_002:0267a13	聖顏。九重端拱化無偏。至尊自是亡倫匹。落落深	聖 顏 九 重 端 拱 化 無 偏 至 尊 自 是 亡 倫 匹 落 落 深 
X65n1282_002:0267a14	階露日鮮。	階 露 日 鮮 
X65n1282_002:0267a15	臣　臣者。偏位也。即是色界之中種種萬象。物物無	臣 臣 者 偏 位 也 即 是 色 界 之 中 種 種 萬 象 物 物 無 
X65n1282_002:0267a16	偏。贊化裁成。少伊不得。故名臣。	偏 贊 化 裁 成 少 伊 不 得 故 名 臣 
X65n1282_002:0267a17	如何是臣。	如 何 是 臣 
X65n1282_002:0267a18	三山來云。文經武緯妙裁成。頌曰。公卿白屋異	三 山 來 云 文 經 武 緯 妙 裁 成 頌 曰 公 卿 白 屋 異 
X65n1282_002:0267a19	常流。豪氣三千射斗牛。不為功名矜釋褐。了知才	常 流 豪 氣 三 千 射 斗 牛 不 為 功 名 矜 釋 褐 了 知 才 
X65n1282_002:0267a20	幹駕千秋。	幹 駕 千 秋 
X65n1282_002:0267a21	臣向君　臣向君者。偏中正也。舍事入理。更無真理	臣 向 君 臣 向 君 者 偏 中 正 也 舍 事 入 理 更 無 真 理 
X65n1282_002:0267a22	之異也。	之 異 也 
X65n1282_002:0267a23	如何是臣向君。	如 何 是 臣 向 君 
X65n1282_002:0267a24	三山來云。一片葵心擁聖明。頌曰。瀝膽披肝事	三 山 來 云 一 片 葵 心 擁 聖 明 頌 曰 瀝 膽 披 肝 事 
X65n1282_002:0267b01	莫窮。夢魂常自誓孤忠。勛華豈獨誇鴻烈。為羨傾	莫 窮 夢 魂 常 自 誓 孤 忠 勛 華 豈 獨 誇 鴻 烈 為 羨 傾 
X65n1282_002:0267b02	誠到九重。	誠 到 九 重 
X65n1282_002:0267b03	君視臣　君視臣者。正中偏也。背理就事。不立事相	君 視 臣 君 視 臣 者 正 中 偏 也 背 理 就 事 不 立 事 相 
X65n1282_002:0267b04	之名也。	之 名 也 
X65n1282_002:0267b05	如何是君視臣。	如 何 是 君 視 臣 
X65n1282_002:0267b06	三山來云。出獵曾經渭水濵。頌曰。相卜何因到	三 山 來 云 出 獵 曾 經 渭 水 濵 頌 曰 相 卜 何 因 到 
X65n1282_002:0267b07	傅巖。龍車御處野雲開。鹽梅為借調羮手。不負從	傅 巖 龍 車 御 處 野 雲 開 鹽 梅 為 借 調 羮 手 不 負 從 
X65n1282_002:0267b08	前夢一回。	前 夢 一 回 
X65n1282_002:0267b09	君臣道合　君臣道合者。即正偏兼帶之語也。理事	君 臣 道 合 君 臣 道 合 者 即 正 偏 兼 帶 之 語 也 理 事 
X65n1282_002:0267b10	混融。內外和合。非染非淨。非正非偏。故曰虗玄大	混 融 內 外 和 合 非 染 非 淨 非 正 非 偏 故 曰 虗 玄 大 
X65n1282_002:0267b11	道。無住真宗。從上先德推此一位最為玄妙。故名	道 無 住 真 宗 從 上 先 德 推 此 一 位 最 為 玄 妙 故 名 
X65n1282_002:0267b12	君臣道合。	君 臣 道 合 
X65n1282_002:0267b13	如何是君臣道合。	如 何 是 君 臣 道 合 
X65n1282_002:0267b14	三山來云。風雲聚會處。千古頌明良。頌曰。盛治	三 山 來 云 風 雲 聚 會 處 千 古 頌 明 良 頌 曰 盛 治 
X65n1282_002:0267b15	鴻猷壯帝畿。泰交此日慶都俞。欲知一德咸孚處。	鴻 猷 壯 帝 畿 泰 交 此 日 慶 都 俞 欲 知 一 德 咸 孚 處 
X65n1282_002:0267b16	妙用無方絕顯微。	妙 用 無 方 絕 顯 微 
X65n1282_002:0267b17	三山來總頌云。霧鎖巖廊瑞色開。堂簾喜起共徘	三 山 來 總 頌 云 霧 鎖 巖 廊 瑞 色 開 堂 簾 喜 起 共 徘 
X65n1282_002:0267b18	徊。千秋大業歸無住。漫把勛名仔細裁。	徊 千 秋 大 業 歸 無 住 漫 把 勛 名 仔 細 裁 
X65n1282_002:0267b19	洞宗功勛五位	洞 宗 功 勛 五 位 
X65n1282_002:0267b20	向　向時作麼生。分明有箇見處。時時趨向此事。雖	向 向 時 作 麼 生 分 明 有 箇 見 處 時 時 趨 向 此 事 雖 
X65n1282_002:0267b21	終日喫飯。不曾齩著一粒米。終日穿衣。不曾挂著	終 日 喫 飯 不 曾 齩 著 一 粒 米 終 日 穿 衣 不 曾 挂 著 
X65n1282_002:0267b22	一縷絲。直須如此用心。方有趨向分。又云君向臣。	一 縷 絲 直 須 如 此 用 心 方 有 趨 向 分 又 云 君 向 臣 
X65n1282_002:0267b23	父親子。亦正中偏也。	父 親 子 亦 正 中 偏 也 
X65n1282_002:0267b24	如何是向。	如 何 是 向 
X65n1282_002:0267c01	三山來云。凝眸長不瞬。怎肯抱頭眠。頌曰。著眼	三 山 來 云 凝 眸 長 不 瞬 怎 肯 抱 頭 眠 頌 曰 著 眼 
X65n1282_002:0267c02	凝睛未是親。中懷繾綣自殷勤。回頭不謂雲烟杳。	凝 睛 未 是 親 中 懷 繾 綣 自 殷 勤 回 頭 不 謂 雲 烟 杳 
X65n1282_002:0267c03	肯負依依一片心。	肯 負 依 依 一 片 心 
X65n1282_002:0267c04	奉　奉時作麼生。既知有此事。十二時中不與他違	奉 奉 時 作 麼 生 既 知 有 此 事 十 二 時 中 不 與 他 違 
X65n1282_002:0267c05	背。心心無間。念念無差。所以道。知有底人。始解奉	背 心 心 無 間 念 念 無 差 所 以 道 知 有 底 人 始 解 奉 
X65n1282_002:0267c06	重。又云臣奉於君。子順於父。亦偏中正也。	重 又 云 臣 奉 於 君 子 順 於 父 亦 偏 中 正 也 
X65n1282_002:0267c07	如何是奉。	如 何 是 奉 
X65n1282_002:0267c08	三山來云。赤心常捧日。雲水自依山。頌曰。掩著	三 山 來 云 赤 心 常 捧 日 雲 水 自 依 山 頌 曰 掩 著 
X65n1282_002:0267c09	柴門閉著關。拋笻可是畏峰巉。山翁此日何思算。	柴 門 閉 著 關 拋 笻 可 是 畏 峰 巉 山 翁 此 日 何 思 算 
X65n1282_002:0267c10	漫煑黃虀但酌泉。	漫 煑 黃 虀 但 酌 泉 
X65n1282_002:0267c11	功　功時作麼生。前此向時奉時。情存取舍。尚落偏	功 功 時 作 麼 生 前 此 向 時 奉 時 情 存 取 舍 尚 落 偏 
X65n1282_002:0267c12	枯。猶未成功。到此渾身放下。撒手忘依。便能全身	枯 猶 未 成 功 到 此 渾 身 放 下 撒 手 忘 依 便 能 全 身 
X65n1282_002:0267c13	擔荷。徹底承當。內外一如。更無異體。正中來也。	擔 荷 徹 底 承 當 內 外 一 如 更 無 異 體 正 中 來 也 
X65n1282_002:0267c14	如何是功。	如 何 是 功 
X65n1282_002:0267c15	三山來云。不須閑氣力。撒手到凌烟。頌曰。平生	三 山 來 云 不 須 閑 氣 力 撒 手 到 凌 烟 頌 曰 平 生 
X65n1282_002:0267c16	辛苦有誰知。喫盡寒酸未足奇。及至承當無箇事。	辛 苦 有 誰 知 喫 盡 寒 酸 未 足 奇 及 至 承 當 無 箇 事 
X65n1282_002:0267c17	得來依舊笑當時。	得 來 依 舊 笑 當 時 
X65n1282_002:0267c18	共功　共功時作麼生。前此功勛。獨著未得。理事混	共 功 共 功 時 作 麼 生 前 此 功 勛 獨 著 未 得 理 事 混 
X65n1282_002:0267c19	融。此則體用雙彰。不住一色。所謂君臣會合。父子	融 此 則 體 用 雙 彰 不 住 一 色 所 謂 君 臣 會 合 父 子 
X65n1282_002:0267c20	通同。黑白不分。兼中至也。	通 同 黑 白 不 分 兼 中 至 也 
