X87n1618_001:0144c06	 自序	 自 序 
X87n1618_001:0152b10	相。以表諸佛體。說法無其形。用辨非聲色。彼眾聞偈。	相 以 表 諸 佛 體 說 法 無 其 形 用 辨 非 聲 色 彼 眾 聞 偈 
X87n1618_001:0152b11	頓悟無生。咸願出家。以求解脫。祖即為剃髮。命諸聖	頓 悟 無 生 咸 願 出 家 以 求 解 脫 祖 即 為 剃 髮 命 諸 聖 
X87n1618_001:0152b12	授具。造大智度論。中論。十二門論。垂之於世。後付法	授 具 造 大 智 度 論 中 論 十 二 門 論 垂 之 於 世 後 付 法 
X87n1618_001:0152b13	於迦那提婆。付法偈云。為明隱顯法。方說解脫理。於	於 迦 那 提 婆 付 法 偈 云 為 明 隱 顯 法 方 說 解 脫 理 於 
X87n1618_001:0152b14	法心不證。無嗔亦無喜(當場現月輪。性義廓虛明。覰破千萬里。非色亦非聲)。	法 心 不 證 無 嗔 亦 無 喜 當 場 現 月 輪 性 義 廓 虛 明 覰 破 千 萬 里 非 色 亦 非 聲 
X87n1618_001:0152b15	十五祖迦那提婆尊者南天竺國人也。姓毗舍羅。初	十 五 祖 迦 那 提 婆 尊 者 南 天 竺 國 人 也 姓 毗 舍 羅 初 
X87n1618_001:0152b16	求福業。兼要辯論。後謁龍樹大士。將及門。龍樹知是	求 福 業 兼 要 辯 論 後 謁 龍 樹 大 士 將 及 門 龍 樹 知 是 
X87n1618_001:0152b17	智人。先遣侍者。以滿鉢水。寘於座前。尊者覩之。即以	智 人 先 遣 侍 者 以 滿 鉢 水 寘 於 座 前 尊 者 覩 之 即 以 
X87n1618_001:0152b18	一針投之而進。欣然契會。既得法後。至迦毗羅國。彼	一 針 投 之 而 進 欣 然 契 會 既 得 法 後 至 迦 毗 羅 國 彼 
X87n1618_001:0152b19	有長者。曰梵摩淨德。捨次子羅睺羅多。隨師出家。祖	有 長 者 曰 梵 摩 淨 德 捨 次 子 羅 睺 羅 多 隨 師 出 家 祖 
X87n1618_001:0152b20	曰。昔如來記此子。當第二五百年。為大教主。今相遇。	曰 昔 如 來 記 此 子 當 第 二 五 百 年 為 大 教 主 今 相 遇 
X87n1618_001:0152b21	符宿因。即與剃髮(手握乾坤劒。胸藏日月旗。機先嘗展演。佛祖豈能窺)。淨德	符 宿 因 即 與 剃 髮 手 握 乾 坤 劒 胸 藏 日 月 旗 機 先 嘗 展 演 佛 祖 豈 能 窺 淨 德 
X87n1618_001:0152b22	家有園樹。生耳如菌。味甚美。惟德與第二子羅多。得	家 有 園 樹 生 耳 如 菌 味 甚 美 惟 德 與 第 二 子 羅 多 得 
X87n1618_001:0152b23	取而食之。取已隨長。盡而復生。自餘親屬。皆不能見。	取 而 食 之 取 已 隨 長 盡 而 復 生 自 餘 親 屬 皆 不 能 見 
X87n1618_001:0152b24	迦那知其宿因。示曰。汝昔曾供養一比丘。此比丘道	迦 那 知 其 宿 因 示 曰 汝 昔 曾 供 養 一 比 丘 此 比 丘 道 
X87n1618_001:0152c01	眼未明。以虗霑信施故報為木菌。惟汝與子。精誠供	眼 未 明 以 虗 霑 信 施 故 報 為 木 菌 惟 汝 與 子 精 誠 供 
X87n1618_001:0152c02	養。故得享之(針投鉢。覩月輪。悉木菌因。識比丘戒。真刺腦入膠盆。打草便驚蛇者)。至	養 故 得 享 之 針 投 鉢 覩 月 輪 悉 木 菌 因 識 比 丘 戒 真 刺 腦 入 膠 盆 打 草 便 驚 蛇 者 至 
X87n1618_001:0152c03	巴連弗城。聞諸外道。欲障佛法。計之既久。祖乃執長	巴 連 弗 城 聞 諸 外 道 欲 障 佛 法 計 之 既 久 祖 乃 執 長 
X87n1618_001:0152c04	旛。入彼眾中。彼問祖曰。汝何不前。祖曰。汝何不後。彼	旛 入 彼 眾 中 彼 問 祖 曰 汝 何 不 前 祖 曰 汝 何 不 後 彼 
X87n1618_001:0152c05	曰。汝似賤人。祖曰。汝似良人。彼曰。汝解何法。祖曰。汝	曰 汝 似 賤 人 祖 曰 汝 似 良 人 彼 曰 汝 解 何 法 祖 曰 汝 
X87n1618_001:0152c06	百不解。彼曰。我欲得佛。祖曰。我灼然得佛。彼曰。汝不	百 不 解 彼 曰 我 欲 得 佛 祖 曰 我 灼 然 得 佛 彼 曰 汝 不 
X87n1618_001:0152c07	合得。祖曰。元道我得。汝實不得。彼曰。汝既不得。云何	合 得 祖 曰 元 道 我 得 汝 實 不 得 彼 曰 汝 既 不 得 云 何 
X87n1618_001:0152c08	言得。祖曰。汝有我故。所以不得。我無我我。故自當得。	言 得 祖 曰 汝 有 我 故 所 以 不 得 我 無 我 我 故 自 當 得 
X87n1618_001:0152c09	彼辭既屈。乃問祖曰。汝名何等。祖曰。我名迦那提婆。	彼 辭 既 屈 乃 問 祖 曰 汝 名 何 等 祖 曰 我 名 迦 那 提 婆 
X87n1618_001:0152c10	彼既夙聞祖名。乃悔過致謝。時眾中猶互興問難。祖	彼 既 夙 聞 祖 名 乃 悔 過 致 謝 時 眾 中 猶 互 興 問 難 祖 
X87n1618_001:0152c11	折以無礙之辯。由是歸伏。告上足羅睺羅多。而付法	折 以 無 礙 之 辯 由 是 歸 伏 告 上 足 羅 睺 羅 多 而 付 法 
X87n1618_001:0152c12	眼偈曰。本對傳法人。為說解脫理。於法實無證。無終	眼 偈 曰 本 對 傳 法 人 為 說 解 脫 理 於 法 實 無 證 無 終 
X87n1618_001:0152c13	亦無始。漢文帝庚辰歲。身放八光。而歸寂滅。	亦 無 始 漢 文 帝 庚 辰 歲 身 放 八 光 而 歸 寂 滅 
X87n1618_001:0152c14	十六祖羅睺羅多尊者迦毗羅國人也。行化至室羅	十 六 祖 羅 睺 羅 多 尊 者 迦 毗 羅 國 人 也 行 化 至 室 羅 
X87n1618_001:0152c15	筏城。有河名曰金水。其味殊美。中流復現五佛影。祖	筏 城 有 河 名 曰 金 水 其 味 殊 美 中 流 復 現 五 佛 影 祖 
X87n1618_001:0152c16	告眾曰。此河之源。凡五百里。有聖者僧伽難提。居於	告 眾 曰 此 河 之 源 凡 五 百 里 有 聖 者 僧 伽 難 提 居 於 
X87n1618_001:0152c17	彼處。佛志一千年後。當紹聖位。語已。領諸學眾。溯流	彼 處 佛 志 一 千 年 後 當 紹 聖 位 語 已 領 諸 學 眾 溯 流 
X87n1618_001:0152c18	而上。至彼。見僧伽難提。安座入定。祖與眾伺之。經三	而 上 至 彼 見 僧 伽 難 提 安 座 入 定 祖 與 眾 伺 之 經 三 
X87n1618_001:0152c19	七日。方從定起。祖問曰。汝心定耶身定耶。提曰。身心	七 日 方 從 定 起 祖 問 曰 汝 心 定 耶 身 定 耶 提 曰 身 心 
X87n1618_001:0152c20	俱定。祖曰。身心俱定。何有出入。提曰。雖有出入。不失	俱 定 祖 曰 身 心 俱 定 何 有 出 入 提 曰 雖 有 出 入 不 失 
X87n1618_001:0152c21	定相。如金在井。金體甞寂。祖曰若金在井。若金出井。	定 相 如 金 在 井 金 體 甞 寂 祖 曰 若 金 在 井 若 金 出 井 
X87n1618_001:0152c22	金無動靜。何物出入。提曰言金動靜。何物出入。言金	金 無 動 靜 何 物 出 入 提 曰 言 金 動 靜 何 物 出 入 言 金 
X87n1618_001:0152c23	出入金非動靜。祖曰。若金在井。出者何金。若金出井。	出 入 金 非 動 靜 祖 曰 若 金 在 井 出 者 何 金 若 金 出 井 
X87n1618_001:0152c24	在者何物。提曰。金若出井。在者非金。金若在井。出者	在 者 何 物 提 曰 金 若 出 井 在 者 非 金 金 若 在 井 出 者 
X87n1618_001:0153a01	非物。祖曰。此義不然。提曰。彼義非著。祖曰。此義當墮。	非 物 祖 曰 此 義 不 然 提 曰 彼 義 非 著 祖 曰 此 義 當 墮 
X87n1618_001:0153a02	提曰彼義不成。祖曰彼義不成。我義成矣。提曰。我義	提 曰 彼 義 不 成 祖 曰 彼 義 不 成 我 義 成 矣 提 曰 我 義 
X87n1618_001:0153a03	雖成。法非我故。祖曰我義已成。我無我故。提曰我無	雖 成 法 非 我 故 祖 曰 我 義 已 成 我 無 我 故 提 曰 我 無 
X87n1618_001:0153a04	我故。復成何義。祖曰。我無我故。故成汝義。提曰。仁者	我 故 復 成 何 義 祖 曰 我 無 我 故 故 成 汝 義 提 曰 仁 者 
X87n1618_001:0153a05	師誰。得是無我。祖曰。我師迦那提婆。證是無我。難提	師 誰 得 是 無 我 祖 曰 我 師 迦 那 提 婆 證 是 無 我 難 提 
X87n1618_001:0153a06	以偈贊曰。稽首婆提師。而出於仁者。仁者無我故。我	以 偈 贊 曰 稽 首 婆 提 師 而 出 於 仁 者 仁 者 無 我 故 我 
X87n1618_001:0153a07	欲師仁者。祖以偈答曰。我已無我故。汝須見我我汝	欲 師 仁 者 祖 以 偈 答 曰 我 已 無 我 故 汝 須 見 我 我 汝 
X87n1618_001:0153a08	若師我故。知我非我我。難提心意豁然。求度脫。祖曰。	若 師 我 故 知 我 非 我 我 難 提 心 意 豁 然 求 度 脫 祖 曰 
X87n1618_001:0153a09	汝心自在。非我所繫。而付法眼偈曰。於法實無證。不	汝 心 自 在 非 我 所 繫 而 付 法 眼 偈 曰 於 法 實 無 證 不 
X87n1618_001:0153a10	取亦不離。法非有無相。內外云何起(藉樹頭耳。聞世外調。佛誌不虗	取 亦 不 離 法 非 有 無 相 內 外 云 何 起 藉 樹 頭 耳 聞 世 外 調 佛 誌 不 虗 
X87n1618_001:0153a11	祖燈斯紹。窮金河源。垂千仞釣)。	祖 燈 斯 紹 窮 金 河 源 垂 千 仞 釣 
X87n1618_001:0153a12	十七祖僧伽難提尊者室羅筏城。寶莊嚴王之子也。	十 七 祖 僧 伽 難 提 尊 者 室 羅 筏 城 寶 莊 嚴 王 之 子 也 
X87n1618_001:0153a13	生而能言。甞讚佛事。七歲即厭世樂。以偈告其父母	生 而 能 言 甞 讚 佛 事 七 歲 即 厭 世 樂 以 偈 告 其 父 母 
X87n1618_001:0153a14	曰。稽首大慈父。和南骨血母。我今欲出家。幸願哀愍	曰 稽 首 大 慈 父 和 南 骨 血 母 我 今 欲 出 家 幸 願 哀 愍 
X87n1618_001:0153a15	故。父母固止之。遂終日不食。乃許其在家出家。號僧	故 父 母 固 止 之 遂 終 日 不 食 乃 許 其 在家出家 號 僧 
X87n1618_001:0153a16	伽難提。復命沙門禪利多為之師。積十九載。未甞退	伽 難 提 復 命 沙 門 禪 利 多 為 之 師 積 十 九 載 未 甞 退 
X87n1618_001:0153a17	倦。每自念言。身居王宮。胡為出家。一夕天光下矚。見	倦 每 自 念 言 身 居 王 宮 胡 為 出 家 一 夕 天 光 下 矚 見 
X87n1618_001:0153a18	一路坦平。不覺徐行。約十里許。至大巖前。有石窟焉。	一 路 坦 平 不 覺 徐 行 約 十 里 許 至 大 巖 前 有 石 窟 焉 
X87n1618_001:0153a19	乃燕寂於中。父既失子。即擯禪利多出國。訪尋其子。	乃 燕 寂 於 中 父 既 失 子 即 擯 禪 利 多 出 國 訪 尋 其 子 
X87n1618_001:0153a20	不知所在。經十年。祖得法受記已。行化至摩提國。忽	不 知 所 在 經 十 年 祖 得 法 受 記 已 行 化 至 摩 提 國 忽 
X87n1618_001:0153a21	有涼風。襲眾身心。悅適非甞。而不知其然。祖曰。此道	有 涼 風 襲 眾 身 心 悅 適 非 甞 而 不 知 其 然 祖 曰 此 道 
X87n1618_001:0153a22	德之風也。當有聖者出世。嗣續祖燈。言訖。以神力攝	德 之 風 也 當 有 聖 者 出 世 嗣 續 祖 燈 言 訖 以 神 力 攝 
X87n1618_001:0153a23	諸大眾。遊歷山谷。食頃。至一峯下。謂眾曰。此峯頂有	諸 大 眾 遊 歷 山 谷 食 頃 至 一 峯 下 謂 眾 曰 此 峯 頂 有 
X87n1618_001:0153a24	紫雲如葢。聖人居此矣。即與大眾徘徊久之。見山舍	紫 雲 如 葢 聖 人 居 此 矣 即 與 大 眾 徘 徊 久 之 見 山 舍 
X87n1618_001:0153b01	一童子。持圓鑑。直造祖前。祖問汝幾歲耶。曰百歲。祖	一 童 子 持 圓 鑑 直 造 祖 前 祖 問 汝 幾 歲 耶 曰 百 歲 祖 
X87n1618_001:0153b02	曰汝年尚幼。何言百歲。童曰。我不會理。正百歲耳。祖	曰 汝 年 尚 幼 何 言 百 歲 童 曰 我 不 會 理 正 百 歲 耳 祖 
X87n1618_001:0153b03	曰。汝善機耶。童曰。佛言。若人生百歲。不會諸佛機。不	曰 汝 善 機 耶 童 曰 佛 言 若 人 生 百 歲 不 會 諸 佛 機 不 
X87n1618_001:0153b04	如生一日。而得決了之。祖曰。汝手中者當何所表。童	如 生 一 日 而 得 決 了 之 祖 曰 汝 手 中 者 當 何 所 表 童 
X87n1618_001:0153b05	曰。諸佛大圓鑑。內外無瑕翳。兩人同得見。心眼皆相	曰 諸 佛 大 圓 鑑 內 外 無 瑕 翳 兩 人 同 得 見 心 眼 皆 相 
X87n1618_001:0153b06	似。彼父母聞子語。即捨令出家。祖携至本處。受具戒	似 彼 父 母 聞 子 語 即 捨 令 出 家 祖 携 至 本 處 受 具 戒 
X87n1618_001:0153b07	訖。名伽耶舍多。他時聞風吹殿鈴聲。祖問曰。鈴鳴耶。	訖 名 伽 耶 舍 多 他 時 聞 風 吹 殿 鈴 聲 祖 問 曰 鈴 鳴 耶 
X87n1618_001:0153b08	風鳴耶。曰非風鈴鳴。我心鳴耳。祖曰。心復誰乎。曰俱	風 鳴 耶 曰 非 風 鈴 鳴 我 心 鳴 耳 祖 曰 心 復 誰 乎 曰 俱 
X87n1618_001:0153b09	寂靜故。祖曰。善哉善哉。繼吾道者。非子而誰。即付法	寂 靜 故 祖 曰 善哉善哉 繼 吾 道 者 非 子 而 誰 即 付 法 
X87n1618_001:0153b10	眼偈曰。心地本無生。因地從緣起。緣種不相妨。華果	眼 偈 曰 心 地 本 無 生 因 地 從 緣 起 緣 種 不 相 妨 華 果 
X87n1618_001:0153b11	亦復爾。付法已。即右手攀樹而化。大眾就樹下起塔	亦 復 爾 付 法 已 即 右 手 攀 樹 而 化 大 眾 就 樹 下 起 塔 
X87n1618_001:0153b12	(敝屣世榮。宴坐石窟。冤債相尋。磁石引鐵)。	 敝 屣 世 榮 宴 坐 石 窟 冤 債 相 尋 磁 石 引 鐵 
X87n1618_001:0153b13	十八祖伽耶舍多尊者摩提國人也。姓鬱頭藍。父天	十 八 祖 伽 耶 舍 多 尊 者 摩 提 國 人 也 姓 鬱 頭 藍 父 天 
X87n1618_001:0153b14	葢。母方聖。甞夢大神持鑑。因而有娠。凡七日而誕。肌	葢 母 方 聖 甞 夢 大 神 持 鑑 因 而 有 娠 凡 七 日 而 誕 肌 
X87n1618_001:0153b15	體瑩如琉璃。未甞洗沐。自然香潔。幼好閒靜。語非甞	體 瑩 如 琉 璃 未 甞 洗 沐 自 然 香 潔 幼 好 閒 靜 語 非 甞 
X87n1618_001:0153b16	童。持鑑出遊。遇難提尊者得度。後領徒至大月氏國。	童 持 鑑 出 遊 遇 難 提 尊 者 得 度 後 領 徒 至 大 月 氏 國 
X87n1618_001:0153b17	見一婆羅門舍有異氣。祖將入舍。舍主鳩摩羅多問	見 一 婆 羅 門 舍 有 異 氣 祖 將 入 舍 舍 主 鳩 摩 羅 多 問 
X87n1618_001:0153b18	曰。是何徒眾。祖曰是佛弟子。彼聞佛號。心神竦然。即	曰 是 何 徒 眾 祖 曰 是 佛 弟 子 彼 聞 佛 號 心 神 竦 然 即 
X87n1618_001:0153b19	時閉戶。祖良久扣其門。羅多云。此舍無人。祖曰。答無	時 閉 戶 祖 良 久 扣 其 門 羅 多 云 此 舍 無 人 祖 曰 答 無 
X87n1618_001:0153b20	者誰。羅多聞語。知是異人。遽開門延接。祖曰。昔世尊	者 誰 羅 多 聞 語 知 是 異 人 遽 開 門 延 接 祖 曰 昔 世 尊 
X87n1618_001:0153b21	記曰。吾滅後一千年。有大士出現於月氏國。紹隆玄	記 曰 吾 滅 後 一 千 年 有 大 士 出 現 於 月 氏 國 紹 隆 玄 
X87n1618_001:0153b22	化。今汝值吾。應斯嘉運。於是鳩摩羅多發宿命智。投	化 今 汝 值 吾 應 斯 嘉 運 於 是 鳩 摩 羅 多 發 宿 命 智 投 
X87n1618_001:0153b23	誠出家。受具訖。付法偈曰。有種有心地。因緣能發萌。	誠 出 家 受 具 訖 付 法 偈 曰 有 種 有 心 地 因 緣 能 發 萌 
X87n1618_001:0153b24	於緣不相礙。當生生不生。付法已。即踊身虗空。現十	於 緣 不 相 礙 當 生 生 不 生 付 法 已 即 踊 身 虗 空 現 十 
X87n1618_001:0153c01	八變。火光三昧。自焚其身。眾收舍利起塔(諸佛機。風鈴旨。直饒	八 變 火 光 三 昧 自 焚 其 身 眾 收 舍 利 起 塔 諸 佛 機 風 鈴 旨 直 饒 
X87n1618_001:0153c02	說得道理分明。未免鐵枷安項上)。	說 得 道 理 分 明 未 免 鐵 枷 安 項 上 
X87n1618_001:0153c03	十九祖鳩摩羅多尊者大月氏國。婆羅門之子。後至	十 九 祖 鳩 摩 羅 多 尊 者 大 月 氏 國 婆 羅 門 之 子 後 至 
X87n1618_001:0153c04	中天竺國。有大士名闍夜多。問曰。我家父母素信三	中 天 竺 國 有 大 士 名 闍 夜 多 問 曰 我 家 父 母 素 信 三 
X87n1618_001:0153c05	寶。而甞縈疾瘵。凡所營作。皆不如意。鄰家久為旃陀	寶 而 甞 縈 疾 瘵 凡 所 營 作 皆 不 如 意 鄰 家 久 為 旃 陀 
X87n1618_001:0153c06	羅。以殺為業。而身甞勇健。所作和合彼何幸。而我何	羅 以 殺 為 業 而 身 甞 勇 健 所 作 和 合 彼 何 幸 而 我 何 
X87n1618_001:0153c07	辜。祖曰。何足疑乎。且善惡之報。有三時焉。凡人但見	辜 祖 曰 何 足 疑 乎 且 善 惡 之 報 有 三 時 焉 凡 人 但 見 
X87n1618_001:0153c08	仁夭暴壽。逆吉義凶。便謂亡因果。虗罪福。殊不知影	仁 夭 暴 壽 逆 吉 義 凶 便 謂 亡 因 果 虗 罪 福 殊 不 知 影 
X87n1618_001:0153c09	響相隨。毫釐靡忒。縱經百千萬劫。亦不磨滅。時闍夜	響 相 隨 毫 釐 靡 忒 縱 經 百千萬劫 亦 不 磨 滅 時 闍 夜 
X87n1618_001:0153c10	多聞是語已。頓釋所疑。祖曰。汝雖已信三業。而未明	多 聞 是 語 已 頓 釋 所 疑 祖 曰 汝 雖 已 信 三 業 而 未 明 
X87n1618_001:0153c11	業從惑生。惑依識有。識依不覺。不覺依心。心本清淨。	業 從 惑 生 惑 依 識 有 識 依 不 覺 不 覺 依 心 心 本 清 淨 
X87n1618_001:0153c12	無生滅。無造作。無報應。無勝負。寂寂然。靈靈然。汝若	無 生 滅 無 造 作 無 報 應 無 勝 負 寂 寂 然 靈 靈 然 汝 若 
X87n1618_001:0153c13	入此法門。可與諸佛同矣。一切善惡。有為無為。皆如	入 此 法 門 可 與諸佛同 矣 一 切 善 惡 有 為 無 為 皆 如 
X87n1618_001:0153c14	夢幻。闍夜多承言領旨。即發宿慧。懇求出家。既受具。	夢 幻 闍 夜 多 承 言 領 旨 即 發 宿 慧 懇 求 出 家 既 受 具 
X87n1618_001:0153c15	祖告曰。吾今寂滅時至。汝當紹行化跡。付法眼偈曰。	祖 告 曰 吾 今 寂 滅 時 至 汝 當 紹 行 化 跡 付 法 眼 偈 曰 
X87n1618_001:0153c16	性上本無生。為對求人說。於法既無得。何懷決不決	性 上 本 無 生 為 對 求 人 說 於 法 既 無 得 何 懷 決 不 決 
X87n1618_001:0153c17	(得般若力。當場指出。摸着鼻孔。虛空逼塞)。	 得 般 若 力 當 場 指 出 摸 着 鼻 孔 虛 空 逼 塞 
X87n1618_001:0153c18	二十祖闍夜多尊者北天竺國人也。智慧淵冲。化道	二 十 祖 闍 夜 多 尊 者 北 天 竺 國 人 也 智 慧 淵 冲 化 道 
X87n1618_001:0153c19	無量。後至羅閱城。敷揚頓教。彼有學眾。惟尚辯論。為	無 量 後 至 羅 閱 城 敷 揚 頓 教 彼 有 學 眾 惟 尚 辯 論 為 
X87n1618_001:0153c20	之首者。名婆修盤頭。常一食不臥。六時禮佛。清淨無	之 首 者 名 婆 修 盤 頭 常 一 食 不 臥 六 時 禮 佛 清 淨 無 
X87n1618_001:0153c21	欲。為眾所歸。祖將欲度之。先問彼眾曰。此徧行頭陀。	欲 為 眾 所 歸 祖 將 欲 度 之 先 問 彼 眾 曰 此 徧 行 頭 陀 
