T85n2762_001:0261c03	勝鬘經疏	勝 鬘 經 疏 
T85n2762_001:0268a09	攝受正法。能生四乘因果。時眾冐為此四因	攝受正法 能 生 四 乘 因 果 時 眾 冐 為 此 四 因 
T85n2762_001:0268a10	果條然各異故。次論一乘。欲明四乘因果名	果 條 然 各 異 故 次 論 一 乘 欲 明 四 乘 因 果 名 
T85n2762_001:0268a11	雖有別論體正是一乘。是以次明也。佛告勝	雖 有 別 論 體 正 是 一 乘 是 以 次 明 也 佛 告 勝 
T85n2762_001:0268a12	鬘者。如來住昔隱一開三未曾會三歸一。勝	鬘 者 如 來 住 昔 隱 一 開 三 未 曾 會 三 歸 一 勝 
T85n2762_001:0268a13	鬘若當破三歸說一者。則為漏照畢誤爭重	鬘 若 當 破 三 歸 說 一 者 則 為 漏 照 畢 誤 爭 重 
T85n2762_001:0268a14	不敢自專。故須待告。汝今更說一切諸佛者。	不 敢 自 專 故 須 待 告 汝 今 更 說 一切諸佛 者 
T85n2762_001:0268a15	返常之說生信至難故言一切也。攝受正法	返 常 之 說 生 信 至 難 故 言 一 切 也 攝受正法 
T85n2762_001:0268a16	者。略檦最後也。上章廣解攝受正法之義。何	者 略 檦 最 後 也 上 章 廣 解 攝受正法 之 義 何 
T85n2762_001:0268a17	故復言更說攝受解意。言六度。一法有於名	故 復 言 更 說 攝 受 解 意 言 六 度 一 法 有 於 名 
T85n2762_001:0268a18	義非邪名。正可軌曰法。能生名攝領納稱受。	義 非 邪 名 正 可 軌 曰 法 能 生 名 攝 領 納 稱 受 
T85n2762_001:0268a19	雖復上來廣解諸義。而六度之體有其運通	雖 復 上 來 廣 解 諸 義 而 六 度 之 體 有 其 運 通 
T85n2762_001:0268a20	伐苦。此義來章故言更說攝受運通伐苦也。	伐 苦 此 義 來 章 故 言 更 說 攝 受 運 通 伐 苦 也 
T85n2762_001:0268a21	此言是略應言更說攝受正法體運通伐苦。	此 言 是 略 應 言 更 說 攝受正法 體 運 通 伐 苦 
T85n2762_001:0268a22	是以勝鬘言善哉世尊唯然受者。是應敬之	是 以 勝 鬘 言 善 哉 世 尊 唯 然 受 者 是 應 敬 之 
T85n2762_001:0268a23	辭也。即白佛言攝受正法體運通伐苦者。是	辭 也 即 白 佛 言 攝受正法 體 運 通 伐 苦 者 是 
T85n2762_001:0268a24	摩訶衍。摩訶言大。衍之言乘。故知上告更說	摩 訶 衍 摩 訶 言 大 衍 之 言 乘 故 知 上 告 更 說 
T85n2762_001:0268a25	者。欲使廣攝受體有大乘義也。就此章中可	者 欲 使 廣 攝 受 體 有 大 乘 義 也 就 此 章 中 可 
T85n2762_001:0268a26	有兩段明義。從初訖無邊不斷以來。明破三	有 兩 段 明 義 從 初 訖 無 邊 不 斷 以 來 明 破 三 
T85n2762_001:0268a27	歸一。第二從無限齊時住明一乘之果受命	歸 一 第 二 從 無 限 齊 時 住 明 一 乘 之 果 受 命 
T85n2762_001:0268a28	常存。就初段中可有四段明義。第一從初訖	常 存 就 初 段 中 可 有 四 段 明 義 第 一 從 初 訖 
T85n2762_001:0268a29	出世間善法總會因果入於一乘。第二從世	出 世 間 善 法 總 會 因 果 入 於 一 乘 第 二 從 世 
T85n2762_001:0268b01	尊說六處以下說至有餘不了義說別會因果	尊 說 六 處 以 下 說 至 有 餘 不了義說 別 會 因 果 
T85n2762_001:0268b02	入於一乘。第三從何以故有二種死以下訖	入 於 一 乘 第 三 從 何 以 故 有 二 種 死 以 下 訖 
T85n2762_001:0268b03	一向記說明釋異。第四從世尊不受有智有	一 向 記 說 明 釋 異 第 四 從 世 尊 不 受 有 智 有 
T85n2762_001:0268b04	二種以下雙結二智也。何以故。六度正法正	二 種 以 下 雙 結 二 智 也 何 以 故 六 度 正 法 正 
T85n2762_001:0268b05	是大乘下明由大乘出生四因四果從大乘出	是 大 乘 下 明 由 大 乘 出 生 四 因 四 果 從 大 乘 出 
T85n2762_001:0268b06	故不異於大也。如阿耨大池出八大河之水	故 不 異 於 大 也 如 阿 耨 大 池 出 八 大 河 之 水 
T85n2762_001:0268b07	不異池中水也。直以崖岸隔故有其八河之	不 異 池 中 水 也 直 以 崖 岸 隔 故 有 其 八 河 之 
T85n2762_001:0268b08	殊。如是大乘以言教隔故便有四因四果之	殊 如 是 大 乘 以 言 教 隔 故 便 有 四 因 四 果 之 
T85n2762_001:0268b09	別。如是摩訶衍者。合上阿耨達池出生一切	別 如 是 摩 訶 衍 者 合 上 阿 耨 達 池 出 生 一 切 
T85n2762_001:0268b10	聲聞緣覺以下合出八大河。此中明出為欲	聲 聞 緣 覺 以 下 合 出 八 大 河 此 中 明 出 為 欲 
T85n2762_001:0268b11	解入不存出也。亦可此中解出者。言中道出	解 入 不 存 出 也 亦 可 此 中 解 出 者 言 中 道 出 
T85n2762_001:0268b12	前畢。解出賓者出生故有異也。有如一切種	前 畢 解 出 賓 者 出 生 故 有 異 也 有 如 一 切 種 
T85n2762_001:0268b13	子者。喻四因四果。皆依於地者喻於大乘。欲	子 者 喻 四 因 四 果 皆 依 於 地 者 喻 於 大 乘 欲 
T85n2762_001:0268b14	明種子從地生長。及其壞時還歸於地。以說	明 種 子 從 地 生 長 及 其 壞 時 還 歸 於 地 以 說 
T85n2762_001:0268b15	四乘從大乘而生。如來破時還屬地也。如是	四 乘 從 大 乘 而 生 如 來 破 時 還 屬 地 也 如 是 
T85n2762_001:0268b16	一切聲聞以下。合前種子喻依於大乘。合依	一 切 聲 聞 以 下 合 前 種 子 喻 依 於 大 乘 合 依 
T85n2762_001:0268b17	於地而生長也。今解此二喻何以取別。前以	於 地 而 生 長 也 今 解 此 二 喻 何 以 取 別 前 以 
T85n2762_001:0268b18	出生為喻。此就增長為喻譬也。以是從大乘	出 生 為 喻 此 就 增 長 為 喻 譬 也 以 是 從 大 乘 
T85n2762_001:0268b19	出生增長不以於大乘義故。世尊住於大乘。	出 生 增 長 不 以 於 大 乘 義 故 世 尊 住 於 大 乘 
T85n2762_001:0268b20	攝受大乘者。即是住於二乘。攝受二乘一切	攝 受 大 乘 者 即 是 住 於 二 乘 攝 受 二 乘 一 切 
T85n2762_001:0268b21	世間出世間善法。如世尊說六處以下。第二	世間出世間 善 法 如 世 尊 說 六 處 以 下 第 二 
T85n2762_001:0268b22	別會因果。就中可有兩段。從初至依於如來	別 會 因 果 就 中 可 有 兩 段 從 初 至 依 於 如 來 
T85n2762_001:0268b23	明因入一乘。第二世尊阿羅漢以下別明果	明 因 入 一 乘 第 二 世 尊 阿 羅 漢 以 下 別 明 果 
T85n2762_001:0268b24	入一乘。如世尊說六處者。此是指尺如也。論	入 一 乘 如 世 尊 說 六 處 者 此 是 指 尺 如 也 論 
T85n2762_001:0268b25	此六處體正有二支流為六處者。此是生善	此 六 處 體 正 有 二 支 流 為 六 處 者 此 是 生 善 
T85n2762_001:0268b26	之所以故言處。前二就興滅而論。後二以人	之 所 以 故 言 處 前 二 就 興 滅 而 論 後 二 以 人 
T85n2762_001:0268b27	為別中兩就體名為異故有六也。正法住者。	為 別 中 兩 就 體 名 為 異 故 有 六 也 正 法 住 者 
T85n2762_001:0268b28	小乘非耶可軌名為正法。流通於世故名為	小 乘 非 耶 可 軌 名 為 正 法 流 通 於 世 故 名 為 
T85n2762_001:0268b29	住人不受行名之為滅。波羅木叉者。秦言歎	住 人 不 受 行 名 之 為 滅 波 羅 木 叉 者 秦 言 歎 
T85n2762_001:0268c01	得解脫。亦言處處解脫。比尼者言能除身口	得 解 脫 亦 言 處處解脫 比 尼 者 言 能 除 身 口 
T85n2762_001:0268c02	麁惡故名比尼也。出家者離俗之美名。受具	麁 惡 故 名 比 尼 也 出 家 者 離 俗 之 美 名 受 具 
T85n2762_001:0268c03	足者戒律之備稱也。此等六事為大乘故。說	足 者 戒 律 之 備 稱 也 此 等 六 事 為 大 乘 故 說 
T85n2762_001:0268c04	欲明小乘不異於大本。若直說大乘者。眾生	欲 明 小 乘 不 異 於 大 本 若 直 說 大 乘 者 眾 生 
T85n2762_001:0268c05	不能奉教修行。為令眾生受學大乘故說之	不 能 奉 教 修 行 為 令 眾 生 受 學 大 乘 故 說 之 
T85n2762_001:0268c06	為小。便能修行故言為大乘故說也。又解為	為 小 便 能 修 行 故 言 為 大 乘 故 說 也 又 解 為 
T85n2762_001:0268c07	下根之徒說一為三說大為小。彼所修行善	下 根 之 徒 說 一 為 三 說 大 為 小 彼 所 修 行 善 
T85n2762_001:0268c08	皆學菩薩道故。言為大乘故說也。何以故以	皆 學 菩 薩 道 故 言 為 大 乘 故 說 也 何 以 故 以 
T85n2762_001:0268c09	下別釋。正法住者。小乘在世名正法住。為大	下 別 釋 正 法 住 者 小 乘 在 世 名 正 法 住 為 大 
T85n2762_001:0268c10	乘在世流通不斷故。說小乘正法住也。若爾	乘 在 世 流 通 不 斷 故 說 小 乘 正 法 住 也 若 爾 
T85n2762_001:0268c11	大乘正法住者。即正法住者即正法住也。正	大 乘 正 法 住 者 即 正 法 住 者 即 正 法 住 也 正 
T85n2762_001:0268c12	法滅者。舉前第二句道。言滅時欲悕人心速	法 滅 者 舉 前 第 二 句 道 言 滅 時 欲 悕 人 心 速 
T85n2762_001:0268c13	修行善。何者眾生聞佛法欲滅。則速修行小	修 行 善 何 者 眾 生 聞 佛 法 欲 滅 則 速 修 行 小 
T85n2762_001:0268c14	乘。即是受學大乘故。言正法滅者　為大乘故	乘 即 是 受 學 大 乘 故 言 正 法 滅 者 為 大 乘 故 
T85n2762_001:0268c15	說也。波羅提木叉第三句。比尼是第四句。將	說 也 波羅提木叉 第 三 句 比 尼 是 第 四 句 將 
T85n2762_001:0268c16	欲解其義。先釋體無別狀也。義一者應言體	欲 解 其 義 先 釋 體 無 別 狀 也 義 一 者 應 言 體 
T85n2762_001:0268c17	一但無作實莫礙之至難名義也。夫言義者	一 但 無 作 實 莫 礙 之 至 難 名 義 也 夫 言 義 者 
T85n2762_001:0268c18	言下所以名為義。今礙波羅叉名得此無作	言 下 所 以 名 為 義 今 礙 波 羅 叉 名 得 此 無 作 
T85n2762_001:0268c19	礙。比尼名亦得此無作。若爾無作是二名下	礙 比 尼 名 亦 得 此 無 作 若 爾 無 作 是 二 名 下 
T85n2762_001:0268c20	所以故之為義。先釋此二名體正是一無作	所 以 故 之 為 義 先 釋 此 二 名 體 正 是 一 無 作 
T85n2762_001:0268c21	故。但解一名餘一可知。比尼者即大乘學者	故 但 解 一 名 餘 一 可 知 比 尼 者 即 大 乘 學 者 
T85n2762_001:0268c22	修行小乘。比尼者即是學於大乘也。何以修	修 行 小 乘 比 尼 者 即 是 學 於 大 乘 也 何 以 修 
T85n2762_001:0268c23	行小乘即是受學於大故。下言以依佛出家	行 小 乘 即 是 受 學 於 大 故 下 言 以 依 佛 出 家 
T85n2762_001:0268c24	依大乘之人出家受具足故。是故說大乘威	依 大 乘 之 人 出 家 受 具 足 故 是 故 說 大 乘 威 
T85n2762_001:0268c25	儀戒作小乘比尼之名。以是故言比尼者即	儀 戒 作 小 乘 比 尼 之 名 以 是 故 言 比 尼 者 即 
T85n2762_001:0268c26	大乘學也。依佛出家者。應是第五章門。受具	大 乘 學 也 依 佛 出 家 者 應 是 第 五 章 門 受 具 
T85n2762_001:0268c27	足者。是第六章門。舉此兩句為成無別小比	足 者 是 第 六 章 門 舉 此 兩 句 為 成 無 別 小 比 
T85n2762_001:0268c28	尼也。是比尼者是小乘。正是大乘比尼。乃至	尼 也 是 比 尼 者 是 小 乘 正 是 大 乘 比 尼 乃 至 
T85n2762_001:0268c29	說大乘作小乘出家受具足也。是故羅漢無	說 大 乘 作 小 乘 出 家 受 具 足 也 是 故 羅 漢 無 
T85n2762_001:0269a01	別小乘出家受具足也。何以故者小乘出家	別 小 乘 出 家 受 具 足 也 何 以 故 者 小 乘 出 家 
T85n2762_001:0269a02	比尼皆是大乘出家。比尼下言阿羅漢依如	比 尼 皆 是 大 乘 出 家 比 尼 下 言 阿 羅 漢 依 如 
T85n2762_001:0269a03	來大乘人出家受具足故也。依如來出家前	來 大 乘 人 出 家 受 具 足 故 也 依 如 來 出 家 前 
T85n2762_001:0269a04	第五章門。受具者第六章門。應一一指尺。但	第 五 章 門 受 具 者 第 六 章 門 應 一 一 指 尺 但 
T85n2762_001:0269a05	前以舉接成無別。比尼事在所知故。此章不	前 以 舉 接 成 無 別 比 尼 事 在 所 知 故 此 章 不 
T85n2762_001:0269a06	作別文也。阿羅漢歸依於佛者此第一章門。	作 別 文 也 阿 羅 漢 歸 依 於 佛 者 此 第 一 章 門 
T85n2762_001:0269a07	羅漢有恐怖者是第二章門。下先釋第二。何	羅 漢 有 恐 怖 者 是 第 二 章 門 下 先 釋 第 二 何 
T85n2762_001:0269a08	以阿羅漢有恐怖。故下言於一切無行怖畏	以 阿 羅 漢 有 恐 怖 故 下 言 於 一 切 無 行 怖 畏 
T85n2762_001:0269a09	想住如人執劍欲來害已者。是故恐怖也。一	想 住 如 人 執 劍 欲 來 害 已 者 是 故 恐 怖 也 一 
T85n2762_001:0269a10	切無行者界之中有對治無漏之道。三界以	切 無 行 者 界 之 中 有 對 治 無 漏 之 道 三 界 以 
T85n2762_001:0269a11	外未修無漏之道故。言一切無行怖畏想住	外 未 修 無 漏 之 道 故 言 一 切 無 行 怖 畏 想 住 
T85n2762_001:0269a12	者。果中說因也。如人未譬無明煩惱劍者。喻	者 果 中 說 因 也 如 人 未 譬 無 明 煩 惱 劍 者 喻 
T85n2762_001:0269a13	受變易生死。執者喻煩惱因能感生死果也。	受 變易生死 執 者 喻 煩 惱 因 能 感 生 死 果 也 
T85n2762_001:0269a14	欲明人執劍則能傷害於物。因章苦果則能	欲 明 人 執 劍 則 能 傷 害 於 物 因 章 苦 果 則 能 
T85n2762_001:0269a15	遍切羅漢故。言如人執劍欲來害已。以是	遍 切 羅 漢 故 言 如 人 執 劍 欲 來 害 已 以 是 
T85n2762_001:0269a16	義故阿羅漢無究竟樂也。何以故以下釋第	義 故 阿 羅 漢 無 究 竟 樂 也 何 以 故 以 下 釋 第 
T85n2762_001:0269a17	二章。依不求依者。但求歸依於佛不求與物	二 章 依 不 求 依 者 但 求 歸 依 於 佛 不 求 與 物 
T85n2762_001:0269a18	為依。亦可佛是不求依人依佛故。言依不求	為 依 亦 可 佛 是 不 求 依 人 依 佛 故 言 依 不 求 
T85n2762_001:0269a19	依人也。自下說喻來章。如眾生無依者喻羅	依 人 也 自 下 說 喻 來 章 如 眾 生 無 依 者 喻 羅 
T85n2762_001:0269a20	漢。彼彼恐怖者喻羅漢有恐怖。則求歸依者。	漢 彼 彼 恐 怖 者 喻 羅 漢 有 恐 怖 則 求 歸 依 者 
T85n2762_001:0269a21	譬依不求依。如是羅漢者。合眾生有恐怖。合	譬 依 不 求 依 如 是 羅 漢 者 合 眾 生 有 恐 怖 合 
T85n2762_001:0269a22	彼彼恐怖以恐怖故。依於如來者。合處處恐	彼 彼 恐 怖 以 恐 怖 故 依 於 如 來 者 合 處 處 恐 
T85n2762_001:0269a23	怖故。則求歸依於佛強力也。	怖 故 則 求 歸 依 於 佛 強 力 也 
T85n2762_001:0269a24	世尊阿羅漢辟支佛以下。第二別會果入於	世 尊 阿 羅 漢 辟 支 佛 以 下 第 二 別 會 果 入 於 
T85n2762_001:0269a25	一乘。將欲解非究竟先言有怖畏也。是阿羅	一 乘 將 欲 解 非 究 竟 先 言 有 怖 畏 也 是 阿 羅 
T85n2762_001:0269a26	漢有餘生法不盡者。煩惱是受生法雖盡三	漢 有 餘 生 法 不 盡 者 煩 惱 是 受 生 法 雖 盡 三 
T85n2762_001:0269a27	界生死無明住地。或未傾更黨受身故。還名	界 生 死 無明住地 或 未 傾 更 黨 受 身 故 還 名 
T85n2762_001:0269a28	三界之身作有餘也。此解盡智。就盡智離出	三 界 之 身 作 有 餘 也 此 解 盡 智 就 盡 智 離 出 
T85n2762_001:0269a29	梵行以五。就無生智離出所作已辦故。有四	梵 行 以 五 就 無 生 智 離 出 所 作 已 辦 故 有 四 
T85n2762_001:0269b01	智之名略時即有二智之稱。何以知之。盡智	智 之 名 略 時 即 有 二 智 之 稱 何 以 知 之 盡 智 
T85n2762_001:0269b02	生死或盡梵行以立無漏道窮。正由梵行因	生 死 或 盡 梵 行 以 立 無 漏 道 窮 正 由 梵 行 因 
T85n2762_001:0269b03	立故生死盡也。就無生智出所作已辦。所作	立 故 生 死 盡 也 就 無 生 智 出 所 作 已 辦 所 作 
T85n2762_001:0269b04	已辦者無漏滿足更不起或故。來身不復生	已 辦 者 無 漏 滿 足 更 不 起 或 故 來 身 不 復 生 
T85n2762_001:0269b05	也。正由因辦故。或盡不生有餘梵行成故。不	也 正 由 因 辦 故 或 盡 不 生 有 餘 梵 行 成 故 不 
T85n2762_001:0269b06	純者為三界餘未成故果體不純。此奪第二	純 者 為 三 界 餘 未 成 故 果 體 不 純 此 奪 第 二 
T85n2762_001:0269b07	智也。事不究竟者。斷生死事不究竟。更須	智 也 事 不 究 竟 者 斷 生 死 事 不 究 竟 更 須 
T85n2762_001:0269b08	仰習勝解故。言當有所作。此奪第三智也。不	仰 習 勝 解 故 言 當 有 所 作 此 奪 第 三 智 也 不 
T85n2762_001:0269b09	度彼故者。不遇變易生死故。更須除或盡結	度 彼 故 者 不 遇 變易生死 故 更 須 除 或 盡 結 
T85n2762_001:0269b10	故言當有所斷。此奪第四智也。以不斷故略	故 言 當 有 所 斷 此 奪 第 四 智 也 以 不 斷 故 略 
T85n2762_001:0269b11	舉最後為欲。奪第五無為非究故。言去涅槃	舉 最 後 為 欲 奪 第 五 無 為 非 究 故 言 去 涅 槃 
T85n2762_001:0269b12	界遠也。何以故第二段前五句是正奪二乘	界 遠 也 何 以 故 第 二 段 前 五 句 是 正 奪 二 乘 
T85n2762_001:0269b13	果非究竟。自下形奪佛也。何以故聲聞四智	果 非 究 竟 自 下 形 奪 佛 也 何 以 故 聲 聞 四 智 
T85n2762_001:0269b14	非極涅槃非究竟下明唯有如來得般涅槃。	非 極 涅 槃 非 究 竟 下 明 唯 有 如 來 得般涅槃 
