X31n0612_001:0605a04	 妙法蓮華經序	 妙法蓮華 經 序 
X31n0612_001:0616a15	五乘教授。商以迁有資無。賈以覆藏待價。商估猶商	五 乘 教 授 商 以 迁 有 資 無 賈 以 覆 藏 待 價 商 估 猶 商 
X31n0612_001:0616a16	人也)。	人 也 
X31n0612_001:0616a17	戒環曰。其父譬覺皇也。先求不得。譬昔曾教化。後	戒 環 曰 其 父 譬 覺 皇 也 先 求 不 得 譬 昔 曾 教 化 後 
X31n0612_001:0616a18	還退墮也。中止一城。譬華嚴法菩提場。其家大富	還 退 墮 也 中 止 一 城 譬 華 嚴 法 菩 提 場 其 家 大 富 
X31n0612_001:0616a19	財寶諸珍。譬道場所得法具無量功德也。倉庫僮	財 寶 諸 珍 譬 道 場 所 得 法 具 無量功德 也 倉 庫 僮 
X31n0612_001:0616a20	僕等。譬滋息。廣被大千。故曰出入息利乃遍他國。	僕 等 譬 滋 息 廣 被 大 千 故 曰 出 入 息 利 乃 遍 他 國 
X31n0612_001:0616a21	由是群生咸求法利。故曰商賈眾多。總譬出興利	由 是 群 生 咸 求 法 利 故 曰 商 賈 眾 多 總 譬 出 興 利 
X31n0612_001:0616a22	澤也。	澤 也 
X31n0612_001:0616a23	時貧窮子。遊諸聚落。經歷國邑。遂到其父所止之城。	時 貧 窮 子 遊 諸 聚 落 經 歷 國 邑 遂 到 其 父 所 止 之 城 
X31n0612_001:0616a24	(及南曰。此節意謂。在昔迷淪。因教漸引。遂入正道也)。	 及 南 曰 此 節 意 謂 在 昔 迷 淪 因 教 漸 引 遂 入 正 道 也 
X31n0612_001:0616a25	戒環曰。窮子譬困於五道。從功德財。聚落荒淺。譬	戒 環 曰 窮 子 譬 困 於 五 道 從 功 德 財 聚 落 荒 淺 譬 
X31n0612_001:0616b01	小乘權教。國邑盛麗。譬中乘漸教。其父所止。譬大	小 乘 權 教 國 邑 盛 麗 譬 中 乘 漸 教 其 父 所 止 譬 大 
X31n0612_001:0616b02	乘正教。	乘 正 教 
X31n0612_001:0616b03	父每念子。與子離別五十餘年。而未曾向人說如此	父 每 念 子 與 子 離 別 五 十 餘 年 而 未 曾 向 人 說 如 此 
X31n0612_001:0616b04	事。但自思惟。心懷悔恨。自念老朽。多有財物。金銀珍	事 但 自 思 惟 心 懷 悔 恨 自 念 老 朽 多 有 財 物 金 銀 珍 
X31n0612_001:0616b05	寶倉庫盈溢。無有子息。一旦終歿。財物散失。無所委	寶 倉 庫 盈 溢 無 有 子 息 一 旦 終 歿 財 物 散 失 無 所 委 
X31n0612_001:0616b06	付。是以殷勤每憶其子。復作是念。我若得子。委付財	付 是 以 殷 勤 每 憶 其 子 復 作 是 念 我 若 得 子 委 付 財 
X31n0612_001:0616b07	物。坦然快樂。無復憂慮。	物 坦 然 快 樂 無 復 憂 慮 
X31n0612_001:0616b08	(戒環曰。父每念子等者。譬佛念二乘之子。久淪五道。	 戒 環 曰 父 每 念 子 等 者 譬 佛 念 二 乘 之 子 久 淪 五 道 
X31n0612_001:0616b09	性習昏淺。未堪說大也。思惟悔恨者。悔昔之教未深。	性 習 昏 淺 未 堪 說 大 也 思 惟 悔 恨 者 悔 昔 之 教 未 深 
X31n0612_001:0616b10	恨今之機退失也。自念老朽等者。憂其無以續佛壽	恨 今 之 機 退 失 也 自 念 老 朽 等 者 憂 其 無 以 續 佛 壽 
X31n0612_001:0616b11	命也)。	命 也 
X31n0612_001:0616b12	世尊。爾時窮子傭賃展轉。遇到父舍。住立門側。	世 尊 爾 時 窮 子 傭 賃 展 轉 遇 到 父 舍 住 立 門 側 
X31n0612_001:0616b13	(補註曰。為人之用曰傭。任力取利曰賃。城譬乍入。舍	 補 註 曰 為 人 之 用 曰 傭 任 力 取 利 曰 賃 城 譬 乍 入 舍 
X31n0612_001:0616b14	譬深入。謂資籍權乘積漸深造也)。	譬 深 入 謂 資 籍 權 乘 積 漸 深 造 也 
X31n0612_001:0616b15	戒環曰。傭賃而作。徒取小利。功非己有。譬資籍權	戒 環 曰 傭 賃 而 作 徒 取 小 利 功 非 己 有 譬 資 籍 權 
X31n0612_001:0616b16	教。終無實證也。到舍而住立門側。譬雖值佛道。不	教 終 無 實 證 也 到 舍 而 住 立 門 側 譬 雖 值 佛 道 不 
X31n0612_001:0616b17	能正入。猶依偏空而止。為樂小故。	能 正 入 猶 依 偏 空 而 止 為 樂 小 故 
X31n0612_001:0616b18	遙見其父踞師子床。寶几承足。諸婆羅門剎利居士。	遙 見 其 父 踞 師 子 床 寶 几 承 足 諸 婆 羅 門 剎 利 居 士 
X31n0612_001:0616b19	皆恭敬圍繞。以珍珠瓔珞。價直千萬。莊嚴其身。吏民	皆 恭 敬 圍 繞 以 珍 珠 瓔 珞 價 直 千 萬 莊 嚴 其 身 吏 民 
X31n0612_001:0616b20	僮僕。手執白拂。侍立左右。覆以寶帳。垂諸華幡。香水	僮 僕 手 執 白 拂 侍 立 左 右 覆 以 寶 帳 垂 諸 華 幡 香 水 
X31n0612_001:0616b21	洒地。散眾名華。羅列寶物。出內與取。有如是等種種	洒 地 散 眾 名 華 羅 列 寶 物 出 內 與 取 有 如 是 等 種 種 
X31n0612_001:0616b22	嚴飾。威德特尊。窮子見父有大力勢。即懷恐怖。悔來	嚴 飾 威 德 特 尊 窮 子 見 父 有 大 力 勢 即 懷 恐 怖 悔 來 
X31n0612_001:0616b23	至此。竊作是命。此非是王或是王等。非我傭力得物	至 此 竊 作 是 命 此 非 是 王 或 是 王 等 非 我 傭 力 得 物 
X31n0612_001:0616b24	之處。不如往至貧里。肆力有地。衣食易得。若久住此。	之 處 不 如 往 至 貧 里 肆 力 有 地 衣 食 易 得 若 久 住 此 
X31n0612_001:0616b25	或見逼迫。強使我作。作是念已。疾走而去。	或 見 逼 迫 強 使 我 作 作 是 念 已 疾 走 而 去 
X31n0612_001:0616b26	(祥邁曰。此譬二乘初聞佛果萬德種智之事。而迷小	 祥 邁 曰 此 譬 二 乘 初 聞 佛 果 萬 德 種 智 之 事 而 迷 小 
X31n0612_001:0616c01	怖)。(及南曰。內音納。或出或納也)。(及南曰。威德特	怖 及 南 曰 內 音 納 或 出 或 納 也 及 南 曰 威 德 特 
X31n0612_001:0616c02	尊以上。皆萬德種智之事。自窮子見父已下。即迷小	尊 以 上 皆 萬 德 種 智 之 事 自 窮 子 見 父 已 下 即 迷 小 
X31n0612_001:0616c03	怖大之事)。(行簡子曰。若修大乘。必入生死。廣學萬	怖 大 之 事 行 簡 子 曰 若 修 大 乘 必 入 生 死 廣 學 萬 
X31n0612_001:0616c04	行。故言逼迫)。(補註曰。拂能去塵。白言不染。左右表	行 故 言 逼 迫 補 註 曰 拂 能 去 塵 白 言 不 染 左 右 表 
X31n0612_001:0616c05	拂去空假之塵。而歸中道也)。	拂 去 空 假 之 塵 而 歸 中 道 也 
X31n0612_001:0616c06	戒環曰。遙見其父。譬未能親證。踞師子床者。表無	戒 環 曰 遙 見 其 父 譬 未 能 親 證 踞 師 子 床 者 表 無 
X31n0612_001:0616c07	畏之德也。寶几承足者。尊萬行之本也。萬行本真。	畏 之 德 也 寶 几 承 足 者 尊 萬 行 之 本 也 萬 行 本 真 
X31n0612_001:0616c08	而能涉俗故。剎利居士皆悉圍繞。二乘不能涉俗	而 能 涉 俗 故 剎 利 居 士 皆 悉 圍 繞 二 乘 不 能 涉 俗 
X31n0612_001:0616c09	矣。因萬行以成萬德。故以真珠瓔珞莊嚴其身。二	矣 因 萬 行 以 成 萬 德 故 以 真 珠 瓔 珞 莊 嚴 其 身 二 
X31n0612_001:0616c10	乘無此莊嚴矣。吏所以治。民所以役。僮任輕。僕任	乘 無 此 莊 嚴 矣 吏 所 以 治 民 所 以 役 僮 任 輕 僕 任 
X31n0612_001:0616c11	重。譬一乘法中。所治所役輕重纖悉之法。無不俻	重 譬 一 乘 法 中 所 治 所 役 輕 重 纖 悉 之 法 無 不 俻 
X31n0612_001:0616c12	者。所謂治世語言資生業等。皆順正法。但以不染	者 所 謂 治 世 語 言 資 生 業 等 皆 順 正 法 但 以 不 染 
X31n0612_001:0616c13	不偏為尚。故執白拂侍左右。寶帳譬慈悲廣被。故	不 偏 為 尚 故 執 白 拂 侍 左 右 寶 帳 譬 慈 悲 廣 被 故 
X31n0612_001:0616c14	言覆。華幡譬眾善下化。故言垂。水譬智。華譬因。香	言 覆 華 幡 譬 眾 善 下 化 故 言 垂 水 譬 智 華 譬 因 香 
X31n0612_001:0616c15	水洒地者。以妙智淨眾生心地也。散眾名華者。以	水 洒 地 者 以 妙 智 淨 眾 生 心 地 也 散 眾 名 華 者 以 
X31n0612_001:0616c16	妙因嚴眾生心地也。羅列寶物。所以示其玩好。出	妙 因 嚴 眾 生 心 地 也 羅 列 寶 物 所 以 示 其 玩 好 出 
X31n0612_001:0616c17	內取與。所以隨其欲樂。譬成就大根而誘進小乘	內 取 與 所 以 隨 其 欲 樂 譬 成 就 大 根 而 誘 進 小 乘 
X31n0612_001:0616c18	也。王謂國王。王等謂王之族。譬法報二身也。貧居	也 王 謂 國 王 王 等 謂 王 之 族 譬 法 報 二 身 也 貧 居 
X31n0612_001:0616c19	里巷。譬二乘小道。肆力有地。譬進修有方。非得物	里 巷 譬 二 乘 小 道 肆 力 有 地 譬 進 修 有 方 非 得 物 
X31n0612_001:0616c20	處。譬大法難乘。衣食易得。譬小果易求。或見逼迫。	處 譬 大 法 難 乘 衣 食 易 得 譬 小 果 易 求 或 見 逼 迫 
X31n0612_001:0616c21	譬慮佛道長久。久受勤苦。	譬 慮 佛 道 長 久 久 受 勤 苦 
X31n0612_001:0616c22	時富長者。於師子座。見子便識。心大歡喜。即作是念。	時 富 長 者 於 師 子 座 見 子 便 識 心大歡喜 即 作 是 念 
X31n0612_001:0616c23	我財物庫藏。今有所付。我常思念此子。無由見之。而	我 財 物 庫 藏 今 有 所 付 我 常 思 念 此 子 無 由 見 之 而 
X31n0612_001:0616c24	忽自來。甚適我願。我雖年朽。猶故貪惜。即遣傍人。急	忽 自 來 甚 適 我 願 我 雖 年 朽 猶 故 貪 惜 即 遣 傍 人 急 
X31n0612_001:0616c25	追將還。	追 將 還 
X31n0612_001:0616c26	(見子便識。譬昔緣已熟。財物有付。譬法有授。年朽猶	 見 子 便 識 譬 昔 緣 已 熟 財 物 有 付 譬 法 有 授 年 朽 猶 
X31n0612_001:0617a01	故貪惜。譬曠劫所修不妄與也。遣人急追。譬令菩薩	故 貪 惜 譬 曠 劫 所 修 不 妄 與 也 遣 人 急 追 譬 令 菩 薩 
X31n0612_001:0617a02	說頓法)。	說 頓 法 
X31n0612_001:0617a03	爾時使者疾走往捉。窮子警愕。稱怨大喚。我不相犯。	爾 時 使 者 疾 走 往 捉 窮 子 警 愕 稱 怨 大 喚 我 不 相 犯 
X31n0612_001:0617a04	何為見捉。使者執之愈急。強牽將還。于時窮子自念。	何 為 見 捉 使 者 執 之 愈 急 強 牽 將 還 于 時 窮 子 自 念 
X31n0612_001:0617a05	無罪而被囚執。此必定死。轉更惶怖。問絕躃地。	無 罪 而 被 囚 執 此 必 定 死 轉 更 惶 怖 問 絕 躃 地 
X31n0612_001:0617a06	(補註曰。父命追子。實欲親之。而子驚悶絕。乃自棄也。	 補 註 曰 父 命 追 子 實 欲 親 之 而 子 驚 悶 絕 乃 自 棄 也 
X31n0612_001:0617a07	譬二乘初聞華嚴。怯其頓說。盖頓教以煩惱即菩提。	譬 二 乘 初 聞 華 嚴 怯 其 頓 說 盖 頓 教 以 煩 惱 即 菩 提 
X31n0612_001:0617a08	而二乘以煩惱為冤賊。故稱怨也。頓以生死即涅槃。	而 二 乘 以 煩 惱 為 冤 賊 故 稱 怨 也 頓 以 生 死 即 涅 槃 
X31n0612_001:0617a09	而二乘以生死為苦縛。故大嘆)。	而 二 乘 以 生 死 為 苦 縛 故 大 嘆 
X31n0612_001:0617a10	戒環曰。不犯而被捉。譬不求而強化。急執而強牽。	戒 環 曰 不 犯 而 被 捉 譬 不 求 而 強 化 急 執 而 強 牽 
X31n0612_001:0617a11	譬不從而強牽也。菩薩示生三界。而一乘以三界	譬 不 從 而 強 牽 也 菩 薩 示 生 三 界 而 一 乘 以 三 界 
X31n0612_001:0617a12	為牢獄。故云無罪被囚。菩薩出入塵勞。而一乘恐	為 牢 獄 故 云 無 罪 被 囚 菩 薩 出 入 塵 勞 而 一 乘 恐 
X31n0612_001:0617a13	喪定果。故云此必定死。由是如聾若啞。悶然不解。	喪 定 果 故 云 此 必 定 死 由 是 如 聾 若 啞 悶 然 不 解 
X31n0612_001:0617a14	故曰轉更惶怖悶絕躃地。	故 曰 轉 更 惶 怖 悶 絕 躃 地 
X31n0612_001:0617a15	父遙見之。而語使言。不須此人。勿強將來。以冷水灑	父 遙 見 之 而 語 使 言 不 須 此 人 勿 強 將 來 以 冷 水 灑 
X31n0612_001:0617a16	面。令得醒窹。莫復與語。	面 令 得 醒 窹 莫 復 與 語 
X31n0612_001:0617a17	(戒環曰。見其驚急悶絕。令姑息之。譬捨頓開權也。冷	 戒 環 曰 見 其 驚 急 悶 絕 令 姑 息 之 譬 捨 頓 開 權 也 冷 
X31n0612_001:0617a18	水能蘇悶絕。譬權教能治煩惱)。	水 能 蘇 悶 絕 譬 權 教 能 治 煩 惱 
X31n0612_001:0617a19	所以者何。父知其子志意下劣。自知豪貴為子所難。	所以者何 父 知 其 子 志 意 下 劣 自 知 豪 貴 為 子 所 難 
X31n0612_001:0617a20	審知是子。而以方便。不語他人云是我子。使者語之。	審 知 是 子 而 以 方 便 不 語 他 人 云 是 我 子 使 者 語 之 
X31n0612_001:0617a21	我今放汝。隨意所趣。窮子歡喜。得未曾有。從地而起。	我 今 放 汝 隨 意 所 趣 窮 子 歡 喜 得未曾有 從 地 而 起 
X31n0612_001:0617a22	往至貧臣。以求衣食。	往 至 貧 臣 以 求 衣 食 
X31n0612_001:0617a23	(祥邁曰。此譬知其志劣難堪大乘。故權息之也。不云	 祥 邁 曰 此 譬 知 其 志 劣 難 堪 大 乘 故 權 息 之 也 不 云 
X31n0612_001:0617a24	我子。未即顯實也)。	我 子 未 即 顯 實 也 
X31n0612_001:0617a25	戒環曰。使者放之。譬捨頓也。隨意所趣。譬開權也。	戒 環 曰 使 者 放 之 譬 捨 頓 也 隨 意 所 趣 譬 開 權 也 
X31n0612_001:0617a26	從地而起。即從迷而覺也。往至貧里以求衣食。即	從 地 而 起 即 從 迷 而 覺 也 往 至 貧 里 以 求 衣 食 即 
X31n0612_001:0617a27	依二乘貧所樂法。為入道資粮也。	依 二 乘 貧 所 樂 法 為 入 道 資 粮 也 
X31n0612_001:0617b01	爾時長者。將欲誘引其子。而設方便。密遣二人形色	爾 時 長 者 將 欲 誘 引 其 子 而 設 方 便 密 遣 二 人 形 色 
X31n0612_001:0617b02	憔悴。無威德者。汝可詣彼徐語窮子。此有作處。倍與	憔 悴 無 威 德 者 汝 可 詣 彼 徐 語 窮 子 此 有 作 處 倍 與 
X31n0612_001:0617b03	汝直。窮子若許。將來使作。若言欲何所若。便可語之。	汝 直 窮 子 若 許 將 來 使 作 若 言 欲 何 所 若 便 可 語 之 
X31n0612_001:0617b04	雇汝除糞。我等二人亦共汝作。時二使人即求窮子。	雇 汝 除 糞 我 等 二 人 亦 共 汝 作 時 二 使 人 即 求 窮 子 
X31n0612_001:0617b05	既已得之。具陳上事。	既 已 得 之 具 陳 上 事 
X31n0612_001:0617b06	(祥邁曰。此先敘設權也)。(及南曰。除糞譬斷煩惱。煩	 祥 邁 曰 此 先 敘 設 權 也 及 南 曰 除 糞 譬 斷 煩 惱 煩 
X31n0612_001:0617b07	惱惑業糞穢心地。二乘作諸觀以除之。菩薩煩惱涅	惱 惑 業 糞 穢 心 地 二 乘 作 諸 觀 以 除 之 菩 薩 煩 惱 涅 
X31n0612_001:0617b08	槃相相留礙。而云亦共汝作者。以同事攝也)。(行簡	槃 相 相 留 礙 而 云 亦 共 汝 作 者 以 同 事 攝 也 行 簡 
X31n0612_001:0617b09	子曰。但息一切人當求。是名除糞秪如今求佛求菩	子 曰 但 息 一 切 人 當 求 是 名 除 糞 秪 如 今 求 佛 求 菩 
X31n0612_001:0617b10	提。是名運糞入。不名運糞出)。	提 是 名 運 糞 入 不 名 運 糞 出 
X31n0612_001:0617b11	戒環曰。密遺二人者。使秘菩薩行者。示二乘法也。	戒 環 曰 密 遺 二 人 者 使 秘 菩 薩 行 者 示 二 乘 法 也 
X31n0612_001:0617b12	形色憔悴。即所謂隱其自在之力。倍與汝直。譬因	形 色 憔 悴 即 所 謂 隱 其 自 在 之 力 倍 與 汝 直 譬 因 
X31n0612_001:0617b13	樂小而示近果也。顧汝除糞。即所謂以貧所樂法	樂 小 而 示 近 果 也 顧 汝 除 糞 即 所 謂 以 貧 所 樂 法 
X31n0612_001:0617b14	度之。具陳上事。譬順佛揚化。	度 之 具 陳 上 事 譬 順 佛 揚 化 
X31n0612_001:0617b15	爾時窮子。先取其價。尋與除糞。其父見子。愍而怪之。	爾 時 窮 子 先 取 其 價 尋 與 除 糞 其 父 見 子 愍 而 怪 之 
X31n0612_001:0617b16	又以他日。於窓牖中。遙見子身嬴瘦憔悴。糞土塵坌	又 以 他 日 於 窓 牖 中 遙 見 子 身 嬴 瘦 憔 悴 糞 土 塵 坌 
X31n0612_001:0617b17	污穢不淨。即脫瓔珞細軟上服嚴飾之具。更著麤弊	污 穢 不 淨 即 脫 瓔 珞 細 軟 上 服 嚴 飾 之 具 更 著 麤 弊 
X31n0612_001:0617b18	垢膩之衣。塵土坌身。右手執持除糞之器。狀有所畏。	垢 膩 之 衣 塵 土 坌 身 右 手 執 持 除 糞 之 器 狀 有 所 畏 
X31n0612_001:0617b19	語諸作人。汝等勤作。勿得懈息。以方便故得近其子。	語 諸 作 人 汝 等 勤 作 勿 得 懈 息 以 方 便 故 得 近 其 子 
X31n0612_001:0617b20	(補註曰。瘦悴塵坌。譬二乘伏斷煩惱。不得其要。翻為	 補 註 曰 瘦 悴 塵 坌 譬 二 乘 伏 斷 煩 惱 不 得 其 要 翻 為 
X31n0612_001:0617b21	煩惱所擾也。左逆右順。右手執器。譬順方便道而誘	煩 惱 所 擾 也 左 逆 右 順 右 手 執 器 譬 順 方 便 道 而 誘 
X31n0612_001:0617b22	之)。	之 
X31n0612_001:0617b23	戒環曰。先取其價。譬樂小慕果。然後修因。所以四	戒 環 曰 先 取 其 價 譬 樂 小 慕 果 然 後 修 因 所 以 四 
X31n0612_001:0617b24	諦法中。先果後因也。其父愍怪其樂小棄大也。又	諦 法 中 先 果 後 因 也 其 父 愍 怪 其 樂 小 棄 大 也 又 
X31n0612_001:0617b25	以他日於窓牖中等。譬又多設方便。循其小兒。潛	以 他 日 於 窓 牖 中 等 譬 又 多 設 方 便 循 其 小 兒 潛 
X31n0612_001:0617b26	施密化。使令慕大也。	施 密 化 使 令 慕 大 也 
X31n0612_001:0617c01	後復告言。咄男子。汝常此作。勿復餘去。當加汝價。諸	後 復 告 言 咄 男 子 汝 常 此 作 勿 復 餘 去 當 加 汝 價 諸 
X31n0612_001:0617c02	有所須盆噐米麵鹽醋之屬。莫自疑難。亦有老弊使	有 所 須 盆 噐 米 麵 鹽 醋 之 屬 莫 自 疑 難 亦 有 老 弊 使 
X31n0612_001:0617c03	人。須者相給。好自安意。我如汝父。勿復憂慮。	人 須 者 相 給 好 自 安 意 我 如 汝 父 勿 復 憂 慮 
X31n0612_001:0617c04	(及南曰。此乃方便叱省而親厚之。使安而無怯也)。	 及 南 曰 此 乃 方 便 叱 省 而 親 厚 之 使 安 而 無 怯 也 
X31n0612_001:0617c05	戒環曰。當加汝價。譬自預流而進四果。盆噐譬助	戒 環 曰 當 加 汝 價 譬 自 預 流 而 進 四 果 盆 噐 譬 助 
