T42n1824_001:0001a03	中論序疏	中 論 序 疏 
T42n1824_001:0008a10	大緣而說大教。三世十方四依菩薩赴大緣	大 緣 而 說 大 教 三 世 十 方 四 依 菩 薩 赴 大 緣 
T42n1824_001:0008a11	重說大教也。二者為小緣而申大教。以封執	重 說 大 教 也 二 者 為 小 緣 而 申 大 教 以 封 執 
T42n1824_001:0008a12	小乘障隔大道故須破小而明於大。亦有文	小 乘 障 隔 大 道 故 須 破 小 而 明 於 大 亦 有 文 
T42n1824_001:0008a13	證故初品破毘曇四緣。乃至燃可燃品破薩	證 故 初 品 破 毘 曇 四 緣 乃 至 燃 可 燃 品 破 薩 
T42n1824_001:0008a14	婆多執法犢子部計人。即其事也。又三世十	婆 多 執 法 犢 子 部 計 人 即 其 事 也 又 三 世 十 
T42n1824_001:0008a15	方佛為二緣而說大乘。一為直往菩薩。二為	方 佛 為 二 緣 而 說 大 乘 一 為 直 往 菩 薩 二 為 
T42n1824_001:0008a16	迴小入大之人。三世十方四依菩薩造論亦	迴 小 入 大 之 人 三 世 十 方 四 依 菩 薩 造 論 亦 
T42n1824_001:0008a17	為二人前為學大乘失大故破大申大。即是	為 二 人 前 為 學 大 乘 失 大 故 破 大 申 大 即 是 
T42n1824_001:0008a18	直往之人。次為破學小障大令迴小入大也。	直 往 之 人 次 為 破 學 小 障 大 令 迴 小 入 大 也 
T42n1824_001:0008a19	三者為九十六種外道執邪障大乘之正故破	三 者 為 九 十 六 種 外 道 執 邪 障 大 乘 之 正 故 破 
T42n1824_001:0008a20	邪申正。論處處有文。又三世佛就大乘中	邪 申 正 論 處 處 有 文 又 三 世 佛 就 大 乘 中 
T42n1824_001:0008a21	破外道。令外道悟入大乘。如涅槃六師及	破 外 道 令 外 道 悟 入 大 乘 如 涅 槃 六 師 及 
T42n1824_001:0008a22	十仙之類。三世四依亦爾。破九十六邪令	十 仙 之 類 三 世 四 依 亦 爾 破 九 十 六 邪 令 
T42n1824_001:0008a23	迴邪入大乘之正。四者四依為未曾學大小	迴 邪 入 大 乘 之 正 四 者 四 依 為 未 曾 學 大 小 
T42n1824_001:0008a24	乘內外之緣。如始出家二眾及在家二眾。為	乘 內 外 之 緣 如 始 出 家 二 眾 及 在 家 二 眾 為 
T42n1824_001:0008a25	此眾生直論大法令其取悟。以此等緣雖未	此 眾 生 直 論 大 法 令 其 取 悟 以 此 等 緣 雖 未 
T42n1824_001:0008a26	曾學大小。內外而無始任運在虛妄失道計	曾 學 大 小 內 外 而 無 始 任 運 在 虛 妄 失 道 計 
T42n1824_001:0008a27	有內身外物。今直令觀行求撿。無從便得悟	有 內 身 外 物 今 直 令 觀 行 求 撿 無 從 便 得 悟 
T42n1824_001:0008a28	道也。次申小乘亦為四緣。一為學小乘失小	道 也 次 申 小 乘 亦 為 四 緣 一 為 學 小 乘 失 小 
T42n1824_001:0008a29	故破小申小。即小乘因緣品是。二為破外道	故 破 小 申 小 即 小 乘 因 緣 品 是 二 為 破 外 道 
T42n1824_001:0008b01	障於少乘令迴邪入正。前令迴失從得。今便	障 於 少 乘 令 迴 邪 入 正 前 令 迴 失 從 得 今 便 
T42n1824_001:0008b02	迴邪入正。即邪見品是。三為大乘菩薩申於	迴 邪 入 正 即 邪 見 品 是 三 為 大 乘 菩 薩 申 於 
T42n1824_001:0008b03	小教。自有菩薩解大而未通小。如法華藥草	小 教 自 有 菩 薩 解 大 而 未 通 小 如 法 華 藥 草 
T42n1824_001:0008b04	喻品有此菩薩。今令菩薩解大解小即悟於	喻 品 有 此 菩 薩 今 令 菩 薩 解 大 解 小 即 悟 於 
T42n1824_001:0008b05	權實二智。二十五品破大申大令菩薩悟實	權 實 二 智 二 十 五 品 破 大 申 大 令 菩 薩 悟 實 
T42n1824_001:0008b06	智。次兩品令菩薩悟權智。便入佛知見得成	智 次 兩 品 令 菩 薩 悟 權 智 便 入 佛 知 見 得 成 
T42n1824_001:0008b07	法身。十方三世佛出世大意既爾。四依菩薩	法 身 十 方 三 世 佛 出 世 大 意 既 爾 四 依 菩 薩 
T42n1824_001:0008b08	出世大意亦爾。四依菩薩出世大意亦爾。故	出 世 大 意 亦 爾 四 依 菩 薩 出 世 大 意 亦 爾 故 
T42n1824_001:0008b09	四依如佛亦即是佛也。四為未曾學大小內	四 依 如 佛 亦 即 是 佛 也 四 為 未 曾 學 大 小 內 
T42n1824_001:0008b10	外之人直為說小乘教。令其悟小乘道果也。	外 之 人 直 為 說 小 乘 教 令 其 悟 小 乘 道 果 也 
T42n1824_001:0008b11	又總判四種障障於大乘。一外道障中之重	又 總 判 四 種 障 障 於 大 乘 一 外 道 障 中 之 重 
T42n1824_001:0008b12	障中之遠。二小乘障中之次。三有所得大乘	障 中 之 遠 二 小 乘 障 中 之 次 三 有 所 得 大 乘 
T42n1824_001:0008b13	障無所得。四無明都不識大小。而昔本有大	障 無 所 得 四 無 明 都 不 識 大 小 而 昔 本 有 大 
T42n1824_001:0008b14	乘根性菩薩為之說大。令破此四迷又令此	乘 根 性 菩 薩 為 之 說 大 令 破 此 四 迷 又 令 此 
T42n1824_001:0008b15	四人悟入大也。小亦有四種障。一外道。二	四 人 悟 入 大 也 小 亦 有 四 種 障 一 外 道 二 
T42n1824_001:0008b16	有所得小。三偏執大以大斥小。如法華論偏	有 所 得 小 三 偏 執 大 以 大 斥 小 如 法 華 論 偏 
T42n1824_001:0008b17	執一乘菩薩。四無明都不識大小。今亦令此	執 一 乘 菩 薩 四 無 明 都 不 識 大 小 今 亦 令 此 
T42n1824_001:0008b18	四人悟入小也。問十二門與中論申破何異。	四 人 悟 入 小 也 問 十 二 門 與 中 論 申 破 何 異 
T42n1824_001:0008b19	答中論破四迷申大小二教。十二門亦破四	答 中 論 破 四 迷 申 大 小 二 教 十 二 門 亦 破 四 
T42n1824_001:0008b20	迷而獨申大教。第三重明大乘觀行推功歸	迷 而 獨 申 大 教 第 三 重 明 大 乘 觀 行 推 功 歸 
T42n1824_001:0008b21	佛者凡有十義。一者欲示小乘破邪見不盡。	佛 者 凡 有 十 義 一 者 欲 示 小 乘 破 邪 見 不 盡 
T42n1824_001:0008b22	顯大乘破邪見盡。故重明大乘破邪見。二者	顯 大 乘 破 邪 見 盡 故 重 明 大 乘 破 邪 見 二 者 
T42n1824_001:0008b23	前明從大生小。後辨攝小歸大。故重明大。如	前 明 從 大 生 小 後 辨 攝 小 歸 大 故 重 明 大 如 
T42n1824_001:0008b24	法華經總序十方諸佛及釋迦一化。凡有三	法 華 經 總 序 十方諸佛 及 釋 迦 一 化 凡 有 三 
T42n1824_001:0008b25	輪。一根本法輪。謂一乘教也。二枝末法輪	輪 一 根 本 法 輪 謂 一 乘 教 也 二 枝 末 法 輪 
T42n1824_001:0008b26	之教。眾生不堪聞一故於一佛乘分別說三。	之 教 眾 生 不 堪 聞 一 故 於 一 佛 乘 分 別 說 三 
T42n1824_001:0008b27	三從一起故稱枝末也。三攝末歸本。會彼三	三 從 一 起 故 稱 枝 末 也 三 攝 末 歸 本 會 彼 三 
T42n1824_001:0008b28	乘同歸一極。此之三門無教不收無理不攝。	乘 同 歸 一 極 此 之 三 門 無 教 不 收 無 理 不 攝 
T42n1824_001:0008b29	如空之含萬像若海之納百川。今論三段還	如 空 之 含 萬 像 若 海 之 納 百 川 今 論 三 段 還 
T42n1824_001:0008c01	申佛三經。初二十五品申一乘根本之教。次	申 佛 三 經 初 二 十 五 品 申 一 乘 根 本 之 教 次 
T42n1824_001:0008c02	兩品申佛枝末之教。後重明大乘申攝末歸	兩 品 申 佛 枝 末 之 教 後 重 明 大 乘 申 攝 末 歸 
T42n1824_001:0008c03	本。是故有三段之文破此三迷申茲三教。並	本 是 故 有 三 段 之 文 破 此 三 迷 申 茲 三 教 並 
T42n1824_001:0008c04	是佛功。故最後推功歸佛。三輪之經既無教	是 佛 功 故 最 後 推 功 歸 佛 三 輪 之 經 既 無 教 
T42n1824_001:0008c05	不攝。申三輪之論亦無教不收。是故斯論窮	不 攝 申 三 輪 之 論 亦 無 教 不 收 是 故 斯 論 窮 
T42n1824_001:0008c06	深極廣也。三者初申大乘。次申小乘。則似	深 極 廣 也 三 者 初 申 大 乘 次 申 小 乘 則 似 
T42n1824_001:0008c07	成大小乘論不專名大論。以其中間雖復明	成 大 小 乘 論 不 專 名 大 論 以 其 中 間 雖 復 明 
T42n1824_001:0008c08	小以初後並大故名大論。四者示小不苞大	小 以 初 後 並 大 故 名 大 論 四 者 示 小 不 苞 大 
T42n1824_001:0008c09	大能含小。由具明一化始終大小諸教然後	大 能 含 小 由 具 明 一 化 始 終 大 小 諸 教 然 後 
T42n1824_001:0008c10	始名大乘論。是故第三重論大乘。至論未曾	始 名 大 乘 論 是 故 第 三 重 論 大 乘 至 論 未 曾 
T42n1824_001:0008c11	大小耳。五者申大有其二門。一者就大申大。	大 小 耳 五 者 申 大 有 其 二 門 一 者 就 大 申 大 
T42n1824_001:0008c12	二者舉小顯大。二十五品即是就大申大。後	二 者 舉 小 顯 大 二 十 五 品 即 是 就 大 申 大 後 
T42n1824_001:0008c13	之兩品舉小顯大。六者前但為大緣申明大	之 兩 品 舉 小 顯 大 六 者 前 但 為 大 緣 申 明 大 
T42n1824_001:0008c14	法。後但為小緣不堪受大故請說於小。所以	法 後 但 為 小 緣 不 堪 受 大 故 請 說 於 小 所 以 
T42n1824_001:0008c15	明小。七者此論正明中道。欲辨觀中道者凡	明 小 七 者 此 論 正 明 中 道 欲 辨 觀 中 道 者 凡 
T42n1824_001:0008c16	有四人。下智觀故得聲聞菩提。乃至上智觀	有 四 人 下 智 觀 故 得 聲聞菩提 乃 至 上 智 觀 
T42n1824_001:0008c17	故得諸佛菩提。前二十五品已明上智及上	故 得 諸 佛 菩 提 前 二 十 五 品 已 明 上 智 及 上 
T42n1824_001:0008c18	上智觀得菩提。後之兩品次辨中下二智得	上 智 觀 得 菩 提 後 之 兩 品 次 辨 中 下 二 智 得 
T42n1824_001:0008c19	菩提義。故此論文云。上已聞大乘法入第一	菩 提 義 故 此 論 文 云 上 已 聞 大 乘 法 入 第 一 
T42n1824_001:0008c20	義。今欲聞聲聞法入第一義。第一義即中道。	義 今 欲 聞 聲 聞 法 入 第 一 義 第 一 義 即 中 道 
T42n1824_001:0008c21	故知。中道無二入者投法不同即其證也。八	故 知 中 道 無 二 入 者 投 法 不 同 即 其 證 也 八 
T42n1824_001:0008c22	者初明大次辨小。惑者便起大小二見。是故	者 初 明 大 次 辨 小 惑 者 便 起 大 小 二 見 是 故 
T42n1824_001:0008c23	最後俱泯二見明正道未曾大小。九者申大	最 後 俱 泯 二 見 明 正 道 未 曾 大 小 九 者 申 大 
T42n1824_001:0008c24	乘有二門。一者前略後廣二者前廣後略。初	乘 有 二 門 一 者 前 略 後 廣 二 者 前 廣 後 略 初 
T42n1824_001:0008c25	七品略明大乘觀行。次作者品已去廣明大	七 品 略 明 大 乘 觀 行 次 作 者 品 已 去 廣 明 大 
T42n1824_001:0008c26	乘觀行。此是為解義故。二者二十五品廣明	乘 觀 行 此 是 為 解 義 故 二 者 二 十 五 品 廣 明 
T42n1824_001:0008c27	大乘觀行。後一偈略明大乘觀行。為易持故	大 乘 觀 行 後 一 偈 略 明 大 乘 觀 行 為 易 持 故 
T42n1824_001:0008c28	也。十者二十七品雙破大小二邪。俱申二正。	也 十 者 二 十 七 品 雙 破 大 小 二 邪 俱 申 二 正 
T42n1824_001:0008c29	惑者便起邪正二心。是故最後雙泯二見。道	惑 者 便 起 邪 正 二 心 是 故 最 後 雙 泯 二 見 道 
T42n1824_001:0009a01	門未曾邪正故後長行云。無人無法不應生	門 未 曾 邪 正 故 後 長 行 云 無 人 無 法 不 應 生 
T42n1824_001:0009a02	邪見正見。體用權實亦爾。初大次小。從體	邪 見 正 見 體 用 權 實 亦 爾 初 大 次 小 從 體 
T42n1824_001:0009a03	起用從實起權。次攝用歸體收權入實。入實	起 用 從 實 起 權 次 攝 用 歸 體 收 權 入 實 入 實 
T42n1824_001:0009a04	則無復有權。亦未曾有實。如是五句故云佛	則 無 復 有 權 亦 未 曾 有 實 如 是 五 句 故 云 佛 
T42n1824_001:0009a05	不能行不能到是法不可示。言辭相寂滅不	不 能 行 不 能 到 是 法 不 可 示 言 辭 相 寂 滅 不 
T42n1824_001:0009a06	知何以目之約此論則稱為中。經則名為妙	知 何 以 目 之 約 此 論 則 稱 為 中 經 則 名 為 妙 
T42n1824_001:0009a07	法法身佛性波若。問依經明佛前說聲聞法。	法 法 身 佛 性 波 若 問 依 經 明 佛 前 說 聲 聞 法 
T42n1824_001:0009a08	後說菩薩法。論主應前申小教後論大乘。何	後 說 菩 薩 法 論 主 應 前 申 小 教 後 論 大 乘 何 
T42n1824_001:0009a09	故前大後小耶。答經乃前小後大。但此論正	故 前 大 後 小 耶 答 經 乃 前 小 後 大 但 此 論 正 
T42n1824_001:0009a10	申大乘傍申小教。故前申於大後申於小也。	申 大 乘 傍 申 小 教 故 前 申 於 大 後 申 於 小 也 
T42n1824_001:0009a11	又佛雖說小意在於大。故法華云。諸佛如來	又 佛 雖 說 小 意 在 於 大 故 法 華 云 諸佛如來 
T42n1824_001:0009a12	但為教菩薩。今欲申佛本意故初明大也。又	但 為 教 菩 薩 今 欲 申 佛 本 意 故 初 明 大 也 又 
T42n1824_001:0009a13	佛經亦前說於大後明於小。如初在道樹說	佛 經 亦 前 說 於 大 後 明 於 小 如 初 在 道 樹 說 
T42n1824_001:0009a14	華嚴之教。後趣鹿苑轉小乘法輪。今亦依佛	華 嚴 之 教 後 趣 鹿 苑 轉 小 乘 法 輪 今 亦 依 佛 
T42n1824_001:0009a15	此旨故前大後小。就二十五品舊開為二。初	此 旨 故 前 大 後 小 就 二 十 五 品 舊 開 為 二 初 
T42n1824_001:0009a16	二十一品破世間人法明大乘觀行。後四品	二 十 一 品 破 世 間 人 法 明 大 乘 觀 行 後 四 品 
T42n1824_001:0009a17	破出世人法明大乘觀行。所以世出世俱破	破 出 世 人 法 明 大 乘 觀 行 所 以 世 出 世 俱 破 
T42n1824_001:0009a18	者。稟教之流謂世出世為二。故成二見。故	者 稟 教 之 流 謂 世 出 世 為 二 故 成 二 見 故 
T42n1824_001:0009a19	大品云。諸有二者無道無果。涅槃云。明無明	大 品 云 諸 有 二 者 無 道 無 果 涅 槃 云 明 無 明 
T42n1824_001:0009a20	愚者謂二。華嚴云。迷惑賢聖道生死涅槃謂	愚 者 謂 二 華 嚴 云 迷 惑 賢 聖 道 生死涅槃 謂 
T42n1824_001:0009a21	二。法華云。如來如實知見三界之相。天親釋	二 法 華 云 如 來 如實知見 三 界 之 相 天 親 釋 
T42n1824_001:0009a22	云。眾生界與涅槃界不離。眾生有如來藏故。	云 眾 生 界 與 涅 槃 界 不 離 眾 生 有 如 來 藏 故 
T42n1824_001:0009a23	淨名云。悟不二故得無生忍。今欲破如此二	淨 名 云 悟 不 二 故 得無生忍 今 欲 破 如 此 二 
T42n1824_001:0009a24	見申無二之道。故前破世間後破出世。今明	見 申 無 二 之 道 故 前 破 世 間 後 破 出 世 今 明 
T42n1824_001:0009a25	求世間出世間畢竟不可得。即是非世非出	求 世間出世間 畢 竟 不 可 得 即 是 非 世 非 出 
T42n1824_001:0009a26	世乃名中道。所以前破世間後破出世者。蓋	世 乃 名 中 道 所 以 前 破 世 間 後 破 出 世 者 蓋 
T42n1824_001:0009a27	是從易至難為次第故也。就二十一品又開	是 從 易 至 難 為 次 第 故 也 就 二 十 一 品 又 開 
T42n1824_001:0009a28	為三。初至觀業有十七品。破稟教邪迷顯中	為 三 初 至 觀 業 有 十 七 品 破 稟 教 邪 迷 顯 中 
T42n1824_001:0009a29	道實相。第二觀法一品次明得益。第三時因	道 實 相 第 二 觀 法 一 品 次 明 得 益 第 三 時 因 
T42n1824_001:0009b01	果成壞有三品。重破邪迷重明中道實相。所	果 成 壞 有 三 品 重 破 邪 迷 重 明 中 道 實 相 所 
T42n1824_001:0009b02	以開此三者依智度論釋習應品。初正說菩	以 開 此 三 者 依 智 度 論 釋 習 應 品 初 正 說 菩 
T42n1824_001:0009b03	薩習應波若。第二明於得益。謂重罪消滅諸	薩 習 應 波 若 第 二 明 於 得 益 謂 重 罪 消 滅 諸 
T42n1824_001:0009b04	天守護。三重明習應。諸佛說經既其有三。	天 守 護 三 重 明 習 應 諸 佛 說 經 既 其 有 三 
T42n1824_001:0009b05	菩薩造論義亦如是。以邪教覆正經其義不	菩 薩 造 論 義 亦 如 是 以 邪 教 覆 正 經 其 義 不 
T42n1824_001:0009b06	明照。故破於偏邪顯中道之實相。中道之實	明 照 故 破 於 偏 邪 顯 中 道 之 實 相 中 道 之 實 
T42n1824_001:0009b07	相既顯三乘賢聖由之而成。故次明得益。睿	相 既 顯 三 乘 賢 聖 由 之 而 成 故 次 明 得 益 睿 
T42n1824_001:0009b08	師序云。其實既宣其言既明。於菩薩之行道	師 序 云 其 實 既 宣 其 言 既 明 於 菩 薩 之 行 道 
T42n1824_001:0009b09	場之照朗然懸解矣。但略說未周兼鈍根難	場 之 照 朗 然 懸 解 矣 但 略 說 未 周 兼 鈍 根 難 
T42n1824_001:0009b10	悟。故重破邪迷重說實相也。就初十七品又	悟 故 重 破 邪 迷 重 說 實 相 也 就 初 十 七 品 又 
T42n1824_001:0009b11	開為二。初有七品。略破人法明大乘觀行。次	開 為 二 初 有 七 品 略 破 人 法 明 大 乘 觀 行 次 
T42n1824_001:0009b12	十品。廣破人法辨大乘觀行。初略後廣為解	十 品 廣 破 人 法 辨 大 乘 觀 行 初 略 後 廣 為 解 
T42n1824_001:0009b13	義故。又利根易悟略釋便解。鈍根難了廣開	義 故 又 利 根 易 悟 略 釋 便 解 鈍 根 難 了 廣 開 
T42n1824_001:0009b14	乃悟。就七品即為七段。就因緣品中自開為	乃 悟 就 七 品 即 為 七 段 就 因 緣 品 中 自 開 為 
T42n1824_001:0009b15	二。第一牒八不享造論意。第二重牒八不而	二 第 一 牒 八 不 享 造 論 意 第 二 重 牒 八 不 而 
