T52n2118_001:0794b19	折疑論敘	折 疑 論 敘 
T52n2118_002:0802c07	師不顧。公曰。見面不如聞名。便退。師云。尚書何得貴耳而賤目。公遂拜而問曰。如何是道。山以手指淨瓶曰會	師 不 顧 公 曰 見 面 不 如 聞 名 便 退 師 云 尚 書 何 得 貴 耳 而 賤 目 公 遂 拜 而 問 曰 如 何 是 道 山 以 手 指 淨 瓶 曰 會 
T52n2118_002:0802c08	麼。公曰不會。山曰雲在青天水在瓶。公於言下有省)。	麼 公 曰 不 會 山 曰 雲 在 青 天 水 在 瓶 公 於 言 下 有 省 
T52n2118_002:0802c09	山谷禪參佛印(傳燈。黃庭堅字魯直。號山谷道人。宋哲宗元祐間。丁憂在家。嘗詣黃龍山	山 谷 禪 參 佛 印 傳 燈 黃 庭 堅 字 魯 直 號 山 谷 道 人 宋 哲 宗 元 祐 間 丁 憂 在 家 嘗 詣 黃 龍 山 
T52n2118_002:0802c10	晦堂禪師處一日。舉孔子謂弟子曰二三子以我為隱乎。吾無隱乎爾。吾無行而不與二三子者。是丘也。於是請公	晦 堂 禪 師 處 一 日 舉 孔 子 謂 弟 子 曰 二 三 子 以 我 為 隱 乎 吾 無 隱 乎 爾 吾 無 行 而 不 與 二 三 子 者 是 丘 也 於 是 請 公 
T52n2118_002:0802c11	詮什。晦堂不然其說。公怒愀然時當暑。退問。公聞木穉華香乎。公曰聞。晦曰。吾無隱乎爾公頓然領悟)。	詮 什 晦 堂 不 然 其 說 公 怒 愀 然 時 當 暑 退 問 公 聞 木 穉 華 香 乎 公 曰 聞 晦 曰 吾 無 隱 乎 爾 公 頓 然 領 悟 
T52n2118_002:0802c12	晉主虔恭慧遠(晉史釋鑑。晉孝武帝大元年間。聞遠公法師道風。帝幸于山修東林寺。以	晉 主 虔 恭 慧 遠 晉 史 釋 鑑 晉 孝 武 帝 大 元 年 間 聞 遠 公 法 師 道 風 帝 幸 于 山 修 東 林 寺 以 
T52n2118_002:0802c13	師禮之)。	師 禮 之 
T52n2118_002:0802c14	宋文致敬求那(釋鑑。五代時。宋文帝元嘉年間。帝見求那般摩法師云。弟子常欲齋戒不	宋 文 致 敬 求 那 釋 鑑 五 代 時 宋 文 帝 元 嘉 年 間 帝 見 求 那 般 摩 法 師 云 弟 子 常 欲 齋 戒 不 
T52n2118_002:0802c15	遂。望師教之。師曰。帝王與匹夫修之名異匹夫身賤名劣。帝王乃四海為家。與萬民為王。不殺之德亦為重矣。	遂 望 師 教 之 師 曰 帝 王 與 匹 夫 修 之 名 異 匹 夫 身 賤 名 劣 帝 王 乃 四 海 為 家 與 萬 民 為 王 不 殺 之 德 亦 為 重 矣 
T52n2118_002:0802c16	帝曰。師言真為開悟人心。明達物理。帝深敬仰)。	帝 曰 師 言 真 為 開 悟 人 心 明 達 物 理 帝 深 敬 仰 
T52n2118_002:0802c17	蕭衍詣寺捨身(史記。衍即梁武帝名。三入金田捨身。群臣以百萬金珠贖帝歸朝)。	蕭 衍 詣 寺 捨 身 史 記 衍 即 梁 武 帝 名 三 入 金 田 捨 身 群 臣 以 百 萬 金 珠 贖 帝 歸 朝 
T52n2118_002:0802c18	丹霞迴途選佛(傳燈。丹霞唐文宗時人。因儒長安應舉。遇僧曰。選官何如選佛。霞詣江	丹 霞 迴 途 選 佛 傳 燈 丹 霞 唐 文 宗 時 人 因 儒 長 安 應 舉 遇 僧 曰 選 官 何 如 選 佛 霞 詣 江 
T52n2118_002:0802c19	西馬祖既至云。緣在石頭既至命執爨後三年披剃。大了祖意矣。此言丹霞為儒。終歸釋門。後果成道矣)。	西 馬 祖 既 至 云 緣 在 石 頭 既 至 命 執 爨 後 三 年 披 剃 大 了 祖 意 矣 此 言 丹 霞 為 儒 終 歸 釋 門 後 果 成 道 矣 
T52n2118_002:0802c20	而子復云未聞行其道者。何蔽也哉(蔽障也。自堯舜至漢唐	而 子 復 云 未 聞 行 其 道 者 何 蔽 也 哉 蔽 障 也 自 堯 舜 至 漢 唐 
T52n2118_002:0802c21	宋以來聖君賢臣高士明儒行此道者。略舉以曉之。子何不聞而自障蔽也)。	宋 以 來 聖 君 賢 臣 高 士 明 儒 行 此 道 者 略 舉 以 曉 之 子 何 不 聞 而 自 障 蔽 也 
T52n2118_002:0802c22	自古賢哲。莫不匿跡佛書棲心祖道。豈予獨	自 古 賢 哲 莫 不 匿 跡 佛 書 棲 心 祖 道 豈 予 獨 
T52n2118_002:0802c23	好於異乎(自古至今。賢能聖哲無不匿踪跡於佛之經書。潛栖心意於祖道。豈今我之獨好異端	好 於 異 乎 自 古 至 今 賢 能 聖 哲 無 不 匿 踪 跡 於 佛 之 經 書 潛 栖 心 意 於 祖 道 豈 今 我 之 獨 好 異 端 
T52n2118_002:0802c24	者乎)。	者 乎 
T52n2118_002:0802c25	通相第六(此篇通明佛之妙相。故曰通相)	通 相 第 六 此 篇 通 明 佛 之 妙 相 故 曰 通 相 
T52n2118_002:0802c26	客曰。子言佛具三十二相八十種好。何異人	客 曰 子 言 佛 具 三十二相 八十種好 何 異 人 
T52n2118_002:0803a01	之甚耶(客擬第二篇中之事。故重徵疑)。	之 甚 耶 客 擬 第 二 篇 中 之 事 故 重 徵 疑 
T52n2118_002:0803a02	殆富子之說非實之然乎(殆將也。客曰。子將豐富汝教之言以答者不是誠	殆 富 子 之 說 非 實 之 然 乎 殆 將 也 客 曰 子 將 豐 富 汝 教 之 言 以 答 者 不 是 誠 
T52n2118_002:0803a03	實之然者乎)。	實 之 然 者 乎 
T52n2118_002:0803a04	妙明曰。不然(不然其說)。	妙 明 曰 不 然 不 然 其 說 
T52n2118_002:0803a05	昔者伏羲蛇身(伏羲外傳曰。伏羲生而蛇身有鱗甲)。	昔 者 伏 羲 蛇 身 伏 羲 外 傳 曰 伏 羲 生 而 蛇 身 有 鱗 甲 
T52n2118_002:0803a06	神農牛首(神農外傳曰。神農頭生兩角如牛)。	神 農 牛 首 神 農 外 傳 曰 神 農 頭 生 兩 角 如 牛 
T52n2118_002:0803a07	堯眉八彩(堯外傳曰。准南子曰堯眉有八般彩色)。	堯 眉 八 彩 堯 外 傳 曰 准 南 子 曰 堯 眉 有 八 般 彩 色 
T52n2118_002:0803a08	舜目重瞳(舜外傳曰。准南子云。舜兩眼有重瞳)。	舜 目 重 瞳 舜 外 傳 曰 准 南 子 云 舜 兩 眼 有 重 瞳 
T52n2118_002:0803a09	文王四乳(文王外傳曰。周文王胸生四乳)。	文 王 四 乳 文 王 外 傳 曰 周 文 王 胸 生 四 乳 
T52n2118_002:0803a10	周公背僂(周公外傳曰。周公背隆起者腰病也)。	周 公 背 僂 周 公 外 傳 曰 周 公 背 隆 起 者 腰 病 也 
T52n2118_002:0803a11	臯陶馬喙(皐陶外傳曰。陶音姚。喙許穢切。舜賢臣也口似馬喙)。	臯 陶 馬 喙 皐 陶 外 傳 曰 陶 音 姚 喙 許 穢 切 舜 賢 臣 也 口 似 馬 喙 
T52n2118_002:0803a12	夏禹虎鼻(夏禹外傳曰。夏禹鼻如虎)。	夏 禹 虎 鼻 夏 禹 外 傳 曰 夏 禹 鼻 如 虎 
T52n2118_002:0803a13	而仲尼天賦淑德(孔子外傳曰。仲尼孔子字。乃天命淑善之賢。全德者聖德也)。	而 仲 尼 天 賦 淑 德 孔 子 外 傳 曰 仲 尼 孔 子 字 乃 天 命 淑 善 之 賢 全 德 者 聖 德 也 
T52n2118_002:0803a14	其眉如堯。其目如舜。其背如禹。老子宿蘊異	其 眉 如 堯 其 目 如 舜 其 背 如 禹 老 子 宿 蘊 異 
T52n2118_002:0803a15	質。生而皓首(老子外傳曰。老子宿世蘊積怪異形質。生而白髮)。	質 生 而 皓 首 老 子 外 傳 曰 老 子 宿 世 蘊 積 怪 異 形 質 生 而 白 髮 
T52n2118_002:0803a16	老而童顏(白髮以老。童子顏容)。	老 而 童 顏 白 髮 以 老 童 子 顏 容 
T52n2118_002:0803a17	耳漫而大。聃而無輪(耳漫長大。而無輪廓。諡曰聃)。	耳 漫 而 大 聃 而 無 輪 耳 漫 長 大 而 無 輪 廓 諡 曰 聃 
T52n2118_002:0803a18	此皆異人之狀。何獨異佛之問耶(如上所引。歷代聖賢皆有異	此 皆 異 人 之 狀 何 獨 異 佛 之 問 耶 如 上 所 引 歷 代 聖 賢 皆 有 異 
T52n2118_002:0803a19	常之相狀。何獨疑佛之異相。為問也耶)。	常 之 相 狀 何 獨 疑 佛 之 異 相 為 問 也 耶 
T52n2118_002:0803a20	是以聖人具非常之狀。而有非常之德(觀夫聖賢具非	是 以 聖 人 具 非 常 之 狀 而 有 非 常 之 德 觀 夫 聖 賢 具 非 
T52n2118_002:0803a21	常人之相狀亦有非常人之德行也)。	常 人 之 相 狀 亦 有 非 常 人 之 德 行 也 
T52n2118_002:0803a22	豈直與天下匹夫匹婦之為類也(豈特與普天之下一匹之愚夫	豈 直 與 天 下 匹 夫 匹 婦 之 為 類 也 豈 特 與 普 天 之 下 一 匹 之 愚 夫 
T52n2118_002:0803a23	一匹之愚婦。常流俗輩同類而為例也)。	一 匹 之 愚 婦 常 流 俗 輩 同 類 而 為 例 也 
T52n2118_002:0803a24	而子所問可謂局矣(如子之所問。可為偏執局量者矣)。	而 子 所 問 可 謂 局 矣 如 子 之 所 問 可 為 偏 執 局 量 者 矣 
T52n2118_002:0803a25	論孝第七(此篇全言為孝。故曰論孝)	論 孝 第 七 此 篇 全 言 為 孝 故 曰 論 孝 
T52n2118_002:0803a26	客曰。孝經以四事不毀為德之本(四事者。身體髮膚也。人之	客 曰 孝 經 以 四 事 不 毀 為 德 之 本 四 事 者 身 體 髮 膚 也 人 之 
T52n2118_002:0803b01	一身四體毛髮及其皮膚。皆是父母所生。不敢毀傷者。言人之行莫大於孝。故曰為德之本也)。	一 身 四 體 毛 髮 及 其 皮 膚 皆 是 父母所生 不 敢 毀 傷 者 言 人 之 行 莫 大 於 孝 故 曰 為 德 之 本 也 
T52n2118_002:0803b02	論語以三事無違為孝之先(孟懿子問孝。子曰。無違。孟懿子魯大夫。問	論 語 以 三 事 無 違 為 孝 之 先 孟 懿 子 問 孝 子 曰 無 違 孟 懿 子 魯 大 夫 問 
T52n2118_002:0803b03	孝於夫子。子曰無違。謂不背於理也。樊遲夫子弟子。御其車。夫子恐懿子未達。故謂樊遲以發之。樊遲曰何謂	孝 於 夫 子 子 曰 無 違 謂 不 背 於 理 也 樊 遲 夫 子 弟 子 御 其 車 夫 子 恐 懿 子 未 達 故 謂 樊 遲 以 發 之 樊 遲 曰 何 謂 
T52n2118_002:0803b04	也。子曰。生事之以禮。死葬之以禮。祭之以禮。故生事葬祀乃事親始終具矣。是以為孝之先也)。	也 子 曰 生 事 之 以 禮 死 葬 之 以 禮 祭 之 以 禮 故 生 事 葬 祀 乃 事 親 始 終 具 矣 是 以 為 孝 之 先 也 
T52n2118_002:0803b05	故曾子有疾。召門弟子曰。啟予足啟予手(故者	故 曾 子 有 疾 召 門 弟 子 曰 啟 予 足 啟 予 手 故 者 
T52n2118_002:0803b06	指義之辭。啟開也。曾子疾之臨終。使弟子開其衾被。而視之手足)。	指 義 之 辭 啟 開 也 曾 子 疾 之 臨 終 使 弟 子 開 其 衾 被 而 視 之 手 足 
T52n2118_002:0803b07	以其受身體於父母。不敢毀傷。故使弟子開	以 其 受 身 體 於 父 母 不 敢 毀 傷 故 使 弟 子 開 
T52n2118_002:0803b08	衾而視之曰。父母全而生之。子當全而歸之。	衾 而 視 之 曰 父 母 全 而 生 之 子 當 全 而 歸 之 
T52n2118_002:0803b09	可謂孝矣。今之沙門(梵語沙門。此云勤息)。	可 謂 孝 矣 今 之 沙 門 梵 語 沙 門 此 云 勤 息 
T52n2118_002:0803b10	剃除鬚髮不守全軀。何違聖之不孝耶。妙明	剃除鬚髮 不 守 全 軀 何 違 聖 之 不 孝 耶 妙 明 
T52n2118_002:0803b11	曰。不然(不然此理也)。	曰 不 然 不 然 此 理 也 
T52n2118_002:0803b12	昔者泰伯被髮文身。可謂毀傷矣。而仲尼稱	昔 者 泰 伯 被 髮 文 身 可 謂 毀 傷 矣 而 仲 尼 稱 
T52n2118_002:0803b13	其至德(泰伯。周太王之長子。讓不嗣位。剪髮文身之於吳。其弟仲雍。論語曰。泰伯其可謂至德也已	其 至 德 泰 伯 周 太 王 之 長 子 讓 不 嗣 位 剪 髮 文 身 之 於 吳 其 弟 仲 雍 論 語 曰 泰 伯 其 可 謂 至 德 也 已 
T52n2118_002:0803b14	矣。三以天下讓。民無德而稱焉。其剪髮文身孔子何不責其不孝。以稱其至德)。	矣 三 以 天 下 讓 民 無 德 而 稱 焉 其 剪 髮 文 身 孔 子 何 不 責 其 不 孝 以 稱 其 至 德 
T52n2118_002:0803b15	豫讓漆身(史記。豫讓晉人。先事范中行氏。後事智伯。趙襄子殺智伯。讓欲報讐。漆身為癩。吞炭	豫 讓 漆 身 史 記 豫 讓 晉 人 先 事 范 中 行 氏 後 事 智 伯 趙 襄 子 殺 智 伯 讓 欲 報 讐 漆 身 為 癩 吞 炭 
T52n2118_002:0803b16	為啞。五殺不中。後仗劍而死)。	為 啞 五 殺 不 中 後 仗 劍 而 死 
T52n2118_002:0803b17	荊軻義死(刺客傳。荊軻齊人。之燕。燕太子丹。使軻入秦為刺客不中。遂死於秦)。	荊 軻 義 死 刺 客 傳 荊 軻 齊 人 之 燕 燕 太 子 丹 使 軻 入 秦 為 刺 客 不 中 遂 死 於 秦 
T52n2118_002:0803b18	介子焚軀(晉文公既即位。子推無爵。遂亡去之綿山文公召不出。以火烈山林。擬逼而出。子推守	介 子 焚 軀 晉 文 公 既 即 位 子 推 無 爵 遂 亡 去 之 綿 山 文 公 召 不 出 以 火 烈 山 林 擬 逼 而 出 子 推 守 
T52n2118_002:0803b19	節。伏火而死)。	節 伏 火 而 死 
T52n2118_002:0803b20	夷齊自餓。毀之至也。而六經子史。未聞譏	夷 齊 自 餓 毀 之 至 也 而 六 經 子 史 未 聞 譏 
T52n2118_002:0803b21	其不孝(以泰伯豫讓荊軻子推夷齊等。皆自毀其身。而目觀六經子史。未聞見責其不孝。反以至德而	其 不 孝 以 泰 伯 豫 讓 荊 軻 子 推 夷 齊 等 皆 自 毀 其 身 而 目 觀 六 經 子 史 未 聞 見 責 其 不 孝 反 以 至 德 而 
T52n2118_002:0803b22	稱者何也)。	稱 者 何 也 
T52n2118_002:0803b23	孝之言順也(從順父母之正令。為言孝順也)。	孝 之 言 順 也 從 順 父 母 之 正 令 為 言 孝 順 也 
T52n2118_002:0803b24	善事父母。之為孝(惟善能事奉父母。之為孝也)。	善 事 父 母 之 為 孝 惟 善 能 事 奉 父 母 之 為 孝 也 
T52n2118_002:0803b25	元氣混沌。孝在其中(天地未判。混沌乃一。元氣未分之前。孝道之理已在其中)。	元 氣 混 沌 孝 在 其 中 天 地 未 判 混 沌 乃 一 元 氣 未 分 之 前 孝 道 之 理 已 在 其 中 
T52n2118_002:0803b26	塞乎天地。橫乎四海(既分天地之後其孝塞乎於天地之間。縱橫於四海之內)。	塞 乎 天 地 橫 乎 四 海 既 分 天 地 之 後 其 孝 塞 乎 於 天 地 之 間 縱 橫 於 四 海 之 內 
T52n2118_002:0803c01	罔不至夫。醇醇之孝(罔無也。醇醇厚也。人生天地間。無有不至於醇醇醲厚之	罔 不 至 夫 醇 醇 之 孝 罔 無 也 醇 醇 厚 也 人 生 天 地 間 無 有 不 至 於 醇 醇 醲 厚 之 
T52n2118_002:0803c02	孝也)。	孝 也 
T52n2118_002:0803c03	萌乎無始(故孝道發萌於無始之際)。	萌 乎 無 始 故 孝 道 發 萌 於 無 始 之 際 
T52n2118_002:0803c04	親親之道。涉乎有為(上一親字是尊愛之義。下一親字指父母言。故尊親之道。而	親 親 之 道 涉 乎 有 為 上 一 親 字 是 尊 愛 之 義 下 一 親 字 指 父 母 言 故 尊 親 之 道 而 
T52n2118_002:0803c05	涉乎於有作為也)。	涉 乎 於 有 作 為 也 
T52n2118_002:0803c06	古者包犧氏之時。以無為之道。化利天下(史記。	古 者 包 犧 氏 之 時 以 無 為 之 道 化 利 天 下 史 記 
T52n2118_002:0803c07	包犧氏即伏犧也。謂上古三皇之時。用無為無作。化道於天下也)。	包 犧 氏 即 伏 犧 也 謂 上 古 三 皇 之 時 用 無 為 無 作 化 道 於 天 下 也 
T52n2118_002:0803c08	而民質朴(上古之人。質朴敦厚)。	而 民 質 朴 上 古 之 人 質 朴 敦 厚 
T52n2118_002:0803c09	不知有出告反面之道。冬溫夏凊之儀(告音孤。申上文。	不 知 有 出 告 反 面 之 道 冬 溫 夏 凊 之 儀 告 音 孤 申 上 文 
T52n2118_002:0803c10	禮記云。出必告。註以知去處也。反必面。註回家見於親。不敢使親之有望也。冬則令暖父母之枕蓆。夏則扇清枕	禮 記 云 出 必 告 註 以 知 去 處 也 反 必 面 註 回 家 見 於 親 不 敢 使 親 之 有 望 也 冬 則 令 暖 父 母 之 枕 蓆 夏 則 扇 清 枕 
T52n2118_002:0803c11	蓆之以涼。上古之時皆無此儀)。	蓆 之 以 涼 上 古 之 時 皆 無 此 儀 
T52n2118_002:0803c12	豈能全三事之無違。四體之不毀者乎(結上文。泰伯豫	豈 能 全 三 事 之 無 違 四 體 之 不 毀 者 乎 結 上 文 泰 伯 豫 
T52n2118_002:0803c13	讓荊軻子推夷齊等。皆載史書。以賢聖之德而稱。何曾由守三事四體之稱贊也耶)。	讓 荊 軻 子 推 夷 齊 等 皆 載 史 書 以 賢 聖 之 德 而 稱 何 曾 由 守 三 事 四 體 之 稱 贊 也 耶 
T52n2118_002:0803c14	而先聖後聖。無處言時民之弗孝也(復結上文意。先聖後	而 先 聖 後 聖 無 處 言 時 民 之 弗 孝 也 復 結 上 文 意 先 聖 後 
T52n2118_002:0803c15	聖。指上古中古而言謂六經諸史竝不見定言時民之不孝也)。	聖 指 上 古 中 古 而 言 謂 六 經 諸 史 竝 不 見 定 言 時 民 之 不 孝 也 
T52n2118_002:0803c16	子曰。夫孝德之本也。德者福慧仁慈之謂也	子 曰 夫 孝 德 之 本 也 德 者 福 慧 仁 慈 之 謂 也 
T52n2118_002:0803c17	(德者得也。謂得乎善美正大純一之稱。福者安享顯榮百順之義。慧者性通理解曉達之謂。仁者心之德愛之理。慈	 德 者 得 也 謂 得 乎 善 美 正 大 純 一 之 稱 福 者 安 享 顯 榮 百 順 之 義 慧 者 性 通 理 解 曉 達 之 謂 仁 者 心 之 德 愛 之 理 慈 
T52n2118_002:0803c18	者柔善寬容於物)。	者 柔 善 寬 容 於 物 
T52n2118_002:0803c19	又云。孝弟也者其為仁之本歟(論語。有子所言善事父母之謂	又 云 孝 弟 也 者 其 為 仁 之 本 歟 論 語 有 子 所 言 善 事 父 母 之 謂 
T52n2118_002:0803c20	孝。善事兄長之謂弟。為仁者猶言行仁也歟)。	孝 善 事 兄 長 之 謂 弟 為 仁 者 猶 言 行 仁 也 歟 
T52n2118_002:0803c21	仁者愛人利物之稱。又仁者忍也。好生惡殺	仁 者 愛 人 利 物 之 稱 又 仁 者 忍 也 好 生 惡 殺 
T52n2118_002:0803c22	善惡含忍。謂之曰仁(中庸。仁者人也。孟子曰。仁者人心也。又好生惡殺之謂仁。好	善 惡 含 忍 謂 之 曰 仁 中 庸 仁 者 人 也 孟 子 曰 仁 者 人 心 也 又 好 生 惡 殺 之 謂 仁 好 
T52n2118_002:0803c23	生者。好愛於其生物也。惡殺者。嫌惡也。見殺則不忍於其殺物也。含忍為仁者。蓋仁心積久而廣大。一切善惡則	生 者 好 愛 於 其 生 物 也 惡 殺 者 嫌 惡 也 見 殺 則 不 忍 於 其 殺 物 也 含 忍 為 仁 者 蓋 仁 心 積 久 而 廣 大 一 切 善 惡 則 
T52n2118_002:0803c24	不能動其心。是謂含忍也。此深明為仁之理也)。	不 能 動 其 心 是 謂 含 忍 也 此 深 明 為 仁 之 理 也 
T52n2118_002:0803c25	如數罟不入於污池。斧斤以時入山林(孟子。數音促罟	如 數 罟 不 入 於 污 池 斧 斤 以 時 入 山 林 孟 子 數 音 促 罟 
T52n2118_002:0803c26	音古。污污音烏。數密也罟網也。古者網罟必用四寸之目。魚不滿尺。市不得鬻。草木零落。然後斧斤方許入山林)。	音 古 污 污 音 烏 數 密 也 罟 網 也 古 者 網 罟 必 用 四 寸 之 目 魚 不 滿 尺 市 不 得 鬻 草 木 零 落 然 後 斧 斤 方 許 入 山 林 
T52n2118_002:0803c27	非其時伐一木非孝也。非其時殺一獸非孝	非 其 時 伐 一 木 非 孝 也 非 其 時 殺 一 獸 非 孝 
T52n2118_002:0804a01	也(禮記。曾子曰。樹木似時伐。禽獸以持殺。夫子曰。斷音短。斷一木殺一獸。不以時非孝也。故君子廣仁愛	也 禮 記 曾 子 曰 樹 木 似 時 伐 禽 獸 以 持 殺 夫 子 曰 斷 音 短 斷 一 木 殺 一 獸 不 以 時 非 孝 也 故 君 子 廣 仁 愛 
