X25n0488_001:0282a06	 自序	 自 序 
X25n0488_001:0291a05	中之行。亦進一層。則為盡日河沙身命。同以身命	中 之 行 亦 進 一 層 則 為 盡 日 河 沙 身 命 同 以 身 命 
X25n0488_001:0291a06	較量。而稀密不同也。然所謂布施者。皆世俗人之	較 量 而 稀 密 不 同 也 然 所 謂 布 施 者 皆 世 俗 人 之 
X25n0488_001:0291a07	布施。至降修兩至。心行兼到。底于癡薄。出離三界。	布 施 至 降 修 兩 至 心 行 兼 到 底 于 癡 薄 出 離 三 界 
X25n0488_001:0291a08	直為荷擔如來菩提矣。乃即以佛所供養諸佛功	直 為 荷 擔 如來菩提 矣 乃 即 以 佛 所 供 養 諸 佛 功 
X25n0488_001:0291a09	德較。其為不同更何如也。若乃十七分以後。皆就	德 較 其 為 不 同 更 何 如 也 若 乃 十 七 分 以 後 皆 就 
X25n0488_001:0291a10	說法言。說法近于解而未及行。雖究竟實理。即解	說 法 言 說 法 近 于 解 而 未 及 行 雖 究 竟 實 理 即 解 
X25n0488_001:0291a11	即行。然所謂實無有法。無法可說。莫作斷滅相。是	即 行 然 所 謂 實 無 有 法 無 法 可 說 莫 作 斷 滅 相 是 
X25n0488_001:0291a12	名我人等見。皆解一邊。故亦皆以七寶較。而無我	名 我 人 等 見 皆 解 一 邊 故 亦 皆 以 七 寶 較 而 無 我 
X25n0488_001:0291a13	法。則以三千大千七寶。且曰無福德故。則又隱然	法 則 以 三千大千 七 寶 且 曰 無 福 德 故 則 又 隱 然 
X25n0488_001:0291a14	一虗空同相也。平等法以須彌山七寶較。且曰譬	一 虗 空 同 相 也 平 等 法 以 須 彌 山 七 寶 較 且 曰 譬 
X25n0488_001:0291a15	喻算數所不能及。則又隱然一不可思議同相也。	喻 算 數 所 不 能 及 則 又 隱 然 一 不可思議 同 相 也 
X25n0488_001:0291a16	如來無斷滅相。則亦以河沙世界七寶較。而且曰	如 來 無 斷 滅 相 則 亦 以 河 沙 世 界 七 寶 較 而 且 曰 
X25n0488_001:0291a17	不受福德。則亦隱然一虗空同相也。佛於四相非	不 受 福 德 則 亦 隱 然 一 虗 空 同 相 也 佛 於 四 相 非 
X25n0488_001:0291a18	見為見。則亦以無量阿僧祗七寶較。而但曰其福	見 為 見 則 亦 以 無 量 阿 僧 祗 七 寶 較 而 但 曰 其 福 
X25n0488_001:0291a19	勝彼。則亦隱然一不可思議同相也。至其所稱較	勝 彼 則 亦 隱 然 一 不可思議 同 相 也 至 其 所 稱 較 
X25n0488_001:0291a20	量福德之人。亦各有不同。如信心不取為解之初。	量 福 德 之 人 亦 各 有 不 同 如 信 心 不 取 為 解 之 初 
X25n0488_001:0291a21	則布施七寶者稱人。以後信心無得及三層持行	則 布 施 七 寶 者 稱 人 以 後 信 心 無 得 及 三 層 持 行 
X25n0488_001:0291a22	所較者。皆稱善男子善女人。至解行兼後。則佛竟	所 較 者 皆 稱 善 男 子 善 女 人 至 解 行 兼 後 則 佛 竟 
X25n0488_001:0291a23	自舉以較矣。至佛法無我。眾生法平等。兩較福德。	自 舉 以 較 矣 至 佛 法 無 我 眾 生 法 平 等 兩 較 福 德 
X25n0488_001:0291a24	亦皆稱人。而如來無斷滅相較。獨稱菩薩。而佛法	亦 皆 稱 人 而 如 來 無 斷 滅 相 較 獨 稱 菩 薩 而 佛 法 
X25n0488_001:0291b01	是名四相見。亦稱人。若首章言如來實法。則直以	是 名 四 相 見 亦 稱 人 若 首 章 言 如 來 實 法 則 直 以 
X25n0488_001:0291b02	虗空較而無所稱。其中淺深。顯然不苟。地位主客。	虗 空 較 而 無 所 稱 其 中 淺 深 顯 然 不 苟 地 位 主 客 
X25n0488_001:0291b03	確有倫次。而說者茫無分別。竊恐未安。昔法達禪	確 有 倫 次 而 說 者 茫 無 分 別 竊 恐 未 安 昔 法 達 禪 
X25n0488_001:0291b04	師誦法華經三千卷。六祖謂曰。汝但執口念為功	師 誦 法 華 經 三 千 卷 六 祖 謂 曰 汝 但 執 口 念 為 功 
X25n0488_001:0291b05	課耶。何異犛牛愛尾也。師曰。豈解義不勞誦經耶。	課 耶 何 異 犛 牛 愛 尾 也 師 曰 豈 解 義 不 勞 誦 經 耶 
X25n0488_001:0291b06	祖曰。迷悟在人。損益由汝。所謂心迷法華轉。心悟	祖 曰 迷 悟 在 人 損 益 由 汝 所 謂 心 迷 法 華 轉 心 悟 
X25n0488_001:0291b07	轉法華。師蒙啟發。遂以偈頌曰。經誦三千卷。曹溪	轉 法 華 師 蒙 啟 發 遂 以 偈 頌 曰 經 誦 三 千 卷 曹 溪 
X25n0488_001:0291b08	一句亡。未明出世旨。寧歇累生狂。故楞伽云。因語	一 句 亡 未 明 出 世 旨 寧 歇 累 生 狂 故 楞 伽 云 因 語 
X25n0488_001:0291b09	見義。如燈照色。菩薩亦爾。因語言燈。入離言說。余	見 義 如 燈 照 色 菩 薩 亦 爾 因 語 言 燈 入 離 言 說 余 
X25n0488_001:0291b10	不敢以荃蹄為魚兔。然魚兔未得。亦不敢夸言六	不 敢 以 荃 蹄 為 魚 兔 然 魚 兔 未 得 亦 不 敢 夸 言 六 
X25n0488_001:0291b11	經為糟粕也。願與有志菩提者共證之。	經 為 糟 粕 也 願 與 有 志 菩 提 者 共 證 之 
X25n0488_001:0291b12	儒與仙佛。皆言道矣。然道原於天。天一則道一。道	儒 與 仙 佛 皆 言 道 矣 然 道 原 於 天 天 一 則 道 一 道 
X25n0488_001:0291b13	根於心。心一則道亦一。經生家守古人傳習之末。	根 於 心 心 一 則 道 亦 一 經 生 家 守 古 人 傳 習 之 末 
X25n0488_001:0291b14	不悟性命精微之要。妄分彼我。角立門墻。猥以釋	不 悟 性 命 精 微 之 要 妄 分 彼 我 角 立 門 墻 猥 以 釋 
X25n0488_001:0291b15	氏為異端。夫孔孟之所謂異端。豈釋氏哉。葢釋有	氏 為 異 端 夫 孔 孟 之 所 謂 異 端 豈 釋 氏 哉 葢 釋 有 
X25n0488_001:0291b16	五戒。猶儒有五德。其似是而非者。謂之異端。儒之	五 戒 猶 儒 有 五 德 其 似 是 而 非 者 謂 之 異 端 儒 之 
X25n0488_001:0291b17	異端。猶釋之外道。故孔子所攻者。心逆而險。言偽	異 端 猶 釋 之 外 道 故 孔 子 所 攻 者 心 逆 而 險 言 偽 
X25n0488_001:0291b18	而辨。行僻而堅。順非而澤。記醜而博。乃鄧柝尹何	而 辨 行 僻 而 堅 順 非 而 澤 記 醜 而 博 乃 鄧 柝 尹 何 
X25n0488_001:0291b19	少正卯之流。而老聃則目為猶龍。伯夷柳下惠。則	少 正 卯 之 流 而 老 聃 則 目 為 猶 龍 伯 夷 柳 下 惠 則 
X25n0488_001:0291b20	稱逸民。至宰嚭問道。獨指西方聖人。夫老聃即迦	稱 逸 民 至 宰 嚭 問 道 獨 指 西 方 聖 人 夫 老 聃 即 迦 
X25n0488_001:0291b21	蘭仙人之類。而夷惠則捨國太子忍辱菩薩也。豈	蘭 仙 人 之 類 而 夷 惠 則 捨 國 太 子 忍 辱 菩 薩 也 豈 
X25n0488_001:0291b22	孔子之所謂異端乎。孟子所闢者。無父無君。鄉愿	孔 子 之 所 謂 異 端 乎 孟 子 所 闢 者 無 父 無 君 鄉 愿 
X25n0488_001:0291b23	亂德。乃惰四支。縱耳目。好貨財。私妻子。不顧父母	亂 德 乃 惰 四 支 縱 耳 目 好 貨 財 私 妻 子 不 顧 父 母 
X25n0488_001:0291b24	之養。正楊氏為我之賊也。非以辭榮養生為無父	之 養 正 楊 氏 為 我 之 賊 也 非 以 辭 榮 養 生 為 無 父 
X25n0488_001:0291c01	也。饔飱並耕。桐棺布被以市恩天下。譽則歸己。毀	也 饔 飱 並 耕 桐 棺 布 被 以 市 恩 天 下 譽 則 歸 己 毀 
X25n0488_001:0291c02	則歸人。正墨氏兼愛之巧也。非以遁世修性為無	則 歸 人 正 墨 氏 兼 愛 之 巧 也 非 以 遁 世 修 性 為 無 
X25n0488_001:0291c03	君也。故庚列莊慎。清靜虗無。與孟子同時。不聞有	君 也 故 庚 列 莊 慎 清 靜 虗 無 與 孟 子 同 時 不 聞 有 
X25n0488_001:0291c04	訾議。而伯夷柳下。且為清和之聖。於陵仲子匡章	訾 議 而 伯 夷 柳 下 且 為 清 和 之 聖 於 陵 仲 子 匡 章 
X25n0488_001:0291c05	徐夷。猶欲倚門墻則招之。則孟子異端。豈釋氏之	徐 夷 猶 欲 倚 門 墻 則 招 之 則 孟 子 異 端 豈 釋 氏 之 
X25n0488_001:0291c06	謂乎。昔上古神人。吸風飲露。乘雲氣。御飛龍。遊乎	謂 乎 昔 上 古 神 人 吸 風 飲 露 乘 雲 氣 御 飛 龍 遊 乎 
X25n0488_001:0291c07	四海之外。使物不疵癘而年穀熟。即儒傳之無懷	四 海 之 外 使 物 不 疵 癘 而 年 穀 熟 即 儒 傳 之 無 懷 
X25n0488_001:0291c08	葛天。而釋教所謂梵仙也。夏商以上。神靈鬼物之	葛 天 而 釋 教 所 謂 梵 仙 也 夏 商 以 上 神 靈 鬼 物 之 
X25n0488_001:0291c09	事。顯著甚多。周穆之日。化人乃來。遺像於石。至秦	事 顯 著 甚 多 周 穆 之 日 化 人 乃 來 遺 像 於 石 至 秦 
X25n0488_001:0291c10	世復見。由余識焉。故顏淵不飲酒。不茹葷。孔子謂	世 復 見 由 余 識 焉 故 顏 淵 不 飲 酒 不 茹 葷 孔 子 謂 
X25n0488_001:0291c11	祭祀之齋。非心齋。莊子生不布施。死何含珠為。施	祭 祀 之 齋 非 心 齋 莊 子 生 不 布 施 死 何 含 珠 為 施 
X25n0488_001:0291c12	於人而不不忘。非天布也。即不住相布施之義。而	於 人 而 不 不 忘 非 天 布 也 即 不 住 相 布 施 之 義 而 
X25n0488_001:0291c13	隱几喪偶。偕來忘我。魚樂蝶夢之類。直是不語禪	隱 几 喪 偶 偕 來 忘 我 魚 樂 蝶 夢 之 類 直 是 不 語 禪 
X25n0488_001:0291c14	機。指頭參話。與柱拂舉棓何異。然則孔孟以前。曷	機 指 頭 參 話 與 柱 拂 舉 棓 何 異 然 則 孔 孟 以 前 曷 
X25n0488_001:0291c15	常無釋教哉。若漢明求像。白馬西來。特流通貝文	常 無 釋 教 哉 若 漢 明 求 像 白 馬 西 來 特 流 通 貝 文 
X25n0488_001:0291c16	之始耳。今觀四十二章經曰。人事天地鬼神。不如	之 始 耳 今 觀 四 十 二 章 經 曰 人 事 天 地 鬼 神 不 如 
X25n0488_001:0291c17	孝其二親。二親最神。又曰。六情已具。生中國難。奉	孝 其 二 親 二 親 最 神 又 曰 六 情 已 具 生 中 國 難 奉 
X25n0488_001:0291c18	佛道。值有道之君難。其理初不悖忠孝。迨魏晉以	佛 道 值 有 道 之 君 難 其 理 初 不 悖 忠 孝 迨 魏 晉 以 
X25n0488_001:0291c19	還。崇奉既廣。其徒不純。不能闡揚大道。專以因果	還 崇 奉 既 廣 其 徒 不 純 不 能 闡 揚 大 道 專 以 因 果 
X25n0488_001:0291c20	報應。供養布施。恫愒人主。聚斂財寶。至唐世益甚。	報 應 供 養 布 施 恫 愒 人 主 聚 斂 財 寶 至 唐 世 益 甚 
X25n0488_001:0291c21	於是姚元之有外求之論。韓昌黎有迎骨之諫。要	於 是 姚 元 之 有 外 求 之 論 韓 昌 黎 有 迎 骨 之 諫 要 
X25n0488_001:0291c22	亦正教中刮磨淘汰之助矣。特其附會孔孟。指斥	亦 正 教 中 刮 磨 淘 汰 之 助 矣 特 其 附 會 孔 孟 指 斥 
X25n0488_001:0291c23	異端。不能無文士之習焉。而後之腐儒。遂相牽引	異 端 不 能 無 文 士 之 習 焉 而 後 之 腐 儒 遂 相 牽 引 
X25n0488_001:0291c24	以為扶翼道學之盟主。嗟乎。夫所謂道學者。豈有	以 為 扶 翼 道 學 之 盟 主 嗟 乎 夫 所 謂 道 學 者 豈 有 
X25n0488_001:0292a01	外於明心見性哉。今即金剛一經言之。無我相人	外 於 明 心 見 性 哉 今 即 金 剛 一 經 言 之 無 我 相 人 
X25n0488_001:0292a02	相眾生相壽者相。即喜怒哀樂之未發也。一切眾	相 眾 生 相 壽 者 相 即 喜 怒 哀 樂 之 未 發 也 一 切 眾 
X25n0488_001:0292a03	生。我皆令入無餘涅槃而滅度之。即欲立欲達我	生 我 皆 令 入無餘涅槃 而 滅 度 之 即 欲 立 欲 達 我 
X25n0488_001:0292a04	道一以貫之也。應無所住而生其心。即致知止善	道 一 以 貫 之 也 應 無 所 住 而 生 其 心 即 致 知 止 善 
X25n0488_001:0292a05	之學也。是法平等。無有高下。即天命之性也。實無	之 學 也 是 法 平 等 無有高下 即 天 命 之 性 也 實 無 
X25n0488_001:0292a06	我法。無法可說。即率性之道也。聞是章句。受持讀	我 法 無 法 可 說 即 率 性 之 道 也 聞 是 章 句 受 持 讀 
X25n0488_001:0292a07	誦。為人解說。即修道之教也。如如不動。即上天之	誦 為 人 解 說 即 修 道 之 教 也 如 如 不 動 即 上 天 之 
X25n0488_001:0292a08	載。無聲無臭也。非相之相。即易之無極。而不住相。	載 無 聲 無 臭 也 非 相 之 相 即 易 之 無 極 而 不 住 相 
X25n0488_001:0292a09	即乾元用九之用也。種種福德果報。即禎祥妖孽	即 乾 元 用 九 之 用 也 種 種 福 德 果 報 即 禎 祥 妖 孽 
X25n0488_001:0292a10	之理。與湯誥福善禍淫。洪範休徵咎徵也。故屠緯	之 理 與 湯 誥 福 善 禍 淫 洪 範 休 徵 咎 徵 也 故 屠 緯 
X25n0488_001:0292a11	真曰。儒與仙佛。其理實一。而造用成就。微有不同。	真 曰 儒 與 仙 佛 其 理 實 一 而 造 用 成 就 微 有 不 同 
X25n0488_001:0292a12	予謂究竟亦無不同也。孔子曰。朝聞道夕死可矣。	予 謂 究 竟 亦 無 不 同 也 孔 子 曰 朝 聞 道 夕 死 可 矣 
X25n0488_001:0292a13	此實究竟之理。而性與天道。特罕言之。葢可以心	此 實 究 竟 之 理 而 性 與 天 道 特 罕 言 之 葢 可 以 心 
X25n0488_001:0292a14	得而不可以言傳。非鄙薄而外之也。所以宋世大	得 而 不 可 以 言 傳 非 鄙 薄 而 外 之 也 所 以 宋 世 大 
X25n0488_001:0292a15	儒。言道者。往往取資義學。周程張朱蘇陸黃秦。皆	儒 言 道 者 往 往 取 資 義 學 周 程 張 朱 蘇 陸 黃 秦 皆 
X25n0488_001:0292a16	所不免。而近世為尤甚。然近世儒者多以名為累。	所 不 免 而 近 世 為 尤 甚 然 近 世 儒 者 多 以 名 為 累 
X25n0488_001:0292a17	必陰資其說而陽避其名。且操戈焉以掩葢其竊	必 陰 資 其 說 而 陽 避 其 名 且 操 戈 焉 以 掩 葢 其 竊 
X25n0488_001:0292a18	取之陋。嗚呼。我不知何以為母自欺也。數百年來。	取 之 陋 嗚 呼 我 不 知 何 以 為 母 自 欺 也 數 百 年 來 
X25n0488_001:0292a19	惟管東溟先生一人。獨明目張膽言之。而天下卒	惟 管 東 溟 先 生 一 人 獨 明 目 張 膽 言 之 而 天 下 卒 
X25n0488_001:0292a20	未敢有昌明之者。則何也。非盡儒之彼見不銷。而	未 敢 有 昌 明 之 者 則 何 也 非 盡 儒 之 彼 見 不 銷 而 
X25n0488_001:0292a21	亦由於釋之自晦其教也。葢譯之宗與教。猶儒之	亦 由 於 釋 之 自 晦 其 教 也 葢 譯 之 宗 與 教 猶 儒 之 
X25n0488_001:0292a22	率與修。誠與明。不可偏廢。而今之釋者好言宗旨。	率 與 修 誠 與 明 不 可 偏 廢 而 今 之 釋 者 好 言 宗 旨 
X25n0488_001:0292a23	不屑教品。乃浮慕乎頓悟成佛之易。而不知實修	不 屑 教 品 乃 浮 慕 乎 頓 悟 成 佛 之 易 而 不 知 實 修 
X25n0488_001:0292a24	實行。於是儒者愈疑其說之空虗誕遠而不可合。	實 行 於 是 儒 者 愈 疑 其 說 之 空 虗 誕 遠 而 不 可 合 
X25n0488_001:0292b01	此道之所以不明也。發。書生耳。烏敢言道。顧常奉	此 道 之 所 以 不 明 也 發 書 生 耳 烏 敢 言 道 顧 常 奉 
X25n0488_001:0292b02	教先人。不肯以名實自遁。幼年讀性理諸書。中歲	教 先 人 不 肯 以 名 實 自 遁 幼 年 讀 性 理 諸 書 中 歲 
X25n0488_001:0292b03	亦窺釋典。皆不能有所得。近自蟬蛻遊都。始簡筆	亦 窺 釋 典 皆 不 能 有 所 得 近 自 蟬 蛻 遊 都 始 簡 筆 
X25n0488_001:0292b04	墨。稍親鹿苑。縱觀象教。深信此道實出一源。而其	墨 稍 親 鹿 苑 縱 觀 象 教 深 信 此 道 實 出 一 源 而 其 
X25n0488_001:0292b05	所異者特威儀動作。語言文字間耳。夫威儀動作。	所 異 者 特 威 儀 動 作 語 言 文 字 間 耳 夫 威 儀 動 作 
X25n0488_001:0292b06	乃理道之粗跡。而語言文字。亦風土之異音。苟得	乃 理 道 之 粗 跡 而 語 言 文 字 亦 風 土 之 異 音 苟 得 
X25n0488_001:0292b07	其精。何必以粗跡為表見。苟見其同。何必以異音	其 精 何 必 以 粗 跡 為 表 見 苟 見 其 同 何 必 以 異 音 
X25n0488_001:0292b08	為真假。每見近世法喜皈依。必以離家出俗為異。	為 真 假 每 見 近 世 法 喜 皈 依 必 以 離 家 出 俗 為 異 
X25n0488_001:0292b09	夫難提尊者。道玄居士。豈盡離家出俗乎。但得五	夫 難 提 尊 者 道 玄 居 士 豈 盡 離 家 出 俗 乎 但 得 五 
X25n0488_001:0292b10	戒精。意。何處非最上菩提。又見近世支那撰述。必	戒 精 意 何 處 非 最 上 菩 提 又 見 近 世 支 那 撰 述 必 
X25n0488_001:0292b11	以梵義方言為體。夫白馬四十二章。青牛五千餘	以 梵 義 方 言 為 體 夫 白 馬 四 十 二 章 青 牛 五 千 餘 
X25n0488_001:0292b12	文。豈盡梵義方言乎。但合迦文真旨。何妨我用我	文 豈 盡 梵 義 方 言 乎 但 合 迦 文 真 旨 何 妨 我 用 我 
X25n0488_001:0292b13	法。故余於此。直將最淺近語。敷演真諦。務使雅俗	法 故 余 於 此 直 將 最 淺 近 語 敷 演 真 諦 務 使 雅 俗 
X25n0488_001:0292b14	共賞。儒釋參同。庶幾稍符廣為人說之教。以彰明	共 賞 儒 釋 參 同 庶 幾 稍 符 廣 為 人 說 之 教 以 彰 明 
