X88n1646_001:0180a04	 居士傳序	 居 士 傳 序 
X88n1646_020:0218a02	愁不富貴。大年曰。如此富貴。非所欲也。乃以命陳彭	愁 不 富 貴 大 年 曰 如 此 富 貴 非 所 欲 也 乃 以 命 陳 彭 
X88n1646_020:0218a03	年。旋移疾歸。大年初不知有佛。後會翰林李維勉以	年 旋 移 疾 歸 大 年 初 不 知 有 佛 後 會 翰 林 李 維 勉 以 
X88n1646_020:0218a04	宗門事相策發。遂生深信。著發願文云。十方常住一	宗 門 事 相 策 發 遂 生 深 信 著 發 願 文 云 十 方 常 住 一 
X88n1646_020:0218a05	切諸佛。真淨妙法。無生聖人。惟願以真實眼。真實智。	切 諸 佛 真 淨 妙 法 無 生 聖 人 惟 願 以 真 實 眼 真 實 智 
X88n1646_020:0218a06	真實平等。不捨誓願。洞賜哀憐。切念億與法界眾生。	真 實 平 等 不 捨 誓 願 洞 賜 哀 憐 切 念 億 與 法 界 眾 生 
X88n1646_020:0218a07	從無始曠大劫來。未識佛時。未遇法時。未會僧時。於	從 無 始 曠 大 劫 來 未 識 佛 時 未 遇 法 時 未 會 僧 時 於 
X88n1646_020:0218a08	其中間至於今日。趨塵背覺。迷失本心。閉解脫門。涉	其 中 間 至 於 今 日 趨 塵 背 覺 迷 失 本 心 閉 解 脫 門 涉 
X88n1646_020:0218a09	輪迴道。蝟張見網。蜂喧妄廛。懸嗜慾之帆。鼓無明之	輪 迴 道 蝟 張 見 網 蜂 喧 妄 廛 懸 嗜 慾 之 帆 鼓 無 明 之 
X88n1646_020:0218a10	浪。杯我慢酒。醉苦惱鄉。不憑歸向之誠。是滯因果之	浪 杯 我 慢 酒 醉 苦 惱 鄉 不 憑 歸 向 之 誠 是 滯 因 果 之 
X88n1646_020:0218a11	迹。如斯過咎。齊佛所知。惟佛所見。若輕若重。等與法	迹 如 斯 過 咎 齊 佛 所 知 惟 佛 所 見 若 輕 若 重 等 與 法 
X88n1646_020:0218a12	界眾生有茲罪者同共懺悔。願罪消滅。以億所集善	界 眾 生 有 茲 罪 者 同 共 懺 悔 願 罪 消 滅 以 億 所 集 善 
X88n1646_020:0218a13	根隨時回向真如實際。承諸佛本誓願力。大威猛力。	根 隨 時 回 向 真 如 實 際 承 諸 佛 本 誓 願 力 大 威 猛 力 
X88n1646_020:0218a14	勝護念力。盡未來際直至無上菩提。為一切依正莊	勝 護 念 力 盡未來際 直 至 無上菩提 為 一 切 依 正 莊 
X88n1646_020:0218a15	嚴具。為一切自他解脫門。一切三昧門。一切陀羅尼	嚴 具 為 一 切 自 他 解 脫 門 一 切 三 昧 門 一 切 陀 羅 尼 
X88n1646_020:0218a16	門。一切安立眾生門。一一稱虗空等法界。皆有我身	門 一 切 安 立 眾 生 門 一 一 稱 虗 空 等 法 界 皆 有 我 身 
X88n1646_020:0218a17	起勇猛心。捨身命財。興大佛事。作大利益。攝化有情。	起 勇 猛 心 捨 身 命 財 興 大 佛 事 作 大 利 益 攝 化 有 情 
X88n1646_020:0218a18	願諸有情見我身。聞我名。皆發菩提心。與我同回向。	願 諸 有 情 見 我 身 聞 我 名 皆 發菩提心 與 我 同 回 向 
X88n1646_020:0218a19	無上菩提心不退轉。願億與法界眾生未契心者。開	無上菩提心 不 退 轉 願 億 與 法 界 眾 生 未 契 心 者 開 
X88n1646_020:0218a20	佛知見。悟自本心。一念發明。諸境純淨。去來坐立見	佛 知 見 悟 自 本 心 一 念 發 明 諸 境 純 淨 去 來 坐 立 見 
X88n1646_020:0218a21	聞覺知。咸以如實智相應。不相違背。從今去已盡未	聞 覺 知 咸 以 如 實 智 相 應 不 相 違 背 從 今 去 已 盡 未 
X88n1646_020:0218a22	來際。令菩提心相續不斷。所作利益常得現前。供養	來 際 令 菩 提 心 相續不斷 所 作 利 益 常 得 現 前 供 養 
X88n1646_020:0218a23	諸佛利樂眾生。眾生成佛盡。然後成正覺。虗空有盡。	諸 佛 利 樂 眾 生 眾 生 成 佛 盡 然 後 成 正 覺 虗 空 有 盡 
X88n1646_020:0218a24	我願無窮。法界有邊。願心無極。病起由秘書監出知	我 願 無 窮 法 界 有 邊 願 心 無 極 病 起 由 秘 書 監 出 知 
X88n1646_020:0218b01	汝州。謁廣慧禪師。問布皷當軒擊。誰是知音者。廣慧	汝 州 謁 廣 慧 禪 師 問 布 皷 當 軒 擊 誰 是 知 音 者 廣 慧 
X88n1646_020:0218b02	曰來風深辨。大年曰恁麼則禪客相逢祇彈指也。廣	曰 來 風 深 辨 大 年 曰 恁 麼 則 禪 客 相 逢 祇 彈 指 也 廣 
X88n1646_020:0218b03	慧曰君子可入。大年應諾。廣慧曰草賊大敗。夜語次。	慧 曰 君 子 可 入 大 年 應 諾 廣 慧 曰 草 賊 大 敗 夜 語 次 
X88n1646_020:0218b04	廣慧曰。公曾與何人道話來。大年曰。億曾問雲嚴諒	廣 慧 曰 公 曾 與 何 人 道 話 來 大 年 曰 億 曾 問 雲 嚴 諒 
X88n1646_020:0218b05	監寺。兩个大蟲相咬時如何。諒曰一合相。億曰我祇	監 寺 兩 个 大 蟲 相 咬 時 如 何 諒 曰 一 合 相 億 曰 我 祇 
X88n1646_020:0218b06	管看。未審得如此道否。廣慧曰。我即不然。大年曰請	管 看 未 審 得 如 此 道 否 廣 慧 曰 我 即 不 然 大 年 曰 請 
X88n1646_020:0218b07	和尚別轉一語。慧以手作拽鼻勢曰。這畜生更[跳兆+孛]跳	和 尚 別 轉 一 語 慧 以 手 作 拽 鼻 勢 曰 這 畜 生 更 [跳兆孛] 跳 
X88n1646_020:0218b08	在。大年言下脫然。有偈曰。八角磨盤空裏走。金毛獅	在 大 年 言 下 脫 然 有 偈 曰 八 角 磨 盤 空 裏 走 金 毛 獅 
X88n1646_020:0218b09	子變作狗。擬欲將身北斗藏。更須合掌南辰後。自後	子 變 作 狗 擬 欲 將 身 北 斗 藏 更 須 合 掌 南 辰 後 自 後 
X88n1646_020:0218b10	與廣慧遊從日密。遂嗣其法。甞致書李維勉曰。自遇	與 廣 慧 遊 從 日 密 遂 嗣 其 法 甞 致 書 李 維 勉 曰 自 遇 
X88n1646_020:0218b11	廣慧師。請扣無方。蒙滯頓釋。半歲之後曠然弗疑。如	廣 慧 師 請 扣 無 方 蒙 滯 頓 釋 半 歲 之 後 曠 然 弗 疑 如 
X88n1646_020:0218b12	忘忽記。如夢忽覺。平昔礙膺之物爆然自落。積劫未	忘 忽 記 如 夢 忽 覺 平 昔 礙 膺 之 物 爆 然 自 落 積 劫 未 
X88n1646_020:0218b13	明之事廓然現前。繼紹之緣其在是矣。天禧四年為	明 之 事 廓 然 現 前 繼 紹 之 緣 其 在 是 矣 天 禧 四 年 為 
X88n1646_020:0218b14	翰林學士。代宼凖奏請太子監國。斥丁謂姦邪。謂聞	翰 林 學 士 代 宼 凖 奏 請 太 子 監 國 斥 丁 謂 姦 邪 謂 聞 
X88n1646_020:0218b15	而深恨之。是歲微疾。環禪師往視之。大年曰。億四大	而 深 恨 之 是 歲 微 疾 環 禪 師 往 視 之 大 年 曰 億 四 大 
X88n1646_020:0218b16	將離。大師如何相救。環槌胸三下。大年曰賴遇作家。	將 離 大 師 如 何 相 救 環 槌 胸 三 下 大 年 曰 賴 遇 作 家 
X88n1646_020:0218b17	環曰。幾年學佛法。俗氣猶未除。大年曰禍不單行。環	環 曰 幾 年 學 佛 法 俗 氣 猶 未 除 大 年 曰 禍 不 單 行 環 
X88n1646_020:0218b18	作噓噓聲。大年書偈遺李都尉曰。漚生與漚滅。二法	作 噓 噓 聲 大 年 書 偈 遺 李 都 尉 曰 漚 生 與 漚 滅 二 法 
X88n1646_020:0218b19	本來齊。欲識真歸處。趙州東院西。都尉得偈曰。泰山	本 來 齊 欲 識 真 歸 處 趙 州 東 院 西 都 尉 得 偈 曰 泰 山 
X88n1646_020:0218b20	廟裏賣紙錢。即往詣之。而大年逝矣。年四十七。諡曰	廟 裏 賣 紙 錢 即 往 詣 之 而 大 年 逝 矣 年 四 十 七 諡 曰 
X88n1646_020:0218b21	文(武夷集．五燈會元．宋史)。	文 武 夷 集 五 燈 會 元 宋 史 
X88n1646_020:0218b22	李公武名遵勗。上黨人也。舉進士。尚萬壽長公主為	李 公 武 名 遵 勗 上 黨 人 也 舉 進 士 尚 萬 壽 長 公 主 為 
X88n1646_020:0218b23	駙馬都尉。累官至鎮國軍節度使。性尚朴素。有節概。	駙 馬 都 尉 累 官 至 鎮 國 軍 節 度 使 性 尚 朴 素 有 節 概 
X88n1646_020:0218b24	天聖間請太后歸政天子。論者韙之。居常探索宗要	天 聖 間 請 太 后 歸 政 天 子 論 者 韙 之 居 常 探 索 宗 要 
X88n1646_020:0218c01	無間寒暑。得心法於谷隱禪師。甞作偈云。學道須是	無 間 寒 暑 得 心 法 於 谷 隱 禪 師 甞 作 偈 云 學 道 須 是 
X88n1646_020:0218c02	鐵漢。著手心頭便判。直趨無上菩提。一切是非莫管。	鐵 漢 著 手 心 頭 便 判 直 趨 無上菩提 一 切 是 非 莫 管 
X88n1646_020:0218c03	公武不樂仕宦。請援唐韋嗣立故事退處山林。不許。	公 武 不 樂 仕 宦 請 援 唐 韋 嗣 立 故 事 退 處 山 林 不 許 
X88n1646_020:0218c04	與楊大年及慈明禪師為法門好友。大年卒。為制服。	與 楊 大 年 及 慈 明 禪 師 為 法 門 好 友 大 年 卒 為 制 服 
X88n1646_020:0218c05	將卒之年。遣使邀慈明於唐明。既至月餘而公武得	將 卒 之 年 遣 使 邀 慈 明 於 唐 明 既 至 月 餘 而 公 武 得 
X88n1646_020:0218c06	疾。臨終畫一圓相作偈曰。世界無依。山河匪礙。大海	疾 臨 終 畫 一 圓 相 作 偈 曰 世 界 無 依 山 河 匪 礙 大 海 
X88n1646_020:0218c07	微塵。須彌納芥。拈起幞頭。解下腰帶。若覓死生。問取	微 塵 須 彌 納 芥 拈 起 幞 頭 解 下 腰 帶 若 覓 死 生 問 取 
X88n1646_020:0218c08	皮袋。慈明問曰如何是本來佛性。公武曰今日熱如	皮 袋 慈 明 問 曰 如 何 是 本 來 佛 性 公 武 曰 今 日 熱 如 
X88n1646_020:0218c09	昨日。隨問曰臨行一句作麼生。慈明曰。本來無罣礙。	昨 日 隨 問 曰 臨 行 一 句 作 麼 生 慈 明 曰 本 來 無 罣 礙 
X88n1646_020:0218c10	隨處任方圓。公武曰。晚來倦甚。更不答話。遂泊然而	隨 處 任 方 圓 公 武 曰 晚 來 倦 甚 更 不 答 話 遂 泊 然 而 
X88n1646_020:0218c11	逝。仲子端愿。官大尉。亦篤志祖道。築室後圃。邀達觀	逝 仲 子 端 愿 官 大 尉 亦 篤 志 祖 道 築 室 後 圃 邀 達 觀 
X88n1646_020:0218c12	禪師處之。朝夕咨參。至忘寢食。一日問達觀曰。天堂	禪 師 處 之 朝 夕 咨 參 至 忘 寢 食 一 日 問 達 觀 曰 天 堂 
X88n1646_020:0218c13	地獄畢竟是有是無。達觀曰。諸佛向無中說有。眼見	地 獄 畢 竟 是 有 是 無 達 觀 曰 諸 佛 向 無 中 說 有 眼 見 
X88n1646_020:0218c14	空花。太尉就有裏尋無。手撈水月。堪笑眼前見牢獄	空 花 太 尉 就 有 裏 尋 無 手 撈 水 月 堪 笑 眼 前 見 牢 獄 
X88n1646_020:0218c15	不避。心外聞天堂欲生。殊不知忻怖在心。善惡成境。	不 避 心 外 聞 天 堂 欲 生 殊 不 知 忻 怖 在 心 善 惡 成 境 
X88n1646_020:0218c16	太尉但了自心。自然無惑。曰心如何了。達觀曰善惡	太 尉 但 了 自 心 自 然 無 惑 曰 心 如 何 了 達 觀 曰 善 惡 
X88n1646_020:0218c17	都莫思量。曰不思量後心歸何所。達觀曰且請太尉	都 莫 思 量 曰 不 思 量 後 心 歸 何 所 達 觀 曰 且 請 太 尉 
X88n1646_020:0218c18	歸宅。曰祇如人死後心歸何所。達觀曰未知生焉知	歸 宅 曰 祇 如 人 死 後 心 歸 何 所 達 觀 曰 未 知 生 焉 知 
X88n1646_020:0218c19	死。曰生則已知。達觀曰生從何來。端愿擬對。達觀揕	死 曰 生 則 已 知 達 觀 曰 生 從 何 來 端 愿 擬 對 達 觀 揕 
X88n1646_020:0218c20	其胸曰。祇在這裏。思量則甚。端愿曰。會也。只知貪程	其 胸 曰 祇 在 這 裏 思 量 則 甚 端 愿 曰 會 也 只 知 貪 程 
X88n1646_020:0218c21	不覺蹉路。達觀拓開曰百年一夢。端愿說偈曰。三十	不 覺 蹉 路 達 觀 拓 開 曰 百 年 一 夢 端 愿 說 偈 曰 三 十 
X88n1646_020:0218c22	八歲。懵然無知。及其有知。何異無知。滔滔汴水。隱隱	八 歲 懵 然 無 知 及 其 有 知 何 異 無 知 滔 滔 汴 水 隱 隱 
X88n1646_020:0218c23	隋堤。師其歸矣。箭浪東馳。端愿立朝有直節。以太子	隋 堤 師 其 歸 矣 箭 浪 東 馳 端 愿 立 朝 有 直 節 以 太 子 
X88n1646_020:0218c24	太保致仕終(五燈會元．宋史)。	太 保 致 仕 終 五 燈 會 元 宋 史 
X88n1646_020:0219a01	知歸子曰。楊李二公不捨塵勞頓明本有。遂超然於	知 歸 子 曰 楊 李 二 公 不 捨 塵 勞 頓 明 本 有 遂 超 然 於 
X88n1646_020:0219a02	生死之際。偉哉。初機學人往往厭動求靜。靜不可得。	生 死 之 際 偉 哉 初 機 學 人 往 往 厭 動 求 靜 靜 不 可 得 
X88n1646_020:0219a03	煩惱攻中。業繫日強。妄希解脫。難矣。即奈何不取鏡	煩 惱 攻 中 業 繫 日 強 妄 希 解 脫 難 矣 即 奈 何 不 取 鏡 
X88n1646_020:0219a04	於二公也。	於 二 公 也 
X88n1646_020:0219a05	汪大紳曰。廣慧．達觀皆得臨濟機用。所以能了當	汪 大 紳 曰 廣 慧 達 觀 皆 得 臨 濟 機 用 所 以 能 了 當 
X88n1646_020:0219a06	人大事。近來知解之流。祇向人如何若何怎麼怎	人 大 事 近 來 知 解 之 流 祇 向 人 如 何 若 何 怎 麼 怎 
X88n1646_020:0219a07	麼。弄得人[跳兆+孛]跳者只管[跳兆+孛]跳去。貪程者只管貪程	麼 弄 得 人 [跳兆孛]跳者只管[跳兆孛] 跳 去 貪 程 者 只 管 貪 程 
X88n1646_021:0219a12	居士傳二十一	居 士 傳 二 十 一 
X88n1646_021:0219a14	晁王文富張趙傳	晁 王 文 富 張 趙 傳 
X88n1646_021:0219a15	晁明遠名迥。世為清豐人。父儉。徙家彭門。明遠幼能	晁 明 遠 名 迥 世 為 清 豐 人 父 儉 徙 家 彭 門 明 遠 幼 能 
X88n1646_021:0219a16	文。太平興國五年登進士第。至道末官翰林學士。性	文 太 平 興 國 五 年 登 進 士 第 至 道 末 官 翰 林 學 士 性 
X88n1646_021:0219a17	樂易淳固。服道甚篤。歷官臨事未甞挾情害人。真宗	樂 易 淳 固 服 道 甚 篤 歷 官 臨 事 未 甞 挾 情 害 人 真 宗 
X88n1646_021:0219a18	數稱為長者。初受學於劉海蟾。得煉形服氣之術。後	數 稱 為 長 者 初 受 學 於 劉 海 蟾 得 煉 形 服 氣 之 術 後 
X88n1646_021:0219a19	學釋氏。以止觀為宗。在禁苑中與同僚偶坐。有汲水	學 釋 氏 以 止 觀 為 宗 在 禁 苑 中 與 同 僚 偶 坐 有 汲 水 
X88n1646_021:0219a20	者趨而過。語同僚曰。觀空純熟。目無全人。所著書有	者 趨 而 過 語 同 僚 曰 觀 空 純 熟 目 無 全 人 所 著 書 有 
X88n1646_021:0219a21	道院別集。多發明空理。其一云。人生世間。其夢無數。	道 院 別 集 多 發 明 空 理 其 一 云 人 生 世 間 其 夢 無 數 
X88n1646_021:0219a22	無數之夢。一一稱我。一一之我。豈非空乎。歷劫之中。	無 數 之 夢 一 一 稱 我 一 一 之 我 豈 非 空 乎 歷 劫 之 中 
X88n1646_021:0219a23	其身無數。無數之身。一一稱我。一一之我。又非空乎。	其 身 無 數 無 數 之 身 一 一 稱 我 一 一 之 我 又 非 空 乎 
X88n1646_021:0219a24	夢既是空。身亦如夢。何以迷著。念念爭空。又云。人生	夢 既 是 空 身 亦 如 夢 何 以 迷 著 念 念 爭 空 又 云 人 生 
X88n1646_021:0219b01	有身。而後有名。人人各以身名自執。為我己之身名。	有 身 而 後 有 名 人 人 各 以 身 名 自 執 為 我 己 之 身 名 
X88n1646_021:0219b02	自無始來。生化出沒亦已無數。不知定以何時何處	自 無 始 來 生 化 出 沒 亦 已 無 數 不 知 定 以 何 時 何 處 
X88n1646_021:0219b03	之身執為我耶。定以何時何處之名垂之不朽耶。靜	之 身 執 為 我 耶 定 以 何 時 何 處 之 名 垂 之 不 朽 耶 靜 
X88n1646_021:0219b04	思好身後名者不亦悠悠哉。又作七審。一一切妄念	思 好 身 後 名 者 不 亦 悠 悠 哉 又 作 七 審 一 一 切 妄 念 
X88n1646_021:0219b05	能息否。二一切外緣稍簡省否。三一切觸境能不動	能 息 否 二 一 切 外 緣 稍 簡 省 否 三 一 切 觸 境 能 不 動 
X88n1646_021:0219b06	否。四一切語言能慎密否。五一切黑白滅分別否。六	否 四 一 切 語 言 能 慎 密 否 五 一 切 黑 白 滅 分 別 否 六 
X88n1646_021:0219b07	夢想之間不顛倒否。七方寸之中得恬愉否。書之座	夢 想 之 間 不 顛 倒 否 七 方 寸 之 中 得 恬 愉 否 書 之 座 
X88n1646_021:0219b08	右。終身自考以驗道力。仁宗即位。以太子少保致仕。	右 終 身 自 考 以 驗 道 力 仁 宗 即 位 以 太 子 少 保 致 仕 
X88n1646_021:0219b09	居昭德坊。里名其堂曰凝寂。時習安坐。鞭心入理。晝	居 昭 德 坊 里 名 其 堂 曰 凝 寂 時 習 安 坐 鞭 心 入 理 晝 
X88n1646_021:0219b10	課心經。夜則數息。戒家人無輙有請。其夫人密覘之。	課 心 經 夜 則 數 息 戒 家 人 無 輙 有 請 其 夫 人 密 覘 之 
X88n1646_021:0219b11	見其瞑目端坐。鬚髮搖風。凝然如木偶。一夕夢遊西	見 其 瞑 目 端 坐 鬚 髮 搖 風 凝 然 如 木 偶 一 夕 夢 遊 西 
X88n1646_021:0219b12	北方國。入大山洞中。群僧列而誦經。明遠合掌禮之。	北 方 國 入 大 山 洞 中 群 僧 列 而 誦 經 明 遠 合 掌 禮 之 
X88n1646_021:0219b13	顧見一道士向明遠作禮。趨而避之。居一月卒。年八	顧 見 一 道 士 向 明 遠 作 禮 趨 而 避 之 居 一 月 卒 年 八 
X88n1646_021:0219b14	十四。諡文元。其後李昌齡紀明遠事。謂其前生實淨	十 四 諡 文 元 其 後 李 昌 齡 紀 明 遠 事 謂 其 前 生 實 淨 
X88n1646_021:0219b15	居天主云(東都事略．道院錄．法藏碎金．文元逸事)。	居 天 主 云 東 都 事 略 道 院 錄 法 藏 碎 金 文 元 逸 事 
X88n1646_021:0219b16	王子正名隨。河陽人。登進士甲科。歷知州郡。其為政	王 子 正 名 隨 河 陽 人 登 進 士 甲 科 歷 知 州 郡 其 為 政 
X88n1646_021:0219b17	外嚴而內寬。居常慕裴公美之為人。以御史中丞出	外 嚴 而 內 寬 居 常 慕 裴 公 美 之 為 人 以 御 史 中 丞 出 
X88n1646_021:0219b18	鎮錢塘。往興教寺謁小壽禪師。機語契合。自是踐履	鎮 錢 塘 往 興 教 寺 謁 小 壽 禪 師 機 語 契 合 自 是 踐 履 
X88n1646_021:0219b19	日深竟明大法。時長水法師子璿疏首楞嚴經既成。	日 深 竟 明 大 法 時 長 水 法 師 子 璿 疏 首 楞 嚴 經 既 成 
X88n1646_021:0219b20	屬子正為之序。序曰。大佛頂義密因了義首楞嚴經	屬 子 正 為 之 序 序 曰 大 佛 頂 義 密 因 了 義 首 楞 嚴 經 
X88n1646_021:0219b21	者。乃竺乾之洪範。法苑之寶典也。昔能仁以出震五	者 乃 竺 乾 之 洪 範 法 苑 之 寶 典 也 昔 能 仁 以 出 震 五 
X88n1646_021:0219b22	天。獨尊三界。舍金輪而啟物。現玉毫而應世。觀四生	天 獨 尊 三 界 舍 金 輪 而 啟 物 現 玉 毫 而 應 世 觀 四 生 
