X16n0311_001:0373a04	 引　〔龍其〕	 引 龍 其 
X16n0311_002:0385b17	三昧時。忽然憶佛真實性身。清淨無相猶如虗空。	三 昧 時 忽 然 憶 佛 真 實 性 身 清 淨 無 相 猶 如 虗 空 
X16n0311_002:0385b18	唯是第一義諦。無有世諦境界。離生離滅。無作無	唯 是 第一義諦 無 有 世 諦 境 界 離 生 離 滅 無 作 無 
X16n0311_002:0385b19	為。非來非去。不減不增。作是念時。善心開發。入定	為 非 來 非 去 不 減 不 增 作 是 念 時 善 心 開 發 入 定 
X16n0311_002:0385b20	安樂。通達無量法門。現起無邊佛境。或於定中。見	安 樂 通 達 無 量 法 門 現 起 無 邊 佛 境 或 於 定 中 見 
X16n0311_002:0385b21	佛以微妙法身具諸相好。即便覺悟。遠離常無常。	佛 以 微 妙 法 身 具 諸 相 好 即 便 覺 悟 遠 離 常 無 常 
X16n0311_002:0385b22	而現常無常。唯識云。法身五法為性。非淨法界獨	而 現 常 無 常 唯 識 云 法 身 五 法 為 性 非 淨 法 界 獨 
X16n0311_002:0385b23	名法身。如是悟時。開發實智三昧現前。或於夢中。	名 法 身 如 是 悟 時 開 發 實 智 三 昧 現 前 或 於 夢 中 
X16n0311_002:0385b24	見佛以諸法如義而為其身。即便覺悟。以真如為	見 佛 以 諸 法 如 義 而 為 其 身 即 便 覺 悟 以 真 如 為 
X16n0311_002:0385c01	佛。無境不是佛。大品云。諸法如實相。諸法如實即	佛 無 境 不 是 佛 大 品 云 諸 法如實相 諸 法 如 實 即 
X16n0311_002:0385c02	是佛。離是之外。更無別佛。如是悟時。清淨六根法	是 佛 離 是 之 外 更 無 別 佛 如 是 悟 時 清 淨 六 根 法 
X16n0311_002:0385c03	性現前。四念十佛善根發相者。於禪觀中。忽然憶	性 現 前 四 念 十 佛 善 根 發 相 者 於 禪 觀 中 忽 然 憶 
X16n0311_002:0385c04	佛法界身雲。依正圓融。真應無礙。一多即入。大小	佛 法 界 身 雲 依 正 圓 融 真 應 無 礙 一 多 即 入 大 小 
X16n0311_002:0385c05	隱顯。亦理亦事。亦人亦法。亦此亦彼。亦因亦果。亦	隱 顯 亦 理 亦 事 亦 人 亦 法 亦 此 亦 彼 亦 因 亦 果 亦 
X16n0311_002:0385c06	九界亦佛界。亦三身亦十身。作是念時。開發無盡	九 界 亦 佛 界 亦 三 身 亦 十 身 作 是 念 時 開 發 無 盡 
X16n0311_002:0385c07	善心。出生無盡三昧。滅重重煩惱。顯重重法性。或	善 心 出 生 無 盡 三 昧 滅 重 重 煩 惱 顯 重 重 法 性 或 
X16n0311_002:0385c08	於定中。見無障礙佛剎剎塵塵現身說法。即便證	於 定 中 見 無 障 礙 佛 剎 剎 塵 塵 現 身 說 法 即 便 證 
X16n0311_002:0385c09	知德雲一念佛門出生二十一門。如是知後。發普	知 德 雲 一 念 佛 門 出 生 二 十 一 門 如 是 知 後 發 普 
X16n0311_002:0385c10	賢願。行普賢行。或於夢中。見無盡身佛說法利生。	賢 願 行 普 賢 行 或 於 夢 中 見 無 盡 身 佛 說 法 利 生 
X16n0311_002:0385c11	即便悟入威光念佛三昧。統攝無盡三昧。如是悟	即 便 悟 入 威 光 念佛三昧 統 攝 無 盡 三 昧 如 是 悟 
X16n0311_002:0385c12	後。發遮那智。成遮那境。以上善根皆由過去今生	後 發 遮 那 智 成 遮 那 境 以 上 善 根 皆 由 過 去 今 生 
X16n0311_002:0385c13	念佛習報相也。(見諸相好。悉屬報因相現。發諸善心。皆是習因善發)二者三	念 佛 習 報 相 也 見 諸 相 好 悉 屬 報 因 相 現 發 諸 善 心 皆 是 習 因 善 發 二 者 三 
X16n0311_002:0385c14	昧中若有業障發相。則知過去不種善根。何為障	昧 中 若 有 業 障 發 相 則 知 過 去 不 種 善 根 何 為 障 
X16n0311_002:0385c15	發。亦開四種。一者昏沉暗蔽業障發相。謂念佛時。	發 亦 開 四 種 一 者 昏 沉 暗 蔽 業 障 發 相 謂 念 佛 時 
X16n0311_002:0385c16	即便昏睡沉暗瞪矒。無所記別。令諸禪觀不得開	即 便 昏 睡 沉 暗 瞪 矒 無 所 記 別 令 諸 禪 觀 不 得 開 
X16n0311_002:0385c17	發。二者妄念散亂業障發相。欲修觀時。雖不昏沉。	發 二 者 妄 念 散 亂 業 障 發 相 欲 修 觀 時 雖 不 昏 沉 
X16n0311_002:0385c18	而生邪想。欲作四重五逆十惡毀戒等事。展轉生	而 生 邪 想 欲 作 四 重 五 逆 十 惡 毀 戒 等 事 展 轉 生 
X16n0311_002:0385c19	續。無時暫停。因是三昧不得現前。三者惡境逼迫	續 無 時 暫 停 因 是 三 昧 不 得 現 前 三 者 惡 境 逼 迫 
X16n0311_002:0385c20	業障發相。將入定時。雖無妄念。而有惡境。或見焚	業 障 發 相 將 入 定 時 雖 無 妄 念 而 有 惡 境 或 見 焚 
X16n0311_002:0385c21	溺。或聞震擊。或無頭手。或墮山海。如是逼迫令其	溺 或 聞 震 擊 或 無 頭 手 或 墮 山 海 如 是 逼 迫 令 其 
X16n0311_002:0385c22	驚怖。所發道心障礙不起。四者病事苦惱業障發	驚 怖 所 發 道 心 障 礙 不 起 四 者 病 事 苦 惱 業 障 發 
X16n0311_002:0385c23	相。當念佛時。雖無上境。而身忽然生諸疾病。苦惱	相 當 念 佛 時 雖 無 上 境 而 身 忽 然 生 諸 疾 病 苦 惱 
X16n0311_002:0385c24	百端。或為世間種種事務牽連不斷。因是無生不	百 端 或 為 世 間 種 種 事 務 牽 連 不 斷 因 是 無 生 不 
X16n0311_002:0386a01	能證入。以上業障。皆由過去不善報因相也。因此	能 證 入 以 上 業 障 皆 由 過 去 不 善 報 因 相 也 因 此 
X16n0311_002:0386a02	善惡二法發相。即驗自己根性是善是惡。亦知自	善 惡 二 法 發 相 即 驗 自 己 根 性 是 善 是 惡 亦 知 自 
X16n0311_002:0386a03	己在前生時。種善不種善。作惡不作惡。如是見已。	己 在 前 生 時 種 善 不 種 善 作 惡 不 作 惡 如 是 見 已 
X16n0311_002:0386a04	善者增修令其圓滿。惡者對治令其除滅。云何治	善 者 增 修 令 其 圓 滿 惡 者 對 治 令 其 除 滅 云 何 治 
X16n0311_002:0386a05	滅。亦開四門。一治滅昏沉障。應教念化佛三十二	滅 亦 開 四 門 一 治 滅 昏 沉 障 應 教 念 化 佛 三 十 二 
X16n0311_002:0386a06	相中隨取一相。或取白毫相閉目而觀。若心暗鈍	相 中 隨 取 一 相 或 取 白 毫 相 閉 目 而 觀 若 心 暗 鈍 
X16n0311_002:0386a07	懸想不成。當對一尊端嚴佛相。緣之入觀。若不明	懸 想 不 成 當 對 一 尊 端 嚴 佛 相 緣 之 入 觀 若 不 明 
X16n0311_002:0386a08	了。即開眼觀。復更閉目。如是想時。心眼開豁。即破	了 即 開 眼 觀 復 更 閉 目 如 是 想 時 心 眼 開 豁 即 破 
X16n0311_002:0386a09	此障。無復沉睡。二治滅妄念障。應教念報佛所有	此 障 無 復 沉 睡 二 治 滅 妄 念 障 應 教 念 報 佛 所 有 
X16n0311_002:0386a10	十力。四無所畏。十八不共。三昧解脫。一切種智。不	十 力 四無所畏 十八不共 三 昧 解 脫 一切種智 不 
X16n0311_002:0386a11	可思議無量功德。普現色身利益。一切神通變化。	可 思 議 無量功德 普 現 色 身 利 益 一 切 神通變化 
X16n0311_002:0386a12	摧伏魔外。如是念佛善法功德。一切邪惡心心數	摧 伏 魔 外 如 是 念 佛 善 法 功 德 一 切 邪 惡 心 心 數 
X16n0311_002:0386a13	法自然銷滅。三治滅惡境障。應教念法佛。法佛者。	法 自 然 銷 滅 三 治 滅 惡 境 障 應 教 念 法 佛 法 佛 者 
X16n0311_002:0386a14	即是平等法性。空寂無為。無有形相。既無形相。焉	即 是 平等法性 空 寂 無 為 無 有 形 相 既 無 形 相 焉 
X16n0311_002:0386a15	有境界逼迫。境界空故。即是治滅此障。四治滅病	有 境 界 逼 迫 境 界 空 故 即 是 治 滅 此 障 四 治 滅 病 
X16n0311_002:0386a16	事障。應教念十佛。緣佛菩提威勢力持本願功德。	事 障 應 教 念 十 佛 緣 佛 菩 提 威 勢 力 持 本 願 功 德 
X16n0311_002:0386a17	不為世間事務牽纏。緣佛福德相好莊嚴意生身相。	不 為 世 間 事 務 牽 纏 緣 佛 福 德 相好莊嚴 意 生 身 相 
X16n0311_002:0386a18	不為一切病苦所惱。念佛法身猶如虗空。隨其智	不 為 一 切 病 苦 所 惱 念 佛 法 身 猶 如 虗 空 隨 其 智 
X16n0311_002:0386a19	力。應化一切。非如眾生煩惱陰身。八苦交煎。世事	力 應 化 一 切 非 如 眾 生 煩 惱 陰 身 八 苦 交 煎 世 事 
X16n0311_002:0386a20	纏縛。如蠶作繭。無出頭日。如是念時。此障即滅。故	纏 縛 如 蠶 作 繭 無 出 頭 日 如 是 念 時 此 障 即 滅 故 
X16n0311_002:0386a21	知存心念佛。廣大功德無有不成。深重業障無有	知 存 心 念 佛 廣 大 功 德 無 有 不 成 深 重 業 障 無 有 
X16n0311_002:0386a22	不滅也。問。念佛佛現。亦有魔否。念佛所發善根。亦	不 滅 也 問 念 佛 佛 現 亦 有 魔 否 念 佛 所 發 善 根 亦 
X16n0311_002:0386a23	有魔作否耶。答。佛有神通力威德力本願力。大光	有 魔 作 否 耶 答 佛 有 神 通 力 威 德 力 本 願 力 大 光 
X16n0311_002:0386a24	明中必無魔事。或有宿障深厚。及不善用心。容有	明 中 必 無 魔 事 或 有 宿 障 深 厚 及 不 善 用 心 容 有 
X16n0311_002:0386b01	魔起。須當辨識。經論開二。一所現相好不與經合	魔 起 須 當 辨 識 經 論 開 二 一 所 現 相 好 不 與 經 合 
X16n0311_002:0386b02	者。是為魔事。二不與本所修行合者。是為魔事。至	者 是 為 魔 事 二 不 與 本 所 修 行 合 者 是 為 魔 事 至 
X16n0311_002:0386b03	於善根發相。是魔作非魔作。亦有二辨。一約心境	於 善 根 發 相 是 魔 作 非 魔 作 亦 有 二 辨 一 約 心 境 
X16n0311_002:0386b04	久速。謂此見佛聞法等事若是善根發者。則報因	久 速 謂 此 見佛聞法 等 事 若 是 善 根 發 者 則 報 因 
X16n0311_002:0386b05	境相暫現便謝。習因善心相續不斷。若是魔所作	境 相 暫 現 便 謝 習 因 善 心 相續不斷 若 是 魔 所 作 
X16n0311_002:0386b06	者。則報因境相久久不滅。或謝去更來擾亂。習因	者 則 報 因 境 相 久 久 不 滅 或 謝 去 更 來 擾 亂 習 因 
X16n0311_002:0386b07	善心暫發還滅。或倐爾變成惡念。二約煩惱輕重。	善 心 暫 發 還 滅 或 倐 爾 變 成 惡 念 二 約 煩 惱 輕 重 
X16n0311_002:0386b08	謂見善相發時。能令心識動亂。煩惱增重。眾多妨	謂 見 善 相 發 時 能 令 心 識 動 亂 煩 惱 增 重 眾 多 妨 
X16n0311_002:0386b09	礙。不利定心。悉屬魔作。若見善相現已。雖未證禪	礙 不 利 定 心 悉 屬 魔 作 若 見 善 相 現 已 雖 未 證 禪 
X16n0311_002:0386b10	定。而身心明淨。善念開發。煩惱輕微。或三昧開通。	定 而 身 心 明 淨 善 念 開 發 煩 惱 輕 微 或 三 昧 開 通 
X16n0311_002:0386b11	身心快樂。內外安隱。氣色光潤。煩惱寂寂。功德巍	身 心 快 樂 內 外 安 隱 氣 色 光 潤 煩 惱 寂 寂 功 德 巍 
X16n0311_002:0386b12	巍。此為善發相也。若邪正未了。應當用二法以對	巍 此 為 善 發 相 也 若 邪 正 未 了 應 當 用 二 法 以 對 
X16n0311_002:0386b13	治之。一者止法。謂深入三昧。一心念佛。於所現相。	治 之 一 者 止 法 謂 深 入 三 昧 一 心 念 佛 於 所 現 相 
X16n0311_002:0386b14	悉知虗誑。但平心住定。不取不捨。如是息心寂然。	悉 知 虗 誑 但 平 心 住 定 不 取 不 捨 如 是 息 心 寂 然 
X16n0311_002:0386b15	不起分別時。若是聖境。則定力逾深。善相如法。若	不起分別 時 若 是 聖 境 則 定 力 逾 深 善 相 如 法 若 
X16n0311_002:0386b16	是魔境現相。不久自壞。縱發亦不如法。二者觀法。	是 魔 境 現 相 不 久 自 壞 縱 發 亦 不 如 法 二 者 觀 法 
X16n0311_002:0386b17	謂觀真空法界。念虗空法佛。推撿現相。不見生處。	謂 觀 真 空 法 界 念 虗 空 法 佛 推 撿 現 相 不 見 生 處 
X16n0311_002:0386b18	相空寂故心念亦寂。知魔界如即佛界如。離真如	相 空 寂 故 心 念 亦 寂 知 魔 界 如 即 佛 界 如 離 真 如 
X16n0311_002:0386b19	外無一法相。如是觀念。佛法自當現前。魔境自然	外 無 一 法 相 如 是 觀 念 佛 法 自 當 現 前 魔 境 自 然 
X16n0311_002:0386b20	消滅。然念佛遇魔亦萬中一也。良由修淨業人具	消 滅 然 念 佛 遇 魔 亦 萬 中 一 也 良 由 修 淨 業 人 具 
X16n0311_002:0386b21	三種力。一者念力。二者本有佛性力。三者佛攝取	三 種 力 一 者 念 力 二 者 本 有 佛 性 力 三 者 佛 攝 取 
X16n0311_002:0386b22	力。云何邪魔得便擾害。故稱揚諸佛功德經云。若	力 云 何 邪 魔 得 便 擾 害 故 稱 揚 諸 佛 功 德 經 云 若 
X16n0311_002:0386b23	有得聞彌陀名者。阿彌陀佛。住其人前。魔不能壞	有 得 聞 彌 陀 名 者 阿 彌 陀 佛 住 其 人 前 魔 不 能 壞 
X16n0311_002:0386b24	彼正覺心。是故但當一心念佛。莫疑慮也。而云必	彼 正 覺 心 是 故 但 當 一 心 念 佛 莫 疑 慮 也 而 云 必 
X16n0311_002:0386c01	定下。釋疑難也。妨曰。如來者。無所從來。亦無所去。	定 下 釋 疑 難 也 妨 曰 如 來 者 無所從來 亦 無 所 去 
X16n0311_002:0386c02	云何有佛現在前耶。故此通云。有二意故。佛必定	云 何 有 佛 現 在 前 耶 故 此 通 云 有 二 意 故 佛 必 定 
X16n0311_002:0386c03	見。一約他佛。謂法身真佛。本無生滅。從真起應。不	見 一 約 他 佛 謂 法 身 真 佛 本 無 生 滅 從 真 起 應 不 
X16n0311_002:0386c04	妨來去。是故心淨佛現。心垢佛滅。其猶水澄月來。	妨 來 去 是 故 心 淨 佛 現 心 垢 佛 滅 其 猶 水 澄 月 來 
X16n0311_002:0386c05	水濁月亡也。二約自佛。謂本覺心佛。本無來去。依	水 濁 月 亡 也 二 約 自 佛 謂 本 覺 心 佛 本 無 來 去 依 
X16n0311_002:0386c06	覺不覺。不妨出沒。是故。心迷佛隱。心悟佛顯。其猶	覺 不 覺 不 妨 出 沒 是 故 心 迷 佛 隱 心 悟 佛 顯 其 猶 
X16n0311_002:0386c07	鏡塵光暗。鏡潔光明也。此中下。亦釋疑也。妨曰。上	鏡 塵 光 暗 鏡 潔 光 明 也 此 中 下 亦 釋 疑 也 妨 曰 上 
X16n0311_002:0386c08	二喻中。俱含如來念眾生意。云何合內無佛念耶。	二 喻 中 俱 含 如 來 念 眾 生 意 云 何 合 內 無 佛 念 耶 
X16n0311_002:0386c09	故此通云。眾生無有信願故。此再三觀勉。佛念眾	故 此 通 云 眾 生 無 有 信 願 故 此 再 三 觀 勉 佛 念 眾 
X16n0311_002:0386c10	生。乃佛自願。何待言也。△後證果二。初法說。	生 乃 佛 自 願 何 待 言 也 後 證 果 二 初 法 說 
X16n0311_002:0386c11	去佛不遠。不假方便。自得心開。	去 佛 不 遠 不 假 方 便 自 得 心 開 
X16n0311_002:0386c12	【疏】初一句躡前修因說也。次二句正明證果相也。	 疏 初 一 句 躡 前 修 因 說 也 次 二 句 正 明 證 果 相 也 
X16n0311_002:0386c13	不遠者。現前見中。事念見他佛。則先色身相佛。後	不 遠 者 現 前 見 中 事 念 見 他 佛 則 先 色 身 相 佛 後 
X16n0311_002:0386c14	法身真佛。理念見自佛。則先分證覺佛。後究竟覺	法 身 真 佛 理 念 見 自 佛 則 先 分 證 覺 佛 後 究 竟 覺 
X16n0311_002:0386c15	佛。當來見中。事念見他佛。則先化身佛。後報身佛。	佛 當 來 見 中 事 念 見 他 佛 則 先 化 身 佛 後 報 身 佛 
X16n0311_002:0386c16	理念見自佛。則先本覺佛。後妙覺佛。故云去佛不	理 念 見 自 佛 則 先 本 覺 佛 後 妙 覺 佛 故 云 去 佛 不 
X16n0311_002:0386c17	遠。不假方便者。約事則念佛法門即勝異方便。何	遠 不 假 方 便 者 約 事 則 念 佛 法 門 即 勝 異 方 便 何 
X16n0311_002:0386c18	假餘方便門以助顯我本性也。約理則念佛即是	假 餘 方 便 門 以 助 顯 我 本 性 也 約 理 則 念 佛 即 是 
X16n0311_002:0386c19	念心。心佛無差。自他不二。豈離唯心自佛而假心	念 心 心 佛 無 差 自 他 不 二 豈 離 唯 心 自 佛 而 假 心 
X16n0311_002:0386c20	外他佛作方便耶。自得心開者。以念佛心。入佛知	外 他 佛 作 方 便 耶 自 得 心 開 者 以 念 佛 心 入 佛 知 
X16n0311_002:0386c21	覺。圓滿菩提。歸無所得。約事則佛果成證。約理則	覺 圓 滿 菩 提 歸 無 所 得 約 事 則 佛 果 成 證 約 理 則 
X16n0311_002:0386c22	覺體圓顯。所得但得見彌陀。何愁不開悟是也。	覺 體 圓 顯 所 得 但 得 見 彌 陀 何 愁 不 開 悟 是 也 
X16n0311_002:0386c23	【鈔】初一句下略提。不遠下詳釋。現前等者。難曰。上	 鈔 初 一 句 下 略 提 不 遠 下 詳 釋 現 前 等 者 難 曰 上 
X16n0311_002:0386c24	既見佛。今何又云去不遠耶。故此釋云。上之見佛	既 見 佛 今 何 又 云 去 不 遠 耶 故 此 釋 云 上 之 見 佛 
X16n0311_002:0387a01	乃是色分化本。此之去佛。即是法究報妙。故不相	乃 是 色 分 化 本 此 之 去 佛 即 是 法 究 報 妙 故 不 相 
X16n0311_002:0387a02	違。亦可由見佛故。眾生與佛同在一處。猶如形影。	違 亦 可 由 見 佛 故 眾 生 與 佛 同 在 一 處 猶 如 形 影 
