T48n2003_001:0139a03	碧巖錄序	碧 巖 錄 序 
T48n2003_002:0159a26	道。是什麼物得恁麼奇怪。若也識得。不消一	道 是 什 麼 物 得 恁 麼 奇 怪 若 也 識 得 不 消 一 
T48n2003_002:0159a27	揑。若識不得。礙塞殺人。俱胝和尚。乃婺州	揑 若 識 不 得 礙 塞 殺 人 俱 胝 和 尚 乃 婺 州 
T48n2003_002:0159a28	金華人。初住庵時。有一尼名實際。到庵直入。	金 華 人 初 住 庵 時 有 一 尼 名 實 際 到 庵 直 入 
T48n2003_002:0159a29	更不下笠。持錫遶禪床三匝云。道得即下笠。	更 不 下 笠 持 錫 遶 禪 床 三 匝 云 道 得 即 下 笠 
T48n2003_002:0159b01	如是三問。俱胝無對。尼便去。俱胝曰。天勢稍	如 是 三 問 俱 胝 無 對 尼 便 去 俱 胝 曰 天 勢 稍 
T48n2003_002:0159b02	晚。且留一宿。尼曰道得即宿。胝又無對。尼便	晚 且 留 一 宿 尼 曰 道 得 即 宿 胝 又 無 對 尼 便 
T48n2003_002:0159b03	行。胝嘆曰。我雖處丈夫之形。而無丈夫之氣。	行 胝 嘆 曰 我 雖 處 丈 夫 之 形 而 無 丈 夫 之 氣 
T48n2003_002:0159b04	遂發憤要明此事。擬棄庵往諸方參請。打疊	遂 發 憤 要 明 此 事 擬 棄 庵 往 諸 方 參 請 打 疊 
T48n2003_002:0159b05	行脚。其夜山神告曰。不須離此。來日有肉	行 脚 其 夜 山 神 告 曰 不 須 離 此 來 日 有 肉 
T48n2003_002:0159b06	身菩薩。來為和尚說法。不須去。果是次日。天	身 菩 薩 來 為 和 尚 說 法 不 須 去 果 是 次 日 天 
T48n2003_002:0159b07	龍和尚到庵。胝乃迎禮。具陳前事。天龍只竪	龍 和 尚 到 庵 胝 乃 迎 禮 具 陳 前 事 天 龍 只 竪 
T48n2003_002:0159b08	一指而示之。俱胝忽然大悟。是他當時鄭重	一 指 而 示 之 俱 胝 忽 然 大 悟 是 他 當 時 鄭 重 
T48n2003_002:0159b09	專注。所以桶底易脫。後來凡有所問。只竪一	專 注 所 以 桶 底 易 脫 後 來 凡 有 所 問 只 竪 一 
T48n2003_002:0159b10	指。長慶道。美食不中飽人喫。玄沙道。我當時	指 長 慶 道 美 食 不 中 飽 人 喫 玄 沙 道 我 當 時 
T48n2003_002:0159b11	若見。拗折指頭。玄覺云。玄沙恁麼道。意作麼	若 見 拗 折 指 頭 玄 覺 云 玄 沙 恁 麼 道 意 作 麼 
T48n2003_002:0159b12	生。雲居錫云。只如玄沙恁麼道。是肯伊。是不	生 雲 居 錫 云 只 如 玄 沙 恁 麼 道 是 肯 伊 是 不 
T48n2003_002:0159b13	肯伊。若肯伊。何言拗折指頭。若不肯伊。俱胝	肯 伊 若 肯 伊 何 言 拗 折 指 頭 若 不 肯 伊 俱 胝 
T48n2003_002:0159b14	過在什麼處。先曹山云。俱胝承當處莽鹵。只	過 在 什 麼 處 先 曹 山 云 俱 胝 承 當 處 莽 鹵 只 
T48n2003_002:0159b15	認得一機一境。一等是拍手撫掌。見他西	認 得 一 機 一 境 一 等 是 拍 手 撫 掌 見 他 西 
T48n2003_002:0159b16	園奇怪。玄覺又云。且道俱胝還悟也未。為什	園 奇 怪 玄 覺 又 云 且 道 俱 胝 還 悟 也 未 為 什 
T48n2003_002:0159b17	麼承當處莽鹵。若是不悟。又道平生。只用一	麼 承 當 處 莽 鹵 若 是 不 悟 又 道 平 生 只 用 一 
T48n2003_002:0159b18	指頭禪不盡。且道曹山意在什麼處。當時俱	指 頭 禪 不 盡 且 道 曹 山 意 在 什 麼 處 當 時 俱 
T48n2003_002:0159b19	胝實然不會。及乎到他悟後凡有所問。只竪	胝 實 然 不 會 及 乎 到 他 悟 後 凡 有 所 問 只 竪 
T48n2003_002:0159b20	一指。因什麼。千人萬人。羅籠不住。撲他不	一 指 因 什 麼 千 人 萬 人 羅 籠 不 住 撲 他 不 
T48n2003_002:0159b21	破。爾若用作指頭會。決定不見古人意。這般	破 爾 若 用 作 指 頭 會 決 定 不 見 古 人 意 這 般 
T48n2003_002:0159b22	禪易參。只是難會。如今人纔問著。也竪指竪	禪 易 參 只 是 難 會 如 今 人 纔 問 著 也 竪 指 竪 
T48n2003_002:0159b23	拳。只是弄精魂。也須是徹骨徹髓。見透始得。	拳 只 是 弄 精 魂 也 須 是 徹 骨 徹 髓 見 透 始 得 
T48n2003_002:0159b24	俱胝庵中有一童子。於外被人詰曰。和尚尋	俱 胝 庵 中 有 一 童 子 於 外 被 人 詰 曰 和 尚 尋 
T48n2003_002:0159b25	常以何法示人。童子竪起指頭。歸而舉似師。	常 以 何 法 示 人 童 子 竪 起 指 頭 歸 而 舉 似 師 
T48n2003_002:0159b26	俱胝以刀斷其指。童子叫喚走出。俱胝召一	俱 胝 以 刀 斷 其 指 童 子 叫 喚 走 出 俱 胝 召 一 
T48n2003_002:0159b27	聲。童子回首。俱胝却竪起指頭。童子豁然領	聲 童 子 回 首 俱 胝 却 竪 起 指 頭 童 子 豁 然 領 
T48n2003_002:0159b28	解。且道見箇什麼道理。及至遷化。謂眾曰。吾	解 且 道 見 箇 什 麼 道 理 及 至 遷 化 謂 眾 曰 吾 
T48n2003_002:0159b29	得天龍一指頭禪。平生用不盡。要會麼。竪起	得 天 龍 一 指 頭 禪 平 生 用 不 盡 要 會 麼 竪 起 
T48n2003_002:0159c01	指頭便脫去後來明招獨眼龍問國泰深師叔	指 頭 便 脫 去 後 來 明 招 獨 眼 龍 問 國 泰 深 師 叔 
T48n2003_002:0159c02	云。古人道。俱胝只念三行呪。便得名超一切	云 古 人 道 俱 胝 只 念 三 行 呪 便 得 名 超 一 切 
T48n2003_002:0159c03	人。作麼生與他拈却三行呪。深亦竪起一指	人 作 麼 生 與 他 拈 却 三 行 呪 深 亦 竪 起 一 指 
T48n2003_002:0159c04	頭。招云。不因今日。爭識得這瓜州客。且道。	頭 招 云 不 因 今 日 爭 識 得 這 瓜 州 客 且 道 
T48n2003_002:0159c05	意作麼生。祕魔平生。只用一杈。打地和尚凡	意 作 麼 生 祕 魔 平 生 只 用 一 杈 打 地 和 尚 凡 
T48n2003_002:0159c06	有所問。只打地一下。後被人藏却他棒。却問	有 所 問 只 打 地 一 下 後 被 人 藏 却 他 棒 却 問 
T48n2003_002:0159c07	如何是佛。他只張口。亦是一生用不盡。無業	如 何 是 佛 他 只 張 口 亦 是 一 生 用 不 盡 無 業 
T48n2003_002:0159c08	云。祖師觀此土有大乘根器。唯單傳心印。指	云 祖 師 觀 此 土 有 大 乘 根 器 唯 單 傳 心 印 指 
T48n2003_002:0159c09	示迷塗。得之者不揀愚之與智。凡之與聖且	示 迷 塗 得 之 者 不 揀 愚 之 與 智 凡 之 與 聖 且 
T48n2003_002:0159c10	多虛不如少實。大丈夫漢。即今直下休歇去。	多 虛 不 如 少 實 大 丈 夫 漢 即 今 直 下 休 歇 去 
T48n2003_002:0159c11	頓息萬緣去。超生死流。逈出常格。縱有眷屬	頓 息 萬 緣 去 超 生 死 流 逈 出 常 格 縱 有 眷 屬 
T48n2003_002:0159c12	莊嚴。不求自得。無業一生凡有所問。只道莫	莊 嚴 不 求 自 得 無 業 一 生 凡 有 所 問 只 道 莫 
T48n2003_002:0159c13	妄想。所以道。一處透。千處萬處一時透。一機	妄 想 所 以 道 一 處 透 千 處 萬 處 一 時 透 一 機 
T48n2003_002:0159c14	明。千機萬機一時明。如今人總不恁麼。只管	明 千 機 萬 機 一 時 明 如 今 人 總 不 恁 麼 只 管 
T48n2003_002:0159c15	恣意情解。不會他古人省要處。他豈不是無	恣 意 情 解 不 會 他 古 人 省 要 處 他 豈 不 是 無 
T48n2003_002:0159c16	機關轉換處。為什麼只用一指頭。須知俱胝	機 關 轉 換 處 為 什 麼 只 用 一 指 頭 須 知 俱 胝 
T48n2003_002:0159c17	到這裏。有深密為人處。要會得省力麼。還他	到 這 裏 有 深 密 為 人 處 要 會 得 省 力 麼 還 他 
T48n2003_002:0159c18	圓明道寒則普天普地寒。熱則普天普地熱。	圓 明 道 寒 則 普 天 普 地 寒 熱 則 普 天 普 地 熱 
T48n2003_002:0159c19	山河大地。通上孤危。萬象森羅。徹下嶮峻什	山 河 大 地 通 上 孤 危 萬 象 森 羅 徹 下 嶮 峻 什 
T48n2003_002:0159c20	麼處得一指頭禪來。	麼 處 得 一 指 頭 禪 來 
T48n2003_002:0159c21	對揚深愛老俱胝(癩兒牽伴。同道方知。不免是一機一境)　宇宙	對 揚 深 愛 老 俱 胝 癩 兒 牽 伴 同 道 方 知 不 免 是 一 機 一 境 宇 宙 
T48n2003_002:0159c22	空來更有誰(兩箇三箇。更有一箇。也須打殺)　　曾向滄溟下浮	空 來 更 有 誰 兩 箇 三 箇 更 有 一 箇 也 須 打 殺 曾 向 滄 溟 下 浮 
T48n2003_002:0159c23	木(全是這箇。是則是。太孤峻生。破草鞋有什麼用處)　　夜濤相共接盲龜	木 全 是 這 箇 是 則 是 太 孤 峻 生 破 草 鞋 有 什 麼 用 處 夜 濤 相 共 接 盲 龜 
T48n2003_002:0159c24	(撈天摸地。有什麼了期。接得堪作何用。據令而行。趕向無佛世界。接得闍黎。一箇瞎漢)	 撈 天 摸 地 有 什 麼 了 期 接 得 堪 作 何 用 據 令 而 行 趕 向 無 佛 世 界 接 得 闍 黎 一 箇 瞎 漢 
T48n2003_002:0159c25	雪竇會四六文章。七通八達。凡是誵訛奇特	雪 竇 會 四 六 文 章 七 通 八 達 凡 是 誵 訛 奇 特 
T48n2003_002:0159c26	公案。偏愛去頌。對揚深愛老俱胝。宇宙空來	公 案 偏 愛 去 頌 對 揚 深 愛 老 俱 胝 宇 宙 空 來 
T48n2003_002:0159c27	更有誰。今時學者。抑揚古人。或賓或主。一問	更 有 誰 今 時 學 者 抑 揚 古 人 或 賓 或 主 一 問 
T48n2003_002:0159c28	一答。當面提持。有如此為人處。所以道。對揚	一 答 當 面 提 持 有 如 此 為 人 處 所 以 道 對 揚 
T48n2003_002:0160a01	深愛老俱胝。且道雪竇愛他作什麼。自天地	深 愛 老 俱 胝 且 道 雪 竇 愛 他 作 什 麼 自 天 地 
T48n2003_002:0160a02	開闢以來。更有誰人。只是老俱胝一箇。若	開 闢 以 來 更 有 誰 人 只 是 老 俱 胝 一 箇 若 
T48n2003_002:0160a03	是別人須參雜。唯是俱胝老。只用一指頭。直	是 別 人 須 參 雜 唯 是 俱 胝 老 只 用 一 指 頭 直 
T48n2003_002:0160a04	至老死。時人多邪解道。山河大地也空。人也	至 老 死 時 人 多 邪 解 道 山 河 大 地 也 空 人 也 
T48n2003_002:0160a05	空。法也空。直饒宇宙一時空來。只是俱胝老	空 法 也 空 直 饒 宇 宙 一 時 空 來 只 是 俱 胝 老 
T48n2003_002:0160a06	一箇。且得沒交涉。曾向滄溟下浮木。如今謂	一 箇 且 得 沒 交 涉 曾 向 滄 溟 下 浮 木 如 今 謂 
T48n2003_002:0160a07	之生死海。眾生在業海之中。頭出頭沒。不明	之 生 死 海 眾 生 在 業 海 之 中 頭 出 頭 沒 不 明 
T48n2003_002:0160a08	自己。無有出期。俱胝老垂慈接物。於生死海	自 己 無 有 出 期 俱 胝 老 垂 慈 接 物 於 生 死 海 
T48n2003_002:0160a09	中。用一指頭接人。似下浮木接盲龜相似。令	中 用 一 指 頭 接 人 似 下 浮 木 接 盲 龜 相 似 令 
T48n2003_002:0160a10	諸眾生得到彼岸。夜濤相共接盲龜。法華經	諸 眾 生 得 到 彼 岸 夜 濤 相 共 接 盲 龜 法 華 經 
T48n2003_002:0160a11	云。如一眼之龜。值浮木孔。無沒溺之患。大善	云 如 一 眼 之 龜 值 浮 木 孔 無 沒 溺 之 患 大 善 
T48n2003_002:0160a12	知識接得一箇如龍似虎底漢。教他向有佛	知 識 接 得 一 箇 如 龍 似 虎 底 漢 教 他 向 有 佛 
T48n2003_002:0160a13	世界。互為賓主。無佛世界坐斷要津。接得箇	世 界 互 為 賓 主 無 佛 世 界 坐 斷 要 津 接 得 箇 
T48n2003_002:0160a14	盲龜。堪作何用。	盲 龜 堪 作 何 用 
T48n2003_002:0160a15	垂示云。堆山積嶽。撞牆磕壁。佇思停機。一場	垂 示 云 堆 山 積 嶽 撞 牆 磕 壁 佇 思 停 機 一 場 
T48n2003_002:0160a16	苦屈。或有箇漢出來掀翻大海。踢倒須彌。喝	苦 屈 或 有 箇 漢 出 來 掀 翻 大 海 踢 倒 須 彌 喝 
T48n2003_002:0160a17	散白雲。打破虛空。直下向一機一境。坐斷	散 白 雲 打 破 虛 空 直 下 向 一 機 一 境 坐 斷 
T48n2003_002:0160a18	天下人舌頭。無爾近傍處。且道從上來。是什	天 下 人 舌 頭 無 爾 近 傍 處 且 道 從 上 來 是 什 
T48n2003_002:0160a19	麼人曾恁麼。試舉看。	麼 人 曾 恁 麼 試 舉 看 
T48n2003_002:0160a20	【二〇】舉。龍牙問翠微。如何是祖師西來意(諸方舊話。	 二 〇 舉 龍 牙 問 翠 微 如 何 是 祖 師 西 來 意 諸 方 舊 話 
T48n2003_002:0160a21	也要勘過)微云。與我過禪板來(用禪板作什麼。洎合放過。噞)牙過	也 要 勘 過 微 云 與 我 過 禪 板 來 用 禪 板 作 什 麼 洎 合 放 過 噞 牙 過 
T48n2003_002:0160a22	禪板與翠微(也是把不住。駕與青龍不解騎。可惜許。當面不承當)。微接	禪 板 與 翠 微 也 是 把 不 住 駕 與 青 龍 不 解 騎 可 惜 許 當 面 不 承 當 微 接 
T48n2003_002:0160a23	得便打(着。打得箇死漢濟甚事。也落在第二頭了也)牙云。打即任	得 便 打 着 打 得 箇 死 漢 濟 甚 事 也 落 在 第 二 頭 了 也 牙 云 打 即 任 
T48n2003_002:0160a24	打。要且無祖師西來意(這漢話在第二頭。賊過後張弓)牙	打 要 且 無 祖 師 西 來 意 這 漢 話 在 第 二 頭 賊 過 後 張 弓 牙 
T48n2003_002:0160a25	又問臨濟。如何是祖師西來意(諸方舊公案。再問將來。不	又 問 臨 濟 如 何 是 祖 師 西 來 意 諸 方 舊 公 案 再 問 將 來 不 
T48n2003_002:0160a26	直半文錢)濟云。與我過蒲團來(曹溪波浪如相似。無限平人被陸沈。一狀領	直 半 文 錢 濟 云 與 我 過 蒲 團 來 曹 溪 波 浪 如 相 似 無 限 平 人 被 陸 沈 一 狀 領 
T48n2003_002:0160a27	過。一坑埋却)牙取蒲團過與臨濟(依前把不住。依前不伶俐。依俙越國。	過 一 坑 埋 却 牙 取 蒲 團 過 與 臨 濟 依 前 把 不 住 依 前 不 伶 俐 依 俙 越 國 
T48n2003_002:0160a28	髣髴揚州)濟接得便打(著。可惜打這般死漢。一模脫出)牙云。打即	髣 髴 揚 州 濟 接 得 便 打 著 可 惜 打 這 般 死 漢 一 模 脫 出 牙 云 打 即 
T48n2003_002:0160b01	任打。要且無祖師西來意(灼然在鬼窟裏作活計。將謂得便宜。	任 打 要 且 無 祖 師 西 來 意 灼 然 在 鬼 窟 裏 作 活 計 將 謂 得 便 宜 
T48n2003_002:0160b02	賊過後張弓)。	賊 過 後 張 弓 
T48n2003_002:0160b03	翠巖芝和尚云。當時如是。今時衲子。皮下還	翠 巖 芝 和 尚 云 當 時 如 是 今 時 衲 子 皮 下 還 
T48n2003_002:0160b04	有血麼。溈山喆云。翠微臨濟。可謂本分宗師。	有 血 麼 溈 山 喆 云 翠 微 臨 濟 可 謂 本 分 宗 師 
T48n2003_002:0160b05	龍牙一等是撥草瞻風。不妨與後人作龜鑑。	龍 牙 一 等 是 撥 草 瞻 風 不 妨 與 後 人 作 龜 鑑 
T48n2003_002:0160b06	住院後有僧問。和尚當時還肯二尊宿麼。牙	住 院 後 有 僧 問 和 尚 當 時 還 肯 二 尊 宿 麼 牙 
T48n2003_002:0160b07	云。肯即肯。只是無祖師西來意。龍牙瞻前顧	云 肯 即 肯 只 是 無 祖 師 西 來 意 龍 牙 瞻 前 顧 
T48n2003_002:0160b08	後。應病與藥。大溈則不然。待伊問和尚當時	後 應 病 與 藥 大 溈 則 不 然 待 伊 問 和 尚 當 時 
T48n2003_002:0160b09	還肯二尊宿麼。明不明。劈脊便打。非惟扶竪	還 肯 二 尊 宿 麼 明 不 明 劈 脊 便 打 非 惟 扶 竪 
T48n2003_002:0160b10	翠微臨濟。亦不辜負來問。石門聰云。龍牙無	翠 微 臨 濟 亦 不 辜 負 來 問 石 門 聰 云 龍 牙 無 
T48n2003_002:0160b11	人拶著。猶可。被箇衲子挨著。失却一隻眼。雪	人 拶 著 猶 可 被 箇 衲 子 挨 著 失 却 一 隻 眼 雪 
T48n2003_002:0160b12	竇云。臨濟翠微。只解把住不解放開。我當	竇 云 臨 濟 翠 微 只 解 把 住 不 解 放 開 我 當 
T48n2003_002:0160b13	時如作龍牙。待伊索蒲團禪板。拈起劈面便	時 如 作 龍 牙 待 伊 索 蒲 團 禪 板 拈 起 劈 面 便 
T48n2003_002:0160b14	擲。五祖戒云。和尚得恁麼面長。或云。祖師土	擲 五 祖 戒 云 和 尚 得 恁 麼 面 長 或 云 祖 師 土 
T48n2003_002:0160b15	宿臨頭。黃龍新云。龍牙驅耕夫之牛。奪飢人	宿 臨 頭 黃 龍 新 云 龍 牙 驅 耕 夫 之 牛 奪 飢 人 
T48n2003_002:0160b16	之食。既明則明矣。因什麼却無祖師西來意。	之 食 既 明 則 明 矣 因 什 麼 却 無 祖 師 西 來 意 
T48n2003_002:0160b17	會麼。棒頭有眼明如日。要識真金火裏看。	會 麼 棒 頭 有 眼 明 如 日 要 識 真 金 火 裏 看 
T48n2003_002:0160b18	大凡激揚要妙。提唱宗乘。向第一機下明得。	大 凡 激 揚 要 妙 提 唱 宗 乘 向 第 一 機 下 明 得 
T48n2003_002:0160b19	可以坐斷天下人舌頭。儻或躊躇落在第二。	可 以 坐 斷 天 下 人 舌 頭 儻 或 躊 躇 落 在 第 二 
T48n2003_002:0160b20	這二老漢。雖然打風打雨。驚天動地。要且	這 二 老 漢 雖 然 打 風 打 雨 驚 天 動 地 要 且 
T48n2003_002:0160b21	不曾打著箇明眼漢。古人參禪多少辛苦。立	不 曾 打 著 箇 明 眼 漢 古 人 參 禪 多 少 辛 苦 立 
T48n2003_002:0160b22	大丈夫志氣。經歷山川。參見尊宿。龍牙先	大 丈 夫 志 氣 經 歷 山 川 參 見 尊 宿 龍 牙 先 
T48n2003_002:0160b23	參翠微臨濟。後參德山。遂問學人仗鏌鎁劍。	參 翠 微 臨 濟 後 參 德 山 遂 問 學 人 仗 鏌 鎁 劍 
T48n2003_002:0160b24	擬取師頭時如何。德山引頸云。[囗@力]。牙云。師頭	擬 取 師 頭 時 如 何 德 山 引 頸 云 [囗力] 牙 云 師 頭 
T48n2003_002:0160b25	落也。山微笑便休去。次到洞山。洞山問。近離	落 也 山 微 笑 便 休 去 次 到 洞 山 洞 山 問 近 離 
T48n2003_002:0160b26	甚處。牙云。德山來。洞山云。德山有何言句。	甚 處 牙 云 德 山 來 洞 山 云 德 山 有 何 言 句 
T48n2003_002:0160b27	牙遂舉前話。洞山云。他道什麼。牙云。他無	牙 遂 舉 前 話 洞 山 云 他 道 什 麼 牙 云 他 無 
T48n2003_002:0160b28	語。洞山云。莫道無語。且試將德山落底頭呈	語 洞 山 云 莫 道 無 語 且 試 將 德 山 落 底 頭 呈 
T48n2003_002:0160b29	似老僧看。牙於此有省。遂焚香遙望德山禮	似 老 僧 看 牙 於 此 有 省 遂 焚 香 遙 望 德 山 禮 
T48n2003_002:0160c01	拜懺悔。德山聞云。洞山老漢不識好惡。這漢	拜 懺 悔 德 山 聞 云 洞 山 老 漢 不 識 好 惡 這 漢 
T48n2003_002:0160c02	死來多少時。救得有什麼用處。從他擔老僧	死 來 多 少 時 救 得 有 什 麼 用 處 從 他 擔 老 僧 
T48n2003_002:0160c03	頭遶天下走。龍牙根性聰敏。擔一肚皮禪。行	頭 遶 天 下 走 龍 牙 根 性 聰 敏 擔 一 肚 皮 禪 行 
