X88n1645_001:0107a03	 六道集敘	 六 道 集 敘 
X88n1645_001:0115c18	師報將盡。無煩醫藥。問曰。定報何日。答云。何須道時。	師 報 將 盡 無 煩 醫 藥 問 曰 定 報 何 日 答 云 何 須 道 時 
X88n1645_001:0115c19	但知師不久盡。生第四天彌勒佛所。問曰。同伴是誰。	但 知 師 不 久 盡 生 第 四 天 彌 勒 佛 所 問 曰 同 伴 是 誰 
X88n1645_001:0115c20	答曰。弟子第三兄張璵。通敏超悟。信重釋宗。撰祇洹	答 曰 弟 子 第 三 兄 張 璵 通 敏 超 悟 信 重 釋 宗 撰 祇 洹 
X88n1645_001:0115c21	圖經。百有餘卷。烈峙天宮。無聞地府。師承此告。及踊	圖 經 百 有 餘 卷 烈 峙 天 宮 無 聞 地 府 師 承 此 告 及 踊 
X88n1645_001:0115c22	思尋請述之。用開道俗。又一天來至師所。致敬申禮。	思 尋 請 述 之 用 開 道 俗 又 一 天 來 至 師 所 致 敬 申 禮 
X88n1645_001:0115c23	具敘暄凉。師問曰。檀越何處。姓字誰耶。答曰。弟子姓	具 敘 暄 凉 師 問 曰 檀 越 何 處 姓 字 誰 耶 答 曰 弟 子 姓 
X88n1645_001:0115c24	王名璠。是大吳之蘭臺臣。今是南方天王韋將軍下	王 名 璠 是 大 吳 之 蘭 臺 臣 今 是 南 方 天 王 韋 將 軍 下 
X88n1645_001:0116a01	之使者。將軍事務極多。擁護三洲之佛法。有鬬諍凌	之 使 者 將 軍 事 務 極 多 擁 護 三 洲 之 佛 法 有 鬬 諍 凌 
X88n1645_001:0116a02	危之事。無不躬往和喻令解。今附和南。不久當至。復	危 之 事 無 不 躬 往 和 喻 令 解 今 附 和 南 不 久 當 至 復 
X88n1645_001:0116a03	有一天來云。姓羅氏。是蜀人也。言作蜀音。廣說律相。	有 一 天 來 云 姓 羅 氏 是 蜀 人 也 言 作 蜀 音 廣 說 律 相 
X88n1645_001:0116a04	初相見時。如俗禮儀。敘述緣由。多有次第。又有一天	初 相 見 時 如 俗 禮 儀 敘 述 緣 由 多 有 次 第 又 有 一 天 
X88n1645_001:0116a05	姓費氏。禮敬如前。云。弟子迦葉佛時。生在初天。在韋	姓 費 氏 禮 敬 如 前 云 弟 子 迦 葉 佛 時 生 在 初 天 在 韋 
X88n1645_001:0116a06	將軍下。諸天貪欲所醉。弟子以宿願力。不交天欲。清	將 軍 下 諸 天 貪 欲 所 醉 弟 子 以 宿 願 力 不 交 天 欲 清 
X88n1645_001:0116a07	淨梵行。偏敬毗尼。韋將軍。童真梵行。不受天欲。一王	淨 梵 行 偏 敬 毗 尼 韋 將 軍 童 真 梵 行 不 受 天 欲 一 王 
X88n1645_001:0116a08	之下。有八將軍。四王三十二將。周四天下。往還護助。	之 下 有 八 將 軍 四 王 三 十 二 將 周 四 天 下 往 還 護 助 
X88n1645_001:0116a09	諸出家人。四天下中。北天一洲少有佛法。餘三天下。	諸 出 家 人 四 天 下 中 北 天 一 洲 少 有 佛 法 餘 三 天 下 
X88n1645_001:0116a10	佛法大弘。然人多犯戒。少有如法。東西天下。人少黠	佛 法 大 弘 然 人 多 犯 戒 少 有 如 法 東 西 天 下 人 少 黠 
X88n1645_001:0116a11	慧。煩惱難化。南方一洲。雖多犯罪。化令從善。心易調	慧 煩 惱 難 化 南 方 一 洲 雖 多 犯 罪 化 令 從 善 心 易 調 
X88n1645_001:0116a12	伏。佛臨涅槃。親受付囑。並令守護。不使魔嬈。若不守	伏 佛 臨 涅 槃 親 受 付 囑 並 令 守 護 不 使 魔 嬈 若 不 守 
X88n1645_001:0116a13	護如是破戒。誰有行我之法教者。故佛垂誡。不敢不	護 如 是 破 戒 誰 有 行 我 之 法 教 者 故 佛 垂 誡 不 敢 不 
X88n1645_001:0116a14	遵。雖見毀禁。愍而護之。見行一善。萬過不究。事等忘	遵 雖 見 毀 禁 愍 而 護 之 見 行 一 善 萬 過 不 究 事 等 忘 
X88n1645_001:0116a15	瑕。不存往失。且人中臭氣上薰空界。四十萬里。諸天	瑕 不 存 往 失 且 人 中 臭 氣 上 薰 空 界 四 十 萬 里 諸 天 
X88n1645_001:0116a16	清淨。無不厭之。但以受佛付囑。令護佛法。與人同止。	清 淨 無 不 厭 之 但 以 受 佛 付 囑 令 護 佛 法 與 人 同 止 
X88n1645_001:0116a17	諸天不敢不來。韋將軍三十二將之中。最存弘護。多	諸 天 不 敢 不 來 韋 將 軍 三 十 二 將 之 中 最 存 弘 護 多 
X88n1645_001:0116a18	有魔子魔女。輕弄比丘。道力微者。並為惑亂。將軍棲	有 魔 子 魔 女 輕 弄 比 丘 道 力 微 者 並 為 惑 亂 將 軍 棲 
X88n1645_001:0116a19	遑奔至。應機除剪。故有事至。須往四王所。時王見皆	遑 奔 至 應 機 除 剪 故 有 事 至 須 往 四 王 所 時 王 見 皆 
X88n1645_001:0116a20	起。謂韋將軍。修童真行。護正法故。弟子性樂戒律。如	起 謂 韋 將 軍 修 童 真 行 護 正 法 故 弟 子 性 樂 戒 律 如 
X88n1645_001:0116a21	來一代所制毗尼。並在座中。聽受戒法。問云。益州成	來 一 代 所 制 毗 尼 並 在 座 中 聽 受 戒 法 問 云 益 州 成 
X88n1645_001:0116a22	都。多寶石佛者。何代時像。從地涌出。答曰。蜀都元基	都 多 寶 石 佛 者 何 代 時 像 從地涌出 答 曰 蜀 都 元 基 
X88n1645_001:0116a23	青城山上。今之成都。大海之地。昔迦葉佛時。有人於	青 城 山 上 今 之 成 都 大 海 之 地 昔 迦 葉 佛 時 有 人 於 
X88n1645_001:0116a24	西耳河造之。擬多寶佛全身相也。其地西北。去雟州	西 耳 河 造 之 擬 多 寶 佛 全 身 相 也 其 地 西 北 去 雟 州 
X88n1645_001:0116b01	二千餘里。問去天竺非遠。往往有至彼者。至晉時。有	二 千 餘 里 問 去 天 竺 非 遠 往 往 有 至 彼 者 至 晉 時 有 
X88n1645_001:0116b02	僧於此地。見土墳。隨出隨除。終不可平。後見坼開。乃	僧 於 此 地 見 土 墳 隨 出 隨 除 終 不 可 平 後 見 坼 開 乃 
X88n1645_001:0116b03	深掘丈餘。獲像及人骨。在船。其髏骨肘脛。悉皆麤大。	深 掘 丈 餘 獲 像 及 人 骨 在 船 其 髏 骨 肘 脛 悉 皆 麤 大 
X88n1645_001:0116b04	數倍過於今人。即迦葉佛時。閻浮提人壽二萬歲時	數 倍 過 於 今 人 即 迦 葉 佛 時 閻 浮 提 人 壽 二 萬 歲 時 
X88n1645_001:0116b05	也。今時劫減。命促。人小。固不常然。不可怪也。初出之	也 今 時 劫 減 命 促 人 小 固 不 常 然 不 可 怪 也 初 出 之 
X88n1645_001:0116b06	時。牽曳難得。弟子化為老人。指撝方便須臾。至周滅	時 牽 曳 難 得 弟 子 化 為 老 人 指 撝 方 便 須 臾 至 周 滅 
X88n1645_001:0116b07	法暫隱。到隋重興。更復出之。蜀人但知其靈。從地而	法 暫 隱 到 隋 重 興 更 復 出 之 蜀 人 但 知 其 靈 從 地 而 
X88n1645_001:0116b08	出。亦不測其根源。見其華趺。有多寶字。因遂名焉。又	出 亦 不 測 其 根 源 見 其 華 趺 有 多 寶 字 因 遂 名 焉 又 
X88n1645_001:0116b09	問。多寶字。其隷書。出於亡秦之代。如何迦葉佛時。已	問 多 寶 字 其 隷 書 出 於 亡 秦 之 代 如 何 迦 葉 佛 時 已 
X88n1645_001:0116b10	有此國書耶。答曰。亡秦李斯隷書。此乃近代。遠承隸	有 此 國 書 耶 答 曰 亡 秦 李 斯 隷 書 此 乃 近 代 遠 承 隸 
X88n1645_001:0116b11	書之興。興於古佛之世。現今南洲四面。千有餘洲。莊	書 之 興 興 於 古 佛 之 世 現 今 南 洲 四 面 千 有 餘 洲 莊 
X88n1645_001:0116b12	嚴閻浮一方。百有餘國。文字言音。同今唐國。但以海	嚴 閻 浮 一 方 百 有 餘 國 文 字 言 音 同 今 唐 國 但 以 海 
X88n1645_001:0116b13	路遼遠。動數十萬里。重譯莫傳。故使此方封守株柱。	路 遼 遠 動 數 十 萬 里 重 譯 莫 傳 故 使 此 方 封 守 株 柱 
X88n1645_001:0116b14	不足怪也。師不聞乎。梁顧野王大學之太傅也。周訪	不 足 怪 也 師 不 聞 乎 梁 顧 野 王 大 學 之 太 傅 也 周 訪 
X88n1645_001:0116b15	字源。出沒不定。故玉篇序云。有開春申君墓。得其銘	字 源 出 沒 不 定 故 玉 篇 序 云 有 開 春 申 君 墓 得 其 銘 
X88n1645_001:0116b16	文。皆是隷字。檢春申。是周武六國同時隸文。則非吞	文 皆 是 隷 字 檢 春 申 是 周 武 六 國 同 時 隸 文 則 非 吞 
X88n1645_001:0116b17	併之日也。此國篆隷諸書。尚有茫昧。寧知迦葉佛時	併 之 日 也 此 國 篆 隷 諸 書 尚 有 茫 昧 寧 知 迦 葉 佛 時 
X88n1645_001:0116b18	之事。史非其耳目之所聞見也。又問。今西京城西。高	之 事 史 非 其 耳 目 之 所 聞 見 也 又 問 今 西 京 城 西 高 
X88n1645_001:0116b19	四土臺。俗云是蒼頡造書之臺。如何云隷書字。古時	四 土 臺 俗 云 是 蒼 頡 造 書 之 臺 如 何 云 隷 書 字 古 時 
X88n1645_001:0116b20	已有。答云。蒼頡於此臺上增土造高。觀鳥迹者。非無	已 有 答 云 蒼 頡 於 此 臺 上 增 土 造 高 觀 鳥 迹 者 非 無 
X88n1645_001:0116b21	其事。且蒼頡之傳。此土罕知其源。或云黃帝之臣。或	其 事 且 蒼 頡 之 傳 此 土 罕 知 其 源 或 云 黃 帝 之 臣 或 
X88n1645_001:0116b22	云古帝王也。鳥迹之書。時變一途。今所絕有。無益之	云 古 帝 王 也 鳥 迹 之 書 時 變 一 途 今 所 絕 有 無 益 之 
X88n1645_001:0116b23	言。不勞述也。又一天人。姓陸名玄暢。來謁律師云。弟	言 不 勞 述 也 又 一 天 人 姓 陸 名 玄 暢 來 謁 律 師 云 弟 
X88n1645_001:0116b24	子是周穆王時。生在初天。本是迦葉佛時。天為通化。	子 是 周 穆 王 時 生 在 初 天 本 是 迦 葉 佛 時 天 為 通 化 
X88n1645_001:0116c01	故周時暫現。所問高四土臺者。其本迦葉佛。於此第	故 周 時 暫 現 所 問 高 四 土 臺 者 其 本 迦 葉 佛 於 此 第 
X88n1645_001:0116c02	三會說法度人。至穆王時。文殊目連來化。穆王從之。	三 會 說 法 度 人 至 穆 王 時 文 殊 目 連 來 化 穆 王 從 之 
X88n1645_001:0116c03	即列子所謂化人者是也。化人示穆王高四臺。是迦	即 列 子 所 謂 化 人 者 是 也 化 人 示 穆 王 高 四 臺 是 迦 
X88n1645_001:0116c04	葉佛說法處。因造三會道場。至秦穆公時。扶風獲一	葉 佛 說 法 處 因 造 三 會 道 場 至 秦 穆 公 時 扶 風 獲 一 
X88n1645_001:0116c05	石佛。穆公不識。棄馬坊中。穢汙此像。護像神瞋。令公	石 佛 穆 公 不 識 棄 馬 坊 中 穢 汙 此 像 護 像 神 瞋 令 公 
X88n1645_001:0116c06	染疾。公又夢上帝極責。覺問侍臣由余。答云。臣聞周	染 疾 公 又 夢 上 帝 極 責 覺 問 侍 臣 由 余 答 云 臣 聞 周 
X88n1645_001:0116c07	穆時。有化人來此土云。是佛神。穆王信之。於終南山。	穆 時 有 化 人 來 此 土 云 是 佛 神 穆 王 信 之 於 終 南 山 
X88n1645_001:0116c08	造中天臺。高千餘尺。基址現在。又於蒼頡臺。造神廟。	造 中 天 臺 高 千 餘 尺 基 址 現 在 又 於 蒼 頡 臺 造 神 廟 
X88n1645_001:0116c09	名三會道場。公今所患。殆非佛為之耶。公聞大怖。語	名 三 會 道 場 公 今 所 患 殆 非 佛 為 之 耶 公 聞 大 怖 語 
X88n1645_001:0116c10	由余曰。吾近獲一石人。衣冠非今所製。棄之馬坊。將	由 余 曰 吾 近 獲 一 石 人 衣 冠 非 今 所 製 棄 之 馬 坊 將 
X88n1645_001:0116c11	非此是佛神耶。由余往視之。對曰。此真佛神也。公取	非 此 是 佛 神 耶 由 余 往 視 之 對 曰 此 真 佛 神 也 公 取 
X88n1645_001:0116c12	像澡浴。安清淨處。像遂放光。公又怖。謂神瞋也。宰三	像 澡 浴 安 清 淨 處 像 遂 放 光 公 又 怖 謂 神 瞋 也 宰 三 
X88n1645_001:0116c13	牲以祭之。諸善神等。擎棄遠處。公又大怖。以問由余。	牲 以 祭 之 諸 善 神 等 擎 棄 遠 處 公 又 大 怖 以 問 由 余 
X88n1645_001:0116c14	答曰。臣聞佛神清潔。不進酒肉。愛重物命。如護一子。	答 曰 臣 聞 佛 神 清 潔 不 進 酒 肉 愛 重 物 命 如 護 一 子 
X88n1645_001:0116c15	所有供養。燒香而已。所有祭祀。餅果之屬。公大悅。欲	所 有 供 養 燒 香 而 已 所 有 祭 祀 餅 果 之 屬 公 大 悅 欲 
X88n1645_001:0116c16	造佛像。絕於工人。又問由余。答曰。昔穆王造寺之側。	造 佛 像 絕 於 工 人 又 問 由 余 答 曰 昔 穆 王 造 寺 之 側 
X88n1645_001:0116c17	應有工匠。遂於高四臺南村內。得一老人。姓王名安。	應 有 工 匠 遂 於 高 四 臺 南 村 內 得 一 老 人 姓 王 名 安 
X88n1645_001:0116c18	年百八十。自云曾於三會道場。見人造之。臣今年老。	年 百 八 十 自 云 曾 於 三 會 道 場 見 人 造 之 臣 今 年 老 
X88n1645_001:0116c19	無力能作。所住村北。有兄弟四人。曾於道場內。為諸	無 力 能 作 所 住 村 北 有 兄 弟 四 人 曾 於 道 場 內 為 諸 
X88n1645_001:0116c20	匠執作。請追共造。依言作之。成一銅像。相好圓備。公	匠 執 作 請 追 共 造 依 言 作 之 成 一 銅 像 相 好 圓 備 公 
X88n1645_001:0116c21	悅。大賞賚之。彼人得財。並造功德。於土臺上造重閣。	悅 大 賞 賚 之 彼 人 得 財 並 造 功 德 於 土 臺 上 造 重 閣 
X88n1645_001:0116c22	高三百尺。時人號之高四臺。或曰高四樓。其人姓高。	高 三 百 尺 時 人 號 之 高 四 臺 或 曰 高 四 樓 其 人 姓 高 
X88n1645_001:0116c23	大者名四。或曰兄弟四人。同立故也。又問。目連舍利	大 者 名 四 或 曰 兄 弟 四 人 同 立 故 也 又 問 目 連 舍 利 
X88n1645_001:0116c24	弗。佛在已終。如何重見。答曰。同名六人。此目連。非大	弗 佛 在 已 終 如 何 重 見 答 曰 同 名 六 人 此 目 連 非 大 
X88n1645_001:0117a01	目連也。釋迦如來。度大迦葉。後十二年中。來至此臺。	目 連 也 釋 迦 如 來 度 大 迦 葉 後 十 二 年 中 來 至 此 臺 
X88n1645_001:0117a02	其下現有迦葉佛舍利。周穆身遊天竺。佛告穆王。彼	其 下 現 有 迦 葉 佛 舍 利 周 穆 身 遊 天 竺 佛 告 穆 王 彼 
X88n1645_001:0117a03	土現有古塔。可返禮事。王問何方。佛曰。在鄗京之東	土 現 有 古 塔 可 返 禮 事 王 問 何 方 佛 曰 在 鄗 京 之 東 
X88n1645_001:0117a04	南也。又問。今五臺山。中臺之東南。三十里。見有大孚	南 也 又 問 今 五 臺 山 中 臺 之 東 南 三 十 里 見 有 大 孚 
X88n1645_001:0117a05	靈鷲寺。兩堂隔澗猶存。南有華園。可二頃許。四時發	靈 鷲 寺 兩 堂 隔 澗 猶 存 南 有 華 園 可 二 頃 許 四 時 發 
X88n1645_001:0117a06	彩。或云漢明所立。或云魏孝文帝栽植。如何為實。答	彩 或 云 漢 明 所 立 或 云 魏 孝 文 帝 栽 植 如 何 為 實 答 
X88n1645_001:0117a07	云。但是二帝所作。昔周穆之時。已有佛法。此山靈異。	云 但 是 二 帝 所 作 昔 周 穆 之 時 已 有 佛 法 此 山 靈 異 
X88n1645_001:0117a08	文殊所居。周穆於中造寺供養。及阿育王亦依置塔。	文 殊 所 居 周 穆 於 中 造 寺 供 養 及 阿 育 王 亦 依 置 塔 
X88n1645_001:0117a09	漢明之初。摩騰法師。是阿羅漢。天眼亦見有塔。請帝	漢 明 之 初 摩 騰 法 師 是 阿 羅 漢 天 眼 亦 見 有 塔 請 帝 
X88n1645_001:0117a10	立寺。其山形像似靈鷲。名曰大孚。孚者信也。由帝深	立 寺 其 山 形 像 似 靈 鷲 名 曰 大 孚 孚 者 信 也 由 帝 深 
X88n1645_001:0117a11	信佛法。立寺勸人。元魏孝文。北臺不遠。常來禮謁。見	信 佛 法 立 寺 勸 人 元 魏 孝 文 北 臺 不 遠 常 來 禮 謁 見 
X88n1645_001:0117a12	人馬行迹。石上分明。其事可驗。豈惟五臺獨驗。今終	人 馬 行 迹 石 上 分 明 其 事 可 驗 豈 惟 五 臺 獨 驗 今 終 
X88n1645_001:0117a13	南山。太白。太華。五嶽名山。皆有聖人。為住持佛法。令	南 山 太 白 太 華 五 嶽 名 山 皆 有 聖 人 為 住 持 佛 法 令 
X88n1645_001:0117a14	法久住。有人設供。感赴徵應。事在別篇。不繁此述也。	法 久 住 有 人 設 供 感 赴 徵 應 事 在 別 篇 不 繁 此 述 也 
X88n1645_001:0117a15	問。羅什法師。一代所翻之經。人多偏樂。受持轉盛何	問 羅 什 法 師 一 代 所 翻 之 經 人 多 偏 樂 受 持 轉 盛 何 
X88n1645_001:0117a16	耶。答曰。其人聰明。善解大乘。以下諸人。同時翻譯者	耶 答 曰 其 人 聰 明 善 解 大 乘 以 下 諸 人 同 時 翻 譯 者 
X88n1645_001:0117a17	並儁。又一代之寶也。絕後光前。仰之所不及。故其所	並 儁 又 一 代 之 寶 也 絕 後 光 前 仰 之 所 不 及 故 其 所 
X88n1645_001:0117a18	譯。以悟達為先。得佛遺寄之意。什師德行。位在三賢。	譯 以 悟 達 為 先 得 佛 遺 寄 之 意 什 師 德 行 位 在 三 賢 
X88n1645_001:0117a19	所在通化。那煩補闕。隨機而作。故大論一部。十分略	所 在 通 化 那 煩 補 闕 隨 機 而 作 故 大 論 一 部 十 分 略 
X88n1645_001:0117a20	九。自餘經論。例此可知。冥祥感應。歷代彌新。深會聖	九 自 餘 經 論 例 此 可 知 冥 祥 感 應 歷 代 彌 新 深 會 聖 
X88n1645_001:0117a21	旨。罕逢難遇。又蒙文殊指授。令其刪定。特異恒論。又	旨 罕 逢 難 遇 又 蒙 文 殊 指 授 令 其 刪 定 特 異 恒 論 又 
X88n1645_001:0117a22	問。幽冥所感。俗中常有神去形朽。如何重來。或經七	問 幽 冥 所 感 俗 中 常 有 神 去 形 朽 如 何 重 來 或 經 七 
X88n1645_001:0117a23	日多日。如生不異。答曰。人稟七識。識各有神。心識為	日 多 日 如 生 不 異 答 曰 人 稟 七 識 識 各 有 神 心 識 為 
X88n1645_001:0117a24	主。主雖前去。餘神守護。不足怪也。如五戒中。一戒五	主 主 雖 前 去 餘 神 守 護 不 足 怪 也 如 五 戒 中 一 戒 五 
X88n1645_001:0117b01	神。五戒便有二十五神。一戒破。五神去。餘者仍在。如	神 五 戒 便 有 二 十 五 神 一 戒 破 五 神 去 餘 者 仍 在 如 
X88n1645_001:0117b02	大僧受戒。戒有二百五十。神亦戒戒之中。感得二百	大 僧 受 戒 戒 有 二百五十 神 亦 戒 戒 之 中 感 得 二 百 
X88n1645_001:0117b03	五十。防衛比丘。若毀一戒。二百五十神去。餘者恒隨。	五 十 防 衛 比 丘 若 毀 一 戒 二百五十 神 去 餘 者 恒 隨 
X88n1645_001:0117b04	於是律師。既承靈囑。扶疾筆受。隨聞隨錄。合成十卷。	於 是 律 師 既 承 靈 囑 扶 疾 筆 受 隨 聞 隨 錄 合 成 十 卷 
X88n1645_001:0117b05	律師憂報將盡。復慮天人將還。筆路蒼茫。無暇餘事。	律 師 憂 報 將 盡 復 慮 天 人 將 還 筆 路 蒼 茫 無 暇 餘 事 
X88n1645_001:0117b06	文字亦復疏略。但求聖意。不存文飾。耳目雖倦。不覺	文 字 亦 復 疏 略 但 求 聖 意 不 存 文 飾 耳 目 雖 倦 不 覺 
