X26n0574_001:0950c03	摩訶般若波羅蜜多心經	摩訶般若波羅蜜 多 心 經 
X26n0574_001:0963c01	人經云萬邪不干神明護門　能驅邪立正變死	人 經 云 萬 邪 不 干 神 明 護 門 能 驅 邪 立 正 變 死 
X26n0574_001:0963c02	人作活人改魔境為仙境頭頭示現物物全彰信	人 作 活 人 改 魔 境 為 仙 境 頭 頭 示 現 物 物 全 彰 信 
X26n0574_001:0963c03	手拈來百無妨礙此大神呪舉心動念鬼神滅爽	手 拈 來 百 無 妨 礙 此 大 神 呪 舉 心 動 念 鬼 神 滅 爽 
X26n0574_001:0963c04	返本還源外道魂驚精靈伏罔此蜜呪也　識此	返 本 還 源 外 道 魂 驚 精 靈 伏 罔 此 蜜 呪 也 識 此 
X26n0574_001:0963c05	呪麼　神通并妙用　何處不相隨。	呪 麼 神 通 并 妙 用 何 處 不 相 隨 
X26n0574_001:0963c06	　有大威神力　　伏劍邪魔息	 有 大 威 神 力 伏 劍 邪 魔 息 
X26n0574_001:0963c07	　何處不相隨　　同居人不識	 何 處 不 相 隨 同 居 人 不 識 
X26n0574_001:0963c08	是大明呪。	是 大 明 呪 
X26n0574_001:0963c09	既有大威神力一點靈光自然晃耀照徹十方射	既 有 大 威 神 力 一 點 靈 光 自 然 晃 耀 照 徹 十 方 射 
X26n0574_001:0963c10	透三界山河大地無有隔礙過於日月無處不照	透 三 界 山 河 大 地 無 有 隔 礙 過 於 日 月 無 處 不 照 
X26n0574_001:0963c11	　呂祖云一點心燈焰焰生不勞挑剔朗然明得	 呂 祖 云 一 點 心 燈 焰 焰 生 不 勞 挑 剔 朗 然 明 得 
X26n0574_001:0963c12	來照破人間暗獨放寒光滿太清　雖然說破自	來 照 破 人 間 暗 獨 放 寒 光 滿 太 清 雖 然 說 破 自 
X26n0574_001:0963c13	不了不明　要明麼　拂却鏡上塵　便見本來	不 了 不 明 要 明 麼 拂 却 鏡 上 塵 便 見 本 來 
X26n0574_001:0963c14	面。	面 
X26n0574_001:0963c15	　燁燁光輝滿大千　　愚人不見被情牽	 燁 燁 光 輝 滿 大 千 愚 人 不 見 被 情 牽 
X26n0574_001:0963c16	　若能放下渾無物　　依舊心天性月圓	 若 能 放 下 渾 無 物 依 舊 心 天 性 月 圓 
X26n0574_001:0963c17	是無上呪。	是 無 上 呪 
X26n0574_001:0963c18	得見自己光明照見從前黑暗無有能極者此神	得 見 自 己 光 明 照 見 從 前 黑 暗 無 有 能 極 者 此 神 
X26n0574_001:0963c19	呪最上無過於此是為第一一切諸法皆不出於	呪 最 上 無 過 於 此 是 為 第 一 一切諸法 皆 不 出 於 
X26n0574_001:0963c20	心呪是無上呪也　道云心是眾之王　釋云心	心 呪 是 無 上 呪 也 道 云 心 是 眾 之 王 釋 云 心 
X26n0574_001:0963c21	是法中王　所以無上也　只一件　王不動萬	是 法 中 王 所 以 無 上 也 只 一 件 王 不 動 萬 
X26n0574_001:0963c22	姓自安心不亂諸邪不起　理會麼。	姓 自 安 心 不 亂 諸 邪 不 起 理 會 麼 
X26n0574_001:0963c23	　心呪最無上　　要去閑思想	 心 呪 最 無 上 要 去 閑 思 想 
X26n0574_001:0963c24	　人牛不見時　　便是靈山長	 人 牛 不 見 時 便 是 靈 山 長 
X26n0574_001:0964a01	是無等等呪。	是 無 等 等 呪 
X26n0574_001:0964a02	此神呪無有等齊者不可說不可比無有邊際此	此 神 呪 無 有 等 齊 者 不 可 說 不 可 比 無有邊際 此 
X26n0574_001:0964a03	呪世間少時說著難信須是親見此呪　要見此	呪 世 間 少 時 說 著 難 信 須 是 親 見 此 呪 要 見 此 
X26n0574_001:0964a04	呪麼　放開包裹太虗空　收來難立纖毫物。	呪 麼 放 開 包 裹 太 虗 空 收 來 難 立 纖 毫 物 
X26n0574_001:0964a05	　本來無等件　　神性獨為尊　　乾坤難覆載	 本 來 無 等 件 神 性 獨 為 尊 乾 坤 難 覆 載 
X26n0574_001:0964a06	　萬古鎮常存	 萬 古 鎮 常 存 
X26n0574_001:0964a07	能除一切苦。	能 除 一 切 苦 
X26n0574_001:0964a08	若得見性有甚苦厄　佛意慈悲愍眾生墮在世	若 得 見 性 有 甚 苦 厄 佛 意 慈 悲 愍 眾 生 墮 在 世 
X26n0574_001:0964a09	間流浪經劫受苦無窮不能返本是以應現種種	間 流 浪 經 劫 受 苦 無 窮 不 能 返 本 是 以 應 現 種 種 
X26n0574_001:0964a10	相出現於世設種種方便救度群迷同出火院若	相 出 現 於 世 設 種 種 方 便 救 度 群 迷 同 出 火 院 若 
X26n0574_001:0964a11	有智慧之人諦聽大道之言只究心地莫去旁求	有 智 慧 之 人 諦 聽 大 道 之 言 只 究 心 地 莫 去 旁 求 
X26n0574_001:0964a12	初則打掃潔淨去累劫之習性　大顛云開池不	初 則 打 掃 潔 淨 去 累 劫 之 習 性 大 顛 云 開 池 不 
X26n0574_001:0964a13	待月池成月自來　脩行人先要心地清淨自然	待 月 池 成 月 自 來 脩 行 人 先 要 心 地 清 淨 自 然 
X26n0574_001:0964a14	道生　儒云以禮制心　釋云在於閑處收攝其	道 生 儒 云 以 禮 制 心 釋 云 在 於 閑 處 收 攝 其 
X26n0574_001:0964a15	心　道云降心絕念三教聖人只教眾生心閒清	心 道 云 降 心 絕 念 三 教 聖 人 只 教 眾 生 心 閒 清 
X26n0574_001:0964a16	虗心若無染自然見性若得見性永免輪迴更不	虗 心 若 無 染 自 然 見 性 若 得 見 性 永 免 輪 迴 更 不 
X26n0574_001:0964a17	受得不死不生之道且從上諸佛諸聖久受勤苦	受 得 不 死 不 生 之 道 且 從 上 諸 佛 諸 聖 久 受 勤 苦 
X26n0574_001:0964a18	方得見性心心念念處處逢源　且道末後向甚	方 得 見 性 心 心 念 念 處 處 逢 源 且 道 末 後 向 甚 
X26n0574_001:0964a19	麼處去　不省處處迷歸路　悟來時時在本鄉。	麼 處 去 不 省 處 處 迷 歸 路 悟 來 時 時 在 本 鄉 
X26n0574_001:0964a20	　仙佛出世為何因　　皆因慈愍眾沉淪	 仙 佛 出 世 為 何 因 皆 因 慈 愍 眾 沉 淪 
X26n0574_001:0964a21	　若人肯到船頭上　　免做拖泥帶水人	 若 人 肯 到 船 頭 上 免 做 拖 泥 帶 水 人 
X26n0574_001:0964a22	真實不虗。	真 實 不 虗 
X26n0574_001:0964a23	是真實法語非虗華之言一切諸佛說此神呪度	是 真 實 法 語 非 虗 華 之 言 一切諸佛 說 此 神 呪 度 
X26n0574_001:0964a24	脫有情不是異語不是謙言　永嘉云證實相無	脫 有 情 不 是 異 語 不 是 謙 言 永 嘉 云 證 實 相 無 
X26n0574_001:0964b01	人法剎那滅却阿毗業　凡所有相皆是虗妄惟	人 法 剎 那 滅 却 阿 毗 業 凡 所 有 相 皆 是 虗 妄 惟 
X26n0574_001:0964b02	此無相之相是真實之相大千俱壞此相不壞因	此 無 相 之 相 是 真 實 之 相 大 千 俱 壞 此 相 不 壞 因 
X26n0574_001:0964b03	甚不壞　道有云有形終是假無相是真人　又	甚 不 壞 道 有 云 有 形 終 是 假 無 相 是 真 人 又 
X26n0574_001:0964b04	云百骸俱消散一物鎮長靈　道經云元始懸一	云 百 骸 俱 消 散 一 物 鎮 長 靈 道 經 云 元 始 懸 一 
X26n0574_001:0964b05	寶珠在空玄之中　佛經云我有無價寶珠繫在	寶 珠 在 空 玄 之 中 佛 經 云 我 有 無 價 寶 珠 繫 在 
X26n0574_001:0964b06	衣裡日夜推究忽然見牟尼寶珠　又云牟尼珠	衣 裡 日 夜 推 究 忽 然 見 牟 尼 寶 珠 又 云 牟 尼 珠 
X26n0574_001:0964b07	人不識如來藏裡親收得　然雖如是見道易守	人 不 識 如 來 藏 裡 親 收 得 然 雖 如 是 見 道 易 守 
X26n0574_001:0964b08	道難　要見此珠麼　圓陀陀　光爍爍　轉轆	道 難 要 見 此 珠 麼 圓 陀 陀 光 爍 爍 轉 轆 
X26n0574_001:0964b09	轆　活鱍鱍　常對曰　不可棺(音斡援之)。	轆 活 鱍 鱍 常 對 曰 不 可 棺 音 斡 援 之 
X26n0574_001:0964b10	　真實光明無價珠　　人人分上沒差殊	 真 實 光 明 無 價 珠 人 人 分 上 沒 差 殊 
X26n0574_001:0964b11	　只因些子誵訛處　　雲起青天月色無	 只 因 些 子 誵 訛 處 雲 起 青 天 月 色 無 
X26n0574_001:0964b12	故說般若波羅蜜多呪。	故 說 般 若 波羅蜜多 呪 
X26n0574_001:0964b13	因脩行到此知般若神呪之功最大此句結前多	因 脩 行 到 此 知 般 若 神 呪 之 功 最 大 此 句 結 前 多 
X26n0574_001:0964b14	種方便總歸為一具大總持同歸一心之法　古	種 方 便 總 歸 為 一 具 大 總 持 同 歸 一 心 之 法 古 
X26n0574_001:0964b15	云應觀法界性一切惟心造　仙真云善惡存亡	云 應 觀 法 界 性 一 切 惟 心 造 仙 真 云 善 惡 存 亡 
X26n0574_001:0964b16	總在心　大顛云迷者為含藏識死後作毒蛇悟	總 在 心 大 顛 云 迷 者 為 含 藏 識 死 後 作 毒 蛇 悟 
X26n0574_001:0964b17	者為秘蜜神呪得無生法如來有密語迦葉不隱	者 為 秘 蜜 神 呪 得 無 生 法 如 來 有 密 語 迦 葉 不 隱 
X26n0574_001:0964b18	藏語此神呪若人專心受持功行圓滿常持此咒	藏 語 此 神 呪 若 人 專 心 受 持 功 行 圓 滿 常 持 此 咒 
X26n0574_001:0964b19	鬼神遠離諸天寂聽常懽喜　理會得麼　非是	鬼 神 遠 離 諸 天 寂 聽 常 懽 喜 理 會 得 麼 非 是 
X26n0574_001:0964b20	口誦要心受持大開著眼休教走了○要見此咒	口 誦 要 心 受 持 大 開 著 眼 休 教 走 了 要 見 此 咒 
X26n0574_001:0964b21	麼　不在外　不在內　不在中間與內外　且	麼 不 在 外 不 在 內 不 在 中 間 與 內 外 且 
X26n0574_001:0964b22	道在甚麼去處會會麼　不離當處　休教迷了。	道 在 甚 麼 去 處 會 會 麼 不 離 當 處 休 教 迷 了 
X26n0574_001:0964b23	　性海寬洪怕起風　　風纔起處浪飜空	 性 海 寬 洪 怕 起 風 風 纔 起 處 浪 飜 空 
X26n0574_001:0964b24	　一朝風定波濤靜　　一輪月印水晶宮	 一 朝 風 定 波 濤 靜 一 輪 月 印 水 晶 宮 
X26n0574_001:0964c01	即說咒曰。	即 說 咒 曰 
X26n0574_001:0964c02	舉起四句偈擁護持經人不離左右順念逆念世	舉 起 四 句 偈 擁 護 持 經 人 不 離 左 右 順 念 逆 念 世 
X26n0574_001:0964c03	間一切所求無不果遂十二時中不可忘却　會	間 一 切 所 求 無 不 果 遂 十 二 時 中 不 可 忘 却 會 
X26n0574_001:0964c04	麼　休教錯認了。	麼 休 教 錯 認 了 
X26n0574_001:0964c05	　萬聖千賢在己身　　休教昧了本來真	 萬 聖 千 賢 在 己 身 休 教 昧 了 本 來 真 
X26n0574_001:0964c06	　因何苦勸重重舉　　一番提起一番新	 因 何 苦 勸 重 重 舉 一 番 提 起 一 番 新 
X26n0574_001:0964c07	揭諦揭諦	揭 諦 揭 諦 
X26n0574_001:0964c08	揭諦者人空又揭諦者法空人法俱空二空全忘	揭 諦 者 人 空 又 揭 諦 者 法 空 人 法 俱 空 二 空 全 忘 
X26n0574_001:0964c09	也　道云自心不動之後復有無極真機　洞仙	也 道 云 自 心 不 動 之 後 復 有 無 極 真 機 洞 仙 
X26n0574_001:0964c10	云人牛不見杳無踪月色光含萬象空　且人空	云 人 牛 不 見 杳 無 踪 月 色 光 含 萬 象 空 且 人 空 
X26n0574_001:0964c11	者只是教人忘形忘體法空者只是教人忘情絕	者 只 是 教 人 忘 形 忘 體 法 空 者 只 是 教 人 忘 情 絕 
X26n0574_001:0964c12	念萬法俱捐善惡俱混不執己身不著於相忽然	念 萬 法 俱 捐 善 惡 俱 混 不 執 己 身 不 著 於 相 忽 然 
X26n0574_001:0964c13	外不知有己身內不省有己心遠不知有諸物到	外 不 知 有 己 身 內 不 省 有 己 心 遠 不 知 有 諸 物 到 
X26n0574_001:0964c14	這里脫體全忘自然見箇消息說箇消息又是執	這 里 脫 體 全 忘 自 然 見 箇 消 息 說 箇 消 息 又 是 執 
X26n0574_001:0964c15	於事也　大顛云不勞懸古鏡天曉自分明　且	於 事 也 大 顛 云 不 勞 懸 古 鏡 天 曉 自 分 明 且 
X26n0574_001:0964c16	道如何是天曉　金鷄三唱罷　擁出一輪紅。	道 如 何 是 天 曉 金 鷄 三 唱 罷 擁 出 一 輪 紅 
X26n0574_001:0964c17	　人法雙忘萬事休　　香爐無火冷颼颼	 人 法 雙 忘 萬 事 休 香 爐 無 火 冷 颼 颼 
X26n0574_001:0964c18	　一聲新雁遼天外　　遠水長天一色秋	 一 聲 新 雁 遼 天 外 遠 水 長 天 一 色 秋 
X26n0574_001:0964c19	波羅揭諦	波 羅 揭 諦 
X26n0574_001:0964c20	波羅揭諦者到空無所空是也　仙師云既無所	波 羅 揭 諦 者 到 空 無 所 空 是 也 仙 師 云 既 無 所 
X26n0574_001:0964c21	空徹底淨　虎眼禪師云不識亦空著所空　若	空 徹 底 淨 虎 眼 禪 師 云 不 識 亦 空 著 所 空 若 
X26n0574_001:0964c22	是既無所空得到彼岸若到彼岸其彼岸亦須離	是 既 無 所 空 得 到 彼 岸 若 到 彼 岸 其 彼 岸 亦 須 離 
X26n0574_001:0964c23	而再進則永不受生輪迴斷生死息　且道無生	而 再 進 則 永 不 受 生 輪 迴 斷 生 死 息 且 道 無 生 
X26n0574_001:0964c24	無死是箇甚麼　認得麼　休睡著　咦　他也	無 死 是 箇 甚 麼 認 得 麼 休 睡 著 咦 他 也 
X26n0574_001:0965a01	轉　你也轉　對著面　尋不見　若要見　待	轉 你 也 轉 對 著 面 尋 不 見 若 要 見 待 
X26n0574_001:0965a02	成片。	成 片 
X26n0574_001:0965a03	　空無所空徹底除　　坦然歸去合清虗	 空 無 所 空 徹 底 除 坦 然 歸 去 合 清 虗 
X26n0574_001:0965a04	　莫煉頑空休失本　　自然體道契真如	 莫 煉 頑 空 休 失 本 自 然 體 道 契 真 如 
X26n0574_001:0965a05	波羅僧揭諦	波 羅 僧 揭 諦 
X26n0574_001:0965a06	波羅僧揭諦者是諸佛清淨境界也五慾塵勞染	波 羅 僧 揭 諦 者 是 諸 佛 清 淨 境 界 也 五 慾 塵 勞 染 
X26n0574_001:0965a07	污不得如仙佛慈愍眾生隨機應化救度群迷在	污 不 得 如 仙 佛 慈 愍 眾 生 隨 機 應 化 救 度 群 迷 在 
X26n0574_001:0965a08	異類中行龍蛇混襍凡聖同居逆行順行聖賢莫	異 類 中 行 龍 蛇 混 襍 凡 聖 同 居 逆 行 順 行 聖 賢 莫 
X26n0574_001:0965a09	測如月在水應現千江如同一月其真月本在天	測 如 月 在 水 應 現 千 江 如 同 一 月 其 真 月 本 在 天 
X26n0574_001:0965a10	端拿捉不得染污不得　要拿捉得麼　雖然親	端 拿 捉 不 得 染 污 不 得 要 拿 捉 得 麼 雖 然 親 
X26n0574_001:0965a11	見應難捉　除非身在太虗中。	見 應 難 捉 除 非 身 在 太 虗 中 
X26n0574_001:0965a12	　清淨境界沒思量　　不染纖塵是道場	 清 淨 境 界 沒 思 量 不 染 纖 塵 是 道 場 
X26n0574_001:0965a13	　試觀十五三更月　　影現千江百不妨	 試 觀 十 五 三 更 月 影 現 千 江 百 不 妨 
X26n0574_001:0965a14	菩提薩婆訶	菩 提 薩 婆 訶 
X26n0574_001:0965a15	大顛云菩提是初薩婆訶是末　且脩行入起初	大 顛 云 菩 提 是 初 薩 婆 訶 是 末 且 脩 行 入 起 初 
X26n0574_001:0965a16	先須發菩提心勇猛精進日夜為道　古云道念	先 須 發菩提心 勇猛精進 日 夜 為 道 古 云 道 念 
X26n0574_001:0965a17	若還比雜念成仙成佛已多時　只是學人不肯	若 還 比 雜 念 成 仙 成 佛 已 多 時 只 是 學 人 不 肯 
X26n0574_001:0965a18	驀直便行三心二意故不能到　仙師云數他堠	驀 直 便 行 三 心 二 意 故 不 能 到 仙 師 云 數 他 堠 
X26n0574_001:0965a19	(堠音後封堠五里一堠)子却不行口念長安心不徹　若是	 堠 音 後 封 堠 五 里 一 堠 子 却 不 行 口 念 長 安 心 不 徹 若 是 
X26n0574_001:0965a20	有志底人一刀兩段脩道學佛更無退轉又守不	有 志 底 人 一 刀 兩 段 脩 道 學 佛 更 無 退 轉 又 守 不 
X26n0574_001:0965a21	怠忽然悟道達本性空即得菩提超出三界了無	怠 忽 然 悟 道 達 本 性 空 即 得 菩 提 超出三界 了 無 
X26n0574_001:0965a22	所了得無所得蕩然清淨則到極樂之所受用無	所 了 得 無 所 得 蕩 然 清 淨 則 到 極 樂 之 所 受 用 無 
X26n0574_001:0965a23	盡故曰薩婆訶　且道行到甚地面是徹頭處	盡 故 曰 薩 婆 訶 且 道 行 到 甚 地 面 是 徹 頭 處 
X26n0574_001:0965a24	　水窮山極處　寸草不生時　省麼。	 水 窮 山 極 處 寸 草 不 生 時 省 麼 
X26n0574_001:0965b01	　先發菩提一片心　　次教萬慮不相侵	 先 發 菩 提 一 片 心 次 教 萬 慮 不 相 侵 
X26n0574_001:0965b02	　直教鑽透虗空髓　　拔出從前治病鍼	 直 教 鑽 透 虗 空 髓 拔 出 從 前 治 病 鍼 
X26n0574_001:0965b03	註經已畢更留一篇請晚學同志詳覽研窮二十	註 經 已 畢 更 留 一 篇 請 晚 學 同 志 詳 覽 研 窮 二 十 
X26n0574_001:0965b04	年後有出身之路休要忘了老何到岸	年 後 有 出 身 之 路 休 要 忘 了 老 何 到 岸 
X26n0574_001:0965b05	高師不在此限。	高 師 不 在 此 限 
X26n0574_001:0965b06	　法本從心生　　還是從心滅　　生滅盡由誰	 法 本 從 心 生 還 是 從 心 滅 生 滅 盡 由 誰 
X26n0574_001:0965b07	　請君自辨別　　既然皆己心　　何用他人說	 請 君 自 辨 別 既 然 皆 己 心 何 用 他 人 說 
X26n0574_001:0965b08	　直須自下手　　扭出鐵牛血　　戎繩暮鼻穿	 直 須 自 下 手 扭 出 鐵 牛 血 戎 繩 暮 鼻 穿 
X26n0574_001:0965b09	　攙定虗空結　　絟在無為柱　　不使他顛劣	 攙 定 虗 空 結 絟 在 無 為 柱 不 使 他 顛 劣 
X26n0574_001:0965b10	　莫認賊為子　　心法都忘絕　　休教他瞞我	 莫 認 賊 為 子 心 法 都 忘 絕 休 教 他 瞞 我 
X26n0574_001:0965b11	　一拳先打徹　　觀心亦無心　　觀法法亦輟	 一 拳 先 打 徹 觀 心 亦 無 心 觀 法 法 亦 輟 
X26n0574_001:0965b12	　人牛不見時　　碧天清皎潔　　秋月一般圓	 人 牛 不 見 時 碧 天 清 皎 潔 秋 月 一 般 圓 
X26n0574_001:0965b13	　彼此難分別	 彼 此 難 分 別 
X26n0574_001:0965b15	般若波羅蜜多心經(終)	般 若 波羅蜜多 心 經 終 
X26n0574_001:0965b17	夫般若心經者諸佛肝心眾聖命脉也以故自唐	夫 般 若 心 經 者 諸 佛 肝 心 眾 聖 命 脉 也 以 故 自 唐 
X26n0574_001:0965b18	以降釋家甚多比偶得無垢居士張九成之所註	以 降 釋 家 甚 多 比 偶 得 無 垢 居 士 張 九 成 之 所 註 
X26n0574_001:0965b19	一本於書林禪教竝舉內外兼明真暗夜明灯霧	一 本 於 書 林 禪 教 竝 舉 內 外 兼 明 真 暗 夜 明 灯 霧 
X26n0574_001:0965b20	海南針也仍加和点命工繡梓欲廣其傳豈非佛	海 南 針 也 仍 加 和 点 命 工 繡 梓 欲 廣 其 傳 豈 非 佛 
X26n0574_001:0965b21	法良財色空之妙處哉。旹正保二(己酉)中冬日書	法 良 財 色 空 之 妙 處 哉 旹 正 保 二 己 酉 中 冬 日 書 
