T52n2110_001:0489c14	辯正論序	辯 正 論 序 
T52n2110_002:0501a25	所對。久而言曰。豈若是乎。豈若是乎。鄙聞道	所 對 久 而 言 曰 豈 若 是 乎 豈 若 是 乎 鄙 聞 道 
T52n2110_002:0501a26	德二篇歷世宗仰。漢文魏武親自修行。洞玄	德 二 篇 歷 世 宗 仰 漢 文 魏 武 親 自 修 行 洞 玄 
T52n2110_002:0501a27	經云。五千文者。道德祖宗真中之真。誦之萬	經 云 五 千 文 者 道 德 祖 宗 真 中 之 真 誦 之 萬 
T52n2110_002:0501a28	遍則身飛。仙學者議云。布李老無為之風而	遍 則 身 飛 仙 學 者 議 云 布 李 老 無 為 之 風 而 
T52n2110_002:0501a29	民自化。執孔丘愛敬之道而天下孝慈。夫子	民 自 化 執 孔 丘 愛 敬 之 道 而 天 下 孝 慈 夫 子 
T52n2110_002:0501b01	學優見遠。辯若懸河。請述所聞。敢同夕死	學 優 見 遠 辯 若 懸 河 請 述 所 聞 敢 同 夕 死 
T52n2110_002:0501b02	也。	也 
T52n2110_002:0501b03	通人曰。學不師古。無克永世。先賢往彥孰不	通 人 曰 學 不 師 古 無 克 永 世 先 賢 往 彥 孰 不 
T52n2110_002:0501b04	因師。僕之所崇。世號總持開士。現生五濁爰	因 師 僕 之 所 崇 世 號 總 持 開 士 現 生 五 濁 爰 
T52n2110_002:0501b05	踵四依。縱有鍱腹奇才聞便喪膽折角。雄辯	踵 四 依 縱 有 鍱 腹 奇 才 聞 便 喪 膽 折 角 雄 辯 
T52n2110_002:0501b06	見即緘脣。儒綜五車釋該八藏。綽綽有裕彬	見 即 緘 脣 儒 綜 五 車 釋 該 八 藏 綽 綽 有 裕 彬 
T52n2110_002:0501b07	彬可觀。綺藻蘭言稟乎天骨。神情機警由於	彬 可 觀 綺 藻 蘭 言 稟 乎 天 骨 神 情 機 警 由 於 
T52n2110_002:0501b08	自然。高名發於上京。雅調流於下國。傳燈在	自 然 高 名 發 於 上 京 雅 調 流 於 下 國 傳 燈 在 
T52n2110_002:0501b09	意梁棟居心。寄金之業以成。護法之功遐播。	意 梁 棟 居 心 寄 金 之 業 以 成 護 法 之 功 遐 播 
T52n2110_002:0501b10	嘉聲振於萬宇。玉裕覃於六幽。然而老氏	嘉 聲 振 於 萬 宇 玉 裕 覃 於 六 幽 然 而 老 氏 
T52n2110_002:0501b11	宗源遍所詳究。請為吾子函丈論之。於是	宗 源 遍 所 詳 究 請 為 吾 子 函 丈 論 之 於 是 
T52n2110_002:0501b12	共造祇園頂禮。開士退坐一面。具陳所懷。開	共 造 祇 園 頂 禮 開 士 退 坐 一 面 具 陳 所 懷 開 
T52n2110_002:0501b13	士運不請之心。縱無礙之辯。顧而說曰。尋	士 運 不 請 之 心 縱 無 礙 之 辯 顧 而 說 曰 尋 
T52n2110_002:0501b14	太古無為其民朴素。未崇仁義不尚威容。衣	太 古 無 為 其 民 朴 素 未 崇 仁 義 不 尚 威 容 衣 
T52n2110_002:0501b15	服莫用於六章。飲食詎調於五味。自世運推	服 莫 用 於 六 章 飲 食 詎 調 於 五 味 自 世 運 推 
T52n2110_002:0501b16	革時節流動。淳源一變澆波四起。既失序於	革 時 節 流 動 淳 源 一 變 澆 波 四 起 既 失 序 於 
T52n2110_002:0501b17	結繩。因照俗以書契。八索緣茲以作。九丘	結 繩 因 照 俗 以 書 契 八 索 緣 茲 以 作 九 丘 
T52n2110_002:0501b18	自此而興。及軒轅在政淳風便隱。頗競聲色	自 此 而 興 及 軒 轅 在 政 淳 風 便 隱 頗 競 聲 色 
T52n2110_002:0501b19	兼好畋漁。遂感隱者容成為說五千文也。明	兼 好 畋 漁 遂 感 隱 者 容 成 為 說 五 千 文 也 明 
T52n2110_002:0501b20	道德之純。序無為之治。欲使還源反朴抱一	道 德 之 純 序 無 為 之 治 欲 使 還 源 反 朴 抱 一 
T52n2110_002:0501b21	守雌者耳。故說云。五色令人目盲五音令人	守 雌 者 耳 故 說 云 五 色 令 人 目 盲 五 音 令 人 
T52n2110_002:0501b22	耳聾。五味令人口爽騁馳。畋獵令人心發	耳 聾 五 味 令 人 口 爽 騁 馳 畋 獵 令 人 心 發 
T52n2110_002:0501b23	狂。奈何萬乘之主。而以身輕於天下。輕則失	狂 奈 何 萬 乘 之 主 而 以 身 輕 於 天 下 輕 則 失 
T52n2110_002:0501b24	臣躁則失君。善行者無轍迹。善言者無瑕謫。	臣 躁 則 失 君 善 行 者 無 轍 迹 善 言 者 無 瑕 謫 
T52n2110_002:0501b25	善計者不用籌策。善閉無關鍵。善結無繩	善 計 者 不 用 籌 策 善 閉 無 關 鍵 善 結 無 繩 
T52n2110_002:0501b26	約去甚去奢云泰(甚謂食淫聲色。奢謂服飾飲食。泰謂宮室臺榭。言此三者須去之處。	約 去 甚 去 奢 云 泰 甚 謂 食 淫 聲 色 奢 謂 服 飾 飲 食 泰 謂 宮 室 臺 榭 言 此 三 者 須 去 之 處 
T52n2110_002:0501b27	中和行無為。則天下自化也)果而勿矜果而勿伐。果而勿驕	中 和 行 無 為 則 天 下 自 化 也 果 而 勿 矜 果 而 勿 伐 果 而 勿 驕 
T52n2110_002:0501b28	果而勿強者也。考其所以。但是禁抑物情近	果 而 勿 強 者 也 考 其 所 以 但 是 禁 抑 物 情 近 
T52n2110_002:0501b29	為世訓。未能斷煩惱本絕生死根。尋黃帝之	為 世 訓 未 能 斷 煩 惱 本 絕 生 死 根 尋 黃 帝 之 
T52n2110_002:0501c01	時。垂衣裳營宮室。尚聲尚色以畋以漁。人主	時 垂 衣 裳 營 宮 室 尚 聲 尚 色 以 畋 以 漁 人 主 
T52n2110_002:0501c02	驕奢下民勞役。容成因時故述斯要矣。雖言	驕 奢 下 民 勞 役 容 成 因 時 故 述 斯 要 矣 雖 言 
T52n2110_002:0501c03	崆峒問道。詎曾脫躧鼎湖。輕舉反葬橋山。至	崆 峒 問 道 詎 曾 脫 躧 鼎 湖 輕 舉 反 葬 橋 山 至 
T52n2110_002:0501c04	於燕處超然未聞其說。	於 燕 處 超 然 未 聞 其 說 
T52n2110_002:0501c05	儒生曰。夫五千文探道德之奧。順古歸朴致	儒 生 曰 夫 五 千 文 探 道 德 之 奧 順 古 歸 朴 致 
T52n2110_002:0501c06	之太和。貴虛靜以守真。軌至言以崇本。其	之 太 和 貴 虛 靜 以 守 真 軌 至 言 以 崇 本 其 
T52n2110_002:0501c07	文恢廓以弘遠。其教淡泊以柔弱。棄忽名利	文 恢 廓 以 弘 遠 其 教 淡 泊 以 柔 弱 棄 忽 名 利 
T52n2110_002:0501c08	而潛世。聖智遺心而成功不在於己。而究萬	而 潛 世 聖 智 遺 心 而 成 功 不 在 於 己 而 究 萬 
T52n2110_002:0501c09	物之幽。情存聖人之風。是以班固楊雄尚不	物 之 幽 情 存 聖 人 之 風 是 以 班 固 楊 雄 尚 不 
T52n2110_002:0501c10	訾毀子長。或以先於六經。冠於儒首。叔皮	訾 毀 子 長 或 以 先 於 六 經 冠 於 儒 首 叔 皮 
T52n2110_002:0501c11	君山或以言約易守用過儒術。蓋知言之機。	君 山 或 以 言 約 易 守 用 過 儒 術 蓋 知 言 之 機 
T52n2110_002:0501c12	知道之微。可為百王不刊之誡矣。而開士抑	知 道 之 微 可 為 百 王 不 刊 之 誡 矣 而 開 士 抑 
T52n2110_002:0501c13	為世訓同之俗典。若是可乎。開士曰。智大者	為 世 訓 同 之 俗 典 若 是 可 乎 開 士 曰 智 大 者 
T52n2110_002:0501c14	盤桓於山峙。器小者蓬飛而萍浮。吾聞為可	盤 桓 於 山 峙 器 小 者 蓬 飛 而 萍 浮 吾 聞 為 可 
T52n2110_002:0501c15	為於可為之世。則天下同為是為可為也。今	為 於 可 為 之 世 則 天 下 同 為 是 為 可 為 也 今 
T52n2110_002:0501c16	示子以為明可為者可以不為矣。夫五色致	示 子 以 為 明 可 為 者 可 以 不 為 矣 夫 五 色 致 
T52n2110_002:0501c17	盲。謂貪淫好色傷精失明也。豈非淨名云所	盲 謂 貪 淫 好 色 傷 精 失 明 也 豈 非 淨 名 云 所 
T52n2110_002:0501c18	見色與盲等乎。五音致聾。謂耽淫聲則損和	見 色 與 盲 等 乎 五 音 致 聾 謂 耽 淫 聲 則 損 和 
T52n2110_002:0501c19	氣心。不能聽無聲之樂也。豈非淨名云所聞	氣 心 不 能 聽 無 聲 之 樂 也 豈 非 淨 名 云 所 聞 
T52n2110_002:0501c20	聲與響等乎。五味致爽。謂人嗜五味則舌損	聲 與 響 等 乎 五 味 致 爽 謂 人 嗜 五 味 則 舌 損 
T52n2110_002:0501c21	而厭生也。豈非淨名云所食味不分別乎。不	而 厭 生 也 豈 非 淨 名 云 所 食 味 不 分 別 乎 不 
T52n2110_002:0501c22	貴難得之貨息盜也。豈非觀受無常乎。不見	貴 難 得 之 貨 息 盜 也 豈 非 觀 受 無 常 乎 不 見 
T52n2110_002:0501c23	可欲自靜也。豈非靜也。非觀身不淨乎。去煩	可 欲 自 靜 也 豈 非 靜 也 非 觀 身 不 淨 乎 去 煩 
T52n2110_002:0501c24	亂令心虛。愛精血令骨強。則有心可虛有骨	亂 令 心 虛 愛 精 血 令 骨 強 則 有 心 可 虛 有 骨 
T52n2110_002:0501c25	可疆。氣散形枯非心虛也。神去體朽非骨疆	可 疆 氣 散 形 枯 非 心 虛 也 神 去 體 朽 非 骨 疆 
T52n2110_002:0501c26	也。挫其銳黜思也。解其紛不鬪也。但是抑	也 挫 其 銳 黜 思 也 解 其 紛 不 鬪 也 但 是 抑 
T52n2110_002:0501c27	其聰明息其紛競。清儉自守不與物嫌。蓋為	其 聰 明 息 其 紛 競 清 儉 自 守 不 與 物 嫌 蓋 為 
T52n2110_002:0501c28	士之一志。非通人之大度也。和其光不亂人	士 之 一 志 非 通 人 之 大 度 也 和 其 光 不 亂 人 
T52n2110_002:0501c29	也。同其塵不自別也。直是揚波淈泥以避患。	也 同 其 塵 不 自 別 也 直 是 揚 波 淈 泥 以 避 患 
T52n2110_002:0502a01	未能利益同事以化生乃為有為事有事。非	未 能 利 益 同 事 以 化 生 乃 為 有 為 事 有 事 非 
T52n2110_002:0502a02	無為無事也。以己而和不知物之所以自和。	無 為 無 事 也 以 己 而 和 不 知 物 之 所 以 自 和 
T52n2110_002:0502a03	則和所不能和也。盤跚形體之間。倥傯分	則 和 所 不 能 和 也 盤 跚 形 體 之 間 倥 傯 分 
T52n2110_002:0502a04	別之境。例可知矣。	別 之 境 例 可 知 矣 
T52n2110_002:0502a05	儒生曰。顏光祿云。道者流出於仙法。佛者本	儒 生 曰 顏 光 祿 云 道 者 流 出 於 仙 法 佛 者 本 
T52n2110_002:0502a06	在於神教。道也者必就深曠友飛靈精丹	在 於 神 教 道 也 者 必 就 深 曠 友 飛 靈 精 丹 
T52n2110_002:0502a07	石粒芝精。所以還年却老延華駐彩也。佛也	石 粒 芝 精 所 以 還 年 却 老 延 華 駐 彩 也 佛 也 
T52n2110_002:0502a08	者必辭親偶閑身性師淨覺信緣命反一無生	者 必 辭 親 偶 閑 身 性 師 淨 覺 信 緣 命 反 一 無 生 
T52n2110_002:0502a09	克成聖業。智邈大明志挾恒劫。雖殊塗而同	克 成 聖 業 智 邈 大 明 志 挾 恒 劫 雖 殊 塗 而 同 
T52n2110_002:0502a10	歸。亦何異而獨往哉。向聞其異。未知所以為	歸 亦 何 異 而 獨 往 哉 向 聞 其 異 未 知 所 以 為 
T52n2110_002:0502a11	異。請示其門。冀同歸也。開士喻曰。顏氏知一	異 請 示 其 門 冀 同 歸 也 開 士 喻 曰 顏 氏 知 一 
T52n2110_002:0502a12	不知其二。夫道體無名無為。天地之始。乾坤	不 知 其 二 夫 道 體 無 名 無 為 天 地 之 始 乾 坤 
T52n2110_002:0502a13	有質有為。萬物之母。此則道不出於始無物	有 質 有 為 萬 物 之 母 此 則 道 不 出 於 始 無 物 
T52n2110_002:0502a14	而資於今有。便是本無今有。已有還無。拘限	而 資 於 今 有 便 是 本無今有 已 有 還 無 拘 限 
T52n2110_002:0502a15	有無之間。生成始母之內矣。請吾言之。真諦	有 無 之 間 生 成 始 母 之 內 矣 請 吾 言 之 真 諦 
T52n2110_002:0502a16	故無。無為天地之始。世諦故有。有為萬物之	故 無 無 為 天 地 之 始 世 諦 故 有 有 為 萬 物 之 
T52n2110_002:0502a17	母。母能生也。故為世諦。始為本也。故為真	母 母 能 生 也 故 為 世 諦 始 為 本 也 故 為 真 
T52n2110_002:0502a18	諦。世諦說有。非無而有。真諦說無。非有而	諦 世 諦 說 有 非 無 而 有 真 諦 說 無 非 有 而 
T52n2110_002:0502a19	無。非無而有。不有有也。非有而無。不無無	無 非 無 而 有 不 有 有 也 非 有 而 無 不 無 無 
T52n2110_002:0502a20	也。非無而有常見自消。非有而無斷見便息。	也 非 無 而 有 常 見 自 消 非 有 而 無 斷 見 便 息 
T52n2110_002:0502a21	不有有者。非有非不有也。不無無者。非無非	不 有 有 者 非 有 非 不 有 也 不 無 無 者 非 無 非 
T52n2110_002:0502a22	不無也。言其有者言非是有。既非是有非謂	不 無 也 言 其 有 者 言 非 是 有 既 非 是 有 非 謂 
T52n2110_002:0502a23	非有。是則執者失之為者敗之者也。子知異	非 有 是 則 執 者 失 之 為 者 敗 之 者 也 子 知 異 
T52n2110_002:0502a24	之為異。未知異之所以異。未知異之所	之 為 異 未 知 異 之 所 以 異 未 知 異 之 所 
T52n2110_002:0502a25	異。焉知同異之所以異。未知異同之所以	異 焉 知 同 異 之 所 以 異 未 知 異 同 之 所 以 
T52n2110_002:0502a26	異。焉知異異之所以異。未知異異之所以異。	異 焉 知 異 異 之 所 以 異 未 知 異 異 之 所 以 異 
T52n2110_002:0502a27	焉知同同之所以異。未知同同之所以異。焉	焉 知 同 同 之 所 以 異 未 知 同 同 之 所 以 異 焉 
T52n2110_002:0502a28	知非同非異之所以異。未知非同非異之所	知 非 同 非 異 之 所 以 異 未 知 非 同 非 異 之 所 
T52n2110_002:0502a29	以異。焉知非非同非非異之所以異。未知非	以 異 焉 知 非 非 同 非 非 異 之 所 以 異 未 知 非 
T52n2110_002:0502b01	非同非非異之所以異。焉知非非不同非非	非 同 非 非 異 之 所 以 異 焉 知 非 非 不 同 非 非 
T52n2110_002:0502b02	不異之所以異。未知非非不同非非不異之	不 異 之 所 以 異 未 知 非 非 不 同 非 非 不 異 之 
T52n2110_002:0502b03	所以異。焉知異同同異無異不異之所以異	所 以 異 焉 知 異 同 同 異 無 異 不 異 之 所 以 異 
T52n2110_002:0502b04	哉。是以如來說法常依二諦。起慈悲以救物。	哉 是 以 如 來 說 法 常 依 二 諦 起 慈 悲 以 救 物 
T52n2110_002:0502b05	行喜捨以濟人。無念而成就眾生。不動而淨	行 喜 捨 以 濟 人 無 念 而 成 就 眾 生 不 動 而 淨 
T52n2110_002:0502b06	佛國土。雖有所作實無所為。子其詳焉。無自	佛 國 土 雖 有 所 作 實 無 所 為 子 其 詳 焉 無 自 
T52n2110_002:0502b07	誤也。儒生問曰。初列三教各陳其美。後將道	誤 也 儒 生 問 曰 初 列 三 教 各 陳 其 美 後 將 道 
T52n2110_002:0502b08	教判入儒流。棄太史之正言。從班生之曲	教 判 入 儒 流 棄 太 史 之 正 言 從 班 生 之 曲 
T52n2110_002:0502b09	說。君子不黨何若是歟。	說 君 子 不 黨 何 若 是 歟 
T52n2110_002:0502b10	開士喻曰。小人黨親君子黨理。若理符而事	開 士 喻 曰 小 人 黨 親 君 子 黨 理 若 理 符 而 事 
T52n2110_002:0502b11	順者。亦何愧於蒼蒼乎。吾聞世間法者有字	順 者 亦 何 愧 於 蒼 蒼 乎 吾 聞 世 間 法 者 有 字 
T52n2110_002:0502b12	無義。出世間法者有字有義。何者世法浮偽。	無 義 出世間法 者 有 字 有 義 何 者 世 法 浮 偽 
T52n2110_002:0502b13	喻如驢乳。出世真實。喻如牛乳。然而驢乳為	喻 如 驢 乳 出 世 真 實 喻 如 牛 乳 然 而 驢 乳 為 
T52n2110_002:0502b14	酪不能出酥。縱強搆之還即成溺。所以然	酪 不 能 出 酥 縱 強 搆 之 還 即 成 溺 所 以 然 
T52n2110_002:0502b15	者。勢分絕也。牛乳出酥酪乃至醍醐。轉搆	者 勢 分 絕 也 牛 乳 出 酥 酪 乃 至 醍 醐 轉 搆 
T52n2110_002:0502b16	轉淨唯香唯美。五種具足八味甘濃。佛所說	轉 淨 唯 香 唯 美 五 種 具 足 八 味 甘 濃 佛 所 說 
T52n2110_002:0502b17	經引之為喻。考史記先黃老後六經。漢書先	經 引 之 為 喻 考 史 記 先 黃 老 後 六 經 漢 書 先 
T52n2110_002:0502b18	六經後黃老者。其見乃異就理不殊。各隨所	六 經 後 黃 老 者 其 見 乃 異 就 理 不 殊 各 隨 所 
T52n2110_002:0502b19	愛。非盡言之論也。且班固云。易有六十四	愛 非 盡 言 之 論 也 且 班 固 云 易 有 六 十 四 
T52n2110_002:0502b20	卦。道止當謙一卦。藝文總判九流。道止入在	卦 道 止 當 謙 一 卦 藝 文 總 判 九 流 道 止 入 在 
T52n2110_002:0502b21	一流。孔安國云。三皇所行。謂之大道。五帝所	一 流 孔 安 國 云 三 皇 所 行 謂 之 大 道 五 帝 所 
T52n2110_002:0502b22	行。謂之常道。不言別更有道令人奉之。今以	行 謂 之 常 道 不 言 別 更 有 道 令 人 奉 之 今 以 
T52n2110_002:0502b23	勸子。不可隨其臆斷。善自求其實也。	勸 子 不 可 隨 其 臆 斷 善 自 求 其 實 也 
T52n2110_002:0502b24	辯正論卷第二	辯 正 論 卷 第 二 
T52n2110_003:0502c05	辯正論卷第三	辯 正 論 卷 第 三 
T52n2110_003:0502c07	唐沙門釋法琳撰	唐 沙 門 釋 法 琳 撰 
T52n2110_003:0502c08	十代奉佛上篇第三	十 代 奉 佛 上 篇 第 三 
T52n2110_003:0502c09	儒生曰。信心漸發邪執稍迴。又問曰。漢地君	儒 生 曰 信 心 漸 發 邪 執 稍 迴 又 問 曰 漢 地 君 
T52n2110_003:0502c10	王奉佛至信。久而彌篤。為福有徵者。可得聞	王 奉 佛 至 信 久 而 彌 篤 為 福 有 徵 者 可 得 聞 
T52n2110_003:0502c11	乎。	乎 
T52n2110_003:0502c12	開士喻曰。自項日降靈摩蕂入洛。歸心奉法	開 士 喻 曰 自 項 日 降 靈 摩 蕂 入 洛 歸 心 奉 法 
T52n2110_003:0502c13	不可殫言。今當為子略陳十代君王三公宰	不 可 殫 言 今 當 為 子 略 陳 十 代 君 王 三 公 宰 
T52n2110_003:0502c14	輔通儒博識敬信佛者。以告子也。	輔 通 儒 博 識 敬 信 佛 者 以 告 子 也 
T52n2110_003:0502c15	晉世祖武皇帝(龍顏奇偉盛明革運大弘佛事廣樹伽藍)	晉 世 祖 武 皇 帝 龍 顏 奇 偉 盛 明 革 運 大 弘 佛 事 廣 樹 伽 藍 
T52n2110_003:0502c16	晉惠帝(歸心妙道。契意玄宗。仍於洛下造興聖寺。供養百僧)	晉 惠 帝 歸 心 妙 道 契 意 玄 宗 仍 於 洛 下 造 興 聖 寺 供 養 百 僧 
T52n2110_003:0502c17	晉敏帝(篤意冥感遠降神儀。仍於長安造通靈白馬二寺)	晉 敏 帝 篤 意 冥 感 遠 降 神 儀 仍 於 長 安 造 通 靈 白 馬 二 寺 
