X68n1319_001:0523c06	 御製總序	 御 製 總 序 
X68n1319_011:0537a06	古德恁麼道。應有聞之踊躍者。應有聞之竦惕者。	古 德 恁 麼 道 應 有 聞 之 踊 躍 者 應 有 聞 之 竦 惕 者 
X68n1319_011:0537a07	示眾。舉。淨覺本禪師。僧問。同聲相應時如何。淨云。鵓	示 眾 舉 淨 覺 本 禪 師 僧 問 同 聲 相 應 時 如 何 淨 云 鵓 
X68n1319_011:0537a08	鳩樹上啼。　師云。可惜者僧浪問。不知落處。見淨老云。	鳩 樹 上 啼 師 云 可 惜 者 僧 浪 問 不 知 落 處 見 淨 老 云 
X68n1319_011:0537a09	鵓鳩樹上啼。何不遙空掌云。打落枝頭時如何。儻淨	鵓 鳩 樹 上 啼 何 不 遙 空 掌 云 打 落 枝 頭 時 如 何 儻 淨 
X68n1319_011:0537a10	老再云。作家禪客。天然有在。何不進云。某甲點茶來	老 再 云 作 家 禪 客 天 然 有 在 何 不 進 云 某 甲 點 茶 來 
X68n1319_011:0537a11	請和尚。儻淨老再云。果然作家。便禮拜而出。豈不話	請 和 尚 儻 淨 老 再 云 果 然 作 家 便 禮 拜 而 出 豈 不 話 
X68n1319_011:0537a12	不虗行。雖然。鵓鳩樹上啼。汝諸大眾作麼生會。	不 虗 行 雖 然 鵓 鳩 樹 上 啼 汝 諸 大 眾 作 麼 生 會 
X68n1319_011:0537a13	死關千丈巖回。示眾云。者一百二十日。老僧日日在	死 關 千 丈 巖 回 示 眾 云 者 一 百 二 十 日 老 僧 日 日 在 
X68n1319_011:0537a14	兩序諸公肚裏走三轉。諸公知麼。　眾進語畢。師又云。	兩 序 諸 公 肚 裏 走 三 轉 諸 公 知 麼 眾 進 語 畢 師 又 云 
X68n1319_011:0537a15	者一百二十日。老僧日日在各堂寮苦行。諸禪肚裏	者 一 百 二 十 日 老 僧 日 日 在 各 堂 寮 苦 行 諸 禪 肚 裏 
X68n1319_011:0537a16	走三轉。諸禪知麼。　眾進語畢。師又云。者一百二十日。	走 三 轉 諸 禪 知 麼 眾 進 語 畢 師 又 云 者 一 百 二 十 日 
X68n1319_011:0537a17	老僧日日在內外大眾肚裏走三轉。大眾知麼。眾久	老 僧 日 日 在 內 外 大 眾 肚 裏 走 三 轉 大 眾 知 麼 眾 久 
X68n1319_011:0537a18	立。師左右顧視。下座。	立 師 左 右 顧 視 下 座 
X68n1319_011:0537a19	小參	小 參 
X68n1319_011:0537a20	晚參。師拈柱杖云。我此山中。一物也無。石頭大的大。	晚 參 師 拈 柱 杖 云 我 此 山 中 一 物 也 無 石 頭 大 的 大 
X68n1319_011:0537a21	小的小。內外諸人每日出坡三兩度。驀有箇漢出來	小 的 小 內 外 諸 人 每 日 出 坡 三 兩 度 驀 有 箇 漢 出 來 
X68n1319_011:0537a22	道。和尚前言不應後語。但向他道。非汝境界。顧左右	道 和 尚 前 言 不 應 後 語 但 向 他 道 非 汝 境 界 顧 左 右 
X68n1319_011:0537a23	云。若也會得。許你不齩一粒米。大碗喫飯。不挂一縷	云 若 也 會 得 許 你 不 齩 一 粒 米 大 碗 喫 飯 不 挂 一 縷 
X68n1319_011:0537a24	絲。終日著衣。若也不會。不是逐色隨聲。即落解脫深	絲 終 日 著 衣 若 也 不 會 不 是 逐 色 隨 聲 即 落 解 脫 深 
X68n1319_011:0537b01	坑。大眾。到者裏切須仔細。良久。卓柱杖云。參。	坑 大 眾 到 者 裏 切 須 仔 細 良 久 卓 柱 杖 云 參 
X68n1319_011:0537b02	晚參。師拈柱杖云。當初龐居士到百尺竿頭。將謂見	晚 參 師 拈 柱 杖 云 當 初 龐 居 士 到 百 尺 竿 頭 將 謂 見 
X68n1319_011:0537b03	過於人。開口便道。不與萬法為侶者是什麼人。幸而	過 於 人 開 口 便 道 不 與 萬 法 為 侶 者 是 什 麼 人 幸 而 
X68n1319_011:0537b04	其時諸方有人。若遇如今狐狼野干之屬。盲引眾盲。	其 時 諸 方 有 人 若 遇 如 今 狐 狼 野 干 之 屬 盲 引 眾 盲 
X68n1319_011:0537b05	見有百尺竿頭坐的。便道你已死了。須透祖師機緣。	見 有 百 尺 竿 頭 坐 的 便 道 你 已 死 了 須 透 祖 師 機 緣 
X68n1319_011:0537b06	方是死中得活。便教人胡穿亂鑿。今日透者一則。明	方 是 死 中 得 活 便 教 人 胡 穿 亂 鑿 今 日 透 者 一 則 明 
X68n1319_011:0537b07	日透那一則。若恁麼。豈不見笑一時。遺臭萬世。討甚	日 透 那 一 則 若 恁 麼 豈 不 見 笑 一 時 遺 臭 萬 世 討 甚 
X68n1319_011:0537b08	葢天蓋地好龐老耶。然而也是當人肯入作家爐鞴。	葢 天 蓋 地 好 龐 老 耶 然 而 也 是 當 人 肯 入 作 家 爐 鞴 
X68n1319_011:0537b09	肯求大手眼人鍛鍊始得。你看龐居士見石頭。問。不	肯 求 大 手 眼 人 鍛 鍊 始 得 你 看 龐 居 士 見 石 頭 問 不 
X68n1319_011:0537b10	與萬法為侶者是什麼人。頭驀掩其口。於此有箇會	與 萬 法 為 侶 者 是 什 麼 人 頭 驀 掩 其 口 於 此 有 箇 會 
X68n1319_011:0537b11	處。慚惶不少。未到大休大歇田地。到江西馬大師處。	處 慚 惶 不 少 未 到 大 休 大 歇 田 地 到 江 西 馬 大 師 處 
X68n1319_011:0537b12	仍舊問云。不與萬法為侶者是什麼人。馬大師蹋向	仍 舊 問 云 不 與 萬 法 為 侶 者 是 什 麼 人 馬 大 師 蹋 向 
X68n1319_011:0537b13	前一步云。待汝一口吸盡西江水方與汝道。龐居士	前 一 步 云 待 汝 一 口 吸 盡 西 江 水 方 與 汝 道 龐 居 士 
X68n1319_011:0537b14	到者裏。方纔命根子卒地折。爆地斷。放開窮肚皮。海	到 者 裏 方 纔 命 根 子 卒 地 折 爆 地 斷 放 開 窮 肚 皮 海 
X68n1319_011:0537b15	納百川。七縱八橫。千通萬達。高步大方。發一言。令人	納 百 川 七 縱 八 橫 千 通 萬 達 高 步 大 方 發 一 言 令 人 
X68n1319_011:0537b16	不敢正耳聽著。立一行。令人不敢正眼視著。師召眾	不 敢 正 耳 聽 著 立 一 行 令 人 不 敢 正 眼 視 著 師 召 眾 
X68n1319_011:0537b17	云。馬大師進那一步。諸人還見到也未。若也見到。方	云 馬 大 師 進 那 一 步 諸 人 還 見 到 也 未 若 也 見 到 方 
X68n1319_011:0537b18	可與山僧柱杖子相見。若未見到。豈可衲子不如他	可 與 山 僧 柱 杖 子 相 見 若 未 見 到 豈 可 衲 子 不 如 他 
X68n1319_011:0537b19	俗人。有麼。有麼。驀豎柱杖云。吸盡西江且止。只如山	俗 人 有 麼 有 麼 驀 豎 柱 杖 云 吸 盡 西 江 且 止 只 如 山 
X68n1319_011:0537b20	僧柱杖子作麼生吞。良久。卓杖云。劍為不平離寶匣。	僧 柱 杖 子 作 麼 生 吞 良 久 卓 杖 云 劍 為 不 平 離 寶 匣 
X68n1319_011:0537b21	藥因救病出金缾。擲杖出堂。	藥 因 救 病 出 金 缾 擲 杖 出 堂 
X68n1319_011:0537b22	十五夜小參。舉。僧問趙州。如何是祖師西來意。州云。	十 五 夜 小 參 舉 僧 問 趙 州 如 何 是 祖 師 西 來 意 州 云 
X68n1319_011:0537b23	庭前柏樹子。　師云。報恩則不然。有人問。如何是祖師	庭 前 柏 樹 子 師 云 報 恩 則 不 然 有 人 問 如 何 是 祖 師 
X68n1319_011:0537b24	西來意。但向道。今夜一輪滿。清光何處無。	西 來 意 但 向 道 今 夜 一 輪 滿 清 光 何 處 無 
X68n1319_011:0537c01	小參。師云。山僧不指路頭。一任諸人瞎闖。諸人若也	小 參 師 云 山 僧 不 指 路 頭 一 任 諸 人 瞎 闖 諸 人 若 也 
X68n1319_011:0537c02	瞎闖得勇猛。不顧危亡得失。盡力闖將去。驀然撞著	瞎 闖 得 勇 猛 不 顧 危 亡 得 失 盡 力 闖 將 去 驀 然 撞 著 
X68n1319_011:0537c03	峭壁巉巖。磕破腦殻。則一回知痛癢也未可知。　問。諸	峭 壁 巉 巖 磕 破 腦 殻 則 一 回 知 痛 癢 也 未 可 知 問 諸 
X68n1319_011:0537c04	人瞎闖則不問。磕破腦殻時如何。　師云。又慚惶。又好	人 瞎 闖 則 不 問 磕 破 腦 殻 時 如 何 師 云 又 慚 惶 又 好 
X68n1319_011:0537c05	笑。　問。磕破腦殻則不問。為甚又慚惶。又好笑。　師云。非	笑 問 磕 破 腦 殻 則 不 問 為 甚 又 慚 惶 又 好 笑 師 云 非 
X68n1319_011:0537c06	汝境界。	汝 境 界 
X68n1319_011:0537c07	小參。舉。眉州黃龍禪師。僧問。如何是密室。龍曰。斫不	小 參 舉 眉 州 黃 龍 禪 師 僧 問 如 何 是 密 室 龍 曰 斫 不 
X68n1319_011:0537c08	開。曰。如何是密室中人。龍曰。非男女相。　師云。古人恁	開 曰 如 何 是 密 室 中 人 龍 曰 非 男 女 相 師 云 古 人 恁 
X68n1319_011:0537c09	麼道。山僧則不然。如何是密室。七通八達。如何是密	麼 道 山 僧 則 不 然 如 何 是 密 室 七 通 八 達 如 何 是 密 
X68n1319_011:0537c10	室中人。長的長。矮的矮。且道與古人是同是別。喝一	室 中 人 長 的 長 矮 的 矮 且 道 與 古 人 是 同 是 別 喝 一 
X68n1319_011:0537c11	喝。卓柱杖一下。	喝 卓 柱 杖 一 下 
X68n1319_011:0537c12	仲春晚參。師云。古者道靈雲見處不在桃華上。且道	仲 春 晚 參 師 云 古 者 道 靈 雲 見 處 不 在 桃 華 上 且 道 
X68n1319_011:0537c13	他見處作麼生。眾無語。　師云。正所謂如將名品菓子。	他 見 處 作 麼 生 眾 無 語 師 云 正 所 謂 如 將 名 品 菓 子 
X68n1319_011:0537c14	殻也去了。核也去了。送人口邊。人不解喫。	殻 也 去 了 核 也 去 了 送 人 口 邊 人 不 解 喫 
X68n1319_011:0537c15	舉峰西堂秉拂。師云。昔日趙州云。我在南方火爐邊	舉 峰 西 堂 秉 拂 師 云 昔 日 趙 州 云 我 在 南 方 火 爐 邊 
X68n1319_011:0537c16	有箇無賓主話。至今無人舉著。噁。直饒道閉門打睡。	有 箇 無 賓 主 話 至 今 無 人 舉 著 噁 直 饒 道 閉 門 打 睡 
X68n1319_011:0537c17	接上上機也未。若如斯提持。今時人聞舉著向上一	接 上 上 機 也 未 若 如 斯 提 持 今 時 人 聞 舉 著 向 上 一 
X68n1319_011:0537c18	路。末後牢關。未嘗不商量浩浩地。如說藥人。真藥現	路 末 後 牢 關 未 嘗 不 商 量 浩 浩 地 如 說 藥 人 真 藥 現 
X68n1319_011:0537c19	前都不能識。淵明云。平疇交遠風。良苗亦懷新。東坡	前 都 不 能 識 淵 明 云 平 疇 交 遠 風 良 苗 亦 懷 新 東 坡 
X68n1319_011:0537c20	云。非古之耦耕植杖者不能道。非吾世農不知此語	云 非 古 之 耦 耕 植 杖 者 不 能 道 非 吾 世 農 不 知 此 語 
X68n1319_011:0537c21	之妙。吾於趙州亦云。少間煩峰西堂對眾拈出。	之 妙 吾 於 趙 州 亦 云 少 間 煩 峰 西 堂 對 眾 拈 出 
X68n1319_011:0537c22	晚參。問答不錄。師云。早間森首座領眾請法。山僧道。	晚 參 問 答 不 錄 師 云 早 間 森 首 座 領 眾 請 法 山 僧 道 
X68n1319_011:0537c23	鐘動喫齋。召眾云。大包方外。細徹毫端。帆正晴湘。衡	鐘 動 喫 齋 召 眾 云 大 包 方 外 細 徹 毫 端 帆 正 晴 湘 衡 
X68n1319_011:0537c24	開九面。出家兒造次顛沛。不離衣鉢之側。端能與露	開 九 面 出 家 兒 造 次 顛 沛 不 離 衣 鉢 之 側 端 能 與 露 
X68n1319_011:0538a01	柱同披一領袈裟。與山僧同一鉢盂烹饗也未。此間	柱 同 披 一 領 袈 裟 與 山 僧 同 一 鉢 盂 烹 饗 也 未 此 間 
X68n1319_011:0538a02	一草一木。同證圓明。胡為有人自疑自別。損法財。滅	一 草 一 木 同 證 圓 明 胡 為 有 人 自 疑 自 別 損 法 財 滅 
X68n1319_011:0538a03	功德。莫不繇茲心意識。誠哉是言也。台山南。岱宗北。	功 德 莫 不 繇 茲 心 意 識 誠 哉 是 言 也 台 山 南 岱 宗 北 
X68n1319_011:0538a04	殊天異域之賓。咸與山僧晨香暮燈。共分寥寂。胡為	殊 天 異 域 之 賓 咸 與 山 僧 晨 香 暮 燈 共 分 寥 寂 胡 為 
X68n1319_011:0538a05	有人咫尺關山。只為分明極。翻令所得遲。不大可哀	有 人 咫 尺 關 山 只 為 分 明 極 翻 令 所 得 遲 不 大 可 哀 
X68n1319_011:0538a06	乎。昔日少林面壁。二祖趨風。寒庭立雪。沒膝齊腰。何	乎 昔 日 少 林 面 壁 二 祖 趨 風 寒 庭 立 雪 沒 膝 齊 腰 何 
X68n1319_011:0538a07	等心骨。鼻祖尚訶為輕心慢心。徒勞無益。斷臂安心。	等 心 骨 鼻 祖 尚 訶 為 輕 心 慢 心 徒 勞 無 益 斷 臂 安 心 
X68n1319_011:0538a08	出羣得髓。瞻彼前修。豈同裨販。打一拂云。精金百鍊	出 羣 得 髓 瞻 彼 前 修 豈 同 裨 販 打 一 拂 云 精 金 百 鍊 
X68n1319_011:0538a09	自光瑩。藥汞從教誇耀冶。	自 光 瑩 藥 汞 從 教 誇 耀 冶 
X68n1319_011:0538a10	晚參。問。某甲閱楞嚴。至七處徵心。有箇會處。　師云。咄。	晚 參 問 某 甲 閱 楞 嚴 至 七 處 徵 心 有 箇 會 處 師 云 咄 
X68n1319_011:0538a11	此非汝心。作麼生會。　進云。某甲無心。　師云。齩人矢橛。	此 非 汝 心 作 麼 生 會 進 云 某 甲 無 心 師 云 齩 人 矢 橛 
X68n1319_011:0538a12	不是好狗。　問。光陰如箭。日月如梭。如何了生脫死。　師	不 是 好 狗 問 光 陰 如 箭 日 月 如 梭 如 何 了 生 脫 死 師 
X68n1319_011:0538a13	云。莫厚顏。　師乃云。莫謂無心云是道。無心猶隔一重	云 莫 厚 顏 師 乃 云 莫 謂 無 心 云 是 道 無 心 猶 隔 一 重 
X68n1319_011:0538a14	關。又有道說甚一重。直是千重萬重。既然如是。畢竟	關 又 有 道 說 甚 一 重 直 是 千 重 萬 重 既 然 如 是 畢 竟 
X68n1319_011:0538a15	如何明心見性。良久。云。山僧昨在報恩示眾云。古之	如 何 明 心 見 性 良 久 云 山 僧 昨 在 報 恩 示 眾 云 古 之 
X68n1319_011:0538a16	天地日月。猶今之天地日月。天地日月無古今之異。	天 地 日 月 猶 今 之 天 地 日 月 天 地 日 月 無 古 今 之 異 
X68n1319_011:0538a17	禪道佛法亦不應有古今之分。為甚麼古之知識。千	禪 道 佛 法 亦 不 應 有 古 今 之 分 為 甚 麼 古 之 知 識 千 
X68n1319_011:0538a18	百世之下。凜凜常在人目前。後之知識。當世現在。每	百 世 之 下 凜 凜 常 在 人 目 前 後 之 知 識 當 世 現 在 每 
X68n1319_011:0538a19	淹淹如九泉下人。古之學者。一面瞥地。耀古輝今。今	淹 淹 如 九 泉 下 人 古 之 學 者 一 面 瞥 地 耀 古 輝 今 今 
X68n1319_011:0538a20	之學者。今日有些會處。明日有些會處。及乎生死到	之 學 者 今 日 有 些 會 處 明 日 有 些 會 處 及 乎 生 死 到 
X68n1319_011:0538a21	來。依舊手忙脚亂。蓋道無同異。同異在人。今之發心	來 依 舊 手 忙 脚 亂 蓋 道 無 同 異 同 異 在 人 今 之 發 心 
X68n1319_011:0538a22	未嘗不如古人。參究未嘗不如古人。刻苦未嘗不如	未 嘗 不 如 古 人 參 究 未 嘗 不 如 古 人 刻 苦 未 嘗 不 如 
X68n1319_011:0538a23	古人。用心到無用心處亦未嘗不如古人。但古人到	古 人 用 心 到 無 用 心 處 亦 未 嘗 不 如 古 人 但 古 人 到 
X68n1319_011:0538a24	無用心處決不望崖而退。百尺竿頭更能進步。所以	無 用 心 處 決 不 望 崖 而 退 百 尺 竿 頭 更 能 進 步 所 以 
X68n1319_011:0538b01	道。懸崖撒手。自肯承當。絕後再甦。欺君不得。今人到	道 懸 崖 撒 手 自 肯 承 當 絕 後 再 甦 欺 君 不 得 今 人 到 
X68n1319_011:0538b02	千峰絕頂。不惟不進步。反退轉身來。云吾已死而得	千 峰 絕 頂 不 惟 不 進 步 反 退 轉 身 來 云 吾 已 死 而 得 
X68n1319_011:0538b03	活了。以了不可得為究竟。以擎拳豎指為透祖師關。	活 了 以 了 不 可 得 為 究 竟 以 擎 拳 豎 指 為 透 祖 師 關 
X68n1319_011:0538b04	盡是懸崖縮脚。種種自欺。去他古人遠之遠矣。卓柱	盡 是 懸 崖 縮 脚 種 種 自 欺 去 他 古 人 遠 之 遠 矣 卓 柱 
X68n1319_011:0538b05	杖云。有志之士。自知好惡。	杖 云 有 志 之 士 自 知 好 惡 
X68n1319_011:0538b06	晚參。師云。明道者多。行道者少。大小祖師話作兩橛。	晚 參 師 云 明 道 者 多 行 道 者 少 大 小 祖 師 話 作 兩 橛 
X68n1319_011:0538b07	明而不能行。明的事向那裏去也。諸人十二時中行	明 而 不 能 行 明 的 事 向 那 裏 去 也 諸 人 十 二 時 中 行 
X68n1319_011:0538b08	的事作麼生。良久。云。遶菴一水聲常住。擁榻千峰勢	的 事 作 麼 生 良 久 云 遶 菴 一 水 聲 常 住 擁 榻 千 峰 勢 
X68n1319_011:0538b09	欲翔。	欲 翔 
X68n1319_011:0538b10	早參。師云。古者道。莫被天下老和尚舌頭瞞。山僧道。	早 參 師 云 古 者 道 莫 被 天 下 老 和 尚 舌 頭 瞞 山 僧 道 
X68n1319_011:0538b11	莫被天下善知識行履瞞。祖師門下客。須確實為生	莫 被 天 下 善 知 識 行 履 瞞 祖 師 門 下 客 須 確 實 為 生 
X68n1319_011:0538b12	死。口不嚼一粒米。身不挂一縷絲。方可隨意穿衣喫	死 口 不 嚼 一 粒 米 身 不 挂 一 縷 絲 方 可 隨 意 穿 衣 喫 
X68n1319_011:0538b13	飯。眼中不見一畫一豎。耳中不聞一語一言。方可隨	飯 眼 中 不 見 一 畫 一 豎 耳 中 不 聞 一 語 一 言 方 可 隨 
X68n1319_011:0538b14	時寫字看書。否則大事未明。如喪考妣。大事已明。如	時 寫 字 看 書 否 則 大 事 未 明 如 喪 考 妣 大 事 已 明 如 
X68n1319_011:0538b15	喪考妣。如或生死心不切。慎勿出家。縱出家。慎勿來	喪 考 妣 如 或 生 死 心 不 切 慎 勿 出 家 縱 出 家 慎 勿 來 
X68n1319_011:0538b16	宗門。何以故。目下雖未為生死。儻不輕易出家。不輕	宗 門 何 以 故 目 下 雖 未 為 生 死 儻 不 輕 易 出 家 不 輕 
X68n1319_011:0538b17	易來宗門。尚知有出家事在。尚知有宗門事在。有等	易 來 宗 門 尚 知 有 出 家 事 在 尚 知 有 宗 門 事 在 有 等 
X68n1319_011:0538b18	造次出家。來此宗門。隨羣逐隊。發意做工夫。如撞釆	造 次 出 家 來 此 宗 門 隨 羣 逐 隊 發 意 做 工 夫 如 撞 釆 
X68n1319_011:0538b19	的一般。做幾時撞不著。便一日悠忽一日。一時怠惰	的 一 般 做 幾 時 撞 不 著 便 一 日 悠 忽 一 日 一 時 怠 惰 
X68n1319_011:0538b20	一時。自己既然。將謂他人亦是如此。謗大般若。苦報	一 時 自 己 既 然 將 謂 他 人 亦 是 如 此 謗 大 般 若 苦 報 
X68n1319_011:0538b21	無量。有志之士。務須確實。	無 量 有 志 之 士 務 須 確 實 
X68n1319_011:0538b22	晚參。師云。同居在此。不論久參初學。須各各退步到	晚 參 師 云 同 居 在 此 不 論 久 參 初 學 須 各 各 退 步 到 
