T85n2767_001:0310c17	藥師經疏	藥 師 經 疏 
T85n2767_001:0316c04	嬰兒沒水。以手探捕而竟不獲。其背上者失	嬰 兒 沒 水 以 手 探 捕 而 竟 不 獲 其 背 上 者 失 
T85n2767_001:0316c05	手落水尋沒喪失其岸上者為虎所食。我見	手 落 水 尋 沒 喪 失 其 岸 上 者 為 虎 所 食 我 見 
T85n2767_001:0316c06	是以心肝分裂口吐熱血舉聲大喚。怪哉怪	是 以 心 肝 分 裂 口 吐 熱 血 舉 聲 大 喚 怪 哉 怪 
T85n2767_001:0316c07	哉。我今一旦見此禍酷。即到岸上悶絕躃地。	哉 我 今 一 旦 見 此 禍 酷 即 到 岸 上 悶 絕 躃 地 
T85n2767_001:0316c08	未久之間有一伴至。爾時伴中有一長者。是	未 久 之 間 有 一 伴 至 爾 時 伴 中 有 一 長 者 是 
T85n2767_001:0316c09	我父母舊所知識。我即前問父母消息。爾時	我 父 母 舊 所 知 識 我 即 前 問 父 母 消 息 爾 時 
T85n2767_001:0316c10	長者即答我。汝父母家昨夜失火所燒蘊盡。	長 者 即 答 我 汝 父 母 家 昨 夜 失 火 所 燒 蘊 盡 
T85n2767_001:0316c11	父母亦喪。我聞是已悶絕躃地。良久乃蘇。未	父 母 亦 喪 我 聞 是 已 悶 絕 躃 地 良 久 乃 蘇 未 
T85n2767_001:0316c12	久之間有五百群賊。即壞眾伴。爾時賊主便	久 之 間 有 五 百 群 賊 即 壞 眾 伴 爾 時 賊 主 便 
T85n2767_001:0316c13	將我去作賊主婦。賊主婦法常使守門。若有	將 我 去 作 賊 主 婦 賊 主 婦 法 常 使 守 門 若 有 
T85n2767_001:0316c14	緣急為人所遂須速開門。後於一時夫與群	緣 急 為 人 所 遂 須 速 開 門 後 於 一 時 夫 與 群 
T85n2767_001:0316c15	賊共行抄劫。爾時賊主王及聚落并力馳逐	賊 共 行 抄 劫 爾 時 賊 主 王 及 聚 落 并 力 馳 逐 
T85n2767_001:0316c16	即遣其家。爾時其婦在於舍內免身生子。夫	即 遣 其 家 爾 時 其 婦 在 於 舍 內 免 身 生 子 夫 
T85n2767_001:0316c17	在門外再三喚已內無人開門。爾時賊主即	在 門 外 再 三 喚 已 內 無 人 開 門 爾 時 賊 主 即 
T85n2767_001:0316c18	作是念。今此婦者欲危害我。思惟是已即緣	作 是 念 今 此 婦 者 欲 危 害 我 思 惟 是 已 即 緣 
T85n2767_001:0316c19	牆入語其婦言。以何事故不開門耶。婦言以	牆 入 語 其 婦 言 以 何 事 故 不 開 門 耶 婦 言 以 
T85n2767_001:0316c20	產生故而不及耳。爾時賊主見是事已瞋恚	產 生 故 而 不 及 耳 爾 時 賊 主 見 是 事 已 瞋 恚 
T85n2767_001:0316c21	小息。語其婦言。人有身者便當有子。汝為產	小 息 語 其 婦 言 人 有 身 者 便 當 有 子 汝 為 產 
T85n2767_001:0316c22	故危害於我用是子為速往殺之。爾時其婦	故 危 害 於 我 用 是 子 為 速 往 殺 之 爾 時 其 婦 
T85n2767_001:0316c23	心生憐愍不忍殺之。爾時賊主尋拔刀斫解	心 生 憐 愍 不 忍 殺 之 爾 時 賊 主 尋 拔 刀 斫 解 
T85n2767_001:0316c24	斷手足。語其婦言。汝可還噉。若不食者當斷	斷 手 足 語 其 婦 言 汝 可 還 噉 若 不 食 者 當 斷 
T85n2767_001:0316c25	汝頭。爾時其婦以恐怖故即還食之。既還食	汝 頭 爾 時 其 婦 以 恐 怖 故 即 還 食 之 既 還 食 
T85n2767_001:0316c26	已瞋恚便息。其夫於後續復劫盜為王所得。	已 瞋 恚 便 息 其 夫 於 後 續 復 劫 盜 為 王 所 得 
T85n2767_001:0316c27	即治其罪治賊之法。要斷其命合婦生埋。我	即 治 其 罪 治 賊 之 法 要 斷 其 命 合 婦 生 埋 我 
T85n2767_001:0316c28	時身體著妙瓔珞。爾時有人貪我瓔珞。於後	時 身 體 著 妙 瓔 珞 爾 時 有 人 貪 我 瓔 珞 於 後 
T85n2767_001:0316c29	夜時即便開塚取我瓔珞并將我去。復經少	夜 時 即 便 開 塚 取 我 瓔 珞 并 將 我 去 復 經 少 
T85n2767_001:0317a01	時王家伺官即伺捉得以法斷之。如治賊罪	時 王 家 伺 官 即 伺 捉 得 以 法 斷 之 如 治 賊 罪 
T85n2767_001:0317a02	治賊之法即斷其命合婦生埋。埋之不固。於	治 賊 之 法 即 斷 其 命 合 婦 生 埋 埋 之 不 固 於 
T85n2767_001:0317a03	後夜時多諸虎狼圮發塚開食噉死屍。我因	後 夜 時 多 諸 虎 狼 圮 發 塚 開 食 噉 死 屍 我 因 
T85n2767_001:0317a04	此故尋時得出。既得出已荒錯迷悶不知東	此 故 尋 時 得 出 既 得 出 已 荒 錯 迷 悶 不 知 東 
T85n2767_001:0317a05	西。即便馳走路見多人。即便問言。諸人當知。	西 即 便 馳 走 路 見 多 人 即 便 問 言 諸 人 當 知 
T85n2767_001:0317a06	我今苦惱何處能有忌憂除患。時有長老婆	我 今 苦 惱 何 處 能 有 忌 憂 除 患 時 有 長 老 婆 
T85n2767_001:0317a07	羅門等。以憐愍故即語我言。曾釋迦牟尼佛	羅 門 等 以 憐 愍 故 即 語 我 言 曾 釋 迦 牟 尼 佛 
T85n2767_001:0317a08	法之中多諸安隱無諸衰惱。我聞是己心生	法 之 中 多 諸 安 隱 無 諸 衰 惱 我 聞 是 己 心 生 
T85n2767_001:0317a09	歡喜。諸大愛道憍曇彌比丘尼。所出家次第	歡 喜 諸 大 愛 道 憍 曇 彌 比 丘 尼 所 出 家 次 第 
T85n2767_001:0317a10	修習。即得道果三明六通具八解脫。以是因	修 習 即 得 道 果 三 明 六 通 具 八 解 脫 以 是 因 
T85n2767_001:0317a11	緣。汝等當知。我在家時勤苦如是。以是因緣	緣 汝 等 當 知 我 在 家 時 勤 苦 如 是 以是因緣 
T85n2767_001:0317a12	自致得道。時諸釋女聞是說己心大歡喜得	自 致 得 道 時 諸 釋 女 聞 是 說 己 心大歡喜 得 
T85n2767_001:0317a13	法眼淨。問出家學道有何勝利。答僧祇律云。	法 眼 淨 問 出家學道 有 何 勝 利 答 僧 祇 律 云 
T85n2767_001:0317a14	若人百千歲供養及羅漢不如一日夜出家修	若 人 百 千 歲 供 養 及 羅 漢 不 如 一 日 夜 出 家 修 
T85n2767_001:0317a15	梵行。又智度論第三卷云。孔雀雖有色嚴身	梵 行 又 智 度 論 第 三 卷 云 孔 雀 雖 有 色 嚴 身 
T85n2767_001:0317a16	不如鴻雁能遠飛。白衣雖有富貴力不如出	不 如 鴻 雁 能 遠 飛 白 衣 雖 有 富 貴 力 不 如 出 
T85n2767_001:0317a17	家功德勝。又佛本行集經云。假使恩愛久共	家 功 德 勝 又 佛 本 行 集 經 云 假 使 恩 愛 久 共 
T85n2767_001:0317a18	處時至命盡會別離見此無常須臾間。是故我	處 時 至 命 盡 會 別 離 見 此 無 常 須 臾 間 是 故 我 
T85n2767_001:0317a19	今求解脫。又出家功德經云。假使有人遍閻	今 求 解 脫 又 出 家 功 德 經 云 假 使 有 人 遍 閻 
T85n2767_001:0317a20	浮提造舍寶塔簷簷相。次至于梵天。所獲功	浮 提 造 舍 寶 塔 簷 簷 相 次 至 于 梵 天 所 獲 功 
T85n2767_001:0317a21	德不如有人放一奴婢出家學道。假使有人	德 不 如 有 人 放 一 奴 婢 出家學道 假 使 有 人 
T85n2767_001:0317a22	放奴婢出家遍閻浮提。如稻麻竹葦。所獲功	放 奴 婢 出 家 遍 閻 浮 提 如 稻 麻 竹 葦 所 獲 功 
T85n2767_001:0317a23	德不如有人放一男女出家為道廣如經說。	德 不 如 有 人 放 一 男 女 出 家 為 道 廣 如 經 說 
T85n2767_001:0317a24	經。復次至高輕他故　三治妬忌文分為四。	經 復 次 至 高 輕 他 故 三 治 妬 忌 文 分 為 四 
T85n2767_001:0317a25	一順情輕蔑。二身遇極殃。三由昔聞名四咸	一 順 情 輕 蔑 二 身 遇 極 殃 三 由 昔 聞 名 四 咸 
T85n2767_001:0317a26	蒙願遂。此則初也。以妬忌故者。雜集第一	蒙 願 遂 此 則 初 也 以 妬 忌 故 者 雜 集 第 一 
T85n2767_001:0317a27	云。耽著利養不耐他榮。瞋之一分心妬為體。	云 耽 著 利 養 不 耐 他 榮 瞋 之 一 分 心 妬 為 體 
T85n2767_001:0317a28	令心憂慼不安隱住為業。	令 心 憂 慼 不 安 隱 住 為 業 
T85n2767_001:0317a29	經。於三惡道至受諸苦毒　二身遇極殃文	經 於 三 惡 道 至 受 諸 苦 毒 二 身 遇 極 殃 文 
T85n2767_001:0317b01	分為三。一受地獄。二受畜生。三受下賤。此則	分 為 三 一 受 地 獄 二 受 畜 生 三 受 下 賤 此 則 
T85n2767_001:0317b02	初也。於三惡道受諸苦毒者。此得異熟果。以	初 也 於 三 惡 道 受 諸 苦 毒 者 此 得 異 熟 果 以 
T85n2767_001:0317b03	嫉妬故當墮地獄中。以自讚毀他故。當墮畜	嫉 妬 故 當 墮 地 獄 中 以 自讚毀他 故 當 墮 畜 
T85n2767_001:0317b04	生中。	生 中 
T85n2767_001:0317b05	經。過無量至隨路而行　二受畜生此得餘	經 過 無 量 至 隨 路 而 行 二 受 畜 生 此 得 餘 
T85n2767_001:0317b06	殘果。以自讚毀他餘殘果故受牛馬等身。以	殘 果 以 自讚毀他 餘 殘 果 故 受 牛 馬 等 身 以 
T85n2767_001:0317b07	嫉妬餘殘果故受鞭杖等苦。	嫉 妬 餘 殘 果 故 受 鞭 杖 等 苦 
T85n2767_001:0317b08	經。若生人道至受他驅役　三受下賤。此得	經 若 生 人 道 至 受 他 驅 役 三 受 下 賤 此 得 
T85n2767_001:0317b09	增上果。以自讚毀他增上果故。常居下賤為	增 上 果 以 自讚毀他 增 上 果 故 常 居 下 賤 為 
T85n2767_001:0317b10	人奴婢。以嫉妬增上果故。受他驅役。	人 奴 婢 以 嫉 妬 增 上 果 故 受 他 驅 役 
T85n2767_001:0317b11	經。若昔人中至名號者　三由昔聞名。由聞	經 若 昔 人 中 至 名 號 者 三 由 昔 聞 名 由 聞 
T85n2767_001:0317b12	佛名熏習善因。雖後遇惡友造作惡業。還復	佛 名 熏 習 善 因 雖 後 遇 惡 友 造 作 惡 業 還 復 
T85n2767_001:0317b13	憶念藥師佛名佛神力故。非直拔除三種業	憶 念 藥 師 佛 名 佛 神 力 故 非 直 拔 除 三 種 業 
T85n2767_001:0317b14	障。亦復能令三種苦果皆得解脫。	障 亦 復 能 令 三 種 苦 果 皆 得 解 脫 
T85n2767_001:0317b15	經。以此善根至憂悲苦惱　四咸蒙願遂。言	經 以 此 善 根 至 憂 悲 苦 惱 四 咸 蒙 願 遂 言 
T85n2767_001:0317b16	良友者。唐本云善友。宋本云善知識。皆不相	良 友 者 唐 本 云 善 友 宋 本 云 善 知 識 皆 不 相 
T85n2767_001:0317b17	違。如涅槃經三十一云。善知識者。若有能說	違 如 涅 槃 經 三 十 一 云 善 知 識 者 若 有 能 說 
T85n2767_001:0317b18	信戒多聞布施智慧令人受行。是名菩薩善	信 戒 多 聞 布 施 智 慧 令 人 受 行 是 名 菩 薩 善 
T85n2767_001:0317b19	知識也。又智度論七十一云。善吉白佛。新學	知 識 也 又 智 度 論 七 十 一 云 善 吉 白 佛 新 學 
T85n2767_001:0317b20	菩薩摩訶薩等。云何欲舉六波羅蜜。佛告善	菩薩摩訶薩 等 云 何 欲 舉 六波羅蜜 佛 告 善 
T85n2767_001:0317b21	吉。新學菩薩摩訶薩等。若欲行學六波羅蜜。	吉 新學菩薩 摩 訶 薩 等 若 欲 行 學 六波羅蜜 
T85n2767_001:0317b22	先當親近恭敬供養彼善知識。又大寶積經	先 當 親 近 恭敬供養 彼 善 知 識 又 大 寶 積 經 
T85n2767_001:0317b23	云。復次迦葉菩薩有四善知識。諸來求者是	云 復 次 迦 葉 菩 薩 有 四 善 知 識 諸 來 求 者 是 
T85n2767_001:0317b24	善知識。佛道因緣故。能說法者是善知識。生	善 知 識 佛道因緣 故 能 說 法 者 是 善 知 識 生 
T85n2767_001:0317b25	智慧故。能教化人令出家者是善知識。增長	智 慧 故 能 教 化 人 令 出 家 者 是 善 知 識 增 長 
T85n2767_001:0317b26	善法故。諸佛世尊是善知識。增長一切諸佛	善 法 故 諸佛世尊 是 善 知 識 增 長 一切諸佛 
T85n2767_001:0317b27	法故。又法華經第七卷說。善知識者是大因	法 故 又 法 華 經 第 七 卷 說 善 知 識 者 是 大 因 
T85n2767_001:0317b28	緣。所謂化導令得見佛。法句經說。佛言一切	緣 所 謂 化 導 令 得 見 佛 法 句 經 說 佛 言 一 切 
T85n2767_001:0317b29	眾生欲得阿耨多羅三藐三菩提。當親近善	眾 生 欲 得阿耨多羅三藐三菩提 當 親 近 善 
T85n2767_001:0317c01	知識請問法要。必聞如斯甚深要句。普明菩	知 識 請 問 法 要 必 聞 如 斯 甚 深 要 句 普 明 菩 
T85n2767_001:0317c02	薩白言。世尊云何名為是善知識。佛告普明。	薩 白 言 世 尊 云 何 名 為 是 善 知 識 佛 告 普 明 
T85n2767_001:0317c03	善知識者。是汝父母養育汝等菩提身故。善	善 知 識 者 是 汝 父 母 養 育 汝 等 菩 提 身 故 善 
T85n2767_001:0317c04	知識者是汝眼目視導汝等菩提路故。善知識	知 識 者 是 汝 眼 目 視 導 汝 等 菩 提 路 故 善 知 識 
T85n2767_001:0317c05	者是汝脚足荷負汝等離生死故。善知識者	者 是 汝 脚 足 荷 負 汝 等 離 生 死 故 善 知 識 者 
T85n2767_001:0317c06	是汝梯橙快侍汝等至彼岸故。善知識者是	是 汝 梯 橙 快 侍 汝 等 至 彼 岸 故 善 知 識 者 是 
T85n2767_001:0317c07	汝飲食能使汝等長法身故。善知識者是汝	汝 飲 食 能 使 汝 等 長 法 身 故 善 知 識 者 是 汝 
T85n2767_001:0317c08	寶衣覆蓋汝等功德身故。善知識者是汝橋	寶 衣 覆 蓋 汝 等 功 德 身 故 善 知 識 者 是 汝 橋 
T85n2767_001:0317c09	梁運載汝等渡有海故。善知識者是汝財寶	梁 運 載 汝 等 渡 有 海 故 善 知 識 者 是 汝 財 寶 
T85n2767_001:0317c10	救拔汝等離貧苦故。善知識者是汝日月照	救 拔 汝 等 離 貧 苦 故 善 知 識 者 是 汝 日 月 照 
T85n2767_001:0317c11	曜汝等離黑闇故。善知識者是汝身命護惜	曜 汝 等 離 黑 闇 故 善 知 識 者 是 汝 身 命 護 惜 
T85n2767_001:0317c12	汝等無有時故。善知識者是汝鎧杖降伏諸	汝 等 無 有 時 故 善 知 識 者 是 汝 鎧 杖 降 伏 諸 
T85n2767_001:0317c13	魔得無畏故。善知識者是汝絙繩挽拔汝等	魔 得 無 畏 故 善 知 識 者 是 汝 絙 繩 挽 拔 汝 等 
T85n2767_001:0317c14	離地獄故。善知識者是汝妙藥療治汝等煩	離 地 獄 故 善 知 識 者 是 汝 妙 藥 療 治 汝 等 煩 
T85n2767_001:0317c15	惱病故。善知識者是汝利刀割斷汝等諸愛	惱 病 故 善 知 識 者 是 汝 利 刀 割 斷 汝 等 諸 愛 
T85n2767_001:0317c16	納故。善知識者是汝時雨潤漬汝等菩提牙	納 故 善 知 識 者 是 汝 時 雨 潤 漬 汝 等 菩 提 牙 
T85n2767_001:0317c17	故。善知識者是汝明燈能破汝等五蓋闇故。	故 善 知 識 者 是 汝 明 燈 能 破 汝 等 五 蓋 闇 故 
T85n2767_001:0317c18	善知識者是汝善標教示汝等趣正覺故。善	善 知 識 者 是 汝 善 標 教 示 汝 等 趣 正 覺 故 善 
T85n2767_001:0317c19	知識者是汝薪火成熟汝等涅槃食故。善知	知 識 者 是 汝 薪 火 成 熟 汝 等 涅 槃 食 故 善 知 
T85n2767_001:0317c20	識者是汝弓箭射殺汝等煩惱賊故。善知識	識 者 是 汝 弓 箭 射 殺 汝 等 煩 惱 賊 故 善 知 識 
T85n2767_001:0317c21	者是汝勇將能破汝等生死軍故。善知識者	者 是 汝 勇 將 能 破 汝 等 生 死 軍 故 善 知 識 者 
T85n2767_001:0317c22	是汝如來破汝煩惱至涅槃故。善男子善知	是 汝 如 來 破 汝 煩 惱 至 涅 槃 故 善 男 子 善 知 
T85n2767_001:0317c23	識有如是等無量功德。我今教汝親近。於是	識 有 如 是 等 無量功德 我 今 教 汝 親 近 於 是 
T85n2767_001:0317c24	寶明與諸大眾聞佛說。此善知識甚深法要	寶 明 與 諸 大 眾 聞 佛 說 此 善 知 識 甚 深 法 要 
T85n2767_001:0317c25	舉聲號哭淚下如雨。悲啼懊惱不能自裁。自	舉 聲 號 哭 淚 下 如 雨 悲 啼 懊 惱 不 能 自 裁 自 
T85n2767_001:0317c26	念我身從曠劫已來為善知識之所守護。是	念 我 身 從 曠 劫 已 來 為 善 知 識 之 所 守 護 是 
T85n2767_001:0317c27	故今日值於如來得聞深法。如是遇者善知	故 今 日 值 於 如 來 得 聞 深 法 如 是 遇 者 善 知 
T85n2767_001:0317c28	識力非我力。能自念我身。從本已來未曾報	識 力 非 我 力 能 自 念 我 身 從 本 已 來 未 曾 報 
T85n2767_001:0317c29	恩方便親近。說是語已重復舉聲悲號懊惱	恩 方 便 親 近 說 是 語 已 重 復 舉 聲 悲 號 懊 惱 
T85n2767_001:0318a01	椎胸大哭。譬如有人新喪父母號悼啼泣死	椎 胸 大 哭 譬 如 有 人 新 喪 父 母 號 悼 啼 泣 死 
T85n2767_001:0318a02	而復蘇。爾時世尊見是事已生憐愍心。即噓	而 復 蘇 爾 時 世 尊 見 是 事 已 生 憐 愍 心 即 噓 
T85n2767_001:0318a03	長歎以歎息故振動三千大千世界一切佛剎	長 歎 以 歎 息 故 振 動 三千大千世界 一 切 佛 剎 
T85n2767_001:0318a04	亦皆大動。是名得與良友常相隨逐。能斷魔	亦 皆 大 動 是 名 得 與 良 友 常 相 隨 逐 能 斷 魔 
T85n2767_001:0318a05	羂者。顯前自讚毀他。由毀他故不遇良友。由	羂 者 顯 前 自讚毀他 由 毀 他 故 不 遇 良 友 由 
T85n2767_001:0318a06	自讚故必被魔辱。此是天魔破無明[穀禾+卵]。謂破	自 讚 故 必 被 魔 辱 此 是 天 魔 破 無 明 [穀禾卵] 謂 破 
T85n2767_001:0318a07	無明住地。竭煩惱河者。謂竭四住等煩惱此	無明住地 竭 煩 惱 河 者 謂 竭 四 住 等 煩 惱 此 
T85n2767_001:0318a08	之二句明破煩惱魔。解脫一切生老病死憂	之 二 句 明 破 煩 惱 魔 解 脫 一 切 生老病死 憂 
T85n2767_001:0318a09	悲苦惱者。明破蘊魔。天魔惱者。雜集第一	悲 苦 惱 者 明 破 蘊 魔 天 魔 惱 者 雜 集 第 一 
T85n2767_001:0318a10	云。忿恨居先瞋之一分心戾為體。高暴麁言	云 忿 恨 居 先 瞋 之 一 分 心 戾 為 體 高 暴 麁 言 
T85n2767_001:0318a11	所依為業。生起非福為業。不安隱住為業。高	所 依 為 業 生 起 非 福 為 業 不 安 隱 住 為 業 高 
T85n2767_001:0318a12	暴麁言者。謂語現凶疎切人心腑。謂聞佛名	暴 麁 言 者 謂 語 現 凶 疎 切 人 心 腑 謂 聞 佛 名 
T85n2767_001:0318a13	增上功德。能令如是生老病死憂悲苦惱皆	增 上 功 德 能 令 如 是 生老病死 憂 悲 苦 惱 皆 
T85n2767_001:0318a14	得解脫。	得 解 脫 
T85n2767_001:0318a15	經。復次至更相鬪訟　四治離隙文分為四。	經 復 次 至 更 相 鬪 訟 四 治 離 隙 文 分 為 四 
T85n2767_001:0318a16	一正造乖離。二起屍厭魅。三由昔聞名。四	一 正 造 乖 離 二 起 屍 厭 魅 三 由 昔 聞 名 四 
T85n2767_001:0318a17	咸蒙願遂。就初文中文分為三。一正造。二相	咸 蒙 願 遂 就 初 文 中 文 分 為 三 一 正 造 二 相 
T85n2767_001:0318a18	損。三憑非。此則初也。好喜乖離更相鬪訟者。	損 三 憑 非 此 則 初 也 好 喜 乖 離 更 相 鬪 訟 者 
T85n2767_001:0318a19	三業之中口兩舌業。四分律說。昔二惡獸。一	三 業 之 中 口 兩 舌 業 四 分 律 說 昔 二 惡 獸 一 
