X57n0975_001:0509a06	 隨緣集敘	 隨 緣 集 敘 
X57n0975_001:0516b17	文字。而曰。吾有楞伽四卷印心。抑何相悖也。葢無文	文 字 而 曰 吾 有 楞 伽 四 卷 印 心 抑 何 相 悖 也 葢 無 文 
X57n0975_001:0516b18	字者。為過關人解粘脫縛。立言教者。為未悟人提擕	字 者 為 過 關 人 解 粘 脫 縛 立 言 教 者 為 未 悟 人 提 擕 
X57n0975_001:0516b19	警覺耳。劉虬云。寄言談于象外。而其理絕精粗。洎乎	警 覺 耳 劉 虬 云 寄 言 談 于 象 外 而 其 理 絕 精 粗 洎 乎 
X57n0975_001:0516b20	兩極之時。言即無言。無言即言也。然則吾儕兩間嗤	兩 極 之 時 言 即 無 言 無 言 即 言 也 然 則 吾 儕 兩 間 嗤 
X57n0975_001:0516b21	嗤。孰非黃梁未熟之人。如來喃喃說法。總為開示悟	嗤 孰 非 黃 梁 未 熟 之 人 如 來 喃 喃 說 法 總 為 開 示 悟 
X57n0975_001:0516b22	入寶鐸。如毗目仙人。擕手覩史。內紹彈指。皆令童子	入 寶 鐸 如 毗 目 仙 人 擕 手 覩 史 內 紹 彈 指 皆 令 童 子 
X57n0975_001:0516b23	得見無邊佛境。重重樓閣者也。是則大藏千萬卷之	得 見 無 邊 佛 境 重 重 樓 閣 者 也 是 則 大 藏 千 萬 卷 之 
X57n0975_001:0516b24	利導生靈。豈誠小補者哉。吾浙張螺浮先生。再來人	利 導 生 靈 豈 誠 小 補 者 哉 吾 浙 張 螺 浮 先 生 再 來 人 
X57n0975_001:0516c01	也。給諫諤諤。既立功于朝廷。周恤殷殷。更施德於梓	也 給 諫 諤 諤 既 立 功 于 朝 廷 周 恤 殷 殷 更 施 德 於 梓 
X57n0975_001:0516c02	里。比欲立言千古完三不朽。乃倣太史公歷龍門之	里 比 欲 立 言 千 古 完 三 不 朽 乃 倣 太 史 公 歷 龍 門 之 
X57n0975_001:0516c03	險者而游羅浮。恍然悟前身為羅浮山內僧。與蘇端	險 者 而 游 羅 浮 恍 然 悟 前 身 為 羅 浮 山 內 僧 與 蘇 端 
X57n0975_001:0516c04	明之五祖戒。王新建之定中僧者孱齊。復慨嶺南遼	明 之 五 祖 戒 王 新 建 之 定 中 僧 者 孱 齊 復 慨 嶺 南 遼 
X57n0975_001:0516c05	遠。佛法瞢聞。願捨大藏於羅浮。永開人天之眼目。此	遠 佛 法 瞢 聞 願 捨 大 藏 於 羅 浮 永 開 人 天 之 眼 目 此 
X57n0975_001:0516c06	又白香山藏經。匡廬之同心也。夫佛教高深。向為出	又 白 香 山 藏 經 匡 廬 之 同 心 也 夫 佛 教 高 深 向 為 出 
X57n0975_001:0516c07	生死之法寶。故施之者為功過量。受之者感德不貲。	生 死 之 法 寶 故 施 之 者 為 功 過 量 受 之 者 感 德 不 貲 
X57n0975_001:0516c08	其於諸處皆然矣。抑況嶺表少見少聞者耶。今而後	其 於 諸 處 皆 然 矣 抑 況 嶺 表 少 見 少 聞 者 耶 今 而 後 
X57n0975_001:0516c09	吾慶全廣生民。因言以進無言之旨。破夢而覩佛境	吾 慶 全 廣 生 民 因 言 以 進 無 言 之 旨 破 夢 而 覩 佛 境 
X57n0975_001:0516c10	重重。實始張螺浮先生為法界手眼也。嶺南大力生	重 重 實 始 張 螺 浮 先 生 為 法 界 手 眼 也 嶺 南 大 力 生 
X57n0975_001:0516c11	無公。遣弟子頓覺。請經入山。螺浮僧那有在。久要不	無 公 遣 弟 子 頓 覺 請 經 入 山 螺 浮 僧 那 有 在 久 要 不 
X57n0975_001:0516c12	忘。裝潢全藏。出于一門。惟是經非一卷。路歷數千。舟	忘 裝 潢 全 藏 出 于 一 門 惟 是 經 非 一 卷 路 歷 數 千 舟 
X57n0975_001:0516c13	車挽運。資斧為煩。更乞有力大人出手助和。庶可負	車 挽 運 資 斧 為 煩 更 乞 有 力 大 人 出 手 助 和 庶 可 負 
X57n0975_001:0516c14	之而趨也。或曰。螺浮不愁強弩之末。頓覺何復捨此	之 而 趨 也 或 曰 螺 浮 不 愁 強 弩 之 末 頓 覺 何 復 捨 此 
X57n0975_001:0516c15	取彼。予曰。不然。頓覺虞一之為甚。螺浮耻獨為君子。	取 彼 予 曰 不 然 頓 覺 虞 一 之 為 甚 螺 浮 耻 獨 為 君 子 
X57n0975_001:0516c16	出世勝善。樂與人同。幸毋多讓焉。	出 世 勝 善 樂 與 人 同 幸 毋 多 讓 焉 
X57n0975_001:0516c17	閱元白全集	閱 元 白 全 集 
X57n0975_001:0516c18	庖丁善解。目無全牛。亦由深識全牛之始終。而後可	庖 丁 善 解 目 無 全 牛 亦 由 深 識 全 牛 之 始 終 而 後 可 
X57n0975_001:0516c19	以無間入有餘也。若乃群盲摸象。觸其尾則曰如帚。	以 無 間 入 有 餘 也 若 乃 群 盲 摸 象 觸 其 尾 則 曰 如 帚 
X57n0975_001:0516c20	觸其蹄則曰如臼。尚不能諳其始終巨細。又烏能識	觸 其 蹄 則 曰 如 臼 尚 不 能 諳 其 始 終 巨 細 又 烏 能 識 
X57n0975_001:0516c21	其大全而披剖之耶。唯觀古今人之與心亦然。憶孩	其 大 全 而 披 剖 之 耶 唯 觀 古 今 人 之 與 心 亦 然 憶 孩 
X57n0975_001:0516c22	提時。從鄉塾師。課古文詞。則於連昌宮中。識微之之	提 時 從 鄉 塾 師 課 古 文 詞 則 於 連 昌 宮 中 識 微 之 之 
X57n0975_001:0516c23	纖麗。於長恨歌琵琶行中。識樂天之諷感。及觀新舊	纖 麗 於 長 恨 歌 琵 琶 行 中 識 樂 天 之 諷 感 及 觀 新 舊 
X57n0975_001:0516c24	唐書。唐文類聚。甲寅歲。讀文苑千卷。則見二公之詩	唐 書 唐 文 類 聚 甲 寅 歲 讀 文 苑 千 卷 則 見 二 公 之 詩 
X57n0975_001:0517a01	文賦表。渢渢乎多也。然猶之摸象者所見。帚焉臼焉	文 賦 表 渢 渢 乎 多 也 然 猶 之 摸 象 者 所 見 帚 焉 臼 焉 
X57n0975_001:0517a02	而已。若乃二公之心迹大全。尚在夢夢。比閱元白長	而 已 若 乃 二 公 之 心 迹 大 全 尚 在 夢 夢 比 閱 元 白 長 
X57n0975_001:0517a03	慶全集。則二人者。均有短長。微之以少年中策穆宗	慶 全 集 則 二 人 者 均 有 短 長 微 之 以 少 年 中 策 穆 宗 
X57n0975_001:0517a04	時。名滿京洛。宮人皆以才子目之。身為將相。可謂儒	時 名 滿 京 洛 宮 人 皆 以 才 子 目 之 身 為 將 相 可 謂 儒 
X57n0975_001:0517a05	學之効矣。惟是薦由幸人。躁於進取。不讓仇士良而	學 之 効 矣 惟 是 薦 由 幸 人 躁 於 進 取 不 讓 仇 士 良 而 
X57n0975_001:0517a06	致譴。欲立奇節以壓眾心。而招刺裴之誣人。固以輕	致 譴 欲 立 奇 節 以 壓 眾 心 而 招 刺 裴 之 誣 人 固 以 輕 
X57n0975_001:0517a07	而視之矣。殊不知免貢蚶彈權貴。致君澤民之忠。溢	而 視 之 矣 殊 不 知 免 貢 蚶 彈 權 貴 致 君 澤 民 之 忠 溢 
X57n0975_001:0517a08	于言表。卓卓乎得大臣任重之體者也。樂天仕宦。四	于 言 表 卓 卓 乎 得 大 臣 任 重 之 體 者 也 樂 天 仕 宦 四 
X57n0975_001:0517a09	十餘年。隨時黜陟。似忘忻戚。彼自云云。於我何有。形	十 餘 年 隨 時 黜 陟 似 忘 忻 戚 彼 自 云 云 於 我 何 有 形 
X57n0975_001:0517a10	於詩賦。往往而在。所作詩文。信口而吟。隨筆而書。不	於 詩 賦 往 往 而 在 所 作 詩 文 信 口 而 吟 隨 筆 而 書 不 
X57n0975_001:0517a11	為艱深刻苦之語。唯闢中和平坦門戶。人則以俗而	為 艱 深 刻 苦 之 語 唯 闢 中 和 平 坦 門 戶 人 則 以 俗 而 
X57n0975_001:0517a12	名之。亦非也。葢其身為大臣。世際承平。正不欲刻意	名 之 亦 非 也 葢 其 身 為 大 臣 世 際 承 平 正 不 欲 刻 意 
X57n0975_001:0517a13	蜩虫以失辭達之體。故意深而言顯。使婦人女子亦	蜩 虫 以 失 辭 達 之 體 故 意 深 而 言 顯 使 婦 人 女 子 亦 
X57n0975_001:0517a14	能知解。須知其深易。其淺難。其雅易。其俗難。如秋月	能 知 解 須 知 其 深 易 其 淺 難 其 雅 易 其 俗 難 如 秋 月 
X57n0975_001:0517a15	晚生丹桂實。常娥滿月即成珠等。以典雅之文。作明	晚 生 丹 桂 實 常 娥 滿 月 即 成 珠 等 以 典 雅 之 文 作 明 
X57n0975_001:0517a16	顯之句。夫郊寒高則寒。孤則寒。今白俗明則俗。和則	顯 之 句 夫 郊 寒 高 則 寒 孤 則 寒 今 白 俗 明 則 俗 和 則 
X57n0975_001:0517a17	俗。正其雅可及也。其俗不可及也。至如制誥判詞。何	俗 正 其 雅 可 及 也 其 俗 不 可 及 也 至 如 制 誥 判 詞 何 
X57n0975_001:0517a18	常不精微深奧哉。此吾識二公本來面目處也。而復	常 不 精 微 深 奧 哉 此 吾 識 二 公 本 來 面 目 處 也 而 復 
X57n0975_001:0517a19	有短長之說者。非昔人元輕白俗之謂也。葢樂天持	有 短 長 之 說 者 非 昔 人 元 輕 白 俗 之 謂 也 葢 樂 天 持 
X57n0975_001:0517a20	齋默坐。言多達生。至於七十之外。賣馬遣妓。時猶有	齋 默 坐 言 多 達 生 至 於 七 十 之 外 賣 馬 遣 妓 時 猶 有 
X57n0975_001:0517a21	不能忘情之吟。是留連聲。妓妮妮。欲海者微之。逡巡	不 能 忘 情 之 吟 是 留 連 聲 妓 妮 妮 欲 海 者 微 之 逡 巡 
X57n0975_001:0517a22	外任。求復輔政。賷志長徂。是戚戚富貴。至死而不能	外 任 求 復 輔 政 賷 志 長 徂 是 戚 戚 富 貴 至 死 而 不 能 
X57n0975_001:0517a23	釋然者。夫熱中太煞。達而未達。殆二公之短長也。此	釋 然 者 夫 熱 中 太 煞 達 而 未 達 殆 二 公 之 短 長 也 此 
X57n0975_001:0517a24	吾知其全。而妄肆以無間入有餘之論。庶幾庖丁之	吾 知 其 全 而 妄 肆 以 無 間 入 有 餘 之 論 庶 幾 庖 丁 之 
X57n0975_001:0517b01	解乎。若謂此論壓倒元白。則吾豈敢。	解 乎 若 謂 此 論 壓 倒 元 白 則 吾 豈 敢 
X57n0975_001:0517b02	血書法華經跋	血 書 法 華 經 跋 
X57n0975_001:0517b03	為儒佛者。率以委蛇八正。從容中道。無過不及之患。	為 儒 佛 者 率 以 委 蛇 八 正 從 容 中 道 無 過 不 及 之 患 
X57n0975_001:0517b04	是謂得之。若孝而必至於割股。忠而必至於殺身。不	是 謂 得 之 若 孝 而 必 至 於 割 股 忠 而 必 至 於 殺 身 不 
X57n0975_001:0517b05	已太過。而失其中道乎。然子不如是。則似為孝之力	已 太 過 而 失 其 中 道 乎 然 子 不 如 是 則 似 為 孝 之 力 
X57n0975_001:0517b06	不竭。臣不如是。則似為忠之心不盡。葢充忠孝之類	不 竭 臣 不 如 是 則 似 為 忠 之 心 不 盡 葢 充 忠 孝 之 類 
X57n0975_001:0517b07	之極也。夫剖心割股。斷脰决腹。傷形毀性。一瞑而萬	之 極 也 夫 剖 心 割 股 斷 脰 决 腹 傷 形 毀 性 一 瞑 而 萬 
X57n0975_001:0517b08	世不見。然後忠孝之心盡。忠孝之名立。忠孝之行成	世 不 見 然 後 忠 孝 之 心 盡 忠 孝 之 名 立 忠 孝 之 行 成 
X57n0975_001:0517b09	也。與其不及也。寧過聖人有所取之矣。即為釋子者	也 與 其 不 及 也 寧 過 聖 人 有 所 取 之 矣 即 為 釋 子 者 
X57n0975_001:0517b10	亦然。惟慈父之言行是式。受持讀誦。書寫解說。已為	亦 然 惟 慈 父 之 言 行 是 式 受持讀誦 書 寫 解 說 已 為 
X57n0975_001:0517b11	五種法師。可自利利他矣。而必至以骨為筆。刺血為	五 種 法 師 可 自利利他 矣 而 必 至 以 骨 為 筆 刺 血 為 
X57n0975_001:0517b12	墨。書寫經典。似過矣。殆亦忠臣孝子之用心歟。吾於	墨 書 寫 經 典 似 過 矣 殆 亦 忠 臣 孝 子 之 用 心 歟 吾 於 
X57n0975_001:0517b13	妙因粹生師。而見一班焉。師薙落應院。志在出塵。性	妙 因 粹 生 師 而 見 一 班 焉 師 薙 落 應 院 志 在 出 塵 性 
X57n0975_001:0517b14	重譏嫌。如擎油鉢。忽發僧那。刺血以書法華全部。夫	重 譏 嫌 如 擎 油 鉢 忽 發 僧 那 刺 血 以 書 法 華 全 部 夫 
X57n0975_001:0517b15	好事多難理之固。然或魔緣競起。或內障陡興師刺	好 事 多 難 理 之 固 然 或 魔 緣 競 起 或 內 障 陡 興 師 刺 
X57n0975_001:0517b16	血書經之志。確乎不拔。正歷盤根錯節。而益見其利	血 書 經 之 志 確 乎 不 拔 正 歷 盤 根 錯 節 而 益 見 其 利 
X57n0975_001:0517b17	也。至於舌血盡而刺指。指血盡而刺臂。臂血盡而命	也 至 於 舌 血 盡 而 刺 指 指 血 盡 而 刺 臂 臂 血 盡 而 命 
X57n0975_001:0517b18	絕。絕而甦則更書。嘻吾至此而不能測其志。不反顧	絕 絕 而 甦 則 更 書 嘻 吾 至 此 而 不 能 測 其 志 不 反 顧 
X57n0975_001:0517b19	義。不旋踵之勇猛精進矣。然調絃者。不必太急。斵輪	義 不 旋 踵 之 勇猛精進 矣 然 調 絃 者 不 必 太 急 斵 輪 
X57n0975_001:0517b20	者。事貴不疾。名教中自有樂地。八正內道可委蛇。以	者 事 貴 不 疾 名 教 中 自 有 樂 地 八 正 內 道 可 委 蛇 以 
X57n0975_001:0517b21	若所為。不已太過乎。師以為不如是。則修行之心不	若 所 為 不 已 太 過 乎 師 以 為 不 如 是 則 修 行 之 心 不 
X57n0975_001:0517b22	盡。修行之事不成。修行之道不行也。過則過矣。其不	盡 修 行 之 事 不 成 修 行 之 道 不 行 也 過 則 過 矣 其 不 
X57n0975_001:0517b23	愈於僧之窳墮飲食八瞢瞢種耶。與其不及也。寧過	愈 於 僧 之 窳 墮 飲 食 八 瞢 瞢 種 耶 與 其 不 及 也 寧 過 
X57n0975_001:0517b24	昔人深取之葢以過則可幾於中道。而不及則淪入	昔 人 深 取 之 葢 以 過 則 可 幾 於 中 道 而 不 及 則 淪 入 
X57n0975_001:0517c01	下流矣。自握管至今。天子在宥。十有五年。而刺書成	下 流 矣 自 握 管 至 今 天 子 在 宥 十 有 五 年 而 刺 書 成 
X57n0975_001:0517c02	裝。演畢將畀之。天龍呵護。永為叔世奇寶。予竊問曰。	裝 演 畢 將 畀 之 天 龍 呵 護 永 為 叔 世 奇 寶 予 竊 問 曰 
X57n0975_001:0517c03	凡字之一點。即用師一點血一點心。凡積幾許點畫	凡 字 之 一 點 即 用 師 一 點 血 一 點 心 凡 積 幾 許 點 畫 
X57n0975_001:0517c04	心血。而成一字。又積幾許心血。而成一偈一卷。又積	心 血 而 成 一 字 又 積 幾 許 心 血 而 成 一 偈 一 卷 又 積 
X57n0975_001:0517c05	幾許心血。而成七卷全經。師能思量較計。以復我乎。	幾 許 心 血 而 成 七 卷 全 經 師 能 思 量 較 計 以 復 我 乎 
X57n0975_001:0517c06	師既不可思議己之心血。我又烏能心思口議。以頌	師 既 不可思議 己 之 心 血 我 又 烏 能 心 思 口 議 以 頌 
X57n0975_001:0517c07	師功德哉。然一言可以槩諸。迦文以骨為筆。刺血為	師 功 德 哉 然 一 言 可 以 槩 諸 迦 文 以 骨 為 筆 刺 血 為 
X57n0975_001:0517c08	墨。如是書經。此修行之過也。今成正覺。是則師之功	墨 如 是 書 經 此 修 行 之 過 也 今 成 正 覺 是 則 師 之 功 
X57n0975_001:0517c09	德。殆優入聖域者矣。	德 殆 優 入 聖 域 者 矣 
X57n0975_001:0517c10	睿公裒文引言	睿 公 裒 文 引 言 
X57n0975_001:0517c11	世網如八陣圖。逗入輙不能出。出葢憑夫學道。昔人	世 網 如 八 陣 圖 逗 入 輙 不 能 出 出 葢 憑 夫 學 道 昔 人 
X57n0975_001:0517c12	云。人不得道。生老病死四字關。誰能透過。然則學道	云 人 不 得 道 生老病死 四 字 關 誰 能 透 過 然 則 學 道 
X57n0975_001:0517c13	乃出生死之大本歟。由是而下睨。語言文字。抑末矣。	乃 出 生 死 之 大 本 歟 由 是 而 下 睨 語 言 文 字 抑 末 矣 
X57n0975_001:0517c14	大梁睿公。年垂知命。銳志修道。今且二十年所矣。雖	大 梁 睿 公 年 垂 知 命 銳 志 修 道 今 且 二 十 年 所 矣 雖 
X57n0975_001:0517c15	眾善俱崇。而指歸安養。即精力稍憊。而禮誦不輟。或	眾 善 俱 崇 而 指 歸 安 養 即 精 力 稍 憊 而 禮 誦 不 輟 或 
X57n0975_001:0517c16	曰。若形神勿王。盍緩淨課與。則曰。主人公一旦欲捐	曰 若 形 神 勿 王 盍 緩 淨 課 與 則 曰 主 人 公 一 旦 欲 捐 
X57n0975_001:0517c17	血肉團。亦可緩耶。雪溪公題憶佛軒云。隨波逐浪去	血 肉 團 亦 可 緩 耶 雪 溪 公 題 憶 佛 軒 云 隨 波 逐 浪 去 
X57n0975_001:0517c18	翩翩。彈指聲中七十年。豈不向來知憶佛。欲從老去	翩 翩 彈 指 聲 中 七 十 年 豈 不 向 來 知 憶 佛 欲 從 老 去 
X57n0975_001:0517c19	更加鞭。予又可緩其鞭乎。第酷嗜當代名公詩文道	更 加 鞭 予 又 可 緩 其 鞭 乎 第 酷 嗜 當 代 名 公 詩 文 道 
X57n0975_001:0517c20	語。龍蛇滿壁儼然。詩畵米家船矣。惟是少不深書。而	語 龍 蛇 滿 壁 儼 然 詩 畵 米 家 船 矣 惟 是 少 不 深 書 而 
X57n0975_001:0517c21	喜人文墨。人或疑之。吾聞蘇長公性不解飲。而喜觀	喜 人 文 墨 人 或 疑 之 吾 聞 蘇 長 公 性 不 解 飲 而 喜 觀 
X57n0975_001:0517c22	人飲。見其引滿浮白。則浩浩焉。落落焉。如飲情之在	人 飲 見 其 引 滿 浮 白 則 浩 浩 焉 落 落 焉 如 飲 情 之 在 
X57n0975_001:0517c23	己也。陶元亮云。但識琴中趣。何勞絃上聲。睿公之不	己 也 陶 元 亮 云 但 識 琴 中 趣 何 勞 絃 上 聲 睿 公 之 不 
X57n0975_001:0517c24	善文。而喜人文墨。亦是族也。或謂。睿公操一藝。而活	善 文 而 喜 人 文 墨 亦 是 族 也 或 謂 睿 公 操 一 藝 而 活 
X57n0975_001:0518a01	於逆旅。雖曰好道。第一鄉之善士而已。何能致四方	於 逆 旅 雖 曰 好 道 第 一 鄉 之 善 士 而 已 何 能 致 四 方 
X57n0975_001:0518a02	士君子文藻之多哉。是大不然。夫漏室來。鴻儒之談	士 君 子 文 藻 之 多 哉 是 大 不 然 夫 漏 室 來 鴻 儒 之 談 
X57n0975_001:0518a03	笑。敞廬何妨聚諸賢之珠玉哉。且宇宙有何美業。唯	笑 敞 廬 何 妨 聚 諸 賢 之 珠 玉 哉 且 宇 宙 有 何 美 業 唯 
X57n0975_001:0518a04	吾心之神智睿於無窮而已。其既修道惟勤固。已得	吾 心 之 神 智 睿 於 無 窮 而 已 其 既 修 道 惟 勤 固 已 得 
X57n0975_001:0518a05	出世之大宗大本矣。抑況語言文字之緒餘哉。吾知	出 世 之 大 宗 大 本 矣 抑 況 語 言 文 字 之 緒 餘 哉 吾 知 
X57n0975_001:0518a06	諸君子之寵教。睿公正未艾也。	諸 君 子 之 寵 教 睿 公 正 未 艾 也 
X57n0975_001:0518a07	普薦罹難陣亡橫死軍民榜	普 薦 罹 難 陣 亡 橫 死 軍 民 榜 
X57n0975_001:0518a08	天造草昧利。建侯而治。藩守不庭。唯肅殺為心。翫	天 造 草 昧 利 建 侯 而 治 藩 守 不 庭 唯 肅 殺 為 心 翫 
X57n0975_001:0518a09	兵搆禍。歲無虗日。甲寅以來。傷殘尤甚。弟子沈光	兵 搆 禍 歲 無 虗 日 甲 寅 以 來 傷 殘 尤 甚 弟 子 沈 光 
X57n0975_001:0518a10	華輩。目擊死亡。同申薦拔。設伊蒲之供齋。七日以	華 輩 目 擊 死 亡 同 申 薦 拔 設 伊 蒲 之 供 齋 七 日 以 
