X13n0284_001:0196a06	 重刻	 重 刻 
X13n0284_001:0203c21	那三昧此經周利調息法門似之三者通明禪觀	那 三 昧 此 經 周 利 調 息 法 門 似 之 三 者 通 明 禪 觀 
X13n0284_001:0203c22	息色心三事不可得此經孫陀觀鼻端白似之已	息 色 心 三 事 不 可 得 此 經 孫 陀 觀 鼻 端 白 似 之 已 
X13n0284_001:0203c23	上三品具在禪波羅蜜須者尋之二出世禪者有	上 三 品 具 在 禪 波 羅 蜜 須 者 尋 之 二 出 世 禪 者 有 
X13n0284_001:0203c24	四種一觀禪謂九想八背捨八勝處十一切處等	四 種 一 觀 禪 謂 九 想 八 背 捨 八 勝 處 十一切處 等 
X13n0284_001:0204a01	二練禪謂九次第定三熏禪謂師子奮迅三昧四	二 練 禪 謂 九次第定 三 熏 禪 謂 師子奮迅三昧 四 
X13n0284_001:0204a02	修禪謂超越三昧也三出世上上禪者即地持所	修 禪 謂 超越三昧 也 三 出 世 上 上 禪 者 即 地 持 所 
X13n0284_001:0204a03	明九種大禪又經初云有三摩提名大佛頂首楞	明 九 種 大 禪 又 經 初 云 有 三 摩 提 名 大 佛 頂 首 楞 
X13n0284_001:0204a04	嚴王第六卷云我承佛威力宣說金剛王如幻不	嚴 王 第 六 卷 云 我 承 佛 威 力 宣 說 金 剛 王 如 幻 不 
X13n0284_001:0204a05	思議佛母真三昧若約別對當機則獨指觀音耳	思 議 佛 母 真 三 昧 若 約 別 對 當 機 則 獨 指 觀 音 耳 
X13n0284_001:0204a06	門三昧若約真實圓通實無優劣前後差別則徧	門 三 昧 若 約 真 實 圓 通 實 無 優 劣 前 後 差 別 則 徧 
X13n0284_001:0204a07	指二十五聖三昧無非出世上上禪也慧聖行者	指 二 十 五 聖 三 昧 無 非 出 世 上 上 禪 也 慧 聖 行 者 
X13n0284_001:0204a08	即是四聖諦慧此復四種一生滅四諦慧二無生	即 是 四 聖 諦 慧 此 復 四 種 一 生 滅 四 諦 慧 二 無 生 
X13n0284_001:0204a09	四諦慧三無量四諦慧四無作四諦慧生滅四諦	四 諦 慧 三 無 量 四 諦 慧 四 無 作 四 諦 慧 生 滅 四 諦 
X13n0284_001:0204a10	慧者觀三界二十五有依報正報若樂若苦皆是	慧 者 觀 三 界 二十五有 依 報 正 報 若 樂 若 苦 皆 是 
X13n0284_001:0204a11	三苦之聚逼惱眾生無常無我不淨虗假無一可	三 苦 之 聚 逼 惱 眾 生 無 常 無 我 不 淨 虗 假 無 一 可 
X13n0284_001:0204a12	樂是苦諦慧知見思二感有漏善惡不動三業皆	樂 是 苦 諦 慧 知 見 思 二 感 有 漏 善 惡 不 動 三 業 皆 
X13n0284_001:0204a13	是三界受生之因誓不復造是集諦慧以四念處	是 三 界 受 生 之 因 誓 不 復 造 是 集 諦 慧 以 四 念 處 
X13n0284_001:0204a14	破四顛倒別相總相善巧正勤如意根力覺道向	破 四 顛 倒 別 相 總 相 善 巧 正 勤 如 意 根 力 覺 道 向 
X13n0284_001:0204a15	涅槃城慈悲誓願廣行六度除自他煩惱業苦是	涅 槃 城 慈 悲 誓 願 廣 行 六 度 除 自 他 煩 惱 業 苦 是 
X13n0284_001:0204a16	道諦慧倒不起則業不起業不起則果不起是滅	道 諦 慧 倒 不 起 則 業 不 起 業 不 起 則 果 不 起 是 滅 
X13n0284_001:0204a17	諦慧無生四諦慧者觀不淨色色性自空如鏡像	諦 慧 無 生 四 諦 慧 者 觀 不 淨 色 色 性 自 空 如 鏡 像 
X13n0284_001:0204a18	無實洞達五陰空無所有解苦無苦而有真諦名	無 實 洞 達 五 陰 空無所有 解 苦 無 苦 而 有 真 諦 名 
X13n0284_001:0204a19	苦諦慧知集繇心心如幻化起集亦幻一切愛見	苦 諦 慧 知 集 繇 心 心 如 幻 化 起 集 亦 幻 一 切 愛 見 
X13n0284_001:0204a20	與虗空等名集諦慧所治如幻能治亦然名道諦	與 虗 空 等 名 集 諦 慧 所 治 如 幻 能 治 亦 然 名 道 諦 
X13n0284_001:0204a21	慧法本不生今何所滅設有一法過涅槃者我亦	慧 法 本 不 生 今 何 所 滅 設 有 一 法 過 涅 槃 者 我 亦 
X13n0284_001:0204a22	設為如幻如化名滅諦慧也無量四諦慧者所謂	設 為 如幻如化 名 滅 諦 慧 也 無 量 四 諦 慧 者 所 謂 
X13n0284_001:0204a23	苦有無量相分段變易二生死皆苦也集有無量	苦 有 無 量 相 分 段 變 易 二 生 死 皆 苦 也 集 有 無 量 
X13n0284_001:0204a24	相五住煩惱漏無漏業皆集也道有無量相半滿	相 五 住 煩 惱 漏 無 漏 業 皆 集 也 道 有 無 量 相 半 滿 
X13n0284_001:0204b01	權實正助諸行皆道也滅有無量相半滿權實一	權 實 正 助 諸 行 皆 道 也 滅 有 無 量 相 半 滿 權 實 一 
X13n0284_001:0204b02	十六門所會之理皆滅也徧知十界假實差別名	十 六 門 所 會 之 理 皆 滅 也 徧 知 十 界 假 實 差 別 名 
X13n0284_001:0204b03	苦諦慧徧知十界惑業因緣名集諦慧徧修半滿	苦 諦 慧 徧 知 十 界 惑 業 因 緣 名 集 諦 慧 徧 修 半 滿 
X13n0284_001:0204b04	正助諸行名道諦慧徧達半滿諸門理諦名滅諦	正 助 諸 行 名 道 諦 慧 徧 達 半 滿 諸 門 理 諦 名 滅 諦 
X13n0284_001:0204b05	慧也無作四諦慧者知涅槃即生死名苦諦慧知	慧 也 無 作 四 諦 慧 者 知 涅 槃 即 生 死 名 苦 諦 慧 知 
X13n0284_001:0204b06	菩提即煩惱名集諦慧知煩惱即菩提名道諦慧	菩 提 即 煩 惱 名 集 諦 慧 知 煩 惱 即 菩 提 名 道 諦 慧 
X13n0284_001:0204b07	知生死即涅槃名滅諦慧此經二十五聖約初心	知 生 死 即 涅 槃 名 滅 諦 慧 此 經 二 十 五 聖 約 初 心 
X13n0284_001:0204b08	方便則四種四諦慧行各各不同約證入圓通則	方 便 則 四 種 四 諦 慧 行 各各不同 約 證 入 圓 通 則 
X13n0284_001:0204b09	惟是無作四諦慧也無作四諦慧成則具二十五	惟 是 無 作 四 諦 慧 也 無 作 四 諦 慧 成 則 具 二 十 五 
X13n0284_001:0204b10	王三昧能破二十五有法華所明普門示現及此	王 三 昧 能 破 二十五有 法 華 所 明 普 門 示 現 及 此 
X13n0284_001:0204b11	經所明三十二應十四無畏四不思議等即其驗	經 所 明 三 十 二 應 十 四 無 畏 四 不 思 議 等 即 其 驗 
X13n0284_001:0204b12	也二十四聖亦皆具證但非此會當機故不說耳	也 二 十 四 聖 亦 皆 具 證 但 非 此 會 當 機 故 不 說 耳 
X13n0284_001:0204b13	二明梵行者梵是淨義無二邊愛見證得故名為	二 明 梵 行 者 梵 是 淨 義 無 二 邊 愛 見 證 得 故 名 為 
X13n0284_001:0204b14	淨即是無緣大慈大悲大喜大捨徧拔法界眾生	淨 即 是 無 緣 大慈大悲 大 喜 大 捨 徧 拔 法 界 眾 生 
X13n0284_001:0204b15	苦徧與法界眾生樂非餘梵天所修四無量心亦	苦 徧 與 法 界 眾 生 樂 非 餘 梵 天 所 修 四無量心 亦 
X13n0284_001:0204b16	非藏通二教所修生緣法緣等慈悲也經云一者	非 藏 通 二 教 所 修 生 緣 法 緣 等 慈 悲 也 經 云 一 者 
X13n0284_001:0204b17	上合十方諸佛本妙覺心與佛如來同一慈力二	上 合 十方諸佛 本 妙 覺 心 與 佛 如 來 同 一 慈 力 二 
X13n0284_001:0204b18	者下合十方一切眾生與諸眾生同一悲仰即是	者 下 合 十 方 一 切 眾 生 與 諸 眾 生 同 一 悲 仰 即 是 
X13n0284_001:0204b19	其相亦是二十五聖之所同證而觀音當機故詳	其 相 亦 是 二 十 五 聖 之 所 同 證 而 觀 音 當 機 故 詳 
X13n0284_001:0204b20	說之三明天行者天是第一義天此經亦名為涅	說 之 三 明 天 行 者 天 是 第 一 義 天 此 經 亦 名 為 涅 
X13n0284_001:0204b21	槃天識陰初破即已明悟登圓初住從此發行進	槃 天 識 陰 初 破 即 已 明 悟 登 圓 初 住 從 此 發 行 進 
X13n0284_001:0204b22	趣十住十行十向四加行心十地等覺乃至圓滿	趣 十 住 十 行 十 向 四 加 行 心 十 地 等 覺 乃 至 圓 滿 
X13n0284_001:0204b23	菩提歸無所得皆是繇理成行故名天行四明嬰	菩 提 歸 無 所 得 皆 是 繇 理 成 行 故 名 天 行 四 明 嬰 
X13n0284_001:0204b24	兒行者既證無緣大慈觀眾生有種種小善之機	兒 行 者 既 證 無 緣 大 慈 觀 眾 生 有 種 種 小 善 之 機 
X13n0284_001:0204c01	若無菩薩開發不得生長故以慈善根力和光利	若 無 菩 薩 開 發 不 得 生 長 故 以 慈 善 根 力 和 光 利 
X13n0284_001:0204c02	行令諸眾生得見菩薩同其始學或示五戒十善	行 令 諸 眾 生 得 見 菩 薩 同 其 始 學 或 示 五 戒 十 善 
X13n0284_001:0204c03	之行或示色無色界因行或示藏通別教種種諸	之 行 或 示 色無色界 因 行 或 示 藏 通 別 教 種 種 諸 
X13n0284_001:0204c04	行以此俯同羣小提引成就如此中所明三十二	行 以 此 俯 同 羣 小 提 引 成 就 如 此 中 所 明 三 十 二 
X13n0284_001:0204c05	應隨何類說何法即其事也五病行者既證無緣	應 隨 何 類 說 何 法 即 其 事 也 五 病 行 者 既 證 無 緣 
X13n0284_001:0204c06	大悲觀一切眾生病則是我病故示同其病而度	大 悲 觀 一 切 眾 生 病 則 是 我 病 故 示 同 其 病 而 度 
X13n0284_001:0204c07	脫之即如阿難於空王佛所已發菩提之心今方	脫 之 即 如 阿 難 於 空 王 佛 所 已 發 菩提之心 今 方 
X13n0284_001:0204c08	示墮婬室悔責多聞深發大教普利未來又如三	示 墮 婬 室 悔 責 多 聞 深 發 大 教 普 利 未 來 又 如 三 
X13n0284_001:0204c09	十二應中天龍藥叉等惡趣眾生樂脫五倫即皆	十 二 應 中 天 龍 藥 叉 等 惡 趣 眾 生 樂 脫 五 倫 即 皆 
X13n0284_001:0204c10	現身而為說法亦其事也次第五行竟言一心五	現 身 而 為 說 法 亦 其 事 也 次 第 五 行 竟 言 一 心 五 
X13n0284_001:0204c11	行者即是一行一切行一切行一行圓五行也涅	行 者 即 是 一 行 一 切 行 一 切 行 一 行 圓 五 行 也 涅 
X13n0284_001:0204c12	槃經云復有一行是如來行所謂大乘大般涅槃	槃 經 云 復 有 一 行 是 如 來 行 所 謂 大 乘 大 般 涅 槃 
X13n0284_001:0204c13	今經云有三摩提名大佛頂首楞嚴王具足萬行	今 經 云 有 三 摩 提 名 大 佛 頂 首 楞 嚴 王 具 足 萬 行 
X13n0284_001:0204c14	十方如來一門超出妙莊嚴路又云十方薄伽梵	十 方 如 來 一 門 超 出 妙 莊 嚴 路 又 云 十 方 薄 伽 梵 
X13n0284_001:0204c15	一路涅槃門又云此是微塵佛一路涅槃門皆即	一 路 涅 槃 門 又 云 此 是 微 塵 佛 一 路 涅 槃 門 皆 即 
X13n0284_001:0204c16	指此一心圓五行也所謂攝心為戒因戒生定因	指 此 一 心 圓 五 行 也 所 謂 攝 心 為 戒 因 戒 生 定 因 
X13n0284_001:0204c17	定發慧即圓聖行一向專心發菩薩願即圓梵行	定 發 慧 即 圓 聖 行 一 向 專 心 發 菩 薩 願 即 圓 梵 行 
X13n0284_001:0204c18	奢摩他中用諸如來毗婆舍那清淨修證漸次深	奢 摩 他 中 用 諸 如 來 毗 婆 舍 那 清 淨 修 證 漸 次 深 
X13n0284_001:0204c19	入即圓天行應身生彼末法之中作種種形度諸	入 即 圓 天 行 應 身 生 彼 末 法 之 中 作 種 種 形 度 諸 
X13n0284_001:0204c20	輪轉與其同事稱讚佛乘即圓嬰病兩行也圓天	輪 轉 與 其 同 事 稱 讚 佛 乘 即 圓 嬰 病 兩 行 也 圓 天 
X13n0284_001:0204c21	行成故稱大雄圓聖行成故稱大力圓梵行嬰病	行 成 故 稱 大 雄 圓 聖 行 成 故 稱 大 力 圓 梵 行 嬰 病 
X13n0284_001:0204c22	行成故稱大慈悲大力故名妙湛大慈悲故名總	行 成 故 稱 大 慈 悲 大 力 故 名 妙 湛 大 慈 悲 故 名 總 
X13n0284_001:0204c23	持大雄故名不動又五行總無二相故名湛五行	持 大 雄 故 名 不 動 又 五 行 總 無 二 相 故 名 湛 五 行 
X13n0284_001:0204c24	互具諸用故名總持五行惟是一性故名不動阿	互 具 諸 用 故 名 總 持 五 行 惟 是 一 性 故 名 不 動 阿 
X13n0284_001:0205a01	難親悟自心如來藏性所具五行方知世尊果上	難 親 悟 自 心 如 來 藏 性 所 具 五 行 方 知 世 尊 果 上 
X13n0284_001:0205a02	所證五行一一無非三德祕藏而讚之也謂依藏	所 證 五 行 一 一 無 非 三 德 祕 藏 而 讚 之 也 謂 依 藏 
X13n0284_001:0205a03	性隨緣不變義遠離諸和合緣及不和合即成聖	性 隨 緣 不 變 義 遠 離 諸 和 合 緣 及 不 和 合 即 成 聖 
X13n0284_001:0205a04	行依藏性不變隨緣義隨眾生心應所知量種種	行 依 藏 性 不 變 隨 緣 義 隨 眾 生 心 應 所 知 量 種 種 
X13n0284_001:0205a05	示現即成梵行及嬰病行藏性隨緣不變不變隨	示 現 即 成 梵 行 及 嬰 病 行 藏 性 隨 緣 不 變 不 變 隨 
X13n0284_001:0205a06	緣之理即是天行初心知此名字五行依此起觀	緣 之 理 即 是 天 行 初 心 知 此 名 字 五 行 依 此 起 觀 
X13n0284_001:0205a07	觀行五行觀成解發相似五行解深發證分真五	觀 行 五 行 觀 成 解 發 相 似 五 行 解 深 發 證 分 真 五 
X13n0284_001:0205a08	行圓滿菩提究竟五行從始至終一心圓具是故	行 圓 滿 菩 提 究 竟 五 行 從始至終 一 心 圓 具 是 故 
X13n0284_001:0205a09	名為一心五行今更約三種增進修行漸次點示	名 為 一 心 五 行 今 更 約 三 種 增 進 修 行 漸 次 點 示 
X13n0284_001:0205a10	其相嚴淨戒律永斷婬心塵既不緣根無所偶身	其 相 嚴 淨 戒 律 永 斷 婬 心 塵 既 不 緣 根 無 所 偶 身 
X13n0284_001:0205a11	心快然妙圓平等即戒定慧聖行永斷五辛不餐	心 快 然 妙 圓 平 等 即 戒 定 慧 聖 行 永 斷 五 辛 不 餐 
X13n0284_001:0205a12	酒肉無啖生氣即慈悲梵行一切如來密圓淨妙	酒 肉 無 啖 生 氣 即 慈 悲 梵 行 一 切 如 來 密 圓 淨 妙 
X13n0284_001:0205a13	皆現其中即是天行永無相生相殺之業偷劫不	皆 現 其 中 即 是 天 行 永 無 相 生 相 殺 之 業 偷 劫 不 
X13n0284_001:0205a14	行無相負累遊十方界宿命清淨得無艱險即具	行 無 相 負 累 遊 十 方 界 宿 命 清 淨 得 無 艱 險 即 具 
X13n0284_001:0205a15	嬰病兩行是人即獲無生法忍謂五行功成證圓	嬰 病 兩 行 是 人 即 獲 無生法忍 謂 五 行 功 成 證 圓 
X13n0284_001:0205a16	初住也以要言之始從乾慧終至妙覺無不以三	初 住 也 以要言之 始 從 乾 慧 終 至 妙 覺 無 不 以 三 
X13n0284_001:0205a17	漸次為能歷故曰從是漸修隨所發行安立聖位	漸 次 為 能 歷 故 曰 從 是 漸 修 隨 所 發 行 安 立 聖 位 
X13n0284_001:0205a18	而此三漸次行第一第二是助行第三違現業是	而 此 三 漸 次 行 第 一 第 二 是 助 行 第 三 違 現 業 是 
X13n0284_001:0205a19	正行正助二行攝一切行罄無不盡故得標名為	正 行 正 助 二 行 攝 一 切 行 罄 無 不 盡 故 得 標 名 為 
X13n0284_001:0205a20	萬行也。三釋首楞嚴者梵語首楞嚴三昧此云	萬 行 也 三 釋 首 楞 嚴 者 梵 語 首楞嚴三昧 此 云 
X13n0284_001:0205a21	健相分別正定得此三昧者知諸三昧行相多少	健 相 分 別 正 定 得 此 三 昧 者 知 諸 三 昧 行 相 多 少 
X13n0284_001:0205a22	深淺如轉輪聖王主兵臣寶能知兵力多少所住	深 淺 如 轉輪聖王 主 兵 臣 寶 能 知 兵 力 多 少 所 住 
X13n0284_001:0205a23	至處無能摧伏此三昧寶亦復如是按藏中別有	至 處 無 能 摧 伏 此 三 昧 寶 亦復如是 按 藏 中 別 有 
X13n0284_001:0205a24	首楞嚴三昧經三卷專明此定功用威力似是深	首楞嚴三昧 經 三 卷 專 明 此 定 功 用 威 力 似 是 深 
X13n0284_001:0205b01	位菩薩所修與今經初心方便稍異今不依此釋	位 菩 薩 所 修 與 今 經 初 心 方 便 稍 異 今 不 依 此 釋 
X13n0284_001:0205b02	首楞嚴也涅槃經云首楞嚴者一切事竟嚴者堅	首 楞 嚴 也 涅 槃 經 云 首 楞 嚴 者 一 切 事 竟 嚴 者 堅 
X13n0284_001:0205b03	因一切畢竟而得堅固名首楞嚴今正依此釋名	因 一 切 畢 竟 而 得 堅 固 名 首 楞 嚴 今 正 依 此 釋 名 
X13n0284_001:0205b04	兼攝健相分別之義言一切事者所謂五陰六入	兼 攝 健 相 分 別 之 義 言 一 切 事 者 所 謂 五 陰 六 入 
X13n0284_001:0205b05	十二處十八界及七大也言畢竟堅固者所謂皆	十 二 處 十 八 界 及 七 大 也 言 畢 竟 堅 固 者 所 謂 皆 
X13n0284_001:0205b06	非因緣非自然非和合非不和合本如來藏常住	非 因 緣 非 自 然 非 和 合 非 不 和 合 本 如 來 藏 常 住 
X13n0284_001:0205b07	妙明不動周圓妙真如性皆悉清淨本然周徧法	妙 明 不 動 周 圓 妙 真 如 性 皆 悉 清 淨 本 然 周 徧 法 
X13n0284_001:0205b08	界也言健相分別者所謂善知五陰濁相及澄濁	界 也 言 健 相 分 別 者 所 謂 善 知 五 陰 濁 相 及 澄 濁 
X13n0284_001:0205b09	得清相善知入處界大流相所相及入流亡所相	得 清 相 善 知 入 處 界 大 流 相 所 相 及 入 流 亡 所 相 
X13n0284_001:0205b10	善知二十五門顯密修證各有能歷三漸次行所	善 知 二 十 五 門 顯 密 修 證 各 有 能 歷 三 漸 次 行 所 
X13n0284_001:0205b11	歷五十五位始終差別及平等相善知一念迷惑	歷 五 十 五 位 始 終 差 別 及 平 等 相 善 知 一 念 迷 惑 
X13n0284_001:0205b12	能起七趣升沉諸因果相善知修奢摩他毗婆舍	能 起 七 趣 升 沉 諸 因 果 相 善 知 修奢摩他 毗 婆 舍 
X13n0284_001:0205b13	那所現微細諸魔事相故名健相分別也復次約	那 所 現 微 細 諸 魔 事 相 故 名 健 相 分 別 也 復 次 約 
X13n0284_001:0205b14	陰入處界七大等事明畢竟堅固者仍為十意一	陰 入 處 界 七 大 等 事 明 畢 竟 堅 固 者 仍 為 十 意 一 
X13n0284_001:0205b15	畢竟理二畢竟誓願三畢竟莊嚴四畢竟智斷五	畢 竟 理 二 畢 竟 誓 願 三 畢 竟 莊 嚴 四 畢 竟 智 斷 五 
X13n0284_001:0205b16	畢竟徧知六畢竟道七畢竟用八畢竟權實九畢	畢 竟 徧 知 六 畢 竟 道 七 畢 竟 用 八 畢 竟 權 實 九 畢 
X13n0284_001:0205b17	竟利益十畢竟無住一畢竟理者謂陰界七大等	竟 利 益 十 畢 竟 無 住 一 畢 竟 理 者 謂 陰 界 七 大 等 
X13n0284_001:0205b18	皆即如來藏性圓三諦理天然性德離過絕非凡	皆 即 如 來 藏 性 圓 三 諦 理 天 然 性 德 離 過 絕 非 凡 
X13n0284_001:0205b19	十法界若依若正若色若心隨舉一塵隨舉一念	十 法 界 若 依 若 正 若 色 若 心 隨 舉 一 塵 隨 舉 一 念 
