X67n1304_001:0322c06	 虗堂錄序	 虗 堂 錄 序 
X67n1304_001:0329a09	示眾云。同行既無疎伴。便宜豈出當家。雖然蹄角分	示 眾 云 同 行 既 無 疎 伴 便 宜 豈 出 當 家 雖 然 蹄 角 分 
X67n1304_001:0329a10	明。爭奈騎者不鑒。有智無智較三十里。且道是誰。	明 爭 奈 騎 者 不 鑒 有 智 無 智 較 三 十 里 且 道 是 誰 
X67n1304_001:0329a11	舉雲巖道吾自南泉回藥山(道曠無涯逢人不盡)。巖問藥山	舉 雲 巖 道 吾 自 南 泉 回 藥 山 道 曠 無 涯 逢 人 不 盡 巖 問 藥 山 
X67n1304_001:0329a12	如何是異類中行(吽)。山云。吾今困倦。且待別時來	如 何 是 異 類 中 行 吽 山 云 吾 今 困 倦 且 待 別 時 來 
X67n1304_001:0329a13	(暗裏抽橫骨。明中坐舌頭)。巖云某甲特為此事來(知恩報恩人間幾幾)。山	 暗 裏 抽 橫 骨 明 中 坐 舌 頭 巖 云 某 甲 特 為 此 事 來 知 恩 報 恩 人 間 幾 幾 山 
X67n1304_001:0329a14	云且去(不遇知音者。徒勞話歲寒)。巖便出(可惜蹉過)。道吾在方丈外	云 且 去 不 遇 知 音 者 徒 勞 話 歲 寒 巖 便 出 可 惜 蹉 過 道 吾 在 方 丈 外 
X67n1304_001:0329a15	聞雲巖不薦。不覺咬得指頭血出(鷂子不快〔鼈〕殺鬅頭)。吾却	聞 雲 巖 不 薦 不 覺 咬 得 指 頭 血 出 鷂 子 不 快 鼈 殺 鬅 頭 吾 却 
X67n1304_001:0329a16	下來問巖兄云。問和尚那。因緣作麼生(更與垂慈傍通一線)。	下 來 問 巖 兄 云 問 和 尚 那 因 緣 作 麼 生 更 與 垂 慈 傍 通 一 線 
X67n1304_001:0329a17	巖云不為某甲說(苦瓠連根苦)。吾便低頭(慚愧殺人)。	巖 云 不 為 某 甲 說 苦 瓠 連 根 苦 吾 便 低 頭 慚 愧 殺 人 
X67n1304_001:0329a18	師云。一母生兒幾百般。果然利鈍不相謾。藏身露影	師 云 一 母 生 兒 幾 百 般 果 然 利 鈍 不 相 謾 藏 身 露 影 
X67n1304_001:0329a19	交加處。寧免教人冷眼看。只如巖問藥山異類中行。	交 加 處 寧 免 教 人 冷 眼 看 只 如 巖 問 藥 山 異 類 中 行 
X67n1304_001:0329a20	何不體取南泉道。王老師自小養一頭水牯牛。擬向	何 不 體 取 南 泉 道 王 老 師 自 小 養 一 頭 水 牯 牛 擬 向 
X67n1304_001:0329a21	溪西牧。不免官家苗稅。擬向溪東牧。亦不免官家苗	溪 西 牧 不 免 官 家 苗 稅 擬 向 溪 東 牧 亦 不 免 官 家 苗 
X67n1304_001:0329a22	稅。不如隨分納些些。總不見得。所以藥山恐伊傷他	稅 不 如 隨 分 納 些 些 總 不 見 得 所 以 藥 山 恐 伊 傷 他 
X67n1304_001:0329a23	苗稼。故使泯耳攢蹄潛身縮項道。吾今日困倦且待	苗 稼 故 使 泯 耳 攢 蹄 潛 身 縮 項 道 吾 今 日 困 倦 且 待 
X67n1304_001:0329a24	別時來。非是推東拄西。莫便走南掠北。真所謂赤心	別 時 來 非 是 推 東 拄 西 莫 便 走 南 掠 北 真 所 謂 赤 心 
X67n1304_001:0329b01	片片知人少。覿面堆堆覩者稀。巖云某甲特為此事	片 片 知 人 少 覿 面 堆 堆 覩 者 稀 巖 云 某 甲 特 為 此 事 
X67n1304_001:0329b02	來。此豈非終日數十不知二五。致使藥山鼈竈火發	來 此 豈 非 終 日 數 十 不 知 二 五 致 使 藥 山 鼈 竈 火 發 
X67n1304_001:0329b03	道且去。巖便出。可怜無價寶。贈與瞎波斯。羞鈎雖自	道 且 去 巖 便 出 可 怜 無 價 寶 贈 與 瞎 波 斯 羞 鈎 雖 自 
X67n1304_001:0329b04	落。爭免折便宜。道吾在方丈外聞雲巖不薦。不覺咬	落 爭 免 折 便 宜 道 吾 在 方 丈 外 聞 雲 巖 不 薦 不 覺 咬 
X67n1304_001:0329b05	得指頭血出。此猶君子恨不殺身成仁。心忙氣急。恠	得 指 頭 血 出 此 猶 君 子 恨 不 殺 身 成 仁 心 忙 氣 急 恠 
X67n1304_001:0329b06	他不領微妙玄旨。吾却下來。林泉道。往復不易。復問	他 不 領 微 妙 玄 旨 吾 却 下 來 林 泉 道 往 復 不 易 復 問 
X67n1304_001:0329b07	巖兄。問和尚那。因緣作麼生。巖云不為某說。林泉道。	巖 兄 問 和 尚 那 因 緣 作 麼 生 巖 云 不 為 某 說 林 泉 道 
X67n1304_001:0329b08	中秋閉目坐。却怨月無光。吾便低頭。心中苦屈。端的	中 秋 閉 目 坐 却 怨 月 無 光 吾 便 低 頭 心 中 苦 屈 端 的 
X67n1304_001:0329b09	難伸。自家不會。鈍滯他人。故恁吞聲飲氣自煩自惱。	難 伸 自 家 不 會 鈍 滯 他 人 故 恁 吞 聲 飲 氣 自 煩 自 惱 
X67n1304_001:0329b10	若非丹霞替說道理。爭知此事。頌曰。	若 非 丹 霞 替 說 道 理 爭 知 此 事 頌 曰 
X67n1304_001:0329b11	饑飡嫩草遙山去(默默自知田地穩)。渴飲寒泉曲澗迴(騰騰	饑 飡 嫩 草 遙 山 去 默 默 自 知 田 地 穩 渴 飲 寒 泉 曲 澗 迴 騰 騰 
X67n1304_001:0329b12	誰為肚皮憨)。放蕩不耕空劫地(筋舒力盡)。暮天何用牧歌催	誰 為 肚 皮 憨 放 蕩 不 耕 空 劫 地 筋 舒 力 盡 暮 天 何 用 牧 歌 催 
X67n1304_001:0329b13	(枉勞心力)。	 枉 勞 心 力 
X67n1304_001:0329b14	師云。溈山一日上堂云。老僧百年後山下作一頭水	師 云 溈 山 一 日 上 堂 云 老 僧 百 年 後 山 下 作 一 頭 水 
X67n1304_001:0329b15	牯牛。左脇下書五字曰溈山僧某甲。當恁麼時。喚作	牯 牛 左 脇 下 書 五 字 曰 溈 山 僧 某 甲 當 恁 麼 時 喚 作 
X67n1304_001:0329b16	溈山僧又是水牯牛。喚作水牯牛又是溈山僧。畢竟	溈 山 僧 又 是 水 牯 牛 喚 作 水 牯 牛 又 是 溈 山 僧 畢 竟 
X67n1304_001:0329b17	喚作甚麼即得。仰山出禮拜而退。林泉道。知他多少	喚 作 甚 麼 即 得 仰 山 出 禮 拜 而 退 林 泉 道 知 他 多 少 
X67n1304_001:0329b18	事。盡在不言中。雲居膺代曰。師無異號。林泉道。題目	事 盡 在 不 言 中 雲 居 膺 代 曰 師 無 異 號 林 泉 道 題 目 
X67n1304_001:0329b19	甚分明。異類一事。人多錯會。非賞音者不易知也。但	甚 分 明 異 類 一 事 人 多 錯 會 非 賞 音 者 不 易 知 也 但 
X67n1304_001:0329b20	念水草餘無所知。修行至此可樂無為。妄情消爍狂	念 水 草 餘 無 所 知 修 行 至 此 可 樂 無 為 妄 情 消 爍 狂 
X67n1304_001:0329b21	解隳彌。出生入死莫可覉縻。所以饑飡嫩草渴飲寒	解 隳 彌 出 生 入 死 莫 可 覉 縻 所 以 饑 飡 嫩 草 渴 飲 寒 
X67n1304_001:0329b22	泉。放曠優遊自由自在。可謂露地白牛牧人懶放。靈	泉 放 曠 優 遊 自 由 自 在 可 謂 露 地 白 牛 牧 人 懶 放 靈 
X67n1304_001:0329b23	苗瑞草野父愁耘。正當此時如何處治。還知麼。羗笛	苗 瑞 草 野 父 愁 耘 正 當 此 時 如 何 處 治 還 知 麼 羗 笛 
X67n1304_001:0329b24	一聲風浩蕩。暮山岌岌鎻重雲。	一 聲 風 浩 蕩 暮 山 岌 岌 鎻 重 雲 
X67n1304_001:0329c01	第十一則　夾山示境(人境)	第 十 一 則 夾 山 示 境 人 境 
X67n1304_001:0329c02	示眾云。將心用心轉見病深。以楔出楔了無空缺。儻	示 眾 云 將 心 用 心 轉 見 病 深 以 楔 出 楔 了 無 空 缺 儻 
X67n1304_001:0329c03	若你眼裏有筋。便知我舌本無說。不墮情見一句。合	若 你 眼 裏 有 筋 便 知 我 舌 本 無 說 不 墮 情 見 一 句 合 
X67n1304_001:0329c04	作麼生道。	作 麼 生 道 
X67n1304_001:0329c05	舉僧問夾山會禪師。如何是夾山境(春日花開秋時葉落)。山	舉 僧 問 夾 山 會 禪 師 如 何 是 夾 山 境 春 日 花 開 秋 時 葉 落 山 
X67n1304_001:0329c06	云。猿抱子歸青嶂後。鳥銜花落碧巖前(莫向言中取則。直須	云 猿 抱 子 歸 青 嶂 後 鳥 銜 花 落 碧 巖 前 莫 向 言 中 取 則 直 須 
X67n1304_001:0329c07	句外明宗)。	句 外 明 宗 
X67n1304_001:0329c08	師云。僧問趙州如何是祖師西來意。州曰庭前栢樹	師 云 僧 問 趙 州 如 何 是 祖 師 西 來 意 州 曰 庭 前 栢 樹 
X67n1304_001:0329c09	子。僧云和尚莫將境示人。州曰我不將境示人。云如	子 僧 云 和 尚 莫 將 境 示 人 州 曰 我 不 將 境 示 人 云 如 
X67n1304_001:0329c10	何是祖師西來意。曰庭前栢樹子。林泉道。為慈悲之	何 是 祖 師 西 來 意 曰 庭 前 栢 樹 子 林 泉 道 為 慈 悲 之 
X67n1304_001:0329c11	故有落草之談。真所謂驢糞逢人換眼睛。是他靈利	故 有 落 草 之 談 真 所 謂 驢 糞 逢 人 換 眼 睛 是 他 靈 利 
X67n1304_001:0329c12	衲僧透手姦滑。勝似离婁明察秋毫。那肯教伊輕輕	衲 僧 透 手 姦 滑 勝 似 离 婁 明 察 秋 毫 那 肯 教 伊 輕 輕 
X67n1304_001:0329c13	動著。今據夾山恁麼酬酢。非止令人向情枝上尋。意	動 著 今 據 夾 山 恁 麼 酬 酢 非 止 令 人 向 情 枝 上 尋 意 
X67n1304_001:0329c14	根下覔。一任玄猿抱子。從教幽鳥銜花。青嶂後碧巖	根 下 覔 一 任 玄 猿 抱 子 從 教 幽 鳥 銜 花 青 嶂 後 碧 巖 
X67n1304_001:0329c15	前。枉費神思徒勞視聽。你豈知夾山眼觀東南意在	前 枉 費 神 思 徒 勞 視 聽 你 豈 知 夾 山 眼 觀 東 南 意 在 
X67n1304_001:0329c16	西北。便休恁麼世諦流布。法眼亦云。我二十年只作	西 北 便 休 恁 麼 世 諦 流 布 法 眼 亦 云 我 二 十 年 只 作 
X67n1304_001:0329c17	境會。曾有僧問林泉。不作境會合作麼生會。林泉道。	境 會 曾 有 僧 問 林 泉 不 作 境 會 合 作 麼 生 會 林 泉 道 
X67n1304_001:0329c18	猿抱子歸青嶂後。鳥銜花落碧巖前。只如林泉恁麼	猿 抱 子 歸 青 嶂 後 鳥 銜 花 落 碧 巖 前 只 如 林 泉 恁 麼 
X67n1304_001:0329c19	祗對。是境那不是境。大抵一般油麵由人做造。一般	祗 對 是 境 那 不 是 境 大 抵 一 般 油 麵 由 人 做 造 一 般 
X67n1304_001:0329c20	油麵由人壞却。所以永明道。妄想興而涅槃現。塵勞	油 麵 由 人 壞 却 所 以 永 明 道 妄 想 興 而 涅 槃 現 塵 勞 
X67n1304_001:0329c21	起而佛道成。又云。無一名不播如來之號。無一物不	起 而 佛 道 成 又 云 無 一 名 不 播 如 來 之 號 無 一 物 不 
X67n1304_001:0329c22	闡遮那之形。巖樹庭柯各梃無邊之妙相。猿吟鳥噪	闡 遮 那 之 形 巖 樹 庭 柯 各 梃 無 邊 之 妙 相 猿 吟 鳥 噪 
X67n1304_001:0329c23	皆談不二之圓音。與麼會得。論甚是境不是境。答話	皆 談 不 二 之 圓 音 與 麼 會 得 論 甚 是 境 不 是 境 答 話 
X67n1304_001:0329c24	不答話。正偏兼帶真俗混融。一言之下應須心地開	不 答 話 正 偏 兼 帶 真 俗 混 融 一 言 之 下 應 須 心 地 開 
X67n1304_001:0330a01	通。三句之中可使凡情撲落。更看丹霞收攝餘波全	通 三 句 之 中 可 使 凡 情 撲 落 更 看 丹 霞 收 攝 餘 波 全 
X67n1304_001:0330a02	歸性海。頌曰。	歸 性 海 頌 曰 
X67n1304_001:0330a03	蚌含明月珠生腹(物類相成)。龍擁深雲雨洒空(天使其然)。莫	蚌 含 明 月 珠 生 腹 物 類 相 成 龍 擁 深 雲 雨 洒 空 天 使 其 然 莫 
X67n1304_001:0330a04	向平田飜巨浪(無事休生事)。直須點點盡潮東(應須契本源)。	向 平 田 飜 巨 浪 無 事 休 生 事 直 須 點 點 盡 潮 東 應 須 契 本 源 
X67n1304_001:0330a05	師云。理無二相。事有千差。凡情聖解何足奢華。古詩	師 云 理 無 二 相 事 有 千 差 凡 情 聖 解 何 足 奢 華 古 詩 
X67n1304_001:0330a06	云。犀因玩月紋生角。象被雷驚花入牙。此皆物類相	云 犀 因 玩 月 紋 生 角 象 被 雷 驚 花 入 牙 此 皆 物 類 相 
X67n1304_001:0330a07	感致之然也。尚書禹貢淮夷蠙珠。孔頴達疏云。蠙是	感 致 之 然 也 尚 書 禹 貢 淮 夷 蠙 珠 孔 頴 達 疏 云 蠙 是 
X67n1304_001:0330a08	蚌之別名。此蠙出珠遂以為名。故云吸月精神橫宇	蚌 之 別 名 此 蠙 出 珠 遂 以 為 名 故 云 吸 月 精 神 橫 宇 
X67n1304_001:0330a09	宙。產珠光彩照山河。說文曰。龍者鱗蟲之長。能幽能	宙 產 珠 光 彩 照 山 河 說 文 曰 龍 者 鱗 蟲 之 長 能 幽 能 
X67n1304_001:0330a10	明能小能大。前漢鄒陽書云曰。蛟龍驤首則雲雨咸	明 能 小 能 大 前 漢 鄒 陽 書 云 曰 蛟 龍 驤 首 則 雲 雨 咸 
X67n1304_001:0330a11	集。夾山雖設鋪陳之意。皆有語中之無語也。不可膠	集 夾 山 雖 設 鋪 陳 之 意 皆 有 語 中 之 無 語 也 不 可 膠 
X67n1304_001:0330a12	柱調絃刻舟記劍。繫驢橛上枉覔驊騮。不見道。莫向	柱 調 絃 刻 舟 記 劍 繫 驢 橛 上 枉 覔 驊 騮 不 見 道 莫 向 
X67n1304_001:0330a13	平田飜巨浪。直須點點盡潮東。此豈非叮嚀付囑。休	平 田 飜 巨 浪 直 須 點 點 盡 潮 東 此 豈 非 叮 嚀 付 囑 休 
X67n1304_001:0330a14	騁狂情。隨波逐浪。四散鑽研。當合一一返本還源。咸	騁 狂 情 隨 波 逐 浪 四 散 鑽 研 當 合 一 一 返 本 還 源 咸 
X67n1304_001:0330a15	歸性海。不負狂瀾怒浪卷而東之。汪哉洋哉。莫可量	歸 性 海 不 負 狂 瀾 怒 浪 卷 而 東 之 汪 哉 洋 哉 莫 可 量 
X67n1304_001:0330a16	哉。廣矣大矣。無以加矣。還知夾山富有天池之量麼。	哉 廣 矣 大 矣 無 以 加 矣 還 知 夾 山 富 有 天 池 之 量 麼 
X67n1304_001:0330a17	浮幢氣象如天遠。那比蹄涔窄更微。	浮 幢 氣 象 如 天 遠 那 比 蹄 涔 窄 更 微 
X67n1304_001:0330a18	第十二則　夾山不會(門戶)	第 十 二 則 夾 山 不 會 門 戶 
X67n1304_001:0330a19	示眾云。聲前薦得。分明鷂過新羅。句外承當。已是不	示 眾 云 聲 前 薦 得 分 明 鷂 過 新 羅 句 外 承 當 已 是 不 
X67n1304_001:0330a20	快漆桶。待汝開口動舌堪作甚麼。還有目擊道存者	快 漆 桶 待 汝 開 口 動 舌 堪 作 甚 麼 還 有 目 擊 道 存 者 
X67n1304_001:0330a21	麼。	麼 
X67n1304_001:0330a22	舉僧問夾山。會處即不問。不會處請師一言(何不傾話)。	舉 僧 問 夾 山 會 處 即 不 問 不 會 處 請 師 一 言 何 不 傾 話 
X67n1304_001:0330a23	山云。戶挂凋林。影中辨取(暗通一線大小分明)。	山 云 戶 挂 凋 林 影 中 辨 取 暗 通 一 線 大 小 分 明 
X67n1304_001:0330a24	師舉洛浦臨終示眾云。今有一事問你諸人。這箇若	師 舉 洛 浦 臨 終 示 眾 云 今 有 一 事 問 你 諸 人 這 箇 若 
X67n1304_001:0330b01	是。即頭上安頭。若不是。即斬頭覔活。時首座云。青山	是 即 頭 上 安 頭 若 不 是 即 斬 頭 覔 活 時 首 座 云 青 山 
X67n1304_001:0330b02	常舉足。白日不挑燈。浦云是甚麼時節作這箇說話。	常 舉 足 白 日 不 挑 燈 浦 云 是 甚 麼 時 節 作 這 箇 說 話 
X67n1304_001:0330b03	有彥從上座出云。去此二途。請師不問。浦云。未在。更	有 彥 從 上 座 出 云 去 此 二 途 請 師 不 問 浦 云 未 在 更 
X67n1304_001:0330b04	道。從云某甲道不盡。浦云我不管你道盡道不盡。從	道 從 云 某 甲 道 不 盡 浦 云 我 不 管 你 道 盡 道 不 盡 從 
X67n1304_001:0330b05	云某甲無侍者祗對和尚。至晚喚從上座。你今日祗	云 某 甲 無 侍 者 祗 對 和 尚 至 晚 喚 從 上 座 你 今 日 祗 
X67n1304_001:0330b06	對甚有來由。合體得先師道。目前無法。意在目前。他	對 甚 有 來 由 合 體 得 先 師 道 目 前 無 法 意 在 目 前 他 
X67n1304_001:0330b07	不是目前法。非耳目之所到。那句是賓。那句是主。若	不 是 目 前 法 非 耳 目 之 所 到 那 句 是 賓 那 句 是 主 若 
X67n1304_001:0330b08	揀得出。分付鉢袋子。從云不會。浦云汝合會。從云實	揀 得 出 分 付 鉢 袋 子 從 云 不 會 浦 云 汝 合 會 從 云 實 
X67n1304_001:0330b09	不會。浦喝云。苦哉苦哉。僧問和尚尊意如何。浦云慈	不 會 浦 喝 云 苦 哉 苦 哉 僧 問 和 尚 尊 意 如 何 浦 云 慈 
X67n1304_001:0330b10	舟不棹清波上。劒峽徒勞放木鵝。萬松道。克賓甘罰	舟 不 棹 清 波 上 劒 峽 徒 勞 放 木 鵝 萬 松 道 克 賓 甘 罰 
X67n1304_001:0330b11	饡飯錢。臨濟故滅正法眼。玄覺徵云。且道從上座實	饡 飯 錢 臨 濟 故 滅 正 法 眼 玄 覺 徵 云 且 道 從 上 座 實 
X67n1304_001:0330b12	不會。為復怕鉢袋子沾著伊。林泉道。尊鑑不錯。九峰	不 會 為 復 怕 鉢 袋 子 沾 著 伊 林 泉 道 尊 鑑 不 錯 九 峰 
X67n1304_001:0330b13	在石霜作侍者。石霜遷化後。眾欲請堂中首座接續	在 石 霜 作 侍 者 石 霜 遷 化 後 眾 欲 請 堂 中 首 座 接 續 
X67n1304_001:0330b14	住持。峰不肯乃云。待某甲問過。若會先師意。如先師	住 持 峰 不 肯 乃 云 待 某 甲 問 過 若 會 先 師 意 如 先 師 
X67n1304_001:0330b15	侍奉。遂問。先師道休去歇去。一念萬年去。寒灰枯木	侍 奉 遂 問 先 師 道 休 去 歇 去 一 念 萬 年 去 寒 灰 枯 木 
X67n1304_001:0330b16	去。一條白練去。且道明甚麼邊事。座云明一色邊事。	去 一 條 白 練 去 且 道 明 甚 麼 邊 事 座 云 明 一 色 邊 事 
X67n1304_001:0330b17	峰云恁麼則未會先師意在。座云。你不肯我那。裝香	峰 云 恁 麼 則 未 會 先 師 意 在 座 云 你 不 肯 我 那 裝 香 
X67n1304_001:0330b18	來。座乃焚香云。我若不會先師意。香烟起處脫去不	來 座 乃 焚 香 云 我 若 不 會 先 師 意 香 烟 起 處 脫 去 不 
X67n1304_001:0330b19	得。言訖便坐脫。峰乃撫其背云。坐脫立亡則不無。先	得 言 訖 便 坐 脫 峰 乃 撫 其 背 云 坐 脫 立 亡 則 不 無 先 
X67n1304_001:0330b20	師意未會在。惹得天童道。月巢鶴作千年夢。雪屋人	師 意 未 會 在 惹 得 天 童 道 月 巢 鶴 作 千 年 夢 雪 屋 人 
X67n1304_001:0330b21	迷一色功。此之所謂差之毫釐失之千里。當時首座	迷 一 色 功 此 之 所 謂 差 之 毫 釐 失 之 千 里 當 時 首 座 
X67n1304_001:0330b22	若奉箇吾不如汝。或云師兄還會麼。況石頭和尚云。	若 奉 箇 吾 不 如 汝 或 云 師 兄 還 會 麼 況 石 頭 和 尚 云 
X67n1304_001:0330b23	衲帔蒙頭萬事休。此時山僧都不會。林泉論至於此	衲 帔 蒙 頭 萬 事 休 此 時 山 僧 都 不 會 林 泉 論 至 於 此 
X67n1304_001:0330b24	不覺失笑。這僧向不會處欲請一言。安用這一落索。	不 覺 失 笑 這 僧 向 不 會 處 欲 請 一 言 安 用 這 一 落 索 
X67n1304_001:0330c01	為伊不會做官人。故然且舉傍州例。不須戶挂凋林。	為 伊 不 會 做 官 人 故 然 且 舉 傍 州 例 不 須 戶 挂 凋 林 
X67n1304_001:0330c02	試向影中辨取。頌曰。	試 向 影 中 辨 取 頌 曰 
X67n1304_001:0330c03	威音那畔不能行(舉步落危途)。撒手還家懶問程(坐着即不	威 音 那 畔 不 能 行 舉 步 落 危 途 撒 手 還 家 懶 問 程 坐 着 即 不 
X67n1304_001:0330c04	堪)。寢殿無人空寂寂(沒蹤跡)。滿軒唯有月虗明(斷消息)。	堪 寢 殿 無 人 空 寂 寂 沒 蹤 跡 滿 軒 唯 有 月 虗 明 斷 消 息 
X67n1304_001:0330c05	師云。空劫以前難話會。威音那畔絕承當。按家樂業	師 云 空 劫 以 前 難 話 會 威 音 那 畔 絕 承 當 按 家 樂 業 
